"pld0045","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Never","2018","Schleswig-Holstein","East Germany","","","",""
"Never","2018","Hamburg","West Germany","315","0.61711457383816","0.573809106507061","0.660420041169258"
"Never","2018","Hamburg","East Germany","","","",""
"Never","2018","Lower Saxony","West Germany","1246","0.521837785488032","0.502403988103796","0.541271582872267"
"Never","2018","Lower Saxony","East Germany","","","",""
"Never","2018","Bremen","West Germany","135","0.681324079441239","0.620841241444922","0.741806917437556"
"Never","2018","Bremen","East Germany","","","",""
"Never","2018","North Rhine-Westphalia","West Germany","3207","0.59372082867957","0.580639487223597","0.606802170135543"
"Never","2018","North Rhine-Westphalia","East Germany","","","",""
"Never","2018","Hesse","West Germany","855","0.501645376762432","0.477877450953654","0.52541330257121"
"Never","2018","Hesse","East Germany","","","",""
"Never","2018","Rhineland-Palatinate,Saarland","West Germany","848","0.549060990212336","0.523701927253084","0.574420053171589"
"Never","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2018","Baden-Württemberg","West Germany","1397","0.511752683948395","0.493204730970828","0.530300636925962"
"Never","2018","Baden-Württemberg","East Germany","","","",""
"Never","2018","Bavaria","West Germany","1913","0.484941240732245","0.46943788283076","0.50044459863373"
"Never","2018","Bavaria","East Germany","","","",""
"Never","2018","Berlin","West Germany","393","0.667069744283797","0.629486706943283","0.704652781624312"
"Never","2018","Berlin","East Germany","259","0.675988882754141","0.629777420309632","0.722200345198651"
"Never","2018","Brandenburg","West Germany","","","",""
"Never","2018","Brandenburg","East Germany","620","0.596895453912524","0.566953734101506","0.626837173723541"
"Never","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2018","Mecklenburg-Western Pomerania","East Germany","347","0.62522801674469","0.586463225133157","0.663992808356223"
"Never","2018","Saxony","West Germany","","","",""
"Never","2018","Saxony","East Germany","997","0.621723062170618","0.598158588951333","0.645287535389903"
"Never","2018","Saxony-Anhalt","West Germany","","","",""
"Never","2018","Saxony-Anhalt","East Germany","505","0.544150036257455","0.511844050611557","0.576456021903353"
"Never","2018","Thuringia","West Germany","","","",""
"Never","2018","Thuringia","East Germany","556","0.617963981706422","0.586902805261922","0.649025158150922"
