"pld0045","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2006","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2006","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2006","Baden-Württemberg","West Germany","","","",""
"Very often","2006","Baden-Württemberg","East Germany","","","",""
"Very often","2006","Bavaria","West Germany","","","",""
"Very often","2006","Bavaria","East Germany","","","",""
"Very often","2006","Berlin","West Germany","","","",""
"Very often","2006","Berlin","East Germany","","","",""
"Very often","2006","Brandenburg","West Germany","","","",""
"Very often","2006","Brandenburg","East Germany","","","",""
"Very often","2006","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2006","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2006","Saxony","West Germany","","","",""
"Very often","2006","Saxony","East Germany","","","",""
"Very often","2006","Saxony-Anhalt","West Germany","","","",""
"Very often","2006","Saxony-Anhalt","East Germany","","","",""
"Very often","2006","Thuringia","West Germany","","","",""
"Very often","2006","Thuringia","East Germany","","","",""
"Often","2006","Schleswig-Holstein","West Germany","","","",""
"Often","2006","Schleswig-Holstein","East Germany","","","",""
"Often","2006","Hamburg","West Germany","","","",""
"Often","2006","Hamburg","East Germany","","","",""
"Often","2006","Lower Saxony","West Germany","","","",""
"Often","2006","Lower Saxony","East Germany","","","",""
"Often","2006","Bremen","West Germany","","","",""
"Often","2006","Bremen","East Germany","","","",""
"Often","2006","North Rhine-Westphalia","West Germany","","","",""
"Often","2006","North Rhine-Westphalia","East Germany","","","",""
"Often","2006","Hesse","West Germany","","","",""
"Often","2006","Hesse","East Germany","","","",""
"Often","2006","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2006","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2006","Baden-Württemberg","West Germany","","","",""
"Often","2006","Baden-Württemberg","East Germany","","","",""
"Often","2006","Bavaria","West Germany","","","",""
"Often","2006","Bavaria","East Germany","","","",""
"Often","2006","Berlin","West Germany","","","",""
"Often","2006","Berlin","East Germany","","","",""
"Often","2006","Brandenburg","West Germany","","","",""
"Often","2006","Brandenburg","East Germany","","","",""
"Often","2006","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2006","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2006","Saxony","West Germany","","","",""
"Often","2006","Saxony","East Germany","","","",""
"Often","2006","Saxony-Anhalt","West Germany","","","",""
"Often","2006","Saxony-Anhalt","East Germany","","","",""
"Often","2006","Thuringia","West Germany","","","",""
"Often","2006","Thuringia","East Germany","","","",""
"Sometimes","2006","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2006","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2006","Hamburg","West Germany","","","",""
"Sometimes","2006","Hamburg","East Germany","","","",""
"Sometimes","2006","Lower Saxony","West Germany","","","",""
"Sometimes","2006","Lower Saxony","East Germany","","","",""
"Sometimes","2006","Bremen","West Germany","","","",""
"Sometimes","2006","Bremen","East Germany","","","",""
"Sometimes","2006","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2006","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2006","Hesse","West Germany","","","",""
"Sometimes","2006","Hesse","East Germany","","","",""
"Sometimes","2006","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2006","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2006","Baden-Württemberg","West Germany","","","",""
"Sometimes","2006","Baden-Württemberg","East Germany","","","",""
"Sometimes","2006","Bavaria","West Germany","","","",""
"Sometimes","2006","Bavaria","East Germany","","","",""
"Sometimes","2006","Berlin","West Germany","","","",""
"Sometimes","2006","Berlin","East Germany","","","",""
"Sometimes","2006","Brandenburg","West Germany","","","",""
"Sometimes","2006","Brandenburg","East Germany","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2006","Saxony","West Germany","","","",""
"Sometimes","2006","Saxony","East Germany","","","",""
"Sometimes","2006","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2006","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2006","Thuringia","West Germany","","","",""
"Sometimes","2006","Thuringia","East Germany","","","",""
"Rarely","2006","Schleswig-Holstein","West Germany","","","",""
"Rarely","2006","Schleswig-Holstein","East Germany","","","",""
"Rarely","2006","Hamburg","West Germany","","","",""
"Rarely","2006","Hamburg","East Germany","","","",""
"Rarely","2006","Lower Saxony","West Germany","","","",""
"Rarely","2006","Lower Saxony","East Germany","","","",""
"Rarely","2006","Bremen","West Germany","","","",""
"Rarely","2006","Bremen","East Germany","","","",""
"Rarely","2006","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2006","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2006","Hesse","West Germany","","","",""
"Rarely","2006","Hesse","East Germany","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2006","Baden-Württemberg","West Germany","","","",""
"Rarely","2006","Baden-Württemberg","East Germany","","","",""
"Rarely","2006","Bavaria","West Germany","","","",""
"Rarely","2006","Bavaria","East Germany","","","",""
"Rarely","2006","Berlin","West Germany","","","",""
"Rarely","2006","Berlin","East Germany","","","",""
"Rarely","2006","Brandenburg","West Germany","","","",""
"Rarely","2006","Brandenburg","East Germany","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2006","Saxony","West Germany","","","",""
"Rarely","2006","Saxony","East Germany","","","",""
"Rarely","2006","Saxony-Anhalt","West Germany","","","",""
"Rarely","2006","Saxony-Anhalt","East Germany","","","",""
"Rarely","2006","Thuringia","West Germany","","","",""
"Rarely","2006","Thuringia","East Germany","","","",""
"Never","2006","Schleswig-Holstein","West Germany","","","",""
"Never","2006","Schleswig-Holstein","East Germany","","","",""
"Never","2006","Hamburg","West Germany","","","",""
"Never","2006","Hamburg","East Germany","","","",""
"Never","2006","Lower Saxony","West Germany","","","",""
"Never","2006","Lower Saxony","East Germany","","","",""
"Never","2006","Bremen","West Germany","","","",""
"Never","2006","Bremen","East Germany","","","",""
"Never","2006","North Rhine-Westphalia","West Germany","","","",""
"Never","2006","North Rhine-Westphalia","East Germany","","","",""
"Never","2006","Hesse","West Germany","","","",""
"Never","2006","Hesse","East Germany","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2006","Baden-Württemberg","West Germany","","","",""
"Never","2006","Baden-Württemberg","East Germany","","","",""
"Never","2006","Bavaria","West Germany","","","",""
"Never","2006","Bavaria","East Germany","","","",""
"Never","2006","Berlin","West Germany","","","",""
"Never","2006","Berlin","East Germany","","","",""
"Never","2006","Brandenburg","West Germany","","","",""
"Never","2006","Brandenburg","East Germany","","","",""
"Never","2006","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2006","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2006","Saxony","West Germany","","","",""
"Never","2006","Saxony","East Germany","","","",""
"Never","2006","Saxony-Anhalt","West Germany","","","",""
"Never","2006","Saxony-Anhalt","East Germany","","","",""
"Never","2006","Thuringia","West Germany","","","",""
"Never","2006","Thuringia","East Germany","","","",""
"Very often","2007","Schleswig-Holstein","West Germany","","","",""
"Very often","2007","Schleswig-Holstein","East Germany","","","",""
"Very often","2007","Hamburg","West Germany","","","",""
"Very often","2007","Hamburg","East Germany","","","",""
"Very often","2007","Lower Saxony","West Germany","","","",""
"Very often","2007","Lower Saxony","East Germany","","","",""
"Very often","2007","Bremen","West Germany","","","",""
"Very often","2007","Bremen","East Germany","","","",""
"Very often","2007","North Rhine-Westphalia","West Germany","","","",""
"Very often","2007","North Rhine-Westphalia","East Germany","","","",""
"Very often","2007","Hesse","West Germany","","","",""
"Very often","2007","Hesse","East Germany","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2007","Baden-Württemberg","West Germany","","","",""
"Very often","2007","Baden-Württemberg","East Germany","","","",""
"Very often","2007","Bavaria","West Germany","","","",""
"Very often","2007","Bavaria","East Germany","","","",""
"Very often","2007","Berlin","West Germany","","","",""
"Very often","2007","Berlin","East Germany","","","",""
"Very often","2007","Brandenburg","West Germany","","","",""
"Very often","2007","Brandenburg","East Germany","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2007","Saxony","West Germany","","","",""
"Very often","2007","Saxony","East Germany","","","",""
"Very often","2007","Saxony-Anhalt","West Germany","","","",""
"Very often","2007","Saxony-Anhalt","East Germany","","","",""
"Very often","2007","Thuringia","West Germany","","","",""
"Very often","2007","Thuringia","East Germany","","","",""
"Often","2007","Schleswig-Holstein","West Germany","","","",""
"Often","2007","Schleswig-Holstein","East Germany","","","",""
"Often","2007","Hamburg","West Germany","","","",""
"Often","2007","Hamburg","East Germany","","","",""
"Often","2007","Lower Saxony","West Germany","","","",""
"Often","2007","Lower Saxony","East Germany","","","",""
"Often","2007","Bremen","West Germany","","","",""
"Often","2007","Bremen","East Germany","","","",""
"Often","2007","North Rhine-Westphalia","West Germany","","","",""
"Often","2007","North Rhine-Westphalia","East Germany","","","",""
"Often","2007","Hesse","West Germany","","","",""
"Often","2007","Hesse","East Germany","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2007","Baden-Württemberg","West Germany","","","",""
"Often","2007","Baden-Württemberg","East Germany","","","",""
"Often","2007","Bavaria","West Germany","","","",""
"Often","2007","Bavaria","East Germany","","","",""
"Often","2007","Berlin","West Germany","","","",""
"Often","2007","Berlin","East Germany","","","",""
"Often","2007","Brandenburg","West Germany","","","",""
"Often","2007","Brandenburg","East Germany","","","",""
"Often","2007","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2007","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2007","Saxony","West Germany","","","",""
"Often","2007","Saxony","East Germany","","","",""
"Often","2007","Saxony-Anhalt","West Germany","","","",""
"Often","2007","Saxony-Anhalt","East Germany","","","",""
"Often","2007","Thuringia","West Germany","","","",""
"Often","2007","Thuringia","East Germany","","","",""
"Sometimes","2007","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2007","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2007","Hamburg","West Germany","","","",""
"Sometimes","2007","Hamburg","East Germany","","","",""
"Sometimes","2007","Lower Saxony","West Germany","","","",""
"Sometimes","2007","Lower Saxony","East Germany","","","",""
"Sometimes","2007","Bremen","West Germany","","","",""
"Sometimes","2007","Bremen","East Germany","","","",""
"Sometimes","2007","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2007","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2007","Hesse","West Germany","","","",""
"Sometimes","2007","Hesse","East Germany","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2007","Baden-Württemberg","West Germany","","","",""
"Sometimes","2007","Baden-Württemberg","East Germany","","","",""
"Sometimes","2007","Bavaria","West Germany","","","",""
"Sometimes","2007","Bavaria","East Germany","","","",""
"Sometimes","2007","Berlin","West Germany","","","",""
"Sometimes","2007","Berlin","East Germany","","","",""
"Sometimes","2007","Brandenburg","West Germany","","","",""
"Sometimes","2007","Brandenburg","East Germany","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2007","Saxony","West Germany","","","",""
"Sometimes","2007","Saxony","East Germany","","","",""
"Sometimes","2007","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2007","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2007","Thuringia","West Germany","","","",""
"Sometimes","2007","Thuringia","East Germany","","","",""
"Rarely","2007","Schleswig-Holstein","West Germany","","","",""
"Rarely","2007","Schleswig-Holstein","East Germany","","","",""
"Rarely","2007","Hamburg","West Germany","","","",""
"Rarely","2007","Hamburg","East Germany","","","",""
"Rarely","2007","Lower Saxony","West Germany","","","",""
"Rarely","2007","Lower Saxony","East Germany","","","",""
"Rarely","2007","Bremen","West Germany","","","",""
"Rarely","2007","Bremen","East Germany","","","",""
"Rarely","2007","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2007","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2007","Hesse","West Germany","","","",""
"Rarely","2007","Hesse","East Germany","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2007","Baden-Württemberg","West Germany","","","",""
"Rarely","2007","Baden-Württemberg","East Germany","","","",""
"Rarely","2007","Bavaria","West Germany","","","",""
"Rarely","2007","Bavaria","East Germany","","","",""
"Rarely","2007","Berlin","West Germany","","","",""
"Rarely","2007","Berlin","East Germany","","","",""
"Rarely","2007","Brandenburg","West Germany","","","",""
"Rarely","2007","Brandenburg","East Germany","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2007","Saxony","West Germany","","","",""
"Rarely","2007","Saxony","East Germany","","","",""
"Rarely","2007","Saxony-Anhalt","West Germany","","","",""
"Rarely","2007","Saxony-Anhalt","East Germany","","","",""
"Rarely","2007","Thuringia","West Germany","","","",""
"Rarely","2007","Thuringia","East Germany","","","",""
"Never","2007","Schleswig-Holstein","West Germany","","","",""
"Never","2007","Schleswig-Holstein","East Germany","","","",""
"Never","2007","Hamburg","West Germany","","","",""
"Never","2007","Hamburg","East Germany","","","",""
"Never","2007","Lower Saxony","West Germany","","","",""
"Never","2007","Lower Saxony","East Germany","","","",""
"Never","2007","Bremen","West Germany","","","",""
"Never","2007","Bremen","East Germany","","","",""
"Never","2007","North Rhine-Westphalia","West Germany","","","",""
"Never","2007","North Rhine-Westphalia","East Germany","","","",""
"Never","2007","Hesse","West Germany","","","",""
"Never","2007","Hesse","East Germany","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2007","Baden-Württemberg","West Germany","","","",""
"Never","2007","Baden-Württemberg","East Germany","","","",""
"Never","2007","Bavaria","West Germany","","","",""
"Never","2007","Bavaria","East Germany","","","",""
"Never","2007","Berlin","West Germany","","","",""
"Never","2007","Berlin","East Germany","","","",""
"Never","2007","Brandenburg","West Germany","","","",""
"Never","2007","Brandenburg","East Germany","","","",""
"Never","2007","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2007","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2007","Saxony","West Germany","","","",""
"Never","2007","Saxony","East Germany","","","",""
"Never","2007","Saxony-Anhalt","West Germany","","","",""
"Never","2007","Saxony-Anhalt","East Germany","","","",""
"Never","2007","Thuringia","West Germany","","","",""
"Never","2007","Thuringia","East Germany","","","",""
"Very often","2008","Schleswig-Holstein","West Germany","20","","",""
"Very often","2008","Schleswig-Holstein","East Germany","","","",""
"Very often","2008","Hamburg","West Germany","11","","",""
"Very often","2008","Hamburg","East Germany","","","",""
"Very often","2008","Lower Saxony","West Germany","102","0.052314640209468","0.0418555860317264","0.0627736943872096"
"Very often","2008","Lower Saxony","East Germany","","","",""
"Very often","2008","Bremen","West Germany","3","","",""
"Very often","2008","Bremen","East Germany","","","",""
"Very often","2008","North Rhine-Westphalia","West Germany","148","0.0391576720298796","0.033095606684396","0.0452197373753632"
"Very often","2008","North Rhine-Westphalia","East Germany","","","",""
"Very often","2008","Hesse","West Germany","79","0.05098355758235","0.0390493174522014","0.0629177977124985"
"Very often","2008","Hesse","East Germany","","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","West Germany","63","0.0590946209191465","0.0451217263791154","0.0730675154591775"
"Very often","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2008","Baden-Württemberg","West Germany","147","0.0675858837751964","0.0574600098453412","0.0777117577050515"
"Very often","2008","Baden-Württemberg","East Germany","","","",""
"Very often","2008","Bavaria","West Germany","214","0.0773167263998207","0.0673322849668842","0.0873011678327572"
"Very often","2008","Bavaria","East Germany","","","",""
"Very often","2008","Berlin","West Germany","13","","",""
"Very often","2008","Berlin","East Germany","9","","",""
"Very often","2008","Brandenburg","West Germany","","","",""
"Very often","2008","Brandenburg","East Germany","48","0.0485131958937439","0.0338169016052879","0.0632094901821998"
"Very often","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","East Germany","20","","",""
"Very often","2008","Saxony","West Germany","","","",""
"Very often","2008","Saxony","East Germany","57","0.0345157607966724","0.0250542303359494","0.0439772912573953"
"Very often","2008","Saxony-Anhalt","West Germany","","","",""
"Very often","2008","Saxony-Anhalt","East Germany","37","0.0453649171794752","0.0310689137044006","0.0596609206545499"
"Very often","2008","Thuringia","West Germany","","","",""
"Very often","2008","Thuringia","East Germany","44","0.0386810574287821","0.0259259608285869","0.0514361540289773"
"Often","2008","Schleswig-Holstein","West Germany","51","0.0885088000441714","0.064835707719916","0.112181892368427"
"Often","2008","Schleswig-Holstein","East Germany","","","",""
"Often","2008","Hamburg","West Germany","19","","",""
"Often","2008","Hamburg","East Germany","","","",""
"Often","2008","Lower Saxony","West Germany","171","0.104511249251396","0.0901411326446853","0.118881365858107"
"Often","2008","Lower Saxony","East Germany","","","",""
"Often","2008","Bremen","West Germany","11","","",""
"Often","2008","Bremen","East Germany","","","",""
"Often","2008","North Rhine-Westphalia","West Germany","303","0.082568386969731","0.0739667745740047","0.0911699993654573"
"Often","2008","North Rhine-Westphalia","East Germany","","","",""
"Often","2008","Hesse","West Germany","135","0.102934059161682","0.0864473275212078","0.119420790802156"
"Often","2008","Hesse","East Germany","","","",""
"Often","2008","Rhineland-Palatinate,Saarland","West Germany","84","0.0658452755152188","0.0511488693214298","0.0805416817090079"
"Often","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2008","Baden-Württemberg","West Germany","218","0.091961683999901","0.0803055201807132","0.103617847819089"
"Often","2008","Baden-Württemberg","East Germany","","","",""
"Often","2008","Bavaria","West Germany","322","0.110271451829787","0.0985624188235525","0.121980484836022"
"Often","2008","Bavaria","East Germany","","","",""
"Often","2008","Berlin","West Germany","30","0.058042585881297","0.0347164151839768","0.0813687565786171"
"Often","2008","Berlin","East Germany","28","","",""
"Often","2008","Brandenburg","West Germany","","","",""
"Often","2008","Brandenburg","East Germany","67","0.0746225629407236","0.0566474740799161","0.0925976518015311"
"Often","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2008","Mecklenburg-Western Pomerania","East Germany","35","0.0534846706788408","0.0334810576079132","0.0734882837497685"
"Often","2008","Saxony","West Germany","","","",""
"Often","2008","Saxony","East Germany","108","0.0663836150338812","0.0534804944992784","0.079286735568484"
"Often","2008","Saxony-Anhalt","West Germany","","","",""
"Often","2008","Saxony-Anhalt","East Germany","73","0.094521594910929","0.0744241680090217","0.114619021812836"
"Often","2008","Thuringia","West Germany","","","",""
"Often","2008","Thuringia","East Germany","74","0.0991105013700643","0.0793455189734417","0.118875483766687"
"Sometimes","2008","Schleswig-Holstein","West Germany","60","0.121960470582416","0.0946862652816237","0.149234675883208"
"Sometimes","2008","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2008","Hamburg","West Germany","23","","",""
"Sometimes","2008","Hamburg","East Germany","","","",""
"Sometimes","2008","Lower Saxony","West Germany","242","0.125800610338885","0.110223197532041","0.14137802314573"
"Sometimes","2008","Lower Saxony","East Germany","","","",""
"Sometimes","2008","Bremen","West Germany","7","","",""
"Sometimes","2008","Bremen","East Germany","","","",""
"Sometimes","2008","North Rhine-Westphalia","West Germany","321","0.0814763694063752","0.0729267433695625","0.0900259954431879"
"Sometimes","2008","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2008","Hesse","West Germany","145","0.0995451046984181","0.0833014491802108","0.115788760216625"
"Sometimes","2008","Hesse","East Germany","","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","West Germany","91","0.0772621128517159","0.0614400940348239","0.093084131668608"
"Sometimes","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2008","Baden-Württemberg","West Germany","248","0.120514988294488","0.107382868064616","0.133647108524359"
"Sometimes","2008","Baden-Württemberg","East Germany","","","",""
"Sometimes","2008","Bavaria","West Germany","357","0.122067160945925","0.109829714899569","0.134304606992282"
"Sometimes","2008","Bavaria","East Germany","","","",""
"Sometimes","2008","Berlin","West Germany","25","","",""
"Sometimes","2008","Berlin","East Germany","26","","",""
"Sometimes","2008","Brandenburg","West Germany","","","",""
"Sometimes","2008","Brandenburg","East Germany","109","0.136045507569423","0.112594362744066","0.15949665239478"
"Sometimes","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","East Germany","43","0.0618426125997388","0.0404279260477536","0.0832572991517241"
"Sometimes","2008","Saxony","West Germany","","","",""
"Sometimes","2008","Saxony","East Germany","126","0.0801194854053176","0.0660488128128723","0.094190157997763"
"Sometimes","2008","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2008","Saxony-Anhalt","East Germany","89","0.11591013171743","0.0939191410099631","0.137901122424896"
"Sometimes","2008","Thuringia","West Germany","","","",""
"Sometimes","2008","Thuringia","East Germany","82","0.104914718198971","0.0846448348090248","0.125184601588916"
"Rarely","2008","Schleswig-Holstein","West Germany","100","0.20587652638986","0.172176289148612","0.239576763631107"
"Rarely","2008","Schleswig-Holstein","East Germany","","","",""
"Rarely","2008","Hamburg","West Germany","51","0.179955474674249","0.134959846025167","0.224951103323332"
"Rarely","2008","Hamburg","East Germany","","","",""
"Rarely","2008","Lower Saxony","West Germany","325","0.187671922904538","0.169331299663172","0.206012546145903"
"Rarely","2008","Lower Saxony","East Germany","","","",""
"Rarely","2008","Bremen","West Germany","17","","",""
"Rarely","2008","Bremen","East Germany","","","",""
"Rarely","2008","North Rhine-Westphalia","West Germany","545","0.146130562086389","0.135090986435935","0.157170137736843"
"Rarely","2008","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2008","Hesse","West Germany","196","0.157152828631588","0.137406864071899","0.176898793191277"
"Rarely","2008","Hesse","East Germany","","","",""
"Rarely","2008","Rhineland-Palatinate,Saarland","West Germany","154","0.156254156043981","0.134738180493555","0.177770131594407"
"Rarely","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2008","Baden-Württemberg","West Germany","500","0.200911143149101","0.184748974020486","0.217073312277716"
"Rarely","2008","Baden-Württemberg","East Germany","","","",""
"Rarely","2008","Bavaria","West Germany","566","0.191939152330812","0.177217229405414","0.206661075256209"
"Rarely","2008","Bavaria","East Germany","","","",""
"Rarely","2008","Berlin","West Germany","78","0.207641636229905","0.167177294178204","0.248105978281606"
"Rarely","2008","Berlin","East Germany","43","0.135519109708653","0.0987567023624241","0.172281517054882"
"Rarely","2008","Brandenburg","West Germany","","","",""
"Rarely","2008","Brandenburg","East Germany","152","0.175241508932601","0.149236416475228","0.201246601389973"
"Rarely","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","East Germany","60","0.105680227293905","0.0783481121202172","0.133012342467593"
"Rarely","2008","Saxony","West Germany","","","",""
"Rarely","2008","Saxony","East Germany","301","0.212821339284106","0.191607253803943","0.234035424764269"
"Rarely","2008","Saxony-Anhalt","West Germany","","","",""
"Rarely","2008","Saxony-Anhalt","East Germany","133","0.152320936334457","0.127636033766825","0.177005838902088"
"Rarely","2008","Thuringia","West Germany","","","",""
"Rarely","2008","Thuringia","East Germany","151","0.159698296547279","0.135467449462592","0.183929143631966"
"Never","2008","Schleswig-Holstein","West Germany","322","0.526220559047834","0.48460482717203","0.567836290923638"
"Never","2008","Schleswig-Holstein","East Germany","","","",""
"Never","2008","Hamburg","West Germany","176","0.61096496784696","0.553860303229992","0.668069632463928"
"Never","2008","Hamburg","East Germany","","","",""
"Never","2008","Lower Saxony","West Germany","901","0.529701577295713","0.506256530731253","0.553146623860173"
"Never","2008","Lower Saxony","East Germany","","","",""
"Never","2008","Bremen","West Germany","100","0.719775856293268","0.644845126817131","0.794706585769406"
"Never","2008","Bremen","East Germany","","","",""
"Never","2008","North Rhine-Westphalia","West Germany","2616","0.650667009507626","0.635767042307312","0.665566976707939"
"Never","2008","North Rhine-Westphalia","East Germany","","","",""
"Never","2008","Hesse","West Germany","750","0.589384449925962","0.562693755821978","0.616075144029946"
"Never","2008","Hesse","East Germany","","","",""
"Never","2008","Rhineland-Palatinate,Saarland","West Germany","702","0.641543834669938","0.613127332093857","0.669960337246019"
"Never","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2008","Baden-Württemberg","West Germany","1248","0.519026300781314","0.498872570380891","0.539180031181738"
"Never","2008","Baden-Württemberg","East Germany","","","",""
"Never","2008","Bavaria","West Germany","1290","0.498405508493654","0.479714681519884","0.517096335467425"
"Never","2008","Bavaria","East Germany","","","",""
"Never","2008","Berlin","West Germany","240","0.644046640922735","0.596281655861592","0.691811625983877"
"Never","2008","Berlin","East Germany","227","0.687130238298693","0.637330472496668","0.736930004100718"
"Never","2008","Brandenburg","West Germany","","","",""
"Never","2008","Brandenburg","East Germany","445","0.565577224663509","0.531671052601402","0.599483396725615"
"Never","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2008","Mecklenburg-Western Pomerania","East Germany","328","0.747645165771417","0.709027720876259","0.786262610666575"
"Never","2008","Saxony","West Germany","","","",""
"Never","2008","Saxony","East Germany","838","0.606159799480023","0.580835720488392","0.631483878471654"
"Never","2008","Saxony-Anhalt","West Germany","","","",""
"Never","2008","Saxony-Anhalt","East Germany","482","0.591882419857709","0.558119013136721","0.625645826578698"
"Never","2008","Thuringia","West Germany","","","",""
"Never","2008","Thuringia","East Germany","527","0.597595426454904","0.56515878206083","0.630032070848978"
"Very often","2009","Schleswig-Holstein","West Germany","","","",""
"Very often","2009","Schleswig-Holstein","East Germany","","","",""
"Very often","2009","Hamburg","West Germany","","","",""
"Very often","2009","Hamburg","East Germany","","","",""
"Very often","2009","Lower Saxony","West Germany","","","",""
"Very often","2009","Lower Saxony","East Germany","","","",""
"Very often","2009","Bremen","West Germany","","","",""
"Very often","2009","Bremen","East Germany","","","",""
"Very often","2009","North Rhine-Westphalia","West Germany","","","",""
"Very often","2009","North Rhine-Westphalia","East Germany","","","",""
"Very often","2009","Hesse","West Germany","","","",""
"Very often","2009","Hesse","East Germany","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2009","Baden-Württemberg","West Germany","","","",""
"Very often","2009","Baden-Württemberg","East Germany","","","",""
"Very often","2009","Bavaria","West Germany","","","",""
"Very often","2009","Bavaria","East Germany","","","",""
"Very often","2009","Berlin","West Germany","","","",""
"Very often","2009","Berlin","East Germany","","","",""
"Very often","2009","Brandenburg","West Germany","","","",""
"Very often","2009","Brandenburg","East Germany","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
