"pld0043","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2016","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2016","Full Time","1-pers.-HH","","","",""
"Never","2016","Full Time","(Married) couple without C. ","","","",""
"Never","2016","Full Time","Single parent ","","","",""
"Never","2016","Full Time","Couple + C. LE 16 ","","","",""
"Never","2016","Full Time","Couple + C. GT 16 ","","","",""
"Never","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2016","Part Time","1-pers.-HH","","","",""
"Never","2016","Part Time","(Married) couple without C. ","","","",""
"Never","2016","Part Time","Single parent ","","","",""
"Never","2016","Part Time","Couple + C. LE 16 ","","","",""
"Never","2016","Part Time","Couple + C. GT 16 ","","","",""
"Never","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2016","Not Working","1-pers.-HH","","","",""
"Never","2016","Not Working","(Married) couple without C. ","","","",""
"Never","2016","Not Working","Single parent ","","","",""
"Never","2016","Not Working","Couple + C. LE 16 ","","","",""
"Never","2016","Not Working","Couple + C. GT 16 ","","","",""
"Never","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2017","Full Time","1-pers.-HH","","","",""
"Very often","2017","Full Time","(Married) couple without C. ","","","",""
"Very often","2017","Full Time","Single parent ","","","",""
"Very often","2017","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2017","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2017","Part Time","1-pers.-HH","","","",""
"Very often","2017","Part Time","(Married) couple without C. ","","","",""
"Very often","2017","Part Time","Single parent ","","","",""
"Very often","2017","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2017","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2017","Not Working","1-pers.-HH","","","",""
"Very often","2017","Not Working","(Married) couple without C. ","","","",""
"Very often","2017","Not Working","Single parent ","","","",""
"Very often","2017","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2017","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2017","Full Time","1-pers.-HH","","","",""
"Often","2017","Full Time","(Married) couple without C. ","","","",""
"Often","2017","Full Time","Single parent ","","","",""
"Often","2017","Full Time","Couple + C. LE 16 ","","","",""
"Often","2017","Full Time","Couple + C. GT 16 ","","","",""
"Often","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2017","Part Time","1-pers.-HH","","","",""
"Often","2017","Part Time","(Married) couple without C. ","","","",""
"Often","2017","Part Time","Single parent ","","","",""
"Often","2017","Part Time","Couple + C. LE 16 ","","","",""
"Often","2017","Part Time","Couple + C. GT 16 ","","","",""
"Often","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2017","Not Working","1-pers.-HH","","","",""
"Often","2017","Not Working","(Married) couple without C. ","","","",""
"Often","2017","Not Working","Single parent ","","","",""
"Often","2017","Not Working","Couple + C. LE 16 ","","","",""
"Often","2017","Not Working","Couple + C. GT 16 ","","","",""
"Often","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","Full Time","1-pers.-HH","","","",""
"Sometimes","2017","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2017","Full Time","Single parent ","","","",""
"Sometimes","2017","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2017","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","Part Time","1-pers.-HH","","","",""
"Sometimes","2017","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2017","Part Time","Single parent ","","","",""
"Sometimes","2017","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2017","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","Not Working","1-pers.-HH","","","",""
"Sometimes","2017","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2017","Not Working","Single parent ","","","",""
"Sometimes","2017","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2017","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2017","Full Time","1-pers.-HH","","","",""
"Rarely","2017","Full Time","(Married) couple without C. ","","","",""
"Rarely","2017","Full Time","Single parent ","","","",""
"Rarely","2017","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2017","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2017","Part Time","1-pers.-HH","","","",""
"Rarely","2017","Part Time","(Married) couple without C. ","","","",""
"Rarely","2017","Part Time","Single parent ","","","",""
"Rarely","2017","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2017","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2017","Not Working","1-pers.-HH","","","",""
"Rarely","2017","Not Working","(Married) couple without C. ","","","",""
"Rarely","2017","Not Working","Single parent ","","","",""
"Rarely","2017","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2017","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2017","Full Time","1-pers.-HH","","","",""
"Never","2017","Full Time","(Married) couple without C. ","","","",""
"Never","2017","Full Time","Single parent ","","","",""
"Never","2017","Full Time","Couple + C. LE 16 ","","","",""
"Never","2017","Full Time","Couple + C. GT 16 ","","","",""
"Never","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2017","Part Time","1-pers.-HH","","","",""
"Never","2017","Part Time","(Married) couple without C. ","","","",""
"Never","2017","Part Time","Single parent ","","","",""
"Never","2017","Part Time","Couple + C. LE 16 ","","","",""
"Never","2017","Part Time","Couple + C. GT 16 ","","","",""
"Never","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2017","Not Working","1-pers.-HH","","","",""
"Never","2017","Not Working","(Married) couple without C. ","","","",""
"Never","2017","Not Working","Single parent ","","","",""
"Never","2017","Not Working","Couple + C. LE 16 ","","","",""
"Never","2017","Not Working","Couple + C. GT 16 ","","","",""
"Never","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2018","Full Time","1-pers.-HH","84","0.0650661518075635","0.052237768693006","0.077894534922121"
"Very often","2018","Full Time","(Married) couple without C. ","90","0.0316273823885147","0.0250577958129962","0.0381969689640333"
"Very often","2018","Full Time","Single parent ","38","0.0621309819586377","0.0446199450081929","0.0796420189090824"
"Very often","2018","Full Time","Couple + C. LE 16 ","79","0.0279130211432787","0.0216055767489079","0.0342204655376496"
"Very often","2018","Full Time","Couple + C. GT 16 ","42","0.0335647733168717","0.023789305947173","0.0433402406865704"
"Very often","2018","Full Time","Couple + C. LE and GT 16","36","0.0347194309646495","0.0225407203866594","0.0468981415426397"
"Very often","2018","Part Time","1-pers.-HH","56","0.0543567941474898","0.0396181775928011","0.0690954107021785"
"Very often","2018","Part Time","(Married) couple without C. ","71","0.038255313356605","0.0290392126931874","0.0474714140200225"
"Very often","2018","Part Time","Single parent ","44","0.0425193771121804","0.0288419819059468","0.056196772318414"
"Very often","2018","Part Time","Couple + C. LE 16 ","86","0.0440922130787078","0.0353612976138256","0.05282312854359"
"Very often","2018","Part Time","Couple + C. GT 16 ","30","0.0364224910322033","0.024863214388113","0.0479817676762937"
"Very often","2018","Part Time","Couple + C. LE and GT 16","37","0.0325475117905968","0.0202893917407716","0.0448056318404221"
"Very often","2018","Not Working","1-pers.-HH","59","0.0299026236260114","0.022012498549437","0.0377927487025859"
"Very often","2018","Not Working","(Married) couple without C. ","82","0.0193683460012903","0.0148695668085153","0.0238671251940653"
"Very often","2018","Not Working","Single parent ","36","0.0565395047016015","0.0387841532766246","0.0742948561265785"
"Very often","2018","Not Working","Couple + C. LE 16 ","26","","",""
"Very often","2018","Not Working","Couple + C. GT 16 ","20","","",""
"Very often","2018","Not Working","Couple + C. LE and GT 16","32","0.0366463518215381","0.0204188105240423","0.0528738931190339"
"Often","2018","Full Time","1-pers.-HH","341","0.253116887194075","0.230502188838012","0.275731585550138"
"Often","2018","Full Time","(Married) couple without C. ","432","0.175374582645458","0.161098901179016","0.1896502641119"
"Often","2018","Full Time","Single parent ","153","0.202479972342394","0.173329305339345","0.231630639345444"
"Often","2018","Full Time","Couple + C. LE 16 ","420","0.148311249329522","0.13470228901857","0.161920209640474"
"Often","2018","Full Time","Couple + C. GT 16 ","218","0.165711007195965","0.145529981717988","0.185892032673942"
"Often","2018","Full Time","Couple + C. LE and GT 16","154","0.174626846137539","0.149370594083604","0.199883098191473"
"Often","2018","Part Time","1-pers.-HH","194","0.202347129710656","0.176230228895913","0.228464030525399"
"Often","2018","Part Time","(Married) couple without C. ","264","0.179019604251856","0.160599668131297","0.197439540372415"
"Often","2018","Part Time","Single parent ","162","0.208386582073745","0.180854668250749","0.235918495896742"
"Often","2018","Part Time","Couple + C. LE 16 ","420","0.20756164758526","0.190314108702822","0.224809186467697"
"Often","2018","Part Time","Couple + C. GT 16 ","175","0.162358668254825","0.13960406344104","0.185113273068609"
"Often","2018","Part Time","Couple + C. LE and GT 16","185","0.24136335369143","0.211803469688591","0.270923237694269"
"Often","2018","Not Working","1-pers.-HH","234","0.118489464300782","0.103517623614693","0.13346130498687"
"Often","2018","Not Working","(Married) couple without C. ","378","0.108314765870803","0.0981699287972745","0.118459602944332"
"Often","2018","Not Working","Single parent ","114","0.168457987421963","0.139685373733368","0.197230601110559"
"Often","2018","Not Working","Couple + C. LE 16 ","124","0.145727113247379","0.119774122673276","0.171680103821481"
"Often","2018","Not Working","Couple + C. GT 16 ","118","0.158575025154102","0.131495902034902","0.185654148273302"
"Often","2018","Not Working","Couple + C. LE and GT 16","119","0.254561009117485","0.216938611323592","0.292183406911378"
"Sometimes","2018","Full Time","1-pers.-HH","496","0.342482899489099","0.317801095968481","0.367164703009717"
"Sometimes","2018","Full Time","(Married) couple without C. ","982","0.370379370543825","0.35225144809947","0.388507292988181"
"Sometimes","2018","Full Time","Single parent ","279","0.393168659027853","0.357735480864771","0.428601837190934"
"Sometimes","2018","Full Time","Couple + C. LE 16 ","975","0.39022271655915","0.371544330824957","0.408901102293343"
"Sometimes","2018","Full Time","Couple + C. GT 16 ","508","0.399244970496938","0.372663577895974","0.425826363097902"
"Sometimes","2018","Full Time","Couple + C. LE and GT 16","328","0.360174140204753","0.328238517633287","0.39210976277622"
"Sometimes","2018","Part Time","1-pers.-HH","344","0.38415823330196","0.35253867550721","0.415777791096711"
"Sometimes","2018","Part Time","(Married) couple without C. ","590","0.348456237024513","0.325562465353057","0.371350008695968"
"Sometimes","2018","Part Time","Single parent ","285","0.320711640929331","0.289072156329156","0.352351125529506"
"Sometimes","2018","Part Time","Couple + C. LE 16 ","844","0.397096968678546","0.376288369036745","0.417905568320347"
"Sometimes","2018","Part Time","Couple + C. GT 16 ","423","0.435256852930846","0.404665350876602","0.465848354985091"
"Sometimes","2018","Part Time","Couple + C. LE and GT 16","291","0.32965126686631","0.297177854920734","0.362124678811885"
"Sometimes","2018","Not Working","1-pers.-HH","456","0.242948426399683","0.223081011839658","0.262815840959709"
"Sometimes","2018","Not Working","(Married) couple without C. ","1080","0.290602845890448","0.275781415831432","0.305424275949463"
"Sometimes","2018","Not Working","Single parent ","200","0.303936364408889","0.268576774657772","0.339295954160005"
"Sometimes","2018","Not Working","Couple + C. LE 16 ","240","0.360334965111217","0.325020842081968","0.395649088140466"
"Sometimes","2018","Not Working","Couple + C. GT 16 ","229","0.332645027342402","0.297716645079044","0.36757340960576"
"Sometimes","2018","Not Working","Couple + C. LE and GT 16","181","0.359223527510823","0.317787306409883","0.400659748611763"
"Rarely","2018","Full Time","1-pers.-HH","369","0.245604860449625","0.223216523309523","0.267993197589726"
"Rarely","2018","Full Time","(Married) couple without C. ","949","0.330283967738851","0.312628701962962","0.347939233514741"
"Rarely","2018","Full Time","Single parent ","187","0.252989549830336","0.221453935858205","0.284525163802467"
"Rarely","2018","Full Time","Couple + C. LE 16 ","840","0.329480935161779","0.31148318761665","0.347478682706908"
"Rarely","2018","Full Time","Couple + C. GT 16 ","406","0.305847438869508","0.280838850139991","0.330856027599026"
"Rarely","2018","Full Time","Couple + C. LE and GT 16","240","0.280584505837851","0.250695603598965","0.310473408076737"
"Rarely","2018","Part Time","1-pers.-HH","214","0.250679212256609","0.222504518736336","0.278853905776882"
"Rarely","2018","Part Time","(Married) couple without C. ","515","0.302263567589412","0.280198257646467","0.324328877532357"
"Rarely","2018","Part Time","Single parent ","227","0.255508959002905","0.225943967633883","0.285073950371928"
"Rarely","2018","Part Time","Couple + C. LE 16 ","563","0.259391772501174","0.24075188875465","0.278031656247698"
"Rarely","2018","Part Time","Couple + C. GT 16 ","282","0.271360514216795","0.243923794550551","0.29879723388304"
"Rarely","2018","Part Time","Couple + C. LE and GT 16","200","0.29586808796676","0.264337924151742","0.327398251781778"
"Rarely","2018","Not Working","1-pers.-HH","484","0.297144131458451","0.2759732816128","0.318314981304102"
"Rarely","2018","Not Working","(Married) couple without C. ","1239","0.343309971811471","0.327810429415601","0.35880951420734"
"Rarely","2018","Not Working","Single parent ","169","0.230874745830841","0.198479732449533","0.263269759212149"
"Rarely","2018","Not Working","Couple + C. LE 16 ","177","0.260887770450544","0.228587885794369","0.293187655106719"
"Rarely","2018","Not Working","Couple + C. GT 16 ","201","0.281781322087567","0.24843146693857","0.315131177236565"
"Rarely","2018","Not Working","Couple + C. LE and GT 16","114","0.187162515051913","0.153476024051297","0.220849006052528"
"Never","2018","Full Time","1-pers.-HH","130","0.0937292010596376","0.0785702074532452","0.10888819466603"
"Never","2018","Full Time","(Married) couple without C. ","273","0.0923346966833508","0.0814671754886625","0.103202217878039"
"Never","2018","Full Time","Single parent ","73","0.0892308368407793","0.0685509431012282","0.10991073058033"
"Never","2018","Full Time","Couple + C. LE 16 ","306","0.10407207780627","0.0923797470050829","0.115764408607458"
"Never","2018","Full Time","Couple + C. GT 16 ","130","0.0956318101207169","0.0796699638978449","0.111593656343589"
"Never","2018","Full Time","Couple + C. LE and GT 16","110","0.149895076855207","0.126147561419065","0.173642592291349"
"Never","2018","Part Time","1-pers.-HH","101","0.108458630583285","0.0882438534408182","0.128673407725751"
"Never","2018","Part Time","(Married) couple without C. ","224","0.132005277777614","0.115741343151864","0.148269212403364"
"Never","2018","Part Time","Single parent ","118","0.172873440881838","0.147240698448911","0.198506183314765"
"Never","2018","Part Time","Couple + C. LE 16 ","211","0.0918573981563127","0.0795743846484075","0.104140411664218"
"Never","2018","Part Time","Couple + C. GT 16 ","99","0.0946014735653302","0.0765434028160999","0.112659544314561"
"Never","2018","Part Time","Couple + C. LE and GT 16","92","0.100569779684903","0.0797935069396432","0.121346052430163"
"Never","2018","Not Working","1-pers.-HH","557","0.311515354215073","0.290061346430707","0.332969361999438"
"Never","2018","Not Working","(Married) couple without C. ","826","0.238404070425988","0.224494471849171","0.252313669002805"
"Never","2018","Not Working","Single parent ","131","0.240191397636706","0.207349953928092","0.273032841345319"
"Never","2018","Not Working","Couple + C. LE 16 ","143","0.192281676172601","0.163293704115464","0.221269648229738"
"Never","2018","Not Working","Couple + C. GT 16 ","131","0.198998234271675","0.169401018998462","0.228595449544888"
"Never","2018","Not Working","Couple + C. LE and GT 16","69","0.162406596498241","0.130552672961463","0.19426052003502"
