"pld0043","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Often","2018","Lower Saxony","Employed","328","0.190093288253126","0.171683395183874","0.208503181322377"
"Often","2018","Bremen","Not Employed","13","","",""
"Often","2018","Bremen","Employed","30","0.16290690167655","0.101070468614498","0.224743334738602"
"Often","2018","North Rhine-Westphalia","Not Employed","275","0.131219639605498","0.115660584273516","0.146778694937479"
"Often","2018","North Rhine-Westphalia","Employed","721","0.216469867469194","0.203039101014143","0.229900633924244"
"Often","2018","Hesse","Not Employed","82","0.181334814320247","0.147461035015764","0.215208593624731"
"Often","2018","Hesse","Employed","236","0.177381812382035","0.155840690327722","0.198922934436348"
"Often","2018","Rhineland-Palatinate,Saarland","Not Employed","68","0.130391330679485","0.100757107872156","0.160025553486814"
"Often","2018","Rhineland-Palatinate,Saarland","Employed","172","0.211840213622836","0.186374181398025","0.237306245847647"
"Often","2018","Baden-Württemberg","Not Employed","116","0.124816375362878","0.101395520203995","0.14823723052176"
"Often","2018","Baden-Württemberg","Employed","385","0.178292224360471","0.161658192972186","0.194926255748755"
"Often","2018","Bavaria","Not Employed","152","0.12066748122602","0.101889847443484","0.139445115008556"
"Often","2018","Bavaria","Employed","539","0.195216174398481","0.180646253975694","0.209786094821269"
"Often","2018","Berlin","Not Employed","43","0.139217196943755","0.100681743141037","0.177752650746473"
"Often","2018","Berlin","Employed","161","0.220559711093433","0.189667459642966","0.2514519625439"
"Often","2018","Brandenburg","Not Employed","35","0.0917519773344148","0.0637410197292775","0.119762934939552"
"Often","2018","Brandenburg","Employed","78","0.143207790581987","0.115745980520367","0.170669600643607"
"Often","2018","Mecklenburg-Western Pomerania","Not Employed","38","0.168214968246746","0.12069266493496","0.215737271558532"
"Often","2018","Mecklenburg-Western Pomerania","Employed","45","0.109207121437255","0.0770328783916496","0.14138136448286"
"Often","2018","Saxony","Not Employed","73","0.134806175021247","0.10679433511528","0.162818014927215"
"Often","2018","Saxony","Employed","161","0.146038447343156","0.12478921908879","0.167287675597522"
"Often","2018","Saxony-Anhalt","Not Employed","29","","",""
"Often","2018","Saxony-Anhalt","Employed","87","0.16991503117051","0.139245013660686","0.200585048680333"
"Often","2018","Thuringia","Not Employed","35","0.128217769291468","0.091925225816702","0.164510312766235"
"Often","2018","Thuringia","Employed","87","0.143071027074494","0.115420335644213","0.170721718504775"
"Sometimes","2018","Schleswig-Holstein","Not Employed","94","0.324583279527272","0.270971125493857","0.378195433560688"
"Sometimes","2018","Schleswig-Holstein","Employed","261","0.463700826321794","0.424914046291498","0.50248760635209"
"Sometimes","2018","Hamburg","Not Employed","37","0.201607978117448","0.139442389369871","0.263773566865026"
"Sometimes","2018","Hamburg","Employed","120","0.365711009288005","0.312775495217801","0.418646523358209"
"Sometimes","2018","Lower Saxony","Not Employed","248","0.262133366090556","0.23156201624612","0.292704715934992"
"Sometimes","2018","Lower Saxony","Employed","704","0.379905328397209","0.357132495071778","0.402678161722639"
"Sometimes","2018","Bremen","Not Employed","27","","",""
"Sometimes","2018","Bremen","Employed","46","0.303321454606043","0.2263454101015","0.380297499110585"
"Sometimes","2018","North Rhine-Westphalia","Not Employed","569","0.303146396477033","0.281966404671944","0.324326388282122"
"Sometimes","2018","North Rhine-Westphalia","Employed","1374","0.375495630415545","0.35970336608163","0.39128789474946"
"Sometimes","2018","Hesse","Not Employed","164","0.290142797381377","0.250243863593343","0.330041731169411"
"Sometimes","2018","Hesse","Employed","467","0.379341562194598","0.351979037278239","0.406704087110957"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Not Employed","173","0.330593151661919","0.289193255226513","0.371993048097325"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Employed","336","0.352257032469121","0.322486874812374","0.382027190125867"
"Sometimes","2018","Baden-Württemberg","Not Employed","240","0.308297973198382","0.275574286020751","0.341021660376013"
"Sometimes","2018","Baden-Württemberg","Employed","740","0.369508080350941","0.348531999456273","0.39048416124561"
"Sometimes","2018","Bavaria","Not Employed","328","0.267273625478966","0.241763174366799","0.292784076591134"
"Sometimes","2018","Bavaria","Employed","1037","0.369224384252308","0.351484846593567","0.386963921911049"
"Sometimes","2018","Berlin","Not Employed","93","0.252537960673904","0.204173633617102","0.300902287730706"
"Sometimes","2018","Berlin","Employed","252","0.346579399195333","0.311123147035016","0.38203565135565"
"Sometimes","2018","Brandenburg","Not Employed","133","0.285899399107162","0.242055988582327","0.329742809631997"
"Sometimes","2018","Brandenburg","Employed","245","0.407369331593147","0.368848619337058","0.445890043849236"
"Sometimes","2018","Mecklenburg-Western Pomerania","Not Employed","63","0.250429332084016","0.195385520215275","0.305473143952756"
"Sometimes","2018","Mecklenburg-Western Pomerania","Employed","132","0.401126177447077","0.350566690589072","0.451685664305083"
"Sometimes","2018","Saxony","Not Employed","140","0.238345797558044","0.20339857162369","0.273293023492399"
"Sometimes","2018","Saxony","Employed","379","0.377043302740085","0.347881461306965","0.406205144173206"
"Sometimes","2018","Saxony-Anhalt","Not Employed","101","0.318966997188325","0.269425903889348","0.368508090487302"
"Sometimes","2018","Saxony-Anhalt","Employed","191","0.331899532484679","0.293443802702114","0.370355262267243"
"Sometimes","2018","Thuringia","Not Employed","65","0.205104227369072","0.161273195948838","0.248935258789305"
"Sometimes","2018","Thuringia","Employed","209","0.319896689307338","0.283062590211399","0.356730788403276"
"Rarely","2018","Schleswig-Holstein","Not Employed","87","0.288033003263295","0.236181024033655","0.339884982492934"
"Rarely","2018","Schleswig-Holstein","Employed","188","0.272747753501385","0.238107237292199","0.30738826971057"
"Rarely","2018","Hamburg","Not Employed","53","0.357254856628376","0.283004837086518","0.431504876170235"
"Rarely","2018","Hamburg","Employed","93","0.267422589795389","0.218775110994041","0.316070068596737"
"Rarely","2018","Lower Saxony","Not Employed","245","0.356339973742017","0.323049109645721","0.389630837838313"
"Rarely","2018","Lower Saxony","Employed","500","0.306967642693345","0.285326836734794","0.328608448651896"
"Rarely","2018","Bremen","Not Employed","30","0.341470153431689","0.244040422909263","0.438899883954116"
"Rarely","2018","Bremen","Employed","34","0.317848082525518","0.239876175283314","0.395819989767722"
"Rarely","2018","North Rhine-Westphalia","Not Employed","523","0.297316502243508","0.276253600962908","0.318379403524108"
"Rarely","2018","North Rhine-Westphalia","Employed","965","0.26261939482062","0.248268351562151","0.27697043807909"
"Rarely","2018","Hesse","Not Employed","133","0.277868644926974","0.238486644775766","0.317250645078183"
"Rarely","2018","Hesse","Employed","342","0.312776958058194","0.286632427034436","0.338921489081952"
"Rarely","2018","Rhineland-Palatinate,Saarland","Not Employed","115","0.246665840171739","0.208729486267212","0.284602194076266"
"Rarely","2018","Rhineland-Palatinate,Saarland","Employed","277","0.279980842914961","0.251998367597208","0.307963318232715"
"Rarely","2018","Baden-Württemberg","Not Employed","214","0.299072880796664","0.266628288423225","0.331517473170104"
"Rarely","2018","Baden-Württemberg","Employed","600","0.291604858434458","0.27185300831363","0.311356708555285"
"Rarely","2018","Bavaria","Not Employed","382","0.337562802790811","0.310303244045476","0.364822361536147"
"Rarely","2018","Bavaria","Employed","839","0.277916845201164","0.261449988598204","0.294383701804124"
"Rarely","2018","Berlin","Not Employed","100","0.319784270253621","0.267866129893926","0.371702410613316"
"Rarely","2018","Berlin","Employed","195","0.302310910899493","0.268093044969082","0.336528776829903"
"Rarely","2018","Brandenburg","Not Employed","112","0.311257188849734","0.266330310428066","0.356184067271403"
"Rarely","2018","Brandenburg","Employed","203","0.303282924224455","0.267244956735489","0.339320891713421"
"Rarely","2018","Mecklenburg-Western Pomerania","Not Employed","68","0.271647654018406","0.215136607034328","0.328158701002484"
"Rarely","2018","Mecklenburg-Western Pomerania","Employed","113","0.275698014594131","0.229601175416363","0.321794853771899"
"Rarely","2018","Saxony","Not Employed","177","0.308907746146208","0.271010081460714","0.346805410831703"
"Rarely","2018","Saxony","Employed","355","0.333883733399995","0.30550695757988","0.36226050922011"
"Rarely","2018","Saxony-Anhalt","Not Employed","112","0.320571379895744","0.270964384395068","0.37017837539642"
"Rarely","2018","Saxony-Anhalt","Employed","195","0.344273094275244","0.305471471181688","0.3830747173688"
"Rarely","2018","Thuringia","Not Employed","98","0.306806868601071","0.256745933754996","0.356867803447146"
"Rarely","2018","Thuringia","Employed","220","0.365784753783671","0.32774927619189","0.403820231375453"
"Never","2018","Schleswig-Holstein","Not Employed","66","0.257273552911562","0.20722099264862","0.307326113174504"
"Never","2018","Schleswig-Holstein","Employed","53","0.057233936643745","0.0391667717595235","0.0753011015279665"
"Never","2018","Hamburg","Not Employed","38","0.276930481062294","0.207593726975399","0.346267235149189"
"Never","2018","Hamburg","Employed","29","","",""
"Never","2018","Lower Saxony","Not Employed","183","0.274542147384811","0.243519765989547","0.305564528780075"
"Never","2018","Lower Saxony","Employed","140","0.087470474287039","0.0742147159260008","0.100726232648077"
"Never","2018","Bremen","Not Employed","15","","",""
"Never","2018","Bremen","Employed","19","","",""
"Never","2018","North Rhine-Westphalia","Not Employed","374","0.238615069115724","0.218973332657527","0.258256805573921"
"Never","2018","North Rhine-Westphalia","Employed","404","0.101163655842606","0.0913297331408498","0.110997578544362"
"Never","2018","Hesse","Not Employed","93","0.211084733462953","0.175207950856847","0.246961516069059"
"Never","2018","Hesse","Employed","104","0.0910222293607927","0.074801701275058","0.107242757446527"
"Never","2018","Rhineland-Palatinate,Saarland","Not Employed","128","0.280008184618097","0.240493693299709","0.319522675936486"
"Never","2018","Rhineland-Palatinate,Saarland","Employed","153","0.115578344417547","0.0956524482084222","0.135504240626672"
"Never","2018","Baden-Württemberg","Not Employed","173","0.237360921170965","0.207211324233135","0.267510518108795"
"Never","2018","Baden-Württemberg","Employed","214","0.10769343677774","0.0942216785925894","0.121165194962891"
"Never","2018","Bavaria","Not Employed","264","0.250490768920261","0.225513006527651","0.27546853131287"
"Never","2018","Bavaria","Employed","314","0.109970102291073","0.0984700643417196","0.121470140240427"
"Never","2018","Berlin","Not Employed","58","0.254847544427595","0.206337682417569","0.30335740643762"
"Never","2018","Berlin","Employed","52","0.0878109395749526","0.0667240858398944","0.108897793310011"
"Never","2018","Brandenburg","Not Employed","119","0.301974282024193","0.257425206078515","0.346523357969871"
"Never","2018","Brandenburg","Employed","72","0.109656721135454","0.0851601977445167","0.13415324452639"
"Never","2018","Mecklenburg-Western Pomerania","Not Employed","64","0.296839068127545","0.238796381191857","0.354881755063232"
"Never","2018","Mecklenburg-Western Pomerania","Employed","62","0.194207032794392","0.153399653673378","0.235014411915406"
"Never","2018","Saxony","Not Employed","170","0.293825345657851","0.256463293036001","0.331187398279701"
"Never","2018","Saxony","Employed","133","0.116853583570347","0.097523765241131","0.136183401899563"
"Never","2018","Saxony-Anhalt","Not Employed","82","0.262027162527859","0.215285734357538","0.30876859069818"
"Never","2018","Saxony-Anhalt","Employed","83","0.1330459701423","0.10531048630193","0.160781453982669"
"Never","2018","Thuringia","Not Employed","122","0.345712297282746","0.294084798641924","0.397339795923568"
"Never","2018","Thuringia","Employed","86","0.146055928243775","0.11816698596199","0.17394487052556"
