"pld0043","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2005","Saxony-Anhalt","Employed","","","",""
"Rarely","2005","Thuringia","Not Employed","","","",""
"Rarely","2005","Thuringia","Employed","","","",""
"Never","2005","Schleswig-Holstein","Not Employed","","","",""
"Never","2005","Schleswig-Holstein","Employed","","","",""
"Never","2005","Hamburg","Not Employed","","","",""
"Never","2005","Hamburg","Employed","","","",""
"Never","2005","Lower Saxony","Not Employed","","","",""
"Never","2005","Lower Saxony","Employed","","","",""
"Never","2005","Bremen","Not Employed","","","",""
"Never","2005","Bremen","Employed","","","",""
"Never","2005","North Rhine-Westphalia","Not Employed","","","",""
"Never","2005","North Rhine-Westphalia","Employed","","","",""
"Never","2005","Hesse","Not Employed","","","",""
"Never","2005","Hesse","Employed","","","",""
"Never","2005","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2005","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2005","Baden-Württemberg","Not Employed","","","",""
"Never","2005","Baden-Württemberg","Employed","","","",""
"Never","2005","Bavaria","Not Employed","","","",""
"Never","2005","Bavaria","Employed","","","",""
"Never","2005","Berlin","Not Employed","","","",""
"Never","2005","Berlin","Employed","","","",""
"Never","2005","Brandenburg","Not Employed","","","",""
"Never","2005","Brandenburg","Employed","","","",""
"Never","2005","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2005","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2005","Saxony","Not Employed","","","",""
"Never","2005","Saxony","Employed","","","",""
"Never","2005","Saxony-Anhalt","Not Employed","","","",""
"Never","2005","Saxony-Anhalt","Employed","","","",""
"Never","2005","Thuringia","Not Employed","","","",""
"Never","2005","Thuringia","Employed","","","",""
"Very often","2006","Schleswig-Holstein","Not Employed","","","",""
"Very often","2006","Schleswig-Holstein","Employed","","","",""
"Very often","2006","Hamburg","Not Employed","","","",""
"Very often","2006","Hamburg","Employed","","","",""
"Very often","2006","Lower Saxony","Not Employed","","","",""
"Very often","2006","Lower Saxony","Employed","","","",""
"Very often","2006","Bremen","Not Employed","","","",""
"Very often","2006","Bremen","Employed","","","",""
"Very often","2006","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2006","North Rhine-Westphalia","Employed","","","",""
"Very often","2006","Hesse","Not Employed","","","",""
"Very often","2006","Hesse","Employed","","","",""
"Very often","2006","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2006","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2006","Baden-Württemberg","Not Employed","","","",""
"Very often","2006","Baden-Württemberg","Employed","","","",""
"Very often","2006","Bavaria","Not Employed","","","",""
"Very often","2006","Bavaria","Employed","","","",""
"Very often","2006","Berlin","Not Employed","","","",""
"Very often","2006","Berlin","Employed","","","",""
"Very often","2006","Brandenburg","Not Employed","","","",""
"Very often","2006","Brandenburg","Employed","","","",""
"Very often","2006","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2006","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2006","Saxony","Not Employed","","","",""
"Very often","2006","Saxony","Employed","","","",""
"Very often","2006","Saxony-Anhalt","Not Employed","","","",""
"Very often","2006","Saxony-Anhalt","Employed","","","",""
"Very often","2006","Thuringia","Not Employed","","","",""
"Very often","2006","Thuringia","Employed","","","",""
"Often","2006","Schleswig-Holstein","Not Employed","","","",""
"Often","2006","Schleswig-Holstein","Employed","","","",""
"Often","2006","Hamburg","Not Employed","","","",""
"Often","2006","Hamburg","Employed","","","",""
"Often","2006","Lower Saxony","Not Employed","","","",""
"Often","2006","Lower Saxony","Employed","","","",""
"Often","2006","Bremen","Not Employed","","","",""
"Often","2006","Bremen","Employed","","","",""
"Often","2006","North Rhine-Westphalia","Not Employed","","","",""
"Often","2006","North Rhine-Westphalia","Employed","","","",""
"Often","2006","Hesse","Not Employed","","","",""
"Often","2006","Hesse","Employed","","","",""
"Often","2006","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2006","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2006","Baden-Württemberg","Not Employed","","","",""
"Often","2006","Baden-Württemberg","Employed","","","",""
"Often","2006","Bavaria","Not Employed","","","",""
"Often","2006","Bavaria","Employed","","","",""
"Often","2006","Berlin","Not Employed","","","",""
"Often","2006","Berlin","Employed","","","",""
"Often","2006","Brandenburg","Not Employed","","","",""
"Often","2006","Brandenburg","Employed","","","",""
"Often","2006","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2006","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2006","Saxony","Not Employed","","","",""
"Often","2006","Saxony","Employed","","","",""
"Often","2006","Saxony-Anhalt","Not Employed","","","",""
"Often","2006","Saxony-Anhalt","Employed","","","",""
"Often","2006","Thuringia","Not Employed","","","",""
"Often","2006","Thuringia","Employed","","","",""
"Sometimes","2006","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2006","Schleswig-Holstein","Employed","","","",""
"Sometimes","2006","Hamburg","Not Employed","","","",""
"Sometimes","2006","Hamburg","Employed","","","",""
"Sometimes","2006","Lower Saxony","Not Employed","","","",""
"Sometimes","2006","Lower Saxony","Employed","","","",""
"Sometimes","2006","Bremen","Not Employed","","","",""
"Sometimes","2006","Bremen","Employed","","","",""
"Sometimes","2006","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2006","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2006","Hesse","Not Employed","","","",""
"Sometimes","2006","Hesse","Employed","","","",""
"Sometimes","2006","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2006","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2006","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2006","Baden-Württemberg","Employed","","","",""
"Sometimes","2006","Bavaria","Not Employed","","","",""
"Sometimes","2006","Bavaria","Employed","","","",""
"Sometimes","2006","Berlin","Not Employed","","","",""
"Sometimes","2006","Berlin","Employed","","","",""
"Sometimes","2006","Brandenburg","Not Employed","","","",""
"Sometimes","2006","Brandenburg","Employed","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2006","Saxony","Not Employed","","","",""
"Sometimes","2006","Saxony","Employed","","","",""
"Sometimes","2006","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2006","Saxony-Anhalt","Employed","","","",""
"Sometimes","2006","Thuringia","Not Employed","","","",""
"Sometimes","2006","Thuringia","Employed","","","",""
"Rarely","2006","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2006","Schleswig-Holstein","Employed","","","",""
"Rarely","2006","Hamburg","Not Employed","","","",""
"Rarely","2006","Hamburg","Employed","","","",""
"Rarely","2006","Lower Saxony","Not Employed","","","",""
"Rarely","2006","Lower Saxony","Employed","","","",""
"Rarely","2006","Bremen","Not Employed","","","",""
"Rarely","2006","Bremen","Employed","","","",""
"Rarely","2006","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2006","North Rhine-Westphalia","Employed","","","",""
"Rarely","2006","Hesse","Not Employed","","","",""
"Rarely","2006","Hesse","Employed","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2006","Baden-Württemberg","Not Employed","","","",""
"Rarely","2006","Baden-Württemberg","Employed","","","",""
"Rarely","2006","Bavaria","Not Employed","","","",""
"Rarely","2006","Bavaria","Employed","","","",""
"Rarely","2006","Berlin","Not Employed","","","",""
"Rarely","2006","Berlin","Employed","","","",""
"Rarely","2006","Brandenburg","Not Employed","","","",""
"Rarely","2006","Brandenburg","Employed","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2006","Saxony","Not Employed","","","",""
"Rarely","2006","Saxony","Employed","","","",""
"Rarely","2006","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2006","Saxony-Anhalt","Employed","","","",""
"Rarely","2006","Thuringia","Not Employed","","","",""
"Rarely","2006","Thuringia","Employed","","","",""
"Never","2006","Schleswig-Holstein","Not Employed","","","",""
"Never","2006","Schleswig-Holstein","Employed","","","",""
"Never","2006","Hamburg","Not Employed","","","",""
"Never","2006","Hamburg","Employed","","","",""
"Never","2006","Lower Saxony","Not Employed","","","",""
"Never","2006","Lower Saxony","Employed","","","",""
"Never","2006","Bremen","Not Employed","","","",""
"Never","2006","Bremen","Employed","","","",""
"Never","2006","North Rhine-Westphalia","Not Employed","","","",""
"Never","2006","North Rhine-Westphalia","Employed","","","",""
"Never","2006","Hesse","Not Employed","","","",""
"Never","2006","Hesse","Employed","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2006","Baden-Württemberg","Not Employed","","","",""
"Never","2006","Baden-Württemberg","Employed","","","",""
"Never","2006","Bavaria","Not Employed","","","",""
"Never","2006","Bavaria","Employed","","","",""
"Never","2006","Berlin","Not Employed","","","",""
"Never","2006","Berlin","Employed","","","",""
"Never","2006","Brandenburg","Not Employed","","","",""
"Never","2006","Brandenburg","Employed","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2006","Saxony","Not Employed","","","",""
"Never","2006","Saxony","Employed","","","",""
"Never","2006","Saxony-Anhalt","Not Employed","","","",""
"Never","2006","Saxony-Anhalt","Employed","","","",""
"Never","2006","Thuringia","Not Employed","","","",""
"Never","2006","Thuringia","Employed","","","",""
"Very often","2007","Schleswig-Holstein","Not Employed","","","",""
"Very often","2007","Schleswig-Holstein","Employed","","","",""
"Very often","2007","Hamburg","Not Employed","","","",""
"Very often","2007","Hamburg","Employed","","","",""
"Very often","2007","Lower Saxony","Not Employed","","","",""
"Very often","2007","Lower Saxony","Employed","","","",""
"Very often","2007","Bremen","Not Employed","","","",""
"Very often","2007","Bremen","Employed","","","",""
"Very often","2007","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2007","North Rhine-Westphalia","Employed","","","",""
"Very often","2007","Hesse","Not Employed","","","",""
"Very often","2007","Hesse","Employed","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2007","Baden-Württemberg","Not Employed","","","",""
"Very often","2007","Baden-Württemberg","Employed","","","",""
"Very often","2007","Bavaria","Not Employed","","","",""
"Very often","2007","Bavaria","Employed","","","",""
"Very often","2007","Berlin","Not Employed","","","",""
"Very often","2007","Berlin","Employed","","","",""
"Very often","2007","Brandenburg","Not Employed","","","",""
"Very often","2007","Brandenburg","Employed","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2007","Saxony","Not Employed","","","",""
"Very often","2007","Saxony","Employed","","","",""
"Very often","2007","Saxony-Anhalt","Not Employed","","","",""
"Very often","2007","Saxony-Anhalt","Employed","","","",""
"Very often","2007","Thuringia","Not Employed","","","",""
"Very often","2007","Thuringia","Employed","","","",""
"Often","2007","Schleswig-Holstein","Not Employed","","","",""
"Often","2007","Schleswig-Holstein","Employed","","","",""
"Often","2007","Hamburg","Not Employed","","","",""
"Often","2007","Hamburg","Employed","","","",""
"Often","2007","Lower Saxony","Not Employed","","","",""
"Often","2007","Lower Saxony","Employed","","","",""
"Often","2007","Bremen","Not Employed","","","",""
"Often","2007","Bremen","Employed","","","",""
"Often","2007","North Rhine-Westphalia","Not Employed","","","",""
"Often","2007","North Rhine-Westphalia","Employed","","","",""
"Often","2007","Hesse","Not Employed","","","",""
"Often","2007","Hesse","Employed","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2007","Baden-Württemberg","Not Employed","","","",""
"Often","2007","Baden-Württemberg","Employed","","","",""
"Often","2007","Bavaria","Not Employed","","","",""
"Often","2007","Bavaria","Employed","","","",""
"Often","2007","Berlin","Not Employed","","","",""
"Often","2007","Berlin","Employed","","","",""
"Often","2007","Brandenburg","Not Employed","","","",""
"Often","2007","Brandenburg","Employed","","","",""
"Often","2007","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2007","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2007","Saxony","Not Employed","","","",""
"Often","2007","Saxony","Employed","","","",""
"Often","2007","Saxony-Anhalt","Not Employed","","","",""
"Often","2007","Saxony-Anhalt","Employed","","","",""
"Often","2007","Thuringia","Not Employed","","","",""
"Often","2007","Thuringia","Employed","","","",""
"Sometimes","2007","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2007","Schleswig-Holstein","Employed","","","",""
"Sometimes","2007","Hamburg","Not Employed","","","",""
"Sometimes","2007","Hamburg","Employed","","","",""
"Sometimes","2007","Lower Saxony","Not Employed","","","",""
"Sometimes","2007","Lower Saxony","Employed","","","",""
"Sometimes","2007","Bremen","Not Employed","","","",""
"Sometimes","2007","Bremen","Employed","","","",""
"Sometimes","2007","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2007","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2007","Hesse","Not Employed","","","",""
"Sometimes","2007","Hesse","Employed","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2007","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2007","Baden-Württemberg","Employed","","","",""
"Sometimes","2007","Bavaria","Not Employed","","","",""
"Sometimes","2007","Bavaria","Employed","","","",""
"Sometimes","2007","Berlin","Not Employed","","","",""
"Sometimes","2007","Berlin","Employed","","","",""
"Sometimes","2007","Brandenburg","Not Employed","","","",""
"Sometimes","2007","Brandenburg","Employed","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2007","Saxony","Not Employed","","","",""
"Sometimes","2007","Saxony","Employed","","","",""
"Sometimes","2007","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2007","Saxony-Anhalt","Employed","","","",""
"Sometimes","2007","Thuringia","Not Employed","","","",""
"Sometimes","2007","Thuringia","Employed","","","",""
"Rarely","2007","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2007","Schleswig-Holstein","Employed","","","",""
"Rarely","2007","Hamburg","Not Employed","","","",""
"Rarely","2007","Hamburg","Employed","","","",""
"Rarely","2007","Lower Saxony","Not Employed","","","",""
"Rarely","2007","Lower Saxony","Employed","","","",""
"Rarely","2007","Bremen","Not Employed","","","",""
"Rarely","2007","Bremen","Employed","","","",""
"Rarely","2007","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2007","North Rhine-Westphalia","Employed","","","",""
"Rarely","2007","Hesse","Not Employed","","","",""
"Rarely","2007","Hesse","Employed","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2007","Baden-Württemberg","Not Employed","","","",""
"Rarely","2007","Baden-Württemberg","Employed","","","",""
"Rarely","2007","Bavaria","Not Employed","","","",""
"Rarely","2007","Bavaria","Employed","","","",""
"Rarely","2007","Berlin","Not Employed","","","",""
"Rarely","2007","Berlin","Employed","","","",""
"Rarely","2007","Brandenburg","Not Employed","","","",""
"Rarely","2007","Brandenburg","Employed","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2007","Saxony","Not Employed","","","",""
"Rarely","2007","Saxony","Employed","","","",""
"Rarely","2007","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2007","Saxony-Anhalt","Employed","","","",""
"Rarely","2007","Thuringia","Not Employed","","","",""
"Rarely","2007","Thuringia","Employed","","","",""
"Never","2007","Schleswig-Holstein","Not Employed","","","",""
"Never","2007","Schleswig-Holstein","Employed","","","",""
"Never","2007","Hamburg","Not Employed","","","",""
"Never","2007","Hamburg","Employed","","","",""
"Never","2007","Lower Saxony","Not Employed","","","",""
"Never","2007","Lower Saxony","Employed","","","",""
"Never","2007","Bremen","Not Employed","","","",""
"Never","2007","Bremen","Employed","","","",""
"Never","2007","North Rhine-Westphalia","Not Employed","","","",""
"Never","2007","North Rhine-Westphalia","Employed","","","",""
"Never","2007","Hesse","Not Employed","","","",""
"Never","2007","Hesse","Employed","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2007","Baden-Württemberg","Not Employed","","","",""
"Never","2007","Baden-Württemberg","Employed","","","",""
"Never","2007","Bavaria","Not Employed","","","",""
"Never","2007","Bavaria","Employed","","","",""
"Never","2007","Berlin","Not Employed","","","",""
"Never","2007","Berlin","Employed","","","",""
"Never","2007","Brandenburg","Not Employed","","","",""
"Never","2007","Brandenburg","Employed","","","",""
"Never","2007","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2007","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2007","Saxony","Not Employed","","","",""
"Never","2007","Saxony","Employed","","","",""
"Never","2007","Saxony-Anhalt","Not Employed","","","",""
"Never","2007","Saxony-Anhalt","Employed","","","",""
"Never","2007","Thuringia","Not Employed","","","",""
"Never","2007","Thuringia","Employed","","","",""
"Very often","2008","Schleswig-Holstein","Not Employed","4","","",""
"Very often","2008","Schleswig-Holstein","Employed","9","","",""
"Very often","2008","Hamburg","Not Employed","4","","",""
"Very often","2008","Hamburg","Employed","7","","",""
"Very often","2008","Lower Saxony","Not Employed","17","","",""
"Very often","2008","Lower Saxony","Employed","47","0.0456308038657212","0.0330858599156805","0.058175747815762"
"Very often","2008","Bremen","Not Employed","1","","",""
"Very often","2008","Bremen","Employed","6","","",""
"Very often","2008","North Rhine-Westphalia","Not Employed","36","0.0184297353886082","0.0116991063043129","0.0251603644729034"
"Very often","2008","North Rhine-Westphalia","Employed","73","0.0329850955005033","0.025842812632056","0.0401273783689506"
"Very often","2008","Hesse","Not Employed","14","","",""
"Very often","2008","Hesse","Employed","36","0.0435669682546277","0.0299478608113378","0.0571860756979176"
"Very often","2008","Rhineland-Palatinate,Saarland","Not Employed","13","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","Employed","26","","",""
"Very often","2008","Baden-Württemberg","Not Employed","28","","",""
"Very often","2008","Baden-Württemberg","Employed","56","0.0299162154423799","0.0212662792171623","0.0385661516675974"
"Very often","2008","Bavaria","Not Employed","22","","",""
"Very often","2008","Bavaria","Employed","70","0.0474070045702673","0.0375624397026593","0.0572515694378754"
"Very often","2008","Berlin","Not Employed","10","","",""
"Very often","2008","Berlin","Employed","20","","",""
"Very often","2008","Brandenburg","Not Employed","14","","",""
"Very often","2008","Brandenburg","Employed","18","","",""
"Very often","2008","Mecklenburg-Western Pomerania","Not Employed","8","","",""
"Very often","2008","Mecklenburg-Western Pomerania","Employed","7","","",""
"Very often","2008","Saxony","Not Employed","8","","",""
"Very often","2008","Saxony","Employed","23","","",""
"Very often","2008","Saxony-Anhalt","Not Employed","5","","",""
"Very often","2008","Saxony-Anhalt","Employed","10","","",""
"Very often","2008","Thuringia","Not Employed","6","","",""
"Very often","2008","Thuringia","Employed","15","","",""
"Often","2008","Schleswig-Holstein","Not Employed","31","0.147371352380676","0.10252481001755","0.192217894743802"
"Often","2008","Schleswig-Holstein","Employed","63","0.231023380908831","0.184477918484023","0.27756884333364"
"Often","2008","Hamburg","Not Employed","9","","",""
"Often","2008","Hamburg","Employed","42","0.259422495858492","0.192542660789507","0.326302330927477"
"Often","2008","Lower Saxony","Not Employed","87","0.109312525889299","0.0857906269188914","0.132834424859707"
"Often","2008","Lower Saxony","Employed","212","0.213661138416727","0.189020662172561","0.238301614660892"
"Often","2008","Bremen","Not Employed","5","","",""
"Often","2008","Bremen","Employed","10","","",""
"Often","2008","North Rhine-Westphalia","Not Employed","151","0.092482072394494","0.0779846165619461","0.106979528227042"
"Often","2008","North Rhine-Westphalia","Employed","477","0.205265045287135","0.189112898725777","0.221417191848493"
"Often","2008","Hesse","Not Employed","52","0.110492191234264","0.0812325179812301","0.139751864487297"
"Often","2008","Hesse","Employed","162","0.181032169260108","0.1553427674073","0.206721571112917"
"Often","2008","Rhineland-Palatinate,Saarland","Not Employed","49","0.109253841083741","0.0794547937852735","0.139052888382209"
"Often","2008","Rhineland-Palatinate,Saarland","Employed","117","0.153036727706281","0.12548643002566","0.180587025386902"
"Often","2008","Baden-Württemberg","Not Employed","120","0.0983258726873328","0.0785856938155632","0.118066051559102"
"Often","2008","Baden-Württemberg","Employed","285","0.175378161911156","0.156068701862185","0.194687621960128"
"Often","2008","Bavaria","Not Employed","88","0.084320952417925","0.0667161355304643","0.101925769305386"
"Often","2008","Bavaria","Employed","315","0.161190973437921","0.144156705183375","0.178225241692467"
"Often","2008","Berlin","Not Employed","35","0.108303987118597","0.0699351660141201","0.146672808223074"
"Often","2008","Berlin","Employed","96","0.218517413096649","0.180957524751911","0.256077301441386"
"Often","2008","Brandenburg","Not Employed","47","0.132514280794289","0.0982440777544282","0.16678448383415"
"Often","2008","Brandenburg","Employed","70","0.15711413366389","0.123302971488014","0.190925295839765"
"Often","2008","Mecklenburg-Western Pomerania","Not Employed","17","","",""
"Often","2008","Mecklenburg-Western Pomerania","Employed","42","0.13365110324981","0.0944198793537343","0.172882327145886"
"Often","2008","Saxony","Not Employed","59","0.121276603929866","0.0940929509776225","0.14846025688211"
"Often","2008","Saxony","Employed","158","0.193046361060788","0.166879750147904","0.219212971973672"
"Often","2008","Saxony-Anhalt","Not Employed","36","0.0915869425421211","0.0603237965039884","0.122850088580254"
"Often","2008","Saxony-Anhalt","Employed","86","0.168310373370984","0.135115251756288","0.201505494985681"
"Often","2008","Thuringia","Not Employed","41","0.116585148696282","0.0844865227154044","0.14868377467716"
"Often","2008","Thuringia","Employed","66","0.134496187155254","0.104439924962233","0.164552449348274"
"Sometimes","2008","Schleswig-Holstein","Not Employed","59","0.213501988746339","0.161658735431894","0.265345242060784"
"Sometimes","2008","Schleswig-Holstein","Employed","97","0.302568743922199","0.251839831834986","0.353297656009412"
"Sometimes","2008","Hamburg","Not Employed","35","0.322913039798653","0.237821944717584","0.408004134879722"
"Sometimes","2008","Hamburg","Employed","70","0.413288210322273","0.338152735585981","0.488423685058566"
"Sometimes","2008","Lower Saxony","Not Employed","197","0.302349547775639","0.267727851289896","0.336971244261383"
"Sometimes","2008","Lower Saxony","Employed","416","0.370362541374786","0.341332993949437","0.399392088800136"
"Sometimes","2008","Bremen","Not Employed","22","","",""
"Sometimes","2008","Bremen","Employed","34","0.417530449244919","0.309465765346545","0.525595133143292"
"Sometimes","2008","North Rhine-Westphalia","Not Employed","413","0.251411020541242","0.229701547526946","0.273120493555537"
"Sometimes","2008","North Rhine-Westphalia","Employed","904","0.365145783461066","0.345891305925221","0.384400260996911"
"Sometimes","2008","Hesse","Not Employed","120","0.275688267852273","0.233982060455979","0.317394475248567"
"Sometimes","2008","Hesse","Employed","351","0.40395896731934","0.371221174265618","0.436696760373062"
"Sometimes","2008","Rhineland-Palatinate,Saarland","Not Employed","111","0.287290777686994","0.244066865240788","0.3305146901332"
"Sometimes","2008","Rhineland-Palatinate,Saarland","Employed","239","0.401046618883694","0.363541537568231","0.438551700199157"
"Sometimes","2008","Baden-Württemberg","Not Employed","268","0.341197164588023","0.309765107017526","0.37262922215852"
"Sometimes","2008","Baden-Württemberg","Employed","577","0.378524204686117","0.353897069519539","0.403151339852696"
"Sometimes","2008","Bavaria","Not Employed","282","0.27851648592707","0.250115672321157","0.306917299532983"
"Sometimes","2008","Bavaria","Employed","638","0.340665436252239","0.318710178841717","0.362620693662761"
"Sometimes","2008","Berlin","Not Employed","71","0.315471053579968","0.258095949339224","0.372846157820712"
"Sometimes","2008","Berlin","Employed","180","0.384484216861989","0.340268113203085","0.428700320520894"
"Sometimes","2008","Brandenburg","Not Employed","111","0.277142568538059","0.231901577230175","0.322383559845942"
"Sometimes","2008","Brandenburg","Employed","161","0.353231512858098","0.308822386261118","0.397640639455079"
"Sometimes","2008","Mecklenburg-Western Pomerania","Not Employed","49","0.257920232960593","0.197136194036127","0.318704271885059"
"Sometimes","2008","Mecklenburg-Western Pomerania","Employed","115","0.385642071381707","0.32952408144921","0.441760061314204"
"Sometimes","2008","Saxony","Not Employed","178","0.311248358516509","0.272693592929684","0.349803124103335"
"Sometimes","2008","Saxony","Employed","329","0.366313394692057","0.334371840933919","0.398254948450196"
"Sometimes","2008","Saxony-Anhalt","Not Employed","93","0.305715380859251","0.255780774418826","0.355649987299676"
"Sometimes","2008","Saxony-Anhalt","Employed","193","0.37893809750944","0.33589636344315","0.421979831575731"
"Sometimes","2008","Thuringia","Not Employed","85","0.209181900404053","0.168501723653741","0.249862077154364"
"Sometimes","2008","Thuringia","Employed","193","0.37683619773401","0.334146516946333","0.419525878521687"
"Rarely","2008","Schleswig-Holstein","Not Employed","75","0.348205442676061","0.287933441329482","0.408477444022641"
"Rarely","2008","Schleswig-Holstein","Employed","109","0.342268198784095","0.289871912182844","0.394664485385346"
"Rarely","2008","Hamburg","Not Employed","31","0.24440543069046","0.166203236939866","0.322607624441055"
"Rarely","2008","Hamburg","Employed","35","0.229272190234506","0.165131692810084","0.293412687658929"
"Rarely","2008","Lower Saxony","Not Employed","205","0.323859487146722","0.288584120674076","0.359134853619367"
"Rarely","2008","Lower Saxony","Employed","270","0.245364524876818","0.219496935788801","0.271232113964835"
"Rarely","2008","Bremen","Not Employed","18","","",""
"Rarely","2008","Bremen","Employed","26","","",""
"Rarely","2008","North Rhine-Westphalia","Not Employed","475","0.313759121249954","0.290538604317726","0.336979638182181"
"Rarely","2008","North Rhine-Westphalia","Employed","668","0.271593447648365","0.253806224420184","0.289380670876546"
"Rarely","2008","Hesse","Not Employed","118","0.253883109405276","0.213262247286111","0.29450397152444"
"Rarely","2008","Hesse","Employed","245","0.289663121419527","0.259399459439614","0.319926783399441"
"Rarely","2008","Rhineland-Palatinate,Saarland","Not Employed","109","0.258885684256794","0.217044529480347","0.300726839033241"
"Rarely","2008","Rhineland-Palatinate,Saarland","Employed","179","0.257740015827493","0.224269290736676","0.291210740918311"
"Rarely","2008","Baden-Württemberg","Not Employed","254","0.27204084182517","0.24253806209597","0.301543621554371"
"Rarely","2008","Baden-Württemberg","Employed","446","0.310594159770251","0.287098422431269","0.334089897109232"
"Rarely","2008","Bavaria","Not Employed","289","0.280871586552844","0.252397536108145","0.309345636997542"
"Rarely","2008","Bavaria","Employed","564","0.313016358835184","0.291534181819911","0.334498535850457"
"Rarely","2008","Berlin","Not Employed","72","0.280452166797125","0.224988694472349","0.335915639121901"
"Rarely","2008","Berlin","Employed","115","0.247363813733807","0.208146102345107","0.286581525122507"
"Rarely","2008","Brandenburg","Not Employed","107","0.315354735348889","0.268388402536938","0.362321068160841"
"Rarely","2008","Brandenburg","Employed","128","0.308332225567241","0.265425406857368","0.351239044277115"
"Rarely","2008","Mecklenburg-Western Pomerania","Not Employed","71","0.363487306335987","0.29665757551628","0.430317037155695"
"Rarely","2008","Mecklenburg-Western Pomerania","Employed","96","0.323727034478601","0.269782224532632","0.37767184442457"
