"m11126","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Bad ","2002","Single parent ","45","0.0494972236069412","0.0368673137590298","0.0621271334548526","5"
"Bad ","2002","Couple + C. LE 16 ","48","0.0121144464892565","0.00900470987168566","0.0152241831068274","5"
"Bad ","2002","Couple + C. GT 16 ","89","0.0281589539864035","0.0230381760755554","0.0332797318972516","5"
"Bad ","2002","Couple + C. LE and GT 16","27","","","","5"
"Good","2002","(Married) couple without C. ","2525","0.306660315079542","0.296207933333249","0.317112696825836","2"
"Good","2002","1-pers.-HH","1069","0.334940061265492","0.318101599504207","0.351778523026778","2"
"Good","2002","Single parent ","463","0.409031741737846","0.380403563048053","0.437659920427639","2"
"Good","2002","Couple + C. LE 16 ","2486","0.50174933918452","0.487536336155281","0.515962342213759","2"
"Good","2002","Couple + C. LE and GT 16","927","0.469756901021528","0.447616663215927","0.491897138827129","2"
"Good","2002","Couple + C. GT 16 ","1762","0.41190703948923","0.396671681605335","0.427142397373124","2"
"Poor","2002","1-pers.-HH","462","0.163873291981185","0.150667069469055","0.177079514493315","4"
"Poor","2002","(Married) couple without C. ","1254","0.184149743535038","0.175363479884838","0.192936007185238","4"
"Poor","2002","Single parent ","146","0.127240824798337","0.107836721162489","0.146644928434185","4"
"Poor","2002","Couple + C. GT 16 ","424","0.115210058803205","0.105326909633254","0.125093207973155","4"
"Poor","2002","Couple + C. LE 16 ","338","0.07307710539068","0.0656788217915804","0.0804753889897795","4"
"Poor","2002","Couple + C. LE and GT 16","164","0.0845414784134142","0.0722001349417366","0.0968828218850917","4"
"Satisfactory","2002","1-pers.-HH","1060","0.356087141764846","0.339003511328963","0.373170772200729","3"
"Satisfactory","2002","Single parent ","319","0.277596635471939","0.251521287356627","0.303671983587251","3"
"Satisfactory","2002","(Married) couple without C. ","2883","0.401090538394242","0.38998050817164","0.412200568616843","3"
"Satisfactory","2002","Couple + C. LE 16 ","1316","0.304230199862359","0.291151865065111","0.317308534659608","3"
"Satisfactory","2002","Couple + C. GT 16 ","1219","0.319153408617711","0.304723803701722","0.3335830135337","3"
"Satisfactory","2002","Couple + C. LE and GT 16","521","0.267706499867194","0.248064747473216","0.287348252261171","3"
"Very good","2002","1-pers.-HH","247","0.0831047090903585","0.0732564115494405","0.0929530066312764","1"
"Very good","2002","(Married) couple without C. ","475","0.0563465999471211","0.051119587229935","0.0615736126643071","1"
"Very good","2002","Single parent ","160","0.136633574384937","0.116634521495269","0.156632627274605","1"
"Very good","2002","Couple + C. LE 16 ","566","0.108828909073184","0.099976302065509","0.117681516080859","1"
"Very good","2002","Couple + C. GT 16 ","515","0.125570539103451","0.115313161748551","0.135827916458351","1"
"Very good","2002","Couple + C. LE and GT 16","313","0.163484823244206","0.147079536801068","0.179890109687344","1"
"Bad ","2003","1-pers.-HH","208","0.0743736399483112","0.0649737643051791","0.0837735155914434","5"
"Bad ","2003","Single parent ","40","0.0334372892263041","0.0229181013545","0.0439564770981082","5"
"Bad ","2003","(Married) couple without C. ","345","0.0556968888837731","0.0504432075197791","0.0609505702477671","5"
"Bad ","2003","Couple + C. LE 16 ","50","0.012100962920466","0.00886443718692185","0.0153374886540102","5"
"Bad ","2003","Couple + C. GT 16 ","81","0.0241817282250602","0.0193912630862411","0.0289721933638792","5"
"Bad ","2003","Couple + C. LE and GT 16","22","","","","5"
"Good","2003","1-pers.-HH","1048","0.339868420364761","0.322899063079915","0.356837777649608","2"
"Good","2003","(Married) couple without C. ","2516","0.317291760329793","0.306629739668471","0.327953780991115","2"
"Good","2003","Single parent ","472","0.406255259376656","0.377517622779137","0.434992895974175","2"
"Good","2003","Couple + C. LE 16 ","2384","0.531374091425797","0.516602538539738","0.546145644311856","2"
"Good","2003","Couple + C. LE and GT 16","865","0.480135304580732","0.457319790376998","0.502950818784466","2"
"Good","2003","Couple + C. GT 16 ","1792","0.435408378408869","0.419946396934051","0.450870359883687","2"
"Poor","2003","1-pers.-HH","487","0.171339574571003","0.157840255141303","0.184838894000704","4"
"Poor","2003","(Married) couple without C. ","1250","0.180020383912099","0.171218919841204","0.188821847982995","4"
"Poor","2003","Single parent ","132","0.126554991411265","0.107100983615436","0.146008999207095","4"
"Poor","2003","Couple + C. LE 16 ","297","0.0694163155346694","0.061892791468306","0.0769398396010329","4"
"Poor","2003","Couple + C. GT 16 ","405","0.11202972949843","0.102193800168048","0.121865658828811","4"
"Poor","2003","Couple + C. LE and GT 16","178","0.104271965203641","0.0903155095160398","0.118228420891243","4"
"Satisfactory","2003","1-pers.-HH","984","0.338720030501063","0.321764637659813","0.355675423342314","3"
"Satisfactory","2003","(Married) couple without C. ","2715","0.388608651161832","0.377442373383899","0.399774928939766","3"
"Satisfactory","2003","Single parent ","326","0.29119969751362","0.264616386680217","0.317783008347024","3"
"Satisfactory","2003","Couple + C. LE 16 ","1180","0.281241523260563","0.267932566047904","0.294550480473222","3"
"Satisfactory","2003","Couple + C. GT 16 ","1149","0.293209150901488","0.279012569977947","0.307405731825029","3"
"Satisfactory","2003","Couple + C. LE and GT 16","489","0.25419321339871","0.234309457668375","0.274076969129045","3"
"Very good","2003","1-pers.-HH","266","0.0756983346148607","0.0662219045288868","0.0851747647008346","1"
"Very good","2003","(Married) couple without C. ","494","0.0583823157125022","0.0530111257514164","0.063753505673588","1"
"Very good","2003","Single parent ","152","0.142552762472154","0.122095704109375","0.163009820834933","1"
"Very good","2003","Couple + C. LE 16 ","473","0.105867106858505","0.0967597075864378","0.114974506130572","1"
"Very good","2003","Couple + C. LE and GT 16","288","0.147859431519338","0.131649416586138","0.164069446452538","1"
"Very good","2003","Couple + C. GT 16 ","523","0.135171012966153","0.124508576748153","0.145833449184153","1"
"Bad ","2004","(Married) couple without C. ","387","0.0633507180108405","0.0577535799583256","0.0689478560633553","5"
"Bad ","2004","1-pers.-HH","208","0.078552996665976","0.0688113843858935","0.0882946089460585","5"
"Bad ","2004","Single parent ","35","0.037398040020718","0.026170294283843","0.0486257857575929","5"
"Bad ","2004","Couple + C. LE 16 ","41","0.0140197741666854","0.0104059333776732","0.0176336149556975","5"
"Bad ","2004","Couple + C. GT 16 ","88","0.0220726204402344","0.0174745613651153","0.0266706795153535","5"
"Bad ","2004","Couple + C. LE and GT 16","22","","","","5"
"Good","2004","1-pers.-HH","1017","0.321456505330038","0.304545702110815","0.338367308549261","2"
"Good","2004","(Married) couple without C. ","2473","0.310783429389442","0.300149138680761","0.321417720098123","2"
"Good","2004","Single parent ","498","0.436625952300696","0.407276637355626","0.465975267245766","2"
"Good","2004","Couple + C. LE 16 ","2144","0.504697719611386","0.489329794382465","0.520065644840307","2"
"Good","2004","Couple + C. LE and GT 16","868","0.452642934833157","0.429603533851768","0.475682335814545","2"
"Good","2004","Couple + C. GT 16 ","1766","0.40997009266696","0.39457765522466","0.425362530109259","2"
"Poor","2004","1-pers.-HH","544","0.199940330719796","0.18545842642484","0.214422235014752","4"
"Poor","2004","(Married) couple without C. ","1220","0.182658912690328","0.173780734741983","0.191537090638673","4"
"Poor","2004","Single parent ","131","0.119570194810644","0.100370089366356","0.138770300254933","4"
"Poor","2004","Couple + C. LE 16 ","311","0.0863597229529609","0.0777258104631538","0.094993635442768","4"
"Poor","2004","Couple + C. LE and GT 16","134","0.0963747260616636","0.0827152604459757","0.110034191677351","4"
"Poor","2004","Couple + C. GT 16 ","421","0.121384415676771","0.111163843406532","0.131604987947009","4"
"Satisfactory","2004","1-pers.-HH","909","0.318913514797883","0.302038200345054","0.335788829250712","3"
"Satisfactory","2004","(Married) couple without C. ","2745","0.385602677029192","0.374418695958362","0.396786658100023","3"
"Satisfactory","2004","Single parent ","283","0.260560202323527","0.234585520927885","0.28653488371917","3"
"Satisfactory","2004","Couple + C. LE 16 ","1107","0.280432394160381","0.266624918206505","0.294239870114256","3"
"Satisfactory","2004","Couple + C. LE and GT 16","457","0.257419703271935","0.237182497400035","0.277656909143836","3"
"Satisfactory","2004","Couple + C. GT 16 ","1136","0.30766421217371","0.293220089178365","0.322108335169056","3"
"Very good","2004","1-pers.-HH","252","0.0811366524863075","0.0712500223367246","0.0910232826358904","1"
"Very good","2004","(Married) couple without C. ","451","0.0576042628801972","0.0522506654092999","0.0629578603510945","1"
"Very good","2004","Single parent ","150","0.145845610544414","0.12495940021278","0.166731820876048","1"
"Very good","2004","Couple + C. LE 16 ","463","0.114490389108587","0.104703479907286","0.124277298309889","1"
"Very good","2004","Couple + C. LE and GT 16","312","0.179972850820237","0.162191057429172","0.197754644211302","1"
"Very good","2004","Couple + C. GT 16 ","511","0.138908659042325","0.128084764137556","0.149732553947094","1"
"Bad ","2005","1-pers.-HH","187","0.0700705154053524","0.0608823584142514","0.0792586723964533","5"
"Bad ","2005","(Married) couple without C. ","348","0.056695043657672","0.0512956553658587","0.0620944319494854","5"
"Bad ","2005","Single parent ","36","0.0366016514671806","0.0255298002439315","0.0476735026904297","5"
"Bad ","2005","Couple + C. LE 16 ","49","0.0162453717680413","0.012180765712324","0.0203099778237586","5"
"Bad ","2005","Couple + C. GT 16 ","105","0.0301777687270909","0.0246262692048854","0.0357292682492964","5"
"Bad ","2005","Couple + C. LE and GT 16","17","","","","5"
"Good","2005","1-pers.-HH","993","0.313026869453612","0.296335328721714","0.329718410185511","2"
"Good","2005","(Married) couple without C. ","2329","0.312055272720404","0.301237484101105","0.322873061339703","2"
"Good","2005","Single parent ","475","0.404117070173248","0.375183566846304","0.433050573500191","2"
"Good","2005","Couple + C. LE 16 ","1911","0.497409663128272","0.481333795757345","0.513485530499199","2"
"Good","2005","Couple + C. GT 16 ","1611","0.43894303809388","0.422839242972211","0.455046833215549","2"
"Good","2005","Couple + C. LE and GT 16","802","0.417985918399947","0.394539786599282","0.441432050200611","2"
"Poor","2005","1-pers.-HH","584","0.208692935827475","0.194065704226353","0.223320167428597","4"
"Poor","2005","(Married) couple without C. ","1238","0.186140370958298","0.177052942687816","0.19522779922878","4"
"Poor","2005","Single parent ","124","0.117521807031351","0.0985338529209886","0.136509761141714","4"
"Poor","2005","Couple + C. LE 16 ","311","0.0922146981996474","0.082912150912657","0.101517245486638","4"
"Poor","2005","Couple + C. GT 16 ","388","0.117402000962696","0.106956244532427","0.127847757392964","4"
"Poor","2005","Couple + C. LE and GT 16","134","0.101864895883951","0.0874866224358828","0.11624316933202","4"
"Satisfactory","2005","1-pers.-HH","949","0.321156476831195","0.30434991320339","0.337963040459","3"
"Satisfactory","2005","(Married) couple without C. ","2742","0.395675071779131","0.384258109800489","0.407092033757773","3"
"Satisfactory","2005","Single parent ","331","0.30759776637155","0.28038718813265","0.33480834461045","3"
"Satisfactory","2005","Couple + C. LE 16 ","1040","0.290482185561737","0.27588558773846","0.305078783385015","3"
"Satisfactory","2005","Couple + C. LE and GT 16","477","0.307617948065136","0.285679678601877","0.329556217528394","3"
"Satisfactory","2005","Couple + C. GT 16 ","1098","0.301117376529436","0.286230941494003","0.316003811564868","3"
"Very good","2005","1-pers.-HH","252","0.0870532024823655","0.0769058942375694","0.0972005107271615","1"
"Very good","2005","(Married) couple without C. ","390","0.049434240884495","0.0443730703245756","0.0544954114444143","1"
"Very good","2005","Single parent ","139","0.13416170495667","0.114066167241539","0.154257242671802","1"
"Very good","2005","Couple + C. GT 16 ","446","0.112359815686898","0.102111684818174","0.122607946555622","1"
"Very good","2005","Couple + C. LE 16 ","405","0.103648081342302","0.0938479894453359","0.113448173239268","1"
"Very good","2005","Couple + C. LE and GT 16","270","0.164499732535833","0.146876745366154","0.182122719705512","1"
"Bad ","2006","1-pers.-HH","237","0.0771116196341372","0.0680793815117304","0.086143857756544","5"
"Bad ","2006","Single parent ","51","0.0377660165114883","0.0270426862330834","0.0484893467898932","5"
"Bad ","2006","(Married) couple without C. ","415","0.0606178588629222","0.0553504597164934","0.065885258009351","5"
"Bad ","2006","Couple + C. LE 16 ","47","0.0168967859279528","0.0128657260498546","0.0209278458060509","5"
"Bad ","2006","Couple + C. GT 16 ","92","0.0233260750665347","0.0185181973063543","0.0281339528267151","5"
"Bad ","2006","Couple + C. LE and GT 16","29","","","","5"
"Good","2006","1-pers.-HH","1083","0.31377462464867","0.298063648359856","0.329485600937485","2"
"Good","2006","(Married) couple without C. ","2673","0.324331576367977","0.31399834362792","0.334664809108035","2"
"Good","2006","Single parent ","523","0.423608862277084","0.395813015199369","0.4514047093548","2"
"Good","2006","Couple + C. LE 16 ","2054","0.487473689646682","0.471840366212941","0.503107013080422","2"
"Good","2006","Couple + C. GT 16 ","1677","0.424911723596292","0.409165573018599","0.440657874173985","2"
"Good","2006","Couple + C. LE and GT 16","777","0.435762887237586","0.411646568080039","0.459879206395133","2"
"Poor","2006","1-pers.-HH","578","0.178257440209354","0.165299003847749","0.191215876570958","4"
"Poor","2006","(Married) couple without C. ","1358","0.182539036753018","0.174012234882798","0.191065838623238","4"
"Poor","2006","Single parent ","151","0.12875391705048","0.10991354858637","0.14759428551459","4"
"Poor","2006","Couple + C. LE 16 ","302","0.0777828556173318","0.0694060935911879","0.0861596176434758","4"
"Poor","2006","Couple + C. GT 16 ","383","0.106786579921279","0.0969488760691666","0.116624283773392","4"
"Poor","2006","Couple + C. LE and GT 16","116","0.0805870538920792","0.0673484244711066","0.0938256833130517","4"
"Satisfactory","2006","(Married) couple without C. ","3001","0.378948193101928","0.368239693660723","0.389656692543133","3"
"Satisfactory","2006","1-pers.-HH","1147","0.339818734255666","0.323781992560197","0.355855475951135","3"
"Satisfactory","2006","Single parent ","344","0.294914686762437","0.269263481118709","0.320565892406166","3"
"Satisfactory","2006","Couple + C. LE 16 ","1089","0.303327511340616","0.288949862515845","0.317705160165387","3"
"Satisfactory","2006","Couple + C. GT 16 ","1152","0.308335513003835","0.293625356302051","0.32304566970562","3"
"Satisfactory","2006","Couple + C. LE and GT 16","434","0.28605904242391","0.264079731760735","0.308038353087085","3"
"Very good","2006","1-pers.-HH","306","0.0910375812521727","0.0812979122872341","0.100777250217111","1"
"Very good","2006","(Married) couple without C. ","437","0.0535633349141548","0.048593358062775","0.0585333117655347","1"
"Very good","2006","Single parent ","145","0.11495651739851","0.0970138151191704","0.13289921967785","1"
"Very good","2006","Couple + C. LE 16 ","435","0.114519157467418","0.104559456544857","0.124478858389978","1"
"Very good","2006","Couple + C. GT 16 ","482","0.136640108412059","0.125699466098233","0.147580750725885","1"
"Very good","2006","Couple + C. LE and GT 16","268","0.178165293289734","0.159554757731446","0.196775828848021","1"
"Bad ","2007","(Married) couple without C. ","386","0.0559374160180439","0.0506913170596649","0.061183514976423","5"
"Bad ","2007","1-pers.-HH","192","0.0641690144618044","0.0556491528703348","0.072688876053274","5"
"Bad ","2007","Single parent ","36","0.0276832489613003","0.0182215415934245","0.0371449563291762","5"
"Bad ","2007","Couple + C. LE 16 ","37","0.0114935516626191","0.00800439563576975","0.0149827076894684","5"
"Bad ","2007","Couple + C. GT 16 ","85","0.0237191105453253","0.018797204168462","0.0286410169221887","5"
"Bad ","2007","Couple + C. LE and GT 16","16","","","","5"
"Good","2007","(Married) couple without C. ","2458","0.319529840270119","0.308884853179018","0.330174827361221","2"
"Good","2007","1-pers.-HH","1081","0.325955464360266","0.309658955626071","0.342251973094461","2"
"Good","2007","Single parent ","482","0.409350849791665","0.380993232387862","0.437708467195469","2"
"Good","2007","Couple + C. LE 16 ","1892","0.503761052484123","0.487394348472283","0.520127756495964","2"
"Good","2007","Couple + C. GT 16 ","1634","0.427810202196116","0.411807534817346","0.443812869574886","2"
"Good","2007","Couple + C. LE and GT 16","751","0.464105103305348","0.438645752112382","0.489564454498315","2"
"Poor","2007","(Married) couple without C. ","1320","0.189792658782832","0.180840605111318","0.198744712454346","4"
"Poor","2007","1-pers.-HH","590","0.190118090066345","0.176475597835643","0.203760582297046","4"
"Poor","2007","Single parent ","145","0.13840904431352","0.118493604602769","0.15832448402427","4"
"Poor","2007","Couple + C. LE 16 ","266","0.0827362682273533","0.0737185100238636","0.091754026430843","4"
"Poor","2007","Couple + C. GT 16 ","379","0.110468778477166","0.100329731655744","0.120607825298589","4"
"Poor","2007","Couple + C. LE and GT 16","106","0.0764385909214328","0.0628745661449236","0.090002615697942","4"
"Satisfactory","2007","(Married) couple without C. ","2824","0.3845910796498","0.373484856828516","0.395697302471084","3"
"Satisfactory","2007","1-pers.-HH","1076","0.348371475520238","0.331806435782883","0.364936515257594","3"
"Satisfactory","2007","Single parent ","326","0.289339603684913","0.263188375095556","0.315490832274269","3"
"Satisfactory","2007","Couple + C. LE 16 ","993","0.281261204722065","0.266543368325091","0.295979041119038","3"
"Satisfactory","2007","Couple + C. GT 16 ","1129","0.313528058024415","0.298522700190261","0.328533415858569","3"
"Satisfactory","2007","Couple + C. LE and GT 16","395","0.298978984114156","0.275607558781662","0.322350409446651","3"
"Very good","2007","1-pers.-HH","239","0.0713859555913471","0.0624344691711523","0.0803374420115419","1"
"Very good","2007","(Married) couple without C. ","383","0.0501490052792049","0.0451665456566996","0.0551314649017101","1"
"Very good","2007","Single parent ","166","0.135217253248602","0.115496356380488","0.154938150116715","1"
"Very good","2007","Couple + C. LE 16 ","397","0.12074792290384","0.110081960540094","0.131413885267585","1"
"Very good","2007","Couple + C. LE and GT 16","206","0.144343113862728","0.126402090607497","0.16228413711796","1"
"Very good","2007","Couple + C. GT 16 ","445","0.124473850756978","0.113796331135472","0.135151370378484","1"
"Bad ","2008","(Married) couple without C. ","345","0.0496975227640127","0.0446340033406345","0.0547610421873908","5"
"Bad ","2008","1-pers.-HH","185","0.0669155048672104","0.0580446703918385","0.0757863393425824","5"
"Bad ","2008","Single parent ","39","0.0375193420428823","0.026429709564715","0.0486089745210497","5"
"Bad ","2008","Couple + C. LE 16 ","45","0.0160769311378611","0.0117287532603496","0.0204251090153727","5"
"Bad ","2008","Couple + C. GT 16 ","86","0.0231504169326749","0.0181382116168717","0.0281626222484781","5"
"Bad ","2008","Couple + C. LE and GT 16","16","","","","5"
"Good","2008","1-pers.-HH","981","0.313052749048933","0.296589669921495","0.32951582817637","2"
"Good","2008","(Married) couple without C. ","2415","0.326313803613376","0.315389324815866","0.337238282410886","2"
"Good","2008","Single parent ","472","0.414906660344931","0.386153782344499","0.443659538345362","2"
"Good","2008","Couple + C. LE 16 ","1680","0.504689569696097","0.487404304132914","0.521974835259281","2"
"Good","2008","Couple + C. GT 16 ","1522","0.426323208265652","0.409840114670697","0.442806301860607","2"
"Good","2008","Couple + C. LE and GT 16","646","0.482484002298854","0.455628973695401","0.509339030902306","2"
"Poor","2008","(Married) couple without C. ","1289","0.188829044714124","0.179710096006208","0.19794799342204","4"
"Poor","2008","1-pers.-HH","589","0.187484254870101","0.173628222060945","0.201340287679256","4"
"Poor","2008","Single parent ","151","0.124879472205287","0.105587660958138","0.144171283452435","4"
"Poor","2008","Couple + C. LE 16 ","251","0.0825381378206762","0.0730245025402201","0.0920517731011323","4"
"Poor","2008","Couple + C. GT 16 ","363","0.103979323873062","0.0938058773447688","0.114152770401356","4"
"Poor","2008","Couple + C. LE and GT 16","100","0.0756944424068824","0.0614789453494606","0.0899099394643043","4"
"Satisfactory","2008","1-pers.-HH","1080","0.363864904320319","0.346785002407968","0.380944806232671","3"
"Satisfactory","2008","(Married) couple without C. ","2641","0.379439449892628","0.368133228076205","0.390745671709051","3"
"Satisfactory","2008","Single parent ","300","0.276497891118527","0.25039675848787","0.302599023749185","3"
"Satisfactory","2008","Couple + C. LE 16 ","870","0.27509183832709","0.259653324101366","0.290530352552814","3"
"Satisfactory","2008","Couple + C. GT 16 ","1073","0.316604033021714","0.301100523379898","0.332107542663529","3"
"Satisfactory","2008","Couple + C. LE and GT 16","359","0.260905265818446","0.237305171055404","0.284505360581487","3"
"Very good","2008","1-pers.-HH","213","0.0686825868934367","0.0597039006950584","0.0776612730918151","1"
"Very good","2008","(Married) couple without C. ","386","0.0557201790158587","0.050375633439446","0.0610647245922714","1"
"Very good","2008","Single parent ","166","0.146196634288373","0.125578889492352","0.166814379084393","1"
"Very good","2008","Couple + C. GT 16 ","414","0.129943017906897","0.118736107002036","0.141149928811758","1"
"Very good","2008","Couple + C. LE 16 ","368","0.121603523018276","0.110304431505872","0.132902614530679","1"
"Very good","2008","Couple + C. LE and GT 16","209","0.168586744156911","0.148466073403906","0.188707414909916","1"
"Bad ","2009","1-pers.-HH","164","0.0544264318672854","0.0461783515822196","0.0626745121523512","5"
"Bad ","2009","(Married) couple without C. ","356","0.0542898967594064","0.0488484185239135","0.0597313749948993","5"
"Bad ","2009","Single parent ","33","0.039750829057234","0.0278019288218154","0.0516997292926527","5"
"Bad ","2009","Couple + C. LE 16 ","40","0.0163661919691835","0.0117129082444075","0.0210194756939595","5"
"Bad ","2009","Couple + C. GT 16 ","71","0.0240764979748055","0.0188016224556581","0.0293513734939528","5"
"Bad ","2009","Couple + C. LE and GT 16","11","","","","5"
"Good","2009","1-pers.-HH","937","0.316027291761171","0.299123584335595","0.332930999186747","2"
"Good","2009","Single parent ","425","0.38742911582091","0.357634542370635","0.417223689271185","2"
"Good","2009","(Married) couple without C. ","2152","0.316976897659789","0.305802866550386","0.328150928769192","2"
"Good","2009","Couple + C. LE 16 ","1463","0.4801742019802","0.461851171013226","0.498497232947173","2"
"Good","2009","Couple + C. GT 16 ","1440","0.442929430697481","0.425835968150903","0.460022893244059","2"
"Good","2009","Couple + C. LE and GT 16","639","0.471667767451375","0.444447744501485","0.498887790401265","2"
"Poor","2009","(Married) couple without C. ","1182","0.181667239761472","0.172407865217097","0.190926614305848","4"
"Poor","2009","1-pers.-HH","556","0.186940480391013","0.1727658046507","0.201115156131326","4"
"Poor","2009","Single parent ","126","0.12734356201076","0.106955637609396","0.147731486412123","4"
"Poor","2009","Couple + C. LE 16 ","229","0.0864255590382848","0.0761202253563162","0.0967308927202534","4"
"Poor","2009","Couple + C. LE and GT 16","88","0.0587916781433939","0.0459648982657768","0.071618458021011","4"
"Poor","2009","Couple + C. GT 16 ","353","0.103094933241541","0.092630888983912","0.113558977499171","4"
"Satisfactory","2009","1-pers.-HH","1071","0.380316342058991","0.362665810000599","0.397966874117383","3"
"Satisfactory","2009","(Married) couple without C. ","2616","0.391531985936252","0.379810548484611","0.403253423387893","3"
"Satisfactory","2009","Single parent ","309","0.305597623400433","0.277423951366891","0.333771295433976","3"
"Satisfactory","2009","Couple + C. GT 16 ","997","0.311649943732375","0.295711501570656","0.327588385894094","3"
"Satisfactory","2009","Couple + C. LE 16 ","842","0.306059697072465","0.289157890892152","0.322961503252778","3"
"Satisfactory","2009","Couple + C. LE and GT 16","352","0.293729826895784","0.26889413338537","0.318565520406198","3"
"Very good","2009","1-pers.-HH","178","0.0622894539215399","0.0535024271820004","0.0710764806610794","1"
"Very good","2009","(Married) couple without C. ","355","0.0555339798830805","0.0500341286504362","0.0610338311157247","1"
"Very good","2009","Single parent ","134","0.139878869710663","0.118665056776727","0.161092682644598","1"
"Very good","2009","Couple + C. LE 16 ","282","0.110974349939867","0.0994547488562889","0.122493951023446","1"
"Very good","2009","Couple + C. GT 16 ","383","0.118249194353797","0.107137515115841","0.129360873591753","1"
"Very good","2009","Couple + C. LE and GT 16","202","0.163742572804861","0.143565059927334","0.183920085682389","1"
"Bad ","2010","1-pers.-HH","182","0.067498275384031","0.0581266235572021","0.0768699272108599","5"
"Bad ","2010","(Married) couple without C. ","324","0.0522000941884045","0.0467219012857294","0.0576782870910795","5"
"Bad ","2010","Single parent ","88","0.0361329070259863","0.0286400732463989","0.0436257408055736","5"
"Bad ","2010","Couple + C. LE 16 ","111","0.0144734607563968","0.0118199378947394","0.0171269836180543","5"
"Bad ","2010","Couple + C. GT 16 ","78","0.0289987818859164","0.0229679478939165","0.0350296158779164","5"
"Bad ","2010","Couple + C. LE and GT 16","30","0.0220834162823321","0.0152661067059595","0.0289007258587047","5"
"Good","2010","1-pers.-HH","892","0.316358936179733","0.298986964639062","0.333730907720404","2"
"Good","2010","(Married) couple without C. ","2076","0.314388033310539","0.302953576325695","0.325822490295383","2"
"Good","2010","Single parent ","995","0.426946061295733","0.407086469090899","0.446805653500567","2"
"Good","2010","Couple + C. LE 16 ","3749","0.495316475582059","0.484208026506337","0.50642492465778","2"
"Good","2010","Couple + C. GT 16 ","1272","0.405492466020615","0.387846408725633","0.423138523315597","2"
"Good","2010","Couple + C. LE and GT 16","841","0.484817114422445","0.461632564703388","0.508001664141502","2"
"Poor","2010","1-pers.-HH","537","0.194072035004302","0.179298834980127","0.208845235028478","4"
"Poor","2010","(Married) couple without C. ","1140","0.19015387086828","0.180488974812314","0.199818766924247","4"
"Poor","2010","Single parent ","300","0.121317529778904","0.108208702828447","0.13442635672936","4"
"Poor","2010","Couple + C. LE 16 ","634","0.0928349732960448","0.0863873235762145","0.0992826230158752","4"
"Poor","2010","Couple + C. GT 16 ","303","0.0894462617434845","0.079189470955747","0.099703052531222","4"
"Poor","2010","Couple + C. LE and GT 16","172","0.0891944400716625","0.0759720273479929","0.102416852795332","4"
"Satisfactory","2010","(Married) couple without C. ","2435","0.381204636786001","0.369242852681643","0.39316642089036","3"
"Satisfactory","2010","1-pers.-HH","961","0.347232121028492","0.329447921600854","0.36501632045613","3"
"Satisfactory","2010","Single parent ","621","0.256354304585017","0.238824002047953","0.27388460712208","3"
"Satisfactory","2010","Couple + C. LE 16 ","1908","0.256197373076472","0.246498558245314","0.265896187907629","3"
"Satisfactory","2010","Couple + C. GT 16 ","975","0.347059443007208","0.329950768483686","0.36416811753073","3"
"Satisfactory","2010","Couple + C. LE and GT 16","448","0.241151945183735","0.221306914346272","0.260996976021198","3"
"Very good","2010","1-pers.-HH","181","0.074838632403442","0.0650094668190076","0.0846677979878763","1"
"Very good","2010","(Married) couple without C. ","358","0.0620533648467749","0.0561116052003357","0.0679951244932141","1"
"Very good","2010","Single parent ","379","0.159249197314361","0.14455796111662","0.173940433512102","1"
"Very good","2010","Couple + C. LE 16 ","1380","0.141177717289028","0.133441347728113","0.148914086849943","1"
"Very good","2010","Couple + C. LE and GT 16","294","0.162753084039825","0.145628486543128","0.179877681536522","1"
"Very good","2010","Couple + C. GT 16 ","346","0.129003047342776","0.116955853136594","0.141050241548957","1"
"Bad ","2011","(Married) couple without C. ","410","0.0476108454618522","0.0429838104208421","0.0522378805028622","5"
"Bad ","2011","1-pers.-HH","228","0.0653044655398411","0.0572305463976368","0.0733783846820453","5"
"Bad ","2011","Single parent ","113","0.0406142457872415","0.0335565703594109","0.0476719212150721","5"
"Bad ","2011","Couple + C. LE 16 ","129","0.0184757426729423","0.0155266847411279","0.0214248006047568","5"
"Bad ","2011","Couple + C. GT 16 ","103","0.0265924018875015","0.0211947347925415","0.0319900689824616","5"
"Bad ","2011","Couple + C. LE and GT 16","34","0.01265468779341","0.00810230193802891","0.017207073648791","5"
"Good","2011","1-pers.-HH","1168","0.326223807350041","0.310902580994917","0.341545033705166","2"
"Good","2011","(Married) couple without C. ","2749","0.333130943418579","0.322889282537312","0.343372604299845","2"
"Good","2011","Single parent ","1210","0.400180183683259","0.382663009549086","0.417697357817432","2"
"Good","2011","Couple + C. LE 16 ","4043","0.510024096755216","0.499076607143215","0.520971586367217","2"
"Good","2011","Couple + C. GT 16 ","1429","0.401149351226177","0.384705927197015","0.417592775255339","2"
"Good","2011","Couple + C. LE and GT 16","1044","0.452261120392137","0.431990818109567","0.472531422674707","2"
"Poor","2011","1-pers.-HH","661","0.186344876601154","0.173619906160453","0.199069847041855","4"
"Poor","2011","(Married) couple without C. ","1403","0.180440773320039","0.172084740580594","0.188796806059484","4"
"Poor","2011","Single parent ","435","0.137828656224166","0.125503500764349","0.150153811683983","4"
"Poor","2011","Couple + C. LE 16 ","698","0.0865879964590771","0.0804292257500131","0.0927467671681411","4"
