"m11126","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Very good","2000","Couple + C. LE and GT 16","indirect migration background","43","0.288950947836479","0.210731440092687","0.367170455580271","1"
"Bad ","2001","1-pers.-HH","direct migration background","23","","","","5"
"Bad ","2001","1-pers.-HH","no migration background","166","0.0681037353011421","0.0585569875070012","0.077650483095283","5"
"Bad ","2001","1-pers.-HH","indirect migration background","2","","","","5"
"Bad ","2001","(Married) couple without C. ","no migration background","281","0.0489963090473492","0.043552505984446","0.0544401121102524","5"
"Bad ","2001","(Married) couple without C. ","direct migration background","47","0.0657309912707906","0.0481243374640603","0.0833376450775209","5"
"Bad ","2001","(Married) couple without C. ","indirect migration background","","","","","5"
"Bad ","2001","Single parent ","no migration background","28","","","","5"
"Bad ","2001","Single parent ","direct migration background","8","","","","5"
"Bad ","2001","Single parent ","indirect migration background","","","","","5"
"Bad ","2001","Couple + C. LE 16 ","no migration background","39","0.0117539878904872","0.00831363833902035","0.015194337441954","5"
"Bad ","2001","Couple + C. LE 16 ","direct migration background","10","","","","5"
"Bad ","2001","Couple + C. LE 16 ","indirect migration background","2","","","","5"
"Bad ","2001","Couple + C. GT 16 ","no migration background","79","0.0287043103303991","0.0226799245421012","0.0347286961186969","5"
"Bad ","2001","Couple + C. GT 16 ","direct migration background","14","","","","5"
"Bad ","2001","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Bad ","2001","Couple + C. LE and GT 16","no migration background","24","","","","5"
"Bad ","2001","Couple + C. LE and GT 16","direct migration background","7","","","","5"
"Bad ","2001","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Good","2001","1-pers.-HH","no migration background","930","0.327784449667224","0.30999614134272","0.345572757991727","2"
"Good","2001","1-pers.-HH","direct migration background","67","0.236185547432236","0.182561429066065","0.289809665798407","2"
"Good","2001","1-pers.-HH","indirect migration background","45","0.39274593572624","0.296057147358977","0.489434724093502","2"
"Good","2001","(Married) couple without C. ","no migration background","1901","0.29512266542154","0.283620286325276","0.306625044517805","2"
"Good","2001","(Married) couple without C. ","direct migration background","201","0.262011977795525","0.230769822133669","0.293254133457381","2"
"Good","2001","(Married) couple without C. ","indirect migration background","60","0.466000158731207","0.37235217348956","0.559648143972854","2"
"Good","2001","Single parent ","no migration background","378","0.412931850024569","0.381116432427395","0.444747267621742","2"
"Good","2001","Single parent ","direct migration background","55","0.4110821741941","0.332078620074816","0.490085728313384","2"
"Good","2001","Single parent ","indirect migration background","25","","","","2"
"Good","2001","Couple + C. LE 16 ","no migration background","1994","0.510530433642313","0.494573439668545","0.526487427616081","2"
"Good","2001","Couple + C. LE 16 ","direct migration background","417","0.503726428335675","0.469773007773342","0.537679848898009","2"
"Good","2001","Couple + C. LE 16 ","indirect migration background","84","0.525231536455521","0.448571218232243","0.601891854678799","2"
"Good","2001","Couple + C. GT 16 ","no migration background","1262","0.421970872105864","0.404152025677047","0.439789718534682","2"
"Good","2001","Couple + C. GT 16 ","direct migration background","207","0.475127329355778","0.430406245518628","0.519848413192929","2"
"Good","2001","Couple + C. GT 16 ","indirect migration background","96","0.460741965692206","0.393801999779944","0.527681931604467","2"
"Good","2001","Couple + C. LE and GT 16","no migration background","621","0.466691904637269","0.439930328983395","0.493453480291142","2"
"Good","2001","Couple + C. LE and GT 16","direct migration background","140","0.502607469967701","0.446768572889723","0.558446367045678","2"
"Good","2001","Couple + C. LE and GT 16","indirect migration background","47","0.440778807038053","0.346707242808335","0.53485037126777","2"
"Poor","2001","1-pers.-HH","direct migration background","48","0.214740522899628","0.162895966109041","0.266585079690215","4"
"Poor","2001","1-pers.-HH","no migration background","435","0.165872481267941","0.15177668568096","0.179968276854922","4"
"Poor","2001","1-pers.-HH","indirect migration background","5","","","","4"
"Poor","2001","(Married) couple without C. ","no migration background","1025","0.177147448552474","0.167518960794574","0.186775936310374","4"
"Poor","2001","(Married) couple without C. ","direct migration background","175","0.251781262159874","0.220943578015186","0.282618946304562","4"
"Poor","2001","(Married) couple without C. ","indirect migration background","7","","","","4"
"Poor","2001","Single parent ","no migration background","108","0.121796911577754","0.100663491033102","0.142930332122405","4"
"Poor","2001","Single parent ","direct migration background","20","","","","4"
"Poor","2001","Single parent ","indirect migration background","2","","","","4"
"Poor","2001","Couple + C. LE 16 ","no migration background","265","0.0769886200021118","0.0684793126343039","0.0854979273699198","4"
"Poor","2001","Couple + C. LE 16 ","direct migration background","62","0.0695943561731646","0.0523141559957017","0.0868745563506276","4"
"Poor","2001","Couple + C. LE 16 ","indirect migration background","7","","","","4"
"Poor","2001","Couple + C. GT 16 ","no migration background","297","0.102071441432412","0.0911485780329397","0.112994304831884","4"
"Poor","2001","Couple + C. GT 16 ","direct migration background","62","0.111400542976528","0.0832246940584972","0.139576391894559","4"
"Poor","2001","Couple + C. GT 16 ","indirect migration background","15","","","","4"
"Poor","2001","Couple + C. LE and GT 16","no migration background","100","0.0684753987786783","0.0549275011077016","0.082023296449655","4"
"Poor","2001","Couple + C. LE and GT 16","direct migration background","32","0.0969128812491388","0.063873773570281","0.129951988927997","4"
"Poor","2001","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Satisfactory","2001","1-pers.-HH","no migration background","902","0.346815343624487","0.328778799168197","0.364851888080778","3"
"Satisfactory","2001","1-pers.-HH","direct migration background","78","0.34344030744731","0.283488495928568","0.403392118966053","3"
"Satisfactory","2001","1-pers.-HH","indirect migration background","26","","","","3"
"Satisfactory","2001","(Married) couple without C. ","no migration background","2418","0.410317353917717","0.397912297667826","0.422722410167608","3"
"Satisfactory","2001","(Married) couple without C. ","direct migration background","280","0.342883108219975","0.309158250699662","0.376607965740288","3"
"Satisfactory","2001","(Married) couple without C. ","indirect migration background","26","","","","3"
"Satisfactory","2001","Single parent ","no migration background","269","0.281039507522278","0.251993236968922","0.310085778075634","3"
"Satisfactory","2001","Single parent ","direct migration background","39","0.197566812783187","0.133635091904593","0.261498533661782","3"
"Satisfactory","2001","Single parent ","indirect migration background","20","","","","3"
"Satisfactory","2001","Couple + C. LE 16 ","no migration background","1043","0.286519430214795","0.27208679846911","0.300952061960479","3"
"Satisfactory","2001","Couple + C. LE 16 ","direct migration background","220","0.263043812806801","0.233144550691373","0.292943074922229","3"
"Satisfactory","2001","Couple + C. LE 16 ","indirect migration background","41","0.27505768069284","0.206506032093012","0.343609329292668","3"
"Satisfactory","2001","Couple + C. GT 16 ","no migration background","931","0.307311305888881","0.290664849207846","0.323957762569916","3"
"Satisfactory","2001","Couple + C. GT 16 ","direct migration background","143","0.239843839575483","0.201605763927401","0.278081915223565","3"
"Satisfactory","2001","Couple + C. GT 16 ","indirect migration background","31","0.175929985782851","0.124795925525524","0.227064046040178","3"
"Satisfactory","2001","Couple + C. LE and GT 16","no migration background","365","0.259257544596291","0.23575002654087","0.282765062651711","3"
"Satisfactory","2001","Couple + C. LE and GT 16","direct migration background","84","0.230122249676783","0.183115207755857","0.27712929159771","3"
"Satisfactory","2001","Couple + C. LE and GT 16","indirect migration background","15","","","","3"
"Very good","2001","1-pers.-HH","no migration background","242","0.0914239901392062","0.0805021223129329","0.10234585796548","1"
"Very good","2001","1-pers.-HH","direct migration background","25","","","","1"
"Very good","2001","1-pers.-HH","indirect migration background","20","","","","1"
"Very good","2001","(Married) couple without C. ","no migration background","415","0.06841622306092","0.0620494388918594","0.0747830072299805","1"
"Very good","2001","(Married) couple without C. ","direct migration background","58","0.0775926605538354","0.0585850528796111","0.0966002682280597","1"
"Very good","2001","(Married) couple without C. ","indirect migration background","16","","","","1"
"Very good","2001","Single parent ","no migration background","137","0.151641235045538","0.128464481139926","0.17481798895115","1"
"Very good","2001","Single parent ","direct migration background","27","","","","1"
"Very good","2001","Single parent ","indirect migration background","11","","","","1"
"Very good","2001","Couple + C. LE 16 ","no migration background","429","0.114207528250293","0.104054612682716","0.124360443817871","1"
"Very good","2001","Couple + C. LE 16 ","direct migration background","124","0.147679278536963","0.123586499651507","0.171772057422418","1"
"Very good","2001","Couple + C. LE 16 ","indirect migration background","29","","","","1"
"Very good","2001","Couple + C. GT 16 ","no migration background","382","0.139942070242444","0.127425034692862","0.152459105792025","1"
