"m11126","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Very good","2003","Part Time","Male","219","0.132895160054559","0.115951926727183","0.149838393381934"
"Very good","2003","Part Time","Female","359","0.0894723286456263","0.0801434553580092","0.0988012019332434"
"Very good","2003","Not Working","Male","293","0.0752047532414094","0.0660617232270073","0.0843477832558114"
"Very good","2003","Not Working","Female","333","0.0544150276167312","0.0481319995016549","0.0606980557318074"
"Good","2003","Full Time","Male","3013","0.491412572874139","0.478732244592141","0.504092901156137"
"Good","2003","Full Time","Female","1438","0.482601126823208","0.464556885577423","0.500645368068994"
"Good","2003","Part Time","Male","696","0.431390130003111","0.406670144976473","0.456110115029748"
"Good","2003","Part Time","Female","1706","0.459254883464474","0.442967120364904","0.475542646564044"
"Good","2003","Not Working","Male","899","0.274777956612353","0.259301513753778","0.290254399470927"
"Good","2003","Not Working","Female","1555","0.270918143608183","0.258607904566181","0.283228382650185"
"Satisfactory","2003","Full Time","Male","1749","0.30175515398768","0.290112398600571","0.313397909374789"
"Satisfactory","2003","Full Time","Female","857","0.295514360064117","0.27903815885155","0.311990561276685"
"Satisfactory","2003","Part Time","Male","435","0.298400471010701","0.275562879493249","0.321238062528153"
"Satisfactory","2003","Part Time","Female","1098","0.318176010787762","0.302952735379616","0.333399286195909"
"Satisfactory","2003","Not Working","Male","1155","0.376096222579448","0.359302267044343","0.392890178114554"
"Satisfactory","2003","Not Working","Female","1754","0.364542373317962","0.351210947455165","0.377873799180759"
"Poor","2003","Full Time","Male","452","0.0767106194288663","0.0699603482443486","0.083460890613384"
"Poor","2003","Full Time","Female","254","0.0898352673158379","0.0795096707251206","0.100160863906555"
"Poor","2003","Part Time","Male","153","0.108670560655815","0.0931366435439878","0.124204477767643"
"Poor","2003","Part Time","Female","384","0.118180088730793","0.107628925160439","0.128731252301146"
"Poor","2003","Not Working","Male","607","0.193782925908663","0.180079522090566","0.20748632972676"
"Poor","2003","Not Working","Female","1007","0.222024647713417","0.21051285902325","0.233536436403584"
"Bad ","2003","Full Time","Male","66","0.013246859738157","0.010346944640849","0.0161467748354651"
"Bad ","2003","Full Time","Female","35","0.0147823592370496","0.0104245352446984","0.0191401832294009"
"Bad ","2003","Part Time","Male","39","0.0286436782758145","0.0203181924990044","0.0369691640526245"
"Bad ","2003","Part Time","Female","49","0.0149166883713443","0.0109547205969791","0.0188786561457095"
"Bad ","2003","Not Working","Male","242","0.0801381416581265","0.0707251939721402","0.0895510893441129"
"Bad ","2003","Not Working","Female","358","0.0880998077437063","0.0802488899614024","0.0959507255260102"
"Very good","2004","Full Time","Male","646","0.119790072528021","0.111324612574515","0.128255532481527"
"Very good","2004","Full Time","Female","326","0.117831588430314","0.105919369627664","0.129743807232964"
"Very good","2004","Part Time","Male","223","0.151637353781673","0.133492577727994","0.169782129835353"
"Very good","2004","Part Time","Female","356","0.109194008505351","0.0988996827659788","0.119488334244723"
"Very good","2004","Not Working","Male","300","0.0780351880247365","0.0688291003807832","0.0872412756686897"
"Very good","2004","Not Working","Female","357","0.057564139477903","0.051067714041339","0.064060564914467"
"Good","2004","Full Time","Male","2828","0.481563801207318","0.468537485780818","0.494590116633817"
"Good","2004","Full Time","Female","1384","0.460351749483436","0.441936130106131","0.47876736886074"
"Good","2004","Part Time","Male","675","0.420807779423701","0.39583246382378","0.445783095023622"
"Good","2004","Part Time","Female","1665","0.430963954747641","0.41461848900788","0.447309420487403"
"Good","2004","Not Working","Male","935","0.258930333828518","0.243895671597496","0.27396499605954"
"Good","2004","Not Working","Female","1499","0.266747738432458","0.254412440971048","0.279083035893868"
"Satisfactory","2004","Full Time","Male","1665","0.296141529245552","0.284238997661138","0.308044060829965"
"Satisfactory","2004","Full Time","Female","795","0.285261038544402","0.268577775307952","0.301944301780852"
"Satisfactory","2004","Part Time","Male","411","0.27053061523557","0.248057178597952","0.293004051873187"
"Satisfactory","2004","Part Time","Female","1077","0.320737570786203","0.30533118914629","0.336143952426117"
"Satisfactory","2004","Not Working","Male","1169","0.371873935044358","0.355285937247513","0.388461932841203"
"Satisfactory","2004","Not Working","Female","1697","0.353061000062777","0.339731032636145","0.366390967489409"
"Poor","2004","Full Time","Male","447","0.0881261186715768","0.0807357394453079","0.0955164978978458"
"Poor","2004","Full Time","Female","279","0.120130366143631","0.108118192277454","0.132142540009809"
"Poor","2004","Part Time","Male","147","0.117233764529285","0.100959290664485","0.133508238394085"
"Poor","2004","Part Time","Female","378","0.121587890316437","0.110800875985774","0.132374904647099"
"Poor","2004","Not Working","Male","593","0.200289078631261","0.186552839602836","0.214025317659686"
"Poor","2004","Not Working","Female","1014","0.233370781612973","0.221573322732293","0.245168240493652"
"Bad ","2004","Full Time","Male","66","0.0143784783475327","0.0112749296281302","0.0174820270669351"
"Bad ","2004","Full Time","Female","30","0.0164252573982166","0.0117290656570674","0.0211214491393659"
"Bad ","2004","Part Time","Male","45","0.0397904870297716","0.0299019880177292","0.0496789860418141"
"Bad ","2004","Part Time","Female","50","0.0175165756443679","0.0131865132189065","0.0218466380698293"
"Bad ","2004","Not Working","Male","264","0.0908714644711268","0.0810064188057774","0.100736510136476"
"Bad ","2004","Not Working","Female","371","0.0892563404138895","0.0813040878528997","0.0972085929748793"
"Very good","2005","Full Time","Male","542","0.100673054911502","0.0926079796307605","0.108738130192244"
"Very good","2005","Full Time","Female","322","0.134610173391802","0.121681060130784","0.147539286652821"
"Very good","2005","Part Time","Male","178","0.136746881434365","0.118684771373947","0.154808991494783"
"Very good","2005","Part Time","Female","334","0.0835999270183681","0.074338386337227","0.0928614676995092"
"Very good","2005","Not Working","Male","267","0.0702309795635466","0.0613438861962994","0.0791180729307939"
"Very good","2005","Not Working","Female","309","0.0554167583153219","0.0488903871724725","0.0619431294581713"
"Good","2005","Full Time","Male","2588","0.470852463790614","0.457473458922444","0.484231468658785"
"Good","2005","Full Time","Female","1277","0.441814510398594","0.42300258861836","0.460626432178829"
"Good","2005","Part Time","Male","607","0.412616680508915","0.386736048005936","0.438497313011895"
"Good","2005","Part Time","Female","1609","0.45040191710172","0.433753979026992","0.467049855176448"
"Good","2005","Not Working","Male","831","0.240575002930476","0.225709639268979","0.255440366591974"
"Good","2005","Not Working","Female","1423","0.270655180214187","0.257981413348443","0.283328947079931"
"Satisfactory","2005","Full Time","Male","1681","0.315264327192006","0.302810813801375","0.327717840582637"
"Satisfactory","2005","Full Time","Female","789","0.305978654193783","0.288522205973474","0.323435102414093"
"Satisfactory","2005","Part Time","Male","427","0.3007153217028","0.276608193614665","0.324822449790936"
"Satisfactory","2005","Part Time","Female","1060","0.328376474003528","0.312662475775649","0.344090472231407"
"Satisfactory","2005","Not Working","Male","1181","0.374590861843602","0.357757589699536","0.391424133987667"
"Satisfactory","2005","Not Working","Female","1655","0.356749914446931","0.343085124632971","0.370414704260891"
"Poor","2005","Full Time","Male","478","0.101178525481606","0.0930955010417224","0.109261549921489"
"Poor","2005","Full Time","Female","246","0.097772858567811","0.0865218616512647","0.109023855484357"
"Poor","2005","Part Time","Male","143","0.119460904082636","0.102410765581949","0.136511042583323"
"Poor","2005","Part Time","Female","372","0.118934969018399","0.108103272182586","0.129766665854211"
"Poor","2005","Not Working","Male","628","0.216756667174521","0.202426791256263","0.231086543092779"
"Poor","2005","Not Working","Female","1004","0.236351607928383","0.22423287841555","0.248470337441216"
"Bad ","2005","Full Time","Male","58","0.0120316286242715","0.00910931563268545","0.0149539416158576"
"Bad ","2005","Full Time","Female","43","0.0198238034480093","0.0145433712237422","0.0251042356722764"
"Bad ","2005","Part Time","Male","35","0.030460212271283","0.0214260066340683","0.0394944179084977"
"Bad ","2005","Part Time","Female","56","0.0186867128579854","0.0141555671525733","0.0232178585633976"
"Bad ","2005","Not Working","Male","269","0.0978464884878545","0.0875136250835916","0.108179351892117"
"Bad ","2005","Not Working","Female","330","0.0808265390951763","0.0730514241062896","0.0886016540840631"
"Very good","2006","Full Time","Male","569","0.107116517689232","0.0990238393718425","0.115209196006621"
"Very good","2006","Full Time","Female","317","0.119088577130381","0.107155401096891","0.131021753163871"
"Very good","2006","Part Time","Male","186","0.126374696851166","0.109074309324127","0.143675084378205"
"Very good","2006","Part Time","Female","352","0.0981451592153757","0.0884360858638406","0.107854232566911"
"Very good","2006","Not Working","Male","337","0.0875513572443605","0.0783568081773215","0.0967459063113995"
"Very good","2006","Not Working","Female","363","0.0656233384216465","0.0589264065078353","0.0723202703354578"
"Good","2006","Full Time","Male","2771","0.483609165273874","0.470532313994693","0.496686016553055"
"Good","2006","Full Time","Female","1314","0.445727661234395","0.427415008103334","0.464040314365456"
"Good","2006","Part Time","Male","633","0.41093676043366","0.385319562548329","0.43655395831899"
"Good","2006","Part Time","Female","1631","0.423094726332234","0.406971717926366","0.439217734738101"
"Good","2006","Not Working","Male","1042","0.264431117836643","0.250084063829512","0.278778171843773"
"Good","2006","Not Working","Female","1606","0.270208412134484","0.258198644865545","0.282218179403422"
"Satisfactory","2006","Full Time","Male","1757","0.312292109777477","0.300165227272321","0.324418992282634"
"Satisfactory","2006","Full Time","Female","887","0.316399980086026","0.299265373777712","0.33353458639434"
"Satisfactory","2006","Part Time","Male","417","0.311118138311056","0.287013633915088","0.335222642707025"
"Satisfactory","2006","Part Time","Female","1193","0.344801633167182","0.329290408793181","0.360312857541182"
"Satisfactory","2006","Not Working","Male","1285","0.363967942117933","0.34831608595977","0.379619798276096"
"Satisfactory","2006","Not Working","Female","1797","0.352319125127413","0.339399962110236","0.36523828814459"
"Poor","2006","Full Time","Male","462","0.0853174237241913","0.0780073672862091","0.0926274801621734"
"Poor","2006","Full Time","Female","270","0.0998929215549673","0.0888452865032553","0.110940556606679"
"Poor","2006","Part Time","Male","126","0.104952337113149","0.088994195879936","0.120910478346362"
"Poor","2006","Part Time","Female","373","0.116910952968873","0.106425073309206","0.127396832628541"
"Poor","2006","Not Working","Male","669","0.187851762877652","0.175145434672763","0.200558091082541"
"Poor","2006","Not Working","Female","1076","0.22322391617619","0.211962214552661","0.23448561779972"
"Bad ","2006","Full Time","Male","51","0.0116647835352254","0.00885510173970504","0.0144744653307458"
"Bad ","2006","Full Time","Female","42","0.0188908599942302","0.0138750693765341","0.0239066506119263"
"Bad ","2006","Part Time","Male","55","0.0466180672909691","0.035641317701543","0.0575948168803953"
"Bad ","2006","Part Time","Female","58","0.0170475283163352","0.012823060657511","0.0212719959751594"
"Bad ","2006","Not Working","Male","297","0.0961978199234111","0.0866057113530508","0.105789928493771"
"Bad ","2006","Not Working","Female","410","0.0886252081402664","0.0809389870526949","0.096311429227838"
"Very good","2007","Full Time","Male","467","0.0925365109937579","0.0846859196234701","0.100387102364046"
"Very good","2007","Full Time","Female","268","0.100730087752327","0.0892318896662308","0.112228285838422"
"Very good","2007","Part Time","Male","162","0.118364747996454","0.100743338962034","0.135986157030873"
"Very good","2007","Part Time","Female","317","0.0898208024404896","0.080243722092236","0.0993978827887433"
"Very good","2007","Not Working","Male","323","0.0829586281673231","0.0737455485319366","0.0921717078027097"
"Very good","2007","Not Working","Female","347","0.0712195937752728","0.064010273145519","0.0784289144050267"
"Good","2007","Full Time","Male","2644","0.494474950533482","0.480930084315322","0.508019816751642"
"Good","2007","Full Time","Female","1251","0.468730500693087","0.449666054345475","0.487794947040698"
"Good","2007","Part Time","Male","567","0.433742024454207","0.406708175250497","0.460775873657916"
"Good","2007","Part Time","Female","1578","0.427187532405165","0.410618515973024","0.443756548837307"
"Good","2007","Not Working","Male","965","0.250052157210074","0.235587424509297","0.264516889910851"
"Good","2007","Not Working","Female","1456","0.26259992104675","0.250264983417192","0.274934858676308"
"Satisfactory","2007","Full Time","Male","1620","0.314232438391623","0.301656360786381","0.326808515996864"
"Satisfactory","2007","Full Time","Female","835","0.31233309247942","0.294627795659846","0.330038389298994"
"Satisfactory","2007","Part Time","Male","394","0.310312535654973","0.285077100610671","0.335547970699275"
"Satisfactory","2007","Part Time","Female","1126","0.341663118236938","0.325777491411619","0.357548745062257"
"Satisfactory","2007","Not Working","Male","1191","0.358143833510726","0.342128824859693","0.37415884216176"
"Satisfactory","2007","Not Working","Female","1735","0.36854363366083","0.355021220467039","0.382066046854622"
"Poor","2007","Full Time","Male","447","0.0868453824756769","0.0792162218670947","0.0944745430842591"
"Poor","2007","Full Time","Female","244","0.103248053961561","0.0916233406849836","0.114872767238139"
"Poor","2007","Part Time","Male","132","0.112195831727212","0.0949798449289788","0.129411818525444"
"Poor","2007","Part Time","Female","352","0.122425770245207","0.111446851615088","0.133404688875325"
"Poor","2007","Not Working","Male","695","0.220961815880153","0.207103273084872","0.234820358675434"
"Poor","2007","Not Working","Female","1008","0.222263843552661","0.210609478238071","0.233918208867251"
"Bad ","2007","Full Time","Male","56","0.0119107176054604","0.00897172637531295","0.0148497088356078"
"Bad ","2007","Full Time","Female","34","0.0149582651136049","0.010320880920823","0.0195956493063868"
"Bad ","2007","Part Time","Male","36","0.0253848601671547","0.0168048276384768","0.0339648926958326"
"Bad ","2007","Part Time","Female","51","0.0189027766722002","0.0143413569288963","0.0234641964155041"
"Bad ","2007","Not Working","Male","269","0.0878835652317234","0.0784264527688266","0.0973406776946202"
"Bad ","2007","Not Working","Female","343","0.0753730079644863","0.0679730495398773","0.0827729663890952"
"Very good","2008","Full Time","Male","504","0.104393581457879","0.0958875359489116","0.112899626966846"
"Very good","2008","Full Time","Female","275","0.110831389223743","0.0985941625080587","0.123068615939427"
"Very good","2008","Part Time","Male","161","0.136890891845094","0.117523304103505","0.156258479586683"
"Very good","2008","Part Time","Female","308","0.0994151286383523","0.0890673081593155","0.109762949117389"
"Very good","2008","Not Working","Male","245","0.0785176028375856","0.0692008523464968","0.0878343533286744"
"Very good","2008","Not Working","Female","309","0.0630505106874006","0.0559804594972584","0.0701205618775428"
"Good","2008","Full Time","Male","2410","0.474059558926203","0.460169088895967","0.487950028956438"
"Good","2008","Full Time","Female","1173","0.441293548456343","0.421937567394915","0.460649529517772"
"Good","2008","Part Time","Male","545","0.433901571871097","0.405976326869983","0.461826816872212"
"Good","2008","Part Time","Female","1495","0.438496219456221","0.421336128252103","0.455656310660339"
"Good","2008","Not Working","Male","908","0.265597558488798","0.250300197249237","0.280894919728359"
"Good","2008","Not Working","Female","1331","0.268104285925316","0.255218923307049","0.280989648543582"
"Satisfactory","2008","Full Time","Male","1551","0.313429791893038","0.300525183822791","0.326334399963286"
"Satisfactory","2008","Full Time","Female","783","0.325076249183776","0.30681714225396","0.343335356113592"
"Satisfactory","2008","Part Time","Male","353","0.287662513652006","0.262156655438447","0.313168371865566"
"Satisfactory","2008","Part Time","Female","996","0.320765971198212","0.304623716883884","0.33690822551254"
"Satisfactory","2008","Not Working","Male","1153","0.364380324832424","0.347711171074751","0.381049478590096"
"Satisfactory","2008","Not Working","Female","1608","0.374941657786791","0.360859724253667","0.389023591319915"
"Poor","2008","Full Time","Male","443","0.0949905106170098","0.0868341037388907","0.103146917495129"
"Poor","2008","Full Time","Female","269","0.109144744688603","0.0969894765376746","0.121300012839532"
"Poor","2008","Part Time","Male","117","0.118881984270139","0.100645947085887","0.137118021454391"
"Poor","2008","Part Time","Female","361","0.121673722866803","0.110368303968093","0.132979141765513"
"Poor","2008","Not Working","Male","632","0.206251262541486","0.192236773805673","0.2202657512773"
"Poor","2008","Not Working","Female","982","0.215638195834255","0.203675164843739","0.227601226824771"
"Bad ","2008","Full Time","Male","56","0.0131265571058711","0.00996035705313647","0.0162927571586057"
"Bad ","2008","Full Time","Female","28","","",""
"Bad ","2008","Part Time","Male","34","0.0226630383616639","0.0142773902401037","0.031048686483224"
"Bad ","2008","Part Time","Female","52","0.0196489578404117","0.0148491827166071","0.0244487329642163"
"Bad ","2008","Not Working","Male","264","0.0852532512997068","0.0755806488172158","0.0949258537821977"
"Bad ","2008","Not Working","Female","310","0.0782653497662375","0.0704525285409981","0.0860781709914768"
"Very good","2009","Full Time","Male","406","0.0934523953086825","0.085024656362028","0.101880134255337"
"Very good","2009","Full Time","Female","267","0.117203873300679","0.104380243931669","0.130027502669688"
"Very good","2009","Part Time","Male","148","0.101867399845933","0.0845578040839823","0.119176995607884"
"Very good","2009","Part Time","Female","262","0.0919915588649747","0.0817396763405673","0.102243441389382"
"Very good","2009","Not Working","Male","228","0.0833815239250736","0.0734854827326782","0.0932775651174689"
"Very good","2009","Not Working","Female","259","0.0560613237184229","0.0490173346460532","0.0631053127907927"
"Good","2009","Full Time","Male","2213","0.468284486996273","0.453836241919519","0.482732732073026"
"Good","2009","Full Time","Female","1119","0.432956389916402","0.413203071108486","0.452709708724319"
"Good","2009","Part Time","Male","511","0.428709441578385","0.400388405817884","0.457030477338886"
"Good","2009","Part Time","Female","1382","0.428331797164304","0.410778978552848","0.44588461577576"
"Good","2009","Not Working","Male","821","0.269479672751177","0.253597444437208","0.285361901065147"
"Good","2009","Not Working","Female","1126","0.245527996050145","0.232348852658618","0.258707139441672"
"Satisfactory","2009","Full Time","Male","1490","0.331672617957901","0.318040291257862","0.34530494465794"
"Satisfactory","2009","Full Time","Female","768","0.345485906044607","0.326528258931134","0.36444355315808"
"Satisfactory","2009","Part Time","Male","367","0.326146578939319","0.29931858389443","0.352974573984208"
"Satisfactory","2009","Part Time","Female","1029","0.34996843306611","0.333049758019538","0.366887108112682"
"Satisfactory","2009","Not Working","Male","1148","0.370913661575979","0.353622513954765","0.388204809197193"
"Satisfactory","2009","Not Working","Female","1498","0.38027916424381","0.365414181021106","0.395144147466515"
"Poor","2009","Full Time","Male","414","0.0956621918574809","0.0871457917589307","0.104178591956031"
"Poor","2009","Full Time","Female","234","0.0899450791480667","0.0785391079358906","0.101351050360243"
"Poor","2009","Part Time","Male","114","0.114546305194228","0.0963210946231893","0.132771515765267"
"Poor","2009","Part Time","Female","334","0.113564295381048","0.102309717404403","0.124818873357693"
"Poor","2009","Not Working","Male","577","0.200216024659182","0.185891901615118","0.214540147703247"
"Poor","2009","Not Working","Female","905","0.231107648411212","0.218199764860601","0.244015531961822"
"Bad ","2009","Full Time","Male","59","0.0109283078796628","0.00791800013726956","0.013938615622056"
"Bad ","2009","Full Time","Female","29","","",""
"Bad ","2009","Part Time","Male","33","0.0287302744421349","0.0191706925432619","0.038289856341008"
"Bad ","2009","Part Time","Female","46","0.0161439155235629","0.0116734277141228","0.020614403333003"
"Bad ","2009","Not Working","Male","224","0.0760091170885879","0.0665227710258716","0.0854954631513041"
"Bad ","2009","Not Working","Female","309","0.0870238675764097","0.0783928100463979","0.0956549251064216"
"Very good","2010","Full Time","Male","820","0.10578976327705","0.0982105323674497","0.113368994186651"
"Very good","2010","Full Time","Female","371","0.112492421401665","0.101035823969628","0.123949018833702"
"Very good","2010","Part Time","Male","233","0.137672844359877","0.120645618232336","0.154700070487419"
"Very good","2010","Part Time","Female","656","0.119858232840252","0.11065260198516","0.129063863695344"
"Very good","2010","Not Working","Male","311","0.0837862343730597","0.0742238108701287","0.0933486578759906"
"Very good","2010","Not Working","Female","594","0.0672475362130963","0.0606773970863437","0.0738176753398488"
"Good","2010","Full Time","Male","3062","0.473452686571956","0.461148851796624","0.485756521347289"
"Good","2010","Full Time","Female","1330","0.43632536087145","0.418343796948693","0.454306924794207"
"Good","2010","Part Time","Male","675","0.390341961906501","0.366234610301692","0.41444931351131"
"Good","2010","Part Time","Female","2192","0.4278935740994","0.413870294270973","0.441916853927827"
"Good","2010","Not Working","Male","916","0.260843419308747","0.245688926787677","0.275997911829816"
"Good","2010","Not Working","Female","1786","0.246734682697914","0.235425212478318","0.25804415291751"
"Satisfactory","2010","Full Time","Male","1849","0.312928901811797","0.301502560952769","0.324355242670825"
"Satisfactory","2010","Full Time","Female","882","0.325434081586382","0.30844571204706","0.342422451125704"
"Satisfactory","2010","Part Time","Male","447","0.313177305980205","0.290258014386733","0.336096597573678"
"Satisfactory","2010","Part Time","Female","1340","0.31179786007145","0.29866867169503","0.32492704844787"
"Satisfactory","2010","Not Working","Male","1118","0.357551412343147","0.341010034965614","0.374092789720679"
"Satisfactory","2010","Not Working","Female","1842","0.370438658620692","0.357770008198321","0.383107309043062"
"Poor","2010","Full Time","Male","518","0.0939182975033631","0.086729731195592","0.101106863811134"
"Poor","2010","Full Time","Female","297","0.110864115960401","0.0994803081951595","0.122247923725642"
"Poor","2010","Part Time","Male","170","0.119109669890533","0.103102367045773","0.135116972735293"
"Poor","2010","Part Time","Female","521","0.122821263917112","0.113518240076646","0.132124287757578"
"Poor","2010","Not Working","Male","644","0.21983116776733","0.205538208266976","0.234124127267685"
"Poor","2010","Not Working","Female","995","0.222568399875471","0.211656106802599","0.233480692948343"
"Bad ","2010","Full Time","Male","77","0.0139103508358332","0.0110242550607299","0.0167964466109365"
"Bad ","2010","Full Time","Female","42","0.0148840201801025","0.0104935423119191","0.0192744980482859"
"Bad ","2010","Part Time","Male","48","0.0396982178628836","0.0300494223491753","0.0493470133765919"
"Bad ","2010","Part Time","Female","73","0.0176290690717857","0.0138991814571871","0.0213589566863844"
"Bad ","2010","Not Working","Male","236","0.0779877662077165","0.0687330136020437","0.0872425188133894"
"Bad ","2010","Not Working","Female","365","0.0930107225928278","0.0853913228217664","0.100630122363889"
"Very good","2011","Full Time","Male","895","0.125192021912891","0.117565903698109","0.132818140127673"
"Very good","2011","Full Time","Female","409","0.117404275107594","0.106590528699735","0.128218021515454"
"Very good","2011","Part Time","Male","281","0.146491320272573","0.130575140270338","0.162407500274808"
"Very good","2011","Part Time","Female","680","0.111254629161063","0.103146754183136","0.119362504138991"
"Very good","2011","Not Working","Male","427","0.0913568022591093","0.0824680736413734","0.100245530876845"
"Very good","2011","Not Working","Female","622","0.0643427431059821","0.0584397759964097","0.0702457102155545"
"Good","2011","Full Time","Male","3434","0.457837710155846","0.446356721900899","0.469318698410793"
"Good","2011","Full Time","Female","1566","0.455856354769873","0.439125269876701","0.472587439663045"
"Good","2011","Part Time","Male","810","0.400841704902455","0.378782687515407","0.422900722289503"
"Good","2011","Part Time","Female","2672","0.431406014859955","0.418635642788674","0.444176386931236"
"Good","2011","Not Working","Male","1184","0.268517044865277","0.254844147711628","0.282189942018926"
"Good","2011","Not Working","Female","2160","0.27229378916956","0.261584538337588","0.283003040001531"
"Satisfactory","2011","Full Time","Male","2154","0.310270557525987","0.299610280164731","0.320930834887243"
"Satisfactory","2011","Full Time","Female","981","0.296123622785065","0.280786706842961","0.311460538727169"
"Satisfactory","2011","Part Time","Male","550","0.29019052402693","0.269761790931666","0.310619257122195"
"Satisfactory","2011","Part Time","Female","1674","0.313300270922143","0.301340492171721","0.325260049672564"
"Satisfactory","2011","Not Working","Male","1401","0.368028241031735","0.353149646079892","0.382906835983579"
"Satisfactory","2011","Not Working","Female","2147","0.342540778924771","0.331123759679901","0.35395779816964"
"Poor","2011","Full Time","Male","657","0.0940237772986452","0.0872980990687125","0.100749455528578"
"Poor","2011","Full Time","Female","391","0.116365681954818","0.10559354014573","0.127137823763907"
"Poor","2011","Part Time","Male","209","0.129031688576097","0.113942068962033","0.14412130819016"
"Poor","2011","Part Time","Female","637","0.122376642172097","0.113926526085053","0.130826758259141"
"Poor","2011","Not Working","Male","706","0.190204975826502","0.178097015166883","0.202312936486121"
"Poor","2011","Not Working","Female","1282","0.237775086314464","0.22753303550234","0.248017137126588"
"Bad ","2011","Full Time","Male","94","0.0126759331066307","0.0100979582941162","0.0152539079191452"
"Bad ","2011","Full Time","Female","57","0.0142500653826494","0.0102685800306724","0.0182315507346264"
"Bad ","2011","Part Time","Male","46","0.0334447622219445","0.0253518222302882","0.0415377022136008"
"Bad ","2011","Part Time","Female","115","0.0216624428847425","0.0179087615526418","0.0254161242168431"
"Bad ","2011","Not Working","Male","318","0.0818929360173763","0.0734334807644257","0.090352391270327"
"Bad ","2011","Not Working","Female","426","0.0830476024852236","0.0764086566254743","0.0896865483449729"
"Very good","2012","Full Time","Male","789","0.114884244380795","0.107399645501274","0.122368843260316"
"Very good","2012","Full Time","Female","381","0.115401118906837","0.104758150770277","0.126044087043397"
"Very good","2012","Part Time","Male","279","0.163364044574706","0.146160506049849","0.180567583099564"
"Very good","2012","Part Time","Female","652","0.118614562191691","0.110215526251641","0.127013598131741"
"Very good","2012","Not Working","Male","421","0.0892974603019094","0.080567405712254","0.0980275148915647"
"Very good","2012","Not Working","Female","552","0.0643449640458436","0.0582614013287515","0.0704285267629357"
"Good","2012","Full Time","Male","3444","0.484415412413299","0.4726854344055","0.496145390421097"
"Good","2012","Full Time","Female","1658","0.462082008324976","0.44547459004974","0.478689426600213"
"Good","2012","Part Time","Male","723","0.362944506939619","0.340568631817656","0.385320382061582"
"Good","2012","Part Time","Female","2639","0.432221145132659","0.419352876715271","0.445089413550047"
"Good","2012","Not Working","Male","1238","0.270644520512658","0.257043284512907","0.284245756512409"
"Good","2012","Not Working","Female","1985","0.271708147903906","0.260678874936727","0.282737420871086"
"Satisfactory","2012","Full Time","Male","2105","0.312959270780467","0.302075649757639","0.323842891803295"
"Satisfactory","2012","Full Time","Female","1050","0.312582106401493","0.297141049182207","0.328023163620779"
"Satisfactory","2012","Part Time","Male","502","0.318518525059963","0.296838206530362","0.340198843589565"
"Satisfactory","2012","Part Time","Female","1673","0.313823812036345","0.301769615522089","0.3258780085506"
"Satisfactory","2012","Not Working","Male","1405","0.35792287088073","0.343247217111382","0.372598524650077"
"Satisfactory","2012","Not Working","Female","2138","0.361750299571229","0.349836711265957","0.373663887876501"
"Poor","2012","Full Time","Male","551","0.0765296342832089","0.0702899220785007","0.0827693464879171"
"Poor","2012","Full Time","Female","323","0.0942345644484079","0.0845026665270661","0.10396646236975"
"Poor","2012","Part Time","Male","218","0.131171913881436","0.115462548654861","0.146881279108011"
"Poor","2012","Part Time","Female","611","0.112694796761336","0.104480584037932","0.12090900948474"
"Poor","2012","Not Working","Male","749","0.206642914027844","0.194247708190476","0.219038119865211"
"Poor","2012","Not Working","Female","1200","0.229212344660544","0.218790869306633","0.239633820014455"
"Bad ","2012","Full Time","Male","84","0.0112114381422299","0.00874016563366895","0.0136827106507909"
"Bad ","2012","Full Time","Female","50","0.0157002019182857","0.0115592434365306","0.0198411604000408"
"Bad ","2012","Part Time","Male","52","0.0240010095442748","0.0168788660026622","0.0311231530858874"
"Bad ","2012","Part Time","Female","118","0.0226456838779691","0.0187811578473033","0.0265102099086349"
"Bad ","2012","Not Working","Male","286","0.0754922342768591","0.0674047108233464","0.0835797577303718"
"Bad ","2012","Not Working","Female","374","0.0729842438184764","0.0665351166177192","0.0794333710192335"
"Very good","2013","Full Time","Male","722","0.116363984997463","0.108509778104113","0.124218191890813"
"Very good","2013","Full Time","Female","369","0.0999722503155349","0.0897672705321298","0.11017723009894"
"Very good","2013","Part Time","Male","225","0.132412961023362","0.11639505859185","0.148430863454874"
"Very good","2013","Part Time","Female","589","0.109597755949677","0.101310981892542","0.117884530006812"
"Very good","2013","Not Working","Male","1044","0.124780301254936","0.116535756324075","0.133024846185797"
"Very good","2013","Not Working","Female","1057","0.0880171664516209","0.0818927771343124","0.0941415557689295"
"Good","2013","Full Time","Male","3019","0.46719561175345","0.454975093780165","0.479416129726735"
"Good","2013","Full Time","Female","1529","0.43758536556343","0.420708019099864","0.454462712026996"
"Good","2013","Part Time","Male","731","0.39667309067042","0.373553689256223","0.419792492084616"
"Good","2013","Part Time","Female","2418","0.409563236283243","0.396518397311271","0.422608075255214"
"Good","2013","Not Working","Male","2036","0.292935297752206","0.281581253988865","0.304289341515547"
"Good","2013","Not Working","Female","2795","0.279748584047093","0.270045455704634","0.289451712389553"
"Satisfactory","2013","Full Time","Male","1990","0.306793870436274","0.295498229557802","0.318089511314746"
"Satisfactory","2013","Full Time","Female","1014","0.334418306909592","0.31836774759893","0.350468866220255"
