"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Poor","1998","Single parent ","higher education","7","","","","4"
"Poor","1998","Couple + C. LE 16 ","inadequately","3","","","","4"
"Poor","1998","Couple + C. LE 16 ","general elemantary","31","0.0926642903225042","0.0633557376568294","0.121972842988179","4"
"Poor","1998","Couple + C. GT 16 ","in school","6","","","","4"
"Poor","1998","Couple + C. GT 16 ","inadequately","31","0.16467452490648","0.100170427396595","0.229178622416365","4"
"Poor","1998","Couple + C. GT 16 ","general elemantary","61","0.111054415007398","0.0842796444408099","0.137829185573987","4"
"Poor","1998","Couple + C. GT 16 ","middle vocational","121","0.0947974615399302","0.0781469186070819","0.111448004472778","4"
"Poor","1998","Couple + C. GT 16 ","vocational + Abi","10","","","","4"
"Poor","1998","Couple + C. GT 16 ","higher education","33","0.124303674150472","0.0870315975646467","0.161575750736298","4"
"Poor","1998","Couple + C. LE and GT 16","in school","3","","","","4"
"Poor","1998","Couple + C. LE and GT 16","inadequately","7","","","","4"
"Poor","1998","Couple + C. LE and GT 16","general elemantary","18","","","","4"
"Poor","1998","Couple + C. LE and GT 16","higher education","12","","","","4"
"Poor","1998","(Married) couple without C. ","inadequately","25","","","","4"
"Poor","1998","Couple + C. GT 16 ","higher vocational","13","","","","4"
"Poor","1998","Couple + C. LE 16 ","in school","","","","","4"
"Satisfactory","1998","Couple + C. LE and GT 16","middle vocational","150","0.310089844421445","0.268797968618694","0.351381720224196","3"
"Satisfactory","1998","Couple + C. LE and GT 16","vocational + Abi","10","","","","3"
"Satisfactory","1998","(Married) couple without C. ","vocational + Abi","31","0.225788254321687","0.156031044909215","0.295545463734159","3"
"Satisfactory","1998","(Married) couple without C. ","higher vocational","101","0.405240767263812","0.346020101108684","0.46446143341894","3"
"Satisfactory","1998","(Married) couple without C. ","higher education","219","0.313310247899123","0.277147857109614","0.349472638688633","3"
"Satisfactory","1998","Couple + C. LE 16 ","middle vocational","448","0.286861741492536","0.264998207211507","0.308725275773565","3"
"Satisfactory","1998","Couple + C. LE 16 ","vocational + Abi","37","0.257531195606138","0.189776074285433","0.325286316926843","3"
"Satisfactory","1998","Couple + C. LE 16 ","higher vocational","74","0.256423787434421","0.20334716037649","0.309500414492353","3"
"Satisfactory","1998","1-pers.-HH","in school","","","","","3"
"Satisfactory","1998","1-pers.-HH","inadequately","14","","","","3"
"Satisfactory","1998","1-pers.-HH","general elemantary","150","0.391316217000524","0.343247748342227","0.439384685658821","3"
"Satisfactory","1998","Couple + C. GT 16 ","vocational + Abi","15","","","","3"
"Satisfactory","1998","Couple + C. GT 16 ","higher vocational","44","0.429807410696863","0.338124833332313","0.521489988061413","3"
"Satisfactory","1998","Couple + C. GT 16 ","higher education","96","0.305032492120096","0.253018505113335","0.357046479126857","3"
"Satisfactory","1998","Couple + C. LE and GT 16","higher education","43","0.324465731525561","0.24903899050378","0.399892472547342","3"
"Satisfactory","1998","1-pers.-HH","middle vocational","277","0.345234654834621","0.313215753895061","0.377253555774182","3"
"Satisfactory","1998","1-pers.-HH","vocational + Abi","23","","","","3"
"Satisfactory","1998","1-pers.-HH","higher vocational","23","","","","3"
"Satisfactory","1998","1-pers.-HH","higher education","66","0.286641077026897","0.228703086986295","0.344579067067499","3"
"Satisfactory","1998","(Married) couple without C. ","general elemantary","271","0.397763625713896","0.360868349391742","0.434658902036049","3"
"Satisfactory","1998","(Married) couple without C. ","middle vocational","819","0.377956577215513","0.357625814331668","0.398287340099358","3"
"Satisfactory","1998","Single parent ","in school","3","","","","3"
"Satisfactory","1998","Single parent ","inadequately","7","","","","3"
"Satisfactory","1998","Single parent ","general elemantary","45","0.316703437536305","0.245937371465637","0.387469503606974","3"
"Satisfactory","1998","Single parent ","middle vocational","100","0.304868619488655","0.256640105782448","0.353097133194861","3"
"Satisfactory","1998","Single parent ","vocational + Abi","3","","","","3"
"Satisfactory","1998","Single parent ","higher vocational","3","","","","3"
"Satisfactory","1998","Couple + C. LE 16 ","inadequately","8","","","","3"
"Satisfactory","1998","Couple + C. LE 16 ","general elemantary","89","0.230986069643098","0.188385621614297","0.273586517671899","3"
"Satisfactory","1998","Couple + C. LE 16 ","higher education","113","0.234893283773396","0.197509700798406","0.272276866748386","3"
"Satisfactory","1998","Couple + C. GT 16 ","in school","17","","","","3"
"Satisfactory","1998","Couple + C. GT 16 ","inadequately","49","0.381012876546346","0.296551751034766","0.465474002057925","3"
"Satisfactory","1998","Couple + C. GT 16 ","general elemantary","167","0.320506911302943","0.280739119510334","0.360274703095553","3"
"Satisfactory","1998","Couple + C. GT 16 ","middle vocational","384","0.346523548389711","0.319475339532754","0.373571757246669","3"
"Satisfactory","1998","Couple + C. LE and GT 16","in school","13","","","","3"
"Satisfactory","1998","Couple + C. LE and GT 16","inadequately","24","","","","3"
"Satisfactory","1998","Couple + C. LE and GT 16","general elemantary","62","0.262480564472361","0.209606513769082","0.315354615175641","3"
"Satisfactory","1998","Couple + C. LE and GT 16","higher vocational","24","","","","3"
"Satisfactory","1998","(Married) couple without C. ","inadequately","22","","","","3"
"Satisfactory","1998","Single parent ","higher education","15","","","","3"
"Satisfactory","1998","Couple + C. LE 16 ","in school","","","","","3"
"Satisfactory","1998","(Married) couple without C. ","in school","","","","","3"
"Very good","1998","1-pers.-HH","in school","","","","","1"
"Very good","1998","1-pers.-HH","inadequately","1","","","","1"
"Very good","1998","1-pers.-HH","general elemantary","18","","","","1"
"Very good","1998","1-pers.-HH","middle vocational","54","0.0473121669063307","0.0330144032154432","0.0616099305972183","1"
"Very good","1998","1-pers.-HH","vocational + Abi","12","","","","1"
"Very good","1998","1-pers.-HH","higher vocational","14","","","","1"
"Very good","1998","1-pers.-HH","higher education","34","0.152608564318294","0.106532895196045","0.198684233440543","1"
"Very good","1998","(Married) couple without C. ","in school","1","","","","1"
"Very good","1998","(Married) couple without C. ","inadequately","4","","","","1"
"Very good","1998","(Married) couple without C. ","general elemantary","35","0.0350679452255058","0.02120108079442","0.0489348096565917","1"
"Very good","1998","(Married) couple without C. ","middle vocational","148","0.06160668901315","0.0515251053984265","0.0716882726278735","1"
"Very good","1998","(Married) couple without C. ","vocational + Abi","18","","","","1"
"Very good","1998","(Married) couple without C. ","higher vocational","23","","","","1"
"Very good","1998","(Married) couple without C. ","higher education","45","0.0936200350934243","0.0709094093623468","0.116330660824502","1"
"Very good","1998","Single parent ","in school","13","","","","1"
"Very good","1998","Single parent ","inadequately","","","","","1"
"Very good","1998","Single parent ","general elemantary","25","","","","1"
"Very good","1998","Single parent ","middle vocational","45","0.137046118555828","0.101018029131125","0.17307420798053","1"
"Very good","1998","Single parent ","vocational + Abi","2","","","","1"
"Very good","1998","Single parent ","higher vocational","2","","","","1"
"Very good","1998","Single parent ","higher education","5","","","","1"
"Very good","1998","Couple + C. LE 16 ","in school","1","","","","1"
"Very good","1998","Couple + C. LE 16 ","inadequately","4","","","","1"
"Very good","1998","Couple + C. LE 16 ","general elemantary","45","0.117179467944228","0.0846695298878425","0.149689406000614","1"
"Very good","1998","Couple + C. LE 16 ","middle vocational","180","0.108728897092016","0.0936810424038331","0.123776751780198","1"
"Very good","1998","Couple + C. LE 16 ","vocational + Abi","10","","","","1"
"Very good","1998","Couple + C. LE 16 ","higher vocational","29","","","","1"
"Very good","1998","Couple + C. LE 16 ","higher education","62","0.12400406382232","0.0949401818460458","0.153067945798595","1"
"Very good","1998","Couple + C. GT 16 ","in school","38","0.3222787401725","0.241630551221504","0.402926929123495","1"
"Very good","1998","Couple + C. GT 16 ","inadequately","5","","","","1"
"Very good","1998","Couple + C. GT 16 ","general elemantary","75","0.155563974614829","0.124678224968096","0.186449724261561","1"
"Very good","1998","Couple + C. GT 16 ","middle vocational","149","0.135412765730897","0.115964029903488","0.154861501558307","1"
"Very good","1998","Couple + C. GT 16 ","vocational + Abi","9","","","","1"
"Very good","1998","Couple + C. GT 16 ","higher vocational","7","","","","1"
"Very good","1998","Couple + C. GT 16 ","higher education","25","","","","1"
"Very good","1998","Couple + C. LE and GT 16","in school","58","0.456324826973609","0.376078708821916","0.536570945125301","1"
"Very good","1998","Couple + C. LE and GT 16","inadequately","5","","","","1"
"Very good","1998","Couple + C. LE and GT 16","general elemantary","62","0.237636094631409","0.186486212294884","0.288785976967934","1"
"Very good","1998","Couple + C. LE and GT 16","middle vocational","44","0.0938974512765532","0.0678575010400942","0.119937401513012","1"
"Very good","1998","Couple + C. LE and GT 16","vocational + Abi","3","","","","1"
"Very good","1998","Couple + C. LE and GT 16","higher vocational","5","","","","1"
"Very good","1998","Couple + C. LE and GT 16","higher education","12","","","","1"
"Bad ","1999","1-pers.-HH","in school","","","","","5"
"Bad ","1999","1-pers.-HH","inadequately","4","","","","5"
"Bad ","1999","1-pers.-HH","middle vocational","55","0.0796163189296513","0.0615349204545979","0.0976977174047046","5"
"Bad ","1999","1-pers.-HH","vocational + Abi","2","","","","5"
"Bad ","1999","1-pers.-HH","higher vocational","7","","","","5"
"Bad ","1999","1-pers.-HH","higher education","13","","","","5"
"Bad ","1999","(Married) couple without C. ","in school","","","","","5"
"Bad ","1999","(Married) couple without C. ","inadequately","13","","","","5"
"Bad ","1999","(Married) couple without C. ","general elemantary","43","0.0929086585938864","0.0708443220050737","0.114972995182699","5"
"Bad ","1999","(Married) couple without C. ","middle vocational","110","0.0483746138902338","0.0395131460996159","0.0572360816808517","5"
"Bad ","1999","(Married) couple without C. ","vocational + Abi","3","","","","5"
"Bad ","1999","(Married) couple without C. ","higher education","28","","","","5"
"Bad ","1999","Single parent ","in school","","","","","5"
"Bad ","1999","Single parent ","inadequately","1","","","","5"
"Bad ","1999","Single parent ","general elemantary","11","","","","5"
"Bad ","1999","Single parent ","middle vocational","8","","","","5"
"Bad ","1999","Single parent ","vocational + Abi","","","","","5"
"Bad ","1999","Single parent ","higher vocational","","","","","5"
"Bad ","1999","Single parent ","higher education","","","","","5"
"Bad ","1999","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","1999","Couple + C. LE 16 ","inadequately","3","","","","5"
"Bad ","1999","Couple + C. LE 16 ","general elemantary","5","","","","5"
"Bad ","1999","Couple + C. LE 16 ","middle vocational","9","","","","5"
"Bad ","1999","Couple + C. LE 16 ","vocational + Abi","1","","","","5"
"Bad ","1999","Couple + C. LE 16 ","higher vocational","3","","","","5"
"Bad ","1999","Couple + C. LE 16 ","higher education","3","","","","5"
"Bad ","1999","Couple + C. GT 16 ","in school","","","","","5"
"Bad ","1999","Couple + C. GT 16 ","inadequately","11","","","","5"
"Bad ","1999","Couple + C. GT 16 ","general elemantary","18","","","","5"
"Bad ","1999","Couple + C. GT 16 ","middle vocational","34","0.0290887580011078","0.0194919280392467","0.0386855879629689","5"
"Bad ","1999","Couple + C. GT 16 ","vocational + Abi","2","","","","5"
"Bad ","1999","Couple + C. GT 16 ","higher education","7","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","in school","3","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","inadequately","2","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","general elemantary","2","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","middle vocational","6","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","higher vocational","1","","","","5"
"Bad ","1999","Couple + C. LE and GT 16","higher education","2","","","","5"
"Bad ","1999","1-pers.-HH","general elemantary","46","0.12729103232238","0.0944222839358994","0.160159780708861","5"
"Bad ","1999","Couple + C. GT 16 ","higher vocational","4","","","","5"
"Bad ","1999","(Married) couple without C. ","higher vocational","9","","","","5"
"Good","1999","1-pers.-HH","in school","1","","","","2"
"Good","1999","1-pers.-HH","inadequately","4","","","","2"
"Good","1999","1-pers.-HH","general elemantary","86","0.186084887486994","0.147705799389943","0.224463975584045","2"
"Good","1999","1-pers.-HH","middle vocational","289","0.306547972446635","0.275751288899287","0.337344655993983","2"
