"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very good","1996","Couple + C. LE 16 ","vocational + Abi","14","","","","1"
"Very good","1996","Couple + C. LE 16 ","higher vocational","31","0.114129317493818","0.0735620398705939","0.154696595117041","1"
"Very good","1996","Couple + C. LE 16 ","higher education","46","0.0939394866479899","0.0682645165744997","0.11961445672148","1"
"Very good","1996","Couple + C. GT 16 ","in school","40","0.339671884999128","0.255633466535015","0.423710303463242","1"
"Very good","1996","Couple + C. GT 16 ","inadequately","3","","","","1"
"Very good","1996","Couple + C. GT 16 ","general elemantary","59","0.0998902156968942","0.0728961601683083","0.12688427122548","1"
"Very good","1996","Couple + C. GT 16 ","middle vocational","135","0.100553655282567","0.0829879554309212","0.118119355134212","1"
"Very good","1996","Couple + C. GT 16 ","vocational + Abi","11","","","","1"
"Very good","1996","Couple + C. GT 16 ","higher vocational","6","","","","1"
"Very good","1996","Couple + C. GT 16 ","higher education","28","","","","1"
"Very good","1996","Couple + C. LE and GT 16","in school","37","0.287482514206821","0.20616612406017","0.368798904353471","1"
"Very good","1996","Couple + C. LE and GT 16","inadequately","8","","","","1"
"Very good","1996","Couple + C. LE and GT 16","general elemantary","36","0.112696629371414","0.0761119989795161","0.149281259763312","1"
"Very good","1996","Couple + C. LE and GT 16","middle vocational","70","0.134162476509749","0.10443649955613","0.163888453463369","1"
"Very good","1996","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Very good","1996","Couple + C. LE and GT 16","higher vocational","3","","","","1"
"Very good","1996","Couple + C. LE and GT 16","higher education","8","","","","1"
"Bad ","1997","Couple + C. LE and GT 16","middle vocational","9","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","higher education","2","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","vocational + Abi","1","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Bad ","1997","1-pers.-HH","in school","","","","","5"
"Bad ","1997","1-pers.-HH","inadequately","4","","","","5"
"Bad ","1997","1-pers.-HH","general elemantary","35","0.112483900753955","0.0790463595025069","0.145921442005404","5"
"Bad ","1997","1-pers.-HH","middle vocational","45","0.0688293165255022","0.0507830000610269","0.0868756329899775","5"
"Bad ","1997","1-pers.-HH","vocational + Abi","1","","","","5"
"Bad ","1997","1-pers.-HH","higher vocational","2","","","","5"
"Bad ","1997","1-pers.-HH","higher education","5","","","","5"
"Bad ","1997","(Married) couple without C. ","in school","","","","","5"
"Bad ","1997","(Married) couple without C. ","inadequately","11","","","","5"
"Bad ","1997","(Married) couple without C. ","general elemantary","38","0.0724065568100141","0.0515301851201893","0.093282928499839","5"
"Bad ","1997","(Married) couple without C. ","middle vocational","111","0.0713999454076533","0.0600639526902743","0.0827359381250323","5"
"Bad ","1997","(Married) couple without C. ","vocational + Abi","3","","","","5"
"Bad ","1997","(Married) couple without C. ","higher vocational","9","","","","5"
"Bad ","1997","(Married) couple without C. ","higher education","15","","","","5"
"Bad ","1997","Single parent ","in school","","","","","5"
"Bad ","1997","Single parent ","inadequately","1","","","","5"
"Bad ","1997","Single parent ","general elemantary","7","","","","5"
"Bad ","1997","Single parent ","middle vocational","13","","","","5"
"Bad ","1997","Single parent ","vocational + Abi","","","","","5"
"Bad ","1997","Single parent ","higher vocational","","","","","5"
"Bad ","1997","Single parent ","higher education","","","","","5"
"Bad ","1997","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","1997","Couple + C. LE 16 ","inadequately","","","","","5"
"Bad ","1997","Couple + C. LE 16 ","general elemantary","6","","","","5"
"Bad ","1997","Couple + C. LE 16 ","middle vocational","17","","","","5"
"Bad ","1997","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Bad ","1997","Couple + C. LE 16 ","higher vocational","3","","","","5"
"Bad ","1997","Couple + C. LE 16 ","higher education","","","","","5"
"Bad ","1997","Couple + C. GT 16 ","in school","2","","","","5"
"Bad ","1997","Couple + C. GT 16 ","inadequately","12","","","","5"
"Bad ","1997","Couple + C. GT 16 ","general elemantary","14","","","","5"
"Bad ","1997","Couple + C. GT 16 ","middle vocational","37","0.0315747597298735","0.0212504655455324","0.0418990539142146","5"
"Bad ","1997","Couple + C. GT 16 ","vocational + Abi","3","","","","5"
"Bad ","1997","Couple + C. GT 16 ","higher vocational","4","","","","5"
"Bad ","1997","Couple + C. GT 16 ","higher education","5","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","in school","","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","inadequately","3","","","","5"
"Bad ","1997","Couple + C. LE and GT 16","general elemantary","7","","","","5"
"Good","1997","Couple + C. LE and GT 16","middle vocational","222","0.456462383884581","0.412132711531111","0.500792056238052","2"
"Good","1997","(Married) couple without C. ","vocational + Abi","57","0.488345587397473","0.399646291664523","0.577044883130422","2"
"Good","1997","(Married) couple without C. ","higher vocational","73","0.260469629278474","0.204827249829118","0.31611200872783","2"
"Good","1997","Couple + C. LE 16 ","middle vocational","816","0.504344480477732","0.479192869058285","0.529496091897179","2"
"Good","1997","Couple + C. LE 16 ","vocational + Abi","83","0.51724215297775","0.435625558174198","0.598858747781301","2"
"Good","1997","1-pers.-HH","in school","","","","","2"
"Good","1997","1-pers.-HH","inadequately","4","","","","2"
"Good","1997","(Married) couple without C. ","inadequately","25","","","","2"
"Good","1997","1-pers.-HH","general elemantary","74","0.175983506587482","0.135683513948903","0.21628349922606","2"
"Good","1997","1-pers.-HH","middle vocational","252","0.277957212985688","0.246022895810599","0.309891530160776","2"
"Good","1997","1-pers.-HH","vocational + Abi","23","","","","2"
"Good","1997","1-pers.-HH","higher vocational","33","0.379013770118482","0.262847734351582","0.495179805885382","2"
"Good","1997","1-pers.-HH","higher education","94","0.523166458718476","0.452701568237051","0.593631349199901","2"
"Good","1997","(Married) couple without C. ","in school","1","","","","2"
"Good","1997","(Married) couple without C. ","general elemantary","133","0.194116196277448","0.162255567841093","0.225976824713803","2"
"Good","1997","(Married) couple without C. ","middle vocational","667","0.317094515532312","0.296607866305032","0.337581164759592","2"
"Good","1997","(Married) couple without C. ","higher education","221","0.392128881441252","0.350758324261833","0.433499438620671","2"
"Good","1997","Single parent ","in school","8","","","","2"
"Good","1997","Single parent ","inadequately","12","","","","2"
"Good","1997","Single parent ","general elemantary","53","0.351803600297167","0.272701590099516","0.430905610494818","2"
"Good","1997","Single parent ","middle vocational","133","0.375804659359097","0.323067476424584","0.42854184229361","2"
"Good","1997","Single parent ","vocational + Abi","10","","","","2"
"Good","1997","Single parent ","higher vocational","4","","","","2"
"Good","1997","Single parent ","higher education","40","0.459025786892724","0.346992231463358","0.57105934232209","2"
"Good","1997","Couple + C. LE 16 ","in school","2","","","","2"
"Good","1997","Couple + C. LE 16 ","inadequately","41","0.468317519045492","0.352248772589329","0.584386265501655","2"
"Good","1997","Couple + C. LE 16 ","general elemantary","182","0.422779103069096","0.371749214519331","0.47380899161886","2"
"Good","1997","Couple + C. LE 16 ","higher vocational","119","0.533555538291139","0.47004238068414","0.597068695898137","2"
"Good","1997","Couple + C. LE 16 ","higher education","266","0.568892413515361","0.52293150916131","0.614853317869412","2"
"Good","1997","Couple + C. GT 16 ","in school","65","0.424511334780777","0.342343144227486","0.506679525334067","2"
"Good","1997","Couple + C. GT 16 ","inadequately","33","0.272599566453907","0.197204131667946","0.347995001239869","2"
"Good","1997","Couple + C. GT 16 ","general elemantary","201","0.384761157338814","0.341505049343328","0.428017265334301","2"
"Good","1997","Couple + C. GT 16 ","middle vocational","516","0.443791181729328","0.414457568394855","0.473124795063801","2"
"Good","1997","Couple + C. GT 16 ","vocational + Abi","26","","","","2"
"Good","1997","Couple + C. GT 16 ","higher vocational","53","0.421245498738482","0.32812376763847","0.514367229838494","2"
"Good","1997","Couple + C. GT 16 ","higher education","122","0.393280661335435","0.335962638110215","0.450598684560655","2"
"Good","1997","Couple + C. LE and GT 16","in school","68","0.52386366443151","0.439926665455352","0.607800663407667","2"
"Good","1997","Couple + C. LE and GT 16","inadequately","24","","","","2"
"Good","1997","Couple + C. LE and GT 16","general elemantary","116","0.488151737632122","0.426558098128444","0.5497453771358","2"
"Good","1997","Couple + C. LE and GT 16","vocational + Abi","20","","","","2"
"Good","1997","Couple + C. LE and GT 16","higher vocational","28","","","","2"
"Good","1997","Couple + C. LE and GT 16","higher education","79","0.529751728626","0.450665262380568","0.608838194871432","2"
"Poor","1997","Couple + C. LE and GT 16","vocational + Abi","2","","","","4"
"Poor","1997","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"Poor","1997","Couple + C. LE and GT 16","middle vocational","44","0.0777741430415691","0.0539392346936387","0.101609051389499","4"
"Poor","1997","Couple + C. LE 16 ","middle vocational","108","0.0660067874235807","0.0535163294250507","0.0784972454221108","4"
"Poor","1997","Couple + C. LE 16 ","vocational + Abi","10","","","","4"
"Poor","1997","Couple + C. LE 16 ","higher vocational","21","","","","4"
"Poor","1997","Couple + C. LE 16 ","higher education","25","","","","4"
"Poor","1997","1-pers.-HH","in school","","","","","4"
"Poor","1997","1-pers.-HH","inadequately","11","","","","4"
"Poor","1997","1-pers.-HH","general elemantary","90","0.282395131026478","0.234755068632276","0.330035193420681","4"
"Poor","1997","1-pers.-HH","middle vocational","114","0.173788278547913","0.146777126353634","0.200799430742193","4"
"Poor","1997","1-pers.-HH","vocational + Abi","6","","","","4"
"Poor","1997","1-pers.-HH","higher vocational","6","","","","4"
"Poor","1997","1-pers.-HH","higher education","22","","","","4"
"Poor","1997","(Married) couple without C. ","in school","","","","","4"
"Poor","1997","(Married) couple without C. ","inadequately","19","","","","4"
"Poor","1997","(Married) couple without C. ","general elemantary","143","0.269273330397594","0.23354099616239","0.305005664632798","4"
"Poor","1997","(Married) couple without C. ","middle vocational","325","0.173703944346956","0.157024985163837","0.190382903530075","4"
"Poor","1997","(Married) couple without C. ","vocational + Abi","11","","","","4"
"Poor","1997","(Married) couple without C. ","higher vocational","41","0.167031682981376","0.119742391144756","0.214320974817995","4"
"Poor","1997","(Married) couple without C. ","higher education","66","0.123759225330187","0.0958548875471413","0.151663563113232","4"
"Poor","1997","Single parent ","in school","","","","","4"
"Poor","1997","Single parent ","inadequately","1","","","","4"
"Poor","1997","Single parent ","general elemantary","24","","","","4"
"Poor","1997","Single parent ","middle vocational","43","0.160828423398784","0.120826362103987","0.20083048469358","4"
"Poor","1997","Single parent ","vocational + Abi","1","","","","4"
"Poor","1997","Single parent ","higher vocational","5","","","","4"
"Poor","1997","Single parent ","higher education","8","","","","4"
"Poor","1997","Couple + C. LE 16 ","in school","","","","","4"
"Poor","1997","Couple + C. LE 16 ","inadequately","4","","","","4"
"Poor","1997","Couple + C. LE 16 ","general elemantary","38","0.119614274085633","0.0860926662221309","0.153135881949136","4"
"Poor","1997","Couple + C. GT 16 ","in school","5","","","","4"
"Poor","1997","Couple + C. GT 16 ","inadequately","33","0.222982354411929","0.152505521267704","0.293459187556154","4"
"Poor","1997","Couple + C. GT 16 ","general elemantary","64","0.147741808721952","0.116194141273018","0.179289476170886","4"
"Poor","1997","Couple + C. GT 16 ","middle vocational","104","0.104602853273312","0.0865337370086526","0.122671969537971","4"
"Poor","1997","Couple + C. GT 16 ","vocational + Abi","7","","","","4"
"Poor","1997","Couple + C. GT 16 ","higher vocational","8","","","","4"
"Poor","1997","Couple + C. GT 16 ","higher education","29","","","","4"
"Poor","1997","Couple + C. LE and GT 16","in school","7","","","","4"
"Poor","1997","Couple + C. LE and GT 16","inadequately","10","","","","4"
"Poor","1997","Couple + C. LE and GT 16","general elemantary","25","","","","4"
"Poor","1997","Couple + C. LE and GT 16","higher education","11","","","","4"
"Satisfactory","1997","Couple + C. LE and GT 16","middle vocational","158","0.315306546181867","0.273954995211093","0.35665809715264","3"
"Satisfactory","1997","Couple + C. LE and GT 16","vocational + Abi","10","","","","3"
"Satisfactory","1997","(Married) couple without C. ","vocational + Abi","36","0.298097000477403","0.216928872842488","0.379265128112318","3"
"Satisfactory","1997","(Married) couple without C. ","higher vocational","100","0.454393707083395","0.391268185434578","0.517519228732212","3"
"Satisfactory","1997","(Married) couple without C. ","higher education","198","0.381937187726768","0.340766940036073","0.423107435417463","3"
"Satisfactory","1997","Couple + C. LE 16 ","middle vocational","429","0.318526377239061","0.295088977262723","0.341963777215399","3"
"Satisfactory","1997","Couple + C. LE 16 ","vocational + Abi","38","0.33849552042","0.26120794157271","0.41578309926729","3"
"Satisfactory","1997","Couple + C. LE 16 ","higher vocational","69","0.279160649403192","0.2220495840815","0.336271714724885","3"
"Satisfactory","1997","1-pers.-HH","in school","","","","","3"
"Satisfactory","1997","1-pers.-HH","inadequately","9","","","","3"
"Satisfactory","1997","1-pers.-HH","general elemantary","136","0.400097649385221","0.348250568122745","0.451944730647697","3"
"Satisfactory","1997","1-pers.-HH","middle vocational","288","0.417457123340326","0.38230455353277","0.452609693147883","3"
"Satisfactory","1997","1-pers.-HH","vocational + Abi","13","","","","3"
"Satisfactory","1997","1-pers.-HH","higher vocational","24","","","","3"
"Satisfactory","1997","1-pers.-HH","higher education","54","0.246785143931011","0.185959266663675","0.307611021198347","3"
"Satisfactory","1997","(Married) couple without C. ","in school","","","","","3"
"Satisfactory","1997","(Married) couple without C. ","inadequately","30","0.344821585054536","0.244944587778232","0.444698582330841","3"
"Satisfactory","1997","(Married) couple without C. ","general elemantary","252","0.438294526650118","0.398325406404838","0.478263646895399","3"
"Satisfactory","1997","(Married) couple without C. ","middle vocational","746","0.381388852907126","0.360004843615378","0.402772862198875","3"
"Satisfactory","1997","Single parent ","in school","7","","","","3"
"Satisfactory","1997","Single parent ","inadequately","6","","","","3"
"Satisfactory","1997","Single parent ","general elemantary","37","0.263739144996611","0.190745134517714","0.336733155475508","3"
"Satisfactory","1997","Single parent ","middle vocational","91","0.296900710036754","0.247151116858671","0.346650303214837","3"
"Satisfactory","1997","Single parent ","vocational + Abi","2","","","","3"
"Satisfactory","1997","Single parent ","higher vocational","4","","","","3"
"Satisfactory","1997","Single parent ","higher education","20","","","","3"
"Satisfactory","1997","Couple + C. LE 16 ","in school","1","","","","3"
"Satisfactory","1997","Couple + C. LE 16 ","inadequately","22","","","","3"
"Satisfactory","1997","Couple + C. LE 16 ","general elemantary","103","0.347117557213855","0.297941622227034","0.396293492200676","3"
"Satisfactory","1997","Couple + C. LE 16 ","higher education","111","0.264086435507457","0.223172890321435","0.304999980693478","3"
"Satisfactory","1997","Couple + C. GT 16 ","in school","20","","","","3"
"Satisfactory","1997","Couple + C. GT 16 ","inadequately","49","0.335018870166997","0.255102640295917","0.414935100038077","3"
"Satisfactory","1997","Couple + C. GT 16 ","general elemantary","148","0.311375094135716","0.270206763643954","0.352543424627477","3"
"Satisfactory","1997","Couple + C. GT 16 ","middle vocational","352","0.336564844203964","0.308665698220434","0.364463990187493","3"
"Satisfactory","1997","Couple + C. GT 16 ","vocational + Abi","23","","","","3"
"Satisfactory","1997","Couple + C. GT 16 ","higher vocational","39","0.383204596802928","0.291514563068118","0.474894630537738","3"
"Satisfactory","1997","Couple + C. GT 16 ","higher education","101","0.373102779448472","0.31635375453077","0.429851804366173","3"
"Satisfactory","1997","Couple + C. LE and GT 16","in school","17","","","","3"
"Satisfactory","1997","Couple + C. LE and GT 16","inadequately","24","","","","3"
"Satisfactory","1997","Couple + C. LE and GT 16","general elemantary","62","0.261305378592927","0.207168342725051","0.315442414460803","3"
"Satisfactory","1997","Couple + C. LE and GT 16","higher vocational","21","","","","3"
"Satisfactory","1997","Couple + C. LE and GT 16","higher education","50","0.336741282511594","0.261856764329312","0.411625800693877","3"
"Very good","1997","(Married) couple without C. ","vocational + Abi","15","","","","1"
"Very good","1997","Couple + C. LE 16 ","middle vocational","148","0.099200815080965","0.0841630319337264","0.114238598228204","1"
"Very good","1997","1-pers.-HH","in school","","","","","1"
"Very good","1997","Couple + C. GT 16 ","middle vocational","93","0.0834663610635233","0.0671363214511975","0.099796400675849","1"
"Very good","1997","1-pers.-HH","higher vocational","2","","","","1"
"Very good","1997","(Married) couple without C. ","inadequately","2","","","","1"
"Very good","1997","Single parent ","inadequately","3","","","","1"
"Very good","1997","Single parent ","vocational + Abi","2","","","","1"
"Very good","1997","Couple + C. GT 16 ","in school","47","0.379909842983078","0.299221948557102","0.460597737409055","1"
"Very good","1997","Couple + C. LE and GT 16","vocational + Abi","2","","","","1"
"Very good","1997","Couple + C. LE and GT 16","higher vocational","4","","","","1"
"Very good","1997","1-pers.-HH","inadequately","2","","","","1"
"Very good","1997","1-pers.-HH","general elemantary","8","","","","1"
"Very good","1997","1-pers.-HH","middle vocational","57","0.0619680686005705","0.0447818637254669","0.079154273475674","1"
"Very good","1997","1-pers.-HH","vocational + Abi","12","","","","1"
"Very good","1997","1-pers.-HH","higher education","18","","","","1"
"Very good","1997","(Married) couple without C. ","in school","1","","","","1"
"Very good","1997","(Married) couple without C. ","general elemantary","26","","","","1"
"Very good","1997","(Married) couple without C. ","middle vocational","133","0.0564127418059524","0.0462554973725133","0.0665699862393915","1"
"Very good","1997","(Married) couple without C. ","higher vocational","16","","","","1"
"Very good","1997","(Married) couple without C. ","higher education","35","0.07342499779177","0.0513229018014459","0.095527093782094","1"
"Very good","1997","Single parent ","in school","11","","","","1"
"Very good","1997","Single parent ","general elemantary","19","","","","1"
"Very good","1997","Single parent ","middle vocational","44","0.138859869807205","0.101206757733706","0.176512981880705","1"
"Very good","1997","Single parent ","higher vocational","3","","","","1"
"Very good","1997","Single parent ","higher education","8","","","","1"
"Very good","1997","Couple + C. LE 16 ","in school","1","","","","1"
"Very good","1997","Couple + C. LE 16 ","inadequately","4","","","","1"
"Very good","1997","Couple + C. LE 16 ","general elemantary","31","0.093424714052363","0.0633618974756044","0.123487530629122","1"
"Very good","1997","Couple + C. LE 16 ","vocational + Abi","13","","","","1"
"Very good","1997","Couple + C. LE 16 ","higher vocational","25","","","","1"
"Very good","1997","Couple + C. LE 16 ","higher education","44","0.106428193897568","0.0778079232399489","0.135048464555187","1"
"Very good","1997","Couple + C. GT 16 ","inadequately","7","","","","1"
"Very good","1997","Couple + C. GT 16 ","general elemantary","59","0.132807079283199","0.102635473047202","0.162978685519196","1"
"Very good","1997","Couple + C. GT 16 ","vocational + Abi","6","","","","1"
"Very good","1997","Couple + C. GT 16 ","higher vocational","4","","","","1"
"Very good","1997","Couple + C. GT 16 ","higher education","22","","","","1"
"Very good","1997","Couple + C. LE and GT 16","in school","44","0.316833216465564","0.23864210958401","0.395024323347118","1"
"Very good","1997","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Very good","1997","Couple + C. LE and GT 16","general elemantary","43","0.121452121877819","0.0812014530839357","0.161702790671703","1"
"Very good","1997","Couple + C. LE and GT 16","middle vocational","52","0.135769711350893","0.10528420516319","0.166255217538597","1"
"Very good","1997","Couple + C. LE and GT 16","higher education","11","","","","1"
"Bad ","1998","Couple + C. LE and GT 16","middle vocational","11","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","higher education","4","","","","5"
"Bad ","1998","1-pers.-HH","in school","","","","","5"
"Bad ","1998","1-pers.-HH","inadequately","6","","","","5"
"Bad ","1998","1-pers.-HH","general elemantary","53","0.153645689008736","0.11812864666456","0.189162731352911","5"
"Bad ","1998","1-pers.-HH","middle vocational","50","0.0853647405196424","0.0665469071786104","0.104182573860675","5"
"Bad ","1998","1-pers.-HH","vocational + Abi","2","","","","5"
"Bad ","1998","1-pers.-HH","higher vocational","6","","","","5"
"Bad ","1998","1-pers.-HH","higher education","10","","","","5"
"Bad ","1998","(Married) couple without C. ","in school","1","","","","5"
"Bad ","1998","(Married) couple without C. ","inadequately","9","","","","5"
"Bad ","1998","(Married) couple without C. ","general elemantary","41","0.0537166537119676","0.0367209239619445","0.0707123834619907","5"
"Bad ","1998","(Married) couple without C. ","middle vocational","104","0.0475118696551366","0.0385921086740032","0.0564316306362699","5"
"Bad ","1998","(Married) couple without C. ","vocational + Abi","2","","","","5"
"Bad ","1998","(Married) couple without C. ","higher vocational","11","","","","5"
"Bad ","1998","(Married) couple without C. ","higher education","22","","","","5"
"Bad ","1998","Single parent ","in school","1","","","","5"
"Bad ","1998","Single parent ","inadequately","1","","","","5"
"Bad ","1998","Single parent ","general elemantary","7","","","","5"
"Bad ","1998","Single parent ","middle vocational","12","","","","5"
"Bad ","1998","Single parent ","vocational + Abi","","","","","5"
"Bad ","1998","Single parent ","higher vocational","","","","","5"
"Bad ","1998","Single parent ","higher education","1","","","","5"
"Bad ","1998","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","1998","Couple + C. LE 16 ","inadequately","2","","","","5"
"Bad ","1998","Couple + C. LE 16 ","general elemantary","5","","","","5"
"Bad ","1998","Couple + C. LE 16 ","middle vocational","16","","","","5"
"Bad ","1998","Couple + C. LE 16 ","vocational + Abi","1","","","","5"
"Bad ","1998","Couple + C. LE 16 ","higher vocational","2","","","","5"
"Bad ","1998","Couple + C. LE 16 ","higher education","1","","","","5"
"Bad ","1998","Couple + C. GT 16 ","in school","1","","","","5"
"Bad ","1998","Couple + C. GT 16 ","inadequately","12","","","","5"
"Bad ","1998","Couple + C. GT 16 ","general elemantary","20","","","","5"
"Bad ","1998","Couple + C. GT 16 ","middle vocational","27","","","","5"
"Bad ","1998","Couple + C. GT 16 ","vocational + Abi","4","","","","5"
"Bad ","1998","Couple + C. GT 16 ","higher vocational","3","","","","5"
"Bad ","1998","Couple + C. GT 16 ","higher education","8","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","in school","","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","inadequately","1","","","","5"
"Bad ","1998","Couple + C. LE and GT 16","general elemantary","4","","","","5"
"Good","1998","1-pers.-HH","in school","1","","","","2"
"Good","1998","Couple + C. LE and GT 16","middle vocational","224","0.474494013149215","0.429915172003918","0.519072854294513","2"
"Good","1998","(Married) couple without C. ","vocational + Abi","74","0.522406219304932","0.439068416048531","0.605744022561332","2"
"Good","1998","(Married) couple without C. ","higher vocational","97","0.321204833537021","0.264879141781448","0.377530525292594","2"
"Good","1998","Couple + C. LE 16 ","middle vocational","902","0.538642684955267","0.514545502109237","0.562739867801296","2"
"Good","1998","Couple + C. LE 16 ","vocational + Abi","105","0.62184170335187","0.546702802399984","0.696980604303756","2"
"Good","1998","1-pers.-HH","inadequately","3","","","","2"
"Good","1998","Single parent ","higher education","46","0.591771214938956","0.479785929441557","0.703756500436356","2"
"Good","1998","Couple + C. LE 16 ","in school","2","","","","2"
"Good","1998","Couple + C. GT 16 ","vocational + Abi","31","0.470786361591143","0.353011935628137","0.588560787554149","2"
"Good","1998","Couple + C. GT 16 ","higher vocational","45","0.329401487400086","0.24235862776708","0.416444347033092","2"
"Good","1998","Couple + C. LE and GT 16","vocational + Abi","19","","","","2"
"Good","1998","1-pers.-HH","higher vocational","33","0.373525310728932","0.27245617836264","0.474594443095224","2"
"Good","1998","Single parent ","vocational + Abi","12","","","","2"
"Good","1998","Single parent ","higher vocational","2","","","","2"
"Good","1998","Couple + C. GT 16 ","in school","67","0.462601931006419","0.376561018569382","0.548642843443455","2"
"Good","1998","Couple + C. GT 16 ","inadequately","30","0.239079070462705","0.164899079729095","0.313259061196315","2"
"Good","1998","Couple + C. GT 16 ","middle vocational","508","0.405048290122971","0.3771452564108","0.432951323835143","2"
"Good","1998","Couple + C. LE and GT 16","higher vocational","27","","","","2"
"Good","1998","Couple + C. LE and GT 16","higher education","77","0.45601043394684","0.375768773284861","0.536252094608819","2"
"Good","1998","1-pers.-HH","general elemantary","83","0.186166246300648","0.147829185095139","0.224503307506158","2"
"Good","1998","1-pers.-HH","middle vocational","321","0.333262430392785","0.301517306360428","0.365007554425142","2"
"Good","1998","1-pers.-HH","vocational + Abi","32","0.451615286465506","0.338987785926653","0.564242787004358","2"
"Good","1998","(Married) couple without C. ","general elemantary","177","0.249148991463408","0.216544217479293","0.281753765447523","2"
"Good","1998","(Married) couple without C. ","middle vocational","755","0.31972437022635","0.300169600902998","0.339279139549701","2"
"Good","1998","(Married) couple without C. ","higher education","273","0.442219108371208","0.403498682948446","0.48093953379397","2"
"Good","1998","Single parent ","in school","15","","","","2"
"Good","1998","Single parent ","inadequately","11","","","","2"
"Good","1998","Single parent ","general elemantary","68","0.359248411227089","0.286262956039132","0.432233866415046","2"
"Good","1998","Single parent ","middle vocational","154","0.4230099342188","0.371252406888318","0.474767461549282","2"
"Good","1998","Couple + C. LE 16 ","inadequately","40","0.552332684867479","0.423243835834202","0.681421533900756","2"
"Good","1998","Couple + C. LE 16 ","general elemantary","206","0.546726291110583","0.496408749692912","0.597043832528253","2"
"Good","1998","Couple + C. LE 16 ","higher vocational","134","0.535230161243869","0.474605311560498","0.59585501092724","2"
"Good","1998","Couple + C. LE 16 ","higher education","292","0.572087873104256","0.528457062197847","0.615718684010664","2"
"Good","1998","Couple + C. GT 16 ","general elemantary","206","0.370732322631244","0.329573002421605","0.411891642840884","2"
"Good","1998","Couple + C. GT 16 ","higher education","139","0.431964953437814","0.376005087503881","0.487924819371747","2"
"Good","1998","Couple + C. LE and GT 16","in school","74","0.434493660853336","0.354633957172363","0.514353364534309","2"
"Good","1998","Couple + C. LE and GT 16","inadequately","34","0.47041474406787","0.354316053364786","0.586513434770954","2"
"Good","1998","Couple + C. LE and GT 16","general elemantary","120","0.42381012656844","0.36442526504133","0.483194988095551","2"
"Good","1998","1-pers.-HH","higher education","97","0.396898031139711","0.334211388915875","0.459584673363547","2"
"Good","1998","(Married) couple without C. ","in school","2","","","","2"
"Good","1998","(Married) couple without C. ","inadequately","25","","","","2"
"Poor","1998","Couple + C. LE and GT 16","middle vocational","53","0.103475441894775","0.0762844962306105","0.13066638755894","4"
"Poor","1998","Couple + C. LE and GT 16","vocational + Abi","5","","","","4"
"Poor","1998","Couple + C. LE and GT 16","higher vocational","3","","","","4"
"Poor","1998","Couple + C. LE 16 ","middle vocational","98","0.0561492091127319","0.0450211178638817","0.0672773003615821","4"
"Poor","1998","Couple + C. LE 16 ","vocational + Abi","7","","","","4"
"Poor","1998","Couple + C. LE 16 ","higher vocational","21","","","","4"
"Poor","1998","Couple + C. LE 16 ","higher education","26","","","","4"
"Poor","1998","1-pers.-HH","in school","1","","","","4"
"Poor","1998","1-pers.-HH","inadequately","6","","","","4"
"Poor","1998","1-pers.-HH","general elemantary","92","0.23190859836498","0.190340000539414","0.273477196190545","4"
"Poor","1998","1-pers.-HH","middle vocational","145","0.188826007346621","0.162469109093686","0.215182905599555","4"
"Poor","1998","1-pers.-HH","vocational + Abi","6","","","","4"
"Poor","1998","1-pers.-HH","higher vocational","12","","","","4"
"Poor","1998","1-pers.-HH","higher education","27","","","","4"
"Poor","1998","(Married) couple without C. ","in school","1","","","","4"
"Poor","1998","(Married) couple without C. ","general elemantary","152","0.264302783885223","0.231061700622483","0.297543867147963","4"
"Poor","1998","(Married) couple without C. ","middle vocational","359","0.193200493889851","0.176646251940749","0.209754735838952","4"
"Poor","1998","(Married) couple without C. ","vocational + Abi","13","","","","4"
"Poor","1998","(Married) couple without C. ","higher vocational","32","0.132679685901947","0.0917594523145923","0.173599919489302","4"
"Poor","1998","(Married) couple without C. ","higher education","73","0.114789007173494","0.0899369066883735","0.139641107658614","4"
"Poor","1998","Single parent ","in school","1","","","","4"
"Poor","1998","Single parent ","inadequately","5","","","","4"
"Poor","1998","Single parent ","general elemantary","21","","","","4"
"Poor","1998","Single parent ","middle vocational","39","0.110803218695206","0.0779188735360266","0.143687563854386","4"
"Poor","1998","Single parent ","vocational + Abi","","","","","4"
"Poor","1998","Single parent ","higher vocational","7","","","","4"
