"m11126","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Good","2002","higher vocational","741","0.392869429740292","0.369987416349048","0.415751443131537","2"
"Good","2002","middle vocational","4636","0.376460351798199","0.36765644938515","0.385264254211247","2"
"Good","2002","general elemantary","975","0.299803195672837","0.283176418845404","0.316429972500269","2"
"Good","2002","in school","291","0.44434574566829","0.405106507216976","0.483584984119604","2"
"Good","2002","inadequately","72","0.240623711964568","0.19082104498283","0.290426378946307","2"
"Poor","2002","higher education","423","0.105952278411768","0.0970240930018448","0.114880463821691","4"
"Poor","2002","vocational + Abi","112","0.128096468749453","0.109012080511945","0.147180856986962","4"
"Poor","2002","higher vocational","224","0.152603243287739","0.135755010775557","0.169451475799921","4"
"Poor","2002","in school","15","","","","4"
"Poor","2002","inadequately","75","0.250885700972003","0.2003769217858","0.301394480158205","4"
"Poor","2002","middle vocational","1526","0.139122305725451","0.132833724536294","0.145410886914609","4"
"Poor","2002","general elemantary","524","0.189715621658064","0.175487415273097","0.203943828043031","4"
"Satisfactory","2002","higher education","1411","0.326085381192195","0.312486730963976","0.339684031420414","3"
"Satisfactory","2002","vocational + Abi","341","0.290153986314356","0.264237758407809","0.316070214220903","3"
"Satisfactory","2002","in school","81","0.147682058137007","0.119665007284798","0.175699108989216","3"
"Satisfactory","2002","inadequately","95","0.356258469220389","0.300463732038471","0.412053206402306","3"
"Satisfactory","2002","middle vocational","4013","0.358582681625768","0.34986805955814","0.367297303693395","3"
"Satisfactory","2002","higher vocational","602","0.355694183529113","0.333264999495005","0.378123367563221","3"
"Satisfactory","2002","general elemantary","973","0.360602406595977","0.343177129798407","0.378027683393547","3"
"Very good","2002","vocational + Abi","153","0.14072009876094","0.120862769445087","0.160577428076793","1"
"Very good","2002","higher vocational","133","0.064411028514648","0.0529096014273335","0.0759124556019625","1"
"Very good","2002","higher education","485","0.0981960877031939","0.0895637017340569","0.106828473672331","1"
"Very good","2002","in school","228","0.382781833958878","0.344397611796442","0.421166056121315","1"
"Very good","2002","inadequately","19","","","","1"
"Very good","2002","general elemantary","269","0.0835663994170401","0.0735237980600237","0.0936090007740566","1"
"Very good","2002","middle vocational","1029","0.0815212719798323","0.0765490147693866","0.0864935291902781","1"
"Bad ","2003","higher education","85","0.0271185260370686","0.0222977377981199","0.0319393142760172","5"
"Bad ","2003","middle vocational","426","0.0463150377611004","0.0424156274942288","0.0502144480279721","5"
"Bad ","2003","vocational + Abi","17","","","","5"
"Bad ","2003","higher vocational","59","0.0426653831636329","0.0330327284324351","0.0522980378948308","5"
"Bad ","2003","in school","","","","","5"
"Bad ","2003","inadequately","29","","","","5"
"Bad ","2003","general elemantary","169","0.0671426750362579","0.0578142686794233","0.0764710813930924","5"
"Good","2003","vocational + Abi","568","0.459665793230412","0.431023317231343","0.488308269229481","2"
"Good","2003","higher vocational","702","0.390337121691597","0.367086150880094","0.4135880925031","2"
"Good","2003","middle vocational","4565","0.388022057284987","0.378980743460964","0.39706337110901","2"
"Good","2003","higher education","2079","0.454428710579422","0.439650777943883","0.46920664321496","2"
"Good","2003","in school","293","0.507445647385975","0.467901178052942","0.546990116719008","2"
"Good","2003","inadequately","65","0.196440260311363","0.148961837222892","0.243918683399833","2"
"Good","2003","general elemantary","936","0.309481362395672","0.292250561040155","0.326712163751189","2"
"Poor","2003","higher education","440","0.115399280035714","0.105916618674479","0.124881941396948","4"
"Poor","2003","vocational + Abi","128","0.124847295753118","0.10585009014721","0.143844501359025","4"
"Poor","2003","higher vocational","185","0.133040824686187","0.116853761015306","0.149227888357068","4"
"Poor","2003","in school","20","","","","4"
"Poor","2003","middle vocational","1499","0.140552589185528","0.134104002664122","0.147001175706933","4"
"Poor","2003","inadequately","67","0.248823478909222","0.197159406960216","0.300487550858227","4"
"Poor","2003","general elemantary","507","0.201380320028487","0.18643245937643","0.216328180680543","4"
"Satisfactory","2003","vocational + Abi","312","0.294029272628525","0.267844617079078","0.320213928177973","3"
"Satisfactory","2003","higher education","1259","0.298100911150976","0.284524842084303","0.311676980217648","3"
"Satisfactory","2003","in school","87","0.11131778519654","0.0864395580776067","0.136196012315473","3"
"Satisfactory","2003","inadequately","95","0.353265949752497","0.296146277866229","0.410385621638764","3"
"Satisfactory","2003","middle vocational","3724","0.347059619852148","0.338227310751482","0.355891928952814","3"
"Satisfactory","2003","higher vocational","613","0.361829405462418","0.33892618196965","0.384732628955187","3"
"Satisfactory","2003","general elemantary","904","0.338019270844929","0.32038758143474","0.355650960255118","3"
"Very good","2003","vocational + Abi","138","0.108436152403153","0.0905662776680073","0.126306027138298","1"
"Very good","2003","higher vocational","132","0.0721272649961647","0.0597970620124922","0.0844574679798373","1"
"Very good","2003","higher education","498","0.10495257219682","0.0958560660880406","0.1140490783056","1"
"Very good","2003","general elemantary","249","0.083976371694654","0.073638469607802","0.0943142737815059","1"
"Very good","2003","in school","214","0.360092497314081","0.322123463764915","0.398061530863247","1"
"Very good","2003","inadequately","13","","","","1"
"Very good","2003","middle vocational","945","0.0780506959162373","0.0730735845041769","0.0830278073282977","1"
"Bad ","2004","higher education","89","0.0342403051115054","0.0288076102715334","0.0396729999514775","5"
"Bad ","2004","middle vocational","443","0.0481557642284927","0.0441228297942106","0.0521886986627747","5"
"Bad ","2004","vocational + Abi","29","","","","5"
"Bad ","2004","higher vocational","58","0.043742439901965","0.0338530784138902","0.0536318013900397","5"
"Bad ","2004","in school","3","","","","5"
"Bad ","2004","inadequately","24","","","","5"
"Bad ","2004","general elemantary","176","0.0770404370734652","0.066788742538015","0.0872921316089154","5"
"Good","2004","vocational + Abi","566","0.459541385581915","0.430948617648661","0.488134153515168","2"
"Good","2004","higher education","2066","0.435766833335731","0.420952969393079","0.450580697278384","2"
"Good","2004","higher vocational","684","0.393891305125877","0.370265165649676","0.417517444602077","2"
"Good","2004","middle vocational","4317","0.368245346821914","0.359159677252073","0.377331016391756","2"
"Good","2004","in school","318","0.47021954290439","0.431520879419369","0.508918206389411","2"
"Good","2004","general elemantary","852","0.292937052096207","0.275440150695523","0.310433953496891","2"
"Good","2004","inadequately","64","0.227952118129034","0.176156650959587","0.279747585298482","2"
"Poor","2004","higher education","449","0.12243973870731","0.112646831685493","0.132232645729126","4"
"Poor","2004","vocational + Abi","125","0.135322912509453","0.115697205694139","0.154948619324766","4"
"Poor","2004","higher vocational","201","0.146003319629558","0.128929182475871","0.163077456783246","4"
"Poor","2004","inadequately","57","0.249938656960667","0.196480629698615","0.30339668422272","4"
"Poor","2004","in school","15","","","","4"
"Poor","2004","middle vocational","1499","0.157468845045309","0.150607577011391","0.164330113079227","4"
"Poor","2004","general elemantary","490","0.203988452260578","0.188496454457676","0.21948045006348","4"
"Satisfactory","2004","vocational + Abi","303","0.249908757408489","0.225068250840477","0.274749263976501","3"
"Satisfactory","2004","higher education","1273","0.308787447678242","0.294985270862681","0.322589624493803","3"
"Satisfactory","2004","in school","83","0.148014007239892","0.120480261500215","0.17554775297957","3"
"Satisfactory","2004","inadequately","87","0.357842806947648","0.298657399419028","0.417028214476268","3"
"Satisfactory","2004","middle vocational","3618","0.341252296537465","0.332321063360217","0.350183529714712","3"
"Satisfactory","2004","higher vocational","580","0.34878821334416","0.325743498649085","0.371832928039235","3"
"Satisfactory","2004","general elemantary","819","0.326325267200863","0.30829943052468","0.344351103877045","3"
"Very good","2004","vocational + Abi","144","0.120852805120055","0.102151503788504","0.139554106451606","1"
"Very good","2004","higher vocational","120","0.0675747219984395","0.0554372438091002","0.0797122001877788","1"
"Very good","2004","higher education","427","0.0987656751672117","0.0898524712962911","0.107678879038132","1"
"Very good","2004","in school","220","0.3500932446586","0.313109144810563","0.387077344506637","1"
"Very good","2004","inadequately","20","","","","1"
"Very good","2004","general elemantary","262","0.0997087913688871","0.0881900989417461","0.111227483796028","1"
"Very good","2004","middle vocational","949","0.0848777473668195","0.0796278530592294","0.0901276416744096","1"
"Bad ","2005","higher education","94","0.0293447142288882","0.0242204231067545","0.0344690053510218","5"
"Bad ","2005","middle vocational","402","0.0451439298005692","0.0411285049089785","0.04915935469216","5"
"Bad ","2005","vocational + Abi","35","0.0352339952124827","0.0245078887879497","0.0459601016370157","5"
"Bad ","2005","higher vocational","56","0.0470805865977625","0.0365799018076682","0.0575812713878568","5"
"Bad ","2005","in school","1","","","","5"
"Bad ","2005","inadequately","29","","","","5"
"Bad ","2005","general elemantary","167","0.0771731170700254","0.0665186260057407","0.0878276081343101","5"
"Good","2005","vocational + Abi","517","0.447278824885794","0.418352558531583","0.476205091240005","2"
"Good","2005","higher education","1878","0.434412370807926","0.419362340178636","0.449462401437217","2"
"Good","2005","higher vocational","604","0.357012671116881","0.333260045450033","0.380765296783729","2"
"Good","2005","in school","295","0.424025274630699","0.386033550947525","0.462016998313873","2"
"Good","2005","inadequately","69","0.289936893361823","0.232770522459776","0.34710326426387","2"
"Good","2005","middle vocational","4051","0.368640054049906","0.35930960291041","0.377970505189402","2"
"Good","2005","general elemantary","782","0.298751434153624","0.280477562843387","0.317025305463861","2"
"Poor","2005","higher education","452","0.128572567521745","0.118409469535778","0.138735665507712","4"
"Poor","2005","vocational + Abi","119","0.125192960793487","0.105940056585818","0.144445865001156","4"
"Poor","2005","in school","27","","","","4"
"Poor","2005","higher vocational","228","0.158645938491461","0.140533685370271","0.176758191612651","4"
"Poor","2005","middle vocational","1520","0.161588925349741","0.154470283085644","0.168707567613839","4"
"Poor","2005","inadequately","42","0.163938426750076","0.117293982709422","0.210582870790731","4"
"Poor","2005","general elemantary","461","0.206994820890972","0.19081933551911","0.223170306262835","4"
"Satisfactory","2005","vocational + Abi","343","0.287280557809423","0.260955909310401","0.313605206308445","3"
"Satisfactory","2005","higher education","1327","0.311769823811056","0.297705455370834","0.325834192251278","3"
"Satisfactory","2005","inadequately","91","0.423459372565076","0.361206235535325","0.485712509594826","3"
"Satisfactory","2005","middle vocational","3519","0.350969865315927","0.341739259301222","0.360200471330632","3"
"Satisfactory","2005","in school","98","0.182124334161353","0.152454231798996","0.211794436523711","3"
"Satisfactory","2005","higher vocational","579","0.370016438884113","0.346080871866659","0.393952005901568","3"
"Satisfactory","2005","general elemantary","775","0.332335661708323","0.313529198317545","0.351142125099101","3"
"Very good","2005","vocational + Abi","121","0.105013661298814","0.0871783266078086","0.122848995989819","1"
"Very good","2005","higher vocational","96","0.0672443649097823","0.0548283995898678","0.0796603302296968","1"
"Very good","2005","higher education","416","0.0959005236303847","0.0869601650286179","0.104840882232152","1"
"Very good","2005","middle vocational","778","0.0736572254838564","0.0686053061621925","0.0787091448055204","1"
"Very good","2005","in school","229","0.348127234147803","0.311505253298268","0.384749214997339","1"
"Very good","2005","inadequately","11","","","","1"
"Very good","2005","general elemantary","225","0.0847449661770554","0.0736259186096777","0.0958640137444331","1"
"Bad ","2006","vocational + Abi","27","","","","5"
"Bad ","2006","higher vocational","61","0.0448488679887122","0.0348773590668776","0.0548203769105469","5"
"Bad ","2006","higher education","115","0.0323304487636862","0.0272118259822141","0.0374490715451583","5"
"Bad ","2006","middle vocational","481","0.0494581962463938","0.0454298687823659","0.0534865237104218","5"
"Bad ","2006","in school","1","","","","5"
"Bad ","2006","inadequately","24","","","","5"
"Bad ","2006","general elemantary","199","0.0866464674061061","0.0757341354063254","0.0975587994058868","5"
"Good","2006","vocational + Abi","571","0.426263736287797","0.398502322313693","0.454025150261902","2"
"Good","2006","higher vocational","667","0.38142549200983","0.358023654543164","0.404827329476496","2"
"Good","2006","middle vocational","4327","0.365674410653516","0.356726463289815","0.374622358017217","2"
"Good","2006","inadequately","59","0.210774139789078","0.158957537888263","0.262590741689894","2"
"Good","2006","higher education","2067","0.423510240800184","0.409211049460198","0.43780943214017","2"
"Good","2006","general elemantary","830","0.313045126773855","0.295056820983236","0.331033432564473","2"
"Good","2006","in school","320","0.482053130406011","0.443280272667725","0.520825988144298","2"
"Poor","2006","vocational + Abi","128","0.13052374892828","0.111612514865933","0.149434982990628","4"
"Poor","2006","middle vocational","1568","0.148559582423548","0.141951925499858","0.155167239347238","4"
"Poor","2006","higher vocational","223","0.138723908785146","0.122070775945928","0.155377041624364","4"
"Poor","2006","higher education","499","0.123005880472657","0.113501036356772","0.132510724588542","4"
"Poor","2006","inadequately","52","0.230434358315228","0.176934077158274","0.283934639472182","4"
"Poor","2006","in school","15","","","","4"
"Poor","2006","general elemantary","465","0.182711410193162","0.167721700004082","0.197701120382243","4"
"Satisfactory","2006","vocational + Abi","370","0.307932226679776","0.282017411095801","0.333847042263751","3"
"Satisfactory","2006","inadequately","88","0.392814041135979","0.33076801462147","0.454860067650488","3"
"Satisfactory","2006","higher education","1429","0.31677840179175","0.30331538783184","0.330241415751659","3"
"Satisfactory","2006","middle vocational","3888","0.355325713887441","0.346433630792591","0.364217796982292","3"
"Satisfactory","2006","higher vocational","611","0.371756616860933","0.348473430883165","0.395039802838701","3"
"Satisfactory","2006","in school","71","0.113827244366678","0.0891827416223081","0.138471747111049","3"
"Satisfactory","2006","general elemantary","819","0.326389996785926","0.308201560312119","0.344578433259732","3"
"Very good","2006","vocational + Abi","123","0.107755117239917","0.0903487868339217","0.125161447645913","1"
"Very good","2006","higher vocational","93","0.0632451143553793","0.0515184210632742","0.0749718076474844","1"
"Very good","2006","higher education","477","0.104375028171724","0.0955270280313586","0.113223028312089","1"
"Very good","2006","inadequately","15","","","","1"
"Very good","2006","general elemantary","240","0.0912069988409514","0.0800391570403747","0.102374840641528","1"
"Very good","2006","middle vocational","865","0.0809820967891012","0.0759136310588268","0.0860505625193755","1"
"Very good","2006","in school","231","0.37701877017754","0.339412806802341","0.414624733552739","1"
"Bad ","2007","middle vocational","419","0.0424142515719113","0.0385333384973314","0.0462951646464913","5"
"Bad ","2007","vocational + Abi","22","","","","5"
"Bad ","2007","higher vocational","52","0.0383496753024676","0.0287396429857994","0.0479597076191358","5"
"Bad ","2007","higher education","102","0.0319986953705848","0.0267960603927917","0.0372013303483779","5"
"Bad ","2007","in school","1","","","","5"
"Bad ","2007","inadequately","23","","","","5"
"Bad ","2007","general elemantary","163","0.0757348252819775","0.064855798742273","0.086613851821682","5"
"Good","2007","vocational + Abi","563","0.461214149572555","0.432686992911476","0.489741306233634","2"
"Good","2007","middle vocational","4078","0.369369787639207","0.360075689672871","0.378663885605543","2"
"Good","2007","higher education","2018","0.452325770309353","0.437612606578216","0.46703893404049","2"
"Good","2007","higher vocational","577","0.349311107400381","0.325453422099687","0.373168792701074","2"
"Good","2007","inadequately","59","0.257978525026892","0.20003217992887","0.315924870124914","2"
"Good","2007","general elemantary","711","0.289300518605459","0.270655555305316","0.307945481905602","2"
"Good","2007","in school","296","0.459920593750947","0.420878674279777","0.498962513222116","2"
"Poor","2007","higher vocational","231","0.153588046153262","0.135545201365431","0.171630890941093","4"
"Poor","2007","vocational + Abi","131","0.132346050892641","0.112953816479374","0.151738285305909","4"
"Poor","2007","higher education","483","0.119729418282416","0.110132588774214","0.129326247790619","4"
"Poor","2007","middle vocational","1496","0.152776275054238","0.14584814251461","0.159704407593866","4"
"Poor","2007","inadequately","51","0.234542269241671","0.178424913121164","0.290659625362178","4"
"Poor","2007","in school","19","","","","4"
"Poor","2007","general elemantary","442","0.218982913380679","0.201977808696961","0.235988018064397","4"
"Satisfactory","2007","vocational + Abi","336","0.278267949681985","0.252622006554721","0.303913892809249","3"
"Satisfactory","2007","inadequately","79","0.372090515169203","0.308072993801297","0.436108036537109","3"
"Satisfactory","2007","middle vocational","3622","0.36520892806472","0.355936888578889","0.374480967550551","3"
"Satisfactory","2007","higher vocational","586","0.392761112645745","0.368322337253439","0.41719988803805","3"
"Satisfactory","2007","higher education","1381","0.304252399318278","0.290651672621073","0.317853126015483","3"
"Satisfactory","2007","in school","80","0.134469024338607","0.107744292332087","0.161193756345127","3"
"Satisfactory","2007","general elemantary","752","0.327525689072505","0.308228037476054","0.346823340668956","3"
"Very good","2007","vocational + Abi","121","0.110902290177954","0.092932455234341","0.128872125121567","1"
"Very good","2007","higher vocational","88","0.0659900584981452","0.0535663739016014","0.0784137430946891","1"
"Very good","2007","higher education","412","0.091693716719368","0.0831626134963562","0.10022481994238","1"
"Very good","2007","inadequately","7","","","","1"
"Very good","2007","general elemantary","204","0.0884560536593795","0.0767799884144013","0.100132118904358","1"
"Very good","2007","middle vocational","744","0.0702307576699239","0.0653099041334227","0.0751516112064251","1"
"Very good","2007","in school","230","0.376150140100313","0.338202779058337","0.414097501142289","1"
"Bad ","2008","middle vocational","418","0.045535124446664","0.0414012807795494","0.0496689681137786","5"
"Bad ","2008","higher vocational","53","0.038030146084623","0.0280853523443217","0.0479749398249242","5"
"Bad ","2008","higher education","81","0.0236511440031691","0.0190581732707049","0.0282441147356334","5"
"Bad ","2008","vocational + Abi","21","","","","5"
"Bad ","2008","in school","3","","","","5"
"Bad ","2008","inadequately","14","","","","5"
"Bad ","2008","general elemantary","152","0.0776573333774973","0.0661751559679541","0.0891395107870405","5"
"Good","2008","vocational + Abi","512","0.442483589337775","0.413105446848631","0.47186173182692","2"
"Good","2008","higher vocational","551","0.39593052006511","0.370503000964615","0.421358039165605","2"
"Good","2008","middle vocational","3769","0.369090787088704","0.359522133191386","0.378659440986023","2"
"Good","2008","higher education","1900","0.431105410986323","0.416137102350617","0.446073719622029","2"
"Good","2008","inadequately","43","0.223608672788106","0.163889752462382","0.283327593113829","2"
"Good","2008","general elemantary","657","0.281730725718573","0.262431156385977","0.301030295051168","2"
"Good","2008","in school","270","0.506107973409642","0.464400282216659","0.547815664602626","2"
"Poor","2008","vocational + Abi","138","0.152078324154467","0.130838131638302","0.173318516670632","4"
"Poor","2008","higher vocational","196","0.137469572684966","0.119565923655197","0.155373221714735","4"
"Poor","2008","higher education","463","0.115616244457378","0.105951399345752","0.125281089569004","4"
"Poor","2008","in school","25","","","","4"
"Poor","2008","middle vocational","1495","0.154687915865073","0.147517612309144","0.161858219421001","4"
"Poor","2008","inadequately","52","0.292841034295327","0.22761788276099","0.358064185829664","4"
"Poor","2008","general elemantary","405","0.195608396193546","0.178590166655252","0.212626625731839","4"
"Satisfactory","2008","vocational + Abi","308","0.277974653588665","0.251475882005771","0.304473425171558","3"
"Satisfactory","2008","inadequately","65","0.362272828165281","0.293381805896588","0.431163850433974","3"
"Satisfactory","2008","middle vocational","3377","0.356665979251942","0.347167591138671","0.366164367365213","3"
"Satisfactory","2008","higher vocational","557","0.375804623094151","0.350622497527438","0.400986748660863","3"
"Satisfactory","2008","higher education","1344","0.327254918446555","0.313073050151074","0.341436786742035","3"
"Satisfactory","2008","in school","69","0.130426097032706","0.102332066499556","0.158520127565855","3"
"Satisfactory","2008","general elemantary","674","0.341925262235357","0.321574059976451","0.362276464494262","3"
"Very good","2008","vocational + Abi","119","0.107129895254778","0.0888364122125058","0.125423378297049","1"
"Very good","2008","higher vocational","64","0.0527651380711504","0.0411411962341231","0.0643890799081778","1"
"Very good","2008","higher education","417","0.102372282106576","0.0932099841532585","0.111534580059893","1"
"Very good","2008","inadequately","13","","","","1"
"Very good","2008","general elemantary","199","0.103078282475028","0.0900331731455454","0.11612339180451","1"
"Very good","2008","middle vocational","711","0.074020193347617","0.0688288868013402","0.0792114998938938","1"
"Very good","2008","in school","185","0.331030346321365","0.291773476749933","0.370287215892797","1"
"Bad ","2009","middle vocational","381","0.0431321394710758","0.0389574374907283","0.0473068414514233","5"
"Bad ","2009","vocational + Abi","23","","","","5"
"Bad ","2009","higher vocational","48","0.0293306779242011","0.0202625221261335","0.0383988337222687","5"
"Bad ","2009","higher education","92","0.0259740119120378","0.0210674926714068","0.0308805311526689","5"
"Bad ","2009","in school","","","","","5"
"Bad ","2009","inadequately","22","","","","5"
"Bad ","2009","general elemantary","127","0.0717626678238266","0.0600049323570135","0.0835204032906398","5"
"Good","2009","vocational + Abi","455","0.425389487718329","0.394792562526143","0.455986412910515","2"
"Good","2009","middle vocational","3395","0.351538925269725","0.341727600316783","0.361350250222666","2"
"Good","2009","higher vocational","486","0.386843080189855","0.360668754396538","0.413017405983173","2"
"Good","2009","higher education","1809","0.442661069046167","0.427339117990682","0.457983020101652","2"
"Good","2009","inadequately","40","0.195845083269455","0.135835633120124","0.255854533418786","2"
"Good","2009","general elemantary","560","0.277356705073864","0.256961587887227","0.297751822260501","2"
"Good","2009","in school","250","0.516050980848837","0.472507921091704","0.55959404060597","2"
"Poor","2009","higher vocational","199","0.160087096508669","0.140380230616777","0.179793962400561","4"
"Poor","2009","higher education","437","0.11665630723841","0.106753970635894","0.126558643840926","4"
"Poor","2009","vocational + Abi","109","0.112261057060572","0.0927241943784063","0.131797919742738","4"
"Poor","2009","middle vocational","1394","0.154751863984403","0.147319806691646","0.16218392127716","4"
"Poor","2009","inadequately","41","0.288053969165838","0.219575519628842","0.356532418702835","4"
"Poor","2009","in school","15","","","","4"
"Poor","2009","general elemantary","362","0.189082799213863","0.171244265666703","0.206921332761023","4"
"Satisfactory","2009","vocational + Abi","323","0.34512608018372","0.315704542864343","0.374547617503097","3"
"Satisfactory","2009","inadequately","58","0.367273150955574","0.294378414112417","0.440167887798731","3"
"Satisfactory","2009","middle vocational","3304","0.377641280155163","0.367678991672375","0.387603568637952","3"
"Satisfactory","2009","higher vocational","531","0.380915626217418","0.354817364251193","0.407013888183642","3"
"Satisfactory","2009","higher education","1307","0.312527385119716","0.298228885869867","0.326825884369565","3"
"Satisfactory","2009","general elemantary","652","0.379584940377608","0.357477394539509","0.401692486215708","3"
"Satisfactory","2009","in school","71","0.138509353973802","0.10841135191422","0.168607356033385","3"
"Very good","2009","vocational + Abi","93","0.0923024287972002","0.0743891627662769","0.110215694828123","1"
"Very good","2009","higher vocational","66","0.0428235191598573","0.0319427535002964","0.0537042848194183","1"
"Very good","2009","higher education","392","0.102181226683669","0.0928379628306213","0.111524490536717","1"
"Very good","2009","inadequately","7","","","","1"
"Very good","2009","in school","170","0.315538294267746","0.275045900921215","0.356030687614278","1"
"Very good","2009","middle vocational","623","0.0729357911196334","0.0675923103596901","0.0782792718795766","1"
"Very good","2009","general elemantary","150","0.0822128875108382","0.0696991854642827","0.0947265895573937","1"
"Bad ","2010","middle vocational","453","0.0434646930201564","0.0397844782277751","0.0471449078125376","5"
"Bad ","2010","vocational + Abi","40","0.0345253179256108","0.0258819704971949","0.0431686653540267","5"
"Bad ","2010","higher vocational","51","0.0384057163858134","0.029036111342071","0.0477753214295557","5"
"Bad ","2010","higher education","100","0.0277739507552766","0.0233850304559987","0.0321628710545546","5"
"Bad ","2010","in school","3","","","","5"
"Bad ","2010","inadequately","26","","","","5"
"Bad ","2010","general elemantary","159","0.0896673523831011","0.078538933289066","0.100795771477136","5"
"Good","2010","vocational + Abi","795","0.420822692588849","0.397450576950093","0.444194808227605","2"
"Good","2010","inadequately","104","0.23950034867447","0.194400876990836","0.284599820358104","2"
"Good","2010","middle vocational","4655","0.354480147234422","0.345846284968588","0.363114009500255","2"
"Good","2010","higher vocational","642","0.366053838031218","0.342566917214691","0.389540758847745","2"
"Good","2010","higher education","2434","0.439336643045229","0.426080870686132","0.452592415404327","2"
"Good","2010","general elemantary","853","0.28705965945514","0.269438725735288","0.304680593174992","2"
"Good","2010","in school","313","0.482727488387455","0.445919492033782","0.519535484741129","2"
"Poor","2010","higher education","546","0.120962585668564","0.112253261650588","0.12967190968654","4"
"Poor","2010","higher vocational","220","0.144631824678022","0.127482939621426","0.161780709734619","4"
"Poor","2010","vocational + Abi","160","0.105743708890727","0.0911857344103557","0.120301683371098","4"
"Poor","2010","middle vocational","1673","0.164416091456652","0.157726161825595","0.17110602108771","4"
"Poor","2010","inadequately","66","0.300811604990243","0.252348273106383","0.349274936874103","4"
"Poor","2010","in school","31","0.029538085914589","0.0170667813630813","0.0420093904660968","4"
"Poor","2010","general elemantary","429","0.194531171510311","0.179112916996168","0.209949426024453","4"
"Satisfactory","2010","vocational + Abi","475","0.329565248527978","0.307312090792779","0.351818406263177","3"
"Satisfactory","2010","inadequately","108","0.260230947583081","0.213865290293339","0.306596604872822","3"
"Satisfactory","2010","middle vocational","3866","0.357529589504338","0.348879175038655","0.366180003970022","3"
"Satisfactory","2010","higher vocational","579","0.400969816666808","0.377074785206195","0.424864848127421","3"
"Satisfactory","2010","higher education","1493","0.290668034077484","0.278540328651123","0.302795739503844","3"
"Satisfactory","2010","in school","98","0.141750996649754","0.116058803600702","0.167443189698806","3"
"Satisfactory","2010","general elemantary","796","0.334435789702105","0.316059086795451","0.352812492608759","3"
"Very good","2010","vocational + Abi","244","0.109343032066835","0.0945691892713336","0.124116874862337","1"
"Very good","2010","higher vocational","124","0.0499388042381384","0.0393188591185694","0.0605587493577075","1"
"Very good","2010","higher education","812","0.121258786453446","0.112540274972962","0.12997729793393","1"
"Very good","2010","middle vocational","1145","0.080109478784431","0.0752098364242006","0.0850091211446614","1"
"Very good","2010","inadequately","40","0.0977729900487489","0.0663869712642268","0.129159008833271","1"
"Very good","2010","general elemantary","295","0.0943060269493432","0.082922503576998","0.105689550321688","1"
"Very good","2010","in school","263","0.343516336436044","0.30853655258735","0.378496120284739","1"
"Bad ","2011","higher vocational","61","0.0381344605163327","0.0294213125085684","0.0468476085240971","5"
"Bad ","2011","higher education","134","0.0260547587746287","0.0220959575406262","0.0300135600086313","5"
"Bad ","2011","middle vocational","575","0.0455880737272489","0.0421268999317704","0.0490492475227273","5"
"Bad ","2011","vocational + Abi","53","0.0310927371357347","0.0235029655506934","0.0386825087207761","5"
"Bad ","2011","in school","5","","","","5"
"Bad ","2011","inadequately","23","","","","5"
"Bad ","2011","general elemantary","191","0.0726683420809442","0.0634841741544181","0.0818525100074702","5"
"Good","2011","vocational + Abi","941","0.442323321129688","0.420605348411747","0.46404129384763","2"
"Good","2011","higher vocational","758","0.386576728843739","0.364422477309772","0.408730980377706","2"
"Good","2011","inadequately","126","0.26677075390472","0.224012872560755","0.309528635248684","2"
"Good","2011","general elemantary","1026","0.295104922213536","0.278968765150746","0.311241079276327","2"
"Good","2011","middle vocational","5406","0.35858738796389","0.350629531340992","0.366545244586788","2"
"Good","2011","higher education","2866","0.44276707539558","0.430422989283776","0.455111161507384","2"
"Good","2011","in school","421","0.453786964372665","0.42111519143632","0.48645873730901","2"
"Poor","2011","higher vocational","250","0.142134277951288","0.126248145602869","0.158020410299707","4"
"Poor","2011","higher education","645","0.118934437942957","0.11088971995699","0.126979155928923","4"
"Poor","2011","vocational + Abi","205","0.107439474946816","0.093898220491016","0.120980729402616","4"
"Poor","2011","middle vocational","2076","0.161717730651062","0.155608256711779","0.167827204590346","4"
"Poor","2011","inadequately","100","0.267224248893706","0.224443275951246","0.310005221836166","4"
"Poor","2011","in school","24","","","","4"
"Poor","2011","general elemantary","538","0.21043337712213","0.196012178781589","0.22485457546267","4"
"Satisfactory","2011","vocational + Abi","545","0.288207556658018","0.268401980038158","0.308013133277878","3"
"Satisfactory","2011","higher education","1734","0.281241739489251","0.270068368706386","0.292415110272116","3"
"Satisfactory","2011","inadequately","128","0.346155449850931","0.300161572694466","0.392149327007396","3"
"Satisfactory","2011","middle vocational","4621","0.346831930725687","0.338934208283052","0.354729653168322","3"
"Satisfactory","2011","higher vocational","651","0.370497705126824","0.348526669664092","0.392468740589556","3"
"Satisfactory","2011","general elemantary","1007","0.341587254241682","0.324808891083395","0.35836561739997","3"
"Satisfactory","2011","in school","99","0.109306027038366","0.0888297038680657","0.129782350208666","3"
"Very good","2011","vocational + Abi","265","0.130936910129743","0.116186135781669","0.145687684477818","1"
"Very good","2011","higher vocational","136","0.0626568275618163","0.051631471693178","0.0736821834304545","1"
"Very good","2011","higher education","841","0.131001988397584","0.12261702378973","0.139386953005437","1"
"Very good","2011","inadequately","34","0.059708483304042","0.0368010485216482","0.0826159180864359","1"
