"m11126","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Very good","2007","Not Employed","Urban Area","453","0.078979088158527","0.071826502850466","0.0861316734665881"
"Very good","2007","Not Employed","Rural Area","217","0.0693782521699188","0.0600820530259841","0.0786744513138535"
"Very good","2007","Employed","Urban Area","824","0.0973503188753964","0.0909978371536775","0.103702800597115"
"Very good","2007","Employed","Rural Area","390","0.0946576622256642","0.0858211253873142","0.103494199064014"
"Good","2007","Not Employed","Urban Area","1633","0.258153849705574","0.246548226412562","0.269759472998586"
"Good","2007","Not Employed","Rural Area","788","0.2563385837341","0.24036502225547","0.27231214521273"
"Good","2007","Employed","Urban Area","4038","0.463092699368151","0.452407103617572","0.473778295118731"
"Good","2007","Employed","Rural Area","2002","0.469548761215494","0.454484047827778","0.48461347460321"
"Satisfactory","2007","Not Employed","Urban Area","1852","0.35952706729043","0.346801169539248","0.372252965041612"
"Satisfactory","2007","Not Employed","Rural Area","1074","0.374756561643167","0.357047060129939","0.392466063156395"
"Satisfactory","2007","Employed","Urban Area","2610","0.320830361416348","0.310827091667562","0.330833631165134"
"Satisfactory","2007","Employed","Rural Area","1365","0.319364324811095","0.305290947068876","0.333437702553313"
"Poor","2007","Not Employed","Urban Area","1116","0.220001985755856","0.209016170483247","0.230987801028465"
"Poor","2007","Not Employed","Rural Area","587","0.22546479898013","0.210176220879932","0.240753377080329"
"Poor","2007","Employed","Urban Area","770","0.100943034284957","0.094487281354015","0.107398787215899"
"Poor","2007","Employed","Rural Area","405","0.104696660477296","0.0954550149496653","0.113938306004927"
"Bad ","2007","Not Employed","Urban Area","408","0.0833380090896128","0.0760081029141229","0.0906679152651028"
"Bad ","2007","Not Employed","Rural Area","204","0.0740618034726834","0.0644811466469803","0.0836424602983866"
"Bad ","2007","Employed","Urban Area","123","0.0177835860551476","0.0149513569433007","0.0206158151669945"
"Bad ","2007","Employed","Rural Area","54","0.0117325912704509","0.00848222728508965","0.0149829552558122"
"Very good","2008","Not Employed","Urban Area","382","0.0695072847740773","0.0625125155062236","0.076502054041931"
"Very good","2008","Not Employed","Rural Area","172","0.0686783365447019","0.0590745893981731","0.0782820836912308"
"Very good","2008","Employed","Urban Area","870","0.111210453912414","0.104290809571829","0.118130098252999"
"Very good","2008","Employed","Rural Area","378","0.101755648903524","0.0923678249341818","0.111143472872866"
"Good","2008","Not Employed","Urban Area","1470","0.259158474078338","0.247106807481699","0.271210140674976"
"Good","2008","Not Employed","Rural Area","769","0.284329035333801","0.267199393374667","0.301458677292935"
"Good","2008","Employed","Urban Area","3776","0.457935497684776","0.446969727590849","0.468901267778704"
"Good","2008","Employed","Rural Area","1847","0.444794962669896","0.429363927711798","0.460225997627995"
"Satisfactory","2008","Not Employed","Urban Area","1793","0.375035421945767","0.361719673302627","0.388351170588907"
"Satisfactory","2008","Not Employed","Rural Area","968","0.361330885660512","0.343088926430093","0.379572844890932"
"Satisfactory","2008","Employed","Urban Area","2360","0.304691488995491","0.294560999474115","0.314821978516866"
"Satisfactory","2008","Employed","Rural Area","1323","0.336351124850681","0.321680316302052","0.351021933399311"
"Poor","2008","Not Employed","Urban Area","1061","0.214743534681055","0.203449020583964","0.226038048778145"
"Poor","2008","Not Employed","Rural Area","553","0.205662578930067","0.190314248842567","0.221010909017567"
"Poor","2008","Employed","Urban Area","818","0.10999684085361","0.103110359472999","0.116883322234221"
"Poor","2008","Employed","Rural Area","372","0.10155342025588","0.0921738739159634","0.110932966595796"
"Bad ","2008","Not Employed","Urban Area","372","0.0815552845207634","0.0740277231282515","0.0890828459132752"
"Bad ","2008","Not Employed","Rural Area","202","0.079999163530918","0.0696972520260845","0.0903010750357515"
"Bad ","2008","Employed","Urban Area","106","0.0161657185537095","0.013390034823613","0.0189414022838061"
"Bad ","2008","Employed","Rural Area","64","0.0155448433200187","0.0117035314368073","0.0193861552032301"
"Very good","2009","Not Employed","Urban Area","344","0.0697086005571834","0.0623829161031081","0.0770342850112586"
"Very good","2009","Not Employed","Rural Area","143","0.062303459036747","0.0527384242597175","0.0718684938137765"
"Very good","2009","Employed","Urban Area","751","0.103162456450004","0.0962180988826619","0.110106814017347"
"Very good","2009","Employed","Rural Area","332","0.0894742395461268","0.0804641101823047","0.0984843689099489"
"Good","2009","Not Employed","Urban Area","1319","0.253474987802211","0.240961301606951","0.265988673997471"
"Good","2009","Not Employed","Rural Area","628","0.259712919185742","0.242361053434263","0.27706478493722"
"Good","2009","Employed","Urban Area","3453","0.444792522272872","0.433447098058262","0.456137946487482"
"Good","2009","Employed","Rural Area","1772","0.448834102575945","0.433133367245177","0.464534837906713"
"Satisfactory","2009","Not Employed","Urban Area","1668","0.373528987321168","0.359613187637867","0.387444787004469"
"Satisfactory","2009","Not Employed","Rural Area","978","0.3826322050015","0.363398539335616","0.401865870667383"
"Satisfactory","2009","Employed","Urban Area","2328","0.332864032796682","0.322105452637097","0.343622612956267"
"Satisfactory","2009","Employed","Rural Area","1326","0.351065774140779","0.335998645864834","0.366132902416723"
"Poor","2009","Not Employed","Urban Area","962","0.221068427019062","0.209131060253982","0.233005793784143"
"Poor","2009","Not Employed","Rural Area","520","0.212356420975847","0.196172010525441","0.228540831426253"
"Poor","2009","Employed","Urban Area","722","0.103006909376892","0.0960671873598472","0.109946631393936"
"Poor","2009","Employed","Rural Area","374","0.0979974135118139","0.0886121364496142","0.107382690574014"
"Bad ","2009","Not Employed","Urban Area","349","0.0822189973003756","0.0743167404261022","0.090121254174649"
"Bad ","2009","Not Employed","Rural Area","184","0.0829949958001648","0.0720777993981726","0.0939121922021571"
"Bad ","2009","Employed","Urban Area","116","0.0161740791035504","0.0132941403037801","0.0190540179033206"
"Bad ","2009","Employed","Rural Area","51","0.0126284702253359","0.00910353149677896","0.0161534089538929"
"Very good","2010","Not Employed","Urban Area","630","0.0792505084481043","0.0722967722126099","0.0862042446835987"
"Very good","2010","Not Employed","Rural Area","275","0.0624974175770267","0.0538500859256833","0.07114474922837"
"Very good","2010","Employed","Urban Area","1445","0.120509261676538","0.1142064665218","0.126812056831277"
"Very good","2010","Employed","Rural Area","635","0.101607359945968","0.0935144523083688","0.109700267583567"
"Good","2010","Not Employed","Urban Area","1789","0.25610396255594","0.244867988892638","0.267339936219243"
"Good","2010","Not Employed","Rural Area","913","0.244663097521233","0.229305636221758","0.260020558820709"
"Good","2010","Employed","Urban Area","4733","0.443074220579167","0.433457118048582","0.452691323109752"
"Good","2010","Employed","Rural Area","2526","0.446619301309754","0.433302814747249","0.459935787872259"
"Satisfactory","2010","Not Employed","Urban Area","1894","0.35645503558211","0.344125739951117","0.368784331213103"
"Satisfactory","2010","Not Employed","Rural Area","1066","0.384680380268248","0.367299761126681","0.402060999409816"
"Satisfactory","2010","Employed","Urban Area","2892","0.307666098525076","0.298730884374377","0.316601312675775"
"Satisfactory","2010","Employed","Rural Area","1626","0.331901093553693","0.319287651113076","0.344514535994311"
"Poor","2010","Not Employed","Urban Area","1082","0.219825984607233","0.209165383458883","0.230486585755584"
"Poor","2010","Not Employed","Rural Area","557","0.225075064552143","0.210155424251426","0.23999470485286"
"Poor","2010","Employed","Urban Area","1031","0.110917943917335","0.104838285598722","0.116997602235948"
"Poor","2010","Employed","Rural Area","475","0.10120122493576","0.0931226821742484","0.109279767697271"
"Bad ","2010","Not Employed","Urban Area","402","0.088364508806612","0.0810582342711877","0.0956707833420363"
"Bad ","2010","Not Employed","Rural Area","199","0.0830840400813489","0.0732237790411319","0.0929443011215659"
"Bad ","2010","Employed","Urban Area","148","0.0178324753018839","0.0152703170816098","0.020394633522158"
"Bad ","2010","Employed","Rural Area","92","0.0186710202548249","0.015045250309045","0.0222967902006049"
"Very good","2011","Not Employed","Urban Area","703","0.0799762618759852","0.0735851692638431","0.0863673544881274"
"Very good","2011","Not Employed","Rural Area","346","0.0653099821767401","0.0574053367522578","0.0732146276012223"
"Very good","2011","Employed","Urban Area","1574","0.133739686272917","0.127601230720945","0.13987814182489"
"Very good","2011","Employed","Rural Area","691","0.0987602865437297","0.0915080937813071","0.106012479306152"
"Good","2011","Not Employed","Urban Area","2212","0.278212187842752","0.267654036286028","0.288770339399476"
"Good","2011","Not Employed","Rural Area","1132","0.254362622391637","0.240429473088867","0.268295771694408"
"Good","2011","Employed","Urban Area","5452","0.447251537371882","0.438284593548544","0.456218481195219"
"Good","2011","Employed","Rural Area","3030","0.43729500349673","0.425236715525308","0.449353291468153"
"Satisfactory","2011","Not Employed","Urban Area","2214","0.333728156048595","0.322618075730475","0.344838236366714"
"Satisfactory","2011","Not Employed","Rural Area","1334","0.395195262630523","0.379553983518483","0.410836541742564"
"Satisfactory","2011","Employed","Urban Area","3382","0.292860530760743","0.284653468691978","0.301067592829507"
"Satisfactory","2011","Employed","Rural Area","1977","0.332642811502565","0.321189627162919","0.344095995842212"
"Poor","2011","Not Employed","Urban Area","1302","0.224587416796085","0.214755138195316","0.234419695396853"
"Poor","2011","Not Employed","Rural Area","686","0.204577847398139","0.191671987326068","0.21748370747021"
"Poor","2011","Employed","Urban Area","1211","0.108536715210087","0.102926948203722","0.114146482216452"
"Poor","2011","Employed","Rural Area","683","0.113354708561931","0.105648287284208","0.121061129839654"
"Bad ","2011","Not Employed","Urban Area","489","0.0834959774365835","0.0769782678107998","0.0900136870623673"
"Bad ","2011","Not Employed","Rural Area","255","0.0805542854029602","0.0718473328073288","0.0892612379985915"
"Bad ","2011","Employed","Urban Area","192","0.0176115303843715","0.0152393651721668","0.0199836955965761"
"Bad ","2011","Employed","Rural Area","120","0.017947189895044","0.0147200064103142","0.0211743733797738"
"Very good","2012","Not Employed","Urban Area","671","0.0785435027499235","0.0720609972529893","0.0850260082468577"
"Very good","2012","Not Employed","Rural Area","302","0.0665689222329248","0.0585714237855661","0.0745664206802835"
"Very good","2012","Employed","Urban Area","1390","0.125715115705085","0.119652166640789","0.131778064769381"
"Very good","2012","Employed","Rural Area","711","0.112591467544297","0.104856999430095","0.120325935658498"
"Good","2012","Not Employed","Urban Area","2088","0.275023183783569","0.264263560780472","0.285782806786666"
"Good","2012","Not Employed","Rural Area","1135","0.263286004042188","0.249156054195417","0.277415953888959"
"Good","2012","Employed","Urban Area","5435","0.455307885880698","0.446200540326017","0.464415231435378"
"Good","2012","Employed","Rural Area","3029","0.445940021151037","0.433777250177752","0.458102792124321"
"Satisfactory","2012","Not Employed","Urban Area","2213","0.355457275415461","0.343923542192799","0.366991008638123"
"Satisfactory","2012","Not Employed","Rural Area","1330","0.370150445249982","0.354659253670632","0.385641636829332"
"Satisfactory","2012","Employed","Urban Area","3358","0.307435041566071","0.298996437209403","0.315873645922738"
"Satisfactory","2012","Employed","Rural Area","1972","0.327141662586657","0.31566156286144","0.338621762311873"
"Poor","2012","Not Employed","Urban Area","1224","0.216086261215398","0.20616885600225","0.226003666428547"
"Poor","2012","Not Employed","Rural Area","725","0.227803123109468","0.214346963470342","0.241259282748594"
"Poor","2012","Employed","Urban Area","1117","0.0967726447015261","0.0913658667862311","0.102179422616821"
"Poor","2012","Employed","Rural Area","586","0.0939268142787914","0.0867885545035378","0.101065074054045"
"Bad ","2012","Not Employed","Urban Area","420","0.0748897768356478","0.0685473078664292","0.0812322458048663"
"Bad ","2012","Not Employed","Rural Area","240","0.072191505365437","0.0638882289711562","0.0804947817597179"
"Bad ","2012","Employed","Urban Area","186","0.0147693121466202","0.0125632751829195","0.0169753491103208"
"Bad ","2012","Employed","Rural Area","118","0.0204000344392187","0.0169409931641284","0.023859075714309"
"Very good","2013","Not Employed","Urban Area","1541","0.109322164663081","0.103169516581307","0.115474812744856"
"Very good","2013","Not Employed","Rural Area","560","0.0925368401362598","0.0840814163403454","0.100992263932174"
"Very good","2013","Employed","Urban Area","1264","0.1184255599089","0.112348053986683","0.124503065831117"
"Very good","2013","Employed","Rural Area","641","0.101687965771958","0.0940676988762981","0.109308232667619"
"Good","2013","Not Employed","Urban Area","3384","0.291663729875894","0.282701654459737","0.300625805292052"
"Good","2013","Not Employed","Rural Area","1447","0.271557460343869","0.258579929652015","0.284534991035724"
"Good","2013","Employed","Urban Area","4932","0.435895350037714","0.426568303788377","0.44522239628705"
"Good","2013","Employed","Rural Area","2765","0.441501133342804","0.428981291192178","0.454020975493431"
"Satisfactory","2013","Not Employed","Urban Area","2850","0.3324641967995","0.323175444864686","0.341752948734314"
"Satisfactory","2013","Not Employed","Rural Area","1485","0.36233353804205","0.348308159201676","0.376358916882424"
"Satisfactory","2013","Employed","Urban Area","3275","0.311181865744946","0.302473581454021","0.31989015003587"
"Satisfactory","2013","Employed","Rural Area","1873","0.331607764237627","0.319737788333539","0.343477740141716"
"Poor","2013","Not Employed","Urban Area","1558","0.191988286818634","0.184222350298414","0.199754223338854"
"Poor","2013","Not Employed","Rural Area","778","0.202394834214984","0.190671335601493","0.214118332828475"
"Poor","2013","Employed","Urban Area","1188","0.115605856624255","0.109591543717643","0.121620169530867"
"Poor","2013","Employed","Rural Area","650","0.104399274379299","0.0966897470489849","0.112108801709613"
"Bad ","2013","Not Employed","Urban Area","548","0.0745616218428903","0.0693822264357378","0.0797410172500428"
"Bad ","2013","Not Employed","Rural Area","242","0.071177327262837","0.0636749173782283","0.0786797371474457"
"Bad ","2013","Employed","Urban Area","199","0.0188913676841853","0.0163306398554125","0.0214520955129582"
"Bad ","2013","Employed","Rural Area","114","0.020803862268311","0.0172053032915228","0.0244024212450992"
"Very good","2014","Not Employed","Urban Area","700","0.0825601306299113","0.0758623085118595","0.0892579527479632"
"Very good","2014","Not Employed","Rural Area","305","0.0694984117103751","0.0610409177075385","0.0779559057132116"
"Very good","2014","Employed","Urban Area","1417","0.125102176821399","0.119126868852776","0.131077484790023"
"Very good","2014","Employed","Rural Area","634","0.109500169484249","0.101614656962976","0.117385682005521"
"Good","2014","Not Employed","Urban Area","1978","0.265289290915101","0.254545002362804","0.276033579467397"
"Good","2014","Not Employed","Rural Area","1030","0.248346955105179","0.233977714074444","0.262716196135915"
"Good","2014","Employed","Urban Area","5385","0.440715473872634","0.431748523957764","0.449682423787503"
"Good","2014","Employed","Rural Area","2762","0.452702724735916","0.440133056743536","0.465272392728297"
"Satisfactory","2014","Not Employed","Urban Area","2112","0.355195304006747","0.343548485110759","0.366842122902734"
"Satisfactory","2014","Not Employed","Rural Area","1224","0.381275636324492","0.365122240489321","0.397429032159662"
"Satisfactory","2014","Employed","Urban Area","3478","0.302341826658215","0.294046764358944","0.310636888957485"
"Satisfactory","2014","Employed","Rural Area","1913","0.311936990284513","0.300237871416843","0.323636109152183"
"Poor","2014","Not Employed","Urban Area","1270","0.220997333921163","0.210899630565855","0.23109503727647"
"Poor","2014","Not Employed","Rural Area","678","0.224988084359849","0.211100406045576","0.238875762674122"
"Poor","2014","Employed","Urban Area","1294","0.11459697956665","0.108843821879829","0.120350137253472"
"Poor","2014","Employed","Rural Area","625","0.110283361504956","0.102373179738208","0.118193543271703"
"Bad ","2014","Not Employed","Urban Area","426","0.0759579405270785","0.0695104297153903","0.0824054513387666"
"Bad ","2014","Not Employed","Rural Area","236","0.0758909125001054","0.0670834215166369","0.0846984034835739"
"Bad ","2014","Employed","Urban Area","202","0.0172435430811023","0.0148923656804158","0.0195947204817887"
"Bad ","2014","Employed","Rural Area","90","0.0155767539903667","0.0124497025883719","0.0187038053923616"
"Very good","2015","Not Employed","Urban Area","1021","0.095611957714074","0.0888182657598679","0.10240564966828"
"Very good","2015","Not Employed","Rural Area","396","0.0696977800257323","0.0614142341866366","0.077981325864828"
"Very good","2015","Employed","Urban Area","1258","0.123291320050243","0.117122674495109","0.129459965605377"
"Very good","2015","Employed","Rural Area","584","0.100978917414893","0.093180945382652","0.108776889447134"
"Good","2015","Not Employed","Urban Area","2351","0.276461500281683","0.266128641536457","0.286794359026908"
"Good","2015","Not Employed","Rural Area","1143","0.269134062731009","0.254706333838969","0.283561791623049"
"Good","2015","Employed","Urban Area","4964","0.437573174398988","0.428265219495712","0.446881129302264"
"Good","2015","Employed","Rural Area","2602","0.444291843809003","0.431431904004087","0.45715178361392"
"Satisfactory","2015","Not Employed","Urban Area","2110","0.333534231183072","0.322641633329026","0.344426829037118"
"Satisfactory","2015","Not Employed","Rural Area","1199","0.355000242898866","0.339433818056066","0.370566667741666"
"Satisfactory","2015","Employed","Urban Area","3339","0.314648018037994","0.305935067489886","0.323360968586103"
"Satisfactory","2015","Employed","Rural Area","1851","0.323109400524035","0.311005776685465","0.335213024362606"
"Poor","2015","Not Employed","Urban Area","1308","0.214823449998851","0.205334965697114","0.224311934300588"
"Poor","2015","Not Employed","Rural Area","653","0.222565586284915","0.209033783311316","0.236097389258515"
"Poor","2015","Employed","Urban Area","1185","0.109163364566507","0.103312320038283","0.115014409094732"
"Poor","2015","Employed","Rural Area","604","0.112804906816323","0.104617338418487","0.120992475214158"
"Bad ","2015","Not Employed","Urban Area","407","0.0795688608223202","0.0733165643783474","0.085821157266293"
"Bad ","2015","Not Employed","Rural Area","239","0.083602328059477","0.074598111061497","0.092606545057457"
"Bad ","2015","Employed","Urban Area","166","0.0153241229462674","0.0130193381761804","0.0176289077163544"
"Bad ","2015","Employed","Rural Area","94","0.0188149314357457","0.0152984513263544","0.0223314115451371"
"Very good","2016","Not Employed","Urban Area","1794","0.0821464506419457","0.0763953427693489","0.0878975585145424"
"Very good","2016","Not Employed","Rural Area","742","0.0748609150249933","0.0671287846943811","0.0825930453556055"
"Very good","2016","Employed","Urban Area","1325","0.120111971057432","0.113925568353873","0.126298373760991"
"Very good","2016","Employed","Rural Area","576","0.0896394448597875","0.0821192005997158","0.0971596891198593"
"Good","2016","Not Employed","Urban Area","2685","0.279002344986261","0.269608545862722","0.288396144109801"
"Good","2016","Not Employed","Rural Area","1390","0.264596019895713","0.251635490927147","0.277556548864279"
"Good","2016","Employed","Urban Area","4727","0.442116933031372","0.432666069334116","0.451567796728627"
"Good","2016","Employed","Rural Area","2562","0.455893395795279","0.442781988734855","0.469004802855704"
"Satisfactory","2016","Not Employed","Urban Area","2350","0.3379874719454","0.32808020598826","0.34789473790254"
"Satisfactory","2016","Not Employed","Rural Area","1300","0.355304649685341","0.341242691571248","0.369366607799435"
"Satisfactory","2016","Employed","Urban Area","3164","0.306952168737002","0.298175124383588","0.315729213090415"
"Satisfactory","2016","Employed","Rural Area","1727","0.324190951740085","0.311868756165985","0.336513147314184"
"Poor","2016","Not Employed","Urban Area","1423","0.222074360997034","0.213368962234179","0.230779759759889"
"Poor","2016","Not Employed","Rural Area","758","0.229382486333998","0.217029622593644","0.241735350074352"
"Poor","2016","Employed","Urban Area","1201","0.11422648218055","0.10817340679762","0.12027955756348"
"Poor","2016","Employed","Rural Area","575","0.109932768292156","0.101698014096206","0.118167522488107"
"Bad ","2016","Not Employed","Urban Area","505","0.0787893714293592","0.0731467137480859","0.0844320291106325"
"Bad ","2016","Not Employed","Rural Area","260","0.0758559290599545","0.0680767692720055","0.0836350888479035"
"Bad ","2016","Employed","Urban Area","191","0.0165924449936451","0.0141616222059092","0.0190232677813809"
"Bad ","2016","Employed","Rural Area","103","0.0203434393126924","0.0166270195041063","0.0240598591212786"
"Very good","2017","Not Employed","Urban Area","2097","0.0950811317259413","0.0892587888649417","0.100903474586941"
"Very good","2017","Not Employed","Rural Area","868","0.0626883462378719","0.0558358872522211","0.0695408052235227"
"Very good","2017","Employed","Urban Area","1598","0.130038705202253","0.12399203179929","0.136085378605217"
"Very good","2017","Employed","Rural Area","682","0.0907536598989757","0.0837258324559389","0.0977814873420126"
"Good","2017","Not Employed","Urban Area","3129","0.268851233776812","0.260050787910603","0.277651679643021"
"Good","2017","Not Employed","Rural Area","1481","0.259207196307051","0.246819717210059","0.271594675404042"
"Good","2017","Employed","Urban Area","5227","0.433736745460182","0.424827261986144","0.44264622893422"
"Good","2017","Employed","Rural Area","2954","0.455952455263349","0.443767429792964","0.468137480733734"
"Satisfactory","2017","Not Employed","Urban Area","2547","0.345884539465831","0.336443092340714","0.355325986590947"
"Satisfactory","2017","Not Employed","Rural Area","1444","0.380281171960787","0.366557801499666","0.394004542421907"
"Satisfactory","2017","Employed","Urban Area","3552","0.309628372518927","0.301316630206329","0.317940114831524"
"Satisfactory","2017","Employed","Rural Area","1994","0.317586385517431","0.306196928650033","0.32897584238483"
"Poor","2017","Not Employed","Urban Area","1506","0.223168715205332","0.214904039951149","0.231433390459514"
"Poor","2017","Not Employed","Rural Area","751","0.222842246934094","0.211077993106389","0.234606500761798"
"Poor","2017","Employed","Urban Area","1301","0.108755879812009","0.103158884541138","0.114352875082879"
"Poor","2017","Employed","Rural Area","679","0.117623201706912","0.109741467721415","0.125504935692409"
"Bad ","2017","Not Employed","Urban Area","471","0.0670143798260843","0.0620511171588717","0.0719776424932968"
"Bad ","2017","Not Employed","Rural Area","263","0.0749810385601971","0.067536083624486","0.0824259934959082"
"Bad ","2017","Employed","Urban Area","208","0.0178402970066294","0.0154605963855837","0.0202199976276751"
"Bad ","2017","Employed","Rural Area","109","0.0180842976133321","0.0148241582914719","0.0213444369351924"
"Very good","2018","Not Employed","Urban Area","1730","0.0896820926810341","0.0836118339031173","0.095752351458951"
"Very good","2018","Not Employed","Rural Area","710","0.0690883978306066","0.061374458819844","0.0768023368413691"
"Very good","2018","Employed","Urban Area","1750","0.136768450841833","0.130547196450784","0.142989705232883"
"Very good","2018","Employed","Rural Area","722","0.0959395927086042","0.0886481090988285","0.10323107631838"
"Good","2018","Not Employed","Urban Area","2590","0.270970415100481","0.26152782123883","0.280413008962131"
"Good","2018","Not Employed","Rural Area","1153","0.23863441874402","0.22566911844912","0.251599719038919"
"Good","2018","Employed","Urban Area","5167","0.436325641626986","0.427346375326052","0.445304907927919"
"Good","2018","Employed","Rural Area","2847","0.4528979842208","0.440573958529832","0.465222009911769"
"Satisfactory","2018","Not Employed","Urban Area","2390","0.347456628619998","0.337340536216946","0.35757272102305"
"Satisfactory","2018","Not Employed","Rural Area","1336","0.40477008882576","0.389839876012191","0.419700301639329"
"Satisfactory","2018","Employed","Urban Area","3410","0.303315990458539","0.294992855845407","0.31163912507167"
"Satisfactory","2018","Employed","Rural Area","1958","0.32816083636846","0.31653580115901","0.339785871577909"
"Poor","2018","Not Employed","Urban Area","1338","0.220757239970518","0.211945703125558","0.229568776815478"
"Poor","2018","Not Employed","Rural Area","699","0.210244656076408","0.19785017958273","0.222639132570086"
"Poor","2018","Employed","Urban Area","1209","0.107272207123376","0.101669157353363","0.112875256893389"
"Poor","2018","Employed","Rural Area","639","0.104588368772256","0.0970118220773499","0.112164915467161"
"Bad ","2018","Not Employed","Urban Area","463","0.0711336236279686","0.0656726273154235","0.0765946199405137"
"Bad ","2018","Not Employed","Rural Area","254","0.0772624385232064","0.0691408174317393","0.0853840596146734"
"Bad ","2018","Employed","Urban Area","182","0.0163177099492666","0.0140237893833023","0.0186116305152309"
"Bad ","2018","Employed","Rural Area","101","0.0184132179298803","0.0150847265150504","0.0217417093447103"
"Very good","2019","Not Employed","Urban Area","1273","0.0776606082487965","0.071464412047107","0.0838568044504859"
"Very good","2019","Not Employed","Rural Area","470","0.0547763921825557","0.0475578249930436","0.0619949593720678"
"Very good","2019","Employed","Urban Area","1770","0.134621608634257","0.128316993319125","0.140926223949389"
"Very good","2019","Employed","Rural Area","829","0.0980454788533924","0.0906871034633257","0.105403854243459"
"Good","2019","Not Employed","Urban Area","2295","0.282476448046287","0.272053547566436","0.292899348526137"
"Good","2019","Not Employed","Rural Area","1201","0.266648904246388","0.252620350985542","0.280677457507234"
"Good","2019","Employed","Urban Area","5140","0.456362391688226","0.447161967485066","0.465562815891387"
"Good","2019","Employed","Rural Area","2848","0.447328455620192","0.435025126299154","0.45963178494123"
"Satisfactory","2019","Not Employed","Urban Area","2069","0.364440437833409","0.353298241744492","0.375582633922326"
"Satisfactory","2019","Not Employed","Rural Area","1245","0.378528713438","0.363141961246913","0.393915465629088"
"Satisfactory","2019","Employed","Urban Area","3098","0.283338404612893","0.275014866555745","0.291661942670042"
"Satisfactory","2019","Employed","Rural Area","1892","0.330484582707801","0.318845152325946","0.342124013089655"
"Poor","2019","Not Employed","Urban Area","1154","0.211136956101648","0.201688467959256","0.220585444244041"
"Poor","2019","Not Employed","Rural Area","685","0.233418751463739","0.219999324290777","0.246838178636701"
"Poor","2019","Employed","Urban Area","1077","0.107420534889163","0.101700939830225","0.113140129948101"
"Poor","2019","Employed","Rural Area","624","0.108991139296141","0.101280108431321","0.116702170160961"
"Bad ","2019","Not Employed","Urban Area","376","0.0642855497698596","0.0586073883035693","0.0699637112361499"
"Bad ","2019","Not Employed","Rural Area","216","0.0666272386693171","0.0587160729926442","0.07453840434599"
"Bad ","2019","Employed","Urban Area","174","0.0182570601754606","0.0157841263310886","0.0207299940198326"
"Bad ","2019","Employed","Rural Area","81","0.015150343522474","0.0121278036208772","0.0181728834240708"
