"ple0044_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not a day","2008","Part Time","Couple + C. LE 16 ","523","1","1","1"
"Not a day","2008","Part Time","Couple + C. GT 16 ","477","1","1","1"
"Not a day","2008","Part Time","Couple + C. LE and GT 16","210","1","1","1"
"Not a day","2008","Not Working","1-pers.-HH","7","","",""
"Not a day","2008","Not Working","(Married) couple without C. ","13","","",""
"Not a day","2008","Not Working","Single parent ","6","","",""
"Not a day","2008","Not Working","Couple + C. LE 16 ","4","","",""
"Not a day","2008","Not Working","Couple + C. GT 16 ","10","","",""
"Not a day","2008","Not Working","Couple + C. LE and GT 16","2","","",""
"Not a day","2009","Full Time","1-pers.-HH","413","1","1","1"
"Not a day","2009","Full Time","(Married) couple without C. ","863","1","1","1"
"Not a day","2009","Full Time","Single parent ","150","1","1","1"
"Not a day","2009","Full Time","Couple + C. LE 16 ","550","1","1","1"
"Not a day","2009","Full Time","Couple + C. GT 16 ","662","1","1","1"
"Not a day","2009","Full Time","Couple + C. LE and GT 16","217","1","1","1"
"Not a day","2009","Part Time","1-pers.-HH","211","1","1","1"
"Not a day","2009","Part Time","(Married) couple without C. ","540","1","1","1"
"Not a day","2009","Part Time","Single parent ","153","1","1","1"
"Not a day","2009","Part Time","Couple + C. LE 16 ","437","1","1","1"
"Not a day","2009","Part Time","Couple + C. GT 16 ","428","1","1","1"
"Not a day","2009","Part Time","Couple + C. LE and GT 16","196","1","1","1"
"Not a day","2009","Not Working","1-pers.-HH","3","","",""
"Not a day","2009","Not Working","(Married) couple without C. ","9","","",""
"Not a day","2009","Not Working","Single parent ","5","","",""
"Not a day","2009","Not Working","Couple + C. LE 16 ","6","","",""
"Not a day","2009","Not Working","Couple + C. GT 16 ","7","","",""
"Not a day","2009","Not Working","Couple + C. LE and GT 16","3","","",""
"Not a day","2010","Full Time","1-pers.-HH","384","1","1","1"
"Not a day","2010","Full Time","(Married) couple without C. ","820","1","1","1"
"Not a day","2010","Full Time","Single parent ","235","1","1","1"
"Not a day","2010","Full Time","Couple + C. LE 16 ","1409","1","1","1"
"Not a day","2010","Full Time","Couple + C. GT 16 ","593","1","1","1"
"Not a day","2010","Full Time","Couple + C. LE and GT 16","268","1","1","1"
"Not a day","2010","Part Time","1-pers.-HH","203","1","1","1"
"Not a day","2010","Part Time","(Married) couple without C. ","527","1","1","1"
"Not a day","2010","Part Time","Single parent ","437","1","1","1"
"Not a day","2010","Part Time","Couple + C. LE 16 ","1277","1","1","1"
"Not a day","2010","Part Time","Couple + C. GT 16 ","374","1","1","1"
"Not a day","2010","Part Time","Couple + C. LE and GT 16","275","1","1","1"
"Not a day","2010","Not Working","1-pers.-HH","4","","",""
"Not a day","2010","Not Working","(Married) couple without C. ","8","","",""
"Not a day","2010","Not Working","Single parent ","9","","",""
"Not a day","2010","Not Working","Couple + C. LE 16 ","16","","",""
"Not a day","2010","Not Working","Couple + C. GT 16 ","8","","",""
"Not a day","2010","Not Working","Couple + C. LE and GT 16","5","","",""
"Not a day","2011","Full Time","1-pers.-HH","204","1","1","1"
"Not a day","2011","Full Time","(Married) couple without C. ","428","1","1","1"
"Not a day","2011","Full Time","Single parent ","212","1","1","1"
"Not a day","2011","Full Time","Couple + C. LE 16 ","1074","1","1","1"
"Not a day","2011","Full Time","Couple + C. GT 16 ","243","1","1","1"
"Not a day","2011","Full Time","Couple + C. LE and GT 16","208","1","1","1"
"Not a day","2011","Part Time","1-pers.-HH","151","1","1","1"
"Not a day","2011","Part Time","(Married) couple without C. ","336","1","1","1"
"Not a day","2011","Part Time","Single parent ","391","1","1","1"
"Not a day","2011","Part Time","Couple + C. LE 16 ","1078","1","1","1"
"Not a day","2011","Part Time","Couple + C. GT 16 ","165","1","1","1"
"Not a day","2011","Part Time","Couple + C. LE and GT 16","240","1","1","1"
"Not a day","2011","Not Working","1-pers.-HH","5","","",""
"Not a day","2011","Not Working","(Married) couple without C. ","6","","",""
"Not a day","2011","Not Working","Single parent ","29","","",""
"Not a day","2011","Not Working","Couple + C. LE 16 ","33","1","1","1"
"Not a day","2011","Not Working","Couple + C. GT 16 ","11","","",""
"Not a day","2011","Not Working","Couple + C. LE and GT 16","15","","",""
"Not a day","2012","Full Time","1-pers.-HH","453","1","1","1"
"Not a day","2012","Full Time","(Married) couple without C. ","971","1","1","1"
"Not a day","2012","Full Time","Single parent ","255","1","1","1"
"Not a day","2012","Full Time","Couple + C. LE 16 ","1310","1","1","1"
"Not a day","2012","Full Time","Couple + C. GT 16 ","590","1","1","1"
"Not a day","2012","Full Time","Couple + C. LE and GT 16","339","1","1","1"
"Not a day","2012","Part Time","1-pers.-HH","297","1","1","1"
"Not a day","2012","Part Time","(Married) couple without C. ","652","1","1","1"
"Not a day","2012","Part Time","Single parent ","482","1","1","1"
"Not a day","2012","Part Time","Couple + C. LE 16 ","1183","1","1","1"
"Not a day","2012","Part Time","Couple + C. GT 16 ","428","1","1","1"
"Not a day","2012","Part Time","Couple + C. LE and GT 16","332","1","1","1"
"Not a day","2012","Not Working","1-pers.-HH","13","","",""
"Not a day","2012","Not Working","(Married) couple without C. ","15","","",""
"Not a day","2012","Not Working","Single parent ","20","","",""
"Not a day","2012","Not Working","Couple + C. LE 16 ","48","1","1","1"
"Not a day","2012","Not Working","Couple + C. GT 16 ","17","","",""
"Not a day","2012","Not Working","Couple + C. LE and GT 16","14","","",""
"Not a day","2013","Full Time","1-pers.-HH","420","1","1","1"
"Not a day","2013","Full Time","(Married) couple without C. ","851","1","1","1"
"Not a day","2013","Full Time","Single parent ","272","1","1","1"
"Not a day","2013","Full Time","Couple + C. LE 16 ","1056","1","1","1"
"Not a day","2013","Full Time","Couple + C. GT 16 ","555","1","1","1"
"Not a day","2013","Full Time","Couple + C. LE and GT 16","330","1","1","1"
"Not a day","2013","Part Time","1-pers.-HH","246","1","1","1"
"Not a day","2013","Part Time","(Married) couple without C. ","584","1","1","1"
"Not a day","2013","Part Time","Single parent ","426","1","1","1"
"Not a day","2013","Part Time","Couple + C. LE 16 ","1079","1","1","1"
"Not a day","2013","Part Time","Couple + C. GT 16 ","405","1","1","1"
"Not a day","2013","Part Time","Couple + C. LE and GT 16","322","1","1","1"
"Not a day","2013","Not Working","1-pers.-HH","125","1","1","1"
"Not a day","2013","Not Working","(Married) couple without C. ","271","1","1","1"
"Not a day","2013","Not Working","Single parent ","88","1","1","1"
"Not a day","2013","Not Working","Couple + C. LE 16 ","594","1","1","1"
"Not a day","2013","Not Working","Couple + C. GT 16 ","215","1","1","1"
"Not a day","2013","Not Working","Couple + C. LE and GT 16","170","1","1","1"
"Not a day","2014","Full Time","1-pers.-HH","457","1","1","1"
"Not a day","2014","Full Time","(Married) couple without C. ","913","1","1","1"
"Not a day","2014","Full Time","Single parent ","260","1","1","1"
"Not a day","2014","Full Time","Couple + C. LE 16 ","1178","1","1","1"
"Not a day","2014","Full Time","Couple + C. GT 16 ","596","1","1","1"
"Not a day","2014","Full Time","Couple + C. LE and GT 16","372","1","1","1"
"Not a day","2014","Part Time","1-pers.-HH","326","1","1","1"
"Not a day","2014","Part Time","(Married) couple without C. ","696","1","1","1"
"Not a day","2014","Part Time","Single parent ","331","1","1","1"
"Not a day","2014","Part Time","Couple + C. LE 16 ","1125","1","1","1"
"Not a day","2014","Part Time","Couple + C. GT 16 ","450","1","1","1"
"Not a day","2014","Part Time","Couple + C. LE and GT 16","334","1","1","1"
"Not a day","2014","Not Working","1-pers.-HH","43","1","1","1"
"Not a day","2014","Not Working","(Married) couple without C. ","141","1","1","1"
"Not a day","2014","Not Working","Single parent ","94","1","1","1"
"Not a day","2014","Not Working","Couple + C. LE 16 ","294","1","1","1"
"Not a day","2014","Not Working","Couple + C. GT 16 ","126","1","1","1"
"Not a day","2014","Not Working","Couple + C. LE and GT 16","110","1","1","1"
"Not a day","2015","Full Time","1-pers.-HH","411","1","1","1"
"Not a day","2015","Full Time","(Married) couple without C. ","832","1","1","1"
"Not a day","2015","Full Time","Single parent ","231","1","1","1"
"Not a day","2015","Full Time","Couple + C. LE 16 ","997","1","1","1"
"Not a day","2015","Full Time","Couple + C. GT 16 ","526","1","1","1"
"Not a day","2015","Full Time","Couple + C. LE and GT 16","356","1","1","1"
"Not a day","2015","Part Time","1-pers.-HH","291","1","1","1"
"Not a day","2015","Part Time","(Married) couple without C. ","640","1","1","1"
"Not a day","2015","Part Time","Single parent ","304","1","1","1"
"Not a day","2015","Part Time","Couple + C. LE 16 ","893","1","1","1"
"Not a day","2015","Part Time","Couple + C. GT 16 ","430","1","1","1"
"Not a day","2015","Part Time","Couple + C. LE and GT 16","346","1","1","1"
"Not a day","2015","Not Working","1-pers.-HH","117","1","1","1"
"Not a day","2015","Not Working","(Married) couple without C. ","209","1","1","1"
"Not a day","2015","Not Working","Single parent ","35","1","1","1"
"Not a day","2015","Not Working","Couple + C. LE 16 ","289","1","1","1"
"Not a day","2015","Not Working","Couple + C. GT 16 ","29","","",""
"Not a day","2015","Not Working","Couple + C. LE and GT 16","38","1","1","1"
"Not a day","2016","Full Time","1-pers.-HH","402","1","1","1"
"Not a day","2016","Full Time","(Married) couple without C. ","837","1","1","1"
"Not a day","2016","Full Time","Single parent ","201","1","1","1"
"Not a day","2016","Full Time","Couple + C. LE 16 ","967","1","1","1"
"Not a day","2016","Full Time","Couple + C. GT 16 ","485","1","1","1"
"Not a day","2016","Full Time","Couple + C. LE and GT 16","332","1","1","1"
"Not a day","2016","Part Time","1-pers.-HH","296","1","1","1"
"Not a day","2016","Part Time","(Married) couple without C. ","632","1","1","1"
"Not a day","2016","Part Time","Single parent ","296","1","1","1"
"Not a day","2016","Part Time","Couple + C. LE 16 ","917","1","1","1"
"Not a day","2016","Part Time","Couple + C. GT 16 ","415","1","1","1"
"Not a day","2016","Part Time","Couple + C. LE and GT 16","332","1","1","1"
"Not a day","2016","Not Working","1-pers.-HH","8","","",""
"Not a day","2016","Not Working","(Married) couple without C. ","32","1","1","1"
"Not a day","2016","Not Working","Single parent ","8","","",""
"Not a day","2016","Not Working","Couple + C. LE 16 ","32","1","1","1"
"Not a day","2016","Not Working","Couple + C. GT 16 ","16","","",""
"Not a day","2016","Not Working","Couple + C. LE and GT 16","6","","",""
"Not a day","2017","Full Time","1-pers.-HH","467","1","1","1"
"Not a day","2017","Full Time","(Married) couple without C. ","946","1","1","1"
"Not a day","2017","Full Time","Single parent ","196","1","1","1"
"Not a day","2017","Full Time","Couple + C. LE 16 ","918","1","1","1"
"Not a day","2017","Full Time","Couple + C. GT 16 ","518","1","1","1"
"Not a day","2017","Full Time","Couple + C. LE and GT 16","335","1","1","1"
"Not a day","2017","Part Time","1-pers.-HH","329","1","1","1"
"Not a day","2017","Part Time","(Married) couple without C. ","693","1","1","1"
"Not a day","2017","Part Time","Single parent ","302","1","1","1"
"Not a day","2017","Part Time","Couple + C. LE 16 ","889","1","1","1"
"Not a day","2017","Part Time","Couple + C. GT 16 ","432","1","1","1"
"Not a day","2017","Part Time","Couple + C. LE and GT 16","321","1","1","1"
"Not a day","2017","Not Working","1-pers.-HH","6","","",""
"Not a day","2017","Not Working","(Married) couple without C. ","30","1","1","1"
"Not a day","2017","Not Working","Single parent ","9","","",""
"Not a day","2017","Not Working","Couple + C. LE 16 ","38","1","1","1"
"Not a day","2017","Not Working","Couple + C. GT 16 ","18","","",""
"Not a day","2017","Not Working","Couple + C. LE and GT 16","13","","",""
"Not a day","2018","Full Time","1-pers.-HH","437","1","1","1"
"Not a day","2018","Full Time","(Married) couple without C. ","890","1","1","1"
"Not a day","2018","Full Time","Single parent ","195","1","1","1"
"Not a day","2018","Full Time","Couple + C. LE 16 ","828","1","1","1"
"Not a day","2018","Full Time","Couple + C. GT 16 ","447","1","1","1"
"Not a day","2018","Full Time","Couple + C. LE and GT 16","309","1","1","1"
"Not a day","2018","Part Time","1-pers.-HH","347","1","1","1"
"Not a day","2018","Part Time","(Married) couple without C. ","698","1","1","1"
"Not a day","2018","Part Time","Single parent ","289","1","1","1"
"Not a day","2018","Part Time","Couple + C. LE 16 ","806","1","1","1"
"Not a day","2018","Part Time","Couple + C. GT 16 ","449","1","1","1"
"Not a day","2018","Part Time","Couple + C. LE and GT 16","344","1","1","1"
"Not a day","2018","Not Working","1-pers.-HH","15","","",""
"Not a day","2018","Not Working","(Married) couple without C. ","18","","",""
"Not a day","2018","Not Working","Single parent ","7","","",""
"Not a day","2018","Not Working","Couple + C. LE 16 ","20","","",""
"Not a day","2018","Not Working","Couple + C. GT 16 ","11","","",""
"Not a day","2018","Not Working","Couple + C. LE and GT 16","7","","",""
"Not a day","2019","Full Time","1-pers.-HH","493","1","1","1"
"Not a day","2019","Full Time","(Married) couple without C. ","1109","1","1","1"
"Not a day","2019","Full Time","Single parent ","218","1","1","1"
"Not a day","2019","Full Time","Couple + C. LE 16 ","905","1","1","1"
"Not a day","2019","Full Time","Couple + C. GT 16 ","505","1","1","1"
"Not a day","2019","Full Time","Couple + C. LE and GT 16","322","1","1","1"
"Not a day","2019","Part Time","1-pers.-HH","326","1","1","1"
"Not a day","2019","Part Time","(Married) couple without C. ","775","1","1","1"
"Not a day","2019","Part Time","Single parent ","248","1","1","1"
"Not a day","2019","Part Time","Couple + C. LE 16 ","674","1","1","1"
"Not a day","2019","Part Time","Couple + C. GT 16 ","365","1","1","1"
"Not a day","2019","Part Time","Couple + C. LE and GT 16","315","1","1","1"
"Not a day","2019","Not Working","1-pers.-HH","44","1","1","1"
"Not a day","2019","Not Working","(Married) couple without C. ","96","1","1","1"
"Not a day","2019","Not Working","Single parent ","16","","",""
"Not a day","2019","Not Working","Couple + C. LE 16 ","41","1","1","1"
"Not a day","2019","Not Working","Couple + C. GT 16 ","44","1","1","1"
"Not a day","2019","Not Working","Couple + C. LE and GT 16","33","1","1","1"
