"year","bula_h","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2006","Brandenburg","1214.07","1100","494","1117.72","1310.42","189","660","1600","2300"
"2006","Bremen","1910","1398.75","76","-168.87","3988.87","325","813","2114","2600"
"2006","Hamburg","1643.89","1500","159","1445.31","1842.47","521","1194","1915","2700"
"2006","Hesse","1587.43","1400","909","1491.68","1683.18","350","686","2050","3100"
"2006","Lower Saxony","1407.59","1323.3","1101","1333.93","1481.25","322","672","1930","2500"
"2006","Mecklenburg-Western Pomerania","1185.43","1100","281","1086.21","1284.65","296","750","1496","2000"
"2006","North Rhine-Westphalia","1561.68","1430","2512","1476.86","1646.5","350","750","1987","2800"
"2006","Rhineland-Palatinate,Saarland","1432.71","1297.92","742","1351.21","1514.21","325","600","1900","2700"
"2006","Saxony","1129.37","1091.72","849","1069.08","1189.66","300","743","1500","1900"
"2006","Saxony-Anhalt","1208.64","1100","468","1130.63","1286.65","300","700","1510","2100"
"2006","Schleswig-Holstein","1571.81","1355.25","374","1378.17","1765.45","352","750","2000","2900"
"2006","Thuringia","1117.52","1100","489","1049.22","1185.82","331","730","1400","1810"
"2007","Baden-Württemberg","1566.48","1500","1469","1499.95","1633.01","400","727","2100","2900"
"2007","Bavaria","1530.59","1400","1808","1471.39","1589.79","390","796","1900","2800"
"2007","Berlin","1352.09","1200","450","1255.74","1448.44","322","750","1800","2500"
"2007","Brandenburg","1223.63","1168.83","442","1117.48","1329.78","340","700","1600","1980"
"2007","Bremen","1518.07","1538.81","81","1236.69","1799.45","284","807","2200","2300"
"2007","Hamburg","1647.09","1500","165","1436.07","1858.11","651","1100","1993","2500"
"2007","Hesse","1598.4","1461.19","856","1480.12","1716.68","300","546","2050","3199"
"2007","Lower Saxony","1455.01","1340","1060","1381.64","1528.38","350","750","2000","2600"
"2007","Mecklenburg-Western Pomerania","1206.71","1100","283","1101.02","1312.4","318","750","1528","2100"
"2007","North Rhine-Westphalia","1622.59","1462.57","2403","1560.88","1684.3","380","800","2000","3000"
"2007","Rhineland-Palatinate,Saarland","1491.71","1295.51","680","1400.03","1583.39","400","650","1983","2800"
"2007","Saxony","1128.88","1100","843","1072.11","1185.65","260","700","1500","1850"
"2007","Saxony-Anhalt","1242.78","1126.7","462","1149.69","1335.87","305","680","1630","2193"
"2007","Schleswig-Holstein","1508.51","1349.35","330","1375.45","1641.57","400","836","2000","2647"
"2007","Thuringia","1139.04","1080","478","1063.84","1214.24","400","710","1420","2000"
"2008","Baden-Württemberg","1624.65","1500","1434","1555.41","1693.89","400","732","2100","2900"
"2008","Bavaria","1592.33","1400","1701","1524.4","1660.26","370","757","2000","2850"
"2008","Berlin","1432.98","1300","428","1328.38","1537.58","380","800","1808","2600"
"2008","Brandenburg","1246.05","1200","402","1159.7","1332.4","378","800","1650","2052"
"2008","Bremen","1442.1","1292.47","77","1026.99","1857.21","240","500","2100","2650"
"2008","Hamburg","1692.25","1541.45","154","1491.06","1893.44","588","1175","1976","3248"
"2008","Hesse","1602.85","1438.88","814","1497.18","1708.52","320","620","2059","3049"
"2008","Lower Saxony","1434.49","1314.31","997","1356.79","1512.19","350","693","1900","2600"
"2008","Mecklenburg-Western Pomerania","1267.83","1200","257","1157.55","1378.11","487","800","1554","2000"
"2008","North Rhine-Westphalia","1591.35","1412.59","2265","1531.39","1651.31","358","700","2000","3000"
"2008","Rhineland-Palatinate,Saarland","1546.85","1300","621","1450.94","1642.76","360","634","1984","2800"
"2008","Saxony","1156.94","1100","819","1099.82","1214.06","280","731","1512","1890"
"2008","Saxony-Anhalt","1196.65","1100","460","1102.4","1290.9","220","600","1550","2130"
"2008","Schleswig-Holstein","1484.12","1290","302","1349.64","1618.6","337","800","1900","2912"
"2008","Thuringia","1152.21","1100","457","1076.74","1227.68","390","795","1500","1890"
"2009","Baden-Württemberg","1659.45","1501.91","1276","1581.54","1737.36","400","700","2200","3000"
"2009","Bavaria","1636.93","1497.86","1589","1567.16","1706.7","400","850","2000","2980"
"2009","Berlin","1422.57","1300","408","1299.05","1546.09","359","715","1850","2500"
"2009","Brandenburg","1375.22","1250","405","1241.02","1509.42","300","700","1700","2197"
"2009","Bremen","1572.3","1800","59","1052.73","2091.87","400","850","2200","2200"
"2009","Hamburg","1699.11","1534.32","157","1505.7","1892.52","400","1200","2174","3043"
"2009","Hesse","1668.27","1500","763","1545.39","1791.15","360","645","2200","3100"
"2009","Lower Saxony","1468.05","1400","940","1392.8","1543.3","390","700","1950","2618"
"2009","Mecklenburg-Western Pomerania","1233.53","1123.9","254","1123.11","1343.95","300","720","1600","2000"
"2009","North Rhine-Westphalia","1604.26","1500","2095","1541.57","1666.95","362","700","2000","3000"
"2009","Rhineland-Palatinate,Saarland","1539.49","1400","585","1449.95","1629.03","350","680","2000","2800"
"2009","Saxony","1195.87","1100","778","1133.78","1257.96","355","745","1577","2000"
"2009","Saxony-Anhalt","1294.36","1200","419","1196.48","1392.24","200","620","1703","2206"
"2009","Schleswig-Holstein","1444.48","1300","273","1292.14","1596.82","300","783","1832","2800"
"2009","Thuringia","1209.56","1117.59","427","1131.82","1287.3","420","820","1500","2000"
"2010","Baden-Württemberg","1636.32","1550","1804","1573.57","1699.07","400","750","2100","3000"
"2010","Bavaria","1701.21","1474.89","2226","1639.1","1763.32","396","800","2050","2900"
"2010","Berlin","1390.97","1251.69","522","1273.98","1507.96","300","741","1800","2300"
"2010","Brandenburg","1466.45","1264.03","501","1353.1","1579.8","345","820","1742","2400"
"2010","Bremen","1907.35","1666.63","91","1191.06","2623.64","400","1150","2366","2800"
"2010","Hamburg","1915.6","1548.33","230","1715.47","2115.73","500","1100","2305","3130"
"2010","Hesse","1735.19","1495.26","1022","1628.26","1842.12","400","750","2200","3200"
"2010","Lower Saxony","1496.84","1400","1298","1427.96","1565.72","350","751","1980","2700"
"2010","Mecklenburg-Western Pomerania","1179.94","1100","338","1080.08","1279.8","200","600","1600","2200"
"2010","North Rhine-Westphalia","1622.15","1460.52","2847","1567.1","1677.2","356","700","2100","3000"
"2010","Rhineland-Palatinate,Saarland","1638.78","1400","805","1559.46","1718.1","310","713","2165","3000"
"2010","Saxony","1245.49","1200","969","1186.16","1304.82","350","712","1647","2022"
"2010","Saxony-Anhalt","1306.86","1200","506","1200.11","1413.61","200","600","1750","2300"
"2010","Schleswig-Holstein","1620.37","1500","406","1489.36","1751.38","312","638","2100","3000"
"2010","Thuringia","1335.41","1200","548","1229.28","1441.54","400","810","1700","2100"
"2011","Baden-Württemberg","1819.28","1700","2229","1754.18","1884.38","400","990","2300","3300"
"2011","Bavaria","1654.58","1500","2802","1602.34","1706.82","400","840","2100","3000"
"2011","Berlin","1488.39","1400","580","1389.87","1586.91","290","830","1988","2500"
"2011","Brandenburg","1368.59","1233.17","630","1291.86","1445.32","353","900","1778","2300"
"2011","Bremen","1464.54","1460.32","103","1221.78","1707.3","300","413","2000","2600"
"2011","Hamburg","1835.68","1600","254","1645.92","2025.44","400","1020","2200","3400"
"2011","Hesse","1844.99","1590","1239","1736.53","1953.45","400","850","2276","3400"
"2011","Lower Saxony","1565.96","1400","1573","1507.19","1624.73","398","800","2000","2800"
"2011","Mecklenburg-Western Pomerania","1276.96","1200","359","1173.77","1380.15","309","630","1676","2330"
"2011","North Rhine-Westphalia","1658.55","1500","3366","1607.7","1709.4","370","800","2100","3200"
"2011","Rhineland-Palatinate,Saarland","1590.43","1500","971","1518.75","1662.11","400","800","2100","2970"
"2011","Saxony","1281.55","1200","1083","1228.23","1334.87","400","800","1600","2100"
"2011","Saxony-Anhalt","1347.59","1200","615","1253.31","1441.87","383","700","1800","2400"
"2011","Schleswig-Holstein","1595.66","1500","573","1490.85","1700.47","364","843","2065","3000"
"2011","Thuringia","1263.16","1200","653","1196.4","1329.92","320","782","1655","2000"
"2012","Baden-Württemberg","1792.22","1614.98","2137","1722.43","1862.01","400","890","2300","3390"
"2012","Bavaria","1676.76","1500","2796","1626.24","1727.28","400","850","2100","3000"
"2012","Berlin","1611.76","1408.52","599","1511.53","1711.99","400","937","2000","2900"
"2012","Brandenburg","1469.27","1300","596","1366.82","1571.72","350","900","1740","2400"
"2012","Bremen","1552.27","1400","113","1320.55","1783.99","400","800","2300","2498"
"2012","Hamburg","1898.15","1700","257","1730.57","2065.73","420","1200","2415","3500"
"2012","Hesse","1851.68","1600","1191","1741.72","1961.64","380","830","2337","3500"
"2012","Lower Saxony","1596.39","1500","1543","1535.66","1657.12","385","777","2100","2995"
"2012","Mecklenburg-Western Pomerania","1292.91","1200","365","1190.86","1394.96","300","600","1712","2300"
"2012","North Rhine-Westphalia","1671.59","1500","3339","1618.55","1724.63","365","768","2200","3151"
"2012","Rhineland-Palatinate,Saarland","1622.45","1500","943","1547.31","1697.59","400","850","2100","2800"
"2012","Saxony","1310.44","1200","1094","1255.42","1365.46","357","840","1699","2200"
"2012","Saxony-Anhalt","1399.37","1262.72","584","1298.71","1500.03","204","730","1839","2430"
"2012","Schleswig-Holstein","1511.65","1466.79","591","1400.39","1622.91","335","630","2000","3000"
"2012","Thuringia","1352.19","1300","619","1283.02","1421.36","380","850","1790","2100"
"2013","Baden-Württemberg","1814.16","1650","2517","1757.59","1870.73","400","800","2300","3400"
"2013","Bavaria","1749.48","1581.25","3208","1702.84","1796.12","400","920","2200","3183"
"2013","Berlin","1572.45","1450","693","1480.95","1663.95","400","822","2050","2604"
"2013","Brandenburg","1457.49","1300","612","1362.17","1552.81","450","900","1790","2453"
"2013","Bremen","1545.8","1400","135","1355.19","1736.41","400","750","2300","2569"
"2013","Hamburg","1865.4","1619.58","352","1719.3","2011.5","400","1200","2300","3500"
"2013","Hesse","1871.09","1700","1431","1775.93","1966.25","400","799","2328","3650"
"2013","Lower Saxony","1591.4","1446.03","1770","1527.66","1655.14","400","750","2100","3000"
"2013","Mecklenburg-Western Pomerania","1281.24","1188.37","351","1176.19","1386.29","350","645","1655","2200"
"2013","North Rhine-Westphalia","1694.5","1500","3951","1646.04","1742.96","390","777","2200","3277"
"2013","Rhineland-Palatinate,Saarland","1657.35","1500","1126","1586.09","1728.61","400","870","2115","2900"
"2013","Saxony","1348.86","1228.86","1098","1295.53","1402.19","455","860","1700","2200"
"2013","Saxony-Anhalt","1430.22","1300","612","1335.71","1524.73","250","750","1850","2600"
"2013","Schleswig-Holstein","1597.56","1500","641","1509.22","1685.9","392","672","2105","3200"
"2013","Thuringia","1368.75","1270","625","1296.48","1441.02","400","850","1750","2300"
"2014","Baden-Württemberg","1856.42","1696.59","2115","1789.37","1923.47","439","822","2493","3500"
"2014","Bavaria","1776.48","1600","2917","1723.35","1829.61","400","900","2300","3214"
"2014","Berlin","1589.32","1429.56","584","1495.24","1683.4","390","900","2045","2800"
"2014","Brandenburg","1554.15","1400","548","1451.55","1656.75","500","900","2000","2560"
"2014","Bremen","1611.59","1250","116","1341.21","1881.97","437","870","2300","3000"
"2014","Hamburg","1896.1","1715.58","279","1726.25","2065.95","450","1200","2350","4000"
"2014","Hesse","1890.76","1593.27","1233","1789.41","1992.11","400","770","2500","3700"
"2014","Lower Saxony","1659.65","1500","1580","1600.72","1718.58","400","800","2200","3000"
"2014","Mecklenburg-Western Pomerania","1361.96","1200","319","1248.93","1474.99","431","788","1697","2500"
"2014","North Rhine-Westphalia","1712.88","1600","3498","1661.94","1763.82","400","775","2200","3200"
"2014","Rhineland-Palatinate,Saarland","1687.08","1545.35","992","1607.7","1766.46","450","886","2200","2900"
"2014","Saxony","1422.64","1300","991","1365.07","1480.21","450","850","1800","2400"
"2014","Saxony-Anhalt","1487.08","1340","531","1374.82","1599.34","300","850","1907","2800"
"2014","Schleswig-Holstein","1580.47","1535.44","563","1480.31","1680.63","370","650","2097","3000"
"2014","Thuringia","1371.13","1280","591","1295.6","1446.66","395","847","1754","2400"
"2015","Baden-Württemberg","1933.61","1800","2136","1870.63","1996.59","450","960","2500","3545"
"2015","Bavaria","1841.33","1691.11","2941","1789.39","1893.27","450","900","2300","3400"
"2015","Berlin","1582.64","1490","595","1491.83","1673.45","400","900","2100","2700"
"2015","Brandenburg","1578.1","1400","546","1472.15","1684.05","450","930","1925","2600"
"2015","Bremen","1634.07","1300","102","1430.73","1837.41","400","775","2300","2950"
"2015","Hamburg","2069.54","1800","288","1901.56","2237.52","494","1300","2500","3500"
"2015","Hesse","1875.78","1600","1238","1773.77","1977.79","400","800","2400","3600"
"2015","Lower Saxony","1674.7","1510.73","1593","1614.42","1734.98","400","800","2219","3100"
"2015","Mecklenburg-Western Pomerania","1363.64","1200","306","1252.51","1474.77","445","850","1630","2400"
"2015","North Rhine-Westphalia","1765.08","1550","3365","1706.57","1823.59","400","768","2300","3400"
"2015","Rhineland-Palatinate,Saarland","1646.61","1540","970","1567.41","1725.81","435","854","2200","2991"
"2015","Saxony","1431.67","1300","932","1372.45","1490.89","446","920","1800","2400"
"2015","Saxony-Anhalt","1467.27","1350","490","1368.9","1565.64","340","736","1900","2800"
"2015","Schleswig-Holstein","1645.86","1565.95","550","1552","1739.72","400","800","2150","3100"
"2015","Thuringia","1431.46","1300","581","1354.01","1508.91","419","860","1846","2500"
"2016","Baden-Württemberg","1886.72","1769.62","2011","1819.9","1953.54","450","890","2400","3460"
"2016","Bavaria","1855.47","1700","2705","1797.27","1913.67","432","900","2300","3422"
"2016","Berlin","1715.9","1600","567","1607.63","1824.17","450","1095","2100","2900"
"2016","Brandenburg","1660","1489.13","537","1548.84","1771.16","572","950","2000","3000"
"2016","Bremen","1606.66","1226.65","107","1354.4","1858.92","300","550","2400","3411"
"2016","Hamburg","2052.68","1981.31","274","1872.94","2232.42","450","1400","2500","3700"
"2016","Hesse","1961.01","1680.28","1089","1862.45","2059.57","400","964","2400","3700"
"2016","Lower Saxony","1659","1500","1536","1598.98","1719.02","437","800","2200","3000"
"2016","Mecklenburg-Western Pomerania","1390.6","1295.24","308","1271.05","1510.15","394","672","1839","2500"
"2016","North Rhine-Westphalia","1769.57","1568.54","3267","1715.52","1823.62","395","795","2300","3380"
"2016","Rhineland-Palatinate,Saarland","1715.14","1600","954","1615.33","1814.95","400","885","2285","3000"
"2016","Saxony","1469.53","1350","902","1399.24","1539.82","450","1000","1800","2399"
"2016","Saxony-Anhalt","1553.28","1320","477","1448.49","1658.07","250","850","2000","2800"
"2016","Schleswig-Holstein","1683.76","1637.44","510","1584.09","1783.43","450","800","2200","3100"
"2016","Thuringia","1505.25","1300","557","1424.2","1586.3","450","920","1800","2500"
"2017","Baden-Württemberg","1984.29","1800","2230","1917.94","2050.64","450","920","2600","3600"
"2017","Bavaria","1843.68","1650","3039","1789.84","1897.52","432","900","2350","3321"
"2017","Berlin","1657.61","1500","653","1560.12","1755.1","450","1028","2100","2900"
"2017","Brandenburg","1715.38","1500","607","1618.48","1812.28","600","1080","2000","3000"
"2017","Bremen","1672.15","1471.14","144","1442.98","1901.32","300","800","2500","3200"
"2017","Hamburg","2177.33","1991.3","322","2013.12","2341.54","600","1400","2800","3720"
"2017","Hesse","1888.8","1700","1283","1803.16","1974.44","418","900","2400","3500"
"2017","Lower Saxony","1706.6","1600","1849","1650.14","1763.06","417","790","2300","3209"
"2017","Mecklenburg-Western Pomerania","1441.28","1262.28","335","1321.11","1561.45","553","950","1800","2400"
"2017","North Rhine-Westphalia","1813.25","1600","3687","1763.95","1862.55","412","825","2393","3500"
"2017","Rhineland-Palatinate,Saarland","1720.55","1561.42","1028","1645.62","1795.48","440","900","2300","3044"
"2017","Saxony","1519.83","1400","1036","1456.47","1583.19","495","1000","1937","2400"
"2017","Saxony-Anhalt","1462.84","1399.15","553","1364.83","1560.85","169","850","1964","2500"
"2017","Schleswig-Holstein","1750.14","1716.31","651","1659.8","1840.48","433","850","2350","3100"
"2017","Thuringia","1461.24","1400","643","1385.89","1536.59","388","900","1900","2500"
"2018","Baden-Württemberg","2009.07","1800","2045","1945.42","2072.72","450","1050","2649","3700"
"2018","Bavaria","1926.35","1750","2867","1868.52","1984.18","450","942","2500","3400"
"2018","Berlin","1808","1610","670","1701.91","1914.09","433","1036","2350","3390"
"2018","Brandenburg","1731.27","1600","624","1633.88","1828.66","530","1090","2100","3000"
"2018","Bremen","1893.3","1600","152","1623.07","2163.53","419","1020","2710","3500"
"2018","Hamburg","2310.79","2000","338","2142.93","2478.65","600","1400","3000","4000"
"2018","Hesse","1995.39","1700","1271","1900.54","2090.24","450","950","2400","3500"
"2018","Lower Saxony","1757.86","1510.41","1772","1696.57","1819.15","420","825","2400","3200"
"2018","Mecklenburg-Western Pomerania","1538.8","1300","347","1422.51","1655.09","450","980","2000","2800"
"2018","North Rhine-Westphalia","1836.9","1620","3643","1789.28","1884.52","417","850","2500","3500"
"2018","Rhineland-Palatinate,Saarland","1793.98","1650","1056","1714.31","1873.65","442","983","2400","3250"
"2018","Saxony","1558.27","1500","1035","1498.26","1618.28","450","1050","2000","2500"
"2018","Saxony-Anhalt","1541.96","1500","549","1445.55","1638.37","380","1000","2015","2600"
"2018","Schleswig-Holstein","1818.54","1786.37","655","1727.01","1910.07","420","912","2552","3200"
"2018","Thuringia","1570.27","1500","611","1483.32","1657.22","450","912","1999","2700"
"2019","Baden-Württemberg","2139.5","1993.59","2134","2019.04","2259.96","450","1100","2700","3900"
"2019","Bavaria","1995.91","1800","2971","1913.21","2078.61","450","1028","2500","3500"
"2019","Berlin","1849.67","1750","743","1710.52","1988.82","450","1100","2500","3200"
"2019","Brandenburg","1816.28","1700","697","1688.22","1944.34","650","1150","2250","3500"
"2019","Bremen","1935.85","1668.63","137","1698.58","2173.12","450","1100","2700","3700"
"2019","Hamburg","2376.4","2000","375","2088.35","2664.45","831","1500","3000","3900"
"2019","Hesse","2035.67","1850","1327","1909.74","2161.6","450","1000","2600","3730"
"2019","Lower Saxony","1808.23","1700","1814","1726.73","1889.73","450","878","2450","3200"
"2019","Mecklenburg-Western Pomerania","1556.11","1450","370","1397.19","1715.03","540","1000","1950","2700"
"2019","North Rhine-Westphalia","1964.49","1700","3847","1827.48","2101.5","450","900","2500","3500"
"2019","Rhineland-Palatinate,Saarland","1882.97","1750","1041","1771.92","1994.02","450","960","2500","3380"
"2019","Saxony","1629.13","1600","1109","1549.9","1708.36","450","1123","2000","2500"
"2019","Saxony-Anhalt","1633.26","1500","558","1487.55","1778.97","400","1000","2100","3000"
"2019","Schleswig-Holstein","3025.89","1800","700","-1738.46","7790.24","450","1050","2400","3300"
"2019","Thuringia","1662.14","1600","610","1543.67","1780.61","497","1013","2000","2500"
