"plh0105","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Baden-Württemberg","(0) in school","","","",""
"Quite unimportant","1994","Baden-Württemberg","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Baden-Württemberg","(1b) general elementary school","","","",""
"Quite unimportant","1994","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Bavaria","(0) in school","","","",""
"Quite unimportant","1994","Bavaria","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Bavaria","(1b) general elementary school","","","",""
"Quite unimportant","1994","Bavaria","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Bavaria","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Bavaria","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Bavaria","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Bavaria","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Bavaria","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Berlin","(0) in school","","","",""
"Quite unimportant","1994","Berlin","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Berlin","(1b) general elementary school","","","",""
"Quite unimportant","1994","Berlin","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Berlin","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Berlin","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Berlin","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Berlin","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Berlin","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Brandenburg","(0) in school","","","",""
"Quite unimportant","1994","Brandenburg","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Brandenburg","(1b) general elementary school","","","",""
"Quite unimportant","1994","Brandenburg","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Brandenburg","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Brandenburg","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Brandenburg","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Brandenburg","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Saxony","(0) in school","","","",""
"Quite unimportant","1994","Saxony","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Saxony","(1b) general elementary school","","","",""
"Quite unimportant","1994","Saxony","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Saxony","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Saxony","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Saxony","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Saxony","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Saxony","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(0) in school","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1b) general elementary school","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Thuringia","(0) in school","","","",""
"Quite unimportant","1994","Thuringia","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Thuringia","(1b) general elementary school","","","",""
"Quite unimportant","1994","Thuringia","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Thuringia","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Thuringia","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Thuringia","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Thuringia","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Thuringia","(3b) higher tertiary education","","","",""
"Very important","1995","Schleswig-Holstein","(0) in school","1","","",""
"Very important","1995","Schleswig-Holstein","(1a) inadequately completed","2","","",""
"Very important","1995","Schleswig-Holstein","(1b) general elementary school","6","","",""
"Very important","1995","Schleswig-Holstein","(1c) basic vocational qualification","27","","",""
"Very important","1995","Schleswig-Holstein","(2b) intermediate general qualification","5","","",""
"Very important","1995","Schleswig-Holstein","(2a) intermediate vocational","16","","",""
"Very important","1995","Schleswig-Holstein","(2c_gen) general maturity certificate","7","","",""
"Very important","1995","Schleswig-Holstein","(2c_voc) vocational maturity certificate","4","","",""
"Very important","1995","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Very important","1995","Schleswig-Holstein","(3b) higher tertiary education","6","","",""
"Very important","1995","Hamburg","(0) in school","1","","",""
"Very important","1995","Hamburg","(1a) inadequately completed","1","","",""
"Very important","1995","Hamburg","(1b) general elementary school","2","","",""
"Very important","1995","Hamburg","(1c) basic vocational qualification","8","","",""
"Very important","1995","Hamburg","(2b) intermediate general qualification","2","","",""
"Very important","1995","Hamburg","(2a) intermediate vocational","8","","",""
"Very important","1995","Hamburg","(2c_gen) general maturity certificate","","","",""
"Very important","1995","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Very important","1995","Hamburg","(3a) lower tertiary education","1","","",""
"Very important","1995","Hamburg","(3b) higher tertiary education","3","","",""
"Very important","1995","Lower Saxony","(0) in school","1","","",""
"Very important","1995","Lower Saxony","(1a) inadequately completed","4","","",""
"Very important","1995","Lower Saxony","(1b) general elementary school","43","0.249094167100642","0.182495566804631","0.315692767396653"
"Very important","1995","Lower Saxony","(1c) basic vocational qualification","73","0.224806086948232","0.177567524400979","0.272044649495485"
"Very important","1995","Lower Saxony","(2b) intermediate general qualification","9","","",""
"Very important","1995","Lower Saxony","(2a) intermediate vocational","54","0.272110578262008","0.208661896195236","0.33555926032878"
"Very important","1995","Lower Saxony","(2c_gen) general maturity certificate","9","","",""
