"ple0181","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Never","2018","35-65 y.","1-pers.-HH","117","0.0639594209634874","0.0526465286681872","0.0752723132587875"
"Never","2018","35-65 y.","(Married) couple without C. ","145","0.0407680852775514","0.0343474075176637","0.047188763037439"
"Never","2018","35-65 y.","Single parent ","72","0.0498590121953559","0.0380951189072041","0.0616229054835077"
"Never","2018","35-65 y.","Couple + C. LE 16 ","140","0.0269219396406584","0.02203857809449","0.0318053011868268"
"Never","2018","35-65 y.","Couple + C. GT 16 ","57","0.0329928474656859","0.0247504307570185","0.0412352641743533"
"Never","2018","35-65 y.","Couple + C. LE and GT 16","41","0.0267825859934671","0.0184955253173393","0.035069646669595"
"Never","2018","66 and older","1-pers.-HH","94","0.0719141942860183","0.0583181918009721","0.0855101967710644"
"Never","2018","66 and older","(Married) couple without C. ","144","0.0497319799569034","0.0421738896535285","0.0572900702602782"
"Never","2018","66 and older","Single parent ","6","","",""
"Never","2018","66 and older","Couple + C. LE 16 ","","","",""
"Never","2018","66 and older","Couple + C. GT 16 ","8","","",""
"Never","2018","66 and older","Couple + C. LE and GT 16","","","",""
