"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2016","secondary school degree","middle vocational","7.74","8","4679","7.69","7.79","5","7","9","10"
"2016","secondary school degree","vocational + Abi","","","","","","","","",""
"2017","college entrance qualification","general elemantary","","","","","","","","",""
"2017","college entrance qualification","higher education","7.85","8","4617","7.8","7.9","5","7","9","10"
"2017","college entrance qualification","higher vocational","7.37","8","424","7.2","7.54","5","6","9","10"
"2017","college entrance qualification","in school","","","","","","","","",""
"2017","college entrance qualification","inadequately","","","","","","","","",""
"2017","college entrance qualification","middle vocational","7.84","8","1168","7.74","7.94","5","7","9","10"
"2017","college entrance qualification","vocational + Abi","7.89","8","1640","7.8","7.98","5","7","9","10"
"2017","lower secondary degree","general elemantary","7.65","8","1398","7.54","7.76","5","7","9","10"
"2017","lower secondary degree","higher education","7.97","8","122","7.72","8.22","6","7","9","10"
"2017","lower secondary degree","higher vocational","7.96","8","314","7.75","8.17","5","7","9","10"
"2017","lower secondary degree","in school","","","","","","","","",""
"2017","lower secondary degree","inadequately","","","","","","","","",""
"2017","lower secondary degree","middle vocational","7.88","8","4151","7.82","7.94","5","7","9","10"
"2017","lower secondary degree","vocational + Abi","","","","","","","","",""
"2017","no degree/no degree yet","general elemantary","","","","","","","","",""
"2017","no degree/no degree yet","higher education","","","","","","","","",""
"2017","no degree/no degree yet","higher vocational","","","","","","","","",""
"2017","no degree/no degree yet","in school","8.28","8.31","397","8.12","8.44","6","8","9","10"
"2017","no degree/no degree yet","inadequately","7.77","8","391","7.54","8","5","7","10","10"
"2017","no degree/no degree yet","middle vocational","7.46","8","115","7.01","7.91","5","7","9","10"
"2017","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2017","Other degree","general elemantary","8.29","9","507","8.14","8.44","6","8","10","10"
"2017","Other degree","higher education","8.08","8","971","7.96","8.2","6","7","10","10"
"2017","Other degree","higher vocational","7.41","8","42","6.77","8.05","6","6","9","10"
"2017","Other degree","in school","","","","","","","","",""
"2017","Other degree","inadequately","7.7","8","54","7.06","8.34","5","6","10","10"
"2017","Other degree","middle vocational","8.03","8","948","7.91","8.15","5","7","10","10"
"2017","Other degree","vocational + Abi","8.01","8","540","7.85","8.17","5","7","9","10"
"2017","secondary school degree","general elemantary","7.94","8","797","7.81","8.07","5","7","9","10"
"2017","secondary school degree","higher education","7.65","8","634","7.5","7.8","5","7","9","10"
"2017","secondary school degree","higher vocational","7.8","8","717","7.68","7.92","5","7","9","10"
"2017","secondary school degree","in school","","","","","","","","",""
"2017","secondary school degree","inadequately","","","","","","","","",""
"2017","secondary school degree","middle vocational","7.75","8","5354","7.7","7.8","5","7","9","10"
"2017","secondary school degree","vocational + Abi","","","","","","","","",""
"2018","college entrance qualification","general elemantary","","","","","","","","",""
"2018","college entrance qualification","higher education","7.85","8","4441","7.8","7.9","5","7","9","10"
"2018","college entrance qualification","higher vocational","7.54","8","404","7.36","7.72","5","7","9","10"
"2018","college entrance qualification","in school","","","","","","","","",""
"2018","college entrance qualification","inadequately","","","","","","","","",""
"2018","college entrance qualification","middle vocational","7.94","8","1145","7.84","8.04","6","7","9","10"
"2018","college entrance qualification","vocational + Abi","7.84","8","1599","7.76","7.92","5","7","9","10"
"2018","lower secondary degree","general elemantary","7.83","8","1343","7.72","7.94","5","7","10","10"
"2018","lower secondary degree","higher education","7.64","8","112","7.29","7.99","5","7","9","9"
"2018","lower secondary degree","higher vocational","7.98","8","303","7.77","8.19","5","7","10","10"
"2018","lower secondary degree","in school","","","","","","","","",""
"2018","lower secondary degree","inadequately","","","","","","","","",""
"2018","lower secondary degree","middle vocational","7.75","8","3884","7.69","7.81","5","7","9","10"
"2018","lower secondary degree","vocational + Abi","","","","","","","","",""
"2018","no degree/no degree yet","general elemantary","","","","","","","","",""
"2018","no degree/no degree yet","higher education","","","","","","","","",""
"2018","no degree/no degree yet","higher vocational","","","","","","","","",""
"2018","no degree/no degree yet","in school","8.35","9","332","8.16","8.54","7","7","10","10"
"2018","no degree/no degree yet","inadequately","7.72","8","415","7.49","7.95","4","6","10","10"
"2018","no degree/no degree yet","middle vocational","7.38","8","107","6.95","7.81","5","6","9","10"
"2018","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2018","Other degree","general elemantary","8","8","496","7.83","8.17","5","7","10","10"
"2018","Other degree","higher education","7.95","8","939","7.83","8.07","5","7","9","10"
"2018","Other degree","higher vocational","7.96","8","33","7.25","8.67","7","7","9","10"
"2018","Other degree","in school","","","","","","","","",""
"2018","Other degree","inadequately","7.74","8","53","7.16","8.32","5","6","9","10"
"2018","Other degree","middle vocational","8.11","8","902","7.99","8.23","5","7","10","10"
"2018","Other degree","vocational + Abi","8.09","8","487","7.93","8.25","6","7","10","10"
"2018","secondary school degree","general elemantary","7.84","8","790","7.7","7.98","5","7","9","10"
"2018","secondary school degree","higher education","7.77","8","628","7.62","7.92","5","7","9","10"
"2018","secondary school degree","higher vocational","7.59","8","662","7.46","7.72","5","7","9","10"
"2018","secondary school degree","in school","","","","","","","","",""
"2018","secondary school degree","inadequately","","","","","","","","",""
"2018","secondary school degree","middle vocational","7.82","8","5093","7.77","7.87","5","7","9","10"
"2018","secondary school degree","vocational + Abi","","","","","","","","",""
"2019","college entrance qualification","general elemantary","","","","","","","","",""
"2019","college entrance qualification","higher education","7.9","8","5065","7.85","7.95","5","7","9","10"
"2019","college entrance qualification","higher vocational","7.79","8","467","7.62","7.96","5","7","9","10"
"2019","college entrance qualification","in school","","","","","","","","",""
"2019","college entrance qualification","inadequately","","","","","","","","",""
"2019","college entrance qualification","middle vocational","7.97","8","1208","7.87","8.07","6","7","9","10"
"2019","college entrance qualification","vocational + Abi","7.86","8","1707","7.78","7.94","5","7","9","10"
"2019","lower secondary degree","general elemantary","7.78","8","1202","7.66","7.9","5","7","10","10"
"2019","lower secondary degree","higher education","7.85","8","117","7.54","8.16","6","7","9","10"
"2019","lower secondary degree","higher vocational","7.86","8","340","7.66","8.06","5","7","9","10"
"2019","lower secondary degree","in school","","","","","","","","",""
"2019","lower secondary degree","inadequately","","","","","","","","",""
"2019","lower secondary degree","middle vocational","7.8","8","3575","7.74","7.86","5","7","9","10"
"2019","lower secondary degree","vocational + Abi","","","","","","","","",""
"2019","no degree/no degree yet","general elemantary","","","","","","","","",""
"2019","no degree/no degree yet","higher education","","","","","","","","",""
"2019","no degree/no degree yet","higher vocational","","","","","","","","",""
"2019","no degree/no degree yet","in school","8.32","9","328","8.14","8.5","7","7","10","10"
"2019","no degree/no degree yet","inadequately","7.93","8","328","7.69","8.17","5","7","10","10"
"2019","no degree/no degree yet","middle vocational","7.65","8","101","7.2","8.1","5","7","9","10"
"2019","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2019","Other degree","general elemantary","8.08","8.1","403","7.91","8.25","5","8","9","10"
"2019","Other degree","higher education","8.12","8","871","8","8.24","6","7","9","10"
"2019","Other degree","higher vocational","7.32","7","33","6.65","7.99","5","6","9","9"
"2019","Other degree","in school","","","","","","","","",""
"2019","Other degree","inadequately","8.4","9","55","7.68","9.12","7","8","10","10"
"2019","Other degree","middle vocational","8.27","9","761","8.14","8.4","6","7","10","10"
"2019","Other degree","vocational + Abi","7.9","8","421","7.72","8.08","6","7","9","10"
"2019","secondary school degree","general elemantary","7.98","8","777","7.84","8.12","5","7","10","10"
"2019","secondary school degree","higher education","7.89","8","701","7.75","8.03","5","7","9","10"
"2019","secondary school degree","higher vocational","7.84","8","760","7.72","7.96","6","7","9","10"
"2019","secondary school degree","in school","","","","","","","","",""
"2019","secondary school degree","inadequately","","","","","","","","",""
"2019","secondary school degree","middle vocational","7.8","8","5101","7.75","7.85","5","7","9","10"
"2019","secondary school degree","vocational + Abi","","","","","","","","",""
