"m11104","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1993","1-pers.-HH","Male","","","",""
"Almost never or never","1993","1-pers.-HH","Female","","","",""
"Almost never or never","1993","(Married) couple without C. ","Male","","","",""
"Almost never or never","1993","(Married) couple without C. ","Female","","","",""
"Almost never or never","1993","Single parent ","Male","","","",""
"Almost never or never","1993","Single parent ","Female","","","",""
"Almost never or never","1993","Couple + C. LE 16 ","Male","","","",""
"Almost never or never","1993","Couple + C. LE 16 ","Female","","","",""
"Almost never or never","1993","Couple + C. GT 16 ","Male","","","",""
"Almost never or never","1993","Couple + C. GT 16 ","Female","","","",""
"Almost never or never","1993","Couple + C. LE and GT 16","Male","","","",""
"Almost never or never","1993","Couple + C. LE and GT 16","Female","","","",""
"Several times a year","1993","1-pers.-HH","Male","","","",""
"Several times a year","1993","1-pers.-HH","Female","","","",""
"Several times a year","1993","(Married) couple without C. ","Male","","","",""
"Several times a year","1993","(Married) couple without C. ","Female","","","",""
"Several times a year","1993","Single parent ","Male","","","",""
"Several times a year","1993","Single parent ","Female","","","",""
"Several times a year","1993","Couple + C. LE 16 ","Male","","","",""
"Several times a year","1993","Couple + C. LE 16 ","Female","","","",""
"Several times a year","1993","Couple + C. GT 16 ","Male","","","",""
"Several times a year","1993","Couple + C. GT 16 ","Female","","","",""
"Several times a year","1993","Couple + C. LE and GT 16","Male","","","",""
"Several times a year","1993","Couple + C. LE and GT 16","Female","","","",""
"At least once a month","1993","1-pers.-HH","Male","","","",""
"At least once a month","1993","1-pers.-HH","Female","","","",""
"At least once a month","1993","(Married) couple without C. ","Male","","","",""
"At least once a month","1993","(Married) couple without C. ","Female","","","",""
"At least once a month","1993","Single parent ","Male","","","",""
"At least once a month","1993","Single parent ","Female","","","",""
"At least once a month","1993","Couple + C. LE 16 ","Male","","","",""
"At least once a month","1993","Couple + C. LE 16 ","Female","","","",""
"At least once a month","1993","Couple + C. GT 16 ","Male","","","",""
"At least once a month","1993","Couple + C. GT 16 ","Female","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","Male","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","Female","","","",""
"At lease once a week","1993","1-pers.-HH","Male","","","",""
"At lease once a week","1993","1-pers.-HH","Female","","","",""
"At lease once a week","1993","(Married) couple without C. ","Male","","","",""
"At lease once a week","1993","(Married) couple without C. ","Female","","","",""
"At lease once a week","1993","Single parent ","Male","","","",""
"At lease once a week","1993","Single parent ","Female","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","Male","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","Female","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","Male","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","Female","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","Male","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","Female","","","",""
"Almost never or never","1994","1-pers.-HH","Male","231","0.486831318055463","0.443409447706417","0.530253188404509"
"Almost never or never","1994","1-pers.-HH","Female","595","0.698332790756675","0.667868917564239","0.72879666394911"
"Almost never or never","1994","(Married) couple without C. ","Male","996","0.602811092052697","0.579335903131426","0.626286280973969"
"Almost never or never","1994","(Married) couple without C. ","Female","1076","0.624084729008657","0.600895951903282","0.647273506114032"
"Almost never or never","1994","Single parent ","Male","64","0.331318730502542","0.261581990712338","0.401055470292746"
"Almost never or never","1994","Single parent ","Female","233","0.567109033572122","0.518246938164016","0.615971128980227"
"Almost never or never","1994","Couple + C. LE 16 ","Male","685","0.422830075012433","0.397661883215964","0.447998266808903"
"Almost never or never","1994","Couple + C. LE 16 ","Female","845","0.486726624304801","0.461574641883127","0.511878606726474"
"Almost never or never","1994","Couple + C. GT 16 ","Male","602","0.420331385645012","0.393882593884012","0.446780177406012"
"Almost never or never","1994","Couple + C. GT 16 ","Female","630","0.540012826602303","0.510288562467885","0.569737090736721"
"Almost never or never","1994","Couple + C. LE and GT 16","Male","244","0.356297012458452","0.317654003289715","0.39494002162719"
"Almost never or never","1994","Couple + C. LE and GT 16","Female","288","0.450929753469349","0.410294286903714","0.491565220034983"
"Several times a year","1994","1-pers.-HH","Male","103","0.204351420273343","0.169321538140315","0.239381302406371"
"Several times a year","1994","1-pers.-HH","Female","90","0.0880834674206651","0.0692723499973551","0.106894584843975"
"Several times a year","1994","(Married) couple without C. ","Male","248","0.143499321656247","0.126679991240899","0.160318652071596"
"Several times a year","1994","(Married) couple without C. ","Female","236","0.127530403479817","0.111560837921044","0.14349996903859"
"Several times a year","1994","Single parent ","Male","31","0.197589224302262","0.138595057615919","0.256583390988605"
"Several times a year","1994","Single parent ","Female","63","0.155028943613085","0.119336453038354","0.190721434187816"
"Several times a year","1994","Couple + C. LE 16 ","Male","369","0.271262874185655","0.248611327561258","0.293914420810052"
"Several times a year","1994","Couple + C. LE 16 ","Female","312","0.211306778077714","0.190763673881521","0.231849882273908"
"Several times a year","1994","Couple + C. GT 16 ","Male","258","0.206016761506623","0.184345859943013","0.227687663070233"
"Several times a year","1994","Couple + C. GT 16 ","Female","190","0.180019255517695","0.157105434263065","0.202933076772324"
"Several times a year","1994","Couple + C. LE and GT 16","Male","110","0.197667017816045","0.165532890279306","0.229801145352785"
"Several times a year","1994","Couple + C. LE and GT 16","Female","117","0.197955329867975","0.165415166603831","0.230495493132118"
"At least once a month","1994","1-pers.-HH","Male","39","0.0608516956252135","0.0400837933575862","0.0816195978928408"
"At least once a month","1994","1-pers.-HH","Female","46","0.0459926858262806","0.0320896357633513","0.0598957358892099"
"At least once a month","1994","(Married) couple without C. ","Male","85","0.0445760983847001","0.0346753277362989","0.0544768690331013"
"At least once a month","1994","(Married) couple without C. ","Female","74","0.0467487368495153","0.036642261548914","0.0568552121501166"
"At least once a month","1994","Single parent ","Male","19","","",""
"At least once a month","1994","Single parent ","Female","23","","",""
"At least once a month","1994","Couple + C. LE 16 ","Male","110","0.0753866597397406","0.0619359698093521","0.0888373496701292"
"At least once a month","1994","Couple + C. LE 16 ","Female","71","0.0557245861434362","0.0441813370479884","0.0672678352388839"
"At least once a month","1994","Couple + C. GT 16 ","Male","125","0.0866163109927378","0.0715451571943777","0.101687464791098"
"At least once a month","1994","Couple + C. GT 16 ","Female","63","0.0614312705702188","0.0471105786304472","0.0757519625099905"
"At least once a month","1994","Couple + C. LE and GT 16","Male","47","0.0971372089397762","0.07324117793356","0.121033239945992"
"At least once a month","1994","Couple + C. LE and GT 16","Female","36","0.0662352648583749","0.0459257185419201","0.0865448111748297"
"At lease once a week","1994","1-pers.-HH","Male","136","0.24796556604598","0.21045066966598","0.285480462425981"
"At lease once a week","1994","1-pers.-HH","Female","141","0.16759105599638","0.142800650175524","0.192381461817235"
"At lease once a week","1994","(Married) couple without C. ","Male","340","0.209113487906355","0.189603004489554","0.228623971323155"
"At lease once a week","1994","(Married) couple without C. ","Female","290","0.201636130662011","0.182427531299395","0.220844730024626"
"At lease once a week","1994","Single parent ","Male","61","0.344538693866718","0.274130760381452","0.414946627351984"
"At lease once a week","1994","Single parent ","Female","76","0.211462263991614","0.171192672609216","0.251731855374012"
"At lease once a week","1994","Couple + C. LE 16 ","Male","316","0.230520391062171","0.209063318743189","0.251977463381153"
"At lease once a week","1994","Couple + C. LE 16 ","Female","289","0.246242011474049","0.224562357827069","0.267921665121029"
"At lease once a week","1994","Couple + C. GT 16 ","Male","353","0.287035541855627","0.262796144809101","0.311274938902153"
"At lease once a week","1994","Couple + C. GT 16 ","Female","197","0.218536647309783","0.193890294592776","0.24318300002679"
"At lease once a week","1994","Couple + C. LE and GT 16","Male","189","0.348898760785726","0.310439931521615","0.387357590049837"
"At lease once a week","1994","Couple + C. LE and GT 16","Female","135","0.284879651804302","0.24801949892901","0.321739804679593"
"Almost never or never","1995","1-pers.-HH","Male","206","0.402515893547822","0.360765088744851","0.444266698350793"
"Almost never or never","1995","1-pers.-HH","Female","555","0.636842208876203","0.605596455696574","0.668087962055833"
"Almost never or never","1995","(Married) couple without C. ","Male","843","0.48407755481709","0.460629865038153","0.507525244596027"
"Almost never or never","1995","(Married) couple without C. ","Female","901","0.493041900055365","0.469658170333847","0.516425629776883"
"Almost never or never","1995","Single parent ","Male","64","0.291851207895476","0.226866350045792","0.356836065745159"
"Almost never or never","1995","Single parent ","Female","183","0.429311580146656","0.381973648580397","0.476649511712915"
"Almost never or never","1995","Couple + C. LE 16 ","Male","528","0.299038792379758","0.276238882033867","0.321838702725649"
"Almost never or never","1995","Couple + C. LE 16 ","Female","664","0.350369563956875","0.326941490802676","0.373797637111074"
"Almost never or never","1995","Couple + C. GT 16 ","Male","516","0.353233569238526","0.327867940832417","0.378599197644634"
"Almost never or never","1995","Couple + C. GT 16 ","Female","543","0.452656112501976","0.423569967781092","0.48174225722286"
"Almost never or never","1995","Couple + C. LE and GT 16","Male","208","0.273398225969185","0.238813540949641","0.30798291098873"
"Almost never or never","1995","Couple + C. LE and GT 16","Female","241","0.348621094442279","0.310649041322758","0.3865931475618"
"Several times a year","1995","1-pers.-HH","Male","109","0.212009427901657","0.177211911037838","0.246806944765476"
"Several times a year","1995","1-pers.-HH","Female","115","0.117890239828585","0.0969381361651327","0.138842343492038"
"Several times a year","1995","(Married) couple without C. ","Male","338","0.194262917330271","0.175700180633078","0.212825654027464"
"Several times a year","1995","(Married) couple without C. ","Female","347","0.193597552033157","0.175117138516843","0.21207796554947"
"Several times a year","1995","Single parent ","Male","28","","",""
"Several times a year","1995","Single parent ","Female","89","0.194215902142316","0.156382518419737","0.232049285864894"
"Several times a year","1995","Couple + C. LE 16 ","Male","487","0.30458329528646","0.281664172990273","0.327502417582646"
"Several times a year","1995","Couple + C. LE 16 ","Female","443","0.27319737687813","0.251315392244845","0.295079361511416"
"Several times a year","1995","Couple + C. GT 16 ","Male","309","0.229932584377015","0.207601719699175","0.252263449054855"
"Several times a year","1995","Couple + C. GT 16 ","Female","219","0.193242266948514","0.170169777285868","0.21631475661116"
"Several times a year","1995","Couple + C. LE and GT 16","Male","136","0.229575250575306","0.196941619608961","0.262208881541651"
"Several times a year","1995","Couple + C. LE and GT 16","Female","144","0.251092112951652","0.216537889170011","0.285646336733292"
"At least once a month","1995","1-pers.-HH","Male","48","0.101813710835985","0.0760684971905357","0.127558924481435"
"At least once a month","1995","1-pers.-HH","Female","36","0.0334363275667825","0.0217560835815535","0.0451165715520115"
"At least once a month","1995","(Married) couple without C. ","Male","137","0.074211811908977","0.0619135790838069","0.0865100447341472"
"At least once a month","1995","(Married) couple without C. ","Female","108","0.0554393877043194","0.0447362783253242","0.0661424970833145"
"At least once a month","1995","Single parent ","Male","18","","",""
"At least once a month","1995","Single parent ","Female","34","0.0765677378651689","0.0511375905647176","0.10199788516562"
"At least once a month","1995","Couple + C. LE 16 ","Male","147","0.115438681980619","0.0995253166289645","0.131352047332274"
"At least once a month","1995","Couple + C. LE 16 ","Female","101","0.0790329349340798","0.065784447202532","0.0922814226656277"
"At least once a month","1995","Couple + C. GT 16 ","Male","104","0.0731727349985354","0.0593525151894387","0.086992954807632"
"At least once a month","1995","Couple + C. GT 16 ","Female","82","0.0676268279916085","0.0529535811721598","0.0823000748110571"
"At least once a month","1995","Couple + C. LE and GT 16","Male","53","0.0867980768828343","0.0649518614611285","0.10864429230454"
"At least once a month","1995","Couple + C. LE and GT 16","Female","41","0.0659360566395602","0.0461608881393177","0.0857112251398027"
"At lease once a week","1995","1-pers.-HH","Male","167","0.283660967714536","0.245284123936141","0.322037811492931"
"At lease once a week","1995","1-pers.-HH","Female","204","0.211831223728429","0.185283212329706","0.238379235127152"
"At lease once a week","1995","(Married) couple without C. ","Male","427","0.247447715943662","0.227200727303789","0.267694704583535"
"At lease once a week","1995","(Married) couple without C. ","Female","400","0.257921160207159","0.237458864991445","0.278383455422873"
"At lease once a week","1995","Single parent ","Male","78","0.455403677319282","0.38421600622569","0.526591348412875"
"At lease once a week","1995","Single parent ","Female","114","0.299904779845859","0.256082628353521","0.343726931338197"
"At lease once a week","1995","Couple + C. LE 16 ","Male","387","0.280939230353163","0.258556587038775","0.303321873667552"
"At lease once a week","1995","Couple + C. LE 16 ","Female","385","0.297400124230915","0.274952788077906","0.319847460383924"
"At lease once a week","1995","Couple + C. GT 16 ","Male","435","0.343661111385924","0.318457070837095","0.368865151934753"
"At lease once a week","1995","Couple + C. GT 16 ","Female","281","0.286474792557902","0.260055590474531","0.312893994641272"
"At lease once a week","1995","Couple + C. LE and GT 16","Male","241","0.410228446572675","0.372061049020522","0.448395844124827"
"At lease once a week","1995","Couple + C. LE and GT 16","Female","179","0.334350735966509","0.296758836243582","0.371942635689437"
"Almost never or never","1996","1-pers.-HH","Male","203","0.379376717277274","0.338488438622936","0.420264995931612"
"Almost never or never","1996","1-pers.-HH","Female","591","0.663619838563639","0.633172306796794","0.694067370330484"
"Almost never or never","1996","(Married) couple without C. ","Male","955","0.552626243075908","0.529396587967879","0.575855898183937"
"Almost never or never","1996","(Married) couple without C. ","Female","1040","0.5626593296772","0.539640493538656","0.585678165815744"
"Almost never or never","1996","Single parent ","Male","73","0.294593699207977","0.235029099687703","0.354158298728251"
"Almost never or never","1996","Single parent ","Female","223","0.502228282983364","0.454580401167045","0.549876164799682"
"Almost never or never","1996","Couple + C. LE 16 ","Male","601","0.372744504708795","0.348051463582524","0.397437545835066"
"Almost never or never","1996","Couple + C. LE 16 ","Female","768","0.426507793522875","0.401636610124199","0.451378976921551"
"Almost never or never","1996","Couple + C. GT 16 ","Male","547","0.415409443145191","0.388455043738579","0.442363842551803"
"Almost never or never","1996","Couple + C. GT 16 ","Female","544","0.468611178406713","0.438850094622156","0.498372262191269"
"Almost never or never","1996","Couple + C. LE and GT 16","Male","246","0.338968022734862","0.302521912235926","0.375414133233799"
"Almost never or never","1996","Couple + C. LE and GT 16","Female","282","0.420727259703614","0.381126565686964","0.460327953720264"
"Several times a year","1996","1-pers.-HH","Male","123","0.219753109260951","0.184860536234949","0.254645682286952"
"Several times a year","1996","1-pers.-HH","Female","102","0.103714835601084","0.0840667260817654","0.123362945120403"
"Several times a year","1996","(Married) couple without C. ","Male","311","0.168059223858861","0.15059017983155","0.185528267886172"
"Several times a year","1996","(Married) couple without C. ","Female","290","0.1537024645044","0.136966427799977","0.170438501208823"
"Several times a year","1996","Single parent ","Male","39","0.163790434109702","0.115433510422419","0.212147357796985"
"Several times a year","1996","Single parent ","Female","80","0.186094608933514","0.149006749701711","0.223182468165317"
"Several times a year","1996","Couple + C. LE 16 ","Male","420","0.30947500274133","0.285867545718118","0.333082459764541"
"Several times a year","1996","Couple + C. LE 16 ","Female","365","0.255828131626675","0.233885941295372","0.277770321957977"
"Several times a year","1996","Couple + C. GT 16 ","Male","294","0.218880495321431","0.196263867479595","0.241497123163266"
"Several times a year","1996","Couple + C. GT 16 ","Female","230","0.215028411723447","0.19052587178392","0.239530951662973"
"Several times a year","1996","Couple + C. LE and GT 16","Male","141","0.227816931113183","0.195523534667881","0.260110327558486"
"Several times a year","1996","Couple + C. LE and GT 16","Female","139","0.23488905340351","0.200883133928884","0.268894972878136"
"At least once a month","1996","1-pers.-HH","Male","53","0.11455717112279","0.0877197450412939","0.141394597204287"
"At least once a month","1996","1-pers.-HH","Female","52","0.0420909458498632","0.0291509628332314","0.0550309288664951"
"At least once a month","1996","(Married) couple without C. ","Male","110","0.0597264789297964","0.0486550846738397","0.0707978731857531"
"At least once a month","1996","(Married) couple without C. ","Female","95","0.0542155589007488","0.043707833417156","0.0647232843843416"
"At least once a month","1996","Single parent ","Male","24","","",""
"At least once a month","1996","Single parent ","Female","29","","",""
"At least once a month","1996","Couple + C. LE 16 ","Male","134","0.087460097631148","0.0730330445924144","0.101887150669882"
"At least once a month","1996","Couple + C. LE 16 ","Female","94","0.0785688472995169","0.0650379735924782","0.0920997210065556"
"At least once a month","1996","Couple + C. GT 16 ","Male","112","0.084324426998188","0.0691254942630582","0.0995233597333178"
"At least once a month","1996","Couple + C. GT 16 ","Female","76","0.0745405673289299","0.0588762579051163","0.0902048767527436"
"At least once a month","1996","Couple + C. LE and GT 16","Male","53","0.067178867971725","0.0479046788198133","0.0864530571236368"
"At least once a month","1996","Couple + C. LE and GT 16","Female","49","0.0836864875783082","0.0614733124230927","0.105899662733524"
"At lease once a week","1996","1-pers.-HH","Male","162","0.286313002338985","0.248221869723495","0.324404134954476"
"At lease once a week","1996","1-pers.-HH","Female","180","0.190574379985413","0.165264041353486","0.215884718617341"
"At lease once a week","1996","(Married) couple without C. ","Male","384","0.219588054135435","0.200247983027408","0.238928125243462"
"At lease once a week","1996","(Married) couple without C. ","Female","359","0.229422646917652","0.209911763693953","0.24893353014135"
"At lease once a week","1996","Single parent ","Male","89","0.438801663579926","0.373960745982616","0.503642581177236"
"At lease once a week","1996","Single parent ","Female","91","0.236784091482429","0.196272633377202","0.277295549587657"
"At lease once a week","1996","Couple + C. LE 16 ","Male","318","0.230320394918727","0.208818937160054","0.251821852677401"
"At lease once a week","1996","Couple + C. LE 16 ","Female","292","0.239095227550933","0.217645597219","0.260544857882867"
"At lease once a week","1996","Couple + C. GT 16 ","Male","331","0.28138563453519","0.256789634362694","0.305981634707687"
"At lease once a week","1996","Couple + C. GT 16 ","Female","230","0.24181984254091","0.216282930100611","0.26735675498121"
"At lease once a week","1996","Couple + C. LE and GT 16","Male","208","0.366036178180229","0.328946349132113","0.403126007228346"
"At lease once a week","1996","Couple + C. LE and GT 16","Female","127","0.260697199314568","0.22548117833455","0.295913220294585"
"Almost never or never","1997","1-pers.-HH","Male","226","0.453854122830737","0.411627151368069","0.496081094293405"
"Almost never or never","1997","1-pers.-HH","Female","564","0.662140690423419","0.631101617045212","0.693179763801626"
"Almost never or never","1997","(Married) couple without C. ","Male","1001","0.571076319596114","0.548084402873839","0.594068236318389"
"Almost never or never","1997","(Married) couple without C. ","Female","1083","0.587975577482251","0.56516774344818","0.610783411516323"
"Almost never or never","1997","Single parent ","Male","72","0.296945930450801","0.23697666744241","0.356915193459192"
"Almost never or never","1997","Single parent ","Female","203","0.460521087469247","0.412274326757428","0.508767848181066"
"Almost never or never","1997","Couple + C. LE 16 ","Male","603","0.403831310766622","0.378027636909254","0.42963498462399"
"Almost never or never","1997","Couple + C. LE 16 ","Female","744","0.46529907864133","0.439536554753433","0.491061602529226"
"Almost never or never","1997","Couple + C. GT 16 ","Male","568","0.428655020734646","0.401680608289144","0.455629433180148"
"Almost never or never","1997","Couple + C. GT 16 ","Female","562","0.479005388461698","0.449044873073833","0.508965903849562"
"Almost never or never","1997","Couple + C. LE and GT 16","Male","242","0.35617912310168","0.318393875989374","0.393964370213985"
"Almost never or never","1997","Couple + C. LE and GT 16","Female","268","0.380700869489563","0.341554046683365","0.419847692295761"
"Several times a year","1997","1-pers.-HH","Male","99","0.170880145370576","0.138955070643452","0.2028052200977"
"Several times a year","1997","1-pers.-HH","Female","95","0.0993150301847777","0.0796877730999272","0.118942287269628"
"Several times a year","1997","(Married) couple without C. ","Male","286","0.14973215766844","0.133156395439908","0.166307919896971"
"Several times a year","1997","(Married) couple without C. ","Female","288","0.161845816208826","0.144778877929046","0.178912754488605"
"Several times a year","1997","Single parent ","Male","42","0.207486596894273","0.154264253686707","0.260708940101839"
"Several times a year","1997","Single parent ","Female","88","0.19662508550616","0.158153971861319","0.235096199151"
"Several times a year","1997","Couple + C. LE 16 ","Male","357","0.271695613560033","0.248302138276912","0.295089088843153"
"Several times a year","1997","Couple + C. LE 16 ","Female","332","0.235492649947067","0.213577403649146","0.257407896244987"
"Several times a year","1997","Couple + C. GT 16 ","Male","261","0.199610222868198","0.177823546365852","0.221396899370545"
"Several times a year","1997","Couple + C. GT 16 ","Female","215","0.196812123953482","0.172967144041782","0.220657103865182"
"Several times a year","1997","Couple + C. LE and GT 16","Male","129","0.20221699231752","0.170524475954353","0.233909508680686"
"Several times a year","1997","Couple + C. LE and GT 16","Female","136","0.258453106647834","0.223157996717268","0.293748216578399"
"At least once a month","1997","1-pers.-HH","Male","41","0.0627880129948627","0.0422132543407486","0.0833627716489768"
"At least once a month","1997","1-pers.-HH","Female","34","0.0327345151178328","0.0210572412598794","0.0444117889757862"
"At least once a month","1997","(Married) couple without C. ","Male","114","0.0518687258126131","0.04156664112622","0.0621708104990062"
"At least once a month","1997","(Married) couple without C. ","Female","71","0.0337357907420428","0.0253694352417753","0.0421021462423104"
"At least once a month","1997","Single parent ","Male","20","","",""
"At least once a month","1997","Single parent ","Female","23","","",""
"At least once a month","1997","Couple + C. LE 16 ","Male","108","0.0756396721616356","0.061733985599512","0.0895453587237591"
"At least once a month","1997","Couple + C. LE 16 ","Female","66","0.0523922616326872","0.0408838677536175","0.0639006555117569"
"At least once a month","1997","Couple + C. GT 16 ","Male","101","0.0815168498772353","0.0666023697580716","0.096431329996399"
"At least once a month","1997","Couple + C. GT 16 ","Female","62","0.0726566842549493","0.0570891250899717","0.088224243419927"
"At least once a month","1997","Couple + C. LE and GT 16","Male","47","0.0801047813803411","0.0586855486586668","0.101524014102016"
"At least once a month","1997","Couple + C. LE and GT 16","Female","31","0.0520250091860732","0.0341206462245232","0.0699293721476231"
"At lease once a week","1997","1-pers.-HH","Male","168","0.312477718803825","0.273165244501783","0.351790193105866"
"At lease once a week","1997","1-pers.-HH","Female","199","0.205809764273971","0.179278318101913","0.232341210446028"
"At lease once a week","1997","(Married) couple without C. ","Male","379","0.227322796922833","0.207853124936603","0.246792468909064"
"At lease once a week","1997","(Married) couple without C. ","Female","347","0.21644281556688","0.197359674679717","0.235525956454044"
"At lease once a week","1997","Single parent ","Male","89","0.383925387099763","0.320093786989304","0.447756987210222"
"At lease once a week","1997","Single parent ","Female","96","0.289685348606467","0.245777231453144","0.333593465759791"
"At lease once a week","1997","Couple + C. LE 16 ","Male","321","0.24883340351171","0.2260971218042","0.271569685219219"
"At lease once a week","1997","Couple + C. LE 16 ","Female","298","0.246816009778916","0.224546838866483","0.26908518069135"
"At lease once a week","1997","Couple + C. GT 16 ","Male","363","0.29021790651992","0.265479401538591","0.314956411501249"
"At lease once a week","1997","Couple + C. GT 16 ","Female","229","0.251525803329871","0.225503714596208","0.277547892063535"
"At lease once a week","1997","Couple + C. LE and GT 16","Male","199","0.36149910320046","0.323590317181458","0.399407889219461"
"At lease once a week","1997","Couple + C. LE and GT 16","Female","156","0.308821014676531","0.271573008038047","0.346069021315014"
"Almost never or never","1998","1-pers.-HH","Male","234","0.382772036252441","0.345633221263838","0.419910851241043"
"Almost never or never","1998","1-pers.-HH","Female","632","0.615148151602422","0.586236673645142","0.644059629559703"
"Almost never or never","1998","(Married) couple without C. ","Male","966","0.463890587637888","0.442365830651935","0.485415344623841"
"Almost never or never","1998","(Married) couple without C. ","Female","1030","0.476589983322567","0.455131178933183","0.498048787711951"
"Almost never or never","1998","Single parent ","Male","68","0.258198781909944","0.203173051023999","0.313224512795889"
"Almost never or never","1998","Single parent ","Female","194","0.388179924354027","0.343837697653736","0.432522151054318"
"Almost never or never","1998","Couple + C. LE 16 ","Male","473","0.271305069190579","0.248959814331874","0.293650324049283"
"Almost never or never","1998","Couple + C. LE 16 ","Female","601","0.342450604769945","0.318940526219297","0.365960683320592"
"Almost never or never","1998","Couple + C. GT 16 ","Male","480","0.330838779990835","0.306200941108984","0.355476618872685"
"Almost never or never","1998","Couple + C. GT 16 ","Female","465","0.367352701381495","0.339538433407395","0.395166969355595"
"Almost never or never","1998","Couple + C. LE and GT 16","Male","202","0.274934565744739","0.240451296721708","0.30941783476777"
"Almost never or never","1998","Couple + C. LE and GT 16","Female","218","0.311642297570267","0.27470501781858","0.348579577321954"
"Several times a year","1998","1-pers.-HH","Male","134","0.194381624955053","0.16414540959079","0.224617840319317"
"Several times a year","1998","1-pers.-HH","Female","117","0.0952087612105388","0.0777687687088203","0.112648753712257"
"Several times a year","1998","(Married) couple without C. ","Male","435","0.209951697328754","0.192372854719697","0.227530539937811"
"Several times a year","1998","(Married) couple without C. ","Female","395","0.192415789210452","0.175479185969417","0.209352392451487"
"Several times a year","1998","Single parent ","Male","40","0.16550754160626","0.118780847471041","0.212234235741479"
"Several times a year","1998","Single parent ","Female","100","0.211415235947261","0.174263301410492","0.248567170484031"
"Several times a year","1998","Couple + C. LE 16 ","Male","451","0.308187417585074","0.284982225692003","0.331392609478145"
"Several times a year","1998","Couple + C. LE 16 ","Female","439","0.276104914991272","0.253955319317394","0.298254510665151"
"Several times a year","1998","Couple + C. GT 16 ","Male","334","0.226707635782529","0.204782920702882","0.248632350862177"
"Several times a year","1998","Couple + C. GT 16 ","Female","282","0.226744695476512","0.202585903819954","0.250903487133069"
"Several times a year","1998","Couple + C. LE and GT 16","Male","175","0.260402849210269","0.226508629686382","0.294297068734155"
"Several times a year","1998","Couple + C. LE and GT 16","Female","158","0.23349382295442","0.199755371194237","0.267232274714603"
"At least once a month","1998","1-pers.-HH","Male","54","0.0766397160958775","0.0563139144500169","0.0969655177417381"
"At least once a month","1998","1-pers.-HH","Female","56","0.0446700547694403","0.0323951372844498","0.0569449722544308"
"At least once a month","1998","(Married) couple without C. ","Male","141","0.0643547201441341","0.0537634125983231","0.0749460276899451"
"At least once a month","1998","(Married) couple without C. ","Female","145","0.0734894267342855","0.0622782894515625","0.0847005640170085"
"At least once a month","1998","Single parent ","Male","23","","",""
"At least once a month","1998","Single parent ","Female","39","0.0872749965687062","0.0615944658391931","0.112955527298219"
"At least once a month","1998","Couple + C. LE 16 ","Male","158","0.104954165366818","0.0895511424508574","0.120357188282779"
"At least once a month","1998","Couple + C. LE 16 ","Female","131","0.0850723360716045","0.0712500944962403","0.0988945776469686"
"At least once a month","1998","Couple + C. GT 16 ","Male","118","0.0875735922082581","0.0727717923100815","0.102375392106435"
"At least once a month","1998","Couple + C. GT 16 ","Female","78","0.0678637452392068","0.0533525295156602","0.0823749609627535"
"At least once a month","1998","Couple + C. LE and GT 16","Male","65","0.111151197491216","0.086875250743478","0.135427144238953"
"At least once a month","1998","Couple + C. LE and GT 16","Female","43","0.0874578001918024","0.0649281019440703","0.109987498439534"
"At lease once a week","1998","1-pers.-HH","Male","236","0.346206622696629","0.309855059734249","0.382558185659009"
"At lease once a week","1998","1-pers.-HH","Female","283","0.244973032417598","0.219418142510776","0.270527922324421"
"At lease once a week","1998","(Married) couple without C. ","Male","520","0.261802994889224","0.242828194968852","0.280777794809596"
"At lease once a week","1998","(Married) couple without C. ","Female","511","0.257504800732696","0.238718055714811","0.276291545750581"
"At lease once a week","1998","Single parent ","Male","112","0.489253467067595","0.42640211513396","0.552104819001231"
"At lease once a week","1998","Single parent ","Female","131","0.313129843130005","0.270932155324098","0.355327530935913"
"At lease once a week","1998","Couple + C. LE 16 ","Male","439","0.315553347857529","0.292197820287837","0.338908875427222"
"At lease once a week","1998","Couple + C. LE 16 ","Female","394","0.296372144167179","0.273747533036532","0.318996755297826"
"At lease once a week","1998","Couple + C. GT 16 ","Male","469","0.354879992018378","0.329825244163568","0.379934739873188"
"At lease once a week","1998","Couple + C. GT 16 ","Female","329","0.338038857902786","0.310746268112692","0.365331447692881"
"At lease once a week","1998","Couple + C. LE and GT 16","Male","202","0.353511387553777","0.316589210451017","0.390433564656537"
"At lease once a week","1998","Couple + C. LE and GT 16","Female","185","0.36740607928351","0.328958827858805","0.405853330708216"
"Almost never or never","1999","1-pers.-HH","Male","279","0.46161493138451","0.423319759410863","0.499910103358158"
"Almost never or never","1999","1-pers.-HH","Female","631","0.654849973438385","0.625731206837305","0.683968740039466"
"Almost never or never","1999","(Married) couple without C. ","Male","1102","0.549208616210052","0.527595585106119","0.570821647313985"
"Almost never or never","1999","(Married) couple without C. ","Female","1148","0.556501849311959","0.535022486665475","0.577981211958442"
