"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1987","Bavaria","East Germany","","","","","1"
"Almost never or never","1987","Berlin","West Germany","","","","","1"
"Almost never or never","1987","Berlin","East Germany","","","","","1"
"Almost never or never","1987","Brandenburg","West Germany","","","","","1"
"Almost never or never","1987","Brandenburg","East Germany","","","","","1"
"Almost never or never","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","1987","Saxony","West Germany","","","","","1"
"Almost never or never","1987","Saxony","East Germany","","","","","1"
"Almost never or never","1987","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","1987","Saxony-Anhalt","East Germany","","","","","1"
"Almost never or never","1987","Thuringia","West Germany","","","","","1"
"Almost never or never","1987","Thuringia","East Germany","","","","","1"
"At lease once a week","1987","Hamburg","West Germany","","","","","4"
"At lease once a week","1987","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","1987","Schleswig-Holstein","West Germany","","","","","4"
"At lease once a week","1987","Hamburg","East Germany","","","","","4"
"At lease once a week","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","1987","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","1987","Bavaria","West Germany","","","","","4"
"At lease once a week","1987","Baden-Württemberg","West Germany","","","","","4"
"At lease once a week","1987","Lower Saxony","West Germany","","","","","4"
"At lease once a week","1987","Lower Saxony","East Germany","","","","","4"
"At lease once a week","1987","Bremen","West Germany","","","","","4"
"At lease once a week","1987","Bremen","East Germany","","","","","4"
"At lease once a week","1987","North Rhine-Westphalia","West Germany","","","","","4"
"At lease once a week","1987","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","1987","Hesse","West Germany","","","","","4"
"At lease once a week","1987","Hesse","East Germany","","","","","4"
"At lease once a week","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"At lease once a week","1987","Bavaria","East Germany","","","","","4"
"At lease once a week","1987","Berlin","West Germany","","","","","4"
"At lease once a week","1987","Berlin","East Germany","","","","","4"
"At lease once a week","1987","Brandenburg","West Germany","","","","","4"
"At lease once a week","1987","Brandenburg","East Germany","","","","","4"
"At lease once a week","1987","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","1987","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"At lease once a week","1987","Saxony","West Germany","","","","","4"
"At lease once a week","1987","Saxony","East Germany","","","","","4"
"At lease once a week","1987","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","1987","Saxony-Anhalt","East Germany","","","","","4"
"At lease once a week","1987","Thuringia","West Germany","","","","","4"
"At lease once a week","1987","Thuringia","East Germany","","","","","4"
"At least once a month","1987","Lower Saxony","West Germany","","","","","3"
"At least once a month","1987","Hamburg","East Germany","","","","","3"
"At least once a month","1987","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","1987","Hamburg","West Germany","","","","","3"
"At least once a month","1987","Lower Saxony","East Germany","","","","","3"
"At least once a month","1987","Schleswig-Holstein","West Germany","","","","","3"
"At least once a month","1987","Bremen","West Germany","","","","","3"
"At least once a month","1987","Bremen","East Germany","","","","","3"
"At least once a month","1987","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","1987","North Rhine-Westphalia","West Germany","","","","","3"
"At least once a month","1987","Hesse","West Germany","","","","","3"
"At least once a month","1987","Hesse","East Germany","","","","","3"
"At least once a month","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"At least once a month","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","1987","Baden-Württemberg","West Germany","","","","","3"
"At least once a month","1987","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","1987","Thuringia","West Germany","","","","","3"
"At least once a month","1987","Bavaria","West Germany","","","","","3"
"At least once a month","1987","Thuringia","East Germany","","","","","3"
"At least once a month","1987","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","1987","Bavaria","East Germany","","","","","3"
"At least once a month","1987","Berlin","West Germany","","","","","3"
"At least once a month","1987","Berlin","East Germany","","","","","3"
"At least once a month","1987","Brandenburg","West Germany","","","","","3"
"At least once a month","1987","Brandenburg","East Germany","","","","","3"
"At least once a month","1987","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","1987","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","1987","Saxony","West Germany","","","","","3"
"At least once a month","1987","Saxony","East Germany","","","","","3"
"At least once a month","1987","Saxony-Anhalt","West Germany","","","","","3"
"Several times a year","1987","Schleswig-Holstein","West Germany","","","","","2"
"Several times a year","1987","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","1987","Hamburg","West Germany","","","","","2"
"Several times a year","1987","Hamburg","East Germany","","","","","2"
"Several times a year","1987","Lower Saxony","West Germany","","","","","2"
"Several times a year","1987","Lower Saxony","East Germany","","","","","2"
"Several times a year","1987","Bremen","East Germany","","","","","2"
"Several times a year","1987","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","1987","Bremen","West Germany","","","","","2"
"Several times a year","1987","North Rhine-Westphalia","West Germany","","","","","2"
"Several times a year","1987","Hesse","West Germany","","","","","2"
"Several times a year","1987","Hesse","East Germany","","","","","2"
"Several times a year","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Several times a year","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","1987","Baden-Württemberg","West Germany","","","","","2"
"Several times a year","1987","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","1987","Bavaria","West Germany","","","","","2"
"Several times a year","1987","Bavaria","East Germany","","","","","2"
"Several times a year","1987","Berlin","West Germany","","","","","2"
"Several times a year","1987","Berlin","East Germany","","","","","2"
"Several times a year","1987","Brandenburg","West Germany","","","","","2"
"Several times a year","1987","Brandenburg","East Germany","","","","","2"
"Several times a year","1987","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","1987","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Several times a year","1987","Saxony-Anhalt","East Germany","","","","","2"
"Several times a year","1987","Thuringia","West Germany","","","","","2"
"Several times a year","1987","Thuringia","East Germany","","","","","2"
"Several times a year","1987","Saxony","West Germany","","","","","2"
"Several times a year","1987","Saxony","East Germany","","","","","2"
"Several times a year","1987","Saxony-Anhalt","West Germany","","","","","2"
"Almost never or never","1988","Schleswig-Holstein","West Germany","147","0.465635473434918","0.410637537714519","0.520633409155316","1"
"Almost never or never","1988","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","1988","Hamburg","West Germany","103","0.507634677907733","0.438173695293421","0.577095660522045","1"
"Almost never or never","1988","Hamburg","East Germany","","","","","1"
"Almost never or never","1988","Lower Saxony","West Germany","559","0.559810044484981","0.529669253936989","0.589950835032973","1"
"Almost never or never","1988","Lower Saxony","East Germany","","","","","1"
"Almost never or never","1988","Bremen","West Germany","59","0.623957701824684","0.527561893847274","0.720353509802094","1"
"Almost never or never","1988","Bremen","East Germany","","","","","1"
"Almost never or never","1988","North Rhine-Westphalia","West Germany","1530","0.561843455456677","0.543079802081793","0.580607108831561","1"
"Almost never or never","1988","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","1988","Hesse","West Germany","638","0.610911494773387","0.580633175052302","0.641189814494471","1"
"Almost never or never","1988","Hesse","East Germany","","","","","1"
"Almost never or never","1988","Rhineland-Palatinate,Saarland","West Germany","456","0.632674856885608","0.59768034478722","0.667669368983997","1"
"Almost never or never","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","1988","Baden-Württemberg","West Germany","1104","0.557545678681703","0.535141886079383","0.579949471284023","1"
"Almost never or never","1988","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","1988","Bavaria","West Germany","837","0.529302699743969","0.505071372818789","0.553534026669149","1"
"Almost never or never","1988","Bavaria","East Germany","","","","","1"
"Almost never or never","1988","Berlin","West Germany","210","0.639616995227047","0.587972837649415","0.691261152804679","1"
"Almost never or never","1988","Berlin","East Germany","","","","","1"
"Almost never or never","1988","Brandenburg","West Germany","","","","","1"
"Almost never or never","1988","Brandenburg","East Germany","","","","","1"
"Almost never or never","1988","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1988","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","1988","Saxony","West Germany","","","","","1"
"Almost never or never","1988","Saxony","East Germany","","","","","1"
