"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1993","Brandenburg","East Germany","","","","","1"
"Almost never or never","1993","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1993","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","1993","Saxony","West Germany","","","","","1"
"Almost never or never","1993","Saxony","East Germany","","","","","1"
"At lease once a week","1993","Schleswig-Holstein","West Germany","","","","","4"
"At lease once a week","1993","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","1993","Hamburg","West Germany","","","","","4"
"At lease once a week","1993","Hamburg","East Germany","","","","","4"
"At lease once a week","1993","Bremen","West Germany","","","","","4"
"At lease once a week","1993","Lower Saxony","West Germany","","","","","4"
"At lease once a week","1993","Lower Saxony","East Germany","","","","","4"
"At lease once a week","1993","North Rhine-Westphalia","West Germany","","","","","4"
"At lease once a week","1993","Bremen","East Germany","","","","","4"
"At lease once a week","1993","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","1993","Hesse","West Germany","","","","","4"
"At lease once a week","1993","Hesse","East Germany","","","","","4"
"At lease once a week","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"At lease once a week","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","1993","Baden-Württemberg","West Germany","","","","","4"
"At lease once a week","1993","Bavaria","West Germany","","","","","4"
"At lease once a week","1993","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","1993","Bavaria","East Germany","","","","","4"
"At lease once a week","1993","Berlin","West Germany","","","","","4"
"At lease once a week","1993","Berlin","East Germany","","","","","4"
"At lease once a week","1993","Brandenburg","West Germany","","","","","4"
"At lease once a week","1993","Brandenburg","East Germany","","","","","4"
"At lease once a week","1993","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","1993","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"At lease once a week","1993","Saxony","West Germany","","","","","4"
"At lease once a week","1993","Saxony","East Germany","","","","","4"
"At lease once a week","1993","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","1993","Thuringia","West Germany","","","","","4"
"At lease once a week","1993","Thuringia","East Germany","","","","","4"
"At lease once a week","1993","Saxony-Anhalt","East Germany","","","","","4"
"At least once a month","1993","Schleswig-Holstein","West Germany","","","","","3"
"At least once a month","1993","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","1993","Hamburg","West Germany","","","","","3"
"At least once a month","1993","Lower Saxony","West Germany","","","","","3"
"At least once a month","1993","Hamburg","East Germany","","","","","3"
"At least once a month","1993","Lower Saxony","East Germany","","","","","3"
"At least once a month","1993","Bremen","East Germany","","","","","3"
"At least once a month","1993","Bremen","West Germany","","","","","3"
"At least once a month","1993","North Rhine-Westphalia","West Germany","","","","","3"
"At least once a month","1993","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","1993","Hesse","West Germany","","","","","3"
"At least once a month","1993","Hesse","East Germany","","","","","3"
"At least once a month","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"At least once a month","1993","Baden-Württemberg","West Germany","","","","","3"
"At least once a month","1993","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","1993","Bavaria","West Germany","","","","","3"
"At least once a month","1993","Bavaria","East Germany","","","","","3"
"At least once a month","1993","Berlin","West Germany","","","","","3"
"At least once a month","1993","Berlin","East Germany","","","","","3"
"At least once a month","1993","Brandenburg","West Germany","","","","","3"
"At least once a month","1993","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","1993","Brandenburg","East Germany","","","","","3"
"At least once a month","1993","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","1993","Saxony","West Germany","","","","","3"
"At least once a month","1993","Saxony","East Germany","","","","","3"
"At least once a month","1993","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","1993","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","1993","Thuringia","West Germany","","","","","3"
"At least once a month","1993","Thuringia","East Germany","","","","","3"
"Several times a year","1993","Schleswig-Holstein","West Germany","","","","","2"
"Several times a year","1993","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","1993","Hamburg","West Germany","","","","","2"
"Several times a year","1993","Hamburg","East Germany","","","","","2"
"Several times a year","1993","Lower Saxony","East Germany","","","","","2"
"Several times a year","1993","Lower Saxony","West Germany","","","","","2"
"Several times a year","1993","Bremen","West Germany","","","","","2"
"Several times a year","1993","Bremen","East Germany","","","","","2"
"Several times a year","1993","North Rhine-Westphalia","West Germany","","","","","2"
"Several times a year","1993","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","1993","Hesse","West Germany","","","","","2"
"Several times a year","1993","Hesse","East Germany","","","","","2"
"Several times a year","1993","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Several times a year","1993","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","1993","Baden-Württemberg","West Germany","","","","","2"
"Several times a year","1993","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","1993","Bavaria","West Germany","","","","","2"
"Several times a year","1993","Bavaria","East Germany","","","","","2"
"Several times a year","1993","Berlin","West Germany","","","","","2"
"Several times a year","1993","Berlin","East Germany","","","","","2"
"Several times a year","1993","Brandenburg","West Germany","","","","","2"
"Several times a year","1993","Brandenburg","East Germany","","","","","2"
"Several times a year","1993","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","1993","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Several times a year","1993","Saxony-Anhalt","East Germany","","","","","2"
"Several times a year","1993","Thuringia","West Germany","","","","","2"
"Several times a year","1993","Thuringia","East Germany","","","","","2"
"Several times a year","1993","Saxony","West Germany","","","","","2"
"Several times a year","1993","Saxony","East Germany","","","","","2"
"Several times a year","1993","Saxony-Anhalt","West Germany","","","","","2"
"Almost never or never","1994","Hamburg","East Germany","","","","","1"
"Almost never or never","1994","Lower Saxony","West Germany","492","0.536620366739266","0.504977490671335","0.568263242807198","1"
"Almost never or never","1994","Schleswig-Holstein","West Germany","122","0.393525794654217","0.336507226623185","0.45054436268525","1"
"Almost never or never","1994","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","1994","Hamburg","West Germany","77","0.560718764158732","0.479375060301257","0.642062468016206","1"
"Almost never or never","1994","Lower Saxony","East Germany","","","","","1"
"Almost never or never","1994","Bremen","West Germany","48","0.581412467935288","0.477148516508496","0.68567641936208","1"
"Almost never or never","1994","Bremen","East Germany","","","","","1"
"Almost never or never","1994","North Rhine-Westphalia","West Germany","1239","0.506898496316906","0.48704087277478","0.526756119859031","1"
"Almost never or never","1994","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","1994","Hesse","West Germany","497","0.535183428957179","0.502724321200933","0.567642536713426","1"
"Almost never or never","1994","Hesse","East Germany","","","","","1"
"Almost never or never","1994","Rhineland-Palatinate,Saarland","West Germany","348","0.552980726994708","0.514033275426217","0.591928178563199","1"
"Almost never or never","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","1994","Bavaria","West Germany","703","0.459807499020208","0.435052319210979","0.484562678829437","1"
"Almost never or never","1994","Bavaria","East Germany","","","","","1"
"Almost never or never","1994","Baden-Württemberg","West Germany","871","0.504097112313491","0.480536831477888","0.527657393149093","1"
"Almost never or never","1994","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","1994","Thuringia","East Germany","434","0.711154186331811","0.676471630379927","0.745836742283695","1"
"Almost never or never","1994","Thuringia","West Germany","","","","","1"
"Almost never or never","1994","Berlin","West Germany","149","0.488714815565574","0.430883043596223","0.546546587534925","1"
"Almost never or never","1994","Berlin","East Germany","145","0.567546506282426","0.506977288968823","0.62811572359603","1"
"Almost never or never","1994","Brandenburg","West Germany","","","","","1"
"Almost never or never","1994","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","1994","Saxony-Anhalt","East Germany","484","0.742519374971255","0.710012002961705","0.775026746980805","1"
"Almost never or never","1994","Brandenburg","East Germany","402","0.692048333993081","0.655078783291111","0.729017884695051","1"
"Almost never or never","1994","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1994","Saxony","West Germany","","","","","1"
"Almost never or never","1994","Saxony","East Germany","722","0.690594728647467","0.663425883331004","0.717763573963931","1"
"Almost never or never","1994","Mecklenburg-Western Pomerania","East Germany","276","0.708908636846126","0.66472160113013","0.753095672562122","1"
"At lease once a week","1994","Schleswig-Holstein","West Germany","81","0.301731399038179","0.248158512520829","0.355304285555529","4"
"At lease once a week","1994","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","1994","Hamburg","West Germany","36","0.23269874495723","0.163442323556244","0.301955166358215","4"
"At lease once a week","1994","Hamburg","East Germany","","","","","4"
"At lease once a week","1994","Lower Saxony","East Germany","","","","","4"
"At lease once a week","1994","Bremen","West Germany","20","","","","4"
"At lease once a week","1994","Lower Saxony","West Germany","266","0.268216287734243","0.240103245386562","0.296329330081924","4"
"At lease once a week","1994","Bremen","East Germany","","","","","4"
"At lease once a week","1994","North Rhine-Westphalia","West Germany","597","0.25653133416263","0.239185301776369","0.273877366548892","4"
"At lease once a week","1994","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","1994","Hesse","West Germany","223","0.259860068994127","0.231318940561571","0.288401197426682","4"
"At lease once a week","1994","Hesse","East Germany","","","","","4"
"At lease once a week","1994","Rhineland-Palatinate,Saarland","West Germany","136","0.220230578493791","0.187768013330349","0.252693143657232","4"
"At lease once a week","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","1994","Baden-Württemberg","West Germany","395","0.244104366021816","0.223862817611249","0.264345914432383","4"
"At lease once a week","1994","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","1994","Bavaria","West Germany","375","0.250018994572186","0.228510232322394","0.271527756821977","4"
"At lease once a week","1994","Bavaria","East Germany","","","","","4"
"At lease once a week","1994","Berlin","West Germany","70","0.262504618691446","0.211600224934475","0.313409012448417","4"
"At lease once a week","1994","Berlin","East Germany","50","0.204628995667953","0.155305937871596","0.253952053464309","4"
"At lease once a week","1994","Brandenburg","West Germany","","","","","4"
"At lease once a week","1994","Brandenburg","East Germany","67","0.105949896111415","0.0813027933147568","0.130596998908073","4"
"At lease once a week","1994","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","1994","Mecklenburg-Western Pomerania","East Germany","48","0.105068598919799","0.07524112888269","0.134896068956907","4"
"At lease once a week","1994","Saxony","West Germany","","","","","4"
"At lease once a week","1994","Saxony","East Germany","140","0.111672962617124","0.0931608426246258","0.130185082609622","4"
"At lease once a week","1994","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","1994","Saxony-Anhalt","East Germany","81","0.10921009677954","0.0860214861809465","0.132398707378133","4"
"At lease once a week","1994","Thuringia","West Germany","","","","","4"
"At lease once a week","1994","Thuringia","East Germany","76","0.105971720638122","0.0824176055641901","0.129525835712053","4"
"At least once a month","1994","Schleswig-Holstein","West Germany","15","","","","3"
"At least once a month","1994","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","1994","Hamburg","West Germany","9","","","","3"
"At least once a month","1994","Hamburg","East Germany","","","","","3"
"At least once a month","1994","Lower Saxony","East Germany","","","","","3"
"At least once a month","1994","Lower Saxony","West Germany","66","0.0661425895906188","0.0503717510514377","0.0819134281297998","3"
"At least once a month","1994","Bremen","West Germany","3","","","","3"
"At least once a month","1994","Bremen","East Germany","","","","","3"
"At least once a month","1994","North Rhine-Westphalia","West Germany","161","0.0609777485564554","0.0514734024588158","0.070482094654095","3"
"At least once a month","1994","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","1994","Hesse","West Germany","46","0.0519135136088388","0.0374754604141529","0.0663515668035247","3"
"At least once a month","1994","Hesse","East Germany","","","","","3"
"At least once a month","1994","Rhineland-Palatinate,Saarland","West Germany","32","0.0520588728917221","0.0346568799607256","0.0694608658227186","3"
"At least once a month","1994","Baden-Württemberg","West Germany","139","0.0738397400885398","0.061516832541096","0.0861626476359837","3"
"At least once a month","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","1994","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","1994","Bavaria","West Germany","144","0.0843644021361291","0.0705591375147408","0.0981696667575174","3"
"At least once a month","1994","Bavaria","East Germany","","","","","3"
"At least once a month","1994","Berlin","East Germany","18","","","","3"
"At least once a month","1994","Berlin","West Germany","14","","","","3"
"At least once a month","1994","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","1994","Brandenburg","East Germany","21","","","","3"
"At least once a month","1994","Brandenburg","West Germany","","","","","3"
"At least once a month","1994","Mecklenburg-Western Pomerania","East Germany","15","","","","3"
"At least once a month","1994","Saxony","West Germany","","","","","3"
"At least once a month","1994","Saxony","East Germany","46","0.0382804444152713","0.0270030594323181","0.0495578293982246","3"
"At least once a month","1994","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","1994","Saxony-Anhalt","East Germany","19","","","","3"
"At least once a month","1994","Thuringia","West Germany","","","","","3"
"At least once a month","1994","Thuringia","East Germany","30","0.0350149958488531","0.0209485786803093","0.0490814130173969","3"
"Several times a year","1994","Schleswig-Holstein","West Germany","64","0.250286414010983","0.199728416363445","0.300844411658522","2"
"Several times a year","1994","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","1994","Hamburg","East Germany","","","","","2"
"Several times a year","1994","Hamburg","West Germany","21","","","","2"
"Several times a year","1994","Lower Saxony","West Germany","130","0.129020755935872","0.107748791533934","0.150292720337811","2"
"Several times a year","1994","Lower Saxony","East Germany","","","","","2"
"Several times a year","1994","Bremen","West Germany","15","","","","2"
"Several times a year","1994","Bremen","East Germany","","","","","2"
"Several times a year","1994","North Rhine-Westphalia","West Germany","438","0.175592420964009","0.160480402364106","0.190704439563912","2"
"Several times a year","1994","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","1994","Hesse","West Germany","141","0.153042988439855","0.129612472596437","0.176473504283274","2"
"Several times a year","1994","Hesse","East Germany","","","","","2"
"Several times a year","1994","Rhineland-Palatinate,Saarland","West Germany","110","0.174729821619779","0.144982866573953","0.204476776665606","2"
"Several times a year","1994","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","1994","Baden-Württemberg","West Germany","325","0.177958781576153","0.159935596250732","0.195981966901575","2"
"Several times a year","1994","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","1994","Bavaria","West Germany","335","0.205809104271477","0.185727494290499","0.225890714252455","2"
"Several times a year","1994","Bavaria","East Germany","","","","","2"
"Several times a year","1994","Berlin","West Germany","54","0.206771695238234","0.159917143402068","0.253626247074399","2"
"Several times a year","1994","Berlin","East Germany","44","0.153199505846698","0.109164225764721","0.197234785928675","2"
"Several times a year","1994","Brandenburg","West Germany","","","","","2"
"Several times a year","1994","Brandenburg","East Germany","109","0.167258765520183","0.137371639255927","0.197145891784438","2"
"Several times a year","1994","Saxony-Anhalt","East Germany","111","0.124653847284117","0.10009553905405","0.149212155514185","2"
"Several times a year","1994","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","1994","Mecklenburg-Western Pomerania","East Germany","67","0.140549747510292","0.106742448025183","0.174357046995402","2"
"Several times a year","1994","Thuringia","East Germany","116","0.147859097181214","0.120696211717788","0.17502198264464","2"
"Several times a year","1994","Thuringia","West Germany","","","","","2"
"Several times a year","1994","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","1994","Saxony","West Germany","","","","","2"
"Several times a year","1994","Saxony","East Germany","204","0.159451864320138","0.137934365257602","0.180969363382673","2"
"Almost never or never","1995","Hamburg","East Germany","","","","","1"
"Almost never or never","1995","Lower Saxony","West Germany","424","0.419363922459883","0.389416911731566","0.449310933188201","1"
"Almost never or never","1995","Lower Saxony","East Germany","","","","","1"
"Almost never or never","1995","Bremen","West Germany","41","0.484212186814546","0.384243066468685","0.584181307160408","1"
"Almost never or never","1995","Schleswig-Holstein","West Germany","110","0.366567083075986","0.310425853620067","0.422708312531904","1"
"Almost never or never","1995","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","1995","Hamburg","West Germany","59","0.427922564981239","0.342541171437933","0.513303958524545","1"
"Almost never or never","1995","Bremen","East Germany","","","","","1"
"Almost never or never","1995","North Rhine-Westphalia","West Germany","1110","0.409708076125521","0.390720848151861","0.428695304099181","1"
"Almost never or never","1995","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","1995","Hesse","West Germany","450","0.432608159456383","0.401053608969378","0.464162709943387","1"
"Almost never or never","1995","Hesse","East Germany","","","","","1"
"Almost never or never","1995","Rhineland-Palatinate,Saarland","West Germany","375","0.522967863374288","0.486254463002054","0.559681263746522","1"
"Almost never or never","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","1995","Bavaria","West Germany","652","0.389352115823533","0.366063496319762","0.412640735327305","1"
"Almost never or never","1995","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","1995","Bavaria","East Germany","","","","","1"
"Almost never or never","1995","Baden-Württemberg","West Germany","810","0.422898315587497","0.400082532293175","0.445714098881819","1"
"Almost never or never","1995","Berlin","West Germany","140","0.422863830958917","0.368821385742314","0.476906276175519","1"
"Almost never or never","1995","Berlin","East Germany","85","0.353350349574569","0.293616868648358","0.41308383050078","1"
"Almost never or never","1995","Saxony","West Germany","","","","","1"
"Almost never or never","1995","Saxony-Anhalt","East Germany","346","0.575705811516204","0.53880190610327","0.612609716929139","1"
"Almost never or never","1995","Thuringia","West Germany","","","","","1"
"Almost never or never","1995","Thuringia","East Germany","315","0.553246336093881","0.514938353150443","0.591554319037319","1"
"Almost never or never","1995","Brandenburg","West Germany","","","","","1"
"Almost never or never","1995","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1995","Mecklenburg-Western Pomerania","East Germany","175","0.457423303588027","0.409376690719459","0.505469916456596","1"
"Almost never or never","1995","Saxony","East Germany","512","0.524999073646284","0.495380559436314","0.554617587856255","1"
"Almost never or never","1995","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","1995","Brandenburg","East Germany","280","0.521833582903982","0.481423979468693","0.56224318633927","1"
"At lease once a week","1995","Hamburg","West Germany","41","0.246175863460047","0.171837843317869","0.320513883602225","4"
"At lease once a week","1995","Schleswig-Holstein","West Germany","95","0.335179879098232","0.280182002689725","0.390177755506738","4"
"At lease once a week","1995","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","1995","Hamburg","East Germany","","","","","4"
"At lease once a week","1995","Lower Saxony","West Germany","332","0.303153915938667","0.275260226581292","0.331047605296042","4"
"At lease once a week","1995","Lower Saxony","East Germany","","","","","4"
"At lease once a week","1995","Bremen","West Germany","28","","","","4"
"At lease once a week","1995","North Rhine-Westphalia","West Germany","765","0.323917106591038","0.305849201623445","0.341985011558631","4"
"At lease once a week","1995","Bremen","East Germany","","","","","4"
"At lease once a week","1995","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","1995","Hesse","West Germany","260","0.301598286914062","0.272367521695316","0.330829052132807","4"
"At lease once a week","1995","Hesse","East Germany","","","","","4"
"At lease once a week","1995","Rhineland-Palatinate,Saarland","West Germany","157","0.224506357986507","0.193836149106611","0.255176566866404","4"
"At lease once a week","1995","Baden-Württemberg","West Germany","500","0.296028948377002","0.274945787333911","0.317112109420093","4"
"At lease once a week","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","1995","Bavaria","West Germany","510","0.318909295457278","0.296649912922024","0.341168677992532","4"
"At lease once a week","1995","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","1995","Bavaria","East Germany","","","","","4"
"At lease once a week","1995","Berlin","West Germany","82","0.260720941717885","0.212693690073041","0.308748193362729","4"
"At lease once a week","1995","Berlin","East Germany","63","0.274340468350997","0.218584427526257","0.330096509175736","4"
"At lease once a week","1995","Brandenburg","West Germany","","","","","4"
"At lease once a week","1995","Brandenburg","East Germany","101","0.172666922107375","0.142091405171107","0.203242439043644","4"
"At lease once a week","1995","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","1995","Mecklenburg-Western Pomerania","East Germany","86","0.180893134959712","0.143769166863108","0.218017103056315","4"
"At lease once a week","1995","Saxony","West Germany","","","","","4"
"At lease once a week","1995","Saxony","East Germany","220","0.169592080645331","0.147334123743552","0.191850037547109","4"
"At lease once a week","1995","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","1995","Saxony-Anhalt","East Germany","123","0.168265634961754","0.140331931575668","0.196199338347841","4"
"At lease once a week","1995","Thuringia","West Germany","","","","","4"
"At lease once a week","1995","Thuringia","East Germany","122","0.174716846190003","0.145457485573666","0.20397620680634","4"
"At least once a month","1995","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","1995","Schleswig-Holstein","West Germany","18","","","","3"
"At least once a month","1995","Hamburg","West Germany","11","","","","3"
"At least once a month","1995","Lower Saxony","West Germany","88","0.0872696627089415","0.0701415769626408","0.104397748455242","3"
"At least once a month","1995","Hamburg","East Germany","","","","","3"
"At least once a month","1995","Lower Saxony","East Germany","","","","","3"
"At least once a month","1995","Bremen","West Germany","6","","","","3"
"At least once a month","1995","Bremen","East Germany","","","","","3"
"At least once a month","1995","North Rhine-Westphalia","West Germany","187","0.0739946073241954","0.0638881795984481","0.0841010350499426","3"
"At least once a month","1995","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","1995","Hesse","West Germany","55","0.0551116335734036","0.0405776389701713","0.069645628176636","3"
"At least once a month","1995","Hesse","East Germany","","","","","3"
"At least once a month","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","1995","Rhineland-Palatinate,Saarland","West Germany","48","0.0737661376849696","0.0545528298846461","0.0929794454852931","3"
"At least once a month","1995","Baden-Württemberg","West Germany","137","0.0801441908964704","0.067604491181059","0.0926838906118818","3"
"At least once a month","1995","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","1995","Bavaria","West Germany","155","0.0789766393290054","0.0660952800053649","0.0918579986526459","3"
"At least once a month","1995","Bavaria","East Germany","","","","","3"
"At least once a month","1995","Berlin","West Germany","27","","","","3"
"At least once a month","1995","Berlin","East Germany","23","","","","3"
"At least once a month","1995","Brandenburg","East Germany","35","0.0529734834903894","0.0348542685694502","0.0710926984113286","3"
"At least once a month","1995","Brandenburg","West Germany","","","","","3"
"At least once a month","1995","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","1995","Mecklenburg-Western Pomerania","East Germany","24","","","","3"
"At least once a month","1995","Saxony","West Germany","","","","","3"
"At least once a month","1995","Saxony","East Germany","76","0.0651793555405648","0.0505388541480839","0.0798198569330457","3"
"At least once a month","1995","Saxony-Anhalt","East Germany","35","0.0330369224195176","0.0196911652798687","0.0463826795591666","3"
"At least once a month","1995","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","1995","Thuringia","West Germany","","","","","3"
"At least once a month","1995","Thuringia","East Germany","35","0.0536876890509689","0.0363196594378328","0.071055718664105","3"
"Several times a year","1995","Schleswig-Holstein","West Germany","60","0.233840155241306","0.184525714556669","0.283154595925943","2"
"Several times a year","1995","Hamburg","East Germany","","","","","2"
"Several times a year","1995","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","1995","Hamburg","West Germany","18","","","","2"
"Several times a year","1995","Lower Saxony","West Germany","199","0.190212498892508","0.166394185953541","0.214030811831474","2"
"Several times a year","1995","Lower Saxony","East Germany","","","","","2"
"Several times a year","1995","Bremen","West Germany","21","","","","2"
"Several times a year","1995","Bremen","East Germany","","","","","2"
"Several times a year","1995","North Rhine-Westphalia","West Germany","515","0.192380209959245","0.177161615117753","0.207598804800737","2"
"Several times a year","1995","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","1995","Hesse","West Germany","182","0.210681920056152","0.184709479513529","0.236654360598774","2"
"Several times a year","1995","Hesse","East Germany","","","","","2"
"Several times a year","1995","Rhineland-Palatinate,Saarland","West Germany","131","0.178759640954235","0.150596365063153","0.206922916845317","2"
"Several times a year","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","1995","Baden-Württemberg","West Germany","354","0.200928545139031","0.182422873034554","0.219434217243508","2"
"Several times a year","1995","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","1995","Bavaria","West Germany","367","0.212761949390184","0.193215086508244","0.232308812272124","2"
"Several times a year","1995","Bavaria","East Germany","","","","","2"
"Several times a year","1995","Berlin","West Germany","72","0.217300906922287","0.172185616276892","0.262416197567682","2"
"Several times a year","1995","Berlin","East Germany","75","0.301865445647535","0.244499150142379","0.359231741152691","2"
"Several times a year","1995","Brandenburg","West Germany","","","","","2"
"Several times a year","1995","Saxony-Anhalt","East Germany","185","0.222991631102523","0.191910586224708","0.254072675980339","2"
"Several times a year","1995","Brandenburg","East Germany","171","0.252526011498253","0.217379668573242","0.287672354423265","2"
"Several times a year","1995","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","1995","Mecklenburg-Western Pomerania","East Germany","128","0.285073648803478","0.241534267352007","0.32861303025495","2"
"Several times a year","1995","Thuringia","West Germany","","","","","2"
"Several times a year","1995","Thuringia","East Germany","175","0.218349128665147","0.186516090462341","0.250182166867953","2"
"Several times a year","1995","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","1995","Saxony","East Germany","284","0.24022949016782","0.21489039235688","0.26556858797876","2"
"Several times a year","1995","Saxony","West Germany","","","","","2"
"Almost never or never","1996","Hamburg","East Germany","","","","","1"
"Almost never or never","1996","Lower Saxony","West Germany","482","0.453407017300404","0.423194836056377","0.483619198544431","1"
"Almost never or never","1996","Lower Saxony","East Germany","","","","","1"
"Almost never or never","1996","Bremen","West Germany","49","0.578260084068132","0.478955282153772","0.677564885982492","1"
"Almost never or never","1996","Bremen","East Germany","","","","","1"
"Almost never or never","1996","North Rhine-Westphalia","West Germany","1187","0.442110812833754","0.422849885845733","0.461371739821775","1"
"Almost never or never","1996","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","1996","Schleswig-Holstein","West Germany","116","0.36906777883179","0.312747090244939","0.42538846741864","1"
"Almost never or never","1996","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","1996","Hamburg","West Germany","60","0.491504113078797","0.40421298240366","0.578795243753935","1"
"Almost never or never","1996","Hesse","West Germany","485","0.506300535339533","0.473799165109298","0.538801905569769","1"
"Almost never or never","1996","Hesse","East Germany","","","","","1"
"Almost never or never","1996","Rhineland-Palatinate,Saarland","West Germany","380","0.546972083209378","0.509883511665202","0.584060654753555","1"
"Almost never or never","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","1996","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","1996","Bavaria","West Germany","688","0.432308660686401","0.408361706308731","0.45625561506407","1"
"Almost never or never","1996","Baden-Württemberg","West Germany","831","0.479078118864798","0.455393493065935","0.502762744663661","1"
"Almost never or never","1996","Bavaria","East Germany","","","","","1"
"Almost never or never","1996","Berlin","West Germany","154","0.504205535718166","0.447722310822049","0.560688760614282","1"
"Almost never or never","1996","Berlin","East Germany","105","0.47787058450167","0.414410032988237","0.541331136015103","1"
"Almost never or never","1996","Brandenburg","East Germany","357","0.624390823539987","0.585608749364773","0.663172897715201","1"
"Almost never or never","1996","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","1996","Thuringia","East Germany","372","0.626616909090509","0.589573937436112","0.663659880744906","1"
"Almost never or never","1996","Brandenburg","West Germany","","","","","1"
