"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1992","Bavaria","(Married) couple without C. ","211","0.496047485631917","0.447592008816029","0.544502962447806"
"Almost never or never","1992","Bavaria","Single parent ","27","","",""
"Almost never or never","1992","Bavaria","Couple + C. LE 16 ","169","0.408317740375222","0.358098795888466","0.458536684861977"
"Almost never or never","1992","Bavaria","Couple + C. GT 16 ","145","0.417642314033301","0.365901586621843","0.469383041444758"
"Almost never or never","1992","Bavaria","Couple + C. LE and GT 16","56","0.365779672895362","0.286837343988227","0.444722001802497"
"Almost never or never","1992","Berlin","1-pers.-HH","52","0.555019572887556","0.455086120291356","0.654953025483756"
"Almost never or never","1992","Berlin","(Married) couple without C. ","85","0.633207424433836","0.552211735427645","0.714203113440028"
"Almost never or never","1992","Berlin","Single parent ","31","0.675842292339237","0.542028764378056","0.809655820300417"
"Almost never or never","1992","Berlin","Couple + C. LE 16 ","84","0.540045846812921","0.462086022377003","0.618005671248839"
"Almost never or never","1992","Berlin","Couple + C. GT 16 ","42","0.427184398737621","0.322636820769153","0.53173197670609"
"Almost never or never","1992","Berlin","Couple + C. LE and GT 16","17","","",""
"Almost never or never","1992","Brandenburg","1-pers.-HH","37","0.73763604427652","0.61446086551862","0.86081122303442"
"Almost never or never","1992","Brandenburg","(Married) couple without C. ","118","0.793964704538795","0.728582308149606","0.859347100927984"
"Almost never or never","1992","Brandenburg","Single parent ","28","","",""
"Almost never or never","1992","Brandenburg","Couple + C. LE 16 ","128","0.679475445992995","0.613974387034192","0.744976504951798"
"Almost never or never","1992","Brandenburg","Couple + C. GT 16 ","78","0.64289493953141","0.558218314254898","0.727571564807922"
"Almost never or never","1992","Brandenburg","Couple + C. LE and GT 16","34","0.512777086412071","0.391264974201836","0.634289198622306"
"Almost never or never","1992","Mecklenburg-Western Pomerania","1-pers.-HH","19","","",""
"Almost never or never","1992","Mecklenburg-Western Pomerania","(Married) couple without C. ","72","0.830643759453762","0.751831011504999","0.909456507402525"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Single parent ","11","","",""
"Almost never or never","1992","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","91","0.724049596121731","0.646001467689502","0.80209772455396"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","59","0.589937286125088","0.495409500328267","0.684465071921909"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","",""
"Almost never or never","1992","Saxony","1-pers.-HH","71","0.856301655314526","0.782164120692062","0.93043918993699"
"Almost never or never","1992","Saxony","(Married) couple without C. ","226","0.789034535365791","0.74255562641116","0.835513444320422"
"Almost never or never","1992","Saxony","Single parent ","20","","",""
"Almost never or never","1992","Saxony","Couple + C. LE 16 ","214","0.60865350899439","0.55766849458292","0.65963852340586"
"Almost never or never","1992","Saxony","Couple + C. GT 16 ","106","0.572520265038493","0.501424322448639","0.643616207628346"
"Almost never or never","1992","Saxony","Couple + C. LE and GT 16","47","0.490285936665359","0.39080262130036","0.589769252030358"
"Almost never or never","1992","Saxony-Anhalt","1-pers.-HH","52","0.81481321170861","0.718122161520161","0.911504261897059"
"Almost never or never","1992","Saxony-Anhalt","(Married) couple without C. ","148","0.810760117222787","0.753378326250071","0.868141908195504"
"Almost never or never","1992","Saxony-Anhalt","Single parent ","17","","",""
"Almost never or never","1992","Saxony-Anhalt","Couple + C. LE 16 ","133","0.600461522495068","0.535885119439156","0.665037925550981"
"Almost never or never","1992","Saxony-Anhalt","Couple + C. GT 16 ","92","0.521485347317567","0.447261725493644","0.595708969141491"
"Almost never or never","1992","Saxony-Anhalt","Couple + C. LE and GT 16","28","","",""
"Almost never or never","1992","Thuringia","1-pers.-HH","36","0.744871810017109","0.621547848922696","0.868195771111522"
"Almost never or never","1992","Thuringia","(Married) couple without C. ","104","0.784052118130818","0.714896800983048","0.853207435278588"
"Almost never or never","1992","Thuringia","Single parent ","19","","",""
"Almost never or never","1992","Thuringia","Couple + C. LE 16 ","131","0.635368484904632","0.571030301143544","0.69970666866572"
"Almost never or never","1992","Thuringia","Couple + C. GT 16 ","79","0.64757643244908","0.564816315587665","0.730336549310495"
"Almost never or never","1992","Thuringia","Couple + C. LE and GT 16","37","0.649272466685069","0.534146166791996","0.764398766578142"
"Several times a year","1992","Schleswig-Holstein","1-pers.-HH","2","","",""
"Several times a year","1992","Schleswig-Holstein","(Married) couple without C. ","11","","",""
"Several times a year","1992","Schleswig-Holstein","Single parent ","","","",""
"Several times a year","1992","Schleswig-Holstein","Couple + C. LE 16 ","10","","",""
"Several times a year","1992","Schleswig-Holstein","Couple + C. GT 16 ","7","","",""
"Several times a year","1992","Schleswig-Holstein","Couple + C. LE and GT 16","5","","",""
"Several times a year","1992","Hamburg","1-pers.-HH","1","","",""
"Several times a year","1992","Hamburg","(Married) couple without C. ","4","","",""
"Several times a year","1992","Hamburg","Single parent ","3","","",""
"Several times a year","1992","Hamburg","Couple + C. LE 16 ","5","","",""
"Several times a year","1992","Hamburg","Couple + C. GT 16 ","5","","",""
"Several times a year","1992","Hamburg","Couple + C. LE and GT 16","","","",""
"Several times a year","1992","Lower Saxony","1-pers.-HH","10","","",""
"Several times a year","1992","Lower Saxony","(Married) couple without C. ","28","","",""
"Several times a year","1992","Lower Saxony","Single parent ","10","","",""
"Several times a year","1992","Lower Saxony","Couple + C. LE 16 ","47","0.253744345094483","0.19219272613598","0.315295964052986"
"Several times a year","1992","Lower Saxony","Couple + C. GT 16 ","29","","",""
"Several times a year","1992","Lower Saxony","Couple + C. LE and GT 16","11","","",""
"Several times a year","1992","Bremen","1-pers.-HH","1","","",""
"Several times a year","1992","Bremen","(Married) couple without C. ","5","","",""
"Several times a year","1992","Bremen","Single parent ","1","","",""
"Several times a year","1992","Bremen","Couple + C. LE 16 ","3","","",""
"Several times a year","1992","Bremen","Couple + C. GT 16 ","4","","",""
"Several times a year","1992","Bremen","Couple + C. LE and GT 16","1","","",""
"Several times a year","1992","North Rhine-Westphalia","1-pers.-HH","34","0.145061647623601","0.103055784601185","0.187067510646018"
"Several times a year","1992","North Rhine-Westphalia","(Married) couple without C. ","78","0.128731209751278","0.101889170752081","0.155573248750474"
"Several times a year","1992","North Rhine-Westphalia","Single parent ","15","","",""
"Several times a year","1992","North Rhine-Westphalia","Couple + C. LE 16 ","141","0.254915221461728","0.219231387490346","0.29059905543311"
"Several times a year","1992","North Rhine-Westphalia","Couple + C. GT 16 ","80","0.154456032724303","0.123601901741791","0.185310163706816"
"Several times a year","1992","North Rhine-Westphalia","Couple + C. LE and GT 16","45","0.213374025902978","0.16175672098955","0.264991330816406"
"Several times a year","1992","Hesse","1-pers.-HH","9","","",""
"Several times a year","1992","Hesse","(Married) couple without C. ","37","0.113344924632561","0.0745114277613632","0.152178421503759"
"Several times a year","1992","Hesse","Single parent ","7","","",""
"Several times a year","1992","Hesse","Couple + C. LE 16 ","42","0.297293113241084","0.233628951483919","0.36095727499825"
"Several times a year","1992","Hesse","Couple + C. GT 16 ","22","","",""
"Several times a year","1992","Hesse","Couple + C. LE and GT 16","13","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","1-pers.-HH","6","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","(Married) couple without C. ","17","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Single parent ","1","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","29","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","13","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","6","","",""
"Several times a year","1992","Baden-Württemberg","1-pers.-HH","14","","",""
"Several times a year","1992","Baden-Württemberg","(Married) couple without C. ","58","0.176455363264636","0.137560172033146","0.215350554496125"
"Several times a year","1992","Baden-Württemberg","Single parent ","8","","",""
"Several times a year","1992","Baden-Württemberg","Couple + C. LE 16 ","90","0.286633914937271","0.242756803764768","0.330511026109774"
"Several times a year","1992","Baden-Württemberg","Couple + C. GT 16 ","59","0.145893923355947","0.111557142098914","0.18023070461298"
"Several times a year","1992","Baden-Württemberg","Couple + C. LE and GT 16","25","","",""
"Several times a year","1992","Bavaria","1-pers.-HH","30","0.164239221827931","0.109503457179234","0.218974986476627"
"Several times a year","1992","Bavaria","(Married) couple without C. ","68","0.161883385403951","0.126185721108409","0.197581049699493"
"Several times a year","1992","Bavaria","Single parent ","15","","",""
"Several times a year","1992","Bavaria","Couple + C. LE 16 ","82","0.219744387773782","0.177438430319663","0.2620503452279"
"Several times a year","1992","Bavaria","Couple + C. GT 16 ","72","0.206601107171539","0.164124727420046","0.249077486923031"
"Several times a year","1992","Bavaria","Couple + C. LE and GT 16","32","0.241461486913294","0.171317115837534","0.311605857989053"
"Several times a year","1992","Berlin","1-pers.-HH","11","","",""
"Several times a year","1992","Berlin","(Married) couple without C. ","13","","",""
"Several times a year","1992","Berlin","Single parent ","4","","",""
"Several times a year","1992","Berlin","Couple + C. LE 16 ","43","0.261830855272978","0.193062819312025","0.330598891233931"
"Several times a year","1992","Berlin","Couple + C. GT 16 ","18","","",""
"Several times a year","1992","Berlin","Couple + C. LE and GT 16","12","","",""
"Several times a year","1992","Brandenburg","1-pers.-HH","8","","",""
"Several times a year","1992","Brandenburg","(Married) couple without C. ","11","","",""
"Several times a year","1992","Brandenburg","Single parent ","7","","",""
"Several times a year","1992","Brandenburg","Couple + C. LE 16 ","40","0.170351325888289","0.117585753193898","0.223116898582681"
"Several times a year","1992","Brandenburg","Couple + C. GT 16 ","24","","",""
"Several times a year","1992","Brandenburg","Couple + C. LE and GT 16","14","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","1-pers.-HH","1","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","(Married) couple without C. ","5","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","27","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","21","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","",""
"Several times a year","1992","Saxony","1-pers.-HH","4","","",""
"Several times a year","1992","Saxony","(Married) couple without C. ","33","0.0985739390955146","0.0646154510087774","0.132532427182252"
"Several times a year","1992","Saxony","Single parent ","6","","",""
"Several times a year","1992","Saxony","Couple + C. LE 16 ","75","0.200122435003184","0.158326272746641","0.241918597259727"
"Several times a year","1992","Saxony","Couple + C. GT 16 ","46","0.247555727227821","0.185530940663128","0.309580513792513"
"Several times a year","1992","Saxony","Couple + C. LE and GT 16","22","","",""
"Several times a year","1992","Saxony-Anhalt","1-pers.-HH","2","","",""
"Several times a year","1992","Saxony-Anhalt","(Married) couple without C. ","15","","",""
"Several times a year","1992","Saxony-Anhalt","Single parent ","9","","",""
"Several times a year","1992","Saxony-Anhalt","Couple + C. LE 16 ","55","0.228349873513055","0.173006891314483","0.283692855711628"
"Several times a year","1992","Saxony-Anhalt","Couple + C. GT 16 ","43","0.223093879902801","0.161235069136162","0.284952690669441"
"Several times a year","1992","Saxony-Anhalt","Couple + C. LE and GT 16","6","","",""
"Several times a year","1992","Thuringia","1-pers.-HH","9","","",""
"Several times a year","1992","Thuringia","(Married) couple without C. ","18","","",""
"Several times a year","1992","Thuringia","Single parent ","5","","",""
"Several times a year","1992","Thuringia","Couple + C. LE 16 ","44","0.199611369099804","0.146182995601258","0.25303974259835"
"Several times a year","1992","Thuringia","Couple + C. GT 16 ","25","","",""
"Several times a year","1992","Thuringia","Couple + C. LE and GT 16","16","","",""
"At least once a month","1992","Schleswig-Holstein","1-pers.-HH","6","","",""
"At least once a month","1992","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"At least once a month","1992","Schleswig-Holstein","Single parent ","","","",""
"At least once a month","1992","Schleswig-Holstein","Couple + C. LE 16 ","3","","",""
"At least once a month","1992","Schleswig-Holstein","Couple + C. GT 16 ","1","","",""
"At least once a month","1992","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At least once a month","1992","Hamburg","1-pers.-HH","","","",""
"At least once a month","1992","Hamburg","(Married) couple without C. ","3","","",""
"At least once a month","1992","Hamburg","Single parent ","1","","",""
"At least once a month","1992","Hamburg","Couple + C. LE 16 ","4","","",""
"At least once a month","1992","Hamburg","Couple + C. GT 16 ","","","",""
"At least once a month","1992","Hamburg","Couple + C. LE and GT 16","","","",""
"At least once a month","1992","Lower Saxony","1-pers.-HH","13","","",""
"At least once a month","1992","Lower Saxony","(Married) couple without C. ","15","","",""
"At least once a month","1992","Lower Saxony","Single parent ","1","","",""
"At least once a month","1992","Lower Saxony","Couple + C. LE 16 ","11","","",""
"At least once a month","1992","Lower Saxony","Couple + C. GT 16 ","14","","",""
"At least once a month","1992","Lower Saxony","Couple + C. LE and GT 16","5","","",""
"At least once a month","1992","Bremen","1-pers.-HH","","","",""
"At least once a month","1992","Bremen","(Married) couple without C. ","1","","",""
"At least once a month","1992","Bremen","Single parent ","","","",""
"At least once a month","1992","Bremen","Couple + C. LE 16 ","","","",""
"At least once a month","1992","Bremen","Couple + C. GT 16 ","","","",""
"At least once a month","1992","Bremen","Couple + C. LE and GT 16","1","","",""
"At least once a month","1992","North Rhine-Westphalia","1-pers.-HH","18","","",""
"At least once a month","1992","North Rhine-Westphalia","(Married) couple without C. ","40","0.0670221247349037","0.046980068915018","0.0870641805547894"
"At least once a month","1992","North Rhine-Westphalia","Single parent ","11","","",""
"At least once a month","1992","North Rhine-Westphalia","Couple + C. LE 16 ","44","0.0934986660584597","0.0696613304380528","0.117336001678867"
"At least once a month","1992","North Rhine-Westphalia","Couple + C. GT 16 ","46","0.0908112412013402","0.0662788648850012","0.115343617517679"
"At least once a month","1992","North Rhine-Westphalia","Couple + C. LE and GT 16","22","","",""
"At least once a month","1992","Hesse","1-pers.-HH","4","","",""
"At least once a month","1992","Hesse","(Married) couple without C. ","14","","",""
"At least once a month","1992","Hesse","Single parent ","3","","",""
"At least once a month","1992","Hesse","Couple + C. LE 16 ","3","","",""
"At least once a month","1992","Hesse","Couple + C. GT 16 ","11","","",""
"At least once a month","1992","Hesse","Couple + C. LE and GT 16","3","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","1-pers.-HH","3","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","(Married) couple without C. ","8","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Single parent ","5","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","14","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"At least once a month","1992","Baden-Württemberg","1-pers.-HH","10","","",""
"At least once a month","1992","Baden-Württemberg","(Married) couple without C. ","17","","",""
"At least once a month","1992","Baden-Württemberg","Single parent ","5","","",""
"At least once a month","1992","Baden-Württemberg","Couple + C. LE 16 ","29","","",""
"At least once a month","1992","Baden-Württemberg","Couple + C. GT 16 ","32","0.061582910089022","0.0381992153907001","0.0849666047873438"
"At least once a month","1992","Baden-Württemberg","Couple + C. LE and GT 16","15","","",""
"At least once a month","1992","Bavaria","1-pers.-HH","11","","",""
"At least once a month","1992","Bavaria","(Married) couple without C. ","32","0.0708999417095226","0.0460262286674521","0.0957736547515931"
"At least once a month","1992","Bavaria","Single parent ","6","","",""
"At least once a month","1992","Bavaria","Couple + C. LE 16 ","32","0.100578390144752","0.0698487000377725","0.131308080251731"
"At least once a month","1992","Bavaria","Couple + C. GT 16 ","30","0.0769794933612635","0.0490136077661385","0.104945378956389"
"At least once a month","1992","Bavaria","Couple + C. LE and GT 16","13","","",""
"At least once a month","1992","Berlin","1-pers.-HH","3","","",""
"At least once a month","1992","Berlin","(Married) couple without C. ","8","","",""
"At least once a month","1992","Berlin","Single parent ","4","","",""
"At least once a month","1992","Berlin","Couple + C. LE 16 ","5","","",""
"At least once a month","1992","Berlin","Couple + C. GT 16 ","7","","",""
"At least once a month","1992","Berlin","Couple + C. LE and GT 16","2","","",""
"At least once a month","1992","Brandenburg","1-pers.-HH","","","",""
"At least once a month","1992","Brandenburg","(Married) couple without C. ","","","",""
"At least once a month","1992","Brandenburg","Single parent ","1","","",""
"At least once a month","1992","Brandenburg","Couple + C. LE 16 ","9","","",""
"At least once a month","1992","Brandenburg","Couple + C. GT 16 ","4","","",""
"At least once a month","1992","Brandenburg","Couple + C. LE and GT 16","5","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","",""
"At least once a month","1992","Saxony","1-pers.-HH","1","","",""
"At least once a month","1992","Saxony","(Married) couple without C. ","12","","",""
"At least once a month","1992","Saxony","Single parent ","2","","",""
"At least once a month","1992","Saxony","Couple + C. LE 16 ","8","","",""
"At least once a month","1992","Saxony","Couple + C. GT 16 ","6","","",""
"At least once a month","1992","Saxony","Couple + C. LE and GT 16","14","","",""
"At least once a month","1992","Saxony-Anhalt","1-pers.-HH","4","","",""
"At least once a month","1992","Saxony-Anhalt","(Married) couple without C. ","9","","",""
"At least once a month","1992","Saxony-Anhalt","Single parent ","2","","",""
"At least once a month","1992","Saxony-Anhalt","Couple + C. LE 16 ","5","","",""
"At least once a month","1992","Saxony-Anhalt","Couple + C. GT 16 ","13","","",""
"At least once a month","1992","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At least once a month","1992","Thuringia","1-pers.-HH","1","","",""
"At least once a month","1992","Thuringia","(Married) couple without C. ","2","","",""
"At least once a month","1992","Thuringia","Single parent ","","","",""
"At least once a month","1992","Thuringia","Couple + C. LE 16 ","14","","",""
"At least once a month","1992","Thuringia","Couple + C. GT 16 ","5","","",""
"At least once a month","1992","Thuringia","Couple + C. LE and GT 16","","","",""
"At lease once a week","1992","Schleswig-Holstein","1-pers.-HH","13","","",""
"At lease once a week","1992","Schleswig-Holstein","(Married) couple without C. ","20","","",""
"At lease once a week","1992","Schleswig-Holstein","Single parent ","2","","",""
"At lease once a week","1992","Schleswig-Holstein","Couple + C. LE 16 ","17","","",""
"At lease once a week","1992","Schleswig-Holstein","Couple + C. GT 16 ","20","","",""
"At lease once a week","1992","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"At lease once a week","1992","Hamburg","1-pers.-HH","12","","",""
"At lease once a week","1992","Hamburg","(Married) couple without C. ","12","","",""
"At lease once a week","1992","Hamburg","Single parent ","2","","",""
"At lease once a week","1992","Hamburg","Couple + C. LE 16 ","4","","",""
"At lease once a week","1992","Hamburg","Couple + C. GT 16 ","6","","",""
"At lease once a week","1992","Hamburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","1992","Lower Saxony","1-pers.-HH","29","","",""
"At lease once a week","1992","Lower Saxony","(Married) couple without C. ","75","0.279780884488866","0.224467635119972","0.33509413385776"
"At lease once a week","1992","Lower Saxony","Single parent ","9","","",""
"At lease once a week","1992","Lower Saxony","Couple + C. LE 16 ","51","0.26632758166677","0.203802157630497","0.328853005703043"
"At lease once a week","1992","Lower Saxony","Couple + C. GT 16 ","75","0.344901328989632","0.282929449946857","0.406873208032407"
"At lease once a week","1992","Lower Saxony","Couple + C. LE and GT 16","13","","",""
"At lease once a week","1992","Bremen","1-pers.-HH","5","","",""
"At lease once a week","1992","Bremen","(Married) couple without C. ","4","","",""
"At lease once a week","1992","Bremen","Single parent ","4","","",""
"At lease once a week","1992","Bremen","Couple + C. LE 16 ","5","","",""
"At lease once a week","1992","Bremen","Couple + C. GT 16 ","2","","",""
"At lease once a week","1992","Bremen","Couple + C. LE and GT 16","","","",""
"At lease once a week","1992","North Rhine-Westphalia","1-pers.-HH","57","0.196645903255029","0.149236753477171","0.244055053032886"
"At lease once a week","1992","North Rhine-Westphalia","(Married) couple without C. ","126","0.229281179657218","0.19558895523022","0.262973404084216"
"At lease once a week","1992","North Rhine-Westphalia","Single parent ","40","0.290265783055469","0.207668665840588","0.37286290027035"
"At lease once a week","1992","North Rhine-Westphalia","Couple + C. LE 16 ","143","0.290362453630457","0.253195300099561","0.327529607161352"
"At lease once a week","1992","North Rhine-Westphalia","Couple + C. GT 16 ","157","0.292820671642435","0.253969114627388","0.331672228657482"
"At lease once a week","1992","North Rhine-Westphalia","Couple + C. LE and GT 16","63","0.283496579216947","0.226712909809408","0.340280248624486"
"At lease once a week","1992","Hesse","1-pers.-HH","21","","",""
"At lease once a week","1992","Hesse","(Married) couple without C. ","57","0.241675998952676","0.189234841286672","0.29411715661868"
"At lease once a week","1992","Hesse","Single parent ","14","","",""
"At lease once a week","1992","Hesse","Couple + C. LE 16 ","43","0.231076645058411","0.172363540004836","0.289789750111986"
"At lease once a week","1992","Hesse","Couple + C. GT 16 ","39","0.248417315488071","0.185468419361731","0.311366211614411"
"At lease once a week","1992","Hesse","Couple + C. LE and GT 16","31","0.356933832466839","0.269370786782601","0.444496878151077"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","1-pers.-HH","10","","",""
"At lease once a week","1992","Rhineland-Palatinate,Saarland","(Married) couple without C. ","35","0.178925422565018","0.12229900519566","0.235551839934376"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Single parent ","5","","",""
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","30","0.219412782795562","0.15205221019754","0.286773355393584"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","41","0.305790770699076","0.22628281002884","0.385298731369311"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","",""
"At lease once a week","1992","Baden-Württemberg","1-pers.-HH","39","0.221276258997307","0.154846667875326","0.287705850119289"
"At lease once a week","1992","Baden-Württemberg","(Married) couple without C. ","90","0.202295170745211","0.161307921171756","0.243282420318666"
"At lease once a week","1992","Baden-Württemberg","Single parent ","26","","",""
"At lease once a week","1992","Baden-Württemberg","Couple + C. LE 16 ","95","0.259614394462987","0.217073033742125","0.30215575518385"
"At lease once a week","1992","Baden-Württemberg","Couple + C. GT 16 ","96","0.277971694505041","0.234394178284338","0.321549210725744"
"At lease once a week","1992","Baden-Württemberg","Couple + C. LE and GT 16","51","0.3317816102638","0.263747838839176","0.399815381688424"
"At lease once a week","1992","Bavaria","1-pers.-HH","42","0.1892967978158","0.131421353916828","0.247172241714771"
"At lease once a week","1992","Bavaria","(Married) couple without C. ","98","0.271169187254609","0.228084795193957","0.314253579315261"
"At lease once a week","1992","Bavaria","Single parent ","23","","",""
"At lease once a week","1992","Bavaria","Couple + C. LE 16 ","85","0.271359481706245","0.225928372410811","0.316790591001678"
"At lease once a week","1992","Bavaria","Couple + C. GT 16 ","102","0.298777085433897","0.250755436275083","0.346798734592712"
"At lease once a week","1992","Bavaria","Couple + C. LE and GT 16","42","0.316207047475676","0.23999420580206","0.392419889149292"
"At lease once a week","1992","Berlin","1-pers.-HH","29","","",""
"At lease once a week","1992","Berlin","(Married) couple without C. ","30","0.223379826943024","0.153378713888031","0.293380939998016"
"At lease once a week","1992","Berlin","Single parent ","8","","",""
"At lease once a week","1992","Berlin","Couple + C. LE 16 ","25","","",""
"At lease once a week","1992","Berlin","Couple + C. GT 16 ","19","","",""
"At lease once a week","1992","Berlin","Couple + C. LE and GT 16","9","","",""
"At lease once a week","1992","Brandenburg","1-pers.-HH","4","","",""
"At lease once a week","1992","Brandenburg","(Married) couple without C. ","18","","",""
"At lease once a week","1992","Brandenburg","Single parent ","2","","",""
"At lease once a week","1992","Brandenburg","Couple + C. LE 16 ","18","","",""
"At lease once a week","1992","Brandenburg","Couple + C. GT 16 ","17","","",""
"At lease once a week","1992","Brandenburg","Couple + C. LE and GT 16","12","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","1-pers.-HH","3","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","(Married) couple without C. ","10","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","8","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","16","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","",""
"At lease once a week","1992","Saxony","1-pers.-HH","10","","",""
"At lease once a week","1992","Saxony","(Married) couple without C. ","25","","",""
"At lease once a week","1992","Saxony","Single parent ","9","","",""
"At lease once a week","1992","Saxony","Couple + C. LE 16 ","55","0.162582557463607","0.124036076503307","0.201129038423906"
"At lease once a week","1992","Saxony","Couple + C. GT 16 ","28","","",""
"At lease once a week","1992","Saxony","Couple + C. LE and GT 16","14","","",""
"At lease once a week","1992","Saxony-Anhalt","1-pers.-HH","4","","",""
"At lease once a week","1992","Saxony-Anhalt","(Married) couple without C. ","7","","",""
"At lease once a week","1992","Saxony-Anhalt","Single parent ","7","","",""
"At lease once a week","1992","Saxony-Anhalt","Couple + C. LE 16 ","28","","",""
"At lease once a week","1992","Saxony-Anhalt","Couple + C. GT 16 ","26","","",""
"At lease once a week","1992","Saxony-Anhalt","Couple + C. LE and GT 16","9","","",""
"At lease once a week","1992","Thuringia","1-pers.-HH","2","","",""
"At lease once a week","1992","Thuringia","(Married) couple without C. ","12","","",""
"At lease once a week","1992","Thuringia","Single parent ","5","","",""
"At lease once a week","1992","Thuringia","Couple + C. LE 16 ","26","","",""
"At lease once a week","1992","Thuringia","Couple + C. GT 16 ","19","","",""
"At lease once a week","1992","Thuringia","Couple + C. LE and GT 16","13","","",""
"Almost never or never","1993","Schleswig-Holstein","1-pers.-HH","","","",""
"Almost never or never","1993","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Almost never or never","1993","Schleswig-Holstein","Single parent ","","","",""
"Almost never or never","1993","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Hamburg","1-pers.-HH","","","",""
"Almost never or never","1993","Hamburg","(Married) couple without C. ","","","",""
"Almost never or never","1993","Hamburg","Single parent ","","","",""
"Almost never or never","1993","Hamburg","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Hamburg","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Hamburg","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Lower Saxony","1-pers.-HH","","","",""
"Almost never or never","1993","Lower Saxony","(Married) couple without C. ","","","",""
"Almost never or never","1993","Lower Saxony","Single parent ","","","",""
"Almost never or never","1993","Lower Saxony","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Lower Saxony","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","Bremen","1-pers.-HH","","","",""
"Almost never or never","1993","Bremen","(Married) couple without C. ","","","",""
"Almost never or never","1993","Bremen","Single parent ","","","",""
"Almost never or never","1993","Bremen","Couple + C. LE 16 ","","","",""
"Almost never or never","1993","Bremen","Couple + C. GT 16 ","","","",""
"Almost never or never","1993","Bremen","Couple + C. LE and GT 16","","","",""
"Almost never or never","1993","North Rhine-Westphalia","1-pers.-HH","","","",""
