"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1984","Brandenburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"At lease once a week","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"At lease once a week","1984","Saxony","1-pers.-HH","","","",""
"At lease once a week","1984","Saxony","(Married) couple without C. ","","","",""
"At lease once a week","1984","Saxony","Single parent ","","","",""
"At lease once a week","1984","Saxony","Couple + C. LE 16 ","","","",""
"At lease once a week","1984","Saxony","Couple + C. GT 16 ","","","",""
"At lease once a week","1984","Saxony","Couple + C. LE and GT 16","","","",""
"At lease once a week","1984","Saxony-Anhalt","1-pers.-HH","","","",""
"At lease once a week","1984","Saxony-Anhalt","(Married) couple without C. ","","","",""
"At lease once a week","1984","Saxony-Anhalt","Single parent ","","","",""
"At lease once a week","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"At lease once a week","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"At lease once a week","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At lease once a week","1984","Thuringia","1-pers.-HH","","","",""
"At lease once a week","1984","Thuringia","(Married) couple without C. ","","","",""
"At lease once a week","1984","Thuringia","Single parent ","","","",""
"At lease once a week","1984","Thuringia","Couple + C. LE 16 ","","","",""
"At lease once a week","1984","Thuringia","Couple + C. GT 16 ","","","",""
"At lease once a week","1984","Thuringia","Couple + C. LE and GT 16","","","",""
"Almost never or never","1985","Schleswig-Holstein","1-pers.-HH","31","0.743166140510429","0.615519047025807","0.87081323399505"
"Almost never or never","1985","Schleswig-Holstein","(Married) couple without C. ","51","0.610542316982252","0.505637104447812","0.715447529516691"
"Almost never or never","1985","Schleswig-Holstein","Single parent ","9","","",""
"Almost never or never","1985","Schleswig-Holstein","Couple + C. LE 16 ","51","0.473179906062777","0.372247999542791","0.574111812582763"
"Almost never or never","1985","Schleswig-Holstein","Couple + C. GT 16 ","22","","",""
"Almost never or never","1985","Schleswig-Holstein","Couple + C. LE and GT 16","17","","",""
"Almost never or never","1985","Hamburg","1-pers.-HH","34","0.64081543016861","0.517346009522988","0.764284850814233"
"Almost never or never","1985","Hamburg","(Married) couple without C. ","44","0.483393526736641","0.378386393588513","0.588400659884769"
"Almost never or never","1985","Hamburg","Single parent ","2","","",""
"Almost never or never","1985","Hamburg","Couple + C. LE 16 ","36","0.49982192626212","0.368866332414442","0.630777520109798"
"Almost never or never","1985","Hamburg","Couple + C. GT 16 ","12","","",""
"Almost never or never","1985","Hamburg","Couple + C. LE and GT 16","15","","",""
"Almost never or never","1985","Lower Saxony","1-pers.-HH","61","0.622726400808425","0.530015609427308","0.715437192189542"
"Almost never or never","1985","Lower Saxony","(Married) couple without C. ","167","0.690992862711696","0.634277718997504","0.747708006425888"
"Almost never or never","1985","Lower Saxony","Single parent ","32","0.566377059683572","0.439923506357785","0.69283061300936"
"Almost never or never","1985","Lower Saxony","Couple + C. LE 16 ","131","0.514136385224925","0.451035430806919","0.577237339642932"
"Almost never or never","1985","Lower Saxony","Couple + C. GT 16 ","118","0.578309907947014","0.51119894991928","0.645420865974747"
"Almost never or never","1985","Lower Saxony","Couple + C. LE and GT 16","70","0.542594595734031","0.454553809360578","0.630635382107484"
"Almost never or never","1985","Bremen","1-pers.-HH","14","","",""
"Almost never or never","1985","Bremen","(Married) couple without C. ","30","0.805602861576704","0.682965293637821","0.928240429515587"
"Almost never or never","1985","Bremen","Single parent ","3","","",""
"Almost never or never","1985","Bremen","Couple + C. LE 16 ","10","","",""
"Almost never or never","1985","Bremen","Couple + C. GT 16 ","7","","",""
"Almost never or never","1985","Bremen","Couple + C. LE and GT 16","6","","",""
"Almost never or never","1985","North Rhine-Westphalia","1-pers.-HH","205","0.664869295192262","0.613862810855432","0.715875779529093"
"Almost never or never","1985","North Rhine-Westphalia","(Married) couple without C. ","407","0.672162826263997","0.635092698862163","0.709232953665832"
"Almost never or never","1985","North Rhine-Westphalia","Single parent ","75","0.516145506273918","0.43184606979321","0.600444942754627"
"Almost never or never","1985","North Rhine-Westphalia","Couple + C. LE 16 ","430","0.519775453804098","0.483754439952335","0.555796467655861"
"Almost never or never","1985","North Rhine-Westphalia","Couple + C. GT 16 ","274","0.499811767729202","0.457561746962719","0.542061788495685"
"Almost never or never","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","236","0.460780082850447","0.413109193112976","0.508450972587918"
"Almost never or never","1985","Hesse","1-pers.-HH","71","0.755283063650527","0.671850633839311","0.838715493461743"
"Almost never or never","1985","Hesse","(Married) couple without C. ","182","0.675487024083483","0.619537487985788","0.731436560181179"
"Almost never or never","1985","Hesse","Single parent ","24","","",""
"Almost never or never","1985","Hesse","Couple + C. LE 16 ","156","0.456871176161913","0.396895733856876","0.51684661846695"
"Almost never or never","1985","Hesse","Couple + C. GT 16 ","124","0.555769503277264","0.487916977016589","0.62362202953794"
"Almost never or never","1985","Hesse","Couple + C. LE and GT 16","90","0.571291341204591","0.48872206145246","0.653860620956723"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","45","0.720009222904618","0.61085707017307","0.829161375636165"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","121","0.708520471165668","0.641381916464129","0.775659025867207"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Single parent ","28","","",""
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","75","0.458334649993978","0.377234629699033","0.539434670288922"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","91","0.557048150130103","0.481483500144732","0.632612800115475"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","58","0.519313579947332","0.419369231587536","0.619257928307129"
"Almost never or never","1985","Baden-Württemberg","1-pers.-HH","124","0.699853012898817","0.633809123834421","0.765896901963213"
"Almost never or never","1985","Baden-Württemberg","(Married) couple without C. ","255","0.713186255366052","0.666005792138919","0.760366718593184"
"Almost never or never","1985","Baden-Württemberg","Single parent ","65","0.639108124635634","0.543534524490967","0.734681724780301"
"Almost never or never","1985","Baden-Württemberg","Couple + C. LE 16 ","324","0.517700256762151","0.475901859976961","0.55949865354734"
"Almost never or never","1985","Baden-Württemberg","Couple + C. GT 16 ","232","0.501092580912169","0.453160209307992","0.549024952516346"
"Almost never or never","1985","Baden-Württemberg","Couple + C. LE and GT 16","195","0.500274051455969","0.445405601863314","0.555142501048624"
"Almost never or never","1985","Bavaria","1-pers.-HH","108","0.64202624305044","0.571599099391923","0.712453386708957"
"Almost never or never","1985","Bavaria","(Married) couple without C. ","264","0.624637146136783","0.579028866293959","0.670245425979607"
"Almost never or never","1985","Bavaria","Single parent ","50","0.569548903557842","0.467253939152708","0.671843867962977"
"Almost never or never","1985","Bavaria","Couple + C. LE 16 ","239","0.457320948789118","0.412138295864775","0.50250360171346"
"Almost never or never","1985","Bavaria","Couple + C. GT 16 ","171","0.52964314892296","0.475710027194465","0.583576270651456"
"Almost never or never","1985","Bavaria","Couple + C. LE and GT 16","141","0.449375257237881","0.390901886110212","0.507848628365549"
"Almost never or never","1985","Berlin","1-pers.-HH","44","0.636863328284539","0.527293644918641","0.746433011650437"
"Almost never or never","1985","Berlin","(Married) couple without C. ","48","0.571345700846099","0.464232193875231","0.678459207816967"
"Almost never or never","1985","Berlin","Single parent ","20","","",""
"Almost never or never","1985","Berlin","Couple + C. LE 16 ","40","0.498193462858586","0.385035628056689","0.611351297660484"
"Almost never or never","1985","Berlin","Couple + C. GT 16 ","24","","",""
"Almost never or never","1985","Berlin","Couple + C. LE and GT 16","24","","",""
"Almost never or never","1985","Brandenburg","1-pers.-HH","","","",""
"Almost never or never","1985","Brandenburg","(Married) couple without C. ","","","",""
"Almost never or never","1985","Brandenburg","Single parent ","","","",""
"Almost never or never","1985","Brandenburg","Couple + C. LE 16 ","","","",""
"Almost never or never","1985","Brandenburg","Couple + C. GT 16 ","","","",""
"Almost never or never","1985","Brandenburg","Couple + C. LE and GT 16","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Almost never or never","1985","Saxony","1-pers.-HH","","","",""
"Almost never or never","1985","Saxony","(Married) couple without C. ","","","",""
"Almost never or never","1985","Saxony","Single parent ","","","",""
"Almost never or never","1985","Saxony","Couple + C. LE 16 ","","","",""
"Almost never or never","1985","Saxony","Couple + C. GT 16 ","","","",""
"Almost never or never","1985","Saxony","Couple + C. LE and GT 16","","","",""
"Almost never or never","1985","Saxony-Anhalt","1-pers.-HH","","","",""
"Almost never or never","1985","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Almost never or never","1985","Saxony-Anhalt","Single parent ","","","",""
"Almost never or never","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Almost never or never","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Almost never or never","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Almost never or never","1985","Thuringia","1-pers.-HH","","","",""
"Almost never or never","1985","Thuringia","(Married) couple without C. ","","","",""
"Almost never or never","1985","Thuringia","Single parent ","","","",""
"Almost never or never","1985","Thuringia","Couple + C. LE 16 ","","","",""
"Almost never or never","1985","Thuringia","Couple + C. GT 16 ","","","",""
"Almost never or never","1985","Thuringia","Couple + C. LE and GT 16","","","",""
"Several times a year","1985","Schleswig-Holstein","1-pers.-HH","1","","",""
"Several times a year","1985","Schleswig-Holstein","(Married) couple without C. ","11","","",""
"Several times a year","1985","Schleswig-Holstein","Single parent ","3","","",""
"Several times a year","1985","Schleswig-Holstein","Couple + C. LE 16 ","16","","",""
"Several times a year","1985","Schleswig-Holstein","Couple + C. GT 16 ","7","","",""
"Several times a year","1985","Schleswig-Holstein","Couple + C. LE and GT 16","7","","",""
"Several times a year","1985","Hamburg","1-pers.-HH","2","","",""
"Several times a year","1985","Hamburg","(Married) couple without C. ","11","","",""
"Several times a year","1985","Hamburg","Single parent ","5","","",""
"Several times a year","1985","Hamburg","Couple + C. LE 16 ","3","","",""
"Several times a year","1985","Hamburg","Couple + C. GT 16 ","3","","",""
"Several times a year","1985","Hamburg","Couple + C. LE and GT 16","1","","",""
"Several times a year","1985","Lower Saxony","1-pers.-HH","13","","",""
"Several times a year","1985","Lower Saxony","(Married) couple without C. ","31","0.115107446065435","0.075935515121054","0.154279377009816"
"Several times a year","1985","Lower Saxony","Single parent ","10","","",""
