"m11104","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1999","no migration background","West Germany","3028","0.451580064861402","0.440078756459468","0.463081373263337","1"
"Almost never or never","1999","no migration background","East Germany","1999","0.575431406563492","0.559354381830691","0.591508431296292","1"
"Almost never or never","1999","direct migration background","East Germany","79","0.752067599249673","0.669864112195824","0.834271086303523","1"
"Almost never or never","1999","direct migration background","West Germany","1378","0.608427996020597","0.587507041945111","0.629348950096082","1"
"Almost never or never","1999","indirect migration background","East Germany","4","","","","1"
"Almost never or never","1999","indirect migration background","West Germany","146","0.239901402898591","0.205386171663914","0.274416634133268","1"
"At lease once a week","1999","no migration background","West Germany","2132","0.290828845044908","0.280332997295511","0.301324692794304","4"
"At lease once a week","1999","no migration background","East Germany","639","0.164978454243472","0.152905948451187","0.177050960035758","4"
"At lease once a week","1999","direct migration background","West Germany","293","0.186866344415966","0.170158609046925","0.203574079785007","4"
"At lease once a week","1999","direct migration background","East Germany","11","","","","4"
"At lease once a week","1999","indirect migration background","West Germany","205","0.370630808386883","0.331593224872442","0.409668391901324","4"
"At lease once a week","1999","indirect migration background","East Germany","8","","","","4"
"At least once a month","1999","no migration background","West Germany","533","0.0658368722970901","0.0601053602754657","0.0715683843187145","3"
"At least once a month","1999","no migration background","East Germany","205","0.0511294980113461","0.0439651907444332","0.058293805278259","3"
"At least once a month","1999","direct migration background","West Germany","108","0.0598421815286899","0.0496755949315761","0.0700087681258038","3"
"At least once a month","1999","direct migration background","East Germany","5","","","","3"
"At least once a month","1999","indirect migration background","West Germany","76","0.123340549543606","0.0967622111226691","0.149918887964543","3"
"At least once a month","1999","indirect migration background","East Germany","","","","","3"
"Several times a year","1999","no migration background","West Germany","1499","0.1917542177966","0.182655767271913","0.200852668321286","2"
"Several times a year","1999","no migration background","East Germany","788","0.20846064118169","0.195248194170745","0.221673088192635","2"
"Several times a year","1999","direct migration background","East Germany","11","","","","2"
"Several times a year","1999","direct migration background","West Germany","312","0.144863478034747","0.129777681147537","0.159949274921958","2"
"Several times a year","1999","indirect migration background","West Germany","161","0.266127239170919","0.23040699027057","0.301847488071269","2"
"Several times a year","1999","indirect migration background","East Germany","10","","","","2"
"Almost never or never","2000","no migration background","West Germany","","","","","1"
"Almost never or never","2000","no migration background","East Germany","","","","","1"
"Almost never or never","2000","direct migration background","West Germany","","","","","1"
"Almost never or never","2000","direct migration background","East Germany","","","","","1"
"Almost never or never","2000","indirect migration background","East Germany","","","","","1"
"Almost never or never","2000","indirect migration background","West Germany","","","","","1"
"At lease once a week","2000","no migration background","East Germany","","","","","4"
"At lease once a week","2000","no migration background","West Germany","","","","","4"
"At lease once a week","2000","direct migration background","West Germany","","","","","4"
"At lease once a week","2000","direct migration background","East Germany","","","","","4"
"At lease once a week","2000","indirect migration background","West Germany","","","","","4"
"At lease once a week","2000","indirect migration background","East Germany","","","","","4"
"At least once a month","2000","no migration background","West Germany","","","","","3"
"At least once a month","2000","no migration background","East Germany","","","","","3"
"At least once a month","2000","direct migration background","East Germany","","","","","3"
"At least once a month","2000","direct migration background","West Germany","","","","","3"
"At least once a month","2000","indirect migration background","West Germany","","","","","3"
"At least once a month","2000","indirect migration background","East Germany","","","","","3"
"Several times a year","2000","no migration background","West Germany","","","","","2"
"Several times a year","2000","no migration background","East Germany","","","","","2"
"Several times a year","2000","direct migration background","East Germany","","","","","2"
"Several times a year","2000","direct migration background","West Germany","","","","","2"
"Several times a year","2000","indirect migration background","West Germany","","","","","2"
"Several times a year","2000","indirect migration background","East Germany","","","","","2"
"Almost never or never","2001","no migration background","West Germany","5802","0.471038030601753","0.462421250747647","0.479654810455859","1"
"Almost never or never","2001","no migration background","East Germany","2923","0.579928583616321","0.566609152320206","0.593248014912437","1"
"Almost never or never","2001","direct migration background","West Germany","1843","0.627428188185263","0.609523014152566","0.645333362217959","1"
"Almost never or never","2001","direct migration background","East Germany","85","0.699687053118524","0.618011073403428","0.78136303283362","1"
"Almost never or never","2001","indirect migration background","East Germany","7","","","","1"
"Almost never or never","2001","indirect migration background","West Germany","246","0.309449576465853","0.276277602063587","0.342621550868119","1"
"At lease once a week","2001","no migration background","East Germany","1105","0.203094210647913","0.192237728518267","0.213950692777559","4"
"At lease once a week","2001","no migration background","West Germany","4023","0.302289885905252","0.294362060000483","0.310217711810022","4"
"At lease once a week","2001","direct migration background","West Germany","465","0.185061686210884","0.170679922064338","0.19944345035743","4"
"At lease once a week","2001","direct migration background","East Germany","13","","","","4"
"At lease once a week","2001","indirect migration background","West Germany","275","0.389805020486988","0.354807545929825","0.424802495044151","4"
"At lease once a week","2001","indirect migration background","East Germany","8","","","","4"
"At least once a month","2001","no migration background","West Germany","884","0.0651675476479015","0.0609067847624497","0.0694283105333532","3"
"At least once a month","2001","no migration background","East Germany","276","0.0502067948214954","0.0443138464430371","0.0560997431999537","3"
"At least once a month","2001","direct migration background","West Germany","139","0.0607900715359039","0.051941173287365","0.0696389697844429","3"
"At least once a month","2001","direct migration background","East Germany","4","","","","3"
"At least once a month","2001","indirect migration background","West Germany","68","0.0779623308869279","0.0587227584307376","0.0972019033431181","3"
"At least once a month","2001","indirect migration background","East Germany","1","","","","3"
"Several times a year","2001","no migration background","West Germany","2182","0.161504535845093","0.155151994393053","0.167857077297133","2"
"Several times a year","2001","no migration background","East Germany","971","0.16677041091427","0.156710857513429","0.176829964315111","2"
"Several times a year","2001","direct migration background","East Germany","19","","","","2"
"Several times a year","2001","direct migration background","West Germany","354","0.126720054067949","0.114400614402366","0.139039493733532","2"
"Several times a year","2001","indirect migration background","West Germany","157","0.222783072160231","0.192922996965293","0.252643147355169","2"
"Several times a year","2001","indirect migration background","East Germany","9","","","","2"
"Almost never or never","2002","no migration background","West Germany","","","","","1"
"Almost never or never","2002","no migration background","East Germany","","","","","1"
"Almost never or never","2002","direct migration background","West Germany","","","","","1"
"Almost never or never","2002","direct migration background","East Germany","","","","","1"
"Almost never or never","2002","indirect migration background","East Germany","","","","","1"
"Almost never or never","2002","indirect migration background","West Germany","","","","","1"
"At lease once a week","2002","no migration background","East Germany","","","","","4"
"At lease once a week","2002","no migration background","West Germany","","","","","4"
"At lease once a week","2002","direct migration background","West Germany","","","","","4"
"At lease once a week","2002","direct migration background","East Germany","","","","","4"
"At lease once a week","2002","indirect migration background","West Germany","","","","","4"
"At lease once a week","2002","indirect migration background","East Germany","","","","","4"
"At least once a month","2002","no migration background","West Germany","","","","","3"
"At least once a month","2002","no migration background","East Germany","","","","","3"
"At least once a month","2002","direct migration background","East Germany","","","","","3"
"At least once a month","2002","direct migration background","West Germany","","","","","3"
"At least once a month","2002","indirect migration background","West Germany","","","","","3"
"At least once a month","2002","indirect migration background","East Germany","","","","","3"
"Several times a year","2002","no migration background","West Germany","","","","","2"
"Several times a year","2002","no migration background","East Germany","","","","","2"
"Several times a year","2002","direct migration background","West Germany","","","","","2"
"Several times a year","2002","direct migration background","East Germany","","","","","2"
"Several times a year","2002","indirect migration background","West Germany","","","","","2"
"Several times a year","2002","indirect migration background","East Germany","","","","","2"
"Almost never or never","2003","no migration background","West Germany","4415","0.368823904492412","0.360696429573576","0.376951379411249","1"
"Almost never or never","2003","no migration background","East Germany","2092","0.434242709817339","0.420788942103513","0.447696477531165","1"
"Almost never or never","2003","direct migration background","West Germany","1476","0.562759514870931","0.543372957114026","0.582146072627836","1"
"Almost never or never","2003","direct migration background","East Germany","59","0.558939890714901","0.463514737795617","0.654365043634185","1"
"Almost never or never","2003","indirect migration background","East Germany","9","","","","1"
"Almost never or never","2003","indirect migration background","West Germany","223","0.302559874828452","0.269771374852672","0.335348374804232","1"
"At lease once a week","2003","no migration background","East Germany","1536","0.28225777949241","0.270040632902013","0.294474926082807","4"
"At lease once a week","2003","no migration background","West Germany","5480","0.366829962125074","0.35871169355969","0.374948230690459","4"
"At lease once a week","2003","direct migration background","West Germany","506","0.212007268362613","0.196033198580264","0.227981338144962","4"
"At lease once a week","2003","direct migration background","East Germany","22","","","","4"
"At lease once a week","2003","indirect migration background","West Germany","313","0.415316054038506","0.380142815101714","0.450489292975297","4"
"At lease once a week","2003","indirect migration background","East Germany","12","","","","4"
"At least once a month","2003","no migration background","West Germany","1116","0.0801305559965759","0.075557221041815","0.0847038909513367","3"
"At least once a month","2003","no migration background","East Germany","394","0.0717394125210003","0.0647349237849774","0.0787439012570232","3"
"At least once a month","2003","direct migration background","East Germany","5","","","","3"
"At least once a month","2003","direct migration background","West Germany","145","0.0600755198418931","0.0507885433652043","0.0693624963185819","3"
"At least once a month","2003","indirect migration background","West Germany","73","0.0879571938577847","0.0677407058808445","0.108173681834725","3"
"At least once a month","2003","indirect migration background","East Germany","1","","","","3"
"Several times a year","2003","no migration background","West Germany","2527","0.184215577385937","0.177685449056626","0.190745705715249","2"
"Several times a year","2003","no migration background","East Germany","1192","0.21176009816925","0.200670550036302","0.222849646302199","2"
"Several times a year","2003","direct migration background","East Germany","18","","","","2"
"Several times a year","2003","direct migration background","West Germany","388","0.165157696924563","0.150645581327093","0.179669812522033","2"
"Several times a year","2003","indirect migration background","West Germany","145","0.194166877275257","0.165932868303891","0.222400886246623","2"
"Several times a year","2003","indirect migration background","East Germany","10","","","","2"
"Almost never or never","2004","no migration background","West Germany","","","","","1"
"Almost never or never","2004","no migration background","East Germany","","","","","1"
"Almost never or never","2004","direct migration background","West Germany","","","","","1"
"Almost never or never","2004","direct migration background","East Germany","","","","","1"
"Almost never or never","2004","indirect migration background","West Germany","","","","","1"
"Almost never or never","2004","indirect migration background","East Germany","","","","","1"
"At lease once a week","2004","no migration background","East Germany","","","","","4"
"At lease once a week","2004","no migration background","West Germany","","","","","4"
"At lease once a week","2004","direct migration background","East Germany","","","","","4"
"At lease once a week","2004","direct migration background","West Germany","","","","","4"
"At lease once a week","2004","indirect migration background","West Germany","","","","","4"
"At lease once a week","2004","indirect migration background","East Germany","","","","","4"
"At least once a month","2004","no migration background","West Germany","","","","","3"
"At least once a month","2004","no migration background","East Germany","","","","","3"
"At least once a month","2004","direct migration background","East Germany","","","","","3"
"At least once a month","2004","direct migration background","West Germany","","","","","3"
"At least once a month","2004","indirect migration background","West Germany","","","","","3"
"At least once a month","2004","indirect migration background","East Germany","","","","","3"
"Several times a year","2004","no migration background","West Germany","","","","","2"
"Several times a year","2004","no migration background","East Germany","","","","","2"
"Several times a year","2004","direct migration background","West Germany","","","","","2"
"Several times a year","2004","direct migration background","East Germany","","","","","2"
"Several times a year","2004","indirect migration background","West Germany","","","","","2"
"Several times a year","2004","indirect migration background","East Germany","","","","","2"
"Almost never or never","2005","no migration background","West Germany","4536","0.397631724629022","0.389079835363162","0.406183613894882","1"
"Almost never or never","2005","no migration background","East Germany","2230","0.488800716613972","0.474801628865586","0.502799804362358","1"
"Almost never or never","2005","direct migration background","West Germany","1323","0.55782326088985","0.537374622518405","0.578271899261295","1"
"Almost never or never","2005","direct migration background","East Germany","65","0.600223915083856","0.504691126028777","0.695756704138935","1"
"Almost never or never","2005","indirect migration background","West Germany","223","0.265955607551137","0.235125479545547","0.296785735556727","1"
"Almost never or never","2005","indirect migration background","East Germany","11","","","","1"
"At lease once a week","2005","no migration background","East Germany","1232","0.227473979541348","0.215734168100556","0.239213790982139","4"
"At lease once a week","2005","no migration background","West Germany","4771","0.343225415729961","0.334929040258647","0.351521791201276","4"
"At lease once a week","2005","direct migration background","East Germany","16","","","","4"
"At lease once a week","2005","direct migration background","West Germany","449","0.214763609286334","0.197855357969447","0.23167186060322","4"
"At lease once a week","2005","indirect migration background","West Germany","301","0.353845195463602","0.3204807024536","0.387209688473605","4"
"At lease once a week","2005","indirect migration background","East Germany","11","","","","4"
"At least once a month","2005","no migration background","West Germany","1035","0.0833976495044873","0.078566417446212","0.0882288815627626","3"
"At least once a month","2005","no migration background","East Germany","362","0.0708553126619228","0.0636696539863415","0.0780409713375041","3"
"At least once a month","2005","direct migration background","East Germany","5","","","","3"
"At least once a month","2005","direct migration background","West Germany","137","0.0637728051037107","0.0537121438957919","0.0738334663116295","3"
"At least once a month","2005","indirect migration background","East Germany","","","","","3"
"At least once a month","2005","indirect migration background","West Germany","88","0.123949072607026","0.100956058428701","0.146942086785352","3"
"Several times a year","2005","no migration background","West Germany","2239","0.175745210136529","0.169094576901437","0.182395843371621","2"
"Several times a year","2005","no migration background","East Germany","1074","0.212869991182757","0.201406440467261","0.224333541898254","2"
"Several times a year","2005","direct migration background","East Germany","15","","","","2"
"Several times a year","2005","direct migration background","West Germany","357","0.163640324720106","0.148408222440258","0.178872426999954","2"
"Several times a year","2005","indirect migration background","East Germany","13","","","","2"
"Several times a year","2005","indirect migration background","West Germany","177","0.256250124378234","0.225788357870017","0.286711890886451","2"
"Almost never or never","2006","no migration background","West Germany","","","","","1"
"Almost never or never","2006","no migration background","East Germany","","","","","1"
"Almost never or never","2006","direct migration background","West Germany","","","","","1"
"Almost never or never","2006","direct migration background","East Germany","","","","","1"
"Almost never or never","2006","indirect migration background","West Germany","","","","","1"
"Almost never or never","2006","indirect migration background","East Germany","","","","","1"
"At lease once a week","2006","no migration background","East Germany","","","","","4"
"At lease once a week","2006","no migration background","West Germany","","","","","4"
"At lease once a week","2006","direct migration background","East Germany","","","","","4"
"At lease once a week","2006","direct migration background","West Germany","","","","","4"
"At lease once a week","2006","indirect migration background","West Germany","","","","","4"
"At lease once a week","2006","indirect migration background","East Germany","","","","","4"
"At least once a month","2006","no migration background","West Germany","","","","","3"
"At least once a month","2006","no migration background","East Germany","","","","","3"
"At least once a month","2006","direct migration background","East Germany","","","","","3"
"At least once a month","2006","direct migration background","West Germany","","","","","3"
"At least once a month","2006","indirect migration background","West Germany","","","","","3"
"At least once a month","2006","indirect migration background","East Germany","","","","","3"
"Several times a year","2006","no migration background","West Germany","","","","","2"
"Several times a year","2006","no migration background","East Germany","","","","","2"
"Several times a year","2006","direct migration background","West Germany","","","","","2"
"Several times a year","2006","direct migration background","East Germany","","","","","2"
"Several times a year","2006","indirect migration background","West Germany","","","","","2"
"Several times a year","2006","indirect migration background","East Germany","","","","","2"
"Almost never or never","2007","no migration background","West Germany","4533","0.378822882371911","0.370394484627376","0.387251280116446","1"
"Almost never or never","2007","no migration background","East Germany","2226","0.481846250689846","0.467815593433403","0.495876907946289","1"
"Almost never or never","2007","direct migration background","West Germany","1162","0.560026314063263","0.538417109289641","0.581635518836884","1"
"Almost never or never","2007","direct migration background","East Germany","54","0.461829989289172","0.360507131906091","0.563152846672252","1"
"Almost never or never","2007","indirect migration background","West Germany","216","0.276156089959709","0.24400812701469","0.308304052904728","1"
"Almost never or never","2007","indirect migration background","East Germany","16","","","","1"
"At lease once a week","2007","no migration background","West Germany","5086","0.376008885245921","0.367592851811425","0.384424918680416","4"
"At lease once a week","2007","no migration background","East Germany","1306","0.253183107966095","0.240973017523081","0.265393198409111","4"
"At lease once a week","2007","direct migration background","West Germany","445","0.225676547440359","0.207478464592699","0.243874630288019","4"
"At lease once a week","2007","direct migration background","East Germany","14","","","","4"
"At lease once a week","2007","indirect migration background","West Germany","288","0.379971868381159","0.345071090756242","0.414872646006076","4"
"At lease once a week","2007","indirect migration background","East Germany","10","","","","4"
"At least once a month","2007","no migration background","West Germany","970","0.0716608908443274","0.0671794917680138","0.076142289920641","3"
"At least once a month","2007","no migration background","East Germany","329","0.0667935739512843","0.0597830471722775","0.0738041007302912","3"
"At least once a month","2007","direct migration background","East Germany","8","","","","3"
"At least once a month","2007","direct migration background","West Germany","101","0.0552670552268502","0.0453196706337398","0.0652144398199606","3"
"At least once a month","2007","indirect migration background","East Germany","6","","","","3"
"At least once a month","2007","indirect migration background","West Germany","91","0.120760624547341","0.0973307521211689","0.144190496973513","3"
"Several times a year","2007","no migration background","West Germany","2136","0.173507341537841","0.166927769845862","0.180086913229819","2"
"Several times a year","2007","no migration background","East Germany","1011","0.198177067392774","0.18698370958879","0.209370425196759","2"
"Several times a year","2007","direct migration background","East Germany","17","","","","2"
"Several times a year","2007","direct migration background","West Germany","319","0.159030083269528","0.143109789032005","0.174950377507052","2"
"Several times a year","2007","indirect migration background","East Germany","9","","","","2"
"Several times a year","2007","indirect migration background","West Germany","148","0.223111417111791","0.193175404643331","0.253047429580251","2"
"Almost never or never","2008","no migration background","West Germany","3465","0.302727455071529","0.294509950790956","0.310944959352103","1"
"Almost never or never","2008","no migration background","East Germany","1720","0.38183701693697","0.36787144167291","0.39580259220103","1"
"Almost never or never","2008","direct migration background","West Germany","944","0.50394583004509","0.480994321439314","0.526897338650866","1"
"Almost never or never","2008","direct migration background","East Germany","42","0.511789705834487","0.402254851033999","0.621324560634975","1"
"Almost never or never","2008","indirect migration background","West Germany","191","0.232511143866157","0.201697900238696","0.263324387493617","1"
"Almost never or never","2008","indirect migration background","East Germany","8","","","","1"
"At lease once a week","2008","no migration background","East Germany","1582","0.327837446432349","0.314343631356694","0.341331261508004","4"
"At lease once a week","2008","no migration background","West Germany","5411","0.430169343529231","0.421314000586183","0.439024686472278","4"
"At lease once a week","2008","direct migration background","East Germany","16","","","","4"
"At lease once a week","2008","direct migration background","West Germany","485","0.266042159097184","0.245757601241926","0.286326716952442","4"
"At lease once a week","2008","indirect migration background","West Germany","305","0.432548517071203","0.396410753384945","0.46868628075746","4"
"At lease once a week","2008","indirect migration background","East Germany","14","","","","4"
"At least once a month","2008","no migration background","West Germany","955","0.0777741086579384","0.0729839607004097","0.082564256615467","3"
"At least once a month","2008","no migration background","East Germany","323","0.0718892632375967","0.0644641987023371","0.0793143277728564","3"
"At least once a month","2008","direct migration background","East Germany","6","","","","3"
"At least once a month","2008","direct migration background","West Germany","113","0.0650426448526063","0.0537225581203705","0.0763627315848421","3"
"At least once a month","2008","indirect migration background","East Germany","4","","","","3"
"At least once a month","2008","indirect migration background","West Germany","90","0.146948920906193","0.121123333332429","0.172774508479957","3"
"Several times a year","2008","no migration background","West Germany","2177","0.189329092741302","0.182321905507225","0.196336279975379","2"
"Several times a year","2008","no migration background","East Germany","1024","0.218436273393084","0.206559105522693","0.230313441263476","2"
"Several times a year","2008","direct migration background","East Germany","16","","","","2"
"Several times a year","2008","direct migration background","West Germany","281","0.164969366005119","0.147931797559898","0.18200693445034","2"
"Several times a year","2008","indirect migration background","East Germany","17","","","","2"
"Several times a year","2008","indirect migration background","West Germany","136","0.187991418156448","0.159492471143615","0.21649036516928","2"
"Almost never or never","2009","no migration background","West Germany","3881","0.357158252744785","0.348299227109436","0.366017278380134","1"
"Almost never or never","2009","no migration background","East Germany","1975","0.468181523402266","0.453467749395621","0.482895297408912","1"
"Almost never or never","2009","direct migration background","West Germany","842","0.505365830444556","0.480752042646686","0.529979618242426","1"
"Almost never or never","2009","direct migration background","East Germany","44","0.582307251385549","0.471429129268767","0.693185373502331","1"
"Almost never or never","2009","indirect migration background","East Germany","11","","","","1"
"Almost never or never","2009","indirect migration background","West Germany","171","0.214128597323096","0.183067001206826","0.245190193439365","1"
"At lease once a week","2009","no migration background","West Germany","4633","0.394845262125232","0.385807721519011","0.403882802731452","4"
"At lease once a week","2009","no migration background","East Germany","1234","0.271406445462426","0.25829387073092","0.284519020193932","4"
"At lease once a week","2009","direct migration background","West Germany","387","0.266041599018363","0.244287357020504","0.287795841016222","4"
"At lease once a week","2009","direct migration background","East Germany","13","","","","4"
"At lease once a week","2009","indirect migration background","West Germany","267","0.403162136895675","0.366018986032854","0.440305287758497","4"
"At lease once a week","2009","indirect migration background","East Germany","14","","","","4"
"At least once a month","2009","no migration background","West Germany","802","0.0741578350987508","0.0693133170706492","0.0790023531268523","3"
"At least once a month","2009","no migration background","East Germany","332","0.0752436872339251","0.0674654009713929","0.0830219734964573","3"
"At least once a month","2009","direct migration background","East Germany","8","","","","3"
"At least once a month","2009","direct migration background","West Germany","110","0.0710493432183668","0.0584016939224103","0.0836969925143234","3"
"At least once a month","2009","indirect migration background","West Germany","81","0.144703948952317","0.118065488921328","0.171342408983307","3"
"At least once a month","2009","indirect migration background","East Germany","3","","","","3"
"Several times a year","2009","no migration background","West Germany","1922","0.173838650031232","0.166832020029759","0.180845280032706","2"
"Several times a year","2009","no migration background","East Germany","877","0.185168343901382","0.173714465902618","0.196622221900147","2"
"Several times a year","2009","direct migration background","East Germany","11","","","","2"
"Several times a year","2009","direct migration background","West Germany","246","0.157543227318714","0.13960798950179","0.175478465135639","2"
"Several times a year","2009","indirect migration background","West Germany","151","0.238005316828912","0.205759009435268","0.270251624222555","2"
"Several times a year","2009","indirect migration background","East Germany","12","","","","2"
"Almost never or never","2010","no migration background","West Germany","","","","","1"
"Almost never or never","2010","no migration background","East Germany","","","","","1"
"Almost never or never","2010","direct migration background","West Germany","","","","","1"
"Almost never or never","2010","direct migration background","East Germany","","","","","1"
"Almost never or never","2010","indirect migration background","West Germany","","","","","1"
"Almost never or never","2010","indirect migration background","East Germany","","","","","1"
"At lease once a week","2010","no migration background","West Germany","","","","","4"
"At lease once a week","2010","no migration background","East Germany","","","","","4"
"At lease once a week","2010","direct migration background","West Germany","","","","","4"
"At lease once a week","2010","direct migration background","East Germany","","","","","4"
"At lease once a week","2010","indirect migration background","West Germany","","","","","4"
"At lease once a week","2010","indirect migration background","East Germany","","","","","4"
"At least once a month","2010","no migration background","West Germany","","","","","3"
"At least once a month","2010","no migration background","East Germany","","","","","3"
"At least once a month","2010","direct migration background","West Germany","","","","","3"
"At least once a month","2010","direct migration background","East Germany","","","","","3"
"At least once a month","2010","indirect migration background","East Germany","","","","","3"
"At least once a month","2010","indirect migration background","West Germany","","","","","3"
"Several times a year","2010","no migration background","West Germany","","","","","2"
"Several times a year","2010","no migration background","East Germany","","","","","2"
"Several times a year","2010","direct migration background","East Germany","","","","","2"
"Several times a year","2010","direct migration background","West Germany","","","","","2"
"Several times a year","2010","indirect migration background","East Germany","","","","","2"
"Several times a year","2010","indirect migration background","West Germany","","","","","2"
"Almost never or never","2011","no migration background","West Germany","6467","0.37685657402761","0.369728137759287","0.383985010295933","1"
"Almost never or never","2011","direct migration background","West Germany","1694","0.529327898632251","0.511725949669102","0.546929847595401","1"
"Almost never or never","2011","no migration background","East Germany","2903","0.464077369245558","0.451536686144976","0.476618052346139","1"
"Almost never or never","2011","direct migration background","East Germany","92","0.629705442719471","0.553930052817167","0.705480832621775","1"
"Almost never or never","2011","indirect migration background","West Germany","396","0.277445732927858","0.252269878888751","0.302621586966964","1"
"Almost never or never","2011","indirect migration background","East Germany","33","0.353031960335013","0.252025932812784","0.454037987857242","1"
"At lease once a week","2011","no migration background","West Germany","7311","0.402634773845977","0.395420579735857","0.409848967956097","4"
"At lease once a week","2011","no migration background","East Germany","1727","0.299326057944244","0.287809964075575","0.310842151812913","4"
"At lease once a week","2011","direct migration background","West Germany","794","0.26897876377967","0.253341414736748","0.284616112822593","4"
"At lease once a week","2011","direct migration background","East Germany","35","0.211732152617632","0.147623580421214","0.27584072481405","4"
"At lease once a week","2011","indirect migration background","West Germany","477","0.406306791878062","0.378690330263622","0.433923253492503","4"
"At lease once a week","2011","indirect migration background","East Germany","34","0.400333912623831","0.296780408254765","0.503887416992898","4"
"At least once a month","2011","no migration background","West Germany","1171","0.0670427655408138","0.063363856559337","0.0707216745222905","3"
"At least once a month","2011","no migration background","East Germany","395","0.064639224684472","0.0584560346256728","0.0708224147432711","3"
"At least once a month","2011","direct migration background","East Germany","5","","","","3"
"At least once a month","2011","direct migration background","West Germany","141","0.0441022349526021","0.0368616248941451","0.051342845011059","3"
"At least once a month","2011","indirect migration background","West Germany","98","0.08263131189658","0.0671501257628677","0.0981124980302924","3"
"At least once a month","2011","indirect migration background","East Germany","5","","","","3"
"Several times a year","2011","no migration background","West Germany","2804","0.153465886585599","0.148163878657864","0.158767894513334","2"
"Several times a year","2011","no migration background","East Germany","1050","0.171957348125727","0.162468539818106","0.181446156433347","2"
"Several times a year","2011","direct migration background","East Germany","24","","","","2"
"Several times a year","2011","direct migration background","West Germany","460","0.157591102635476","0.144742187622877","0.170440017648075","2"
"Several times a year","2011","indirect migration background","West Germany","244","0.2336161632975","0.20982396537385","0.257408361221151","2"
"Several times a year","2011","indirect migration background","East Germany","14","","","","2"
"Almost never or never","2012","no migration background","West Germany","","","","","1"
"Almost never or never","2012","direct migration background","West Germany","","","","","1"
"Almost never or never","2012","direct migration background","East Germany","","","","","1"
"Almost never or never","2012","no migration background","East Germany","","","","","1"
"Almost never or never","2012","indirect migration background","West Germany","","","","","1"
"Almost never or never","2012","indirect migration background","East Germany","","","","","1"
"At lease once a week","2012","no migration background","West Germany","","","","","4"
"At lease once a week","2012","no migration background","East Germany","","","","","4"
"At lease once a week","2012","direct migration background","West Germany","","","","","4"
"At lease once a week","2012","direct migration background","East Germany","","","","","4"
"At lease once a week","2012","indirect migration background","West Germany","","","","","4"
"At lease once a week","2012","indirect migration background","East Germany","","","","","4"
"At least once a month","2012","no migration background","West Germany","","","","","3"
"At least once a month","2012","no migration background","East Germany","","","","","3"
"At least once a month","2012","direct migration background","West Germany","","","","","3"
"At least once a month","2012","direct migration background","East Germany","","","","","3"
"At least once a month","2012","indirect migration background","East Germany","","","","","3"
"At least once a month","2012","indirect migration background","West Germany","","","","","3"
"Several times a year","2012","no migration background","West Germany","","","","","2"
"Several times a year","2012","no migration background","East Germany","","","","","2"
"Several times a year","2012","direct migration background","East Germany","","","","","2"
"Several times a year","2012","direct migration background","West Germany","","","","","2"
"Several times a year","2012","indirect migration background","East Germany","","","","","2"
"Several times a year","2012","indirect migration background","West Germany","","","","","2"
"Almost never or never","2013","no migration background","West Germany","4702","0.298529803421538","0.291472150660628","0.305587456182448","1"
"Almost never or never","2013","direct migration background","West Germany","1228","0.449535733690889","0.430117561679691","0.468953905702088","1"
"Almost never or never","2013","no migration background","East Germany","2151","0.374076322659486","0.361297468154353","0.386855177164619","1"
"Almost never or never","2013","direct migration background","East Germany","67","0.506756688527262","0.422420969120122","0.591092407934402","1"
"Almost never or never","2013","indirect migration background","West Germany","292","0.253924312874687","0.228307452291304","0.27954117345807","1"
"Almost never or never","2013","indirect migration background","East Germany","33","0.386077772343788","0.276622830868518","0.495532713819058","1"
"At lease once a week","2013","no migration background","West Germany","8426","0.518123028609164","0.510416720628718","0.525829336589609","4"
"At lease once a week","2013","no migration background","East Germany","2179","0.40298780020382","0.390034254028233","0.415941346379407","4"
"At lease once a week","2013","direct migration background","West Germany","853","0.35992486099151","0.341188593822306","0.378661128160714","4"
"At lease once a week","2013","direct migration background","East Germany","42","0.211571668308836","0.142676133922651","0.28046720269502","4"
"At lease once a week","2013","indirect migration background","West Germany","576","0.525730921912811","0.496342485273256","0.555119358552365","4"
"At lease once a week","2013","indirect migration background","East Germany","30","0.518368611243785","0.406032849586377","0.630704372901193","4"
"At least once a month","2013","no migration background","West Germany","794","0.0503225706255395","0.0469510075033871","0.0536941337476919","3"
"At least once a month","2013","no migration background","East Germany","276","0.0508967432196981","0.0450924030896149","0.0567010833497813","3"
"At least once a month","2013","direct migration background","West Germany","109","0.0494257276887377","0.0409645418840965","0.0578869134933789","3"
"At least once a month","2013","direct migration background","East Germany","3","","","","3"
"At least once a month","2013","indirect migration background","West Germany","71","0.0804222974940875","0.0644169623708336","0.0964276326173415","3"
"At least once a month","2013","indirect migration background","East Germany","2","","","","3"
"Several times a year","2013","no migration background","West Germany","2228","0.133024597343759","0.127787011039978","0.13826218364754","2"
"Several times a year","2013","no migration background","East Germany","902","0.172039133916996","0.162072014672841","0.18200625316115","2"
"Several times a year","2013","direct migration background","East Germany","23","","","","2"
"Several times a year","2013","direct migration background","West Germany","331","0.141113677628863","0.127523846292674","0.154703508965052","2"
"Several times a year","2013","indirect migration background","West Germany","170","0.139922467718415","0.119505330513548","0.160339604923281","2"
"Several times a year","2013","indirect migration background","East Germany","11","","","","2"
