"m11104","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2005","Not Employed","Rural Area","621","0.197986624946856","0.182834936017851","0.213138313875861"
"At lease once a week","2005","Employed","Urban Area","3297","0.366286168793569","0.356119584991235","0.376452752595903"
"At lease once a week","2005","Employed","Rural Area","1391","0.320102326200726","0.305951361623124","0.334253290778327"
"Almost never or never","2006","Not Employed","Urban Area","","","",""
"Almost never or never","2006","Not Employed","Rural Area","","","",""
"Almost never or never","2006","Employed","Urban Area","","","",""
"Almost never or never","2006","Employed","Rural Area","","","",""
"Several times a year","2006","Not Employed","Urban Area","","","",""
"Several times a year","2006","Not Employed","Rural Area","","","",""
"Several times a year","2006","Employed","Urban Area","","","",""
"Several times a year","2006","Employed","Rural Area","","","",""
"At least once a month","2006","Not Employed","Urban Area","","","",""
"At least once a month","2006","Not Employed","Rural Area","","","",""
"At least once a month","2006","Employed","Urban Area","","","",""
"At least once a month","2006","Employed","Rural Area","","","",""
"At lease once a week","2006","Not Employed","Urban Area","","","",""
"At lease once a week","2006","Not Employed","Rural Area","","","",""
"At lease once a week","2006","Employed","Urban Area","","","",""
"At lease once a week","2006","Employed","Rural Area","","","",""
"Almost never or never","2007","Not Employed","Urban Area","2771","0.56078265851939","0.54730131931392","0.57426399772486"
"Almost never or never","2007","Not Employed","Rural Area","1601","0.6004758252844","0.582129433459882","0.618822217108919"
"Almost never or never","2007","Employed","Urban Area","2437","0.300214416923721","0.2903856480395","0.310043185807942"
"Almost never or never","2007","Employed","Rural Area","1398","0.330959193162131","0.316733221988494","0.345185164335769"
"Several times a year","2007","Not Employed","Urban Area","587","0.114127336166966","0.105490066090329","0.122764606243604"
"Several times a year","2007","Not Employed","Rural Area","340","0.121135083060328","0.108913501678206","0.13335666444245"
"Several times a year","2007","Employed","Urban Area","1715","0.218001598518848","0.209147718605633","0.226855478432062"
"Several times a year","2007","Employed","Rural Area","998","0.229530191537569","0.216816662533718","0.242243720541421"
"At least once a month","2007","Not Employed","Urban Area","251","0.0440287904024557","0.0384558192779588","0.0496017615269527"
"At least once a month","2007","Not Employed","Rural Area","128","0.0418153186304725","0.0343176941304707","0.0493129431304742"
"At least once a month","2007","Employed","Urban Area","778","0.0910736243421477","0.0849039602619918","0.0972432884223036"
"At least once a month","2007","Employed","Rural Area","348","0.0859934450139763","0.0775177421111019","0.0944691479168508"
"At lease once a week","2007","Not Employed","Urban Area","1597","0.281061214911188","0.268850462499969","0.293271967322407"
"At lease once a week","2007","Not Employed","Rural Area","669","0.236573773024799","0.220655417315324","0.252492128734274"
"At lease once a week","2007","Employed","Urban Area","3424","0.390710360215283","0.380247745904538","0.401172974526029"
"At lease once a week","2007","Employed","Rural Area","1459","0.353517170286323","0.339064365074162","0.367969975498484"
"Almost never or never","2008","Not Employed","Urban Area","2244","0.485443740015381","0.47142702804953","0.499460451981233"
"Almost never or never","2008","Not Employed","Rural Area","1292","0.519853788113957","0.500526874005387","0.539180702222527"
"Almost never or never","2008","Employed","Urban Area","1817","0.231373987222461","0.222074706677519","0.240673267767403"
"Almost never or never","2008","Employed","Rural Area","1017","0.249303675261108","0.23585341633265","0.262753934189567"
"Several times a year","2008","Not Employed","Urban Area","624","0.131246465615149","0.121776413606991","0.140716517623307"
"Several times a year","2008","Not Employed","Rural Area","360","0.142203517188337","0.128692673909346","0.155714360467327"
"Several times a year","2008","Employed","Urban Area","1672","0.218396383840778","0.209285709000569","0.227507058680987"
"Several times a year","2008","Employed","Rural Area","995","0.251803491362613","0.238308491886813","0.265298490838414"
"At least once a month","2008","Not Employed","Urban Area","238","0.0472978026372372","0.0413444812385347","0.0532511240359397"
"At least once a month","2008","Not Employed","Rural Area","118","0.041041342931643","0.0333669173294557","0.0487157685338303"
"At least once a month","2008","Employed","Urban Area","774","0.0948941680371949","0.0884316169646019","0.101356719109788"
"At least once a month","2008","Employed","Rural Area","361","0.110042382945768","0.100312697163427","0.119772068728109"
"At lease once a week","2008","Not Employed","Urban Area","1778","0.336011991732233","0.322764984608496","0.34925899885597"
"At lease once a week","2008","Not Employed","Rural Area","797","0.296901351766063","0.279226760649854","0.314575942882273"
"At lease once a week","2008","Employed","Urban Area","3637","0.455335460899566","0.44435388082086","0.466317040978271"
"At lease once a week","2008","Employed","Rural Area","1601","0.388850450430511","0.373693940415246","0.404006960445775"
"Almost never or never","2009","Not Employed","Urban Area","2293","0.539098666400356","0.524449806926472","0.55374752587424"
"Almost never or never","2009","Not Employed","Rural Area","1411","0.608046314085854","0.588445605295028","0.627647022876679"
"Almost never or never","2009","Employed","Urban Area","1967","0.264327773213356","0.254251921244981","0.27440362518173"
"Almost never or never","2009","Employed","Rural Area","1253","0.319630806860524","0.304877402635039","0.33438421108601"
"Several times a year","2009","Not Employed","Urban Area","518","0.115779115796839","0.106376229162071","0.125182002431607"
"Several times a year","2009","Not Employed","Rural Area","250","0.094153087685644","0.0824276042499607","0.105878571121327"
"Several times a year","2009","Employed","Urban Area","1539","0.215969395217692","0.206567166464492","0.225371623970891"
"Several times a year","2009","Employed","Rural Area","912","0.227535704556448","0.214272160301518","0.240799248811378"
"At least once a month","2009","Not Employed","Urban Area","196","0.040956715373075","0.0351323666989157","0.0467810640472342"
"At least once a month","2009","Not Employed","Rural Area","122","0.0632626102841998","0.0534886954322532","0.0730365251361463"
"At least once a month","2009","Employed","Urban Area","686","0.0962240032137098","0.0894858588546572","0.102962147572762"
"At least once a month","2009","Employed","Rural Area","332","0.0939818507270365","0.0847500578723867","0.103213643581686"
"At lease once a week","2009","Not Employed","Urban Area","1441","0.30416550242973","0.290645596874163","0.317685407985296"
"At lease once a week","2009","Not Employed","Rural Area","600","0.234537987944303","0.217526022623923","0.251549953264682"
"At lease once a week","2009","Employed","Urban Area","3166","0.423478828355243","0.412188887131176","0.43476876957931"
"At lease once a week","2009","Employed","Rural Area","1341","0.358851637855991","0.343676510631241","0.374026765080742"
"Almost never or never","2010","Not Employed","Urban Area","","","",""
"Almost never or never","2010","Not Employed","Rural Area","","","",""
"Almost never or never","2010","Employed","Urban Area","","","",""
"Almost never or never","2010","Employed","Rural Area","","","",""
"Several times a year","2010","Not Employed","Urban Area","","","",""
"Several times a year","2010","Not Employed","Rural Area","","","",""
"Several times a year","2010","Employed","Urban Area","","","",""
"Several times a year","2010","Employed","Rural Area","","","",""
"At least once a month","2010","Not Employed","Urban Area","","","",""
"At least once a month","2010","Not Employed","Rural Area","","","",""
"At least once a month","2010","Employed","Urban Area","","","",""
"At least once a month","2010","Employed","Rural Area","","","",""
"At lease once a week","2010","Not Employed","Urban Area","","","",""
"At lease once a week","2010","Not Employed","Rural Area","","","",""
"At lease once a week","2010","Employed","Urban Area","","","",""
"At lease once a week","2010","Employed","Rural Area","","","",""
"Almost never or never","2011","Not Employed","Urban Area","3464","0.556156577354241","0.544140076657926","0.568173078050556"
"Almost never or never","2011","Not Employed","Rural Area","2095","0.608409740573107","0.592321595185614","0.624497885960601"
"Almost never or never","2011","Employed","Urban Area","3595","0.29052072872786","0.28232536892548","0.298716088530239"
"Almost never or never","2011","Employed","Rural Area","2431","0.351472016604747","0.339849415992349","0.363094617217146"
"Several times a year","2011","Not Employed","Urban Area","687","0.0969349361080247","0.0897790360275538","0.104090836188496"
"Several times a year","2011","Not Employed","Rural Area","415","0.108332216118054","0.0980881513772513","0.118576280858857"
"Several times a year","2011","Employed","Urban Area","2208","0.193351324805698","0.186222377646531","0.200480271964865"
"Several times a year","2011","Employed","Rural Area","1286","0.203046811174686","0.193253984437174","0.212839637912199"
"At least once a month","2011","Not Employed","Urban Area","272","0.0402790392194328","0.0355237534142589","0.0450343250246067"
"At least once a month","2011","Not Employed","Rural Area","106","0.0282037617719928","0.022747023942453","0.0336604996015326"
"At least once a month","2011","Employed","Urban Area","952","0.0838223448980773","0.0788199340457669","0.0888247557503876"
"At least once a month","2011","Employed","Rural Area","485","0.0742621350549511","0.0678791870436403","0.0806450830662619"
"At lease once a week","2011","Not Employed","Urban Area","2144","0.306629447318301","0.295477410113168","0.317781484523434"
"At lease once a week","2011","Not Employed","Rural Area","920","0.255054281536846","0.240687132853847","0.269421430219845"
"At lease once a week","2011","Employed","Urban Area","5034","0.432305601568366","0.423363031676782","0.441248171459949"
"At lease once a week","2011","Employed","Rural Area","2280","0.371219037165615","0.359457654241395","0.382980420089835"
"Almost never or never","2012","Not Employed","Urban Area","","","",""
"Almost never or never","2012","Not Employed","Rural Area","","","",""
"Almost never or never","2012","Employed","Urban Area","","","",""
"Almost never or never","2012","Employed","Rural Area","","","",""
"Several times a year","2012","Not Employed","Urban Area","","","",""
"Several times a year","2012","Not Employed","Rural Area","","","",""
"Several times a year","2012","Employed","Urban Area","","","",""
"Several times a year","2012","Employed","Rural Area","","","",""
"At least once a month","2012","Not Employed","Urban Area","","","",""
"At least once a month","2012","Not Employed","Rural Area","","","",""
"At least once a month","2012","Employed","Urban Area","","","",""
"At least once a month","2012","Employed","Rural Area","","","",""
"At lease once a week","2012","Not Employed","Urban Area","","","",""
"At lease once a week","2012","Not Employed","Rural Area","","","",""
"At lease once a week","2012","Employed","Urban Area","","","",""
"At lease once a week","2012","Employed","Rural Area","","","",""
"Almost never or never","2013","Not Employed","Urban Area","2377","0.432578186271616","0.419618418829302","0.44553795371393"
"Almost never or never","2013","Not Employed","Rural Area","1447","0.462271147309927","0.444840803068275","0.479701491551579"
"Almost never or never","2013","Employed","Urban Area","2856","0.240568673021963","0.232490620472733","0.248646725571192"
"Almost never or never","2013","Employed","Rural Area","1793","0.278116818608178","0.266766957416008","0.289466679800349"
"Several times a year","2013","Not Employed","Urban Area","573","0.105413206614081","0.0973803384310236","0.113446074797139"
"Several times a year","2013","Not Employed","Rural Area","404","0.137816394908137","0.125765307867471","0.149867481948804"
"Several times a year","2013","Employed","Urban Area","1621","0.150148678080198","0.14339756912139","0.156899787039007"
"Several times a year","2013","Employed","Rural Area","1067","0.171981030829961","0.16242221973689","0.181539841923031"
"At least once a month","2013","Not Employed","Urban Area","198","0.0355275315079468","0.030685369443115","0.0403696935727786"
"At least once a month","2013","Not Employed","Rural Area","100","0.0342209034592388","0.0278652452100206","0.040576561708457"
"At least once a month","2013","Employed","Urban Area","617","0.0616028908210991","0.0570589071652924","0.0661468744769057"
"At least once a month","2013","Employed","Rural Area","340","0.0598294090294066","0.053821765580888","0.0658370524779252"
"At lease once a week","2013","Not Employed","Urban Area","2466","0.426481075606355","0.413544014016079","0.439418137196632"
"At lease once a week","2013","Not Employed","Rural Area","1192","0.365691554322697","0.348853821548937","0.382529287096457"
"At lease once a week","2013","Employed","Urban Area","5661","0.54767975807674","0.538273232507529","0.55708628364595"
"At lease once a week","2013","Employed","Rural Area","2787","0.490072741532454","0.477409996872315","0.502735486192594"
"Almost never or never","2014","Not Employed","Urban Area","","","",""
"Almost never or never","2014","Not Employed","Rural Area","","","",""
"Almost never or never","2014","Employed","Urban Area","","","",""
"Almost never or never","2014","Employed","Rural Area","","","",""
"Several times a year","2014","Not Employed","Urban Area","","","",""
"Several times a year","2014","Not Employed","Rural Area","","","",""
"Several times a year","2014","Employed","Urban Area","","","",""
"Several times a year","2014","Employed","Rural Area","","","",""
"At least once a month","2014","Not Employed","Urban Area","","","",""
"At least once a month","2014","Not Employed","Rural Area","","","",""
"At least once a month","2014","Employed","Urban Area","","","",""
"At least once a month","2014","Employed","Rural Area","","","",""
"At lease once a week","2014","Not Employed","Urban Area","","","",""
"At lease once a week","2014","Not Employed","Rural Area","","","",""
"At lease once a week","2014","Employed","Urban Area","","","",""
"At lease once a week","2014","Employed","Rural Area","","","",""
"Almost never or never","2015","Not Employed","Urban Area","3182","0.493191346862368","0.481315405290711","0.505067288434025"
"Almost never or never","2015","Not Employed","Rural Area","1853","0.536081410681213","0.519394574843736","0.55276824651869"
"Almost never or never","2015","Employed","Urban Area","3342","0.281869131897926","0.27342333803078","0.290314925765072"
"Almost never or never","2015","Employed","Rural Area","2050","0.334527224767087","0.322298844851548","0.346755604682626"
"Several times a year","2015","Not Employed","Urban Area","749","0.093906263788981","0.086977238243671","0.100835289334291"
"Several times a year","2015","Not Employed","Rural Area","378","0.109948517348349","0.0994810892919869","0.120415945404712"
"Several times a year","2015","Employed","Urban Area","1620","0.14507493688847","0.138463815355659","0.15168605842128"
"Several times a year","2015","Employed","Rural Area","948","0.179201201787081","0.169261419830543","0.18914098374362"
"At least once a month","2015","Not Employed","Urban Area","261","0.0386809256299517","0.0341003450619776","0.0432615061979258"
"At least once a month","2015","Not Employed","Rural Area","118","0.0323792797244108","0.0264565228752388","0.0383020365735827"
"At least once a month","2015","Employed","Urban Area","682","0.0671599087845683","0.0624612536398838","0.0718585639292529"
"At least once a month","2015","Employed","Rural Area","388","0.0675774823539662","0.0610717615236393","0.074083203184293"
"At lease once a week","2015","Not Employed","Urban Area","2616","0.3742214637187","0.362726357316254","0.385716570121145"
"At lease once a week","2015","Not Employed","Rural Area","1082","0.321590792246026","0.30596164072171","0.337219943770343"
"At lease once a week","2015","Employed","Urban Area","5257","0.505896022429036","0.496510580463371","0.515281464394701"
"At lease once a week","2015","Employed","Rural Area","2333","0.418694091091865","0.405907969578685","0.431480212605045"
"Almost never or never","2016","Not Employed","Urban Area","","","",""
"Almost never or never","2016","Not Employed","Rural Area","","","",""
"Almost never or never","2016","Employed","Urban Area","","","",""
"Almost never or never","2016","Employed","Rural Area","","","",""
"Several times a year","2016","Not Employed","Urban Area","","","",""
"Several times a year","2016","Not Employed","Rural Area","","","",""
"Several times a year","2016","Employed","Urban Area","","","",""
"Several times a year","2016","Employed","Rural Area","","","",""
"At least once a month","2016","Not Employed","Urban Area","","","",""
"At least once a month","2016","Not Employed","Rural Area","","","",""
"At least once a month","2016","Employed","Urban Area","","","",""
"At least once a month","2016","Employed","Rural Area","","","",""
"At lease once a week","2016","Not Employed","Urban Area","","","",""
"At lease once a week","2016","Not Employed","Rural Area","","","",""
"At lease once a week","2016","Employed","Urban Area","","","",""
"At lease once a week","2016","Employed","Rural Area","","","",""
"Almost never or never","2017","Not Employed","Urban Area","4328","0.466096145658187","0.455957594414107","0.476234696902268"
"Almost never or never","2017","Not Employed","Rural Area","2391","0.537746473942419","0.523318258355203","0.552174689529635"
"Almost never or never","2017","Employed","Urban Area","3494","0.277721546637287","0.269665105017903","0.285777988256671"
"Almost never or never","2017","Employed","Rural Area","2253","0.327328681707857","0.315844211725007","0.338813151690706"
"Several times a year","2017","Not Employed","Urban Area","1108","0.0942147921141698","0.0882776317994279","0.100151952428912"
"Several times a year","2017","Not Employed","Rural Area","487","0.100431630029156","0.0917332963245624","0.10912996373375"
"Several times a year","2017","Employed","Urban Area","1650","0.142043934768814","0.135764363141293","0.148323506396335"
"Several times a year","2017","Employed","Rural Area","1070","0.16134427974404","0.152341303293227","0.170347256194853"
"At least once a month","2017","Not Employed","Urban Area","372","0.0337660852429404","0.0300950537387237","0.037437116747157"
"At least once a month","2017","Not Employed","Rural Area","169","0.0262915387947225","0.0216612700821753","0.0309218075072696"
"At least once a month","2017","Employed","Urban Area","706","0.0598567075744633","0.0555895411089949","0.0641238740399316"
"At least once a month","2017","Employed","Rural Area","400","0.0671061755936761","0.060982462647862","0.0732298885394902"
"At lease once a week","2017","Not Employed","Urban Area","3492","0.405922976984703","0.395942534137497","0.415903419831908"
"At lease once a week","2017","Not Employed","Rural Area","1540","0.335530357233702","0.321866063074337","0.349194651393067"
"At lease once a week","2017","Employed","Urban Area","6022","0.520377811019435","0.511391216108271","0.5293644059306"
"At lease once a week","2017","Employed","Rural Area","2690","0.444220862954427","0.432059897162236","0.456381828746618"
"Almost never or never","2018","Not Employed","Urban Area","1201","0.423784404129553","0.404304408855335","0.44326439940377"
"Almost never or never","2018","Not Employed","Rural Area","424","0.389156288129495","0.356869628311457","0.421442947947533"
"Almost never or never","2018","Employed","Urban Area","125","0.245513257448257","0.201599743695881","0.289426771200632"
"Almost never or never","2018","Employed","Rural Area","69","0.33120037980728","0.252676460193148","0.409724299421411"
"Several times a year","2018","Not Employed","Urban Area","419","0.181569933305573","0.166373676903133","0.196766189708013"
"Several times a year","2018","Not Employed","Rural Area","132","0.159760222324049","0.135497921406881","0.184022523241216"
"Several times a year","2018","Employed","Urban Area","59","0.127843119104788","0.0937732164506974","0.161913021758879"
"Several times a year","2018","Employed","Rural Area","8","","",""
"At least once a month","2018","Not Employed","Urban Area","140","0.0661522851920735","0.0563543556152759","0.0759502147688711"
"At least once a month","2018","Not Employed","Rural Area","39","0.0610804239301928","0.0452219549784709","0.0769388928819146"
"At least once a month","2018","Employed","Urban Area","32","0.092873198243685","0.063258036559353","0.122488359928017"
"At least once a month","2018","Employed","Rural Area","5","","",""
"At lease once a week","2018","Not Employed","Urban Area","712","0.328493377372801","0.309978863345932","0.347007891399669"
"At lease once a week","2018","Not Employed","Rural Area","281","0.390003065616264","0.357703708775763","0.422302422456764"
"At lease once a week","2018","Employed","Urban Area","153","0.53377042520327","0.48287109457747","0.58466975582907"
"At lease once a week","2018","Employed","Rural Area","56","0.552917461877975","0.469964374461025","0.635870549294925"
"Almost never or never","2019","Not Employed","Urban Area","2459","0.370154909672826","0.358578577187396","0.381731242158257"
"Almost never or never","2019","Not Employed","Rural Area","1479","0.413397593086943","0.397161904575415","0.429633281598471"
"Almost never or never","2019","Employed","Urban Area","2642","0.224677572077534","0.216962369475813","0.232392774679256"
"Almost never or never","2019","Employed","Rural Area","1599","0.235314245643902","0.224808606123387","0.245819885164417"
"Several times a year","2019","Not Employed","Urban Area","765","0.106318525605967","0.0989282912501871","0.113708759961748"
"Several times a year","2019","Not Employed","Rural Area","430","0.131773093389784","0.120621297567862","0.142924889211707"
"Several times a year","2019","Employed","Urban Area","1469","0.13722067466978","0.130860252532093","0.143581096807467"
"Several times a year","2019","Employed","Rural Area","967","0.158374904525442","0.149333010625834","0.16741679842505"
"At least once a month","2019","Not Employed","Urban Area","267","0.0346048743197692","0.0302227615509363","0.0389869870886021"
"At least once a month","2019","Not Employed","Rural Area","129","0.0346278435723618","0.0285998202181526","0.0406558669265709"
"At least once a month","2019","Employed","Urban Area","532","0.0518724810183236","0.0477730065425527","0.0559719554940945"
"At least once a month","2019","Employed","Rural Area","356","0.0559802305616804","0.0502869213548825","0.0616735397684782"
"At lease once a week","2019","Not Employed","Urban Area","3192","0.488921690401437","0.476937029854223","0.500906350948651"
"At lease once a week","2019","Not Employed","Rural Area","1496","0.420201469950911","0.403927925404297","0.436475014497525"
"At lease once a week","2019","Employed","Urban Area","6599","0.586229272234362","0.577125111170848","0.595333433297877"
"At lease once a week","2019","Employed","Rural Area","3341","0.550330619268976","0.538010486681935","0.562650751856017"
