"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","1990","66 and older","Saxony","10","","","","4"
"At lease once a week","1990","66 and older","Saxony-Anhalt","5","","","","4"
"At lease once a week","1990","66 and older","Thuringia","1","","","","4"
"At least once a month","1990","66 and older","Hesse","1","","","","3"
"At least once a month","1990","16-34 y.","Schleswig-Holstein","2","","","","3"
"At least once a month","1990","16-34 y.","Hamburg","7","","","","3"
"At least once a month","1990","35-65 y.","Thuringia","10","","","","3"
"At least once a month","1990","66 and older","Lower Saxony","4","","","","3"
"At least once a month","1990","66 and older","Bremen","","","","","3"
"At least once a month","1990","66 and older","North Rhine-Westphalia","11","","","","3"
"At least once a month","1990","66 and older","Rhineland-Palatinate,Saarland","2","","","","3"
"At least once a month","1990","66 and older","Baden-Württemberg","3","","","","3"
"At least once a month","1990","16-34 y.","Lower Saxony","41","0.117027313109967","0.0839133578573756","0.150141268362559","3"
"At least once a month","1990","16-34 y.","Bremen","3","","","","3"
"At least once a month","1990","16-34 y.","North Rhine-Westphalia","85","0.0915775515706251","0.0737365316772175","0.109418571464033","3"
"At least once a month","1990","16-34 y.","Hesse","38","0.10027783219192","0.0694208053648433","0.131134859018998","3"
"At least once a month","1990","16-34 y.","Rhineland-Palatinate,Saarland","22","","","","3"
"At least once a month","1990","35-65 y.","Bavaria","81","0.107493732227737","0.0858536985054855","0.129133765949989","3"
"At least once a month","1990","35-65 y.","Mecklenburg-Western Pomerania","12","","","","3"
"At least once a month","1990","35-65 y.","Saxony","23","","","","3"
"At least once a month","1990","35-65 y.","Saxony-Anhalt","14","","","","3"
"At least once a month","1990","66 and older","Schleswig-Holstein","1","","","","3"
"At least once a month","1990","66 and older","Hamburg","","","","","3"
"At least once a month","1990","66 and older","Brandenburg","","","","","3"
"At least once a month","1990","66 and older","Mecklenburg-Western Pomerania","2","","","","3"
"At least once a month","1990","66 and older","Saxony","","","","","3"
"At least once a month","1990","66 and older","Saxony-Anhalt","","","","","3"
"At least once a month","1990","66 and older","Thuringia","","","","","3"
"At least once a month","1990","16-34 y.","Baden-Württemberg","93","0.136562981657698","0.111670326092222","0.161455637223175","3"
"At least once a month","1990","16-34 y.","Bavaria","84","0.145122783038489","0.11721713896835","0.173028427108628","3"
"At least once a month","1990","16-34 y.","Berlin","16","","","","3"
"At least once a month","1990","16-34 y.","Brandenburg","10","","","","3"
"At least once a month","1990","16-34 y.","Mecklenburg-Western Pomerania","7","","","","3"
"At least once a month","1990","16-34 y.","Saxony","27","","","","3"
"At least once a month","1990","35-65 y.","Lower Saxony","36","0.0784734461038851","0.0547836795584288","0.102163212649342","3"
"At least once a month","1990","35-65 y.","Bremen","2","","","","3"
"At least once a month","1990","35-65 y.","Hesse","26","","","","3"
"At least once a month","1990","35-65 y.","Rhineland-Palatinate,Saarland","22","","","","3"
"At least once a month","1990","35-65 y.","Baden-Württemberg","69","0.0859694696453368","0.067563372329019","0.104375566961655","3"
"At least once a month","1990","35-65 y.","Berlin","17","","","","3"
"At least once a month","1990","35-65 y.","Brandenburg","11","","","","3"
"At least once a month","1990","66 and older","Bavaria","9","","","","3"
"At least once a month","1990","66 and older","Berlin","3","","","","3"
"At least once a month","1990","16-34 y.","Saxony-Anhalt","11","","","","3"
"At least once a month","1990","16-34 y.","Thuringia","9","","","","3"
"At least once a month","1990","35-65 y.","Schleswig-Holstein","18","","","","3"
"At least once a month","1990","35-65 y.","Hamburg","2","","","","3"
"At least once a month","1990","35-65 y.","North Rhine-Westphalia","119","0.103961855475106","0.0874593202493244","0.120464390700887","3"
"Several times a year","1990","16-34 y.","Schleswig-Holstein","27","","","","2"
"Several times a year","1990","16-34 y.","Hesse","74","0.239759376420701","0.195900173407522","0.283618579433881","2"
"Several times a year","1990","16-34 y.","Hamburg","10","","","","2"
"Several times a year","1990","16-34 y.","North Rhine-Westphalia","221","0.256309314537186","0.229303355769622","0.28331527330475","2"
"Several times a year","1990","16-34 y.","Bavaria","159","0.280115860397971","0.244538597546569","0.315693123249372","2"
"Several times a year","1990","16-34 y.","Berlin","63","0.264878818064267","0.209736677525623","0.320020958602911","2"
"Several times a year","1990","16-34 y.","Lower Saxony","88","0.229314679483332","0.186008658936263","0.272620700030401","2"
"Several times a year","1990","16-34 y.","Bremen","8","","","","2"
"Several times a year","1990","16-34 y.","Rhineland-Palatinate,Saarland","45","0.186099236975393","0.139329460235985","0.232869013714801","2"
"Several times a year","1990","16-34 y.","Baden-Württemberg","165","0.238462946042752","0.207570992371624","0.26935489971388","2"
"Several times a year","1990","16-34 y.","Brandenburg","61","0.222115408620684","0.173772157997928","0.270458659243439","2"
"Several times a year","1990","16-34 y.","Saxony","100","0.217681661763301","0.180570550120845","0.254792773405757","2"
"Several times a year","1990","16-34 y.","Mecklenburg-Western Pomerania","38","0.185002287389475","0.131187722008673","0.238816852770277","2"
"Several times a year","1990","16-34 y.","Saxony-Anhalt","67","0.211100068241254","0.164610299954569","0.257589836527939","2"
"Several times a year","1990","16-34 y.","Thuringia","53","0.194664234362526","0.148856509823457","0.240471958901595","2"
"Several times a year","1990","35-65 y.","Hamburg","17","","","","2"
"Several times a year","1990","35-65 y.","Lower Saxony","90","0.192699600889052","0.157953707503332","0.227445494274771","2"
"Several times a year","1990","35-65 y.","Rhineland-Palatinate,Saarland","45","0.142285593840221","0.103584099000344","0.180987088680097","2"
"Several times a year","1990","35-65 y.","Baden-Württemberg","177","0.231373527048259","0.203683476939656","0.259063577156861","2"
"Several times a year","1990","35-65 y.","Schleswig-Holstein","40","0.29426432147802","0.222522552168743","0.366006090787298","2"
"Several times a year","1990","35-65 y.","Bremen","8","","","","2"
"Several times a year","1990","35-65 y.","North Rhine-Westphalia","233","0.183587781619578","0.162654995151205","0.204520568087951","2"
"Several times a year","1990","35-65 y.","Hesse","78","0.198195026771288","0.163597603714267","0.232792449828309","2"
"Several times a year","1990","35-65 y.","Bavaria","184","0.266751791696808","0.235853113404756","0.297650469988861","2"
"Several times a year","1990","35-65 y.","Brandenburg","44","0.12809635252702","0.0938113419454846","0.162381363108556","2"
"Several times a year","1990","35-65 y.","Mecklenburg-Western Pomerania","35","0.124141152649797","0.0839830526944326","0.164299252605161","2"
"Several times a year","1990","35-65 y.","Saxony","73","0.098600681171468","0.0761767488359402","0.121024613506996","2"
"Several times a year","1990","35-65 y.","Thuringia","45","0.106401123073875","0.07515064230591","0.137651603841839","2"
"Several times a year","1990","35-65 y.","Berlin","59","0.205526498009928","0.161526849670284","0.249526146349572","2"
"Several times a year","1990","35-65 y.","Saxony-Anhalt","37","0.0728139454805825","0.0473827584230848","0.0982451325380801","2"
"Several times a year","1990","66 and older","Schleswig-Holstein","3","","","","2"
"Several times a year","1990","66 and older","Hamburg","","","","","2"
"Several times a year","1990","66 and older","North Rhine-Westphalia","15","","","","2"
"Several times a year","1990","66 and older","Thuringia","1","","","","2"
"Several times a year","1990","66 and older","Lower Saxony","5","","","","2"
"Several times a year","1990","66 and older","Bremen","","","","","2"
"Several times a year","1990","66 and older","Hesse","8","","","","2"
"Several times a year","1990","66 and older","Bavaria","22","","","","2"
"Several times a year","1990","66 and older","Berlin","2","","","","2"
"Several times a year","1990","66 and older","Brandenburg","1","","","","2"
"Several times a year","1990","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1990","66 and older","Saxony","4","","","","2"
"Several times a year","1990","66 and older","Saxony-Anhalt","4","","","","2"
"Several times a year","1990","66 and older","Rhineland-Palatinate,Saarland","3","","","","2"
"Several times a year","1990","66 and older","Baden-Württemberg","16","","","","2"
"Almost never or never","1991","16-34 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","1991","16-34 y.","Hamburg","","","","","1"
"Almost never or never","1991","16-34 y.","Lower Saxony","","","","","1"
"Almost never or never","1991","16-34 y.","Bremen","","","","","1"
"Almost never or never","1991","16-34 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","1991","16-34 y.","Hesse","","","","","1"
"Almost never or never","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1991","16-34 y.","Baden-Württemberg","","","","","1"
"Almost never or never","1991","16-34 y.","Bavaria","","","","","1"
"Almost never or never","1991","16-34 y.","Berlin","","","","","1"
"Almost never or never","1991","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1991","16-34 y.","Saxony","","","","","1"
"Almost never or never","1991","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1991","16-34 y.","Thuringia","","","","","1"
"Almost never or never","1991","35-65 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","1991","35-65 y.","Hamburg","","","","","1"
"Almost never or never","1991","35-65 y.","Lower Saxony","","","","","1"
"Almost never or never","1991","35-65 y.","Bremen","","","","","1"
"Almost never or never","1991","35-65 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","1991","35-65 y.","Hesse","","","","","1"
"Almost never or never","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1991","35-65 y.","Baden-Württemberg","","","","","1"
"Almost never or never","1991","35-65 y.","Bavaria","","","","","1"
"Almost never or never","1991","35-65 y.","Berlin","","","","","1"
"Almost never or never","1991","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1991","35-65 y.","Saxony","","","","","1"
"Almost never or never","1991","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1991","35-65 y.","Thuringia","","","","","1"
"Almost never or never","1991","66 and older","Schleswig-Holstein","","","","","1"
"Almost never or never","1991","66 and older","Hamburg","","","","","1"
"Almost never or never","1991","66 and older","Lower Saxony","","","","","1"
"Almost never or never","1991","66 and older","Bremen","","","","","1"
"Almost never or never","1991","66 and older","North Rhine-Westphalia","","","","","1"
"Almost never or never","1991","66 and older","Hesse","","","","","1"
"Almost never or never","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1991","66 and older","Baden-Württemberg","","","","","1"
"Almost never or never","1991","66 and older","Bavaria","","","","","1"
"Almost never or never","1991","66 and older","Berlin","","","","","1"
"Almost never or never","1991","66 and older","Brandenburg","","","","","1"
"Almost never or never","1991","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1991","66 and older","Saxony","","","","","1"
"Almost never or never","1991","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","1991","66 and older","Thuringia","","","","","1"
"At lease once a week","1991","16-34 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","1991","16-34 y.","Hamburg","","","","","4"
"At lease once a week","1991","16-34 y.","Lower Saxony","","","","","4"
"At lease once a week","1991","16-34 y.","Bremen","","","","","4"
"At lease once a week","1991","16-34 y.","North Rhine-Westphalia","","","","","4"
