"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","1985","66 and older","Berlin","2","","","","2"
"Several times a year","1985","66 and older","Brandenburg","","","","","2"
"Several times a year","1985","66 and older","Saxony","","","","","2"
"Several times a year","1985","66 and older","Saxony-Anhalt","","","","","2"
"Several times a year","1985","35-65 y.","Bavaria","110","0.114263730126174","0.0943560799531669","0.13417138029918","2"
"Several times a year","1985","35-65 y.","Berlin","26","","","","2"
"Several times a year","1985","35-65 y.","Brandenburg","","","","","2"
"Several times a year","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1985","35-65 y.","Thuringia","","","","","2"
"Several times a year","1985","66 and older","Lower Saxony","4","","","","2"
"Several times a year","1985","66 and older","Bremen","","","","","2"
"Several times a year","1985","66 and older","North Rhine-Westphalia","5","","","","2"
"Several times a year","1985","66 and older","Baden-Württemberg","3","","","","2"
"Several times a year","1985","35-65 y.","Saxony","","","","","2"
"Several times a year","1985","35-65 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1985","66 and older","Schleswig-Holstein","1","","","","2"
"Several times a year","1985","66 and older","Hamburg","","","","","2"
"Almost never or never","1986","16-34 y.","Schleswig-Holstein","46","0.376193548006397","0.287268057802962","0.465119038209831","1"
"Almost never or never","1986","16-34 y.","Hamburg","29","","","","1"
"Almost never or never","1986","16-34 y.","Lower Saxony","150","0.355096732968377","0.308888420339373","0.40130504559738","1"
"Almost never or never","1986","16-34 y.","Bremen","10","","","","1"
"Almost never or never","1986","16-34 y.","North Rhine-Westphalia","434","0.341300953211778","0.313618893501388","0.368983012922168","1"
"Almost never or never","1986","16-34 y.","Hesse","197","0.39150720078989","0.345103648848606","0.437910752731173","1"
"Almost never or never","1986","16-34 y.","Rhineland-Palatinate,Saarland","117","0.351205375989943","0.296917348122834","0.405493403857052","1"
"Almost never or never","1986","16-34 y.","Baden-Württemberg","322","0.332190741670426","0.299593497403909","0.364787985936944","1"
"Almost never or never","1986","16-34 y.","Bavaria","224","0.319632415001023","0.284189087839597","0.355075742162449","1"
"Almost never or never","1986","16-34 y.","Berlin","49","0.335709982884576","0.25292452114164","0.418495444627512","1"
"Almost never or never","1986","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1986","16-34 y.","Saxony","","","","","1"
"Almost never or never","1986","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1986","16-34 y.","Thuringia","","","","","1"
"Almost never or never","1986","35-65 y.","Schleswig-Holstein","105","0.574581742584184","0.501539225580502","0.647624259587866","1"
"Almost never or never","1986","35-65 y.","Hamburg","79","0.567520732276827","0.481016704245316","0.654024760308339","1"
"Almost never or never","1986","35-65 y.","Lower Saxony","355","0.622292382861699","0.582457176440814","0.662127589282583","1"
"Almost never or never","1986","35-65 y.","Bremen","39","0.749607545946966","0.628302841455206","0.870912250438726","1"
"Almost never or never","1986","35-65 y.","North Rhine-Westphalia","982","0.625395323138468","0.600719321742319","0.650071324534616","1"
"Almost never or never","1986","35-65 y.","Hesse","380","0.667831175356153","0.627580979480331","0.708081371231975","1"
"Almost never or never","1986","35-65 y.","Rhineland-Palatinate,Saarland","287","0.744608930502388","0.700472273994723","0.788745587010053","1"
"Almost never or never","1986","35-65 y.","Baden-Württemberg","734","0.664607854190288","0.63570469352254","0.693511014858036","1"
"Almost never or never","1986","35-65 y.","Bavaria","553","0.587652530042843","0.555634313387779","0.619670746697907","1"
"Almost never or never","1986","35-65 y.","Berlin","132","0.698791705521885","0.633557012245579","0.764026398798191","1"
"Almost never or never","1986","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1986","35-65 y.","Saxony","","","","","1"
"Almost never or never","1986","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1986","35-65 y.","Thuringia","","","","","1"
"Almost never or never","1986","66 and older","Schleswig-Holstein","27","","","","1"
"Almost never or never","1986","66 and older","Hamburg","35","0.871156400454299","0.7673324413111","0.974980359597498","1"
"Almost never or never","1986","66 and older","Lower Saxony","106","0.876436734793875","0.817557461361739","0.93531600822601","1"
"Almost never or never","1986","66 and older","Bremen","26","","","","1"
"Almost never or never","1986","66 and older","North Rhine-Westphalia","216","0.921311445429511","0.886959518233868","0.955663372625153","1"
"Almost never or never","1986","66 and older","Hesse","77","0.875305774365087","0.806669112148492","0.943942436581683","1"
"Almost never or never","1986","66 and older","Rhineland-Palatinate,Saarland","89","0.950596385693005","0.90678756071789","0.994405210668121","1"
"Almost never or never","1986","66 and older","Baden-Württemberg","142","0.894931387931257","0.847565408629103","0.942297367233412","1"
"Almost never or never","1986","66 and older","Bavaria","163","0.880453913239329","0.834201096575273","0.926706729903386","1"
"Almost never or never","1986","66 and older","Berlin","33","0.945875359123767","0.870915538493993","1.02083517975354","1"
"Almost never or never","1986","66 and older","Brandenburg","","","","","1"
"Almost never or never","1986","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1986","66 and older","Saxony","","","","","1"
"Almost never or never","1986","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","1986","66 and older","Thuringia","","","","","1"
"At lease once a week","1986","16-34 y.","Thuringia","","","","","4"
"At lease once a week","1986","35-65 y.","Hamburg","26","","","","4"
"At lease once a week","1986","35-65 y.","Lower Saxony","128","0.232624370118414","0.197908858954309","0.267339881282519","4"
"At lease once a week","1986","35-65 y.","Bremen","3","","","","4"
"At lease once a week","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1986","16-34 y.","Saxony","","","","","4"
"At lease once a week","1986","16-34 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1986","35-65 y.","Schleswig-Holstein","45","0.2770729408846","0.210952452209841","0.34319342955936","4"
"At lease once a week","1986","16-34 y.","Hesse","154","0.395149272235909","0.348670106632885","0.441628437838932","4"
"At lease once a week","1986","16-34 y.","Bavaria","256","0.408724557109578","0.371361056795101","0.446088057424056","4"
"At lease once a week","1986","16-34 y.","Berlin","44","0.418598160583796","0.33211532056006","0.505081000607532","4"
"At lease once a week","1986","16-34 y.","Brandenburg","","","","","4"
"At lease once a week","1986","16-34 y.","Schleswig-Holstein","37","0.33251084871981","0.246029853100434","0.418991844339185","4"
"At lease once a week","1986","16-34 y.","Hamburg","34","0.425984115267023","0.320861226694196","0.531107003839849","4"
"At lease once a week","1986","16-34 y.","Lower Saxony","157","0.388867686966891","0.341795103405711","0.435940270528072","4"
"At lease once a week","1986","16-34 y.","Bremen","6","","","","4"
"At lease once a week","1986","16-34 y.","North Rhine-Westphalia","406","0.385153928745354","0.356742930044598","0.41356492744611","4"
"At lease once a week","1986","16-34 y.","Rhineland-Palatinate,Saarland","104","0.365478647506041","0.310711011988944","0.420246283023138","4"
"At lease once a week","1986","16-34 y.","Baden-Württemberg","273","0.357770857973263","0.324596051940688","0.390945664005838","4"
"At lease once a week","1986","35-65 y.","North Rhine-Westphalia","290","0.228149957349188","0.206756176821417","0.249543737876959","4"
"At lease once a week","1986","35-65 y.","Hesse","83","0.195415394935608","0.161529382526062","0.229301407345155","4"
"At lease once a week","1986","35-65 y.","Rhineland-Palatinate,Saarland","46","0.133916285714859","0.0994472534196646","0.168385318010054","4"
"At lease once a week","1986","35-65 y.","Baden-Württemberg","143","0.170964415499604","0.147916820844472","0.194012010154736","4"
"At lease once a week","1986","35-65 y.","Bavaria","207","0.246268267812838","0.218245063424736","0.274291472200939","4"
"At lease once a week","1986","35-65 y.","Berlin","24","","","","4"
"At lease once a week","1986","35-65 y.","Brandenburg","","","","","4"
"At lease once a week","1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1986","35-65 y.","Saxony","","","","","4"
"At lease once a week","1986","35-65 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1986","35-65 y.","Thuringia","","","","","4"
"At lease once a week","1986","66 and older","Schleswig-Holstein","1","","","","4"
"At lease once a week","1986","66 and older","Hamburg","2","","","","4"
"At lease once a week","1986","66 and older","Lower Saxony","11","","","","4"
"At lease once a week","1986","66 and older","Bremen","5","","","","4"
"At lease once a week","1986","66 and older","North Rhine-Westphalia","15","","","","4"
"At lease once a week","1986","66 and older","Hesse","11","","","","4"
"At lease once a week","1986","66 and older","Rhineland-Palatinate,Saarland","2","","","","4"
"At lease once a week","1986","66 and older","Baden-Württemberg","12","","","","4"
"At lease once a week","1986","66 and older","Bavaria","16","","","","4"
"At lease once a week","1986","66 and older","Berlin","2","","","","4"
"At lease once a week","1986","66 and older","Brandenburg","","","","","4"
"At lease once a week","1986","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1986","66 and older","Saxony","","","","","4"
"At lease once a week","1986","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","1986","66 and older","Thuringia","","","","","4"
"At least once a month","1986","16-34 y.","Schleswig-Holstein","9","","","","3"
"At least once a month","1986","35-65 y.","Lower Saxony","28","","","","3"
"At least once a month","1986","35-65 y.","Hesse","19","","","","3"
"At least once a month","1986","35-65 y.","Baden-Württemberg","42","0.0423356815728846","0.0300090024916141","0.0546623606541552","3"
"At least once a month","1986","16-34 y.","Hamburg","5","","","","3"
"At least once a month","1986","16-34 y.","Lower Saxony","28","","","","3"
"At least once a month","1986","16-34 y.","Bremen","4","","","","3"
"At least once a month","1986","16-34 y.","North Rhine-Westphalia","78","0.0752094959185668","0.0598122107679018","0.0906067810692318","3"
"At least once a month","1986","16-34 y.","Hesse","17","","","","3"
"At least once a month","1986","16-34 y.","Rhineland-Palatinate,Saarland","29","","","","3"
"At least once a month","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1986","16-34 y.","Saxony","","","","","3"
"At least once a month","1986","16-34 y.","Thuringia","","","","","3"
"At least once a month","1986","35-65 y.","Schleswig-Holstein","7","","","","3"
"At least once a month","1986","35-65 y.","Hamburg","12","","","","3"
"At least once a month","1986","35-65 y.","Bremen","1","","","","3"
"At least once a month","1986","35-65 y.","North Rhine-Westphalia","65","0.0456518063377261","0.0350105406897012","0.0562930719857511","3"
"At least once a month","1986","35-65 y.","Rhineland-Palatinate,Saarland","13","","","","3"
"At least once a month","1986","35-65 y.","Bavaria","48","0.0556751952279162","0.0407611059050791","0.0705892845507532","3"
"At least once a month","1986","35-65 y.","Berlin","9","","","","3"
"At least once a month","1986","35-65 y.","Brandenburg","","","","","3"
"At least once a month","1986","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1986","35-65 y.","Thuringia","","","","","3"
"At least once a month","1986","66 and older","Schleswig-Holstein","","","","","3"
"At least once a month","1986","66 and older","Hamburg","2","","","","3"
"At least once a month","1986","66 and older","Lower Saxony","2","","","","3"
"At least once a month","1986","66 and older","Bremen","1","","","","3"
