"m11104","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2005","Rural Area","Male","703","0.207251355965959","0.193402924243692","0.221099787688227","2"
"Several times a year","2005","Urban Area","Female","1229","0.162226263621095","0.153739092625537","0.170713434616652","2"
"Several times a year","2005","Rural Area","Female","690","0.1923600674513","0.179377772259529","0.205342362643071","2"
"Almost never or never","2006","Urban Area","Male","","","","","1"
"Almost never or never","2006","Urban Area","Female","","","","","1"
"Almost never or never","2006","Rural Area","Female","","","","","1"
"Almost never or never","2006","Rural Area","Male","","","","","1"
"At lease once a week","2006","Rural Area","Female","","","","","4"
"At lease once a week","2006","Urban Area","Male","","","","","4"
"At lease once a week","2006","Urban Area","Female","","","","","4"
"At lease once a week","2006","Rural Area","Male","","","","","4"
"At least once a month","2006","Urban Area","Male","","","","","3"
"At least once a month","2006","Rural Area","Female","","","","","3"
"At least once a month","2006","Urban Area","Female","","","","","3"
"At least once a month","2006","Rural Area","Male","","","","","3"
"Several times a year","2006","Urban Area","Male","","","","","2"
"Several times a year","2006","Rural Area","Male","","","","","2"
"Several times a year","2006","Urban Area","Female","","","","","2"
"Several times a year","2006","Rural Area","Female","","","","","2"
"Almost never or never","2007","Urban Area","Male","2394","0.380490114250313","0.368609317400231","0.392370911100395","1"
"Almost never or never","2007","Urban Area","Female","2814","0.427580097916561","0.416108786281361","0.439051409551761","1"
"Almost never or never","2007","Rural Area","Female","1570","0.452858240861148","0.436579867853055","0.469136613869241","1"
"Almost never or never","2007","Rural Area","Male","1429","0.426554273369059","0.409803925678643","0.443304621059475","1"
"At lease once a week","2007","Urban Area","Male","2316","0.34382531629487","0.332202043744719","0.355448588845021","4"
"At lease once a week","2007","Rural Area","Male","978","0.301053717758156","0.285517889408522","0.316589546107789","4"
"At lease once a week","2007","Rural Area","Female","1150","0.311069827197441","0.295930852124637","0.326208802270246","4"
"At lease once a week","2007","Urban Area","Female","2705","0.349409397263497","0.338354157702349","0.360464636824646","4"
"At least once a month","2007","Urban Area","Male","537","0.0826693080980767","0.0759304723005743","0.089408143895579","3"
"At least once a month","2007","Urban Area","Female","492","0.0623647676948341","0.056757728552491","0.0679718068371773","3"
"At least once a month","2007","Rural Area","Female","227","0.0611870269550804","0.0533491373191259","0.0690249165910349","3"
"At least once a month","2007","Rural Area","Male","249","0.0753985258856333","0.0664562258882423","0.0843408258830242","3"
"Several times a year","2007","Urban Area","Male","1168","0.19301526135674","0.183357460498978","0.202673062214502","2"
"Several times a year","2007","Urban Area","Female","1134","0.160645737125108","0.152131333628235","0.169160140621981","2"
"Several times a year","2007","Rural Area","Male","693","0.196993482987152","0.183523222887751","0.210463743086553","2"
"Several times a year","2007","Rural Area","Female","645","0.17488490498633","0.16246228054493","0.18730752942773","2"
"Almost never or never","2008","Urban Area","Male","1819","0.301420494508102","0.289858604758642","0.312982384257561","1"
"Almost never or never","2008","Urban Area","Female","2242","0.359849283943956","0.348385045165689","0.371313522722223","1"
"Almost never or never","2008","Rural Area","Male","1124","0.352582769681193","0.335911407809491","0.369254131552895","1"
"Almost never or never","2008","Rural Area","Female","1185","0.358866946240813","0.34271051534133","0.375023377140295","1"
"At lease once a week","2008","Urban Area","Male","2527","0.409822055510956","0.3974305616542","0.422213549367711","4"
"At lease once a week","2008","Rural Area","Male","1099","0.346770741948723","0.330163311308764","0.363378172588681","4"
"At lease once a week","2008","Rural Area","Female","1299","0.35817989569617","0.342030291779433","0.374329499612907","4"
"At lease once a week","2008","Urban Area","Female","2888","0.406965305388406","0.39523086108729","0.418699749689521","4"
"At least once a month","2008","Urban Area","Male","523","0.0860233486368518","0.0789583800140777","0.093088317259626","3"
"At least once a month","2008","Rural Area","Male","244","0.088499455833668","0.0785889191016545","0.0984099925656815","3"
"At least once a month","2008","Urban Area","Female","489","0.0667931396484526","0.0608296746540898","0.0727566046428153","3"
"At least once a month","2008","Rural Area","Female","235","0.0775864095863767","0.0685756731239357","0.0865971460488176","3"
"Several times a year","2008","Urban Area","Female","1114","0.166392271019186","0.157496343725947","0.175288198312424","2"
"Several times a year","2008","Rural Area","Male","688","0.212147032536416","0.197881451095407","0.226412613977426","2"
"Several times a year","2008","Urban Area","Male","1182","0.202734101344091","0.192604333040148","0.212863869648034","2"
"Several times a year","2008","Rural Area","Female","667","0.205366748476641","0.191760041107979","0.218973455845303","2"
"Almost never or never","2009","Urban Area","Male","1954","0.34553679674781","0.333072887506938","0.358000705988681","1"
"Almost never or never","2009","Urban Area","Female","2306","0.391406908428344","0.379271896179356","0.403541920677332","1"
"Almost never or never","2009","Rural Area","Female","1401","0.452841634998997","0.435616580381005","0.470066689616988","1"
"Almost never or never","2009","Rural Area","Male","1263","0.405828978084605","0.388295188680425","0.423362767488784","1"
"At lease once a week","2009","Urban Area","Male","2100","0.36597947289186","0.353354090731554","0.378604855052167","4"
"At lease once a week","2009","Urban Area","Female","2507","0.389508649290303","0.377384234736779","0.401633063843826","4"
"At lease once a week","2009","Rural Area","Male","906","0.313157370609038","0.29659744180859","0.329717299409486","4"
"At lease once a week","2009","Rural Area","Female","1035","0.30950229364182","0.293505093906834","0.325499493376805","4"
"At least once a month","2009","Urban Area","Male","476","0.0889210838292448","0.0814609798340716","0.0963811878244181","3"
"At least once a month","2009","Rural Area","Male","224","0.0783342664741204","0.0687400141434839","0.087928518804757","3"
"At least once a month","2009","Urban Area","Female","406","0.0620482147205721","0.0560500640766748","0.0680463653644693","3"
"At least once a month","2009","Rural Area","Female","230","0.0859017236627119","0.0762049268526044","0.0955985204728193","3"
"Several times a year","2009","Urban Area","Female","995","0.157036227560781","0.147990013739541","0.166082441382021","2"
"Several times a year","2009","Rural Area","Male","620","0.202679384832237","0.188325488328754","0.21703328133572","2"
"Several times a year","2009","Urban Area","Male","1062","0.199562646531085","0.189087314180215","0.210037978881955","2"
"Several times a year","2009","Rural Area","Female","542","0.151754347696472","0.139338902319908","0.164169793073036","2"
"Almost never or never","2010","Urban Area","Male","","","","","1"
"Almost never or never","2010","Urban Area","Female","","","","","1"
"Almost never or never","2010","Rural Area","Female","","","","","1"
"Almost never or never","2010","Rural Area","Male","","","","","1"
"At lease once a week","2010","Urban Area","Male","","","","","4"
"At lease once a week","2010","Urban Area","Female","","","","","4"
"At lease once a week","2010","Rural Area","Male","","","","","4"
"At lease once a week","2010","Rural Area","Female","","","","","4"
"At least once a month","2010","Urban Area","Male","","","","","3"
"At least once a month","2010","Urban Area","Female","","","","","3"
"At least once a month","2010","Rural Area","Male","","","","","3"
"At least once a month","2010","Rural Area","Female","","","","","3"
"Several times a year","2010","Rural Area","Male","","","","","2"
"Several times a year","2010","Urban Area","Female","","","","","2"
"Several times a year","2010","Urban Area","Male","","","","","2"
"Several times a year","2010","Rural Area","Female","","","","","2"
"Almost never or never","2011","Urban Area","Male","3050","0.375258503089983","0.364810421278834","0.385706584901133","1"
"Almost never or never","2011","Urban Area","Female","4009","0.405989493927809","0.396415064446135","0.415563923409483","1"
"Almost never or never","2011","Rural Area","Female","2457","0.450551845555942","0.437303417959106","0.463800273152778","1"
"Almost never or never","2011","Rural Area","Male","2069","0.441398995983687","0.427049531236735","0.45574846073064","1"
"At lease once a week","2011","Urban Area","Male","3201","0.377435748882887","0.366975675718578","0.387895822047195","4"
"At lease once a week","2011","Urban Area","Female","3977","0.391477164485282","0.381961259408401","0.400993069562162","4"
"At lease once a week","2011","Rural Area","Male","1436","0.322103023054995","0.30859945852343","0.335606587586561","4"
"At lease once a week","2011","Rural Area","Female","1764","0.334458462906983","0.321895639121055","0.347021286692911","4"
"At least once a month","2011","Urban Area","Male","600","0.0736882549494267","0.0680505955019478","0.0793259143969057","3"
"At least once a month","2011","Rural Area","Male","293","0.0636975753076992","0.0566402733520807","0.0707548772633176","3"
"At least once a month","2011","Urban Area","Female","624","0.0613868542828513","0.0567069232854401","0.0660667852802625","3"
"At least once a month","2011","Rural Area","Female","298","0.0512241812246393","0.0453540486866042","0.0570943137626744","3"
"Several times a year","2011","Urban Area","Female","1496","0.141146487304058","0.134358312312988","0.147934662295128","2"
"Several times a year","2011","Rural Area","Male","802","0.172800405653618","0.161874770081464","0.183726041225772","2"
"Several times a year","2011","Urban Area","Male","1399","0.173617493077703","0.165443986528973","0.181790999626433","2"
"Several times a year","2011","Rural Area","Female","899","0.163765510312436","0.153911707892536","0.173619312732335","2"
"Almost never or never","2012","Urban Area","Female","","","","","1"
"Almost never or never","2012","Urban Area","Male","","","","","1"
"Almost never or never","2012","Rural Area","Female","","","","","1"
"Almost never or never","2012","Rural Area","Male","","","","","1"
"At lease once a week","2012","Urban Area","Female","","","","","4"
"At lease once a week","2012","Rural Area","Male","","","","","4"
"At lease once a week","2012","Rural Area","Female","","","","","4"
"At lease once a week","2012","Urban Area","Male","","","","","4"
"At least once a month","2012","Urban Area","Male","","","","","3"
"At least once a month","2012","Urban Area","Female","","","","","3"
"At least once a month","2012","Rural Area","Male","","","","","3"
"At least once a month","2012","Rural Area","Female","","","","","3"
"Several times a year","2012","Rural Area","Female","","","","","2"
"Several times a year","2012","Urban Area","Female","","","","","2"
"Several times a year","2012","Rural Area","Male","","","","","2"
"Several times a year","2012","Urban Area","Male","","","","","2"
"Almost never or never","2013","Urban Area","Female","2950","0.323265817469349","0.313615056451993","0.332916578486704","1"
"Almost never or never","2013","Urban Area","Male","2283","0.305455713465139","0.294922843392814","0.315988583537463","1"
"Almost never or never","2013","Rural Area","Male","1483","0.347481206444326","0.333056378169917","0.361906034718735","1"
"Almost never or never","2013","Rural Area","Female","1757","0.347977756795491","0.334700272150393","0.361255241440588","1"
"At lease once a week","2013","Urban Area","Female","4552","0.511623815886617","0.501309861006194","0.52193777076704","4"
"At lease once a week","2013","Rural Area","Male","1748","0.427351461717646","0.412365481528322","0.442337441906971","4"
"At lease once a week","2013","Rural Area","Female","2231","0.458253500208322","0.444364857282725","0.472142143133918","4"
"At lease once a week","2013","Urban Area","Male","3575","0.489162930294403","0.477731762478315","0.50059409811049","4"
"At least once a month","2013","Urban Area","Male","410","0.0575000274623432","0.0521765266069984","0.062823528317688","3"
"At least once a month","2013","Urban Area","Female","405","0.0460431645828369","0.041718827328687","0.0503675018369869","3"
"At least once a month","2013","Rural Area","Male","208","0.0534074724113161","0.0465961564395889","0.0602187883830432","3"
"At least once a month","2013","Rural Area","Female","232","0.0469932877240585","0.0410943371852884","0.0528922382628286","3"
"Several times a year","2013","Urban Area","Male","1078","0.147881328778115","0.139763697105295","0.155998960450936","2"
"Several times a year","2013","Rural Area","Female","724","0.146775455272129","0.136911133095656","0.156639777448602","2"
"Several times a year","2013","Urban Area","Female","1116","0.119067202061198","0.112384684999853","0.125749719122542","2"
"Several times a year","2013","Rural Area","Male","747","0.171759859426711","0.160334037417313","0.18318568143611","2"
"Almost never or never","2014","Urban Area","Male","","","","","1"
"Almost never or never","2014","Urban Area","Female","","","","","1"
"Almost never or never","2014","Rural Area","Male","","","","","1"
"Almost never or never","2014","Rural Area","Female","","","","","1"
"At lease once a week","2014","Urban Area","Female","","","","","4"
"At lease once a week","2014","Rural Area","Male","","","","","4"
"At lease once a week","2014","Rural Area","Female","","","","","4"
"At lease once a week","2014","Urban Area","Male","","","","","4"
"At least once a month","2014","Urban Area","Male","","","","","3"
"At least once a month","2014","Urban Area","Female","","","","","3"
"At least once a month","2014","Rural Area","Male","","","","","3"
"At least once a month","2014","Rural Area","Female","","","","","3"
"Several times a year","2014","Urban Area","Male","","","","","2"
"Several times a year","2014","Urban Area","Female","","","","","2"
"Several times a year","2014","Rural Area","Female","","","","","2"
"Several times a year","2014","Rural Area","Male","","","","","2"
"Almost never or never","2015","Urban Area","Male","2870","0.347782425061395","0.337414428232301","0.35815042189049","1"
"Almost never or never","2015","Urban Area","Female","3654","0.378669495918698","0.368968057635405","0.38837093420199","1"
"Almost never or never","2015","Rural Area","Male","1828","0.414718807437557","0.39990858134868","0.429529033526434","1"
"Almost never or never","2015","Rural Area","Female","2075","0.405787932632999","0.392037553629974","0.419538311636025","1"
"At lease once a week","2015","Urban Area","Female","4287","0.457042214175535","0.447078854313778","0.467005574037291","4"
"At lease once a week","2015","Rural Area","Male","1498","0.359924267281721","0.345495680889774","0.374352853673668","4"
"At lease once a week","2015","Rural Area","Female","1917","0.403902657730312","0.390162512615548","0.417642802845076","4"
"At lease once a week","2015","Urban Area","Male","3586","0.452832165297427","0.441996047813886","0.463668282780968","4"
"At least once a month","2015","Urban Area","Male","496","0.0599073183355256","0.0547411319929819","0.0650735046780693","3"
"At least once a month","2015","Urban Area","Female","447","0.0525564641468371","0.0480933872991802","0.057019540994494","3"
"At least once a month","2015","Rural Area","Male","254","0.0615046684742779","0.0542824164751445","0.0687269204734113","3"
"At least once a month","2015","Rural Area","Female","252","0.0474362216389331","0.0414837621591893","0.0533886811186768","3"
"Several times a year","2015","Urban Area","Male","1154","0.139478091305652","0.131936226291449","0.147019956319855","2"
"Several times a year","2015","Urban Area","Female","1215","0.11173182575893","0.105430888933142","0.118032762584719","2"
"Several times a year","2015","Rural Area","Male","671","0.163852256806444","0.152725457283084","0.174979056329804","2"
"Several times a year","2015","Rural Area","Female","655","0.142873187997756","0.13307395059458","0.152672425400931","2"
"Almost never or never","2016","Urban Area","Male","","","","","1"
"Almost never or never","2016","Urban Area","Female","","","","","1"
"Almost never or never","2016","Rural Area","Male","","","","","1"
"Almost never or never","2016","Rural Area","Female","","","","","1"
"At lease once a week","2016","Urban Area","Female","","","","","4"
"At lease once a week","2016","Rural Area","Female","","","","","4"
"At lease once a week","2016","Rural Area","Male","","","","","4"
"At lease once a week","2016","Urban Area","Male","","","","","4"
"At least once a month","2016","Urban Area","Male","","","","","3"
"At least once a month","2016","Urban Area","Female","","","","","3"
"At least once a month","2016","Rural Area","Male","","","","","3"
"At least once a month","2016","Rural Area","Female","","","","","3"
"Several times a year","2016","Urban Area","Male","","","","","2"
"Several times a year","2016","Urban Area","Female","","","","","2"
"Several times a year","2016","Rural Area","Male","","","","","2"
"Several times a year","2016","Rural Area","Female","","","","","2"
"Almost never or never","2017","Urban Area","Male","3484","0.328251220550331","0.319166817652595","0.337335623448067","1"
"Almost never or never","2017","Urban Area","Female","4338","0.363611231817846","0.354583982764844","0.372638480870848","1"
"Almost never or never","2017","Rural Area","Male","2178","0.400530215059995","0.387431769722681","0.413628660397309","1"
"Almost never or never","2017","Rural Area","Female","2466","0.406287177489801","0.393451162743547","0.419123192236056","1"
"At lease once a week","2017","Urban Area","Male","4762","0.472360720287614","0.462702542028506","0.482018898546721","4"
"At lease once a week","2017","Urban Area","Female","4752","0.484840007486498","0.475461239008033","0.494218775964962","4"
"At lease once a week","2017","Rural Area","Male","2055","0.38874883364624","0.375718280228524","0.401779387063956","4"
"At lease once a week","2017","Rural Area","Female","2175","0.420968468428127","0.408065152648863","0.433871784207392","4"
"At least once a month","2017","Urban Area","Male","588","0.0555687306165808","0.0511368282313224","0.0600006330018392","3"
"At least once a month","2017","Urban Area","Female","490","0.0453545773877874","0.0414497023895378","0.049259452386037","3"
"At least once a month","2017","Rural Area","Male","313","0.0598952811144946","0.0535521617922573","0.0662384004367319","3"
"At least once a month","2017","Rural Area","Female","256","0.044852814556675","0.0394433356028147","0.0502622935105353","3"
"Several times a year","2017","Rural Area","Female","727","0.127891539525396","0.119163200785849","0.136619878264944","2"
"Several times a year","2017","Urban Area","Male","1430","0.143819328545474","0.137030714671271","0.150607942419678","2"
"Several times a year","2017","Rural Area","Male","830","0.15082567017927","0.141259138335975","0.160392202022565","2"
"Several times a year","2017","Urban Area","Female","1328","0.106194183307869","0.100412590794355","0.111975775821383","2"
"Almost never or never","2018","Urban Area","Male","661","0.314635798777174","0.292922441143595","0.336349156410752","1"
"Almost never or never","2018","Urban Area","Female","665","0.60114068340249","0.571991165216493","0.630290201588486","1"
"Almost never or never","2018","Rural Area","Male","256","0.296618067511134","0.260950604368498","0.332285530653771","1"
"Almost never or never","2018","Rural Area","Female","237","0.610263019327251","0.561484702109386","0.659041336545117","1"
"At lease once a week","2018","Urban Area","Male","656","0.425334792924982","0.402217598951455","0.44845198689851","4"
"At lease once a week","2018","Urban Area","Female","209","0.200018244857598","0.176205563692413","0.223830926022783","4"
"At lease once a week","2018","Rural Area","Male","263","0.505654030634489","0.466613109872632","0.544694951396347","4"
"At lease once a week","2018","Rural Area","Female","74","0.174048004090139","0.13612572710481","0.211970281075467","4"
"At least once a month","2018","Urban Area","Male","125","0.0819480309701191","0.0691228026623758","0.0947732592778625","3"
"At least once a month","2018","Urban Area","Female","47","0.0410509295955597","0.0292397650671937","0.0528620941239257","3"
"At least once a month","2018","Rural Area","Male","37","0.0768533087636204","0.0560542127391221","0.0976524047881187","3"
"At least once a month","2018","Rural Area","Female","7","","","","3"
"Several times a year","2018","Urban Area","Female","163","0.157790142144353","0.136088952419831","0.179491331868874","2"
"Several times a year","2018","Rural Area","Female","66","0.208154918084085","0.16754838339684","0.248761452771329","2"
"Several times a year","2018","Urban Area","Male","315","0.178081377327725","0.160192385175061","0.195970369480389","2"
"Several times a year","2018","Rural Area","Male","74","0.120874593090756","0.0954197312286499","0.146329454952862","2"
"Almost never or never","2019","Urban Area","Male","2360","0.264235355753767","0.255025072319432","0.273445639188102","1"
"Almost never or never","2019","Urban Area","Female","2741","0.286883961668238","0.277601565499855","0.29616635783662","1"
"Almost never or never","2019","Rural Area","Male","1451","0.300197597936723","0.287275559922648","0.313119635950799","1"
"Almost never or never","2019","Rural Area","Female","1627","0.298588968743361","0.285858177992016","0.311319759494705","1"
"At lease once a week","2019","Urban Area","Male","4879","0.555033449855915","0.544652637637809","0.565414262074021","4"
"At lease once a week","2019","Urban Area","Female","4912","0.549087136199271","0.538875535828516","0.559298736570026","4"
"At lease once a week","2019","Rural Area","Male","2359","0.490454340051185","0.476360461076311","0.504548219026059","4"
"At lease once a week","2019","Rural Area","Female","2478","0.516437209269661","0.502535525501532","0.53033889303779","4"
"At least once a month","2019","Urban Area","Male","450","0.0499010587967338","0.0453527769257785","0.0544493406676891","3"
"At least once a month","2019","Urban Area","Female","349","0.0419198503378886","0.037807049815967","0.0460326508598101","3"
"At least once a month","2019","Rural Area","Male","274","0.050412772678191","0.0442443032352724","0.0565812421211095","3"
"At least once a month","2019","Rural Area","Female","211","0.046203040056912","0.0403632740252786","0.0520428060885455","3"
"Several times a year","2019","Urban Area","Male","1115","0.130830135593584","0.123786217458535","0.137874053728633","2"
"Several times a year","2019","Urban Area","Female","1119","0.122109051794603","0.115389797491074","0.128828306098132","2"
"Several times a year","2019","Rural Area","Female","648","0.138770781930066","0.129153760142469","0.148387803717663","2"
"Several times a year","2019","Rural Area","Male","749","0.158935289333901","0.148627522940275","0.169243055727526","2"
