"m11104","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1993","higher education","West Germany","","","",""
"At lease once a week","1993","higher education","East Germany","","","",""
"Almost never or never","1994","in school","West Germany","13","","",""
"Almost never or never","1994","in school","East Germany","25","","",""
"Almost never or never","1994","inadequately","West Germany","444","0.82453101443171","0.792567662111389","0.856494366752032"
"Almost never or never","1994","inadequately","East Germany","6","","",""
"Almost never or never","1994","general elemantary","West Germany","1326","0.677850844264354","0.657627134208025","0.698074554320683"
"Almost never or never","1994","general elemantary","East Germany","271","0.753880735840591","0.711615259292639","0.796146212388544"
"Almost never or never","1994","middle vocational","West Germany","2131","0.502797104720565","0.48808196169935","0.51751224774178"
"Almost never or never","1994","middle vocational","East Germany","1474","0.741780428630145","0.722913112950262","0.760647744310028"
"Almost never or never","1994","vocational + Abi","West Germany","113","0.298920343723288","0.248605520630507","0.34923516681607"
"Almost never or never","1994","vocational + Abi","East Germany","38","0.543806362745779","0.430323839051418","0.65728888644014"
"Almost never or never","1994","higher vocational","West Germany","206","0.418454077075399","0.375931583034416","0.460976571116381"
"Almost never or never","1994","higher vocational","East Germany","151","0.675317894478928","0.614537435791162","0.736098353166694"
"Almost never or never","1994","higher education","West Germany","226","0.279893991578003","0.248508291295896","0.31127969186011"
"Almost never or never","1994","higher education","East Germany","489","0.59323590560654","0.560114805290024","0.626357005923057"
"Several times a year","1994","in school","West Germany","24","","",""
"Several times a year","1994","in school","East Germany","24","","",""
"Several times a year","1994","inadequately","West Germany","55","0.0959547885792854","0.0712046837528701","0.120704893405701"
"Several times a year","1994","inadequately","East Germany","3","","",""
"Several times a year","1994","general elemantary","West Germany","288","0.121496429976684","0.107357427041304","0.135635432912064"
"Several times a year","1994","general elemantary","East Germany","55","0.103811236637801","0.0738828316116022","0.133739641664001"
"Several times a year","1994","middle vocational","West Germany","870","0.191397845568635","0.179819746842585","0.202975944294684"
"Several times a year","1994","middle vocational","East Germany","326","0.133711269338013","0.119039138507267","0.148383400168759"
"Several times a year","1994","vocational + Abi","West Germany","66","0.226539452960452","0.18053228105028","0.272546624870624"
"Several times a year","1994","vocational + Abi","East Germany","18","","",""
"Several times a year","1994","higher vocational","West Germany","125","0.233772545764213","0.197290563568651","0.270254527959774"
"Several times a year","1994","higher vocational","East Germany","42","0.15786376741815","0.11053632066036","0.20519121417594"
"Several times a year","1994","higher education","West Germany","162","0.190060582737943","0.162631637091668","0.217489528384218"
"Several times a year","1994","higher education","East Germany","179","0.197720915110665","0.170866927903324","0.224574902318007"
"At least once a month","1994","in school","West Germany","14","","",""
"At least once a month","1994","in school","East Germany","6","","",""
"At least once a month","1994","inadequately","West Germany","9","","",""
"At least once a month","1994","inadequately","East Germany","","","",""
"At least once a month","1994","general elemantary","West Germany","114","0.0477602044166995","0.0385308459766716","0.0569895628567274"
"At least once a month","1994","general elemantary","East Germany","19","","",""
"At least once a month","1994","middle vocational","West Germany","318","0.0635579341072391","0.056377898097566","0.0707379701169122"
"At least once a month","1994","middle vocational","East Germany","60","0.0279164823455399","0.0208148204967202","0.0350181441943597"
"At least once a month","1994","vocational + Abi","West Germany","23","","",""
"At least once a month","1994","vocational + Abi","East Germany","6","","",""
"At least once a month","1994","higher vocational","West Germany","44","0.0849264267107085","0.0608965107525703","0.108956342668847"
"At least once a month","1994","higher vocational","East Germany","13","","",""
"At least once a month","1994","higher education","West Germany","86","0.0986777226715147","0.0778286650453795","0.11952678029765"
"At least once a month","1994","higher education","East Germany","43","0.0575583201257937","0.0418546546919782","0.0732619855596092"
"At lease once a week","1994","in school","West Germany","103","0.699532645438769","0.627124008755539","0.771941282121998"
"At lease once a week","1994","in school","East Germany","29","","",""
"At lease once a week","1994","inadequately","West Germany","36","0.0629254389410165","0.0425198637054104","0.0833310141766226"
"At lease once a week","1994","inadequately","East Germany","1","","",""
"At lease once a week","1994","general elemantary","West Germany","323","0.152892521342263","0.137317536233101","0.168467506451425"
"At lease once a week","1994","general elemantary","East Germany","54","0.116703593012874","0.0852002248460826","0.148206961179666"
"At lease once a week","1994","middle vocational","West Germany","1116","0.242247115603561","0.229637716660991","0.254856514546132"
"At lease once a week","1994","middle vocational","East Germany","207","0.0965918196863018","0.0838570810526933","0.10932655831991"
"At lease once a week","1994","vocational + Abi","West Germany","116","0.409914746618991","0.355859396716426","0.463970096521556"
"At lease once a week","1994","vocational + Abi","East Germany","12","","",""
"At lease once a week","1994","higher vocational","West Germany","142","0.26284695044968","0.224903823045675","0.300790077853686"
"At lease once a week","1994","higher vocational","East Germany","22","","",""
"At lease once a week","1994","higher education","West Germany","312","0.43136770301254","0.39674377051327","0.465991635511809"
"At lease once a week","1994","higher education","East Germany","134","0.151484859157","0.127311658981595","0.175658059332406"
"Almost never or never","1995","in school","West Germany","15","","",""
"Almost never or never","1995","in school","East Germany","13","","",""
"Almost never or never","1995","inadequately","West Germany","423","0.779602037917133","0.743974427944762","0.815229647889505"
"Almost never or never","1995","inadequately","East Germany","7","","",""
"Almost never or never","1995","general elemantary","West Germany","1269","0.624696821368611","0.604022008249423","0.6453716344878"
"Almost never or never","1995","general elemantary","East Germany","226","0.711287795178406","0.665724875832545","0.756850714524268"
"Almost never or never","1995","middle vocational","West Germany","1865","0.406610866665241","0.392528909403667","0.420692823926815"
"Almost never or never","1995","middle vocational","East Germany","1049","0.549343146620171","0.527720071249034","0.570966221991307"
"Almost never or never","1995","vocational + Abi","West Germany","138","0.299579257766324","0.255131139554504","0.344027375978144"
"Almost never or never","1995","vocational + Abi","East Germany","19","","",""
"Almost never or never","1995","higher vocational","West Germany","148","0.285673838429709","0.247215220835411","0.324132456024007"
"Almost never or never","1995","higher vocational","East Germany","112","0.560470873273235","0.496604176807423","0.624337569739047"
"Almost never or never","1995","higher education","West Germany","213","0.228259525170825","0.201138614324813","0.255380436016837"
"Almost never or never","1995","higher education","East Germany","281","0.366534525732493","0.333812173911981","0.399256877553005"
"Several times a year","1995","in school","West Germany","17","","",""
"Several times a year","1995","in school","East Germany","16","","",""
"Several times a year","1995","inadequately","West Germany","64","0.145448335015544","0.115146428179729","0.175750241851359"
"Several times a year","1995","inadequately","East Germany","3","","",""
"Several times a year","1995","general elemantary","West Germany","323","0.154408119310062","0.13897934977099","0.169836888849133"
"Several times a year","1995","general elemantary","East Germany","61","0.108579820323191","0.0772994358312662","0.139860204815116"
"Several times a year","1995","middle vocational","West Germany","1007","0.212374176847116","0.200649130595841","0.22409922309839"
"Several times a year","1995","middle vocational","East Germany","552","0.247499968552097","0.22874512473031","0.266254812373883"
"Several times a year","1995","vocational + Abi","West Germany","95","0.201999681184965","0.163041839902652","0.240957522467278"
"Several times a year","1995","vocational + Abi","East Germany","25","","",""
"Several times a year","1995","higher vocational","West Germany","155","0.275774583763234","0.237727256313622","0.313821911212846"
"Several times a year","1995","higher vocational","East Germany","69","0.229204345504063","0.175118309744232","0.283290381263894"
"Several times a year","1995","higher education","West Germany","206","0.212343188768962","0.185916554079485","0.238769823458438"
"Several times a year","1995","higher education","East Germany","280","0.311382256235719","0.279936530270231","0.342827982201207"
"At least once a month","1995","in school","West Germany","15","","",""
"At least once a month","1995","in school","East Germany","8","","",""
"At least once a month","1995","inadequately","West Germany","8","","",""
"At least once a month","1995","inadequately","East Germany","","","",""
"At least once a month","1995","general elemantary","West Germany","119","0.0459837979115655","0.0370405325468975","0.0549270632762335"
"At least once a month","1995","general elemantary","East Germany","17","","",""
"At least once a month","1995","middle vocational","West Germany","394","0.0853204416950636","0.0773116910640357","0.0933291923260914"
"At least once a month","1995","middle vocational","East Germany","108","0.0499036026906682","0.0404407429659375","0.0593664624153989"
"At least once a month","1995","vocational + Abi","West Germany","37","0.0956020488366973","0.0670701027819931","0.124133994891401"
"At least once a month","1995","vocational + Abi","East Germany","6","","",""
"At least once a month","1995","higher vocational","West Germany","44","0.0823461326920427","0.0589431500931622","0.105749115290923"
"At least once a month","1995","higher vocational","East Germany","19","","",""
"At least once a month","1995","higher education","West Germany","92","0.0928520486965771","0.0740982614575833","0.111605835935571"
"At least once a month","1995","higher education","East Germany","70","0.0794895667972364","0.0611201650273309","0.0978589685671419"
"At lease once a week","1995","in school","West Germany","142","0.759520122474317","0.698590820579871","0.820449424368763"
"At lease once a week","1995","in school","East Germany","59","0.595337165657099","0.497153185871937","0.69352114544226"
"At lease once a week","1995","inadequately","West Germany","25","","",""
"At lease once a week","1995","inadequately","East Germany","","","",""
"At lease once a week","1995","general elemantary","West Germany","396","0.174911261409762","0.158690357974115","0.191132164845408"
"At lease once a week","1995","general elemantary","East Germany","76","0.152030431198445","0.115930058145592","0.188130804251299"
"At lease once a week","1995","middle vocational","West Germany","1408","0.29569451479258","0.282611558017489","0.30877747156767"
"At lease once a week","1995","middle vocational","East Germany","325","0.153253282137064","0.1375982389565","0.168908325317629"
"At lease once a week","1995","vocational + Abi","West Germany","138","0.402819012212014","0.355227886684747","0.450410137739281"
"At lease once a week","1995","vocational + Abi","East Germany","19","","",""
"At lease once a week","1995","higher vocational","West Germany","183","0.356205445115014","0.315436067383963","0.396974822846065"
"At lease once a week","1995","higher vocational","East Germany","32","0.138622097300249","0.0941572101510965","0.183086984449402"
"At lease once a week","1995","higher education","West Germany","409","0.466545237363636","0.434308590933086","0.498781883794186"
"At lease once a week","1995","higher education","East Germany","202","0.242593651234551","0.213484484318421","0.271702818150681"
"Almost never or never","1996","in school","West Germany","19","","",""
"Almost never or never","1996","in school","East Germany","17","","",""
"Almost never or never","1996","inadequately","West Germany","398","0.812981668322056","0.777989458711681","0.847973877932431"
"Almost never or never","1996","inadequately","East Germany","9","","",""
"Almost never or never","1996","general elemantary","West Germany","1264","0.651577002517125","0.63080390717863","0.672350097855619"
"Almost never or never","1996","general elemantary","East Germany","219","0.707608182573738","0.661134914672629","0.754081450474847"
"Almost never or never","1996","middle vocational","West Germany","2051","0.456048631522674","0.441619398398822","0.470477864646525"
"Almost never or never","1996","middle vocational","East Germany","1251","0.649660139563295","0.628840029129065","0.670480249997526"
"Almost never or never","1996","vocational + Abi","West Germany","162","0.365472873806439","0.318398154936207","0.412547592676671"
"Almost never or never","1996","vocational + Abi","East Germany","31","0.469553648720504","0.356605061684955","0.582502235756054"
"Almost never or never","1996","higher vocational","West Germany","189","0.367739025981091","0.326879883407943","0.408598168554238"
"Almost never or never","1996","higher vocational","East Germany","126","0.571017193347316","0.507054210459699","0.634980176234933"
"Almost never or never","1996","higher education","West Germany","246","0.265208356086437","0.236667562705956","0.293749149466918"
"Almost never or never","1996","higher education","East Germany","405","0.520622739104019","0.486737922889718","0.554507555318319"
"Several times a year","1996","in school","West Germany","32","0.140775728374345","0.0919613295426855","0.189590127206005"
"Several times a year","1996","in school","East Germany","25","","",""
"Several times a year","1996","inadequately","West Germany","48","0.092550226325024","0.0665433050880581","0.11855714756199"
"Several times a year","1996","inadequately","East Germany","3","","",""
"Several times a year","1996","general elemantary","West Germany","329","0.13968201391976","0.124568526824871","0.15479550101465"
"Several times a year","1996","general elemantary","East Germany","72","0.148178990049707","0.11188023996833","0.184477740131083"
"Several times a year","1996","middle vocational","West Germany","994","0.208228755495695","0.196465491355259","0.219992019636132"
"Several times a year","1996","middle vocational","East Germany","418","0.192553334408699","0.175345445786073","0.209761223031326"
"Several times a year","1996","vocational + Abi","West Germany","87","0.240254672693244","0.198490392108507","0.282018953277981"
"Several times a year","1996","vocational + Abi","East Germany","18","","",""
"Several times a year","1996","higher vocational","West Germany","132","0.246947842118191","0.210406344169021","0.283489340067362"
"Several times a year","1996","higher vocational","East Germany","54","0.239250827419674","0.184115286261766","0.294386368577582"
"Several times a year","1996","higher education","West Germany","219","0.226872701593622","0.199795301588775","0.253950101598468"
"Several times a year","1996","higher education","East Germany","205","0.224259236186204","0.195968885608449","0.25254958676396"
"At least once a month","1996","in school","West Germany","27","","",""
"At least once a month","1996","in school","East Germany","5","","",""
"At least once a month","1996","inadequately","West Germany","12","","",""
"At least once a month","1996","inadequately","East Germany","","","",""
"At least once a month","1996","general elemantary","West Germany","118","0.0537268484501143","0.0438965008121673","0.0635571960880612"
"At least once a month","1996","general elemantary","East Germany","26","","",""
"At least once a month","1996","middle vocational","West Germany","360","0.0766763753558268","0.0689679548850384","0.0843847958266152"
"At least once a month","1996","middle vocational","East Germany","100","0.040018846241086","0.0314650524324963","0.0485726400496758"
"At least once a month","1996","vocational + Abi","West Germany","32","0.0662521154119606","0.0419384881325386","0.0905657426913826"
"At least once a month","1996","vocational + Abi","East Germany","8","","",""
"At least once a month","1996","higher vocational","West Germany","51","0.0862580282991256","0.0624686687365051","0.110047387861746"
"At least once a month","1996","higher vocational","East Germany","17","","",""
"At least once a month","1996","higher education","West Germany","98","0.10400443503683","0.0842679779375871","0.123740892136072"
"At least once a month","1996","higher education","East Germany","47","0.0506484210358264","0.0357753261986781","0.0655215158729747"
"At lease once a week","1996","in school","West Germany","117","0.66207647540969","0.595687788791467","0.728465162027914"
"At lease once a week","1996","in school","East Germany","50","0.482943170381059","0.38349898883149","0.582387351930627"
"At lease once a week","1996","inadequately","West Germany","19","","",""
"At lease once a week","1996","inadequately","East Germany","1","","",""
"At lease once a week","1996","general elemantary","West Germany","310","0.155014135113001","0.139235286586896","0.170792983639105"
"At lease once a week","1996","general elemantary","East Germany","51","0.0998407980009","0.0692114419592928","0.130470154042507"
"At lease once a week","1996","middle vocational","West Germany","1172","0.259046237625804","0.246353893659096","0.271738581592512"
"At lease once a week","1996","middle vocational","East Germany","248","0.117767679786919","0.103700738224398","0.13183462134944"
"At lease once a week","1996","vocational + Abi","West Germany","121","0.328020338088356","0.28212553457365","0.373915141603062"
"At lease once a week","1996","vocational + Abi","East Germany","18","","",""
"At lease once a week","1996","higher vocational","West Germany","163","0.299055103601592","0.26025894302613","0.337851264177055"
"At lease once a week","1996","higher vocational","East Germany","33","0.133452615548931","0.089504133859802","0.17740109723806"
"At lease once a week","1996","higher education","West Germany","356","0.403914507283112","0.372190405294322","0.435638609271901"
"At lease once a week","1996","higher education","East Germany","178","0.20446960367395","0.177113917050346","0.231825290297554"
"Almost never or never","1997","in school","West Germany","23","","",""
"Almost never or never","1997","in school","East Germany","19","","",""
"Almost never or never","1997","inadequately","West Germany","378","0.805750542691681","0.769278584275087","0.842222501108274"
"Almost never or never","1997","inadequately","East Germany","6","","",""
"Almost never or never","1997","general elemantary","West Germany","1223","0.638690980693539","0.617515681786467","0.659866279600611"
"Almost never or never","1997","general elemantary","East Germany","216","0.730469911289374","0.683648625449327","0.777291197129421"
"Almost never or never","1997","middle vocational","West Germany","2127","0.486350272352816","0.471693166389827","0.501007378315804"
"Almost never or never","1997","middle vocational","East Germany","1274","0.66587185246844","0.645011136535009","0.68673256840187"
"Almost never or never","1997","vocational + Abi","West Germany","139","0.310897391264195","0.264420605113827","0.357374177414564"
"Almost never or never","1997","vocational + Abi","East Germany","30","0.404007085019085","0.290663516479021","0.517350653559149"
"Almost never or never","1997","higher vocational","West Germany","199","0.414605177127434","0.372503730567549","0.456706623687319"
"Almost never or never","1997","higher vocational","East Germany","136","0.607935653821731","0.54497784808094","0.670893459562522"
"Almost never or never","1997","higher education","West Germany","268","0.304484974188272","0.274956333144429","0.334013615232116"
"Almost never or never","1997","higher education","East Germany","394","0.50816659448619","0.474277729789844","0.542055459182537"
"Several times a year","1997","in school","West Germany","36","0.154900595594794","0.105372503092836","0.204428688096752"
"Several times a year","1997","in school","East Germany","36","0.339063121032258","0.250598011663372","0.427528230401144"
"Several times a year","1997","inadequately","West Germany","49","0.13672836162306","0.105055892968238","0.168400830277881"
"Several times a year","1997","inadequately","East Germany","3","","",""
"Several times a year","1997","general elemantary","West Germany","305","0.143156612835578","0.127718251971634","0.158594973699521"
"Several times a year","1997","general elemantary","East Germany","64","0.138112373119485","0.101705769923846","0.174518976315125"
"Several times a year","1997","middle vocational","West Germany","865","0.189035897361246","0.17755401556186","0.200517779160631"
"Several times a year","1997","middle vocational","East Germany","375","0.182764663397033","0.16567250010649","0.199856826687575"
"Several times a year","1997","vocational + Abi","West Germany","79","0.230596624943403","0.188301616109968","0.272891633776838"
"Several times a year","1997","vocational + Abi","East Germany","22","","",""
"Several times a year","1997","higher vocational","West Germany","133","0.223365026852281","0.18777147908604","0.258958574618523"
"Several times a year","1997","higher vocational","East Germany","42","0.166981985223999","0.118886522452897","0.215077447995102"
"Several times a year","1997","higher education","West Germany","195","0.180435344439732","0.155760200995298","0.205110487884166"
"Several times a year","1997","higher education","East Germany","213","0.238297257548679","0.209417254545285","0.267177260552074"
"At least once a month","1997","in school","West Germany","23","","",""
"At least once a month","1997","in school","East Germany","6","","",""
"At least once a month","1997","inadequately","West Germany","8","","",""
"At least once a month","1997","inadequately","East Germany","1","","",""
"At least once a month","1997","general elemantary","West Germany","113","0.0448440071685344","0.0357210819387507","0.053966932398318"
"At least once a month","1997","general elemantary","East Germany","10","","",""
"At least once a month","1997","middle vocational","West Germany","307","0.0621637132078853","0.0550830798773908","0.0692443465383798"
"At least once a month","1997","middle vocational","East Germany","78","0.0364956079123645","0.0282023628326754","0.0447888529920536"
"At least once a month","1997","vocational + Abi","West Germany","33","0.0871827097191772","0.0588562229669885","0.115509196471366"
"At least once a month","1997","vocational + Abi","East Germany","4","","",""
"At least once a month","1997","higher vocational","West Germany","35","0.064191063820002","0.0432457872400499","0.0851363403999542"
"At least once a month","1997","higher vocational","East Germany","16","","",""
"At least once a month","1997","higher education","West Germany","70","0.0694049285043947","0.0530976007946254","0.085712256214164"
"At least once a month","1997","higher education","East Germany","44","0.0462711114366072","0.0320310328237941","0.0605111900494202"
"At lease once a week","1997","in school","West Germany","123","0.633630836403236","0.567675677761864","0.699585995044607"
"At lease once a week","1997","in school","East Germany","49","0.457679563318273","0.36457724530927","0.550781881327276"
"At lease once a week","1997","inadequately","West Germany","17","","",""
"At lease once a week","1997","inadequately","East Germany","1","","",""
"At lease once a week","1997","general elemantary","West Germany","336","0.173308399302349","0.156623394942124","0.189993403662575"
"At lease once a week","1997","general elemantary","East Germany","55","0.112788892220231","0.0794089796896108","0.14616880475085"
"At lease once a week","1997","middle vocational","West Germany","1168","0.262450117078053","0.249548052853754","0.275352181302352"
"At lease once a week","1997","middle vocational","East Germany","237","0.114867876222163","0.100765876674189","0.128969875770137"
"At lease once a week","1997","vocational + Abi","West Germany","130","0.371323274073225","0.322808347310912","0.419838200835537"
"At lease once a week","1997","vocational + Abi","East Germany","16","","",""
"At lease once a week","1997","higher vocational","West Germany","159","0.297838732200283","0.258757860601972","0.336919603798594"
"At lease once a week","1997","higher vocational","East Germany","37","0.162898703282656","0.115278645063976","0.210518761501335"
"At lease once a week","1997","higher education","West Germany","400","0.445674752867601","0.413781514779546","0.477567990955656"
"At lease once a week","1997","higher education","East Germany","185","0.207265036528524","0.179787867680551","0.234742205376496"
"Almost never or never","1998","in school","West Germany","28","","",""
"Almost never or never","1998","in school","East Germany","18","","",""
"Almost never or never","1998","inadequately","West Germany","349","0.801536445243804","0.763794744656041","0.839278145831567"
"Almost never or never","1998","inadequately","East Germany","9","","",""
"Almost never or never","1998","general elemantary","West Germany","1249","0.591736571905353","0.571003855150181","0.612469288660524"
"Almost never or never","1998","general elemantary","East Germany","206","0.649529910802716","0.601239876460337","0.697819945145096"
"Almost never or never","1998","middle vocational","West Germany","1875","0.385767917455925","0.372153708074787","0.399382126837063"
"Almost never or never","1998","middle vocational","East Germany","1019","0.517119511872493","0.495670348737564","0.538568675007421"
"Almost never or never","1998","vocational + Abi","West Germany","132","0.264331615243483","0.223174550165","0.305488680321966"
"Almost never or never","1998","vocational + Abi","East Germany","20","","",""
"Almost never or never","1998","higher vocational","West Germany","150","0.291037392637418","0.254165122740462","0.327909662534374"
"Almost never or never","1998","higher vocational","East Germany","107","0.482551755713517","0.419200598929944","0.54590291249709"
"Almost never or never","1998","higher education","West Germany","228","0.215339853594588","0.191048330140026","0.23963137704915"
"Almost never or never","1998","higher education","East Germany","292","0.36519896758987","0.333093810256803","0.397304124922937"
"Several times a year","1998","in school","West Germany","36","0.159292869035634","0.111369800906592","0.207215937164677"
"Several times a year","1998","in school","East Germany","14","","",""
"Several times a year","1998","inadequately","West Germany","39","0.089911882010602","0.0628430378855571","0.116980726135647"
"Several times a year","1998","inadequately","East Germany","2","","",""
"Several times a year","1998","general elemantary","West Germany","363","0.153757807484184","0.138542256063931","0.168973358904438"
"Several times a year","1998","general elemantary","East Germany","61","0.125853137427089","0.0922827245906391","0.159423550263538"
"Several times a year","1998","middle vocational","West Germany","1118","0.220603433556328","0.209006357592692","0.232200509519964"
"Several times a year","1998","middle vocational","East Germany","564","0.255853717628296","0.237124480618865","0.274582954637726"
"Several times a year","1998","vocational + Abi","West Germany","105","0.218789283046879","0.180203624652744","0.257374941441015"
"Several times a year","1998","vocational + Abi","East Germany","23","","",""
"Several times a year","1998","higher vocational","West Germany","167","0.26148818672248","0.225816916559476","0.297159456885484"
"Several times a year","1998","higher vocational","East Germany","64","0.262758604240831","0.206958826381042","0.318558382100619"
"Several times a year","1998","higher education","West Germany","240","0.193955384288556","0.170589500668738","0.217321267908374"
"Several times a year","1998","higher education","East Germany","275","0.310796708953451","0.279936199106553","0.341657218800349"
"At least once a month","1998","in school","West Germany","20","","",""
"At least once a month","1998","in school","East Germany","10","","",""
"At least once a month","1998","inadequately","West Germany","9","","",""
"At least once a month","1998","inadequately","East Germany","","","",""
"At least once a month","1998","general elemantary","West Germany","128","0.0528833411133083","0.0434431029638062","0.0623235792628104"
"At least once a month","1998","general elemantary","East Germany","25","","",""
"At least once a month","1998","middle vocational","West Germany","427","0.0811193552601807","0.0734835486450791","0.0887551618752824"
"At least once a month","1998","middle vocational","East Germany","126","0.0589378814609559","0.0488290380860519","0.0690467248358599"
"At least once a month","1998","vocational + Abi","West Germany","47","0.110724580884259","0.0814379803996522","0.140011181368867"
"At least once a month","1998","vocational + Abi","East Germany","3","","",""
"At least once a month","1998","higher vocational","West Germany","59","0.0859518570457817","0.0631995216483206","0.108704192443243"
"At least once a month","1998","higher vocational","East Germany","12","","",""
"At least once a month","1998","higher education","West Germany","129","0.118609827564589","0.0995026654848337","0.137716989644345"
"At least once a month","1998","higher education","East Germany","67","0.07135777956119","0.0541930843561397","0.0885224747662404"
"At lease once a week","1998","in school","West Germany","140","0.662236586896228","0.600301468876354","0.724171704916102"
"At lease once a week","1998","in school","East Germany","67","0.647849062103493","0.558181330348296","0.73751679385869"
"At lease once a week","1998","inadequately","West Germany","32","0.0824931123092396","0.0564595885412477","0.108526636077232"
"At lease once a week","1998","inadequately","East Germany","4","","",""
"At lease once a week","1998","general elemantary","West Germany","419","0.201622279497155","0.184698582752689","0.218545976241621"
"At lease once a week","1998","general elemantary","East Germany","83","0.174539613762604","0.136122248160843","0.212956979364365"
"At lease once a week","1998","middle vocational","West Germany","1491","0.312509293727566","0.299545622496643","0.32547296495849"
"At lease once a week","1998","middle vocational","East Germany","376","0.168088889038256","0.152037854578273","0.184139923498239"
"At lease once a week","1998","vocational + Abi","West Germany","157","0.406154520825378","0.360318050249621","0.451990991401136"
"At lease once a week","1998","vocational + Abi","East Germany","21","","",""
"At lease once a week","1998","higher vocational","West Germany","207","0.36152256359432","0.322523489644011","0.40052163754463"
"At lease once a week","1998","higher vocational","East Germany","56","0.219755909486991","0.167258887730067","0.272252931243915"
"At lease once a week","1998","higher education","West Germany","503","0.472094934552267","0.442593418577068","0.501596450527465"
"At lease once a week","1998","higher education","East Germany","230","0.252646543895489","0.223672379213131","0.281620708577847"
"Almost never or never","1999","in school","West Germany","27","","",""
"Almost never or never","1999","in school","East Germany","15","","",""
"Almost never or never","1999","inadequately","West Germany","331","0.803291266234068","0.764719781772363","0.841862750695774"
"Almost never or never","1999","inadequately","East Germany","10","","",""
"Almost never or never","1999","general elemantary","West Germany","1277","0.641322099921036","0.62066599391161","0.661978205930463"
"Almost never or never","1999","general elemantary","East Germany","220","0.674303121328379","0.626552215748281","0.722054026908476"
"Almost never or never","1999","middle vocational","West Germany","2182","0.468026716664575","0.45396348346905","0.4820899498601"
"Almost never or never","1999","middle vocational","East Germany","1243","0.608486015088355","0.587388297416752","0.629583732759958"
"Almost never or never","1999","vocational + Abi","West Germany","142","0.329127804608601","0.284714197536638","0.373541411680565"
"Almost never or never","1999","vocational + Abi","East Germany","28","","",""
"Almost never or never","1999","higher vocational","West Germany","201","0.387926115255446","0.348097922315165","0.427754308195728"
"Almost never or never","1999","higher vocational","East Germany","143","0.633004660351173","0.572528124529645","0.693481196172701"
"Almost never or never","1999","higher education","West Germany","282","0.280976507891225","0.254402577681632","0.307550438100819"
"Almost never or never","1999","higher education","East Germany","410","0.527247669435177","0.493723929164253","0.560771409706101"
"Several times a year","1999","in school","West Germany","46","0.218401406339611","0.163302774449337","0.273500038229884"
"Several times a year","1999","in school","East Germany","26","","",""
"Several times a year","1999","inadequately","West Germany","43","0.0960069707942468","0.0674210666018022","0.124592874986691"
"Several times a year","1999","inadequately","East Germany","2","","",""
"Several times a year","1999","general elemantary","West Germany","323","0.146299748961714","0.131079122192248","0.16152037573118"
"Several times a year","1999","general elemantary","East Germany","73","0.156278054704527","0.119278550890195","0.193277558518858"
"Several times a year","1999","middle vocational","West Germany","1017","0.194239773596416","0.183089720395113","0.205389826797719"
"Several times a year","1999","middle vocational","East Germany","417","0.202929406762171","0.185545098190098","0.220313715334245"
"Several times a year","1999","vocational + Abi","West Germany","101","0.213727592035561","0.174981252719769","0.252473931351354"
"Several times a year","1999","vocational + Abi","East Germany","19","","",""
"Several times a year","1999","higher vocational","West Germany","158","0.249069990687244","0.213721196719822","0.284418784654666"
"Several times a year","1999","higher vocational","East Germany","54","0.176087276920638","0.128294994544047","0.223879559297229"
"Several times a year","1999","higher education","West Germany","236","0.189796856229412","0.166612730994193","0.21298098146463"
"Several times a year","1999","higher education","East Germany","202","0.226331712498833","0.19823351918125","0.254429905816417"
"At least once a month","1999","in school","West Germany","13","","",""
"At least once a month","1999","in school","East Germany","12","","",""
"At least once a month","1999","inadequately","West Germany","10","","",""
"At least once a month","1999","inadequately","East Germany","1","","",""
"At least once a month","1999","general elemantary","West Germany","111","0.0413164092653892","0.032744906415552","0.0498879121152265"
"At least once a month","1999","general elemantary","East Germany","20","","",""
"At least once a month","1999","middle vocational","West Germany","365","0.0719256620953613","0.0646438702328156","0.0792074539579071"
"At least once a month","1999","middle vocational","East Germany","103","0.0471954201002382","0.0380292400880966","0.0563616001123798"
"At least once a month","1999","vocational + Abi","West Germany","47","0.0820262494159818","0.0560901046415039","0.10796239419046"
"At least once a month","1999","vocational + Abi","East Germany","7","","",""
"At least once a month","1999","higher vocational","West Germany","47","0.0747212360096164","0.0532294508919791","0.0962130211272538"
"At least once a month","1999","higher vocational","East Germany","8","","",""
"At least once a month","1999","higher education","West Germany","106","0.0827527546397374","0.0664641574861219","0.0990413517933529"
"At least once a month","1999","higher education","East Germany","53","0.0602901296295288","0.0443074977477054","0.0762727615113521"
"At lease once a week","1999","in school","West Germany","130","0.62540802028962","0.560860111607643","0.689955928971597"
"At lease once a week","1999","in school","East Germany","51","0.517553581852623","0.421517678948673","0.613589484756572"
"At lease once a week","1999","inadequately","West Germany","24","","",""
"At lease once a week","1999","inadequately","East Germany","3","","",""
"At lease once a week","1999","general elemantary","West Germany","360","0.171061741851861","0.154843805986706","0.187279677717015"
"At lease once a week","1999","general elemantary","East Germany","57","0.13423930180321","0.0995028060177082","0.168975797588712"
"At lease once a week","1999","middle vocational","West Germany","1272","0.265807847643647","0.253357149235774","0.278258546051521"
"At lease once a week","1999","middle vocational","East Germany","293","0.141389158049235","0.126328540709708","0.156449775388763"
"At lease once a week","1999","vocational + Abi","West Germany","140","0.375118353939855","0.329357206607188","0.420879501272523"
