"m11104","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"At least once a month","1991","inadequately","West Germany","","","",""
"At least once a month","1991","inadequately","East Germany","","","",""
"At least once a month","1991","general elemantary","West Germany","","","",""
"At least once a month","1991","general elemantary","East Germany","","","",""
"At least once a month","1991","middle vocational","West Germany","","","",""
"At least once a month","1991","middle vocational","East Germany","","","",""
"At least once a month","1991","vocational + Abi","West Germany","","","",""
"At least once a month","1991","vocational + Abi","East Germany","","","",""
"At least once a month","1991","higher vocational","West Germany","","","",""
"At least once a month","1991","higher vocational","East Germany","","","",""
"At least once a month","1991","higher education","West Germany","","","",""
"At least once a month","1991","higher education","East Germany","","","",""
"At lease once a week","1991","in school","West Germany","","","",""
"At lease once a week","1991","in school","East Germany","","","",""
"At lease once a week","1991","inadequately","West Germany","","","",""
"At lease once a week","1991","inadequately","East Germany","","","",""
"At lease once a week","1991","general elemantary","West Germany","","","",""
"At lease once a week","1991","general elemantary","East Germany","","","",""
"At lease once a week","1991","middle vocational","West Germany","","","",""
"At lease once a week","1991","middle vocational","East Germany","","","",""
"At lease once a week","1991","vocational + Abi","West Germany","","","",""
"At lease once a week","1991","vocational + Abi","East Germany","","","",""
"At lease once a week","1991","higher vocational","West Germany","","","",""
"At lease once a week","1991","higher vocational","East Germany","","","",""
"At lease once a week","1991","higher education","West Germany","","","",""
"At lease once a week","1991","higher education","East Germany","","","",""
"Almost never or never","1992","in school","West Germany","16","","",""
"Almost never or never","1992","in school","East Germany","11","","",""
"Almost never or never","1992","inadequately","West Germany","498","0.814179501479361","0.782978551453621","0.8453804515051"
"Almost never or never","1992","inadequately","East Germany","13","","",""
"Almost never or never","1992","general elemantary","West Germany","1486","0.676543742497386","0.657409209438907","0.695678275555866"
"Almost never or never","1992","general elemantary","East Germany","303","0.753236155348762","0.713358348679478","0.793113962018046"
"Almost never or never","1992","middle vocational","West Germany","2162","0.511230994295909","0.496499390218737","0.525962598373081"
"Almost never or never","1992","middle vocational","East Germany","1567","0.7318633784137","0.71334396095148","0.75038279587592"
"Almost never or never","1992","vocational + Abi","West Germany","111","0.315080892868384","0.2637801695173","0.366381616219469"
"Almost never or never","1992","vocational + Abi","East Germany","34","0.55251685844135","0.434333931729424","0.670699785153276"
"Almost never or never","1992","higher vocational","West Germany","212","0.395448078615271","0.353742642448966","0.437153514781577"
"Almost never or never","1992","higher vocational","East Germany","160","0.710661742510551","0.652312059961838","0.769011425059263"
"Almost never or never","1992","higher education","West Germany","243","0.330210322216239","0.296141501712614","0.364279142719864"
"Almost never or never","1992","higher education","East Germany","490","0.547096119118961","0.514772220153061","0.579420018084862"
"Several times a year","1992","in school","West Germany","16","","",""
"Several times a year","1992","in school","East Germany","13","","",""
"Several times a year","1992","inadequately","West Germany","39","0.0624543038782798","0.0430437318717762","0.0818648758847834"
"Several times a year","1992","inadequately","East Germany","4","","",""
"Several times a year","1992","general elemantary","West Germany","287","0.112980541597778","0.100031711014341","0.125929372181214"
"Several times a year","1992","general elemantary","East Germany","65","0.099408530919743","0.0717327003776771","0.127084361461809"
"Several times a year","1992","middle vocational","West Germany","782","0.167718924247432","0.156708205602129","0.178729642892735"
"Several times a year","1992","middle vocational","East Germany","341","0.140592334814306","0.126060693149113","0.155123976479499"
"Several times a year","1992","vocational + Abi","West Germany","62","0.208850737522163","0.163961726785875","0.253739748258452"
"Several times a year","1992","vocational + Abi","East Germany","20","","",""
"Several times a year","1992","higher vocational","West Germany","115","0.208468770725034","0.173820173252773","0.243117368197295"
"Several times a year","1992","higher vocational","East Germany","42","0.137232202906477","0.0929551119794501","0.181509293833503"
"Several times a year","1992","higher education","West Germany","139","0.176801292613588","0.149164501990328","0.204438083236848"
"Several times a year","1992","higher education","East Germany","223","0.228056163362606","0.20081016905979","0.255302157665422"
"At least once a month","1992","in school","West Germany","9","","",""
"At least once a month","1992","in school","East Germany","3","","",""
"At least once a month","1992","inadequately","West Germany","18","","",""
"At least once a month","1992","inadequately","East Germany","","","",""
"At least once a month","1992","general elemantary","West Germany","119","0.0425859057240325","0.0343265722443897","0.0508452392036753"
"At least once a month","1992","general elemantary","East Germany","22","","",""
"At least once a month","1992","middle vocational","West Germany","301","0.0648512916668761","0.0575937543803209","0.0721088289534314"
"At least once a month","1992","middle vocational","East Germany","76","0.0331210611558563","0.0256398412906178","0.0406022810210948"
