"m11104","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","1993","Not Employed","middle vocational","","","","","2"
"Several times a year","1993","Not Employed","vocational + Abi","","","","","2"
"Several times a year","1993","Employed","vocational + Abi","","","","","2"
"Several times a year","1993","Employed","higher vocational","","","","","2"
"Several times a year","1993","Employed","higher education","","","","","2"
"Several times a year","1993","Not Employed","in school","","","","","2"
"Several times a year","1993","Not Employed","higher education","","","","","2"
"Several times a year","1993","Employed","middle vocational","","","","","2"
"Several times a year","1993","Employed","in school","","","","","2"
"Several times a year","1993","Employed","inadequately","","","","","2"
"Several times a year","1993","Employed","general elemantary","","","","","2"
"Almost never or never","1994","Not Employed","in school","32","0.112375534100314","0.0707363251056036","0.154014743095025","1"
"Almost never or never","1994","Not Employed","inadequately","226","0.908428611608973","0.872818517436288","0.944038705781657","1"
"Almost never or never","1994","Not Employed","general elemantary","914","0.803942564901588","0.78117425261296","0.826710877190216","1"
"Almost never or never","1994","Not Employed","middle vocational","1505","0.719150383938133","0.700042376599597","0.738258391276669","1"
"Almost never or never","1994","Not Employed","vocational + Abi","47","0.486375629349851","0.391672372182572","0.581078886517129","1"
"Almost never or never","1994","Not Employed","higher vocational","125","0.642105202440542","0.574473514975125","0.70973688990596","1"
"Almost never or never","1994","Not Employed","higher education","201","0.60269051803374","0.550522854609","0.65485818145848","1"
"Almost never or never","1994","Employed","in school","6","","","","1"
"Almost never or never","1994","Employed","inadequately","224","0.735633963643376","0.685897106894288","0.785370820392463","1"
"Almost never or never","1994","Employed","general elemantary","683","0.52403105687611","0.496692732034313","0.551369381717907","1"
"Almost never or never","1994","Employed","middle vocational","2100","0.44957672150932","0.434839686267544","0.464313756751097","1"
"Almost never or never","1994","Employed","vocational + Abi","104","0.269565424660458","0.218048679551997","0.32108216976892","1"
"Almost never or never","1994","Employed","higher vocational","232","0.390583678245978","0.349883844195422","0.431283512296534","1"
"Almost never or never","1994","Employed","higher education","514","0.318906634193072","0.293503697226879","0.344309571159266","1"
"At lease once a week","1994","Not Employed","inadequately","13","","","","4"
"At lease once a week","1994","Not Employed","general elemantary","141","0.110946239651726","0.0929348602403953","0.128957619063057","4"
"At lease once a week","1994","Employed","vocational + Abi","92","0.409138501775428","0.352055910215127","0.466221093335728","4"
"At lease once a week","1994","Employed","higher vocational","133","0.259693759134947","0.223116175339779","0.296271342930116","4"
"At lease once a week","1994","Not Employed","middle vocational","329","0.1526977306049","0.137404328764589","0.167991132445211","4"
"At lease once a week","1994","Not Employed","vocational + Abi","36","0.288312732377508","0.20248399745433","0.374141467300686","4"
"At lease once a week","1994","Employed","higher education","378","0.381032685422289","0.354562084386516","0.407503286458062","4"
"At lease once a week","1994","Not Employed","in school","125","0.642787801181201","0.57961226914074","0.705963333221663","4"
"At lease once a week","1994","Not Employed","higher vocational","31","0.170873695478743","0.117770899367606","0.223976491589881","4"
"At lease once a week","1994","Employed","middle vocational","994","0.248509826672315","0.235707371791347","0.261312281553284","4"
"At lease once a week","1994","Not Employed","higher education","68","0.194413858610251","0.152223876225235","0.236603840995267","4"
"At lease once a week","1994","Employed","in school","7","","","","4"
"At lease once a week","1994","Employed","inadequately","24","","","","4"
"At lease once a week","1994","Employed","general elemantary","236","0.20082420916493","0.178894479860754","0.222753938469106","4"
"At least once a month","1994","Not Employed","in school","17","","","","3"
"At least once a month","1994","Not Employed","inadequately","","","","","3"
"At least once a month","1994","Not Employed","general elemantary","31","0.0241534908793052","0.0153489365035459","0.0329580452550644","3"
"At least once a month","1994","Not Employed","middle vocational","75","0.0333129015449832","0.0256830196454856","0.0409427834444809","3"
"At least once a month","1994","Not Employed","vocational + Abi","8","","","","3"
"At least once a month","1994","Not Employed","higher vocational","8","","","","3"
"At least once a month","1994","Not Employed","higher education","18","","","","3"
"At least once a month","1994","Employed","in school","3","","","","3"
"At least once a month","1994","Employed","inadequately","9","","","","3"
"At least once a month","1994","Employed","general elemantary","102","0.0742036069812948","0.0598561698998513","0.0885510440627383","3"
"At least once a month","1994","Employed","middle vocational","303","0.0702447041482847","0.0626737443175888","0.0778156639789806","3"
"At least once a month","1994","Employed","vocational + Abi","21","","","","3"
"At least once a month","1994","Employed","higher vocational","49","0.10200175380819","0.0767541529419223","0.127249354674458","3"
"At least once a month","1994","Employed","higher education","111","0.0932508606337675","0.0774012415595415","0.109100479707994","3"
"Several times a year","1994","Not Employed","inadequately","13","","","","2"
"Several times a year","1994","Not Employed","general elemantary","82","0.0609577045673811","0.0472367745607707","0.0746786345739915","2"
"Several times a year","1994","Not Employed","in school","47","0.171088812634754","0.121439097522328","0.22073852774718","2"
"Several times a year","1994","Not Employed","middle vocational","216","0.0948389839119836","0.0823816532978982","0.107296314526069","2"
"Several times a year","1994","Not Employed","vocational + Abi","16","","","","2"
"Several times a year","1994","Employed","higher education","290","0.206809819750871","0.184733683230278","0.228885956271464","2"
"Several times a year","1994","Not Employed","higher vocational","29","","","","2"
"Several times a year","1994","Employed","vocational + Abi","68","0.256438721074148","0.205742469994434","0.307134972153861","2"
"Several times a year","1994","Employed","higher vocational","138","0.247720808810884","0.211708636350433","0.283732981271335","2"
"Several times a year","1994","Not Employed","higher education","51","0.145558744130759","0.107962020871812","0.183155467389706","2"
"Several times a year","1994","Employed","middle vocational","980","0.23166874767008","0.219169962812451","0.244167532527709","2"
"Several times a year","1994","Employed","in school","1","","","","2"
"Several times a year","1994","Employed","inadequately","45","0.157822796825454","0.116704868239794","0.198940725411113","2"
"Several times a year","1994","Employed","general elemantary","261","0.200941126977665","0.179006619632874","0.222875634322457","2"
"Almost never or never","1995","Not Employed","vocational + Abi","57","0.473972975331859","0.3878073480068","0.560138602656919","1"
"Almost never or never","1995","Not Employed","higher vocational","98","0.539294558880029","0.468231830304163","0.610357287455895","1"
"Almost never or never","1995","Not Employed","higher education","178","0.486819416181748","0.435472253205906","0.53816657915759","1"
"Almost never or never","1995","Employed","in school","2","","","","1"
"Almost never or never","1995","Employed","inadequately","210","0.73708262975223","0.6850531513267","0.789112108177761","1"
"Almost never or never","1995","Not Employed","in school","26","","","","1"
"Almost never or never","1995","Not Employed","inadequately","220","0.824629717444709","0.777954592150621","0.871304842738797","1"
"Almost never or never","1995","Not Employed","general elemantary","888","0.754223228876728","0.730201133867568","0.778245323885888","1"
"Almost never or never","1995","Not Employed","middle vocational","1302","0.598204552544604","0.577906492844668","0.61850261224454","1"
"Almost never or never","1995","Employed","general elemantary","607","0.444939645027411","0.417423143780351","0.472456146274471","1"
"Almost never or never","1995","Employed","middle vocational","1612","0.328823946928565","0.315047410015662","0.342600483841469","1"
"Almost never or never","1995","Employed","vocational + Abi","100","0.23160782041535","0.187285085867419","0.275930554963282","1"
"Almost never or never","1995","Employed","higher vocational","162","0.24979625856195","0.214351391035909","0.285241126087992","1"
"Almost never or never","1995","Employed","higher education","316","0.204249890032957","0.183048407154853","0.225451372911061","1"
"At lease once a week","1995","Not Employed","inadequately","9","","","","4"
"At lease once a week","1995","Not Employed","general elemantary","165","0.113603664792992","0.0958984720918826","0.131308857494101","4"
"At lease once a week","1995","Not Employed","middle vocational","459","0.197421704381568","0.180941282817591","0.213902125945545","4"
"At lease once a week","1995","Not Employed","vocational + Abi","36","0.260915943621095","0.185136665862286","0.336695221379905","4"
"At lease once a week","1995","Employed","vocational + Abi","121","0.43488771088182","0.382802501705577","0.486972920058063","4"
"At lease once a week","1995","Employed","higher vocational","177","0.351152781337497","0.312069586290853","0.390235976384142","4"
"At lease once a week","1995","Employed","higher education","518","0.441579015699589","0.41546449576381","0.467693535635367","4"
"At lease once a week","1995","Not Employed","in school","198","0.744053524793971","0.692476247819326","0.795630801768617","4"
"At lease once a week","1995","Not Employed","higher vocational","38","0.230312499286793","0.170287362281614","0.290337636291972","4"
"At lease once a week","1995","Employed","middle vocational","1274","0.311925095872757","0.298339361077529","0.325510830667985","4"
"At lease once a week","1995","Not Employed","higher education","93","0.252780583426386","0.208133475781848","0.297427691070924","4"
"At lease once a week","1995","Employed","in school","3","","","","4"
"At lease once a week","1995","Employed","inadequately","16","","","","4"
"At lease once a week","1995","Employed","general elemantary","307","0.265354365736588","0.240907419063352","0.289801312409824","4"
"At least once a month","1995","Not Employed","vocational + Abi","5","","","","3"
"At least once a month","1995","Not Employed","higher vocational","10","","","","3"
"At least once a month","1995","Not Employed","higher education","23","","","","3"
"At least once a month","1995","Employed","in school","3","","","","3"
"At least once a month","1995","Employed","inadequately","7","","","","3"
"At least once a month","1995","Not Employed","in school","20","","","","3"
"At least once a month","1995","Not Employed","inadequately","1","","","","3"
"At least once a month","1995","Not Employed","general elemantary","48","0.0313028569888492","0.0215871030092426","0.0410186109684558","3"
"At least once a month","1995","Not Employed","middle vocational","124","0.0553753578942207","0.045906119046165","0.0648445967422763","3"
"At least once a month","1995","Employed","general elemantary","88","0.0639695507203653","0.0504206458310696","0.077518455609661","3"
"At least once a month","1995","Employed","middle vocational","378","0.092996661692958","0.0844798266253924","0.101513496760524","3"
"At least once a month","1995","Employed","vocational + Abi","38","0.125930850867514","0.0910732547317706","0.160788447003257","3"
"At least once a month","1995","Employed","higher vocational","53","0.101811441164419","0.0770513162193006","0.126571566109537","3"
"At least once a month","1995","Employed","higher education","139","0.100514581592251","0.0847017892964617","0.116327373888041","3"
"Several times a year","1995","Not Employed","inadequately","25","","","","2"
"Several times a year","1995","Not Employed","general elemantary","133","0.100870249341431","0.0840673880478318","0.11767311063503","2"
"Several times a year","1995","Employed","vocational + Abi","89","0.207573617835316","0.164962393831706","0.250184841838925","2"
"Several times a year","1995","Employed","higher vocational","181","0.297239518936133","0.25981745636083","0.334661581511436","2"
"Several times a year","1995","Employed","higher education","416","0.253656512675203","0.230774756654482","0.276538268695923","2"
"Several times a year","1995","Not Employed","in school","31","0.0979931676837408","0.0628545594481851","0.133131775919296","2"
"Several times a year","1995","Not Employed","middle vocational","356","0.148998385179607","0.134255477850605","0.16374129250861","2"
"Several times a year","1995","Not Employed","vocational + Abi","31","0.23067783991246","0.157981876740073","0.303373803084847","2"
"Several times a year","1995","Not Employed","higher vocational","43","0.198344358348563","0.141495592405714","0.255193124291412","2"
"Several times a year","1995","Employed","middle vocational","1203","0.26625429550572","0.253292617986504","0.279215973024936","2"
"Several times a year","1995","Not Employed","higher education","70","0.209686171131669","0.167866358315049","0.251505983948289","2"
"Several times a year","1995","Employed","in school","2","","","","2"
"Several times a year","1995","Employed","inadequately","42","0.172918507476087","0.12822168657592","0.217615328376255","2"
"Several times a year","1995","Employed","general elemantary","251","0.225736438515636","0.20258820790056","0.248884669130712","2"
"Almost never or never","1996","Not Employed","vocational + Abi","71","0.597630094087603","0.50952447942929","0.685735708745916","1"
"Almost never or never","1996","Not Employed","higher vocational","102","0.571623465084443","0.499131572805896","0.64411535736299","1"
"Almost never or never","1996","Not Employed","higher education","186","0.544765970346205","0.492444394720292","0.597087545972118","1"
"Almost never or never","1996","Employed","in school","4","","","","1"
"Almost never or never","1996","Employed","inadequately","191","0.749457297948575","0.695634937250634","0.803279658646517","1"
"Almost never or never","1996","Not Employed","in school","32","0.0710780239415617","0.0407084264844634","0.10144762139866","1"
"Almost never or never","1996","Not Employed","inadequately","216","0.871884640931113","0.829688796508209","0.914080485354017","1"
"Almost never or never","1996","Not Employed","general elemantary","888","0.773352363649938","0.749495133266355","0.79720959403352","1"
"Almost never or never","1996","Not Employed","middle vocational","1405","0.649727998077419","0.629642290366542","0.669813705788297","1"
"Almost never or never","1996","Employed","general elemantary","595","0.473597027393873","0.445417215643741","0.501776839144006","1"
"Almost never or never","1996","Employed","middle vocational","1897","0.395263149572941","0.380861252249706","0.409665046896176","1"
"Almost never or never","1996","Employed","vocational + Abi","122","0.30501811990752","0.257324955512667","0.352711284302373","1"
"Almost never or never","1996","Employed","higher vocational","213","0.330566950557315","0.292479441243032","0.368654459871598","1"
"Almost never or never","1996","Employed","higher education","465","0.283283953199269","0.259731292160624","0.306836614237914","1"
"At lease once a week","1996","Not Employed","inadequately","8","","","","4"
"At lease once a week","1996","Not Employed","general elemantary","127","0.102806590128104","0.0855000906523964","0.120113089603813","4"
"At lease once a week","1996","Not Employed","middle vocational","359","0.17075387985162","0.154910579710845","0.186597179992394","4"
"At lease once a week","1996","Not Employed","vocational + Abi","21","","","","4"
"At lease once a week","1996","Not Employed","in school","159","0.639545601423558","0.58279863277185","0.696292570075266","4"
"At lease once a week","1996","Not Employed","higher vocational","35","0.212556093069803","0.152622796209347","0.272489389930258","4"
"At lease once a week","1996","Employed","middle vocational","1061","0.269034312106834","0.255971229837327","0.282097394376341","4"
"At lease once a week","1996","Employed","vocational + Abi","118","0.366267336340513","0.316360651861432","0.416174020819593","4"
"At lease once a week","1996","Employed","higher vocational","161","0.292560679018598","0.255726426741861","0.329394931295334","4"
"At lease once a week","1996","Employed","higher education","458","0.377621807040576","0.352281542324212","0.402962071756939","4"
"At lease once a week","1996","Not Employed","higher education","76","0.225938028437192","0.18199995581844","0.269876101055945","4"
"At lease once a week","1996","Employed","in school","8","","","","4"
"At lease once a week","1996","Employed","inadequately","12","","","","4"
"At lease once a week","1996","Employed","general elemantary","234","0.222528941953852","0.199053714755495","0.246004169152209","4"
"At least once a month","1996","Not Employed","vocational + Abi","5","","","","3"
"At least once a month","1996","Not Employed","higher vocational","16","","","","3"
"At least once a month","1996","Not Employed","higher education","15","","","","3"
"At least once a month","1996","Employed","in school","2","","","","3"
"At least once a month","1996","Not Employed","in school","30","0.119199798639821","0.0809033759795396","0.157496221300102","3"
"At least once a month","1996","Not Employed","inadequately","2","","","","3"
"At least once a month","1996","Not Employed","general elemantary","51","0.0414286843688201","0.0300728642598782","0.0527845044777619","3"
"At least once a month","1996","Not Employed","middle vocational","112","0.0533732047754013","0.0439093150234143","0.0628370945273883","3"
"At least once a month","1996","Employed","inadequately","10","","","","3"
"At least once a month","1996","Employed","general elemantary","93","0.0706583439377077","0.0561958274741987","0.0851208604012167","3"
"At least once a month","1996","Employed","middle vocational","348","0.0795232685501358","0.0715534790966939","0.0874930580035778","3"
"At least once a month","1996","Employed","vocational + Abi","35","0.0839925982525893","0.0552598890673379","0.112725307437841","3"
"At least once a month","1996","Employed","higher vocational","52","0.0764989750785547","0.0549788008944097","0.0980191492626997","3"
"At least once a month","1996","Employed","higher education","130","0.101911026809012","0.086097610610661","0.117724443007364","3"
"Several times a year","1996","Not Employed","inadequately","15","","","","2"
"Several times a year","1996","Not Employed","vocational + Abi","22","","","","2"
"Several times a year","1996","Not Employed","in school","54","0.17017657599506","0.125762106442903","0.214591045547216","2"
"Several times a year","1996","Employed","higher education","353","0.237183212951143","0.214949728782585","0.259416697119701","2"
"Several times a year","1996","Not Employed","general elemantary","117","0.0824123618531378","0.0667421208396355","0.0980826028666401","2"
"Several times a year","1996","Not Employed","middle vocational","291","0.12614491729556","0.112166010093968","0.140123824497151","2"
"Several times a year","1996","Not Employed","higher vocational","26","","","","2"
"Several times a year","1996","Employed","middle vocational","1121","0.25617926977009","0.243320498811795","0.269038040728384","2"
"Several times a year","1996","Employed","vocational + Abi","83","0.244721945499378","0.200187456963641","0.289256434035115","2"
"Several times a year","1996","Employed","higher vocational","160","0.300373395345532","0.263257223835961","0.337489566855104","2"
"Several times a year","1996","Not Employed","higher education","71","0.189262063549657","0.148106315285061","0.230417811814253","2"
"Several times a year","1996","Employed","in school","3","","","","2"
"Several times a year","1996","Employed","inadequately","36","0.144312007467402","0.100664708799711","0.187959306135093","2"
"Several times a year","1996","Employed","general elemantary","284","0.233215686714567","0.209349121232676","0.257082252196458","2"
"Almost never or never","1997","Not Employed","vocational + Abi","58","0.520470625927514","0.428358970173924","0.612582281681104","1"
"Almost never or never","1997","Not Employed","higher vocational","116","0.65044505803684","0.580396189895298","0.720493926178382","1"
"Almost never or never","1997","Not Employed","higher education","208","0.606165836785361","0.555902976431966","0.656428697138755","1"
"Almost never or never","1997","Employed","in school","1","","","","1"
"Almost never or never","1997","Employed","inadequately","165","0.701846098505742","0.641122005385412","0.762570191626073","1"
"Almost never or never","1997","Employed","higher education","454","0.297278399823866","0.273387706166748","0.321169093480983","1"
"Almost never or never","1997","Not Employed","in school","41","0.108153858807944","0.0730681041972635","0.143239613418624","1"
"Almost never or never","1997","Not Employed","inadequately","219","0.888991984567315","0.84965589893348","0.92832807020115","1"
"Almost never or never","1997","Not Employed","general elemantary","871","0.75489895919949","0.730418320884869","0.77937959751411","1"
"Almost never or never","1997","Not Employed","middle vocational","1471","0.682058246472983","0.662501181978386","0.701615310967579","1"
"Almost never or never","1997","Employed","general elemantary","568","0.468565080446959","0.439546983379406","0.497583177514512","1"
"Almost never or never","1997","Employed","middle vocational","1930","0.415615401732083","0.400804019256378","0.430426784207789","1"
"Almost never or never","1997","Employed","vocational + Abi","111","0.261676450979462","0.214955216070531","0.308397685888393","1"
"Almost never or never","1997","Employed","higher vocational","219","0.36543273482282","0.32620878130263","0.40465668834301","1"
"At lease once a week","1997","Not Employed","middle vocational","373","0.176140993033984","0.160142619942956","0.192139366125013","4"
"At lease once a week","1997","Not Employed","vocational + Abi","33","0.295012462016096","0.210927221590524","0.379097702441667","4"
"At lease once a week","1997","Not Employed","inadequately","6","","","","4"
"At lease once a week","1997","Not Employed","general elemantary","157","0.128967517226809","0.109892581129848","0.148042453323769","4"
"At lease once a week","1997","Not Employed","in school","165","0.599609697951612","0.54425672615131","0.654962669751913","4"
"At lease once a week","1997","Not Employed","higher vocational","30","0.191095934440177","0.133337910989139","0.248853957891214","4"
"At lease once a week","1997","Employed","middle vocational","1032","0.270627321126522","0.257274870996165","0.28397977125688","4"
"At lease once a week","1997","Employed","vocational + Abi","113","0.374371731430612","0.322929672996053","0.425813789865172","4"
"At lease once a week","1997","Employed","higher vocational","166","0.306861148540454","0.269295587149308","0.344426709931599","4"
"At lease once a week","1997","Employed","higher education","493","0.405915177978808","0.380246866274293","0.431583489683323","4"
"At lease once a week","1997","Not Employed","higher education","92","0.253849330910092","0.209078407035155","0.298620254785029","4"
"At lease once a week","1997","Employed","in school","7","","","","4"
"At lease once a week","1997","Employed","inadequately","12","","","","4"
"At lease once a week","1997","Employed","general elemantary","234","0.231055542817304","0.20654434096941","0.255566744665198","4"
"At least once a month","1997","Not Employed","vocational + Abi","3","","","","3"
"At least once a month","1997","Not Employed","higher vocational","6","","","","3"
"At least once a month","1997","Not Employed","higher education","15","","","","3"
"At least once a month","1997","Employed","in school","1","","","","3"
"At least once a month","1997","Not Employed","in school","28","","","","3"
"At least once a month","1997","Not Employed","inadequately","2","","","","3"
"At least once a month","1997","Not Employed","general elemantary","45","0.0292824822343113","0.0196872359968397","0.0388777284717828","3"
"At least once a month","1997","Not Employed","middle vocational","76","0.0346547348748515","0.0269733101494352","0.0423361596002677","3"
"At least once a month","1997","Employed","inadequately","7","","","","3"
"At least once a month","1997","Employed","higher education","99","0.0718329560441959","0.058336169729168","0.0853297423592239","3"
"At least once a month","1997","Employed","vocational + Abi","34","0.104439823013712","0.0719319104592815","0.136947735568142","3"
"At least once a month","1997","Employed","higher vocational","45","0.0767615624331868","0.0550776496996432","0.0984454751667305","3"
"At least once a month","1997","Employed","general elemantary","78","0.0637120217900694","0.0495092096613225","0.0779148339188163","3"
"At least once a month","1997","Employed","middle vocational","309","0.0719601761780978","0.064193596266783","0.0797267560894127","3"
"Several times a year","1997","Not Employed","inadequately","18","","","","2"
"Several times a year","1997","Not Employed","vocational + Abi","19","","","","2"
"Several times a year","1997","Not Employed","in school","67","0.188746494890714","0.144540355985241","0.232952633796186","2"
"Several times a year","1997","Not Employed","general elemantary","113","0.0868510413393904","0.0708236044449542","0.102878478233827","2"
"Several times a year","1997","Not Employed","middle vocational","258","0.107146025618181","0.0941563769586977","0.120135674277665","2"
"Several times a year","1997","Employed","higher education","360","0.22497346615313","0.20314720405451","0.24679972825175","2"
"Several times a year","1997","Not Employed","higher vocational","26","","","","2"
"Several times a year","1997","Employed","middle vocational","982","0.241797100963297","0.228928875404369","0.254665326522225","2"
"Several times a year","1997","Employed","vocational + Abi","82","0.259511994576214","0.212916238364953","0.306107750787476","2"
"Several times a year","1997","Employed","higher vocational","149","0.250944554203539","0.215629922630063","0.286259185777016","2"
"Several times a year","1997","Not Employed","higher education","48","0.110230839808348","0.078013846195773","0.142447833420923","2"
"Several times a year","1997","Employed","in school","5","","","","2"
"Several times a year","1997","Employed","inadequately","34","0.207206109534306","0.153403756502592","0.26100846256602","2"
"Several times a year","1997","Employed","general elemantary","256","0.236667354945667","0.211950965940106","0.261383743951229","2"
"Almost never or never","1998","Not Employed","vocational + Abi","54","0.446953739077789","0.359090430516893","0.534817047638684","1"
"Almost never or never","1998","Not Employed","higher vocational","99","0.495847934985419","0.426899020053748","0.56479684991709","1"
"Almost never or never","1998","Not Employed","higher education","189","0.443699361705509","0.396686290184195","0.490712433226822","1"
"Almost never or never","1998","Employed","in school","2","","","","1"
"Almost never or never","1998","Employed","inadequately","146","0.698839648241479","0.636643625447416","0.761035671035542","1"
"Almost never or never","1998","Employed","higher education","331","0.199238774348718","0.179257078243645","0.219220470453791","1"
"Almost never or never","1998","Not Employed","in school","44","0.100620068722243","0.0674521324149124","0.133788005029573","1"
"Almost never or never","1998","Not Employed","inadequately","212","0.887558702993165","0.847168538063568","0.927948867922762","1"
"Almost never or never","1998","Not Employed","general elemantary","932","0.702334947931483","0.677890258691648","0.726779637171317","1"
"Almost never or never","1998","Not Employed","middle vocational","1396","0.571057073424765","0.551609634513816","0.590504512335714","1"
"Almost never or never","1998","Employed","general elemantary","523","0.423346101508831","0.39527367141978","0.451418531597882","1"
"Almost never or never","1998","Employed","middle vocational","1498","0.300424025404779","0.287041412659361","0.313806638150198","1"
"Almost never or never","1998","Employed","vocational + Abi","98","0.213873753550353","0.172915387768262","0.254832119332444","1"
"Almost never or never","1998","Employed","higher vocational","158","0.253961380660285","0.219699062720265","0.288223698600305","1"
"At lease once a week","1998","Not Employed","middle vocational","524","0.215858163284199","0.199692093302296","0.232024233266102","4"
"At lease once a week","1998","Not Employed","vocational + Abi","28","","","","4"
"At lease once a week","1998","Employed","middle vocational","1343","0.329482062309043","0.315761332081488","0.343202792536599","4"
"At lease once a week","1998","Employed","vocational + Abi","150","0.460571690178828","0.41078271196127","0.510360668396386","4"
"At lease once a week","1998","Employed","higher vocational","212","0.364020202393069","0.326146597015361","0.401893807770777","4"
"At lease once a week","1998","Employed","higher education","610","0.443047570296399","0.418197470786754","0.467897669806045","4"
"At lease once a week","1998","Not Employed","inadequately","11","","","","4"
"At lease once a week","1998","Not Employed","general elemantary","210","0.159043826872238","0.13949172071078","0.178595933033696","4"
"At lease once a week","1998","Not Employed","in school","196","0.666395094898112","0.614409064145458","0.718381125650766","4"
"At lease once a week","1998","Not Employed","higher vocational","51","0.265135986728386","0.204265014893495","0.326006958563276","4"
"At lease once a week","1998","Not Employed","higher education","123","0.29360738203499","0.250512469234142","0.336702294835838","4"
"At lease once a week","1998","Employed","in school","11","","","","4"
"At lease once a week","1998","Employed","inadequately","25","","","","4"
"At lease once a week","1998","Employed","general elemantary","292","0.265100035871902","0.240021994375701","0.290178077368102","4"
"At least once a month","1998","Not Employed","vocational + Abi","8","","","","3"
"At least once a month","1998","Not Employed","higher vocational","11","","","","3"
"At least once a month","1998","Not Employed","higher education","33","0.0659115739955188","0.0424317800214955","0.0893913679695421","3"
"At least once a month","1998","Employed","in school","1","","","","3"
"At least once a month","1998","Not Employed","middle vocational","130","0.0486134525799922","0.040163006417225","0.0570638987427593","3"
"At least once a month","1998","Employed","inadequately","7","","","","3"
"At least once a month","1998","Employed","higher education","163","0.117170445636955","0.101080989144256","0.133259902129654","3"
"At least once a month","1998","Not Employed","in school","29","","","","3"
"At least once a month","1998","Not Employed","inadequately","2","","","","3"
"At least once a month","1998","Not Employed","general elemantary","44","0.0309193045591937","0.0216650106894718","0.0401735984289155","3"
"At least once a month","1998","Employed","general elemantary","109","0.0887458810388084","0.0725885930791944","0.104903168998423","3"
"At least once a month","1998","Employed","middle vocational","423","0.0964043226930949","0.0877886049341512","0.105020040452039","3"
"At least once a month","1998","Employed","vocational + Abi","42","0.11230306414185","0.0807642115255502","0.14384191675815","3"
"At least once a month","1998","Employed","higher vocational","60","0.0903262945674186","0.0677630181280909","0.112889571006746","3"
"Several times a year","1998","Not Employed","inadequately","10","","","","2"
"Several times a year","1998","Not Employed","middle vocational","438","0.164471310711044","0.149905030403413","0.179037591018674","2"
"Several times a year","1998","Employed","middle vocational","1244","0.273689589593082","0.260674522506393","0.286704656679772","2"
"Several times a year","1998","Employed","vocational + Abi","95","0.213251492128969","0.172336569944397","0.254166414313541","2"
"Several times a year","1998","Employed","higher vocational","190","0.291692122379227","0.255913333750453","0.327470911008002","2"
"Several times a year","1998","Employed","higher education","431","0.240543209717927","0.219161521784178","0.261924897651676","2"
"Several times a year","1998","Not Employed","general elemantary","158","0.107701920637085","0.0911283852544459","0.124275456019724","2"
"Several times a year","1998","Not Employed","vocational + Abi","33","0.253187963269518","0.176341706529288","0.330034220009749","2"
"Several times a year","1998","Not Employed","in school","47","0.152121796827072","0.112524366039077","0.191719227615068","2"
"Several times a year","1998","Not Employed","higher education","84","0.196781682263982","0.159160834187009","0.234402530340956","2"
"Several times a year","1998","Employed","in school","3","","","","2"
"Several times a year","1998","Employed","inadequately","31","0.145200899006422","0.097437895496944","0.1929639025159","2"
"Several times a year","1998","Employed","general elemantary","266","0.222807981580459","0.199164896315799","0.246451066845119","2"
"Several times a year","1998","Not Employed","higher vocational","41","0.195444640215602","0.140760390857801","0.250128889573403","2"
"Almost never or never","1999","Not Employed","vocational + Abi","53","0.543380543090225","0.447184163587667","0.639576922592782","1"
"Almost never or never","1999","Not Employed","higher vocational","123","0.665079653135723","0.598321383142096","0.73183792312935","1"
"Almost never or never","1999","Not Employed","higher education","240","0.60970974261831","0.562889303119069","0.65653018211755","1"
"Almost never or never","1999","Employed","in school","3","","","","1"
"Almost never or never","1999","Employed","inadequately","142","0.729176584650751","0.66758908744424","0.790764081857262","1"
"Almost never or never","1999","Employed","higher education","452","0.269902963357141","0.247688822032287","0.292117104681995","1"
"Almost never or never","1999","Not Employed","in school","39","0.119419535209511","0.0810926120771404","0.157746458341882","1"
"Almost never or never","1999","Not Employed","inadequately","199","0.871746507401046","0.827958640409439","0.915534374392652","1"
"Almost never or never","1999","Employed","general elemantary","553","0.467014288986205","0.438535989307408","0.495492588665001","1"
"Almost never or never","1999","Employed","middle vocational","1907","0.389974887683963","0.375858510843973","0.404091264523954","1"
"Almost never or never","1999","Not Employed","general elemantary","944","0.758890866275106","0.735290708421308","0.782491024128905","1"
"Almost never or never","1999","Not Employed","middle vocational","1518","0.662921741720129","0.643628067479606","0.682215415960651","1"
"Almost never or never","1999","Employed","vocational + Abi","117","0.275258711069416","0.231488349584005","0.319029072554828","1"
"Almost never or never","1999","Employed","higher vocational","221","0.336115975128416","0.299141245503139","0.373090704753693","1"
"At lease once a week","1999","Not Employed","inadequately","9","","","","4"
"At lease once a week","1999","Not Employed","general elemantary","159","0.126430326233888","0.108094823705951","0.144765828761826","4"
"At lease once a week","1999","Not Employed","middle vocational","403","0.179050481706746","0.163402280827834","0.194698682585658","4"
"At lease once a week","1999","Not Employed","vocational + Abi","25","","","","4"
"At lease once a week","1999","Employed","middle vocational","1162","0.279906359718604","0.266912686614282","0.292900032822926","4"
"At lease once a week","1999","Employed","vocational + Abi","134","0.400120122951284","0.352108604775685","0.448131641126882","4"
"At lease once a week","1999","Employed","higher vocational","180","0.319252702620363","0.282762642849004","0.355742762391721","4"
"At lease once a week","1999","Employed","higher education","557","0.41031581058679","0.385700558999816","0.434931062173764","4"
