"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"At least once a month","1991","1-pers.-HH","Rural Area","","","",""
"At least once a month","1991","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","1991","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","1991","Single parent ","Urban Area","","","",""
"At least once a month","1991","Single parent ","Rural Area","","","",""
"At least once a month","1991","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","1991","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","1991","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","1991","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","1991","1-pers.-HH","Urban Area","","","",""
"At lease once a week","1991","1-pers.-HH","Rural Area","","","",""
"At lease once a week","1991","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","1991","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","1991","Single parent ","Urban Area","","","",""
"At lease once a week","1991","Single parent ","Rural Area","","","",""
"At lease once a week","1991","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","1991","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","1991","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","1991","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","1992","1-pers.-HH","Urban Area","573","0.61133476219036","0.580627732581201","0.642041791799518"
"Almost never or never","1992","1-pers.-HH","Rural Area","242","0.707459350204331","0.659174069799047","0.755744630609615"
"Almost never or never","1992","(Married) couple without C. ","Urban Area","1324","0.586345780954213","0.565896119192024","0.606795442716401"
"Almost never or never","1992","(Married) couple without C. ","Rural Area","687","0.702979766455829","0.67404434804934","0.731915184862318"
"Almost never or never","1992","Single parent ","Urban Area","234","0.518996797611714","0.471990120814422","0.566003474409006"
"Almost never or never","1992","Single parent ","Rural Area","98","0.487216897177073","0.416699307369252","0.557734486984894"
"Almost never or never","1992","Couple + C. LE 16 ","Urban Area","1029","0.428168627149547","0.406811385030433","0.449525869268662"
"Almost never or never","1992","Couple + C. LE 16 ","Rural Area","658","0.531221407305981","0.502392239989758","0.560050574622203"
"Almost never or never","1992","Couple + C. GT 16 ","Urban Area","844","0.488207042234318","0.464410579113782","0.512003505354854"
"Almost never or never","1992","Couple + C. GT 16 ","Rural Area","522","0.492527377757273","0.461274297375324","0.523780458139222"
"Almost never or never","1992","Couple + C. LE and GT 16","Urban Area","382","0.453897031184493","0.418289319700981","0.489504742668004"
"Almost never or never","1992","Couple + C. LE and GT 16","Rural Area","171","0.431910591042221","0.38164174123835","0.482179440846092"
"Several times a year","1992","1-pers.-HH","Urban Area","106","0.11202017736041","0.0921519057186362","0.131888449002184"
"Several times a year","1992","1-pers.-HH","Rural Area","36","0.0988375405225563","0.0671613160240192","0.130513765021093"
"Several times a year","1992","(Married) couple without C. ","Urban Area","289","0.124376698332929","0.110673603449267","0.138079793216592"
"Several times a year","1992","(Married) couple without C. ","Rural Area","108","0.117235792885395","0.0968645368668316","0.137607048903958"
"Several times a year","1992","Single parent ","Urban Area","55","0.144605462392222","0.111516830427","0.177694094357444"
"Several times a year","1992","Single parent ","Rural Area","40","0.219565562607676","0.16116463283242","0.277966492382931"
"Several times a year","1992","Couple + C. LE 16 ","Urban Area","468","0.248667543652189","0.230011077360745","0.267324009943633"
"Several times a year","1992","Couple + C. LE 16 ","Rural Area","254","0.207929583659223","0.184484571215316","0.23137459610313"
"Several times a year","1992","Couple + C. GT 16 ","Urban Area","271","0.158013647263942","0.140649115992664","0.17537817853522"
"Several times a year","1992","Couple + C. GT 16 ","Rural Area","195","0.185056350604898","0.16077979218797","0.209332909021825"
"Several times a year","1992","Couple + C. LE and GT 16","Urban Area","129","0.188714863820052","0.160730339052765","0.216699388587339"
"Several times a year","1992","Couple + C. LE and GT 16","Rural Area","86","0.250803404370018","0.206812966346755","0.29479384239328"
"At least once a month","1992","1-pers.-HH","Urban Area","61","0.0586863090984692","0.0438800277226345","0.073492590474304"
"At least once a month","1992","1-pers.-HH","Rural Area","13","","",""
"At least once a month","1992","(Married) couple without C. ","Urban Area","132","0.0602189795004529","0.0503409452320109","0.0700970137688949"
"At least once a month","1992","(Married) couple without C. ","Rural Area","31","0.0271678547696117","0.0168731957553944","0.0374625137838289"
"At least once a month","1992","Single parent ","Urban Area","31","0.0733044186171534","0.0487834936041736","0.0978253436301331"
"At least once a month","1992","Single parent ","Rural Area","10","","",""
"At least once a month","1992","Couple + C. LE 16 ","Urban Area","122","0.0758062877704369","0.0643817699306556","0.0872308056102182"
"At least once a month","1992","Couple + C. LE 16 ","Rural Area","58","0.0649255831085216","0.0506911083657213","0.079160057851322"
"At least once a month","1992","Couple + C. GT 16 ","Urban Area","132","0.0722203719957933","0.0598973984444991","0.0845433455470875"
"At least once a month","1992","Couple + C. GT 16 ","Rural Area","54","0.0593096211710891","0.044543811768857","0.0740754305733211"
"At least once a month","1992","Couple + C. LE and GT 16","Urban Area","49","0.0653878720889129","0.0477074580586222","0.0830682861192036"
"At least once a month","1992","Couple + C. LE and GT 16","Rural Area","35","0.0961121581972404","0.0662005259831912","0.12602379041129"
"At lease once a week","1992","1-pers.-HH","Urban Area","228","0.217958751350761","0.191950425467385","0.243967077234136"
"At lease once a week","1992","1-pers.-HH","Rural Area","50","0.153287211021609","0.115049496846012","0.191524925197206"
"At lease once a week","1992","(Married) couple without C. ","Urban Area","483","0.229058541212405","0.211609384476879","0.246507697947931"
"At lease once a week","1992","(Married) couple without C. ","Rural Area","132","0.152616585889164","0.129844323298572","0.175388848479756"
"At lease once a week","1992","Single parent ","Urban Area","114","0.263093321378911","0.221668143267717","0.304518499490105"
"At lease once a week","1992","Single parent ","Rural Area","45","0.237850048815867","0.17778231161547","0.297917786016265"
"At lease once a week","1992","Couple + C. LE 16 ","Urban Area","443","0.247357541427826","0.228734067487607","0.265981015368045"
"At lease once a week","1992","Couple + C. LE 16 ","Rural Area","181","0.195923425926275","0.172993517667997","0.218853334184553"
"At lease once a week","1992","Couple + C. GT 16 ","Urban Area","448","0.281558938505947","0.260147617023159","0.302970259988735"
"At lease once a week","1992","Couple + C. GT 16 ","Rural Area","212","0.263106650466741","0.235580874963954","0.290632425969527"
"At lease once a week","1992","Couple + C. LE and GT 16","Urban Area","191","0.292000232906542","0.259481300533995","0.324519165279089"
"At lease once a week","1992","Couple + C. LE and GT 16","Rural Area","81","0.221173846390521","0.17905457750517","0.263293115275872"
"Almost never or never","1993","1-pers.-HH","Urban Area","","","",""
"Almost never or never","1993","1-pers.-HH","Rural Area","","","",""
"Almost never or never","1993","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","1993","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","1993","Single parent ","Urban Area","","","",""
"Almost never or never","1993","Single parent ","Rural Area","","","",""
"Almost never or never","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","1993","1-pers.-HH","Urban Area","","","",""
"Several times a year","1993","1-pers.-HH","Rural Area","","","",""
"Several times a year","1993","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","1993","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","1993","Single parent ","Urban Area","","","",""
"Several times a year","1993","Single parent ","Rural Area","","","",""
"Several times a year","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","1993","1-pers.-HH","Urban Area","","","",""
"At least once a month","1993","1-pers.-HH","Rural Area","","","",""
"At least once a month","1993","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","1993","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","1993","Single parent ","Urban Area","","","",""
"At least once a month","1993","Single parent ","Rural Area","","","",""
"At least once a month","1993","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","1993","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","1993","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","1993","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","1993","1-pers.-HH","Urban Area","","","",""
"At lease once a week","1993","1-pers.-HH","Rural Area","","","",""
"At lease once a week","1993","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","1993","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","1993","Single parent ","Urban Area","","","",""
"At lease once a week","1993","Single parent ","Rural Area","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","1994","1-pers.-HH","Urban Area","573","0.604674464758908","0.574386555150251","0.634962374367565"
"Almost never or never","1994","1-pers.-HH","Rural Area","253","0.66953229436915","0.622238237398703","0.716826351339597"
