"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1994","Couple + C. GT 16 ","Urban Area","794","0.478016600289697","0.453252734751338","0.502780465828056"
"Almost never or never","1994","Couple + C. GT 16 ","Rural Area","438","0.459043040032843","0.425640992202391","0.492445087863295"
"Almost never or never","1994","Couple + C. LE and GT 16","Urban Area","330","0.386866165186786","0.352240405507564","0.421491924866008"
"Almost never or never","1994","Couple + C. LE and GT 16","Rural Area","202","0.429361938898256","0.381214053998571","0.477509823797941"
"Several times a year","1994","1-pers.-HH","Urban Area","146","0.135961802027434","0.114729065068208","0.157194538986661"
"Several times a year","1994","1-pers.-HH","Rural Area","47","0.114028063258264","0.0820706109409526","0.145985515575576"
"Several times a year","1994","(Married) couple without C. ","Urban Area","344","0.141510407619068","0.12728757818011","0.155733237058025"
"Several times a year","1994","(Married) couple without C. ","Rural Area","140","0.121557710012796","0.101678583988232","0.14143683603736"
"Several times a year","1994","Single parent ","Urban Area","61","0.163498506602754","0.126888878856678","0.20010813434883"
"Several times a year","1994","Single parent ","Rural Area","33","0.179164775362976","0.122827946535265","0.235501604190686"
"Several times a year","1994","Couple + C. LE 16 ","Urban Area","428","0.234573704539243","0.215771411865921","0.253375997212565"
"Several times a year","1994","Couple + C. LE 16 ","Rural Area","253","0.257156601367188","0.230669787377553","0.283643415356822"
"Several times a year","1994","Couple + C. GT 16 ","Urban Area","279","0.188913991499909","0.169508076759972","0.208319906239846"
"Several times a year","1994","Couple + C. GT 16 ","Rural Area","169","0.206883157636185","0.179731510056353","0.234034805216017"
"Several times a year","1994","Couple + C. LE and GT 16","Urban Area","153","0.197104684700195","0.168822091293903","0.225387278106487"
"Several times a year","1994","Couple + C. LE and GT 16","Rural Area","74","0.199310353578261","0.160452204472922","0.2381685026836"
"At least once a month","1994","1-pers.-HH","Urban Area","69","0.0564496442797664","0.0421526679419142","0.0707466206176187"
"At least once a month","1994","1-pers.-HH","Rural Area","16","","",""
"At least once a month","1994","(Married) couple without C. ","Urban Area","113","0.0464662591544362","0.0378768917165069","0.0550556265923655"
"At least once a month","1994","(Married) couple without C. ","Rural Area","46","0.0435064614672459","0.0310965890811432","0.0559163338533485"
"At least once a month","1994","Single parent ","Urban Area","29","","",""
"At least once a month","1994","Single parent ","Rural Area","13","","",""
"At least once a month","1994","Couple + C. LE 16 ","Urban Area","126","0.0685197114119522","0.0573094935351848","0.0797299292887196"
"At least once a month","1994","Couple + C. LE 16 ","Rural Area","55","0.0593695160419299","0.0450485100071179","0.0736905220767418"
"At least once a month","1994","Couple + C. GT 16 ","Urban Area","121","0.0697843052476264","0.0571532593586849","0.0824153511365679"
"At least once a month","1994","Couple + C. GT 16 ","Rural Area","67","0.0879906362026952","0.0690024749489341","0.106978797456456"
"At least once a month","1994","Couple + C. LE and GT 16","Urban Area","60","0.0915785607561384","0.0710725165414172","0.11208460497086"
"At least once a month","1994","Couple + C. LE and GT 16","Rural Area","23","","",""
"At lease once a week","1994","1-pers.-HH","Urban Area","213","0.202914088933891","0.178000303495891","0.227827874371891"
"At lease once a week","1994","1-pers.-HH","Rural Area","64","0.179289351891757","0.140721222506211","0.217857481277302"
"At lease once a week","1994","(Married) couple without C. ","Urban Area","488","0.22904345649186","0.211896060090016","0.246190852893704"
"At lease once a week","1994","(Married) couple without C. ","Rural Area","142","0.146609207367896","0.125091102803074","0.168127311932718"
"At lease once a week","1994","Single parent ","Urban Area","99","0.272864985424282","0.228770275344704","0.316959695503859"
"At lease once a week","1994","Single parent ","Rural Area","38","0.204553722693653","0.145295692552446","0.26381175283486"
"At lease once a week","1994","Couple + C. LE 16 ","Urban Area","442","0.267952632151162","0.248300120527571","0.287605143774752"
"At lease once a week","1994","Couple + C. LE 16 ","Rural Area","163","0.172881610496631","0.149965522201465","0.195797698791798"
"At lease once a week","1994","Couple + C. GT 16 ","Urban Area","369","0.263285102962768","0.241451195199821","0.285119010725715"
"At lease once a week","1994","Couple + C. GT 16 ","Rural Area","181","0.246083166128276","0.217211775226204","0.274954557030349"
"At lease once a week","1994","Couple + C. LE and GT 16","Urban Area","217","0.32445058935688","0.291165928340701","0.35773525037306"
"At lease once a week","1994","Couple + C. LE and GT 16","Rural Area","107","0.307637748854824","0.262745477719214","0.352530019990434"
"Almost never or never","1995","1-pers.-HH","Urban Area","526","0.536428627973312","0.506222919411807","0.566634336534817"
"Almost never or never","1995","1-pers.-HH","Rural Area","235","0.600363950200653","0.551936517324991","0.648791383076314"
"Almost never or never","1995","(Married) couple without C. ","Urban Area","1171","0.476717607153838","0.456789406501883","0.496645807805793"
"Almost never or never","1995","(Married) couple without C. ","Rural Area","573","0.517187875348317","0.487495366488236","0.546880384208398"
"Almost never or never","1995","Single parent ","Urban Area","175","0.379944225892176","0.333413990178702","0.426474461605649"
"Almost never or never","1995","Single parent ","Rural Area","72","0.399946423884569","0.33028903134033","0.469603816428808"
"Almost never or never","1995","Couple + C. LE 16 ","Urban Area","795","0.316575641169375","0.296401075361517","0.336750206977233"
"Almost never or never","1995","Couple + C. LE 16 ","Rural Area","397","0.340668885992294","0.312661681074777","0.368676090909811"
"Almost never or never","1995","Couple + C. GT 16 ","Urban Area","701","0.403330291246425","0.379156639196873","0.427503943295977"
"Almost never or never","1995","Couple + C. GT 16 ","Rural Area","358","0.382661622633028","0.351030577640194","0.414292667625862"
"Almost never or never","1995","Couple + C. LE and GT 16","Urban Area","299","0.318758449718136","0.286345447638356","0.351171451797915"
"Almost never or never","1995","Couple + C. LE and GT 16","Rural Area","150","0.285848897806208","0.244057371094679","0.327640424517736"
"Several times a year","1995","1-pers.-HH","Urban Area","172","0.156076018267374","0.134092636455636","0.178059400079112"
"Several times a year","1995","1-pers.-HH","Rural Area","52","0.138790895640438","0.104609750281335","0.172972040999541"
"Several times a year","1995","(Married) couple without C. ","Urban Area","440","0.185386125119","0.169880690464683","0.200891559773316"
"Several times a year","1995","(Married) couple without C. ","Rural Area","245","0.215043924376699","0.190630994174111","0.239456854579288"
"Several times a year","1995","Single parent ","Urban Area","61","0.140792210136835","0.10744969428726","0.174134725986409"
"Several times a year","1995","Single parent ","Rural Area","56","0.250128324705372","0.188547400511967","0.311709248898778"
"Several times a year","1995","Couple + C. LE 16 ","Urban Area","554","0.272892705231827","0.253572335361548","0.292213075102107"
"Several times a year","1995","Couple + C. LE 16 ","Rural Area","376","0.322750387718497","0.295121747101516","0.350379028335479"
"Several times a year","1995","Couple + C. GT 16 ","Urban Area","300","0.204600622481576","0.184721786510861","0.224479458452292"
"Several times a year","1995","Couple + C. GT 16 ","Rural Area","228","0.232569722944162","0.205075560147937","0.260063885740388"
"Several times a year","1995","Couple + C. LE and GT 16","Urban Area","165","0.230705276385351","0.201402215983246","0.260008336787457"
"Several times a year","1995","Couple + C. LE and GT 16","Rural Area","115","0.257289282482303","0.216855384229433","0.297723180735172"
"At least once a month","1995","1-pers.-HH","Urban Area","64","0.0612828151893889","0.0467546259504364","0.0758110044283414"
"At least once a month","1995","1-pers.-HH","Rural Area","20","","",""
"At least once a month","1995","(Married) couple without C. ","Urban Area","172","0.065594528126041","0.0557164848916172","0.0754725713604648"
"At least once a month","1995","(Married) couple without C. ","Rural Area","73","0.0641357836575293","0.0495781673986894","0.0786933999163693"
"At least once a month","1995","Single parent ","Urban Area","42","0.11115271424174","0.0810203255111886","0.141285102972291"
"At least once a month","1995","Single parent ","Rural Area","10","","",""
"At least once a month","1995","Couple + C. LE 16 ","Urban Area","160","0.101439934029577","0.0883451524735787","0.114534715585576"
"At least once a month","1995","Couple + C. LE 16 ","Rural Area","88","0.0891604304595138","0.0723197835066803","0.106001077412347"
"At least once a month","1995","Couple + C. GT 16 ","Urban Area","109","0.0682579287423796","0.055830844077711","0.0806850134070481"
"At least once a month","1995","Couple + C. GT 16 ","Rural Area","77","0.0757124215327581","0.058496448485653","0.0929283945798632"
"At least once a month","1995","Couple + C. LE and GT 16","Urban Area","62","0.0782187945800144","0.059541785769897","0.0968958033901319"
"At least once a month","1995","Couple + C. LE and GT 16","Rural Area","32","0.0751872242544897","0.0507965471519071","0.0995779013570724"
"At lease once a week","1995","1-pers.-HH","Urban Area","285","0.246212538569925","0.220117719638055","0.272307357501795"
"At lease once a week","1995","1-pers.-HH","Rural Area","86","0.212529107839123","0.172082856135977","0.25297535954227"
"At lease once a week","1995","(Married) couple without C. ","Urban Area","630","0.272301739601121","0.254540621325868","0.290062857876375"
"At lease once a week","1995","(Married) couple without C. ","Rural Area","197","0.203632416617454","0.179704004068744","0.227560829166165"
"At lease once a week","1995","Single parent ","Urban Area","140","0.36811084972925","0.3218759725381","0.4143457269204"
"At lease once a week","1995","Single parent ","Rural Area","52","0.302761415115922","0.23743147498947","0.368091355242374"
"At lease once a week","1995","Couple + C. LE 16 ","Urban Area","533","0.30909171956922","0.289048194374777","0.329135244763663"
"At lease once a week","1995","Couple + C. LE 16 ","Rural Area","239","0.247420295829695","0.22191997407081","0.27292061758858"
"At lease once a week","1995","Couple + C. GT 16 ","Urban Area","472","0.323811157529619","0.3007529918081","0.346869323251138"
"At lease once a week","1995","Couple + C. GT 16 ","Rural Area","244","0.309056232890052","0.278982692889101","0.339129772891002"
"At lease once a week","1995","Couple + C. LE and GT 16","Urban Area","268","0.372317479316499","0.33869230301617","0.405942655616827"
"At lease once a week","1995","Couple + C. LE and GT 16","Rural Area","152","0.381674595457","0.336740076924133","0.426609113989867"
"Almost never or never","1996","1-pers.-HH","Urban Area","543","0.545703952148377","0.515587662154502","0.575820242142251"
"Almost never or never","1996","1-pers.-HH","Rural Area","251","0.611468340922742","0.564573589617294","0.658363092228191"
"Almost never or never","1996","(Married) couple without C. ","Urban Area","1312","0.543647296931975","0.523781844813382","0.563512749050567"
"Almost never or never","1996","(Married) couple without C. ","Rural Area","683","0.593011068168476","0.564354523771331","0.621667612565621"
"Almost never or never","1996","Single parent ","Urban Area","196","0.403295032220751","0.357510365282424","0.449079699159079"
"Almost never or never","1996","Single parent ","Rural Area","100","0.498043617395265","0.429930681828409","0.566156552962121"
"Almost never or never","1996","Couple + C. LE 16 ","Urban Area","881","0.38015629484638","0.358796383406541","0.401516206286218"
"Almost never or never","1996","Couple + C. LE 16 ","Rural Area","488","0.443369129485808","0.412701218448149","0.474037040523467"
"Almost never or never","1996","Couple + C. GT 16 ","Urban Area","711","0.441111969110099","0.416051785668066","0.466172152552131"
"Almost never or never","1996","Couple + C. GT 16 ","Rural Area","380","0.433469845103337","0.400272590476196","0.466667099730479"
"Almost never or never","1996","Couple + C. LE and GT 16","Urban Area","341","0.395037332409229","0.36035013759009","0.429724527228369"
"Almost never or never","1996","Couple + C. LE and GT 16","Rural Area","187","0.336707757809448","0.294518334191395","0.378897181427501"
"Several times a year","1996","1-pers.-HH","Urban Area","162","0.145874532460925","0.124524230791808","0.167224834130042"
"Several times a year","1996","1-pers.-HH","Rural Area","63","0.142552847225321","0.108915969853984","0.176189724596657"
"Several times a year","1996","(Married) couple without C. ","Urban Area","400","0.156403992323247","0.141916917651763","0.170891066994731"
"Several times a year","1996","(Married) couple without C. ","Rural Area","201","0.173688117663393","0.151589852865943","0.195786382460843"
"Several times a year","1996","Single parent ","Urban Area","73","0.177171567441262","0.141536264506163","0.212806870376361"
"Several times a year","1996","Single parent ","Rural Area","46","0.181422303140734","0.128924852961334","0.233919753320133"
"Several times a year","1996","Couple + C. LE 16 ","Urban Area","514","0.283991130919177","0.264148975518389","0.303833286319965"
"Several times a year","1996","Couple + C. LE 16 ","Rural Area","271","0.280633608988865","0.252896401360633","0.308370816617097"
"Several times a year","1996","Couple + C. GT 16 ","Urban Area","318","0.214376050563254","0.193663055091435","0.235089046035074"
"Several times a year","1996","Couple + C. GT 16 ","Rural Area","206","0.222793323444092","0.194917317013231","0.250669329874953"
"Several times a year","1996","Couple + C. LE and GT 16","Urban Area","151","0.212992122868418","0.183941387336146","0.242042858400689"
"Several times a year","1996","Couple + C. LE and GT 16","Rural Area","129","0.267772547826028","0.228242203167654","0.307302892484402"
"At least once a month","1996","1-pers.-HH","Urban Area","81","0.0733372367140543","0.0575692382692645","0.0891052351588441"
"At least once a month","1996","1-pers.-HH","Rural Area","23","","",""
"At least once a month","1996","(Married) couple without C. ","Urban Area","153","0.0587104994943602","0.04933468473403","0.0680863142546903"
"At least once a month","1996","(Married) couple without C. ","Rural Area","52","0.0529377242613008","0.0398768267167292","0.0659986218058724"
"At least once a month","1996","Single parent ","Urban Area","38","0.0859998622706735","0.0598330508380718","0.112166673703275"
"At least once a month","1996","Single parent ","Rural Area","15","","",""
"At least once a month","1996","Couple + C. LE 16 ","Urban Area","158","0.0873853304171084","0.0749590758568068","0.0998115849774099"
"At least once a month","1996","Couple + C. LE 16 ","Rural Area","70","0.073131352776189","0.0570590270877322","0.0892036784646457"
"At least once a month","1996","Couple + C. GT 16 ","Urban Area","122","0.0810788257253961","0.0673022820061598","0.0948553694446325"
"At least once a month","1996","Couple + C. GT 16 ","Rural Area","66","0.0780780571702789","0.0601049657368465","0.0960511486037114"
"At least once a month","1996","Couple + C. LE and GT 16","Urban Area","59","0.0664780314716427","0.0488019022124071","0.0841541607308784"
"At least once a month","1996","Couple + C. LE and GT 16","Rural Area","43","0.0912553407500243","0.0655469641516997","0.116963717348349"
"At lease once a week","1996","1-pers.-HH","Urban Area","264","0.235084278676644","0.209435184729411","0.260733372623877"
"At lease once a week","1996","1-pers.-HH","Rural Area","78","0.195604438428541","0.157440935729726","0.233767941127356"
"At lease once a week","1996","(Married) couple without C. ","Urban Area","550","0.241238211250418","0.224174821957362","0.258301600543475"
"At lease once a week","1996","(Married) couple without C. ","Rural Area","193","0.18036308990683","0.157935339866348","0.202790839947313"
"At lease once a week","1996","Single parent ","Urban Area","134","0.333533538067313","0.289529989427934","0.377537086706692"
"At lease once a week","1996","Single parent ","Rural Area","46","0.239635154104904","0.181485223931119","0.297785084278689"
"At lease once a week","1996","Couple + C. LE 16 ","Urban Area","431","0.248467243817335","0.229452705474308","0.267481782160362"
"At lease once a week","1996","Couple + C. LE 16 ","Rural Area","179","0.202865908749138","0.178040977643941","0.227690839854335"
"At lease once a week","1996","Couple + C. GT 16 ","Urban Area","357","0.263433154601251","0.241200633166042","0.28566567603646"
"At lease once a week","1996","Couple + C. GT 16 ","Rural Area","204","0.265658774282292","0.236070322178891","0.295247226385692"
"At lease once a week","1996","Couple + C. LE and GT 16","Urban Area","212","0.32549251325071","0.292245723946829","0.358739302554592"
"At lease once a week","1996","Couple + C. LE and GT 16","Rural Area","123","0.304264353614499","0.263189858190066","0.345338849038933"
"Almost never or never","1997","1-pers.-HH","Urban Area","544","0.574695128745899","0.544384734895695","0.605005522596103"
"Almost never or never","1997","1-pers.-HH","Rural Area","246","0.61691362552025","0.569450525347032","0.664376725693468"
"Almost never or never","1997","(Married) couple without C. ","Urban Area","1358","0.559241934732169","0.539436724494704","0.579047144969634"
"Almost never or never","1997","(Married) couple without C. ","Rural Area","726","0.626605371962697","0.598709612564144","0.654501131361249"
"Almost never or never","1997","Single parent ","Urban Area","177","0.378316391299887","0.332100621111787","0.424532161487988"
"Almost never or never","1997","Single parent ","Rural Area","98","0.472603897894405","0.405080303709562","0.540127492079248"
"Almost never or never","1997","Couple + C. LE 16 ","Urban Area","889","0.418811283355413","0.396450085636639","0.441172481074188"
"Almost never or never","1997","Couple + C. LE 16 ","Rural Area","458","0.46924309355437","0.437657753342383","0.500828433766356"
"Almost never or never","1997","Couple + C. GT 16 ","Urban Area","725","0.459444532534666","0.434157355123963","0.48473170994537"
"Almost never or never","1997","Couple + C. GT 16 ","Rural Area","405","0.433361501432767","0.400414461260586","0.466308541604947"
"Almost never or never","1997","Couple + C. LE and GT 16","Urban Area","322","0.380522737803318","0.345705783166669","0.415339692439967"
"Almost never or never","1997","Couple + C. LE and GT 16","Rural Area","188","0.342347036309172","0.29903293525904","0.385661137359303"
"Several times a year","1997","1-pers.-HH","Urban Area","140","0.130870358001509","0.110193451243214","0.151547264759804"
"Several times a year","1997","1-pers.-HH","Rural Area","53","0.10839324943054","0.0780415257452778","0.138744973115802"
"Several times a year","1997","(Married) couple without C. ","Urban Area","373","0.150492676105582","0.136229353525042","0.164755998686123"
"Several times a year","1997","(Married) couple without C. ","Rural Area","201","0.167340994036114","0.145813580034158","0.188868408038069"
"Several times a year","1997","Single parent ","Urban Area","84","0.195990953659557","0.158161820647175","0.233820086671939"
"Several times a year","1997","Single parent ","Rural Area","46","0.210812362119389","0.155645711413783","0.265979012824996"
"Several times a year","1997","Couple + C. LE 16 ","Urban Area","421","0.252027801207677","0.232349199263062","0.271706403152292"
"Several times a year","1997","Couple + C. LE 16 ","Rural Area","268","0.258484087030026","0.230775401033666","0.286192773026386"
"Several times a year","1997","Couple + C. GT 16 ","Urban Area","267","0.183691772328129","0.164042991037364","0.203340553618895"
"Several times a year","1997","Couple + C. GT 16 ","Rural Area","209","0.227594533194986","0.199717805983101","0.255471260406871"
"Several times a year","1997","Couple + C. LE and GT 16","Urban Area","151","0.230229652576676","0.200040633077638","0.260418672075715"
"Several times a year","1997","Couple + C. LE and GT 16","Rural Area","114","0.228475081704471","0.190149211224287","0.266800952184655"
"At least once a month","1997","1-pers.-HH","Urban Area","57","0.0471478315035872","0.0341531311993916","0.0601425318077827"
"At least once a month","1997","1-pers.-HH","Rural Area","18","","",""
"At least once a month","1997","(Married) couple without C. ","Urban Area","126","0.0440999949094866","0.035909597784338","0.0522903920346353"
"At least once a month","1997","(Married) couple without C. ","Rural Area","59","0.0414304439738737","0.0299375683064556","0.0529233196412918"
"At least once a month","1997","Single parent ","Urban Area","29","","",""
"At least once a month","1997","Single parent ","Rural Area","14","","",""
"At least once a month","1997","Couple + C. LE 16 ","Urban Area","115","0.0625706306258907","0.0515936769444708","0.0735475843073106"
"At least once a month","1997","Couple + C. LE 16 ","Rural Area","59","0.0681819613022692","0.0522290816419792","0.0841348409625593"
"At least once a month","1997","Couple + C. GT 16 ","Urban Area","98","0.0698439871530835","0.0569107842741223","0.0827771900320448"
"At least once a month","1997","Couple + C. GT 16 ","Rural Area","65","0.0931239260480108","0.0738023382170772","0.112445513878944"
"At least once a month","1997","Couple + C. LE and GT 16","Urban Area","50","0.0680643900132431","0.0500034345420319","0.0861253454844544"
"At least once a month","1997","Couple + C. LE and GT 16","Rural Area","28","","",""
"At lease once a week","1997","1-pers.-HH","Urban Area","281","0.247286681749004","0.22083594295577","0.273737420542239"
"At lease once a week","1997","1-pers.-HH","Rural Area","86","0.240178854875741","0.198470924433277","0.281886785318205"
"At lease once a week","1997","(Married) couple without C. ","Urban Area","557","0.246165394252762","0.228981127985321","0.263349660520202"
"At lease once a week","1997","(Married) couple without C. ","Rural Area","169","0.164623190027316","0.143236488276719","0.186009891777913"
"At lease once a week","1997","Single parent ","Urban Area","133","0.352277442372123","0.306756123557741","0.397798761186505"
"At lease once a week","1997","Single parent ","Rural Area","52","0.245249417028735","0.187059978850279","0.303438855207192"
"At lease once a week","1997","Couple + C. LE 16 ","Urban Area","445","0.266590284811019","0.246549128452245","0.286631441169793"
"At lease once a week","1997","Couple + C. LE 16 ","Rural Area","174","0.204090858113335","0.178582511489672","0.229599204736998"
"At lease once a week","1997","Couple + C. GT 16 ","Urban Area","402","0.28701970798412","0.264065712002972","0.309973703965269"
"At lease once a week","1997","Couple + C. GT 16 ","Rural Area","190","0.245920039324236","0.217288555064819","0.274551523583653"
"At lease once a week","1997","Couple + C. LE and GT 16","Urban Area","224","0.321183219606762","0.287698975564986","0.354667463648539"
"At lease once a week","1997","Couple + C. LE and GT 16","Rural Area","131","0.366242458752842","0.322263641659303","0.410221275846381"
"Almost never or never","1998","1-pers.-HH","Urban Area","606","0.514139223395975","0.486564275392974","0.541714171398977"
"Almost never or never","1998","1-pers.-HH","Rural Area","260","0.577842854798197","0.533841367528319","0.621844342068075"
"Almost never or never","1998","(Married) couple without C. ","Urban Area","1283","0.449720001311581","0.431224471215332","0.46821553140783"
"Almost never or never","1998","(Married) couple without C. ","Rural Area","713","0.517464171018575","0.490945861752402","0.543982480284748"
"Almost never or never","1998","Single parent ","Urban Area","170","0.327151171677651","0.285135305170139","0.369167038185162"
"Almost never or never","1998","Single parent ","Rural Area","92","0.387656483552553","0.324415042794033","0.450897924311073"
"Almost never or never","1998","Couple + C. LE 16 ","Urban Area","729","0.303104971881408","0.283087197482543","0.323122746280272"
"Almost never or never","1998","Couple + C. LE 16 ","Rural Area","345","0.31228422484799","0.284399271936728","0.340169177759253"
"Almost never or never","1998","Couple + C. GT 16 ","Urban Area","622","0.361052843806482","0.337620583587431","0.384485104025533"
"Almost never or never","1998","Couple + C. GT 16 ","Rural Area","323","0.317522457014348","0.287779462892021","0.347265451136674"
"Almost never or never","1998","Couple + C. LE and GT 16","Urban Area","260","0.312244203171","0.278604771580538","0.345883634761461"
"Almost never or never","1998","Couple + C. LE and GT 16","Rural Area","160","0.258418580791088","0.220756379473448","0.296080782108729"
"Several times a year","1998","1-pers.-HH","Urban Area","164","0.124277150509356","0.106076060481446","0.142478240537265"
"Several times a year","1998","1-pers.-HH","Rural Area","87","0.151754279081509","0.119790602926943","0.183717955236075"
"Several times a year","1998","(Married) couple without C. ","Urban Area","534","0.19561622462575","0.180868062432373","0.210364386819127"
"Several times a year","1998","(Married) couple without C. ","Rural Area","296","0.215746929054258","0.193917552564353","0.237576305544162"
"Several times a year","1998","Single parent ","Urban Area","93","0.190582517399468","0.155409619273092","0.225755415525845"
"Several times a year","1998","Single parent ","Rural Area","47","0.209394641805235","0.156581339194574","0.262207944415895"
"Several times a year","1998","Couple + C. LE 16 ","Urban Area","556","0.278372627294159","0.258851479897555","0.297893774690763"
"Several times a year","1998","Couple + C. LE 16 ","Rural Area","334","0.323481366251353","0.295332888403286","0.35162984409942"
"Several times a year","1998","Couple + C. GT 16 ","Urban Area","362","0.207678791531568","0.187888917018927","0.227468666044209"
"Several times a year","1998","Couple + C. GT 16 ","Rural Area","254","0.265767359318265","0.237543204635156","0.293991514001374"
"Several times a year","1998","Couple + C. LE and GT 16","Urban Area","172","0.222095191449374","0.191922285934671","0.252268096964078"
"Several times a year","1998","Couple + C. LE and GT 16","Rural Area","161","0.291201937861085","0.252115796064171","0.330288079657998"
"At least once a month","1998","1-pers.-HH","Urban Area","85","0.0624188870313534","0.0490719734358348","0.075765800626872"
"At least once a month","1998","1-pers.-HH","Rural Area","25","","",""
"At least once a month","1998","(Married) couple without C. ","Urban Area","204","0.073417924488431","0.0637207141370381","0.0831151348398239"
"At least once a month","1998","(Married) couple without C. ","Rural Area","82","0.0575813986858499","0.0452189661207559","0.0699438312509439"
"At least once a month","1998","Single parent ","Urban Area","43","0.0870565784750841","0.0618099689407814","0.112303188009387"
"At least once a month","1998","Single parent ","Rural Area","19","","",""
"At least once a month","1998","Couple + C. LE 16 ","Urban Area","191","0.102113899564648","0.0889256051938392","0.115302193935458"
"At least once a month","1998","Couple + C. LE 16 ","Rural Area","98","0.0803066449967715","0.0639540129520132","0.0966592770415299"
"At least once a month","1998","Couple + C. GT 16 ","Urban Area","134","0.0872529733697543","0.0734852650334612","0.101020681706047"
"At least once a month","1998","Couple + C. GT 16 ","Rural Area","62","0.0619838776653905","0.0465775971299454","0.0773901582008355"
"At least once a month","1998","Couple + C. LE and GT 16","Urban Area","62","0.0945943422545606","0.0733502338073094","0.115838450701812"
"At least once a month","1998","Couple + C. LE and GT 16","Rural Area","46","0.10897488972178","0.0821663842922378","0.135783395151322"
"At lease once a week","1998","1-pers.-HH","Urban Area","407","0.299164739063315","0.273901933016779","0.324427545109852"
"At lease once a week","1998","1-pers.-HH","Rural Area","112","0.231747070317528","0.194156003666151","0.269338136968904"
"At lease once a week","1998","(Married) couple without C. ","Urban Area","758","0.281245849574238","0.264529668708608","0.297962030439868"
"At lease once a week","1998","(Married) couple without C. ","Rural Area","273","0.209207501241318","0.187622066372397","0.230792936110238"
"At lease once a week","1998","Single parent ","Urban Area","173","0.395209732447797","0.351427636670646","0.438991828224948"
"At lease once a week","1998","Single parent ","Rural Area","70","0.315399716732583","0.255084088700498","0.375715344764668"
"At lease once a week","1998","Couple + C. LE 16 ","Urban Area","549","0.316408501259785","0.296152301295564","0.336664701224006"
"At lease once a week","1998","Couple + C. LE 16 ","Rural Area","284","0.283927763903886","0.256796329945742","0.311059197862029"
"At lease once a week","1998","Couple + C. GT 16 ","Urban Area","496","0.344015391292196","0.320839732547615","0.367191050036776"
"At lease once a week","1998","Couple + C. GT 16 ","Rural Area","302","0.354726306001997","0.324157958785859","0.385294653218134"
"At lease once a week","1998","Couple + C. LE and GT 16","Urban Area","235","0.371066263125066","0.335998141192503","0.406134385057628"
"At lease once a week","1998","Couple + C. LE and GT 16","Rural Area","152","0.341404591626047","0.300609450464025","0.382199732788069"
"Almost never or never","1999","1-pers.-HH","Urban Area","603","0.55924480827289","0.531095752132144","0.587393864413636"
"Almost never or never","1999","1-pers.-HH","Rural Area","307","0.649269978804146","0.606579934629493","0.6919600229788"
"Almost never or never","1999","(Married) couple without C. ","Urban Area","1420","0.53339842544822","0.514674173048049","0.552122677848391"
"Almost never or never","1999","(Married) couple without C. ","Rural Area","830","0.598555191865642","0.57254126411309","0.624569119618194"
"Almost never or never","1999","Single parent ","Urban Area","192","0.399466500715627","0.354610127776788","0.444322873654466"
"Almost never or never","1999","Single parent ","Rural Area","109","0.402932629953951","0.342493845890043","0.46337141401786"
"Almost never or never","1999","Couple + C. LE 16 ","Urban Area","849","0.384112844137683","0.362732244101225","0.405493444174141"
"Almost never or never","1999","Couple + C. LE 16 ","Rural Area","440","0.427191269047546","0.396966958550949","0.457415579544142"
"Almost never or never","1999","Couple + C. GT 16 ","Urban Area","737","0.443000290850713","0.418522380418289","0.467478201283137"
"Almost never or never","1999","Couple + C. GT 16 ","Rural Area","370","0.38367375237967","0.352044309429245","0.415303195330096"
"Almost never or never","1999","Couple + C. LE and GT 16","Urban Area","282","0.343863622680588","0.308370513317081","0.379356732044096"
"Almost never or never","1999","Couple + C. LE and GT 16","Rural Area","193","0.353218636961467","0.309868526893336","0.396568747029598"
"Several times a year","1999","1-pers.-HH","Urban Area","191","0.13714090732235","0.117637181299985","0.156644633344716"
"Several times a year","1999","1-pers.-HH","Rural Area","61","0.12217391281674","0.0928770609339423","0.151470764699538"
"Several times a year","1999","(Married) couple without C. ","Urban Area","448","0.14970470727355","0.136313857507601","0.163095557039499"
"Several times a year","1999","(Married) couple without C. ","Rural Area","231","0.172893667199685","0.152825342372439","0.192961992026932"
"Several times a year","1999","Single parent ","Urban Area","93","0.217767699098136","0.179968729948913","0.25556666824736"
"Several times a year","1999","Single parent ","Rural Area","65","0.260479166752924","0.206397566468924","0.314560767036924"
"Several times a year","1999","Couple + C. LE 16 ","Urban Area","522","0.279028800347252","0.259312593073786","0.298745007620717"
"Several times a year","1999","Couple + C. LE 16 ","Rural Area","290","0.272876819242929","0.245660604635875","0.300093033849983"
"Several times a year","1999","Couple + C. GT 16 ","Urban Area","308","0.178599252716447","0.159725328063595","0.1974731773693"
"Several times a year","1999","Couple + C. GT 16 ","Rural Area","224","0.235790893430722","0.208180360772375","0.263401426089069"
"Several times a year","1999","Couple + C. LE and GT 16","Urban Area","149","0.216308954548286","0.185543483898498","0.247074425198073"
"Several times a year","1999","Couple + C. LE and GT 16","Rural Area","123","0.256460635544874","0.21685545560623","0.296065815483519"
"At least once a month","1999","1-pers.-HH","Urban Area","86","0.0593404174512987","0.0459450176861299","0.0727358172164674"
"At least once a month","1999","1-pers.-HH","Rural Area","30","0.0534971024401358","0.0333666481321444","0.0736275567481271"
"At least once a month","1999","(Married) couple without C. ","Urban Area","173","0.0573963578566708","0.0486663980107263","0.0661263177026152"
