"m11104","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1992","Employed","Couple + C. GT 16 ","138","0.0735081331986975","0.0617953191935796","0.0852209472038154","3"
"At least once a month","1992","Employed","Couple + C. LE and GT 16","69","0.0876927749505274","0.0685878863815274","0.106797663519527","3"
"At least once a month","1992","Not Employed","Couple + C. GT 16 ","48","0.0539230337640032","0.0381127212962253","0.0697333462317812","3"
"At least once a month","1992","Not Employed","Couple + C. LE and GT 16","15","","","","3"
"At least once a month","1992","Employed","1-pers.-HH","60","0.0970317070764095","0.0744150595089083","0.119648354643911","3"
"At least once a month","1992","Employed","(Married) couple without C. ","134","0.073403741205902","0.0616054170645532","0.0852020653472508","3"
"At least once a month","1992","Employed","Single parent ","32","0.0800732184895258","0.0549969963794308","0.105149440599621","3"
"Several times a year","1992","Employed","(Married) couple without C. ","330","0.187269143802523","0.169620048777328","0.204918238827718","2"
"Several times a year","1992","Not Employed","Couple + C. GT 16 ","98","0.111742563669722","0.0896895066086217","0.133795620730823","2"
"Several times a year","1992","Not Employed","(Married) couple without C. ","71","0.0497791681088145","0.0380950710968526","0.0614632651207764","2"
"Several times a year","1992","Not Employed","Single parent ","20","","","","2"
"Several times a year","1992","Not Employed","Couple + C. LE 16 ","110","0.22570360063494","0.191563899660145","0.259843301609734","2"
"Several times a year","1992","Not Employed","Couple + C. LE and GT 16","48","0.186906201026783","0.142570656584778","0.231241745468788","2"
"Several times a year","1992","Employed","1-pers.-HH","125","0.213583038518684","0.182268576102376","0.244897500934992","2"
"Several times a year","1992","Not Employed","1-pers.-HH","17","","","","2"
"Several times a year","1992","Employed","Couple + C. LE 16 ","623","0.238075086810258","0.221965329096541","0.254184844523975","2"
"Several times a year","1992","Employed","Couple + C. GT 16 ","370","0.19139261956652","0.173736137067595","0.209049102065444","2"
"Several times a year","1992","Employed","Couple + C. LE and GT 16","169","0.215814951558927","0.188027924202421","0.243601978915433","2"
"Several times a year","1992","Employed","Single parent ","76","0.171261852904623","0.136453712800124","0.206069993009123","2"
"Almost never or never","1993","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","1993","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","1993","Not Employed","Single parent ","","","","","1"
"Almost never or never","1993","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1993","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1993","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","1993","Employed","1-pers.-HH","","","","","1"
"Almost never or never","1993","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","1993","Employed","Single parent ","","","","","1"
"Almost never or never","1993","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1993","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1993","Employed","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","1993","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1993","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","1993","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","1993","Not Employed","Single parent ","","","","","4"
"At lease once a week","1993","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1993","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","1993","Employed","1-pers.-HH","","","","","4"
"At lease once a week","1993","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","1993","Employed","Single parent ","","","","","4"
"At lease once a week","1993","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1993","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1993","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","1993","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","1993","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","1993","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","1993","Not Employed","Single parent ","","","","","3"
"At least once a month","1993","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","1993","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","1993","Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","1993","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","1993","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","1993","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","1993","Employed","1-pers.-HH","","","","","3"
"At least once a month","1993","Employed","Single parent ","","","","","3"
"Several times a year","1993","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","1993","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1993","Employed","1-pers.-HH","","","","","2"
"Several times a year","1993","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","1993","Not Employed","Single parent ","","","","","2"
"Several times a year","1993","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","1993","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","1993","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","1993","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","1993","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","1993","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1993","Employed","Single parent ","","","","","2"
"Almost never or never","1994","Not Employed","1-pers.-HH","576","0.817244892676858","0.788737558325513","0.845752227028203","1"
"Almost never or never","1994","Not Employed","(Married) couple without C. ","1173","0.786045385414712","0.765131126341287","0.806959644488136","1"
"Almost never or never","1994","Not Employed","Single parent ","120","0.594408793115967","0.525843891665876","0.662973694566058","1"
"Almost never or never","1994","Not Employed","Couple + C. LE 16 ","389","0.554921275198446","0.516448529523291","0.593394020873601","1"
"Almost never or never","1994","Not Employed","Couple + C. GT 16 ","442","0.537469074384171","0.502456302828528","0.572481845939814","1"
"Almost never or never","1994","Not Employed","Couple + C. LE and GT 16","131","0.340474444970067","0.289034870730835","0.3919140192093","1"
"Almost never or never","1994","Employed","1-pers.-HH","250","0.366313257316148","0.329966988559303","0.402659526072993","1"
"Almost never or never","1994","Employed","(Married) couple without C. ","899","0.448633947480398","0.426079835460216","0.471188059500581","1"
"Almost never or never","1994","Employed","Single parent ","177","0.439664647002907","0.389293892050087","0.490035401955727","1"
"Almost never or never","1994","Employed","Couple + C. LE 16 ","1141","0.427030859494633","0.407057289574027","0.447004429415238","1"
"Almost never or never","1994","Employed","Couple + C. GT 16 ","790","0.439114938574928","0.415088762425791","0.463141114724065","1"
"Almost never or never","1994","Employed","Couple + C. LE and GT 16","401","0.424623907085702","0.391197740330197","0.458050073841208","1"
"At lease once a week","1994","Not Employed","1-pers.-HH","76","0.0996945016153681","0.0775953147072977","0.121793688523439","4"
"At lease once a week","1994","Not Employed","(Married) couple without C. ","171","0.126062105341942","0.109134699493841","0.142989511190043","4"
"At lease once a week","1994","Not Employed","Single parent ","46","0.247900980957406","0.187604549251569","0.308197412663243","4"
"At lease once a week","1994","Not Employed","Couple + C. LE 16 ","97","0.191984554741376","0.161494229788643","0.22247487969411","4"
"At lease once a week","1994","Not Employed","Couple + C. GT 16 ","190","0.259258935639299","0.228485255198867","0.290032616079731","4"
"At lease once a week","1994","Not Employed","Couple + C. LE and GT 16","128","0.43746438730168","0.383614393960886","0.491314380642473","4"
"At lease once a week","1994","Employed","1-pers.-HH","201","0.323429758601372","0.288140491512419","0.358719025690324","4"
"At lease once a week","1994","Employed","(Married) couple without C. ","459","0.281026366387633","0.260642354159915","0.301410378615351","4"
"At lease once a week","1994","Employed","Single parent ","91","0.255056610711733","0.210820839568781","0.299292381854686","4"
"At lease once a week","1994","Employed","Couple + C. LE 16 ","508","0.25091542398657","0.233409317951315","0.268421530021826","4"
"At lease once a week","1994","Employed","Couple + C. GT 16 ","360","0.256784134115388","0.235634629779317","0.277933638451459","4"
"At lease once a week","1994","Employed","Couple + C. LE and GT 16","196","0.270986110242422","0.240928817233474","0.30104340325137","4"
"At least once a month","1994","Not Employed","Couple + C. LE 16 ","30","0.0532551409165432","0.0358724774121736","0.0706378044209128","3"
"At least once a month","1994","Not Employed","1-pers.-HH","11","","","","3"
"At least once a month","1994","Not Employed","(Married) couple without C. ","34","0.0241661109008061","0.0163345347777609","0.0319976870238512","3"
"At least once a month","1994","Not Employed","Single parent ","8","","","","3"
"At least once a month","1994","Employed","Couple + C. LE 16 ","151","0.0690475737103509","0.058809967905138","0.0792851795155638","3"
"At least once a month","1994","Employed","Couple + C. GT 16 ","135","0.0801634125034829","0.0670171574895582","0.0933096675174076","3"
"At least once a month","1994","Employed","Couple + C. LE and GT 16","67","0.0903159115181249","0.0709322471227731","0.109699575913477","3"
"At least once a month","1994","Not Employed","Couple + C. GT 16 ","53","0.0670009223092544","0.0494435159860244","0.0845583286324844","3"
"At least once a month","1994","Employed","(Married) couple without C. ","125","0.0660121687919646","0.054752068343354","0.0772722692405751","3"
"At least once a month","1994","Not Employed","Couple + C. LE and GT 16","16","","","","3"
"At least once a month","1994","Employed","1-pers.-HH","74","0.099830266738286","0.0772156348139593","0.122444898662613","3"
"At least once a month","1994","Employed","Single parent ","34","0.0950451391863005","0.0652824554708615","0.124807822901739","3"
"Several times a year","1994","Not Employed","1-pers.-HH","43","0.0687777886516849","0.0501098438664551","0.0874457334369147","2"
"Several times a year","1994","Not Employed","Couple + C. LE 16 ","125","0.199839029143635","0.168882809894891","0.230795248392379","2"
"Several times a year","1994","Not Employed","Couple + C. LE and GT 16","51","0.157817823407484","0.118242876700149","0.197392770114819","2"
"Several times a year","1994","Employed","1-pers.-HH","150","0.210426717344194","0.179676876879877","0.241176557808511","2"
"Several times a year","1994","Not Employed","(Married) couple without C. ","99","0.0637263983425402","0.051269241869325","0.0761835548157554","2"
"Several times a year","1994","Not Employed","Single parent ","23","","","","2"
"Several times a year","1994","Not Employed","Couple + C. GT 16 ","94","0.136271067667275","0.112179230167653","0.160362905166896","2"
"Several times a year","1994","Employed","(Married) couple without C. ","385","0.204327517340004","0.18604271568989","0.222612318990118","2"
"Several times a year","1994","Employed","Couple + C. LE 16 ","556","0.253006142808446","0.235451803199604","0.270560482417288","2"
"Several times a year","1994","Employed","Couple + C. GT 16 ","354","0.223937514806202","0.203755227401067","0.244119802211336","2"
"Several times a year","1994","Employed","Couple + C. LE and GT 16","176","0.214074071153751","0.186335678557416","0.241812463750086","2"
"Several times a year","1994","Employed","Single parent ","71","0.210233603099059","0.168881836529862","0.251585369668257","2"
"Almost never or never","1995","Not Employed","1-pers.-HH","548","0.751775875834587","0.720439205622363","0.783112546046811","1"
"Almost never or never","1995","Not Employed","(Married) couple without C. ","1027","0.654976927404478","0.631242222216115","0.678711632592842","1"
"Almost never or never","1995","Not Employed","Single parent ","106","0.455895301158893","0.390526660224945","0.52126394209284","1"
"Almost never or never","1995","Not Employed","Couple + C. LE 16 ","362","0.430591329926337","0.394597706896387","0.466584952956286","1"
"Almost never or never","1995","Not Employed","Couple + C. GT 16 ","400","0.468153385964828","0.434041992098471","0.502264779831184","1"
"Almost never or never","1995","Not Employed","Couple + C. LE and GT 16","131","0.286756123213141","0.242213491367114","0.331298755059167","1"
"Almost never or never","1995","Employed","1-pers.-HH","213","0.285515559133902","0.252293220968165","0.318737897299638","1"
"Almost never or never","1995","Employed","(Married) couple without C. ","717","0.324783458343434","0.304051585192576","0.345515331494292","1"
"Almost never or never","1995","Employed","Single parent ","141","0.343313901316152","0.295885079961028","0.390742722671275","1"
"Almost never or never","1995","Employed","Couple + C. LE 16 ","830","0.292646007578991","0.274500077635867","0.310791937522116","1"
"Almost never or never","1995","Employed","Couple + C. GT 16 ","659","0.356755842807712","0.333759765318368","0.379751920297056","1"
"Almost never or never","1995","Employed","Couple + C. LE and GT 16","318","0.318201209050959","0.286833311420578","0.34956910668134","1"
"At lease once a week","1995","Not Employed","1-pers.-HH","101","0.130449188380521","0.106017423851481","0.154880952909561","4"
"At lease once a week","1995","Not Employed","(Married) couple without C. ","240","0.159976970345301","0.141674019983597","0.178279920707006","4"
"At lease once a week","1995","Not Employed","Single parent ","64","0.319269208871734","0.258081826369352","0.380456591374116","4"
"At lease once a week","1995","Not Employed","Couple + C. LE 16 ","138","0.245799619501877","0.214501743737101","0.277097495266652","4"
"At lease once a week","1995","Not Employed","Couple + C. GT 16 ","251","0.317362577067794","0.285543682628487","0.349181471507101","4"
"At lease once a week","1995","Not Employed","Couple + C. LE and GT 16","178","0.459272081170964","0.41018977979821","0.508354382543718","4"
"At lease once a week","1995","Employed","1-pers.-HH","270","0.381505782682635","0.34577543016522","0.41723613520005","4"
"At lease once a week","1995","Employed","(Married) couple without C. ","587","0.343352239767219","0.322331101377231","0.364373378157206","4"
"At lease once a week","1995","Employed","Single parent ","128","0.367301007383593","0.31914756298618","0.415454451781007","4"
"At lease once a week","1995","Employed","Couple + C. LE 16 ","634","0.30200898817266","0.28369746913995","0.32032050720537","4"
"At lease once a week","1995","Employed","Couple + C. GT 16 ","465","0.319665474024726","0.29727880838419","0.342052139665262","4"
"At lease once a week","1995","Employed","Couple + C. LE and GT 16","242","0.334707218890138","0.302927845408483","0.366486592371793","4"
"At least once a month","1995","Not Employed","Couple + C. LE 16 ","46","0.077552516563021","0.0581101262117825","0.0969949069142594","3"
"At least once a month","1995","Not Employed","1-pers.-HH","16","","","","3"
"At least once a month","1995","Not Employed","(Married) couple without C. ","67","0.0431499367860376","0.0330047791732623","0.0532950943988129","3"
"At least once a month","1995","Not Employed","Single parent ","18","","","","3"
"At least once a month","1995","Employed","Couple + C. LE 16 ","202","0.103403852467409","0.0912600046154086","0.115547700319409","3"
"At least once a month","1995","Employed","Couple + C. GT 16 ","131","0.0759063026032507","0.0631924487770903","0.0886201564294111","3"
"At least once a month","1995","Employed","Couple + C. LE and GT 16","68","0.0759579210813604","0.0581161158116768","0.093799726351044","3"
"At least once a month","1995","Not Employed","Couple + C. LE and GT 16","26","","","","3"
"At least once a month","1995","Employed","1-pers.-HH","68","0.101601629961439","0.0793785764537683","0.123824683469109","3"
"At least once a month","1995","Employed","Single parent ","34","0.106400610701288","0.0755998659123433","0.137201355490233","3"
"At least once a month","1995","Not Employed","Couple + C. GT 16 ","55","0.0614541294979773","0.0450363102698338","0.0778719487261208","3"
"At least once a month","1995","Employed","(Married) couple without C. ","178","0.0868043038860499","0.0743398684408338","0.0992687393312659","3"
"Several times a year","1995","Not Employed","1-pers.-HH","65","0.0922970740791223","0.0713003038622602","0.113293844295984","2"
"Several times a year","1995","Not Employed","Couple + C. LE 16 ","181","0.246056534008766","0.214747639914067","0.277365428103464","2"
"Several times a year","1995","Not Employed","Couple + C. GT 16 ","116","0.153029907469401","0.128418617478949","0.177641197459853","2"
"Several times a year","1995","Not Employed","Couple + C. LE and GT 16","61","0.174146306851612","0.136794708572876","0.211497905130348","2"
"Several times a year","1995","Employed","1-pers.-HH","159","0.231377028222025","0.200357462305796","0.262396594138254","2"
"Several times a year","1995","Employed","(Married) couple without C. ","478","0.245059998003297","0.226018001234372","0.264101994772223","2"
"Several times a year","1995","Not Employed","(Married) couple without C. ","207","0.141896165464183","0.124474004466737","0.159318326461628","2"
"Several times a year","1995","Not Employed","Single parent ","35","0.15495861795288","0.107464205964587","0.202453029941173","2"
"Several times a year","1995","Employed","Couple + C. LE 16 ","749","0.30194115178094","0.283630799695199","0.32025150386668","2"
"Several times a year","1995","Employed","Couple + C. GT 16 ","412","0.247672380564311","0.226950814093135","0.268393947035488","2"
"Several times a year","1995","Employed","Couple + C. LE and GT 16","219","0.271133650977542","0.241195701798556","0.301071600156529","2"
"Several times a year","1995","Employed","Single parent ","82","0.182984480598966","0.144362013833004","0.221606947364929","2"
"Almost never or never","1996","Not Employed","1-pers.-HH","563","0.764065227742428","0.733286504788307","0.79484395069655","1"
"Almost never or never","1996","Not Employed","(Married) couple without C. ","1137","0.715529840277415","0.693062347252427","0.737997333302402","1"
"Almost never or never","1996","Not Employed","Single parent ","117","0.515436926561194","0.450135938291521","0.580737914830867","1"
"Almost never or never","1996","Not Employed","Couple + C. LE 16 ","379","0.48923722169184","0.451243955161715","0.527230488221966","1"
"Almost never or never","1996","Not Employed","Couple + C. GT 16 ","409","0.489324028023289","0.454421573860086","0.524226482186493","1"
"Almost never or never","1996","Not Employed","Couple + C. LE and GT 16","126","0.31002428458918","0.261639446454714","0.358409122723645","1"
"Almost never or never","1996","Employed","1-pers.-HH","231","0.30833179773012","0.274945944156801","0.341717651303439","1"
"Almost never or never","1996","Employed","(Married) couple without C. ","858","0.400331527631668","0.378831345144843","0.421831710118492","1"
"Almost never or never","1996","Employed","Single parent ","179","0.385522856944475","0.339140176840077","0.431905537048873","1"
"Almost never or never","1996","Employed","Couple + C. LE 16 ","990","0.373452401788113","0.353798690927002","0.393106112649223","1"
"Almost never or never","1996","Employed","Couple + C. GT 16 ","682","0.410541576831801","0.386254505605365","0.434828648058238","1"
"Almost never or never","1996","Employed","Couple + C. LE and GT 16","402","0.404164257155925","0.371996442385328","0.436332071926521","1"
"At lease once a week","1996","Not Employed","1-pers.-HH","98","0.130206750052962","0.105811000368264","0.15460249973766","4"
"At lease once a week","1996","Not Employed","(Married) couple without C. ","186","0.134590392101867","0.117594644709029","0.151586139494705","4"
"At lease once a week","1996","Not Employed","Single parent ","55","0.252783084817317","0.195995397283007","0.309570772351627","4"
"At lease once a week","1996","Not Employed","Couple + C. LE 16 ","98","0.195812443031468","0.165652113255613","0.225972772807323","4"
"At lease once a week","1996","Not Employed","Couple + C. GT 16 ","193","0.280583395808031","0.249213997085886","0.311952794530176","4"
"At lease once a week","1996","Not Employed","Couple + C. LE and GT 16","137","0.433943320559911","0.382094247521065","0.485792393598757","4"
"At lease once a week","1996","Employed","1-pers.-HH","244","0.343759228062041","0.309422160033448","0.378096296090634","4"
"At lease once a week","1996","Employed","(Married) couple without C. ","557","0.313357882748983","0.293003301487024","0.333712464010942","4"
"At lease once a week","1996","Employed","Single parent ","125","0.33503398644131","0.290053715790634","0.380014257091986","4"
"At lease once a week","1996","Employed","Couple + C. LE 16 ","512","0.245819834979299","0.228325561397455","0.263314108561144","4"
"At lease once a week","1996","Employed","Couple + C. GT 16 ","368","0.255136882016564","0.233614276698461","0.276659487334666","4"
"At lease once a week","1996","Employed","Couple + C. LE and GT 16","198","0.268871030497633","0.239807502379426","0.29793455861584","4"
"At least once a month","1996","Not Employed","Couple + C. LE 16 ","43","0.084063971112524","0.0629740579959396","0.105153884229108","3"
"At least once a month","1996","Not Employed","1-pers.-HH","24","","","","3"
"At least once a month","1996","Not Employed","(Married) couple without C. ","67","0.0496802715059504","0.0388597240249211","0.0605008189869797","3"
"At least once a month","1996","Not Employed","Single parent ","17","","","","3"
"At least once a month","1996","Employed","Couple + C. LE 16 ","185","0.0827816435526581","0.0715858910150401","0.093977396090276","3"
"At least once a month","1996","Employed","Couple + C. GT 16 ","136","0.0809381303392929","0.0674727401484374","0.0944035205301484","3"
"At least once a month","1996","Employed","Couple + C. LE and GT 16","73","0.0780670273783332","0.0604811991510215","0.0956528556056449","3"
"At least once a month","1996","Not Employed","Couple + C. GT 16 ","52","0.0784959876211524","0.0597176420670429","0.0972743331752619","3"
"At least once a month","1996","Not Employed","Couple + C. LE and GT 16","29","","","","3"
"At least once a month","1996","Employed","1-pers.-HH","81","0.111538200680593","0.0887801207553275","0.134296280605858","3"
"At least once a month","1996","Employed","Single parent ","36","0.0919333019071242","0.0643990544557911","0.119467549358457","3"
"At least once a month","1996","Employed","(Married) couple without C. ","138","0.0644736321312858","0.0536966856586242","0.0752505786039474","3"
"Several times a year","1996","Not Employed","1-pers.-HH","46","0.0725150768808109","0.0537151141759702","0.0913150395856516","2"
"Several times a year","1996","Not Employed","(Married) couple without C. ","159","0.100199496114768","0.0852464984002982","0.115152493829238","2"
"Several times a year","1996","Not Employed","Single parent ","36","0.161202629698747","0.113155060251365","0.209250199146129","2"
"Several times a year","1996","Not Employed","Couple + C. LE 16 ","145","0.230886364164168","0.198858227987757","0.262914500340579","2"
"Several times a year","1996","Not Employed","Couple + C. GT 16 ","134","0.151596588547527","0.126556786024063","0.176636391070991","2"
"Several times a year","1996","Not Employed","Couple + C. LE and GT 16","59","0.189406492741291","0.148415019774299","0.230397965708283","2"
"Several times a year","1996","Employed","1-pers.-HH","179","0.236370773527246","0.205656335001768","0.267085212052725","2"
"Several times a year","1996","Employed","(Married) couple without C. ","442","0.221836957488064","0.203605185047342","0.240068729928785","2"
"Several times a year","1996","Employed","Couple + C. GT 16 ","390","0.253383410812342","0.231909660892234","0.27485716073245","2"
"Several times a year","1996","Employed","Couple + C. LE and GT 16","221","0.248897684968109","0.220555109579239","0.277240260356979","2"
"Several times a year","1996","Employed","Couple + C. LE 16 ","640","0.29794611967993","0.279363626234638","0.316528613125223","2"
"Several times a year","1996","Employed","Single parent ","83","0.18750985470709","0.150313617635269","0.224706091778912","2"
"Almost never or never","1997","Not Employed","1-pers.-HH","555","0.797888029242323","0.768308009789024","0.827468048695622","1"
"Almost never or never","1997","Not Employed","(Married) couple without C. ","1219","0.737282178697914","0.715797581911645","0.758766775484183","1"
"Almost never or never","1997","Not Employed","Single parent ","111","0.493285508374383","0.426612192201976","0.55995882454679","1"
"Almost never or never","1997","Not Employed","Couple + C. LE 16 ","387","0.553622156199461","0.515551927368283","0.591692385030639","1"
"Almost never or never","1997","Not Employed","Couple + C. GT 16 ","411","0.487449744542034","0.45279139702252","0.522108092061549","1"
"Almost never or never","1997","Not Employed","Couple + C. LE and GT 16","130","0.292411137295849","0.24542342619299","0.339398848398708","1"
"Almost never or never","1997","Employed","1-pers.-HH","235","0.323294821665827","0.289082307280769","0.357507336050885","1"
"Almost never or never","1997","Employed","(Married) couple without C. ","865","0.411910647214893","0.390104655362456","0.43371663906733","1"
"Almost never or never","1997","Employed","Single parent ","164","0.360686581868266","0.314597085082657","0.406776078653876","1"
"Almost never or never","1997","Employed","Couple + C. LE 16 ","960","0.39914950270206","0.378563627771912","0.419735377632207","1"
"Almost never or never","1997","Employed","Couple + C. GT 16 ","719","0.429685709811122","0.405136350729691","0.454235068892552","1"
"Almost never or never","1997","Employed","Couple + C. LE and GT 16","380","0.403287321963621","0.370270133996102","0.43630450993114","1"
"At lease once a week","1997","Not Employed","1-pers.-HH","100","0.137561295833424","0.112189938005331","0.162932653661517","4"
"At lease once a week","1997","Not Employed","(Married) couple without C. ","208","0.150729674009194","0.133263896354285","0.168195451664102","4"
"At lease once a week","1997","Not Employed","Couple + C. LE 16 ","118","0.20353133793101","0.172697510949813","0.234365164912208","4"
"At lease once a week","1997","Not Employed","Single parent ","54","0.283734435229545","0.223615085411501","0.343853785047589","4"
"At lease once a week","1997","Not Employed","Couple + C. GT 16 ","222","0.301196932268661","0.269385928369274","0.333007936168047","4"
"At lease once a week","1997","Not Employed","Couple + C. LE and GT 16","142","0.432128246692681","0.380956728535001","0.48329976485036","4"
"At lease once a week","1997","Employed","1-pers.-HH","267","0.377776197430634","0.342313115564704","0.413239279296564","4"
"At lease once a week","1997","Employed","(Married) couple without C. ","518","0.297672160977741","0.277414386590958","0.317929935364524","4"
"At lease once a week","1997","Employed","Single parent ","131","0.340589941387881","0.295104359362743","0.386075523413019","4"
"At lease once a week","1997","Employed","Couple + C. LE 16 ","501","0.260725511781842","0.242270558713767","0.279180464849917","4"
"At lease once a week","1997","Employed","Couple + C. GT 16 ","370","0.257274764217162","0.235596711861668","0.278952816572657","4"
"At lease once a week","1997","Employed","Couple + C. LE and GT 16","213","0.291091002372342","0.260516471647415","0.321665533097269","4"
"At least once a month","1997","Not Employed","(Married) couple without C. ","43","0.0227837093595386","0.0154996556847609","0.0300677630343163","3"
"At least once a month","1997","Not Employed","1-pers.-HH","17","","","","3"
"At least once a month","1997","Not Employed","Couple + C. LE 16 ","26","","","","3"
"At least once a month","1997","Not Employed","Single parent ","13","","","","3"
"At least once a month","1997","Not Employed","Couple + C. GT 16 ","42","0.0662220562203367","0.0489796513757913","0.0834644610648822","3"
"At least once a month","1997","Not Employed","Couple + C. LE and GT 16","21","","","","3"
"At least once a month","1997","Employed","1-pers.-HH","58","0.0754629979286305","0.0561426454762557","0.0947833503810054","3"
"At least once a month","1997","Employed","(Married) couple without C. ","142","0.0650017033183573","0.054079243477033","0.0759241631596816","3"
"At least once a month","1997","Employed","Single parent ","30","0.0703010317419119","0.0457634314648211","0.0948386320190027","3"
"At least once a month","1997","Employed","Couple + C. LE 16 ","148","0.0711107444309723","0.0603071591767167","0.081914329685228","3"
"At least once a month","1997","Employed","Couple + C. GT 16 ","121","0.084168537680933","0.070399922982623","0.097937152379243","3"
"At least once a month","1997","Employed","Couple + C. LE and GT 16","57","0.0701262143355135","0.0529391238051994","0.0873133048658276","3"
"Several times a year","1997","Not Employed","1-pers.-HH","36","0.0463949187883965","0.0309013683660172","0.0618884692107759","2"
"Several times a year","1997","Not Employed","Single parent ","38","0.145254542168388","0.0982646468886762","0.192244437448099","2"
"Several times a year","1997","Employed","1-pers.-HH","158","0.223465982974909","0.192996027287025","0.253935938662794","2"
"Several times a year","1997","Employed","(Married) couple without C. ","432","0.225415488489009","0.206902396493112","0.243928580484906","2"
"Several times a year","1997","Not Employed","(Married) couple without C. ","142","0.0892044379333535","0.0752898850482973","0.10311899081841","2"
"Several times a year","1997","Not Employed","Couple + C. LE 16 ","124","0.20218479338198","0.171427165368236","0.232942421395724","2"
"Several times a year","1997","Not Employed","Couple + C. LE and GT 16","67","0.217086264188742","0.174499958279357","0.259672570098127","2"
"Several times a year","1997","Not Employed","Couple + C. GT 16 ","124","0.145131266968968","0.120707935079422","0.169554598858514","2"
"Several times a year","1997","Employed","Single parent ","92","0.228422445001941","0.188128550569434","0.268716339434448","2"
"Several times a year","1997","Employed","Couple + C. LE 16 ","565","0.269014241085126","0.250373618438793","0.287654863731459","2"
"Several times a year","1997","Employed","Couple + C. GT 16 ","352","0.228870988290783","0.208037285225527","0.249704691356039","2"
"Several times a year","1997","Employed","Couple + C. LE and GT 16","198","0.235495461328524","0.206937219315786","0.264053703341262","2"
"Almost never or never","1998","Not Employed","Couple + C. GT 16 ","370","0.380751689873996","0.348050788735853","0.413452591012139","1"
"Almost never or never","1998","Not Employed","Couple + C. LE and GT 16","128","0.270688525857598","0.226591709687802","0.314785342027393","1"
"Almost never or never","1998","Employed","1-pers.-HH","223","0.258826034752877","0.229346934624551","0.288305134881202","1"
"Almost never or never","1998","Employed","(Married) couple without C. ","724","0.30656018238684","0.287232255557717","0.325888109215964","1"
"Almost never or never","1998","Employed","Single parent ","139","0.282632047400971","0.24088978177411","0.324374313027832","1"
"Almost never or never","1998","Employed","Couple + C. LE 16 ","739","0.269177970615469","0.251283549159362","0.287072392071576","1"
"Almost never or never","1998","Employed","Couple + C. GT 16 ","575","0.328068600892677","0.305802254598628","0.350334947186726","1"
"Almost never or never","1998","Employed","Couple + C. LE and GT 16","292","0.303539528565978","0.272774288310704","0.334304768821252","1"
"Almost never or never","1998","Not Employed","1-pers.-HH","643","0.73110085606773","0.702101171190012","0.760100540945448","1"
"Almost never or never","1998","Not Employed","(Married) couple without C. ","1272","0.617110731084388","0.595574444348431","0.638647017820345","1"
"Almost never or never","1998","Not Employed","Single parent ","123","0.450668090610335","0.390188723888401","0.51114745733227","1"
"Almost never or never","1998","Not Employed","Couple + C. LE 16 ","335","0.429512097122029","0.393504785225658","0.4655194090184","1"
"At lease once a week","1998","Not Employed","(Married) couple without C. ","329","0.180991272451884","0.163933364767513","0.198049180136256","4"
"At lease once a week","1998","Not Employed","1-pers.-HH","150","0.159453665549952","0.135509042438123","0.183398288661781","4"
"At lease once a week","1998","Not Employed","Couple + C. LE 16 ","163","0.260145260996576","0.228232750542892","0.292057771450261","4"
