"m11104","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","1990","Not Employed","Couple + C. LE 16 ","116","0.276553977027783","0.238034868088718","0.315073085966847","4"
"At lease once a week","1990","Not Employed","1-pers.-HH","67","0.12782907922793","0.0985620446604656","0.157096113795394","4"
"At lease once a week","1990","Not Employed","(Married) couple without C. ","161","0.174671403040518","0.150463535307815","0.198879270773221","4"
"At lease once a week","1990","Not Employed","Single parent ","53","0.369150991651747","0.292685214345097","0.445616768958396","4"
"At lease once a week","1990","Not Employed","Couple + C. GT 16 ","196","0.310396581202666","0.275019371675934","0.345773790729397","4"
"At lease once a week","1990","Not Employed","Couple + C. LE and GT 16","97","0.425514704538176","0.368610306063609","0.482419103012742","4"
"At lease once a week","1990","Employed","1-pers.-HH","194","0.381866640202734","0.340581931352522","0.423151349052945","4"
"At lease once a week","1990","Employed","(Married) couple without C. ","447","0.341561166044054","0.31632925589188","0.366793076196229","4"
"At lease once a week","1990","Employed","Single parent ","97","0.309983120497985","0.258164450964942","0.361801790031027","4"
"At lease once a week","1990","Employed","Couple + C. LE 16 ","442","0.313364182403768","0.290360599691617","0.336367765115919","4"
"At lease once a week","1990","Employed","Couple + C. GT 16 ","429","0.335083732147767","0.310305126987312","0.359862337308221","4"
"At lease once a week","1990","Employed","Couple + C. LE and GT 16","166","0.345986462646789","0.307700138975473","0.384272786318105","4"
"At least once a month","1990","Not Employed","1-pers.-HH","26","","","","3"
"At least once a month","1990","Not Employed","(Married) couple without C. ","36","0.0356132627840346","0.0237974477611107","0.0474290778069586","3"
"At least once a month","1990","Not Employed","Single parent ","11","","","","3"
"At least once a month","1990","Not Employed","Couple + C. LE 16 ","28","","","","3"
"At least once a month","1990","Not Employed","Couple + C. GT 16 ","41","0.0633236246594427","0.0447009064147034","0.081946342904182","3"
"At least once a month","1990","Not Employed","Couple + C. LE and GT 16","20","","","","3"
"At least once a month","1990","Employed","1-pers.-HH","51","0.0947195214554922","0.0698364721469712","0.119602570764013","3"
"At least once a month","1990","Employed","(Married) couple without C. ","145","0.124338373309627","0.106782238094894","0.141894508524359","3"
"At least once a month","1990","Employed","Single parent ","34","0.106442971472133","0.0718882807415861","0.14099766220268","3"
"At least once a month","1990","Employed","Couple + C. LE 16 ","154","0.116673374343148","0.100752969176655","0.132593779509641","3"
"At least once a month","1990","Employed","Couple + C. GT 16 ","148","0.110082135390759","0.0936516615073781","0.12651260927414","3"
"At least once a month","1990","Employed","Couple + C. LE and GT 16","51","0.0773020866718887","0.0558066574170561","0.0987975159267213","3"
"Several times a year","1990","Not Employed","1-pers.-HH","41","0.0759682877929176","0.0527450539080124","0.0991915216778228","2"
"Several times a year","1990","Not Employed","(Married) couple without C. ","95","0.0964551782885327","0.0776330030940451","0.11527735348302","2"
"Several times a year","1990","Not Employed","Single parent ","13","","","","2"
"Several times a year","1990","Not Employed","Couple + C. LE 16 ","126","0.284288901266267","0.245444177300867","0.323133625231667","2"
"Several times a year","1990","Not Employed","Couple + C. GT 16 ","92","0.157860657064692","0.129980556376198","0.185740757753186","2"
"Several times a year","1990","Not Employed","Couple + C. LE and GT 16","35","0.119930092164489","0.0825386891253867","0.157321495203591","2"
"Several times a year","1990","Employed","1-pers.-HH","101","0.205335372565894","0.171009933502793","0.239660811628996","2"
"Several times a year","1990","Employed","(Married) couple without C. ","312","0.242852935619675","0.220037962185418","0.265667909053932","2"
"Several times a year","1990","Employed","Couple + C. LE 16 ","400","0.286754816109837","0.264327238897754","0.30918239332192","2"
"Several times a year","1990","Employed","Single parent ","76","0.281945525677927","0.231531813496067","0.332359237859788","2"
"Several times a year","1990","Employed","Couple + C. LE and GT 16","112","0.227018677672302","0.193302678132204","0.2607346772124","2"
"Several times a year","1990","Employed","Couple + C. GT 16 ","293","0.231873046040546","0.209718730334538","0.254027361746555","2"
"Almost never or never","1991","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","1991","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","1991","Not Employed","Single parent ","","","","","1"
"Almost never or never","1991","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1991","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1991","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","1991","Employed","1-pers.-HH","","","","","1"
"Almost never or never","1991","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","1991","Employed","Single parent ","","","","","1"
"Almost never or never","1991","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1991","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1991","Employed","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","1991","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","1991","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1991","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","1991","Not Employed","Single parent ","","","","","4"
"At lease once a week","1991","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1991","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","1991","Employed","1-pers.-HH","","","","","4"
"At lease once a week","1991","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","1991","Employed","Single parent ","","","","","4"
"At lease once a week","1991","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1991","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1991","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","1991","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","1991","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","1991","Not Employed","Single parent ","","","","","3"
"At least once a month","1991","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","1991","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","1991","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","1991","Employed","1-pers.-HH","","","","","3"
"At least once a month","1991","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","1991","Employed","Single parent ","","","","","3"
"At least once a month","1991","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","1991","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","1991","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","1991","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","1991","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","1991","Not Employed","Single parent ","","","","","2"
"Several times a year","1991","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","1991","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","1991","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1991","Employed","1-pers.-HH","","","","","2"
"Several times a year","1991","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","1991","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","1991","Employed","Single parent ","","","","","2"
"Several times a year","1991","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1991","Employed","Couple + C. GT 16 ","","","","","2"
"Almost never or never","1992","Not Employed","1-pers.-HH","550","0.842889736421096","0.815105846788066","0.870673626054125","1"
"Almost never or never","1992","Not Employed","(Married) couple without C. ","1056","0.787834746841153","0.765870629319829","0.809798864362477","1"
"Almost never or never","1992","Not Employed","Single parent ","103","0.558482131702973","0.485737598900813","0.631226664505133","1"
"Almost never or never","1992","Not Employed","Couple + C. LE 16 ","337","0.503677485176281","0.462846006611279","0.544508963741284","1"
"Almost never or never","1992","Not Employed","Couple + C. GT 16 ","441","0.579857472628051","0.545307396341729","0.614407548914374","1"
"Almost never or never","1992","Not Employed","Couple + C. LE and GT 16","121","0.373217826911908","0.3182119143447","0.428223739479116","1"
"Almost never or never","1992","Employed","1-pers.-HH","271","0.38000660664615","0.342919389368641","0.417093823923659","1"
"Almost never or never","1992","Employed","(Married) couple without C. ","969","0.470696348073742","0.448115574583674","0.493277121563809","1"
"Almost never or never","1992","Employed","Single parent ","230","0.487162653839735","0.440981088433158","0.533344219246312","1"
"Almost never or never","1992","Employed","Couple + C. LE 16 ","1377","0.451995490484571","0.433170487093263","0.470820493875879","1"
"Almost never or never","1992","Employed","Couple + C. GT 16 ","933","0.45097383269869","0.42864094212183","0.473306723275551","1"
"Almost never or never","1992","Employed","Couple + C. LE and GT 16","439","0.474578365533299","0.440849635525568","0.50830709554103","1"
"At lease once a week","1992","Not Employed","Couple + C. LE 16 ","104","0.226387354533732","0.192211080632371","0.260563628435092","4"
"At lease once a week","1992","Not Employed","1-pers.-HH","78","0.115204134424356","0.0908282176370295","0.139580051211682","4"
"At lease once a week","1992","Not Employed","(Married) couple without C. ","175","0.13768511530106","0.119173875753038","0.156196354849081","4"
"At lease once a week","1992","Not Employed","Single parent ","47","0.240739076596481","0.178107925291857","0.303370227901105","4"
"At lease once a week","1992","Not Employed","Couple + C. GT 16 ","197","0.254476929938223","0.223987815414131","0.284966044462315","4"
"At lease once a week","1992","Not Employed","Couple + C. LE and GT 16","113","0.401928174341658","0.346168431328623","0.457687917354692","4"
"At lease once a week","1992","Employed","1-pers.-HH","202","0.309378647758756","0.274060305292064","0.344696990225448","4"
"At lease once a week","1992","Employed","(Married) couple without C. ","444","0.268630766917834","0.248578560157116","0.288682973678551","4"
"At lease once a week","1992","Employed","Single parent ","112","0.261502274766115","0.220899646160001","0.30210490337223","4"
"At lease once a week","1992","Employed","Couple + C. LE 16 ","529","0.231550630562052","0.215595272337097","0.247505988787007","4"
