"m11104","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1997","1-pers.-HH","367","0.245248870099652","0.222918613080592","0.267579127118713"
"At lease once a week","1997","(Married) couple without C. ","726","0.222190516806632","0.208551778591555","0.235829255021709"
"At lease once a week","1997","Single parent ","185","0.3213471668459","0.284967618170722","0.357726715521079"
"At lease once a week","1997","Couple + C. LE 16 ","619","0.2478453276273","0.231935130369935","0.263755524884665"
"At lease once a week","1997","Couple + C. GT 16 ","592","0.273265302066131","0.255289830568044","0.291240773564219"
"At lease once a week","1997","Couple + C. LE and GT 16","355","0.335791637413761","0.309159763158777","0.362423511668746"
"Almost never or never","1998","1-pers.-HH","866","0.53050078300657","0.507091591091714","0.553909974921427"
"Almost never or never","1998","(Married) couple without C. ","1996","0.469924289353778","0.454726741373782","0.485121837333774"
"Almost never or never","1998","Single parent ","262","0.344228460671149","0.309206693728742","0.379250227613557"
"Almost never or never","1998","Couple + C. LE 16 ","1074","0.305989306584292","0.289730587181036","0.322248025987548"
"Almost never or never","1998","Couple + C. GT 16 ","945","0.346780891148675","0.328326077747613","0.365235704549738"
"Almost never or never","1998","Couple + C. LE and GT 16","420","0.29235200729209","0.267117055586339","0.317586958997842"
"Several times a year","1998","1-pers.-HH","251","0.131334341240332","0.115491194389017","0.147177488091646"
"Several times a year","1998","(Married) couple without C. ","830","0.201620085216633","0.18940314854397","0.213837021889295"
"Several times a year","1998","Single parent ","140","0.195892135267783","0.16663687008357","0.225147400451996"
"Several times a year","1998","Couple + C. LE 16 ","890","0.292546841868183","0.276496041913598","0.308597641822767"
"Several times a year","1998","Couple + C. GT 16 ","616","0.22672381617999","0.210488209280906","0.242959423079073"
"Several times a year","1998","Couple + C. LE and GT 16","333","0.247634792765511","0.223687248664102","0.271582336866919"
"At least once a month","1998","1-pers.-HH","110","0.0563156049246607","0.0455024173953819","0.0671287924539395"
"At least once a month","1998","(Married) couple without C. ","286","0.068694776647267","0.060992865543247","0.076396687751287"
"At least once a month","1998","Single parent ","62","0.0871956062909126","0.0663998582975058","0.107991354284319"
"At least once a month","1998","Couple + C. LE 16 ","289","0.0952615531532631","0.0849036825276554","0.105619423778871"
"At least once a month","1998","Couple + C. GT 16 ","196","0.0789682011870402","0.0685109853069453","0.089425417067135"
"At least once a month","1998","Couple + C. LE and GT 16","108","0.0999089239429023","0.0832714967854437","0.116546351100361"
"At lease once a week","1998","1-pers.-HH","519","0.281849270828437","0.260746366403752","0.302952175253123"
"At lease once a week","1998","(Married) couple without C. ","1031","0.259760848782322","0.246408320783445","0.273113376781199"
"At lease once a week","1998","Single parent ","243","0.372683797770155","0.337042632664788","0.408324962875522"
"At lease once a week","1998","Couple + C. LE 16 ","833","0.306202298394262","0.289940417282598","0.322464179505926"
"At lease once a week","1998","Couple + C. GT 16 ","798","0.347527091484295","0.329062988507701","0.365991194460889"
"At lease once a week","1998","Couple + C. LE and GT 16","387","0.360104275999497","0.333471922815621","0.386736629183372"
"Almost never or never","1999","1-pers.-HH","910","0.583210589617032","0.559599734084933","0.606821445149131"
"Almost never or never","1999","(Married) couple without C. ","2250","0.552650290359244","0.537413898540694","0.567886682177794"
"Almost never or never","1999","Single parent ","301","0.400555528644732","0.364537566655819","0.436573490633644"
"Almost never or never","1999","Couple + C. LE 16 ","1289","0.397465998980593","0.380003708550007","0.41492828941118"
"Almost never or never","1999","Couple + C. GT 16 ","1107","0.4240131608638","0.404602319246456","0.443424002481144"
"Almost never or never","1999","Couple + C. LE and GT 16","475","0.346900291935995","0.319449860387709","0.374350723484282"
"Several times a year","1999","1-pers.-HH","252","0.133156513673511","0.116886338143243","0.149426689203779"
"Several times a year","1999","(Married) couple without C. ","679","0.156556347532446","0.145421180688033","0.16769151437686"
"Several times a year","1999","Single parent ","158","0.231187274068056","0.200198418738481","0.262176129397632"
"Several times a year","1999","Couple + C. LE 16 ","812","0.277121851417513","0.261150988930797","0.29309271390423"
"Several times a year","1999","Couple + C. GT 16 ","532","0.196903120502983","0.181283924094669","0.212522316911297"
"Several times a year","1999","Couple + C. LE and GT 16","272","0.229342325911969","0.205096892111524","0.253587759712414"
"At least once a month","1999","1-pers.-HH","116","0.0577848568335729","0.0466104945863376","0.0689592190808081"
"At least once a month","1999","(Married) couple without C. ","238","0.0546916107726439","0.0477240548276748","0.061659166717613"
"At least once a month","1999","Single parent ","52","0.076718152068388","0.0571554200415317","0.0962808840952444"
"At least once a month","1999","Couple + C. LE 16 ","221","0.0739090964753333","0.0645736263884913","0.0832445665621752"
"At least once a month","1999","Couple + C. GT 16 ","191","0.0719616671142837","0.0618112945506039","0.0821120396779635"
"At least once a month","1999","Couple + C. LE and GT 16","82","0.0765346423569488","0.0612027263439416","0.091866558369956"
"At lease once a week","1999","1-pers.-HH","397","0.225848039875884","0.205823527139022","0.245872552612747"
"At lease once a week","1999","(Married) couple without C. ","924","0.236101751335666","0.22308805367758","0.249115448993753"
"At lease once a week","1999","Single parent ","200","0.291539045218824","0.258133419241344","0.324944671196303"
"At lease once a week","1999","Couple + C. LE 16 ","695","0.25150305312656","0.236021052407065","0.266985053846056"
"At lease once a week","1999","Couple + C. GT 16 ","660","0.307122051518933","0.289003132356641","0.325240970681226"
"At lease once a week","1999","Couple + C. LE and GT 16","326","0.347222739795087","0.319766333850292","0.374679145739882"
"Almost never or never","2000","1-pers.-HH","","","",""
"Almost never or never","2000","(Married) couple without C. ","","","",""
"Almost never or never","2000","Single parent ","","","",""
"Almost never or never","2000","Couple + C. LE 16 ","","","",""
"Almost never or never","2000","Couple + C. GT 16 ","","","",""
"Almost never or never","2000","Couple + C. LE and GT 16","","","",""
"Several times a year","2000","1-pers.-HH","","","",""
"Several times a year","2000","(Married) couple without C. ","","","",""
"Several times a year","2000","Single parent ","","","",""
"Several times a year","2000","Couple + C. LE 16 ","","","",""
"Several times a year","2000","Couple + C. GT 16 ","","","",""
"Several times a year","2000","Couple + C. LE and GT 16","","","",""
"At least once a month","2000","1-pers.-HH","","","",""
"At least once a month","2000","(Married) couple without C. ","","","",""
"At least once a month","2000","Single parent ","","","",""
"At least once a month","2000","Couple + C. LE 16 ","","","",""
"At least once a month","2000","Couple + C. GT 16 ","","","",""
"At least once a month","2000","Couple + C. LE and GT 16","","","",""
"At lease once a week","2000","1-pers.-HH","","","",""
"At lease once a week","2000","(Married) couple without C. ","","","",""
"At lease once a week","2000","Single parent ","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","","","",""
"Almost never or never","2001","1-pers.-HH","1576","0.5521814480026","0.534339567433921","0.57002332857128"
"Almost never or never","2001","(Married) couple without C. ","3959","0.581760152775792","0.570080656752565","0.59343964879902"
"Almost never or never","2001","Single parent ","537","0.452089625369035","0.422928782004375","0.481250468733696"
"Almost never or never","2001","Couple + C. LE 16 ","2009","0.414128874804351","0.400110736773036","0.428147012835665"
"Almost never or never","2001","Couple + C. GT 16 ","1581","0.427218221947895","0.411086018108237","0.443350425787553"
"Almost never or never","2001","Couple + C. LE and GT 16","754","0.423266208040045","0.400057914792456","0.446474501287635"
"Several times a year","2001","1-pers.-HH","386","0.122727913236147","0.110954903257557","0.134500923214737"
"Several times a year","2001","(Married) couple without C. ","919","0.130979849045833","0.122991508326064","0.138968189765601"
"Several times a year","2001","Single parent ","196","0.175325610255527","0.15304654419455","0.197604676316503"
"Several times a year","2001","Couple + C. LE 16 ","1098","0.229864739173947","0.217890685212952","0.241838793134943"
"Several times a year","2001","Couple + C. GT 16 ","652","0.177603192537726","0.165139684095742","0.190066700979711"
"Several times a year","2001","Couple + C. LE and GT 16","330","0.17440197738454","0.156577831426047","0.192226123343032"
"At least once a month","2001","1-pers.-HH","199","0.0646703218987475","0.0558459551326052","0.0734946886648897"
"At least once a month","2001","(Married) couple without C. ","338","0.0449907206216812","0.0400827191500272","0.0498987220933352"
"At least once a month","2001","Single parent ","71","0.0755118660661021","0.0600311402149955","0.0909925919172088"
"At least once a month","2001","Couple + C. LE 16 ","349","0.0771657748262103","0.0695713351677588","0.0847602144846618"
"At least once a month","2001","Couple + C. GT 16 ","248","0.0708431593048445","0.062476199264724","0.079210119344965"
"At least once a month","2001","Couple + C. LE and GT 16","127","0.0757925810266379","0.0633604156380568","0.088224746415219"
"At lease once a week","2001","1-pers.-HH","823","0.260420316862505","0.244674014040919","0.276166619684091"
"At lease once a week","2001","(Married) couple without C. ","1636","0.242269277556694","0.232124418117276","0.252414136996112"
"At lease once a week","2001","Single parent ","315","0.297072898309336","0.270298500704718","0.323847295913954"
"At lease once a week","2001","Couple + C. LE 16 ","1287","0.278840611195492","0.266078716031049","0.291602506359934"
"At lease once a week","2001","Couple + C. GT 16 ","1131","0.324335426209534","0.309069013861503","0.339601838557566"
"At lease once a week","2001","Couple + C. LE and GT 16","530","0.326539233548777","0.304511361756418","0.348567105341136"
"Almost never or never","2002","1-pers.-HH","","","",""
"Almost never or never","2002","(Married) couple without C. ","","","",""
"Almost never or never","2002","Single parent ","","","",""
"Almost never or never","2002","Couple + C. LE 16 ","","","",""
"Almost never or never","2002","Couple + C. GT 16 ","","","",""
"Almost never or never","2002","Couple + C. LE and GT 16","","","",""
"Several times a year","2002","1-pers.-HH","","","",""
"Several times a year","2002","(Married) couple without C. ","","","",""
"Several times a year","2002","Single parent ","","","",""
"Several times a year","2002","Couple + C. LE 16 ","","","",""
"Several times a year","2002","Couple + C. GT 16 ","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","","","",""
"At least once a month","2002","1-pers.-HH","","","",""
"At least once a month","2002","(Married) couple without C. ","","","",""
"At least once a month","2002","Single parent ","","","",""
"At least once a month","2002","Couple + C. LE 16 ","","","",""
"At least once a month","2002","Couple + C. GT 16 ","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","","","",""
"At lease once a week","2002","1-pers.-HH","","","",""
"At lease once a week","2002","(Married) couple without C. ","","","",""
"At lease once a week","2002","Single parent ","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","","","",""
"Almost never or never","2003","1-pers.-HH","1355","0.469834767820266","0.451903548392278","0.487765987248254"
"Almost never or never","2003","(Married) couple without C. ","3168","0.454959518941498","0.443524574190658","0.466394463692337"
"Almost never or never","2003","Single parent ","432","0.385538066400897","0.357007636660184","0.414068496141611"
"Almost never or never","2003","Couple + C. LE 16 ","1277","0.307458876736656","0.293752578410382","0.321165175062929"
"Almost never or never","2003","Couple + C. GT 16 ","1177","0.333251431624438","0.318545871008482","0.347956992240395"
"Almost never or never","2003","Couple + C. LE and GT 16","554","0.32631727313027","0.304899765294519","0.347734780966021"
"Several times a year","2003","1-pers.-HH","424","0.140991912171139","0.128488534360504","0.153495289981774"
"Several times a year","2003","(Married) couple without C. ","1251","0.171256296164226","0.162605288286056","0.179907304042395"
"Several times a year","2003","Single parent ","228","0.224986436013406","0.200509333370678","0.249463538656134"
"Several times a year","2003","Couple + C. LE 16 ","1052","0.248578075304187","0.235740670961982","0.261415479646392"
"Several times a year","2003","Couple + C. GT 16 ","847","0.200199601755748","0.18771608523181","0.212683118279686"
"Several times a year","2003","Couple + C. LE and GT 16","362","0.19453090997196","0.176449181411072","0.212612638532849"
"At least once a month","2003","1-pers.-HH","185","0.0632407802558928","0.0544960941391181","0.0719854663726675"
"At least once a month","2003","(Married) couple without C. ","464","0.064829350199499","0.0591752359301899","0.0704834644688081"
"At least once a month","2003","Single parent ","85","0.0743835072572074","0.059002631736727","0.0897643827776877"
"At least once a month","2003","Couple + C. LE 16 ","411","0.0946705950703878","0.085974690895772","0.103366499245004"
"At least once a month","2003","Couple + C. GT 16 ","371","0.0948643514870462","0.0857227373963203","0.104005965577772"
"At least once a month","2003","Couple + C. LE and GT 16","165","0.090534151376744","0.0774266288714554","0.103641673882033"
"At lease once a week","2003","1-pers.-HH","1012","0.325932539752702","0.309092342689305","0.3427727368161"
"At lease once a week","2003","(Married) couple without C. ","2402","0.308954834694777","0.298344379219755","0.3195652901698"
"At lease once a week","2003","Single parent ","373","0.315091990328489","0.28786109043882","0.342322890218159"
"At lease once a week","2003","Couple + C. LE 16 ","1614","0.34929245288877","0.335131535096842","0.363453370680697"
"At lease once a week","2003","Couple + C. GT 16 ","1552","0.371684615132767","0.35660845758239","0.386760772683145"
"At lease once a week","2003","Couple + C. LE and GT 16","760","0.388617665521026","0.366351834490167","0.410883496551884"
"Almost never or never","2004","1-pers.-HH","","","",""
"Almost never or never","2004","(Married) couple without C. ","","","",""
"Almost never or never","2004","Single parent ","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","","","",""
"Several times a year","2004","1-pers.-HH","","","",""
"Several times a year","2004","(Married) couple without C. ","","","",""
"Several times a year","2004","Single parent ","","","",""
"Several times a year","2004","Couple + C. LE 16 ","","","",""
"Several times a year","2004","Couple + C. GT 16 ","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","","","",""
"At least once a month","2004","1-pers.-HH","","","",""
"At least once a month","2004","(Married) couple without C. ","","","",""
"At least once a month","2004","Single parent ","","","",""
"At least once a month","2004","Couple + C. LE 16 ","","","",""
"At least once a month","2004","Couple + C. GT 16 ","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","","","",""
"At lease once a week","2004","1-pers.-HH","","","",""
"At lease once a week","2004","(Married) couple without C. ","","","",""
"At lease once a week","2004","Single parent ","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","","","",""
"Almost never or never","2005","1-pers.-HH","1391","0.482750339930345","0.464727311464682","0.500773368396009"
"Almost never or never","2005","(Married) couple without C. ","3262","0.495526697046577","0.483829170704352","0.507224223388803"
"Almost never or never","2005","Single parent ","460","0.411482347445618","0.382427898350273","0.440536796540963"
"Almost never or never","2005","Couple + C. LE 16 ","1229","0.345628442438452","0.330302652464709","0.360954232412195"
"Almost never or never","2005","Couple + C. GT 16 ","1244","0.342335697926381","0.326919215503779","0.357752180348982"
"Almost never or never","2005","Couple + C. LE and GT 16","510","0.32002958905146","0.297841529524993","0.342217648577927"
"Several times a year","2005","1-pers.-HH","438","0.136406376811445","0.124027295440332","0.148785458182558"
"Several times a year","2005","(Married) couple without C. ","1071","0.153440401425796","0.145008218077493","0.161872584774098"
"Several times a year","2005","Single parent ","240","0.226361824791808","0.20165438004355","0.251069269540065"
"Several times a year","2005","Couple + C. LE 16 ","911","0.247790733306849","0.233877829082361","0.261703637531338"
"Several times a year","2005","Couple + C. GT 16 ","753","0.216694421079412","0.203308553073467","0.230080289085358"
"Several times a year","2005","Couple + C. LE and GT 16","368","0.233256774800252","0.213141713753549","0.253371835846956"
"At least once a month","2005","1-pers.-HH","235","0.0795689012298502","0.0698081399814597","0.0893296624782407"
"At least once a month","2005","(Married) couple without C. ","448","0.0659517544166002","0.060144922702525","0.0717585861306755"
"At least once a month","2005","Single parent ","79","0.0834328109694538","0.0671057548728914","0.0997598670660162"
"At least once a month","2005","Couple + C. LE 16 ","326","0.0869450623779083","0.0778652506846211","0.0960248740711956"
"At least once a month","2005","Couple + C. GT 16 ","350","0.101581325272673","0.0917660296190888","0.111396620926258"
"At least once a month","2005","Couple + C. LE and GT 16","145","0.0857454674944724","0.0724280996615538","0.0990628353273911"
"At lease once a week","2005","1-pers.-HH","889","0.301274382028359","0.284726180434926","0.317822583621792"
"At lease once a week","2005","(Married) couple without C. ","2237","0.285081147111027","0.274518955719502","0.295643338502551"
"At lease once a week","2005","Single parent ","323","0.27872301679312","0.252250529559288","0.305195504026953"
"At lease once a week","2005","Couple + C. LE 16 ","1233","0.31963576187679","0.304607652541293","0.334663871212287"
"At lease once a week","2005","Couple + C. GT 16 ","1292","0.339388555721534","0.324004221489344","0.354772889953724"
"At lease once a week","2005","Couple + C. LE and GT 16","675","0.360968168653815","0.338124021610826","0.383812315696804"
"Almost never or never","2006","1-pers.-HH","","","",""
"Almost never or never","2006","(Married) couple without C. ","","","",""
"Almost never or never","2006","Single parent ","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","","","",""
"Several times a year","2006","1-pers.-HH","","","",""
"Several times a year","2006","(Married) couple without C. ","","","",""
"Several times a year","2006","Single parent ","","","",""
"Several times a year","2006","Couple + C. LE 16 ","","","",""
"Several times a year","2006","Couple + C. GT 16 ","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","1-pers.-HH","","","",""
"At least once a month","2006","(Married) couple without C. ","","","",""
"At least once a month","2006","Single parent ","","","",""
"At least once a month","2006","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","1-pers.-HH","","","",""
"At lease once a week","2006","(Married) couple without C. ","","","",""
"At lease once a week","2006","Single parent ","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","","","",""
"Almost never or never","2007","1-pers.-HH","1451","0.472170725813198","0.45475638396606","0.489585067660336"
"Almost never or never","2007","(Married) couple without C. ","3346","0.466438131595725","0.455018399985354","0.477857863206097"
"Almost never or never","2007","Single parent ","467","0.442666949287598","0.413152846108247","0.47218105246695"
"Almost never or never","2007","Couple + C. LE 16 ","1134","0.310383966577139","0.295235174614433","0.325532758539846"
"Almost never or never","2007","Couple + C. GT 16 ","1161","0.337705789764057","0.322100259320852","0.353311320207263"
"Almost never or never","2007","Couple + C. LE and GT 16","405","0.325346663322215","0.30025258105894","0.35044074558549"
"Several times a year","2007","1-pers.-HH","424","0.131054030006117","0.119282514556657","0.142825545455577"
"Several times a year","2007","(Married) couple without C. ","1076","0.15179896194362","0.143585045475953","0.160012878411286"
"Several times a year","2007","Single parent ","208","0.211028085616733","0.186782395804017","0.23527377542945"
"Several times a year","2007","Couple + C. LE 16 ","869","0.248832267266603","0.234676073539536","0.26298846099367"
"Several times a year","2007","Couple + C. GT 16 ","727","0.22661095509743","0.212796833917768","0.240425076277092"
"Several times a year","2007","Couple + C. LE and GT 16","253","0.19230268064781","0.171193333968271","0.213412027327349"
"At least once a month","2007","1-pers.-HH","218","0.0672245024323584","0.0584894973303151","0.0759595075344018"
"At least once a month","2007","(Married) couple without C. ","428","0.05632883643706","0.0510511666538355","0.0616065062202846"
"At least once a month","2007","Single parent ","86","0.0739792693915662","0.0584268121164872","0.0895317266666452"
"At least once a month","2007","Couple + C. LE 16 ","313","0.0890924836390636","0.0797646162605488","0.0984203510175783"
"At least once a month","2007","Couple + C. GT 16 ","313","0.0820504295495565","0.0729944873115711","0.091106371787542"
"At least once a month","2007","Couple + C. LE and GT 16","121","0.0873337245115607","0.0722118790688956","0.102455569954226"
"At lease once a week","2007","1-pers.-HH","1064","0.329550741748327","0.313154100139762","0.345947383356891"
"At lease once a week","2007","(Married) couple without C. ","2481","0.325434070023595","0.314708751682515","0.336159388364675"
"At lease once a week","2007","Single parent ","327","0.272325695704102","0.245874429033748","0.298776962374456"
"At lease once a week","2007","Couple + C. LE 16 ","1267","0.351691282517194","0.336056335302462","0.367326229731925"
"At lease once a week","2007","Couple + C. GT 16 ","1327","0.353632825588956","0.337856722527248","0.369408928650664"
"At lease once a week","2007","Couple + C. LE and GT 16","560","0.395016931518415","0.368832854591892","0.421201008444938"
"Almost never or never","2008","1-pers.-HH","1258","0.409558007315077","0.392068723547257","0.427047291082897"
"Almost never or never","2008","(Married) couple without C. ","2592","0.374261038941732","0.362966309112788","0.385555768770676"
"Almost never or never","2008","Single parent ","387","0.350173629058875","0.321789628526297","0.378557629591452"
"Almost never or never","2008","Couple + C. LE 16 ","838","0.258218279979674","0.243052228484585","0.273384331474763"
"Almost never or never","2008","Couple + C. GT 16 ","878","0.251322968168787","0.236647212931216","0.265998723406358"
"Almost never or never","2008","Couple + C. LE and GT 16","264","0.253114765575477","0.228565401608119","0.277664129542834"
"Several times a year","2008","1-pers.-HH","403","0.135926547688953","0.123737966081164","0.148115129296741"
"Several times a year","2008","(Married) couple without C. ","1221","0.183272544722684","0.174242722048598","0.19230236739677"
"Several times a year","2008","Single parent ","208","0.203124248825437","0.179185060911197","0.227063436739678"
"Several times a year","2008","Couple + C. LE 16 ","738","0.224616469472427","0.210154745918893","0.23907819302596"
"Several times a year","2008","Couple + C. GT 16 ","721","0.245636446635275","0.231072674784745","0.260200218485804"
"Several times a year","2008","Couple + C. LE and GT 16","277","0.224051075502233","0.200509005225235","0.247593145779231"
"At least once a month","2008","1-pers.-HH","220","0.0713901461353646","0.062232971967793","0.0805473203029362"
"At least once a month","2008","(Married) couple without C. ","441","0.0647359145554713","0.0589930085009288","0.0704788206100138"
"At least once a month","2008","Single parent ","103","0.0987679320501722","0.0810154320788618","0.116520432021483"
"At least once a month","2008","Couple + C. LE 16 ","309","0.101905856591269","0.091422473048821","0.112389240133717"
"At least once a month","2008","Couple + C. GT 16 ","283","0.088744004491479","0.0791228580437599","0.098365150939198"
"At least once a month","2008","Couple + C. LE and GT 16","105","0.0735893909472688","0.0588471355141632","0.0883316463803744"
"At lease once a week","2008","1-pers.-HH","1156","0.383125298860605","0.365835314908271","0.40041528281294"
"At lease once a week","2008","(Married) couple without C. ","2798","0.377730501780112","0.366415041516934","0.389045962043291"
"At lease once a week","2008","Single parent ","387","0.347934190065516","0.319592386076732","0.3762759940543"
"At lease once a week","2008","Couple + C. LE 16 ","1314","0.41525939395663","0.398183543977076","0.432335243936184"
"At lease once a week","2008","Couple + C. GT 16 ","1474","0.41429658070446","0.397630569512609","0.43096259189631"
"At lease once a week","2008","Couple + C. LE and GT 16","559","0.449244767975021","0.421159705307438","0.477329830642605"
"Almost never or never","2009","1-pers.-HH","1331","0.45499621018109","0.436831505153339","0.473160915208842"
"Almost never or never","2009","(Married) couple without C. ","2940","0.440192357110696","0.42825953280565","0.452125181415742"
"Almost never or never","2009","Single parent ","380","0.399403867679775","0.368879453074115","0.429928282285435"
"Almost never or never","2009","Couple + C. LE 16 ","842","0.285738555897322","0.269138101263249","0.302339010531396"
"Almost never or never","2009","Couple + C. GT 16 ","950","0.285588174722257","0.269816844792249","0.301359504652264"
"Almost never or never","2009","Couple + C. LE and GT 16","325","0.279241305573681","0.253600645269393","0.304881965877969"
"Several times a year","2009","1-pers.-HH","413","0.144268121047947","0.131451346573337","0.157084895522558"
"Several times a year","2009","(Married) couple without C. ","991","0.153982694185484","0.145306521924675","0.162658866446294"
"Several times a year","2009","Single parent ","202","0.195715154424449","0.170988400006804","0.220441908842093"
"Several times a year","2009","Couple + C. LE 16 ","647","0.220924883172301","0.20568018116873","0.236169585175872"
"Several times a year","2009","Couple + C. GT 16 ","651","0.222792623509872","0.208263388445529","0.237321858574214"
"Several times a year","2009","Couple + C. LE and GT 16","246","0.216650247397549","0.193105074706634","0.240195420088463"
"At least once a month","2009","1-pers.-HH","184","0.0684428655538966","0.0592321464213379","0.0776535846864553"
"At least once a month","2009","(Married) couple without C. ","404","0.0632756740581378","0.0574233700922537","0.0691279780240219"
"At least once a month","2009","Single parent ","73","0.0771218017553823","0.0604949232993463","0.0937486802114184"
"At least once a month","2009","Couple + C. LE 16 ","260","0.0923967064402692","0.0817556870981543","0.103037725782384"
"At least once a month","2009","Couple + C. GT 16 ","291","0.101631494641046","0.0910811825977569","0.112181806684335"
"At least once a month","2009","Couple + C. LE and GT 16","100","0.0931346373018249","0.0765245677409446","0.109744706862705"
"At lease once a week","2009","1-pers.-HH","959","0.332292803217066","0.315110625945199","0.349474980488933"
"At lease once a week","2009","(Married) couple without C. ","2313","0.342549274645682","0.331141637040438","0.353956912250926"
"At lease once a week","2009","Single parent ","334","0.327759176140394","0.298504869031496","0.357013483249293"
"At lease once a week","2009","Couple + C. LE 16 ","1096","0.400939854490107","0.382931178528197","0.418948530452017"
"At lease once a week","2009","Couple + C. GT 16 ","1259","0.389987707126826","0.3729575505163","0.407017863737351"
"At lease once a week","2009","Couple + C. LE and GT 16","505","0.410973809726945","0.382853583770169","0.439094035683722"
"Almost never or never","2010","1-pers.-HH","","","",""
"Almost never or never","2010","(Married) couple without C. ","","","",""
"Almost never or never","2010","Single parent ","","","",""
"Almost never or never","2010","Couple + C. LE 16 ","","","",""
"Almost never or never","2010","Couple + C. GT 16 ","","","",""
"Almost never or never","2010","Couple + C. LE and GT 16","","","",""
"Several times a year","2010","1-pers.-HH","","","",""
"Several times a year","2010","(Married) couple without C. ","","","",""
"Several times a year","2010","Single parent ","","","",""
"Several times a year","2010","Couple + C. LE 16 ","","","",""
"Several times a year","2010","Couple + C. GT 16 ","","","",""
"Several times a year","2010","Couple + C. LE and GT 16","","","",""
"At least once a month","2010","1-pers.-HH","","","",""
"At least once a month","2010","(Married) couple without C. ","","","",""
"At least once a month","2010","Single parent ","","","",""
"At least once a month","2010","Couple + C. LE 16 ","","","",""
"At least once a month","2010","Couple + C. GT 16 ","","","",""
"At least once a month","2010","Couple + C. LE and GT 16","","","",""
"At lease once a week","2010","1-pers.-HH","","","",""
"At lease once a week","2010","(Married) couple without C. ","","","",""
"At lease once a week","2010","Single parent ","","","",""
"At lease once a week","2010","Couple + C. LE 16 ","","","",""
"At lease once a week","2010","Couple + C. GT 16 ","","","",""
"At lease once a week","2010","Couple + C. LE and GT 16","","","",""
"Almost never or never","2011","1-pers.-HH","1671","0.455390344609646","0.439083900569168","0.471696788650124"
"Almost never or never","2011","(Married) couple without C. ","3511","0.434659584598766","0.42385426228523","0.445464906912303"
"Almost never or never","2011","Single parent ","1186","0.410843812577153","0.392790753551348","0.428896871602959"
"Almost never or never","2011","Couple + C. LE 16 ","3139","0.360365348858277","0.349848032766657","0.370882664949897"
"Almost never or never","2011","Couple + C. GT 16 ","1071","0.327478895309044","0.311425856085098","0.343531934532991"
"Almost never or never","2011","Couple + C. LE and GT 16","734","0.326533647286139","0.306332090470352","0.346735204101927"
"Several times a year","2011","1-pers.-HH","439","0.133034511954282","0.121914436040679","0.144154587867885"
"Several times a year","2011","(Married) couple without C. ","1109","0.140754668431504","0.13317416456591","0.148335172297097"
"Several times a year","2011","Single parent ","465","0.178639968473602","0.164584241753878","0.192695695193325"
"Several times a year","2011","Couple + C. LE 16 ","1516","0.193936328723188","0.185275056632333","0.202597600814043"
"Several times a year","2011","Couple + C. GT 16 ","634","0.200337811202619","0.186646425897755","0.214029196507483"
"Several times a year","2011","Couple + C. LE and GT 16","353","0.202335388103476","0.185028897765445","0.219641878441507"
"At least once a month","2011","1-pers.-HH","221","0.0673376191621921","0.0591319161349577","0.0755433221894266"
"At least once a month","2011","(Married) couple without C. ","437","0.0590172644690922","0.0538805142948565","0.0641540146433279"
"At least once a month","2011","Single parent ","187","0.0722873365985508","0.0627848982760815","0.0817897749210201"
"At least once a month","2011","Couple + C. LE 16 ","550","0.0710990515061926","0.0654693673575827","0.0767287356548024"
"At least once a month","2011","Couple + C. GT 16 ","237","0.0612045034053394","0.0530049568180097","0.0694040499926692"
"At least once a month","2011","Couple + C. LE and GT 16","156","0.067253087782767","0.0564635971397784","0.0780425784257555"
"At lease once a week","2011","1-pers.-HH","1252","0.34423752427388","0.328680480539215","0.359794568008545"
"At lease once a week","2011","(Married) couple without C. ","3028","0.365568482500638","0.355071008037548","0.376065956963728"
