"m11104","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1997","middle vocational","385","0.0569925067402468","0.0513265234718737","0.06265849000862","3"
"At least once a month","1997","general elemantary","123","0.042100859608641","0.0339327349581598","0.0502689842591221","3"
"At least once a month","1997","in school","29","","","","3"
"At least once a month","1997","vocational + Abi","37","0.0842474848237915","0.0586694884115382","0.109825481236045","3"
"At least once a month","1997","higher vocational","51","0.0638014141828165","0.0463913932127314","0.0812114351529016","3"
"At least once a month","1997","higher education","114","0.0621522304434846","0.050901552088249","0.0734029087987203","3"
"Several times a year","1997","inadequately","52","0.139647860800366","0.108075078097016","0.171220643503716","2"
"Several times a year","1997","in school","72","0.193977512940426","0.150311646040039","0.237643379840814","2"
"Several times a year","1997","general elemantary","369","0.142628785375906","0.128405332952379","0.156852237799434","2"
"Several times a year","1997","middle vocational","1240","0.187772467697761","0.178227737722276","0.197317197673246","2"
"Several times a year","1997","higher education","408","0.19857567051632","0.179985710543586","0.217165630489055","2"
"Several times a year","1997","vocational + Abi","101","0.23930716268113","0.200017210312814","0.278597115049447","2"
"Several times a year","1997","higher vocational","175","0.212420738507087","0.183283677428311","0.241557799585863","2"
"Almost never or never","1998","higher education","520","0.260928795379494","0.24150735236673","0.280350238392257","1"
"Almost never or never","1998","vocational + Abi","152","0.271730719878332","0.233046699802381","0.310414739954282","1"
"Almost never or never","1998","in school","46","0.107107468025856","0.0738923770722191","0.140322558979493","1"
"Almost never or never","1998","inadequately","358","0.794324050284127","0.756727567508895","0.831920533059359","1"
"Almost never or never","1998","general elemantary","1455","0.597784406735163","0.578692622014234","0.616876191456093","1"
"Almost never or never","1998","middle vocational","2894","0.413515180734894","0.401975406639129","0.425054954830658","1"
"Almost never or never","1998","higher vocational","257","0.329232333830124","0.297106864408555","0.361357803251692","1"
"At lease once a week","1998","inadequately","36","0.0921908174931566","0.0652818072097763","0.119099827776537","4"
"At lease once a week","1998","general elemantary","502","0.198788190097952","0.183249523564036","0.214326856631869","4"
"At lease once a week","1998","middle vocational","1867","0.282001319998212","0.27145719406836","0.292545445928064","4"
"At lease once a week","1998","vocational + Abi","178","0.401683600356658","0.359052775204535","0.444314425508781","4"
"At lease once a week","1998","higher vocational","263","0.333249127963988","0.301025199166151","0.365473056761826","4"
"At lease once a week","1998","higher education","733","0.405336099272098","0.383623051952301","0.427049146591895","4"
"At lease once a week","1998","in school","207","0.659296757592733","0.608392444951894","0.710201070233571","4"
"At least once a month","1998","inadequately","9","","","","3"
"At least once a month","1998","general elemantary","153","0.0525897044479228","0.0438988154958664","0.0612805933999792","3"
"At least once a month","1998","in school","30","0.0821753928820917","0.0526784696871475","0.111672316077036","3"
"At least once a month","1998","middle vocational","553","0.0764336474379314","0.0702077848060042","0.0826595100698585","3"
"At least once a month","1998","vocational + Abi","50","0.103420839388621","0.0769410464882271","0.129900632289016","3"
"At least once a month","1998","higher education","196","0.104235187222645","0.0907212616110959","0.117749112834195","3"
"At least once a month","1998","higher vocational","71","0.0757769839467688","0.05768570667199","0.0938682612215477","3"
"Several times a year","1998","inadequately","41","0.088456931555036","0.0620443325752395","0.114869530534833","2"
"Several times a year","1998","higher education","515","0.229499918125763","0.2109024012544","0.248097434997126","2"
"Several times a year","1998","in school","50","0.15142038149932","0.112920052516449","0.189920710482191","2"
"Several times a year","1998","general elemantary","424","0.150837698718962","0.136903080084085","0.164772317353838","2"
"Several times a year","1998","middle vocational","1682","0.228049851828963","0.218218059078109","0.237881644579818","2"
"Several times a year","1998","vocational + Abi","128","0.223164840376389","0.186957755679443","0.259371925073336","2"
"Several times a year","1998","higher vocational","231","0.261741554259119","0.231690982969758","0.291792125548481","2"
"Almost never or never","1999","higher education","692","0.352461409422839","0.331262765943183","0.373660052902495","1"
"Almost never or never","1999","inadequately","341","0.795074533989958","0.756653676790632","0.833495391189284","1"
"Almost never or never","1999","general elemantary","1497","0.644607027411171","0.625619599534906","0.663594455287435","1"
"Almost never or never","1999","vocational + Abi","170","0.332737240264662","0.291559430085144","0.373915050444181","1"
"Almost never or never","1999","in school","42","0.110105791494035","0.0758094832645976","0.144402099723472","1"
"Almost never or never","1999","middle vocational","3425","0.496580770160334","0.484776604223913","0.508384936096754","1"
"Almost never or never","1999","higher vocational","344","0.435548479857883","0.401590823053154","0.469506136662612","1"
"At lease once a week","1999","inadequately","27","","","","4"
"At lease once a week","1999","middle vocational","1565","0.240514698963435","0.230424355374404","0.250605042552466","4"
"At lease once a week","1999","general elemantary","417","0.167394206996718","0.152584238742725","0.182204175250711","4"
"At lease once a week","1999","vocational + Abi","159","0.371989859404085","0.329750922681309","0.414228796126861","4"
"At lease once a week","1999","higher vocational","208","0.260421414926455","0.230365036441366","0.290477793411544","4"
"At lease once a week","1999","higher education","662","0.370904246198866","0.349469974283471","0.392338518114261","4"
"At lease once a week","1999","in school","181","0.603247858225388","0.549645902445611","0.656849814005166","4"
"At least once a month","1999","inadequately","11","","","","3"
"At least once a month","1999","general elemantary","131","0.0407051720057968","0.032866092847456","0.0485442511641376","3"
"At least once a month","1999","in school","25","","","","3"
"At least once a month","1999","middle vocational","468","0.0668982366360566","0.0609996590406576","0.0727968142314555","3"
"At least once a month","1999","vocational + Abi","54","0.0795329233579041","0.0558877936313845","0.103178053084424","3"
"At least once a month","1999","higher education","159","0.0762325493224382","0.064457275748275","0.0880078228966014","3"
"At least once a month","1999","higher vocational","55","0.0691417288484764","0.0517669998884341","0.0865164578085187","3"
"Several times a year","1999","inadequately","45","0.0955943664812335","0.0676069415395023","0.123581791422965","2"
"Several times a year","1999","in school","72","0.22865032835558","0.182636892235383","0.274663764475778","2"
"Several times a year","1999","higher education","438","0.200401795055857","0.182639210218181","0.218164379893533","2"
"Several times a year","1999","general elemantary","396","0.147293593586315","0.133234546248609","0.16135264092402","2"
"Several times a year","1999","middle vocational","1434","0.196006294240175","0.186634196914189","0.205378391566161","2"
"Several times a year","1999","higher vocational","212","0.234888376367186","0.205854882406661","0.263921870327711","2"
"Several times a year","1999","vocational + Abi","120","0.215739976973349","0.179793241860806","0.251686712085891","2"
"Almost never or never","2000","higher education","","","","","1"
"Almost never or never","2000","in school","","","","","1"
"Almost never or never","2000","middle vocational","","","","","1"
"Almost never or never","2000","inadequately","","","","","1"
"Almost never or never","2000","general elemantary","","","","","1"
"Almost never or never","2000","vocational + Abi","","","","","1"
"Almost never or never","2000","higher vocational","","","","","1"
"At lease once a week","2000","inadequately","","","","","4"
"At lease once a week","2000","middle vocational","","","","","4"
"At lease once a week","2000","general elemantary","","","","","4"
"At lease once a week","2000","vocational + Abi","","","","","4"
"At lease once a week","2000","higher vocational","","","","","4"
"At lease once a week","2000","higher education","","","","","4"
"At lease once a week","2000","in school","","","","","4"
"At least once a month","2000","inadequately","","","","","3"
"At least once a month","2000","general elemantary","","","","","3"
"At least once a month","2000","middle vocational","","","","","3"
"At least once a month","2000","in school","","","","","3"
"At least once a month","2000","vocational + Abi","","","","","3"
"At least once a month","2000","higher vocational","","","","","3"
"At least once a month","2000","higher education","","","","","3"
"Several times a year","2000","inadequately","","","","","2"
"Several times a year","2000","in school","","","","","2"
"Several times a year","2000","general elemantary","","","","","2"
"Several times a year","2000","higher education","","","","","2"
"Several times a year","2000","vocational + Abi","","","","","2"
"Several times a year","2000","middle vocational","","","","","2"
"Several times a year","2000","higher vocational","","","","","2"
"Almost never or never","2001","higher education","1225","0.347731218580344","0.33204935568305","0.363413081477638","1"
"Almost never or never","2001","in school","102","0.173654006435147","0.141879769012843","0.205428243857451","1"
"Almost never or never","2001","middle vocational","6089","0.532554363195458","0.523454739579805","0.541653986811112","1"
"Almost never or never","2001","inadequately","257","0.807208079207117","0.763222935376242","0.851193223037992","1"
"Almost never or never","2001","general elemantary","2040","0.687311087322181","0.670957512876368","0.703664661767994","1"
"Almost never or never","2001","vocational + Abi","401","0.369487864868719","0.340567550021991","0.398408179715447","1"
"Almost never or never","2001","higher vocational","751","0.45132463754888","0.427407774481758","0.475241500616001","1"
"At lease once a week","2001","inadequately","25","","","","4"
"At lease once a week","2001","middle vocational","2795","0.246071619614759","0.238216158011456","0.253927081218062","4"
"At lease once a week","2001","vocational + Abi","358","0.349796095447973","0.321220948827155","0.378371242068791","4"
"At lease once a week","2001","higher education","1364","0.390975841956613","0.374908104136667","0.40704357977656","4"
"At lease once a week","2001","general elemantary","555","0.168170569715252","0.154976708396895","0.181364431033608","4"
"At lease once a week","2001","higher vocational","456","0.285992146491101","0.26427361212282","0.307710680859382","4"
"At lease once a week","2001","in school","313","0.592504908055815","0.551289563305","0.63372025280663","4"
"At least once a month","2001","inadequately","6","","","","3"
"At least once a month","2001","general elemantary","141","0.042613228726748","0.035488050895412","0.049738406558084","3"
"At least once a month","2001","middle vocational","676","0.0577529015605869","0.0534984340748242","0.0620073690463495","3"
"At least once a month","2001","vocational + Abi","90","0.0797615784999757","0.0635284116245539","0.0959947453753975","3"
"At least once a month","2001","in school","44","0.0815942288878893","0.0586328062249026","0.104555651550876","3"
"At least once a month","2001","higher vocational","135","0.0871774010971699","0.0736193546603494","0.10073544753399","3"
"At least once a month","2001","higher education","277","0.0776564371664772","0.0688439680876967","0.0864689062452578","3"
"Several times a year","2001","inadequately","21","","","","2"
"Several times a year","2001","higher education","677","0.183636502296565","0.170887276587392","0.196385728005738","2"
"Several times a year","2001","in school","87","0.152246856621149","0.122112588965375","0.182381124276922","2"
"Several times a year","2001","general elemantary","351","0.101905114235819","0.0912332847371345","0.112576943734504","2"
"Several times a year","2001","middle vocational","1989","0.163621115629196","0.156874326988696","0.170367904269696","2"
"Several times a year","2001","vocational + Abi","221","0.200954461183332","0.176944536721371","0.224964385645292","2"
"Several times a year","2001","higher vocational","321","0.17550581486285","0.157223064893481","0.193788564832219","2"
"Almost never or never","2002","higher education","","","","","1"
"Almost never or never","2002","inadequately","","","","","1"
"Almost never or never","2002","vocational + Abi","","","","","1"
"Almost never or never","2002","in school","","","","","1"
"Almost never or never","2002","general elemantary","","","","","1"
"Almost never or never","2002","middle vocational","","","","","1"
"Almost never or never","2002","higher vocational","","","","","1"
"At lease once a week","2002","inadequately","","","","","4"
"At lease once a week","2002","general elemantary","","","","","4"
"At lease once a week","2002","vocational + Abi","","","","","4"
"At lease once a week","2002","higher vocational","","","","","4"
"At lease once a week","2002","middle vocational","","","","","4"
"At lease once a week","2002","higher education","","","","","4"
"At lease once a week","2002","in school","","","","","4"
"At least once a month","2002","inadequately","","","","","3"
"At least once a month","2002","general elemantary","","","","","3"
"At least once a month","2002","middle vocational","","","","","3"
"At least once a month","2002","vocational + Abi","","","","","3"
"At least once a month","2002","higher education","","","","","3"
"At least once a month","2002","in school","","","","","3"
"At least once a month","2002","higher vocational","","","","","3"
"Several times a year","2002","in school","","","","","2"
"Several times a year","2002","inadequately","","","","","2"
"Several times a year","2002","higher education","","","","","2"
"Several times a year","2002","general elemantary","","","","","2"
"Several times a year","2002","middle vocational","","","","","2"
"Several times a year","2002","vocational + Abi","","","","","2"
"Several times a year","2002","higher vocational","","","","","2"
"Almost never or never","2003","higher education","930","0.240818535623512","0.228106327816428","0.253530743430596","1"
"Almost never or never","2003","in school","76","0.126130360203961","0.0998915778742729","0.152369142533649","1"
"Almost never or never","2003","inadequately","219","0.777058778702462","0.727134179859783","0.826983377545142","1"
"Almost never or never","2003","general elemantary","1642","0.617867684132054","0.599716723739767","0.636018644524341","1"
"Almost never or never","2003","vocational + Abi","292","0.269078734823005","0.24354693914958","0.294610530496429","1"
"Almost never or never","2003","middle vocational","4518","0.425020984185513","0.415826656171131","0.434215312199894","1"
"Almost never or never","2003","higher vocational","531","0.31135178377169","0.289196541406647","0.333507026136733","1"
"At lease once a week","2003","inadequately","24","","","","4"
"At lease once a week","2003","general elemantary","532","0.191971266256111","0.177259104119441","0.206683428392782","4"
"At lease once a week","2003","vocational + Abi","528","0.453019990166548","0.42436166648233","0.481678313850766","4"
"At lease once a week","2003","higher vocational","623","0.384962004402626","0.361680447502479","0.408243561302773","4"
"At lease once a week","2003","middle vocational","3511","0.301844811285102","0.29330680142579","0.310382821144413","4"
"At lease once a week","2003","higher education","2123","0.463321234227525","0.44849600085791","0.47814646759714","4"
"At lease once a week","2003","in school","432","0.713947081441679","0.678230758921984","0.749663403961375","4"
"At least once a month","2003","inadequately","10","","","","3"
"At least once a month","2003","middle vocational","825","0.0732160456648617","0.0683711860512685","0.078060905278455","3"
"At least once a month","2003","general elemantary","161","0.0512824545699299","0.0430430115726433","0.0595218975672166","3"
"At least once a month","2003","in school","35","0.0454288971207055","0.0289707563943578","0.0618870378470531","3"
"At least once a month","2003","vocational + Abi","102","0.0801682382338939","0.064534539319542","0.0958019371482457","3"
"At least once a month","2003","higher education","434","0.103335024408686","0.0942851592919187","0.112384889525454","3"
"At least once a month","2003","higher vocational","144","0.0903402488699454","0.0766240983070618","0.104056399432829","3"
"Several times a year","2003","in school","72","0.114493661233654","0.0893286521230091","0.1396586703443","2"
"Several times a year","2003","inadequately","14","","","","2"
"Several times a year","2003","general elemantary","418","0.138878595041905","0.12596060828986","0.15179658179395","2"
"Several times a year","2003","higher education","859","0.192525205740277","0.180802941272034","0.20424747020852","2"
"Several times a year","2003","middle vocational","2251","0.199918158864524","0.192479714172924","0.207356603556123","2"
"Several times a year","2003","vocational + Abi","237","0.197733036776554","0.174802963346112","0.220663110206995","2"
"Several times a year","2003","higher vocational","380","0.213345962955739","0.193744602491302","0.232947323420175","2"
"Almost never or never","2004","higher education","","","","","1"
"Almost never or never","2004","in school","","","","","1"
"Almost never or never","2004","inadequately","","","","","1"
"Almost never or never","2004","general elemantary","","","","","1"
"Almost never or never","2004","vocational + Abi","","","","","1"
"Almost never or never","2004","middle vocational","","","","","1"
"Almost never or never","2004","higher vocational","","","","","1"
"At lease once a week","2004","inadequately","","","","","4"
"At lease once a week","2004","middle vocational","","","","","4"
"At lease once a week","2004","higher education","","","","","4"
"At lease once a week","2004","general elemantary","","","","","4"
"At lease once a week","2004","vocational + Abi","","","","","4"
"At lease once a week","2004","higher vocational","","","","","4"
"At lease once a week","2004","in school","","","","","4"
"At least once a month","2004","general elemantary","","","","","3"
"At least once a month","2004","inadequately","","","","","3"
"At least once a month","2004","middle vocational","","","","","3"
"At least once a month","2004","vocational + Abi","","","","","3"
"At least once a month","2004","in school","","","","","3"
"At least once a month","2004","higher education","","","","","3"
"At least once a month","2004","higher vocational","","","","","3"
"Several times a year","2004","inadequately","","","","","2"
"Several times a year","2004","in school","","","","","2"
"Several times a year","2004","general elemantary","","","","","2"
"Several times a year","2004","middle vocational","","","","","2"
"Several times a year","2004","higher education","","","","","2"
"Several times a year","2004","vocational + Abi","","","","","2"
"Several times a year","2004","higher vocational","","","","","2"
"Almost never or never","2005","higher education","1094","0.276470033155939","0.262877327117549","0.290062739194328","1"
"Almost never or never","2005","in school","90","0.162361974168132","0.133989572694726","0.190734375641539","1"
"Almost never or never","2005","inadequately","182","0.656651062227217","0.5969502645534","0.716351859901034","1"
"Almost never or never","2005","general elemantary","1441","0.608349782680715","0.588821307472175","0.627878257889256","1"
"Almost never or never","2005","middle vocational","4597","0.464310549601961","0.454647178727693","0.473973920476228","1"
"Almost never or never","2005","vocational + Abi","317","0.304994367137347","0.27812647397484","0.331862260299855","1"
"Almost never or never","2005","higher vocational","566","0.359976043170626","0.336126601886614","0.383825484454638","1"
"At lease once a week","2005","inadequately","25","","","","4"
"At lease once a week","2005","middle vocational","2918","0.272413900567374","0.26378759864906","0.281040202485688","4"
"At lease once a week","2005","vocational + Abi","458","0.390115382607897","0.361650203641018","0.418580561574775","4"
"At lease once a week","2005","higher vocational","528","0.339495883997902","0.315967163239137","0.363024604756667","4"
"At lease once a week","2005","higher education","1858","0.426338382319214","0.411308390508235","0.441368374130193","4"
"At lease once a week","2005","general elemantary","480","0.192920307944196","0.177133669840743","0.20870694604765","4"
"At lease once a week","2005","in school","407","0.617822379469598","0.580437999118873","0.655206759820322","4"
"At least once a month","2005","inadequately","7","","","","3"
"At least once a month","2005","general elemantary","134","0.0511093781664188","0.0422988722759189","0.0599198840569187","3"
"At least once a month","2005","middle vocational","768","0.0793252443896317","0.0740889186849091","0.0845615700943542","3"
"At least once a month","2005","vocational + Abi","116","0.101996138102285","0.0843347632801078","0.119657512924463","3"
"At least once a month","2005","higher education","402","0.103733210624711","0.0944663806907117","0.113000040558709","3"
"At least once a month","2005","in school","57","0.0711059556095033","0.0513334448512127","0.090878466367794","3"
"At least once a month","2005","higher vocational","109","0.0732267459789706","0.0602828531516632","0.0861706388062781","3"
"Several times a year","2005","inadequately","29","","","","2"
"Several times a year","2005","in school","95","0.148709690752767","0.121335945413116","0.176083436092418","2"
"Several times a year","2005","general elemantary","345","0.14762053120867","0.133428899169749","0.161812163247591","2"
"Several times a year","2005","middle vocational","1949","0.183950305441034","0.176443133113813","0.191457477768254","2"
"Several times a year","2005","higher education","805","0.193458373900137","0.181453411875172","0.205463335925102","2"
"Several times a year","2005","vocational + Abi","237","0.202894112152471","0.179425561382252","0.226362662922689","2"
"Several times a year","2005","higher vocational","353","0.227301326852501","0.206478036088983","0.248124617616019","2"
"Almost never or never","2006","higher education","","","","","1"
"Almost never or never","2006","inadequately","","","","","1"
"Almost never or never","2006","in school","","","","","1"
"Almost never or never","2006","general elemantary","","","","","1"
"Almost never or never","2006","middle vocational","","","","","1"
"Almost never or never","2006","vocational + Abi","","","","","1"
"Almost never or never","2006","higher vocational","","","","","1"
"At lease once a week","2006","inadequately","","","","","4"
"At lease once a week","2006","middle vocational","","","","","4"
"At lease once a week","2006","vocational + Abi","","","","","4"
"At lease once a week","2006","higher vocational","","","","","4"
"At lease once a week","2006","higher education","","","","","4"
"At lease once a week","2006","general elemantary","","","","","4"
"At lease once a week","2006","in school","","","","","4"
"At least once a month","2006","inadequately","","","","","3"
"At least once a month","2006","general elemantary","","","","","3"
"At least once a month","2006","in school","","","","","3"
"At least once a month","2006","middle vocational","","","","","3"
"At least once a month","2006","vocational + Abi","","","","","3"
"At least once a month","2006","higher education","","","","","3"
"At least once a month","2006","higher vocational","","","","","3"
"Several times a year","2006","in school","","","","","2"
"Several times a year","2006","inadequately","","","","","2"
"Several times a year","2006","general elemantary","","","","","2"
"Several times a year","2006","higher education","","","","","2"
"Several times a year","2006","vocational + Abi","","","","","2"
"Several times a year","2006","middle vocational","","","","","2"
"Several times a year","2006","higher vocational","","","","","2"
"Almost never or never","2007","higher education","1062","0.244787288852558","0.232058372505118","0.257516205199999","1"
"Almost never or never","2007","inadequately","170","0.735041006211642","0.676592804923174","0.793489207500111","1"
"Almost never or never","2007","in school","40","0.147325872233098","0.109707330627467","0.184944413838729","1"
"Almost never or never","2007","general elemantary","1390","0.63441101001453","0.614314194455337","0.654507825573723","1"
"Almost never or never","2007","middle vocational","4564","0.447569276789331","0.437973447346664","0.457165106231998","1"
"Almost never or never","2007","vocational + Abi","338","0.285127791754923","0.259291328258478","0.310964255251369","1"
"Almost never or never","2007","higher vocational","544","0.334718335464073","0.31106530032335","0.358371370604795","1"
"At lease once a week","2007","in school","229","0.653318581618175","0.602806101890926","0.703831061345424","4"
"At lease once a week","2007","inadequately","20","","","","4"
"At lease once a week","2007","general elemantary","422","0.174096234452642","0.158272654383355","0.189919814521928","4"
"At lease once a week","2007","middle vocational","3201","0.305488853186093","0.296599896925745","0.314377809446441","4"
"At lease once a week","2007","vocational + Abi","478","0.410714619809642","0.382561145346983","0.438868094272301","4"
"At lease once a week","2007","higher vocational","571","0.376607262027604","0.352320503055725","0.400894020999483","4"
"At lease once a week","2007","higher education","2105","0.48107305063617","0.466281252111625","0.495864849160715","4"
"At least once a month","2007","in school","34","0.083567712966452","0.0541952509618212","0.112940174971083","3"
"At least once a month","2007","inadequately","5","","","","3"
"At least once a month","2007","general elemantary","114","0.0479057256036853","0.0389936466571871","0.0568178045501834","3"
"At least once a month","2007","middle vocational","707","0.0686186498225139","0.0637400148153677","0.0734972848296601","3"
"At least once a month","2007","vocational + Abi","112","0.0963902787282319","0.0795011926065112","0.113279364849953","3"
"At least once a month","2007","higher education","400","0.0867306347697628","0.0783986577567135","0.0950626117828121","3"
"At least once a month","2007","higher vocational","94","0.0725957077215091","0.0595899885903053","0.0856014268527129","3"
"Several times a year","2007","in school","38","0.115787833182275","0.0818268223619397","0.149748844002611","2"
"Several times a year","2007","inadequately","24","","","","2"
"Several times a year","2007","general elemantary","280","0.143587029929143","0.128953652942892","0.158220406915395","2"
"Several times a year","2007","higher education","816","0.187409025741509","0.175856056841387","0.19896199464163","2"
"Several times a year","2007","vocational + Abi","245","0.207767309707203","0.184549883569134","0.230984735845271","2"
"Several times a year","2007","higher vocational","320","0.216078694786814","0.195449296720781","0.236708092852847","2"
"Several times a year","2007","middle vocational","1843","0.178323220202063","0.170936223059519","0.185710217344607","2"
"Almost never or never","2008","higher education","730","0.178446305293684","0.166862523629921","0.190030086957447","1"
"Almost never or never","2008","in school","23","","","","1"
"Almost never or never","2008","inadequately","141","0.709341368200308","0.644086806719846","0.77459592968077","1"
"Almost never or never","2008","general elemantary","1128","0.551551472202902","0.529879448100855","0.573223496304948","1"
"Almost never or never","2008","middle vocational","3608","0.364113450645347","0.354553018240056","0.373673883050637","1"
"Almost never or never","2008","vocational + Abi","267","0.257858514192817","0.231876773515715","0.283840254869918","1"
"Almost never or never","2008","higher vocational","385","0.256520595269024","0.233766191412807","0.279274999125241","1"
"At lease once a week","2008","in school","250","0.745031015690145","0.699370067872164","0.790691963508125","4"
"At lease once a week","2008","inadequately","17","","","","4"
"At lease once a week","2008","general elemantary","509","0.238945801516395","0.220363151620039","0.257528451412752","4"
"At lease once a week","2008","middle vocational","3510","0.357804116827907","0.348279976625549","0.367328257030265","4"
"At lease once a week","2008","vocational + Abi","500","0.445393541709144","0.415874750438571","0.474912332979717","4"
"At lease once a week","2008","higher vocational","603","0.444937327079309","0.419043854170866","0.470830799987751","4"
"At lease once a week","2008","higher education","2279","0.544115516048592","0.529047656365446","0.559183375731737","4"
"At least once a month","2008","in school","30","0.0647865256245401","0.0389988741700876","0.0905741770789926","3"
"At least once a month","2008","inadequately","11","","","","3"
"At least once a month","2008","general elemantary","106","0.0563641732522537","0.0463144539694416","0.0664138925350659","3"
"At least once a month","2008","middle vocational","697","0.0745165645697077","0.069298852712234","0.0797342764271813","3"
"At least once a month","2008","vocational + Abi","96","0.0819278317306943","0.0656390616719265","0.0982166017894621","3"
"At least once a month","2008","higher education","408","0.10130881705485","0.0921801478682798","0.110437486241419","3"
"At least once a month","2008","higher vocational","110","0.0814235750880194","0.0671739774246317","0.095673172751407","3"
"Several times a year","2008","in school","47","0.117786777124042","0.0840153728559031","0.15155818139218","2"
"Several times a year","2008","inadequately","17","","","","2"
"Several times a year","2008","general elemantary","280","0.153138553028449","0.13744581949555","0.168831286561349","2"
"Several times a year","2008","higher education","780","0.176129361602874","0.164604810987944","0.187653912217805","2"
"Several times a year","2008","vocational + Abi","226","0.214820112367345","0.190427618517406","0.239212606217284","2"
"Several times a year","2008","higher vocational","317","0.217118502563648","0.195636918507382","0.238600086619915","2"
"Several times a year","2008","middle vocational","1916","0.203565867957038","0.195565743057432","0.211565992856645","2"
"Almost never or never","2009","higher education","936","0.229092225888541","0.216117387516292","0.242067064260789","1"
"Almost never or never","2009","in school","25","","","","1"
"Almost never or never","2009","inadequately","124","0.666269956556146","0.594965574928762","0.737574338183531","1"
"Almost never or never","2009","middle vocational","3944","0.42513326444355","0.414953678215225","0.435312850671875","1"
"Almost never or never","2009","vocational + Abi","258","0.266591291685587","0.23921275446901","0.293969828902164","1"
"Almost never or never","2009","general elemantary","1066","0.601031996859631","0.578397487893476","0.623666505825785","1"
"Almost never or never","2009","higher vocational","486","0.340034714689209","0.314575532728119","0.365493896650299","1"
"At lease once a week","2009","in school","207","0.710683902558888","0.660207106313034","0.761160698804743","4"
"At lease once a week","2009","inadequately","14","","","","4"
"At lease once a week","2009","general elemantary","382","0.208948397034313","0.190156303012626","0.227740491056","4"
"At lease once a week","2009","middle vocational","2856","0.321484221828209","0.311867129194853","0.331101314461565","4"
"At lease once a week","2009","vocational + Abi","428","0.43566466328995","0.404963203856729","0.466366122723171","4"
"At lease once a week","2009","higher vocational","478","0.355807418269208","0.330077546046738","0.381537290491679","4"
"At lease once a week","2009","higher education","2057","0.509438410599202","0.494004066389152","0.524872754809253","4"
"At least once a month","2009","in school","29","","","","3"
"At least once a month","2009","inadequately","5","","","","3"
"At least once a month","2009","general elemantary","105","0.0498241148515738","0.0397669621236279","0.0598812675795197","3"
"At least once a month","2009","middle vocational","614","0.0734787981797646","0.0681060968918425","0.0788514994676866","3"
"At least once a month","2009","vocational + Abi","109","0.0979813502058503","0.0795738972742672","0.116388803137433","3"
"At least once a month","2009","higher education","357","0.0983453335979064","0.0891515862624409","0.107539080933372","3"
"At least once a month","2009","higher vocational","80","0.0777229963600173","0.0633340919303188","0.0921119007897158","3"
"Several times a year","2009","in school","49","0.122418600639621","0.0859318948868189","0.158905306392423","2"
"Several times a year","2009","inadequately","25","","","","2"
"Several times a year","2009","general elemantary","245","0.140195491254483","0.124147520294094","0.156243462214872","2"
"Several times a year","2009","middle vocational","1646","0.179903715548477","0.171994444102401","0.187812986994552","2"
"Several times a year","2009","higher education","680","0.163124029914351","0.151716671481155","0.174531388347546","2"
"Several times a year","2009","vocational + Abi","207","0.199762694818613","0.175006675043524","0.224518714593701","2"
"Several times a year","2009","higher vocational","286","0.226434870681565","0.203942130482587","0.248927610880544","2"
"Almost never or never","2010","higher education","","","","","1"
"Almost never or never","2010","higher vocational","","","","","1"
"Almost never or never","2010","general elemantary","","","","","1"
"Almost never or never","2010","in school","","","","","1"
"Almost never or never","2010","inadequately","","","","","1"
"Almost never or never","2010","middle vocational","","","","","1"
"Almost never or never","2010","vocational + Abi","","","","","1"
"At lease once a week","2010","in school","","","","","4"
"At lease once a week","2010","inadequately","","","","","4"
"At lease once a week","2010","general elemantary","","","","","4"
"At lease once a week","2010","middle vocational","","","","","4"
"At lease once a week","2010","vocational + Abi","","","","","4"
"At lease once a week","2010","higher vocational","","","","","4"
"At lease once a week","2010","higher education","","","","","4"
"At least once a month","2010","in school","","","","","3"
"At least once a month","2010","inadequately","","","","","3"
"At least once a month","2010","general elemantary","","","","","3"
"At least once a month","2010","middle vocational","","","","","3"
"At least once a month","2010","vocational + Abi","","","","","3"
"At least once a month","2010","higher education","","","","","3"
"At least once a month","2010","higher vocational","","","","","3"
"Several times a year","2010","in school","","","","","2"
"Several times a year","2010","inadequately","","","","","2"
"Several times a year","2010","higher education","","","","","2"
"Several times a year","2010","higher vocational","","","","","2"
"Several times a year","2010","general elemantary","","","","","2"
"Several times a year","2010","middle vocational","","","","","2"
"Several times a year","2010","vocational + Abi","","","","","2"
"Almost never or never","2011","higher education","1439","0.226851324035113","0.216433562686507","0.237269085383719","1"
"Almost never or never","2011","higher vocational","694","0.371641954368757","0.349645170690695","0.393638738046818","1"
"Almost never or never","2011","general elemantary","1846","0.617017811076543","0.599487848683481","0.634547773469605","1"
"Almost never or never","2011","in school","68","0.170188531051254","0.136321869936711","0.204055192165797","1"
"Almost never or never","2011","middle vocational","6375","0.44807499321914","0.439806945937193","0.456343040501086","1"
"Almost never or never","2011","inadequately","310","0.740978268158506","0.698520488989131","0.783436047327882","1"
"Almost never or never","2011","vocational + Abi","633","0.294067259055275","0.274124010509727","0.314010507600824","1"
"At lease once a week","2011","in school","320","0.640575120623666","0.597333036034499","0.683817205212834","4"
"At lease once a week","2011","inadequately","54","0.136468538099564","0.103199381653643","0.169737694545485","4"
"At lease once a week","2011","general elemantary","628","0.220719134567819","0.20576332784054","0.235674941295098","4"
