"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","1986","Bremen","Employed","10","","","","2"
"Several times a year","1986","North Rhine-Westphalia","Employed","239","0.1483161744891","0.131411270620547","0.165221078357654","2"
"Several times a year","1986","Hesse","Not Employed","17","","","","2"
"Several times a year","1986","Hesse","Employed","85","0.156363258239419","0.128696122875485","0.184030393603353","2"
"Several times a year","1986","Rhineland-Palatinate,Saarland","Not Employed","20","","","","2"
"Several times a year","1986","Rhineland-Palatinate,Saarland","Employed","58","0.145018774479567","0.112593071931833","0.177444477027301","2"
"Several times a year","1986","Baden-Württemberg","Not Employed","44","0.0619806313345","0.0432265787586324","0.0807346839103675","2"
"Several times a year","1986","Baden-Württemberg","Employed","207","0.184959075319519","0.164270683941497","0.205647466697541","2"
"Several times a year","1986","Bavaria","Employed","195","0.165061123362683","0.143879617746488","0.186242628978877","2"
"Several times a year","1986","Bavaria","Not Employed","39","0.0546397429081375","0.0361751561439751","0.0731043296723","2"
"Several times a year","1986","Berlin","Not Employed","7","","","","2"
"Several times a year","1986","Berlin","Employed","34","0.121991555863253","0.0805861828330907","0.163396928893415","2"
"Several times a year","1986","Brandenburg","Not Employed","","","","","2"
"Several times a year","1986","Brandenburg","Employed","","","","","2"
"Several times a year","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","1986","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","1986","Saxony-Anhalt","Employed","","","","","2"
"Several times a year","1986","Thuringia","Employed","","","","","2"
"Several times a year","1986","Thuringia","Not Employed","","","","","2"
"Several times a year","1986","Saxony","Not Employed","","","","","2"
"Several times a year","1986","Saxony","Employed","","","","","2"
"Several times a year","1986","Saxony-Anhalt","Not Employed","","","","","2"
"Almost never or never","1987","Schleswig-Holstein","Not Employed","","","","","1"
"Almost never or never","1987","Schleswig-Holstein","Employed","","","","","1"
"Almost never or never","1987","Hamburg","Not Employed","","","","","1"
"Almost never or never","1987","Hamburg","Employed","","","","","1"
"Almost never or never","1987","Lower Saxony","Not Employed","","","","","1"
"Almost never or never","1987","Lower Saxony","Employed","","","","","1"
"Almost never or never","1987","Bremen","Not Employed","","","","","1"
"Almost never or never","1987","Bremen","Employed","","","","","1"
"Almost never or never","1987","North Rhine-Westphalia","Not Employed","","","","","1"
"Almost never or never","1987","North Rhine-Westphalia","Employed","","","","","1"
"Almost never or never","1987","Hesse","Not Employed","","","","","1"
"Almost never or never","1987","Hesse","Employed","","","","","1"
"Almost never or never","1987","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Almost never or never","1987","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Almost never or never","1987","Baden-Württemberg","Not Employed","","","","","1"
"Almost never or never","1987","Baden-Württemberg","Employed","","","","","1"
"Almost never or never","1987","Bavaria","Not Employed","","","","","1"
"Almost never or never","1987","Bavaria","Employed","","","","","1"
"Almost never or never","1987","Berlin","Not Employed","","","","","1"
"Almost never or never","1987","Berlin","Employed","","","","","1"
"Almost never or never","1987","Brandenburg","Not Employed","","","","","1"
"Almost never or never","1987","Brandenburg","Employed","","","","","1"
"Almost never or never","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Almost never or never","1987","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Almost never or never","1987","Saxony","Not Employed","","","","","1"
"Almost never or never","1987","Saxony","Employed","","","","","1"
"Almost never or never","1987","Saxony-Anhalt","Not Employed","","","","","1"
"Almost never or never","1987","Saxony-Anhalt","Employed","","","","","1"
"Almost never or never","1987","Thuringia","Not Employed","","","","","1"
"Almost never or never","1987","Thuringia","Employed","","","","","1"
"At lease once a week","1987","Hamburg","Not Employed","","","","","4"
"At lease once a week","1987","Schleswig-Holstein","Employed","","","","","4"
"At lease once a week","1987","Schleswig-Holstein","Not Employed","","","","","4"
"At lease once a week","1987","Hamburg","Employed","","","","","4"
"At lease once a week","1987","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"At lease once a week","1987","Baden-Württemberg","Employed","","","","","4"
"At lease once a week","1987","Bavaria","Not Employed","","","","","4"
"At lease once a week","1987","Baden-Württemberg","Not Employed","","","","","4"
"At lease once a week","1987","Lower Saxony","Not Employed","","","","","4"
"At lease once a week","1987","Lower Saxony","Employed","","","","","4"
"At lease once a week","1987","Bremen","Not Employed","","","","","4"
"At lease once a week","1987","Bremen","Employed","","","","","4"
"At lease once a week","1987","North Rhine-Westphalia","Not Employed","","","","","4"
"At lease once a week","1987","North Rhine-Westphalia","Employed","","","","","4"
"At lease once a week","1987","Hesse","Not Employed","","","","","4"
"At lease once a week","1987","Hesse","Employed","","","","","4"
"At lease once a week","1987","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"At lease once a week","1987","Bavaria","Employed","","","","","4"
"At lease once a week","1987","Berlin","Not Employed","","","","","4"
"At lease once a week","1987","Berlin","Employed","","","","","4"
"At lease once a week","1987","Brandenburg","Not Employed","","","","","4"
"At lease once a week","1987","Brandenburg","Employed","","","","","4"
"At lease once a week","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"At lease once a week","1987","Mecklenburg-Western Pomerania","Employed","","","","","4"
"At lease once a week","1987","Saxony","Not Employed","","","","","4"
"At lease once a week","1987","Saxony","Employed","","","","","4"
"At lease once a week","1987","Saxony-Anhalt","Not Employed","","","","","4"
"At lease once a week","1987","Saxony-Anhalt","Employed","","","","","4"
"At lease once a week","1987","Thuringia","Not Employed","","","","","4"
"At lease once a week","1987","Thuringia","Employed","","","","","4"
"At least once a month","1987","Lower Saxony","Not Employed","","","","","3"
"At least once a month","1987","Hamburg","Employed","","","","","3"
"At least once a month","1987","Schleswig-Holstein","Employed","","","","","3"
"At least once a month","1987","Hamburg","Not Employed","","","","","3"
"At least once a month","1987","Lower Saxony","Employed","","","","","3"
"At least once a month","1987","Schleswig-Holstein","Not Employed","","","","","3"
"At least once a month","1987","Bremen","Not Employed","","","","","3"
"At least once a month","1987","Bremen","Employed","","","","","3"
"At least once a month","1987","North Rhine-Westphalia","Employed","","","","","3"
"At least once a month","1987","North Rhine-Westphalia","Not Employed","","","","","3"
"At least once a month","1987","Hesse","Not Employed","","","","","3"
"At least once a month","1987","Hesse","Employed","","","","","3"
"At least once a month","1987","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"At least once a month","1987","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"At least once a month","1987","Baden-Württemberg","Not Employed","","","","","3"
"At least once a month","1987","Baden-Württemberg","Employed","","","","","3"
"At least once a month","1987","Thuringia","Not Employed","","","","","3"
"At least once a month","1987","Bavaria","Not Employed","","","","","3"
"At least once a month","1987","Thuringia","Employed","","","","","3"
"At least once a month","1987","Saxony-Anhalt","Employed","","","","","3"
"At least once a month","1987","Bavaria","Employed","","","","","3"
"At least once a month","1987","Berlin","Not Employed","","","","","3"
"At least once a month","1987","Berlin","Employed","","","","","3"
"At least once a month","1987","Brandenburg","Not Employed","","","","","3"
"At least once a month","1987","Brandenburg","Employed","","","","","3"
"At least once a month","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"At least once a month","1987","Mecklenburg-Western Pomerania","Employed","","","","","3"
"At least once a month","1987","Saxony","Not Employed","","","","","3"
"At least once a month","1987","Saxony","Employed","","","","","3"
"At least once a month","1987","Saxony-Anhalt","Not Employed","","","","","3"
"Several times a year","1987","Schleswig-Holstein","Not Employed","","","","","2"
"Several times a year","1987","Schleswig-Holstein","Employed","","","","","2"
"Several times a year","1987","Hamburg","Not Employed","","","","","2"
"Several times a year","1987","Hamburg","Employed","","","","","2"
"Several times a year","1987","Lower Saxony","Not Employed","","","","","2"
"Several times a year","1987","Lower Saxony","Employed","","","","","2"
"Several times a year","1987","Bremen","Employed","","","","","2"
"Several times a year","1987","North Rhine-Westphalia","Employed","","","","","2"
"Several times a year","1987","Bremen","Not Employed","","","","","2"
"Several times a year","1987","North Rhine-Westphalia","Not Employed","","","","","2"
"Several times a year","1987","Hesse","Not Employed","","","","","2"
"Several times a year","1987","Hesse","Employed","","","","","2"
"Several times a year","1987","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Several times a year","1987","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Several times a year","1987","Baden-Württemberg","Not Employed","","","","","2"
"Several times a year","1987","Baden-Württemberg","Employed","","","","","2"
"Several times a year","1987","Bavaria","Not Employed","","","","","2"
"Several times a year","1987","Bavaria","Employed","","","","","2"
"Several times a year","1987","Berlin","Not Employed","","","","","2"
"Several times a year","1987","Berlin","Employed","","","","","2"
"Several times a year","1987","Brandenburg","Not Employed","","","","","2"
"Several times a year","1987","Brandenburg","Employed","","","","","2"
"Several times a year","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","1987","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","1987","Saxony-Anhalt","Employed","","","","","2"
"Several times a year","1987","Thuringia","Not Employed","","","","","2"
"Several times a year","1987","Thuringia","Employed","","","","","2"
"Several times a year","1987","Saxony","Not Employed","","","","","2"
"Several times a year","1987","Saxony","Employed","","","","","2"
"Several times a year","1987","Saxony-Anhalt","Not Employed","","","","","2"
"Almost never or never","1988","Schleswig-Holstein","Not Employed","64","0.582613648040332","0.492485879231374","0.672741416849291","1"
