"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1995","Brandenburg","Employed","165","0.460500249961417","0.409781131652744","0.51121936827009","1"
"At lease once a week","1995","Hamburg","Not Employed","6","","","","4"
"At lease once a week","1995","Schleswig-Holstein","Not Employed","22","","","","4"
"At lease once a week","1995","Schleswig-Holstein","Employed","73","0.446179595523028","0.374158143136818","0.518201047909239","4"
"At lease once a week","1995","Hamburg","Employed","35","0.393283481536806","0.286242801377576","0.500324161696036","4"
"At lease once a week","1995","Lower Saxony","Not Employed","104","0.238623765410573","0.19664235707154","0.280605173749606","4"
"At lease once a week","1995","Lower Saxony","Employed","228","0.352152673152314","0.31534843934821","0.388956906956418","4"
"At lease once a week","1995","Bremen","Not Employed","8","","","","4"
"At lease once a week","1995","North Rhine-Westphalia","Not Employed","237","0.25004581197599","0.222494508873171","0.277597115078809","4"
"At lease once a week","1995","Bremen","Employed","20","","","","4"
"At lease once a week","1995","North Rhine-Westphalia","Employed","528","0.37452765853783","0.351016886345563","0.398038430730097","4"
"At lease once a week","1995","Hesse","Not Employed","68","0.196263512989817","0.154353753383941","0.238173272595692","4"
"At lease once a week","1995","Hesse","Employed","192","0.388855043689526","0.349913260941904","0.427796826437148","4"
"At lease once a week","1995","Rhineland-Palatinate,Saarland","Not Employed","50","0.166734974989259","0.124415049924417","0.209054900054101","4"
"At lease once a week","1995","Baden-Württemberg","Not Employed","137","0.231924158483138","0.198702042224539","0.265146274741736","4"
"At lease once a week","1995","Rhineland-Palatinate,Saarland","Employed","107","0.272609608096021","0.229663142858474","0.315556073333569","4"
"At lease once a week","1995","Bavaria","Not Employed","137","0.233725086066331","0.198548340022719","0.268901832109942","4"
"At lease once a week","1995","Baden-Württemberg","Employed","363","0.337055660234666","0.310096119594362","0.364015200874969","4"
"At lease once a week","1995","Bavaria","Employed","373","0.373286359270924","0.345060369814515","0.401512348727333","4"
"At lease once a week","1995","Berlin","Not Employed","43","0.203282533947743","0.147368122914707","0.259196944980778","4"
"At lease once a week","1995","Berlin","Employed","102","0.307677999175456","0.260523138119873","0.354832860231039","4"
"At lease once a week","1995","Brandenburg","Not Employed","43","0.180056139730594","0.128815181574095","0.231297097887092","4"
"At lease once a week","1995","Brandenburg","Employed","58","0.167255718383606","0.129279872759268","0.205231564007943","4"
"At lease once a week","1995","Mecklenburg-Western Pomerania","Not Employed","28","","","","4"
"At lease once a week","1995","Mecklenburg-Western Pomerania","Employed","58","0.218385433439233","0.1691960248095","0.267574842068966","4"
"At lease once a week","1995","Saxony","Not Employed","69","0.108451363745304","0.0783894095421085","0.1385133179485","4"
"At lease once a week","1995","Saxony","Employed","151","0.220878612854341","0.189721735037568","0.252035490671115","4"
"At lease once a week","1995","Saxony-Anhalt","Not Employed","34","0.132622611821431","0.0891662865786813","0.176078937064181","4"
"At lease once a week","1995","Saxony-Anhalt","Employed","89","0.196896706825509","0.160358492217912","0.233434921433107","4"
"At lease once a week","1995","Thuringia","Not Employed","39","0.140676285314303","0.0948366874896309","0.186515883138976","4"
"At lease once a week","1995","Thuringia","Employed","83","0.200974343608617","0.162920900063928","0.239027787153306","4"
"At least once a month","1995","Schleswig-Holstein","Employed","13","","","","3"
"At least once a month","1995","Schleswig-Holstein","Not Employed","5","","","","3"
"At least once a month","1995","Hamburg","Not Employed","1","","","","3"
"At least once a month","1995","Lower Saxony","Not Employed","22","","","","3"
"At least once a month","1995","Hamburg","Employed","10","","","","3"
"At least once a month","1995","Lower Saxony","Employed","66","0.115994922085602","0.0913207369340404","0.140669107237164","3"
"At least once a month","1995","Bremen","Not Employed","2","","","","3"
"At least once a month","1995","Bremen","Employed","4","","","","3"
"At least once a month","1995","North Rhine-Westphalia","Not Employed","55","0.0551173996338448","0.0405980129836417","0.0696367862840479","3"
"At least once a month","1995","North Rhine-Westphalia","Employed","132","0.0869277216739776","0.0732424753736327","0.100612967974323","3"
"At least once a month","1995","Hesse","Not Employed","13","","","","3"
"At least once a month","1995","Hesse","Employed","42","0.0704370035379871","0.0499965891879615","0.0908774178880126","3"
"At least once a month","1995","Rhineland-Palatinate,Saarland","Employed","33","0.0897667176973028","0.0621986013103032","0.117334834084302","3"
"At least once a month","1995","Rhineland-Palatinate,Saarland","Not Employed","15","","","","3"
"At least once a month","1995","Baden-Württemberg","Not Employed","30","0.0344065916385241","0.020059290333158","0.0487538929438903","3"
"At least once a month","1995","Baden-Württemberg","Employed","107","0.109416002081311","0.0916126817115835","0.127219322451038","3"
"At least once a month","1995","Bavaria","Not Employed","35","0.0558174029150773","0.0367354199525753","0.0748993858775792","3"
"At least once a month","1995","Bavaria","Employed","120","0.0937602627887933","0.0767494721366137","0.110771053440973","3"
"At least once a month","1995","Berlin","Not Employed","14","","","","3"
"At least once a month","1995","Berlin","Employed","36","0.103701714399262","0.0725527628898632","0.134850665908661","3"
"At least once a month","1995","Brandenburg","Employed","23","","","","3"
"At least once a month","1995","Brandenburg","Not Employed","12","","","","3"
"At least once a month","1995","Mecklenburg-Western Pomerania","Not Employed","5","","","","3"
"At least once a month","1995","Mecklenburg-Western Pomerania","Employed","19","","","","3"
"At least once a month","1995","Saxony","Not Employed","16","","","","3"
"At least once a month","1995","Saxony","Employed","60","0.087932057156613","0.066662338390499","0.109201775922727","3"
"At least once a month","1995","Saxony-Anhalt","Employed","26","","","","3"
"At least once a month","1995","Saxony-Anhalt","Not Employed","9","","","","3"
"At least once a month","1995","Thuringia","Not Employed","3","","","","3"
"At least once a month","1995","Thuringia","Employed","32","0.0891231563216336","0.0620668565767546","0.116179456066513","3"
"Several times a year","1995","Schleswig-Holstein","Not Employed","19","","","","2"
"Several times a year","1995","Hamburg","Employed","13","","","","2"
"Several times a year","1995","Schleswig-Holstein","Employed","41","0.237636131104142","0.175968120927333","0.299304141280951","2"
"Several times a year","1995","Hamburg","Not Employed","5","","","","2"
"Several times a year","1995","Lower Saxony","Not Employed","48","0.120647612996195","0.0885670974911874","0.152728128501203","2"
"Several times a year","1995","Lower Saxony","Employed","151","0.24303420977856","0.209984489972655","0.276083929584465","2"
"Several times a year","1995","Bremen","Not Employed","12","","","","2"
"Several times a year","1995","Bremen","Employed","9","","","","2"
"Several times a year","1995","North Rhine-Westphalia","Not Employed","131","0.127468535857745","0.106250409472014","0.148686662243477","2"
"Several times a year","1995","North Rhine-Westphalia","Employed","384","0.236852364822468","0.216200273597581","0.257504456047356","2"
"Several times a year","1995","Hesse","Not Employed","49","0.16148535288171","0.122655974451304","0.200314731312116","2"
"Several times a year","1995","Hesse","Employed","133","0.251435156012355","0.21677922587752","0.286091086147189","2"
"Several times a year","1995","Rhineland-Palatinate,Saarland","Not Employed","43","0.110602386771916","0.0749925331614341","0.146212240382397","2"
"Several times a year","1995","Rhineland-Palatinate,Saarland","Employed","88","0.235510670176887","0.194587989628737","0.276433350725037","2"
"Several times a year","1995","Baden-Württemberg","Not Employed","73","0.102631665383942","0.0787437471063046","0.12651958366158","2"
"Several times a year","1995","Baden-Württemberg","Employed","281","0.2638380058657","0.238703027468084","0.288972984263317","2"
"Several times a year","1995","Bavaria","Not Employed","90","0.16047061271836","0.129961723063102","0.190979502373618","2"
"Several times a year","1995","Bavaria","Employed","277","0.246141954574651","0.22100392975275","0.271279979396553","2"
"Several times a year","1995","Berlin","Not Employed","35","0.170761547759945","0.118479052077403","0.223044043442487","2"
"Several times a year","1995","Berlin","Employed","112","0.298549265217785","0.251793973366609","0.345304557068962","2"
"Several times a year","1995","Brandenburg","Not Employed","46","0.18089127082729","0.129557780128804","0.232224761525776","2"
"Several times a year","1995","Saxony-Anhalt","Employed","149","0.302391739032349","0.260189726570418","0.344593751494281","2"
"Several times a year","1995","Brandenburg","Employed","125","0.304984904338543","0.25813621699116","0.351833591685926","2"
"Several times a year","1995","Mecklenburg-Western Pomerania","Not Employed","27","","","","2"
"Several times a year","1995","Mecklenburg-Western Pomerania","Employed","101","0.347643269721018","0.290944591808713","0.404341947633322","2"
"Several times a year","1995","Thuringia","Not Employed","23","","","","2"
"Several times a year","1995","Thuringia","Employed","152","0.316335419131483","0.272174435068729","0.360496403194236","2"
"Several times a year","1995","Saxony-Anhalt","Not Employed","36","0.124145877169376","0.0818963160120528","0.1663954383267","2"
"Several times a year","1995","Saxony","Employed","214","0.296394987180924","0.262096542659466","0.330693431702382","2"
"Several times a year","1995","Saxony","Not Employed","70","0.17327236508023","0.136681467810703","0.209863262349756","2"
"Almost never or never","1996","Hamburg","Employed","24","","","","1"
"Almost never or never","1996","Lower Saxony","Not Employed","222","0.595265883749374","0.545386965700022","0.645144801798726","1"
"Almost never or never","1996","Lower Saxony","Employed","260","0.354778317345642","0.318577377779357","0.390979256911928","1"
"Almost never or never","1996","Bremen","Not Employed","35","0.73679081495713","0.614727345280649","0.85885428463361","1"
"Almost never or never","1996","Bremen","Employed","14","","","","1"
"Almost never or never","1996","North Rhine-Westphalia","Not Employed","554","0.61600429815968","0.584627957371969","0.647380638947391","1"
"Almost never or never","1996","North Rhine-Westphalia","Employed","633","0.326586201048746","0.303826789366038","0.349345612731454","1"
"Almost never or never","1996","Schleswig-Holstein","Not Employed","47","0.40612395875195","0.31034621281434","0.501901704689559","1"
"Almost never or never","1996","Schleswig-Holstein","Employed","69","0.343126946833446","0.273963450475135","0.412290443191757","1"
"Almost never or never","1996","Hamburg","Not Employed","36","0.787276852937239","0.670281051127052","0.904272654747426","1"
"Almost never or never","1996","Hesse","Not Employed","222","0.708244181765515","0.658124786728557","0.758363576802472","1"
"Almost never or never","1996","Hesse","Employed","263","0.357743873370408","0.319163984290992","0.396323762449824","1"
"Almost never or never","1996","Rhineland-Palatinate,Saarland","Not Employed","189","0.710247660726399","0.656136781536864","0.764358539915934","1"
"Almost never or never","1996","Rhineland-Palatinate,Saarland","Employed","191","0.415763925959695","0.368741021293138","0.462786830626252","1"
"Almost never or never","1996","Baden-Württemberg","Employed","445","0.374576613845849","0.346192267828798","0.402960959862901","1"
"Almost never or never","1996","Bavaria","Not Employed","314","0.593810325935273","0.552425820401804","0.635194831468741","1"
"Almost never or never","1996","Baden-Württemberg","Not Employed","386","0.630907852539039","0.592035788022459","0.66977991705562","1"
"Almost never or never","1996","Bavaria","Employed","374","0.329354412447679","0.301618745498667","0.357090079396692","1"
"Almost never or never","1996","Berlin","Not Employed","109","0.604513901853126","0.535352110392111","0.673675693314141","1"
"Almost never or never","1996","Berlin","Employed","150","0.419173413548129","0.367257145992353","0.471089681103906","1"
"Almost never or never","1996","Brandenburg","Employed","215","0.532978527123092","0.483839813988384","0.582117240257801","1"
"Almost never or never","1996","Mecklenburg-Western Pomerania","Not Employed","90","0.715696777028691","0.639885456922337","0.791508097135044","1"
"Almost never or never","1996","Thuringia","Employed","210","0.521971759705466","0.474481569775246","0.569461949635686","1"
"Almost never or never","1996","Brandenburg","Not Employed","142","0.765325251646667","0.70702690020609","0.823623603087244","1"
"Almost never or never","1996","Saxony","Employed","351","0.493028002445061","0.456382317009169","0.529673687880953","1"
"Almost never or never","1996","Saxony-Anhalt","Not Employed","170","0.76892102450599","0.716353115908877","0.821488933103102","1"
"Almost never or never","1996","Thuringia","Not Employed","162","0.761071029145119","0.70596093226866","0.816181126021578","1"
"Almost never or never","1996","Mecklenburg-Western Pomerania","Employed","118","0.430961766529855","0.370883425409428","0.491040107650283","1"
"Almost never or never","1996","Saxony","Not Employed","278","0.762118165099941","0.719860296925525","0.804376033274356","1"
"Almost never or never","1996","Saxony-Anhalt","Employed","234","0.597359016738921","0.550677832666454","0.644040200811388","1"
"At lease once a week","1996","Schleswig-Holstein","Employed","51","0.300913750298774","0.234095484417756","0.367732016179792","4"
"At lease once a week","1996","Hamburg","Not Employed","6","","","","4"
"At lease once a week","1996","Schleswig-Holstein","Not Employed","32","0.345764724763312","0.253008145391157","0.438521304135467","4"
"At lease once a week","1996","Hamburg","Employed","31","0.478576500458792","0.368421166813681","0.588731834103903","4"
"At lease once a week","1996","Lower Saxony","Not Employed","81","0.194633569523036","0.154400584414649","0.234866554631423","4"
"At lease once a week","1996","Bremen","Not Employed","7","","","","4"
"At lease once a week","1996","Lower Saxony","Employed","202","0.325700229153615","0.290241565098667","0.361158893208563","4"
"At lease once a week","1996","Bremen","Employed","18","","","","4"
"At lease once a week","1996","North Rhine-Westphalia","Not Employed","176","0.198927759485016","0.173174584584416","0.224680934385616","4"
"At lease once a week","1996","North Rhine-Westphalia","Employed","441","0.307774496693307","0.285373815600611","0.330175177786004","4"
"At lease once a week","1996","Hesse","Not Employed","53","0.152227625501946","0.112618895593323","0.19183635541057","4"
"At lease once a week","1996","Hesse","Employed","175","0.345656583561364","0.307378866362259","0.38393430076047","4"
"At lease once a week","1996","Baden-Württemberg","Not Employed","100","0.19129459088301","0.15961104670476","0.222978135061261","4"
"At lease once a week","1996","Rhineland-Palatinate,Saarland","Not Employed","35","0.124168760194947","0.08483344837514","0.163504072014754","4"
"At lease once a week","1996","Rhineland-Palatinate,Saarland","Employed","108","0.277356566651264","0.234642283509495","0.320070849793034","4"
"At lease once a week","1996","Baden-Württemberg","Employed","285","0.293487859043265","0.266783854748066","0.320191863338465","4"
"At lease once a week","1996","Bavaria","Not Employed","111","0.21912998638278","0.184273007992072","0.253986964773487","4"
"At lease once a week","1996","Bavaria","Employed","327","0.315739849540174","0.28830922738862","0.343170471691728","4"
"At lease once a week","1996","Berlin","Not Employed","44","0.210016153161667","0.152401502638596","0.267630803684737","4"
"At lease once a week","1996","Berlin","Employed","82","0.244419776014737","0.199203809790433","0.289635742239042","4"
"At lease once a week","1996","Brandenburg","Not Employed","25","","","","4"
"At lease once a week","1996","Brandenburg","Employed","51","0.147443774018612","0.112523693812398","0.182363854224827","4"
"At lease once a week","1996","Mecklenburg-Western Pomerania","Not Employed","14","","","","4"
"At lease once a week","1996","Mecklenburg-Western Pomerania","Employed","46","0.160259026049319","0.115753723358934","0.204764328739703","4"
"At lease once a week","1996","Saxony","Not Employed","54","0.113814586201282","0.0822952510547963","0.145333921347768","4"
"At lease once a week","1996","Saxony","Employed","130","0.194602050132454","0.165583611862541","0.223620488402366","4"
"At lease once a week","1996","Saxony-Anhalt","Not Employed","32","0.0956999287253548","0.0590129705934505","0.132386886857259","4"
"At lease once a week","1996","Saxony-Anhalt","Employed","70","0.148109372323005","0.114299124539711","0.181919620106298","4"
"At lease once a week","1996","Thuringia","Not Employed","32","0.115498079265256","0.074191337067106","0.156804821463406","4"
"At lease once a week","1996","Thuringia","Employed","73","0.160630530513487","0.125720979990852","0.195540081036122","4"
"At least once a month","1996","Hamburg","Employed","7","","","","3"
"At least once a month","1996","Lower Saxony","Employed","51","0.0668350974058955","0.0479391652203929","0.0857310295913982","3"
"At least once a month","1996","Schleswig-Holstein","Not Employed","6","","","","3"
"At least once a month","1996","Schleswig-Holstein","Employed","22","","","","3"
"At least once a month","1996","Lower Saxony","Not Employed","22","","","","3"
"At least once a month","1996","Hamburg","Not Employed","2","","","","3"
"At least once a month","1996","Bremen","Not Employed","1","","","","3"
"At least once a month","1996","Bremen","Employed","6","","","","3"
"At least once a month","1996","North Rhine-Westphalia","Not Employed","60","0.0775473295835604","0.060292816416585","0.0948018427505357","3"
"At least once a month","1996","North Rhine-Westphalia","Employed","152","0.0937873107959923","0.0796388817325772","0.107935739859407","3"
"At least once a month","1996","Hesse","Not Employed","16","","","","3"
"At least once a month","1996","Hesse","Employed","32","0.0782873808269592","0.0566669475582597","0.0999078140956587","3"
"At least once a month","1996","Rhineland-Palatinate,Saarland","Not Employed","13","","","","3"
"At least once a month","1996","Rhineland-Palatinate,Saarland","Employed","30","0.074722584081399","0.0496352919066438","0.0998098762561542","3"
"At least once a month","1996","Baden-Württemberg","Not Employed","28","","","","3"
"At least once a month","1996","Baden-Württemberg","Employed","102","0.0778623434828258","0.0621484748356252","0.0935762121300264","3"
"At least once a month","1996","Bavaria","Not Employed","32","0.046855487654755","0.0290477370221396","0.0646632382873704","3"
"At least once a month","1996","Bavaria","Employed","113","0.102234745796181","0.0843558376951899","0.120113653897172","3"
"At least once a month","1996","Berlin","Employed","26","","","","3"
"At least once a month","1996","Berlin","Not Employed","10","","","","3"
"At least once a month","1996","Brandenburg","Not Employed","7","","","","3"
"At least once a month","1996","Brandenburg","Employed","18","","","","3"
"At least once a month","1996","Mecklenburg-Western Pomerania","Not Employed","6","","","","3"
"At least once a month","1996","Mecklenburg-Western Pomerania","Employed","24","","","","3"
"At least once a month","1996","Saxony","Not Employed","17","","","","3"
"At least once a month","1996","Saxony","Employed","59","0.0655203579161112","0.0473832464114906","0.0836574694207319","3"
"At least once a month","1996","Saxony-Anhalt","Not Employed","10","","","","3"
"At least once a month","1996","Saxony-Anhalt","Employed","19","","","","3"
"At least once a month","1996","Thuringia","Not Employed","7","","","","3"
"At least once a month","1996","Thuringia","Employed","23","","","","3"
"Several times a year","1996","Schleswig-Holstein","Not Employed","16","","","","2"
"Several times a year","1996","Schleswig-Holstein","Employed","39","0.224853364784621","0.164032802325393","0.285673927243848","2"
"Several times a year","1996","Hamburg","Not Employed","3","","","","2"
"Several times a year","1996","Hamburg","Employed","17","","","","2"
"Several times a year","1996","Lower Saxony","Not Employed","47","0.152286765990635","0.115775055037095","0.188798476944175","2"
"Several times a year","1996","Lower Saxony","Employed","158","0.252686356094847","0.219806554900937","0.285566157288758","2"
"Several times a year","1996","Bremen","Not Employed","7","","","","2"
"Several times a year","1996","Bremen","Employed","7","","","","2"
"Several times a year","1996","North Rhine-Westphalia","Not Employed","133","0.107520612771744","0.087536162645523","0.127505062897964","2"
"Several times a year","1996","North Rhine-Westphalia","Employed","405","0.271851991461954","0.250259776115817","0.293444206808091","2"
"Several times a year","1996","Hesse","Not Employed","25","","","","2"
"Several times a year","1996","Hesse","Employed","123","0.218312162241268","0.185063330720394","0.251560993762143","2"
"Several times a year","1996","Rhineland-Palatinate,Saarland","Not Employed","33","0.117605015228854","0.0791803010485133","0.156029729409194","2"
"Several times a year","1996","Rhineland-Palatinate,Saarland","Employed","93","0.232156923307642","0.1918741908701","0.272439655745183","2"
"Several times a year","1996","Baden-Württemberg","Not Employed","78","0.130596578773525","0.103453206066652","0.157739951480398","2"
"Several times a year","1996","Baden-Württemberg","Employed","285","0.254073183628059","0.22854328857971","0.279603078676409","2"
"Several times a year","1996","Bavaria","Not Employed","84","0.140204200027193","0.110947345653964","0.169461054400421","2"
"Several times a year","1996","Bavaria","Employed","289","0.252670992215966","0.227026509237976","0.278315475193956","2"
"Several times a year","1996","Berlin","Not Employed","29","","","","2"
"Several times a year","1996","Berlin","Employed","89","0.266469788077917","0.21995229037962","0.312987285776213","2"
"Several times a year","1996","Brandenburg","Not Employed","29","","","","2"
"Several times a year","1996","Saxony-Anhalt","Employed","101","0.211107300566295","0.172263138496406","0.249951462636184","2"
"Several times a year","1996","Brandenburg","Employed","112","0.286299391655874","0.241777998665178","0.33082078464657","2"
"Several times a year","1996","Mecklenburg-Western Pomerania","Not Employed","26","","","","2"
"Several times a year","1996","Mecklenburg-Western Pomerania","Employed","73","0.322780124078381","0.266058836948048","0.379501411208714","2"
"Several times a year","1996","Thuringia","Employed","119","0.265052192206031","0.223091023500968","0.307013360911094","2"
"Several times a year","1996","Saxony","Employed","175","0.246849589506374","0.21524485594969","0.278454323063059","2"
"Several times a year","1996","Thuringia","Not Employed","29","","","","2"
"Several times a year","1996","Saxony","Not Employed","41","0.0863350653385561","0.0584608354635882","0.114209295213524","2"
"Several times a year","1996","Saxony-Anhalt","Not Employed","35","0.0999243349485913","0.0625240632113925","0.13732460668579","2"
"Almost never or never","1997","Hamburg","Employed","22","","","","1"
"Almost never or never","1997","Lower Saxony","Not Employed","220","0.61551642795821","0.566859890806628","0.664172965109792","1"
"Almost never or never","1997","Lower Saxony","Employed","254","0.382778229924133","0.345324921805069","0.420231538043198","1"
"Almost never or never","1997","Bremen","Not Employed","35","0.79337884682214","0.677627284598109","0.909130409046172","1"
"Almost never or never","1997","Bremen","Employed","18","","","","1"
"Almost never or never","1997","North Rhine-Westphalia","Not Employed","587","0.655260362541756","0.624531754028544","0.685988971054968","1"
"Almost never or never","1997","North Rhine-Westphalia","Employed","650","0.360108275005961","0.336423765825128","0.383792784186795","1"
"Almost never or never","1997","Hesse","Not Employed","203","0.664587028273907","0.61202972160234","0.717144334945473","1"
"Almost never or never","1997","Hesse","Employed","235","0.379964931016066","0.338758559772022","0.42117130226011","1"
"Almost never or never","1997","Rhineland-Palatinate,Saarland","Not Employed","200","0.71347717738926","0.661528888177577","0.765425466600942","1"
"Almost never or never","1997","Schleswig-Holstein","Not Employed","53","0.526147342735927","0.427790213461148","0.624504472010707","1"
"Almost never or never","1997","Schleswig-Holstein","Employed","58","0.306640291292477","0.23732683740256","0.375953745182394","1"
"Almost never or never","1997","Hamburg","Not Employed","34","0.756567216295578","0.63516104473242","0.877973387858737","1"
"Almost never or never","1997","Rhineland-Palatinate,Saarland","Employed","197","0.42382749231048","0.376454504298075","0.471200480322885","1"
"Almost never or never","1997","Baden-Württemberg","Not Employed","419","0.70735411239159","0.671541013623727","0.743167211159453","1"
"Almost never or never","1997","Baden-Württemberg","Employed","462","0.380439182419618","0.35164389858127","0.409234466257966","1"
"Almost never or never","1997","Bavaria","Not Employed","295","0.573380007606634","0.531470450157476","0.615289565055793","1"
"Almost never or never","1997","Bavaria","Employed","393","0.350858063299462","0.322435095238665","0.379281031360259","1"
"Almost never or never","1997","Berlin","Not Employed","112","0.646671771402898","0.575442884240204","0.717900658565593","1"
"Almost never or never","1997","Berlin","Employed","135","0.401681626521252","0.348948174436431","0.454415078606074","1"
"Almost never or never","1997","Mecklenburg-Western Pomerania","Not Employed","93","0.726582122328187","0.653013208777743","0.80015103587863","1"
"Almost never or never","1997","Brandenburg","Not Employed","156","0.712325486070133","0.653823028736331","0.770827943403935","1"
"Almost never or never","1997","Brandenburg","Employed","207","0.549050981081615","0.498212304002531","0.599889658160699","1"
"Almost never or never","1997","Saxony","Not Employed","285","0.779620053902307","0.738482039616332","0.820758068188282","1"
"Almost never or never","1997","Saxony","Employed","328","0.480726274507317","0.443338196756551","0.518114352258083","1"
"Almost never or never","1997","Mecklenburg-Western Pomerania","Employed","122","0.457077766356147","0.394572438193087","0.519583094519208","1"
"Almost never or never","1997","Saxony-Anhalt","Employed","231","0.570569409007419","0.523619485989738","0.6175193320251","1"
"Almost never or never","1997","Thuringia","Employed","208","0.513892020836998","0.46580516796888","0.561978873705116","1"
"Almost never or never","1997","Saxony-Anhalt","Not Employed","174","0.781947002974605","0.72892699114129","0.834967014807921","1"
"Almost never or never","1997","Thuringia","Not Employed","173","0.771710383661541","0.71882804426875","0.824592723054331","1"
"At lease once a week","1997","Schleswig-Holstein","Not Employed","31","0.345612224237789","0.251933141389951","0.439291307085626","4"
"At lease once a week","1997","Hamburg","Not Employed","12","","","","4"
"At lease once a week","1997","Schleswig-Holstein","Employed","62","0.405180727269603","0.331383416520145","0.478978038019061","4"
"At lease once a week","1997","Hamburg","Employed","34","0.530356288646758","0.414268367588835","0.646444209704681","4"
"At lease once a week","1997","Lower Saxony","Employed","192","0.321539626218738","0.285550156668811","0.357529095768666","4"
"At lease once a week","1997","Bremen","Not Employed","10","","","","4"
"At lease once a week","1997","Lower Saxony","Not Employed","98","0.214209173785709","0.173174121696728","0.255244225874691","4"
"At lease once a week","1997","Bremen","Employed","18","","","","4"
"At lease once a week","1997","North Rhine-Westphalia","Not Employed","190","0.205274622911772","0.179161037346734","0.231388208476809","4"
"At lease once a week","1997","North Rhine-Westphalia","Employed","444","0.298143450757584","0.275573458668253","0.320713442846915","4"
"At lease once a week","1997","Hesse","Not Employed","64","0.204909033870593","0.159976986669633","0.249841081071552","4"
"At lease once a week","1997","Hesse","Employed","155","0.352687992744151","0.312124377451566","0.393251608036737","4"
"At lease once a week","1997","Rhineland-Palatinate,Saarland","Not Employed","48","0.162541953646054","0.120151714755529","0.204932192536578","4"
"At lease once a week","1997","Rhineland-Palatinate,Saarland","Employed","108","0.285956974323141","0.242638566313932","0.329275382332351","4"
"At lease once a week","1997","Baden-Württemberg","Not Employed","102","0.153550941569045","0.125173129955092","0.181928753182998","4"
"At lease once a week","1997","Bavaria","Not Employed","119","0.229921194455553","0.194265550133498","0.265576838777609","4"
"At lease once a week","1997","Baden-Württemberg","Employed","312","0.327128194028504","0.299301479958169","0.354954908098839","4"
"At lease once a week","1997","Bavaria","Employed","307","0.305026643698707","0.277605420216203","0.332447867181212","4"
"At lease once a week","1997","Berlin","Not Employed","37","0.206224530260361","0.145934703241978","0.266514357278745","4"
"At lease once a week","1997","Berlin","Employed","93","0.304765401032827","0.255251451641104","0.354279350424549","4"
"At lease once a week","1997","Brandenburg","Not Employed","35","0.138841496615383","0.0941540682071102","0.183528925023655","4"
"At lease once a week","1997","Brandenburg","Employed","45","0.140125150937371","0.10466016013935","0.175590141735393","4"
"At lease once a week","1997","Mecklenburg-Western Pomerania","Not Employed","21","","","","4"
"At lease once a week","1997","Mecklenburg-Western Pomerania","Employed","44","0.185111471931919","0.136378943271872","0.233844000591967","4"
"At lease once a week","1997","Saxony","Not Employed","50","0.120132700125769","0.0878659671186329","0.152399433132904","4"
"At lease once a week","1997","Saxony","Employed","141","0.198145446862222","0.168317326864629","0.227973566859816","4"
"At lease once a week","1997","Saxony-Anhalt","Not Employed","28","","","","4"
"At lease once a week","1997","Saxony-Anhalt","Employed","70","0.129317470696511","0.0974906930891982","0.161144248303823","4"
"At lease once a week","1997","Thuringia","Not Employed","31","0.0992905754443385","0.0616126679629169","0.13696848292576","4"
"At lease once a week","1997","Thuringia","Employed","71","0.159032016478142","0.123847137905381","0.194216895050903","4"
"At least once a month","1997","Lower Saxony","Not Employed","23","","","","3"
"At least once a month","1997","Lower Saxony","Employed","52","0.0716428460099141","0.0517709223621158","0.0915147696577123","3"
"At least once a month","1997","Schleswig-Holstein","Not Employed","4","","","","3"
"At least once a month","1997","Hamburg","Employed","4","","","","3"
"At least once a month","1997","Schleswig-Holstein","Employed","11","","","","3"
"At least once a month","1997","Bremen","Not Employed","","","","","3"
"At least once a month","1997","Hamburg","Not Employed","","","","","3"
"At least once a month","1997","Bremen","Employed","5","","","","3"
"At least once a month","1997","North Rhine-Westphalia","Not Employed","37","0.0384230583117927","0.0259957143009067","0.0508504023226788","3"
"At least once a month","1997","North Rhine-Westphalia","Employed","121","0.0891758298282414","0.0751142070034889","0.103237452652994","3"
"At least once a month","1997","Hesse","Not Employed","17","","","","3"
"At least once a month","1997","Hesse","Employed","40","0.0646214308262982","0.0437493148578664","0.0854935467947299","3"
"At least once a month","1997","Rhineland-Palatinate,Saarland","Not Employed","10","","","","3"
"At least once a month","1997","Rhineland-Palatinate,Saarland","Employed","24","","","","3"
"At least once a month","1997","Baden-Württemberg","Not Employed","20","","","","3"
"At least once a month","1997","Baden-Württemberg","Employed","82","0.0709449621586992","0.0557178245024749","0.0861720998149234","3"
"At least once a month","1997","Bavaria","Employed","104","0.0812297922776838","0.064959513804914","0.0975000707504536","3"
"At least once a month","1997","Bavaria","Not Employed","37","0.0448858358989064","0.0273408306900781","0.0624308411077348","3"
"At least once a month","1997","Berlin","Not Employed","5","","","","3"
"At least once a month","1997","Berlin","Employed","25","","","","3"
"At least once a month","1997","Brandenburg","Not Employed","6","","","","3"
"At least once a month","1997","Brandenburg","Employed","18","","","","3"
"At least once a month","1997","Mecklenburg-Western Pomerania","Not Employed","3","","","","3"
"At least once a month","1997","Mecklenburg-Western Pomerania","Employed","20","","","","3"
"At least once a month","1997","Saxony","Not Employed","12","","","","3"
"At least once a month","1997","Saxony","Employed","45","0.0609763960380612","0.0430701245913121","0.0788826674848104","3"
"At least once a month","1997","Saxony-Anhalt","Employed","18","","","","3"
