"plb0050","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2010","Brandenburg","Single parent ","","","","","2"
"No","2010","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","2010","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2010","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2010","Saxony","1-pers.-HH","","","","","2"
"No","2010","Saxony","(Married) couple without C. ","","","","","2"
"No","2010","Saxony","Single parent ","","","","","2"
"No","2010","Saxony","Couple + C. LE 16 ","","","","","2"
"No","2010","Saxony","Couple + C. GT 16 ","","","","","2"
"No","2010","Schleswig-Holstein","1-pers.-HH","","","","","2"
"No","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"No","2010","Schleswig-Holstein","Single parent ","","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"No","2010","Hamburg","1-pers.-HH","","","","","2"
"No","2010","Hamburg","(Married) couple without C. ","","","","","2"
"No","2010","Hamburg","Single parent ","","","","","2"
"No","2010","Hamburg","Couple + C. LE 16 ","","","","","2"
"No","2010","Hamburg","Couple + C. GT 16 ","","","","","2"
"No","2010","Hamburg","Couple + C. LE and GT 16","","","","","2"
"No","2010","Lower Saxony","1-pers.-HH","","","","","2"
"No","2010","Lower Saxony","(Married) couple without C. ","","","","","2"
"No","2010","Lower Saxony","Single parent ","","","","","2"
"No","2010","Lower Saxony","Couple + C. LE 16 ","","","","","2"
"No","2010","Lower Saxony","Couple + C. GT 16 ","","","","","2"
"No","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2010","Bremen","1-pers.-HH","","","","","2"
"No","2010","Bremen","(Married) couple without C. ","","","","","2"
"No","2010","Bremen","Single parent ","","","","","2"
"No","2010","Bremen","Couple + C. LE 16 ","","","","","2"
"No","2010","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2010","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2010","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"No","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"No","2010","North Rhine-Westphalia","Single parent ","","","","","2"
"No","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"No","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"No","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","2"
"No","2010","Hesse","1-pers.-HH","","","","","2"
"No","2010","Hesse","(Married) couple without C. ","","","","","2"
"No","2010","Hesse","Single parent ","","","","","2"
"No","2010","Hesse","Couple + C. LE 16 ","","","","","2"
"No","2010","Hesse","Couple + C. GT 16 ","","","","","2"
"No","2010","Hesse","Couple + C. LE and GT 16","","","","","2"
"No","2010","Berlin","Single parent ","","","","","2"
"No","2010","Berlin","Couple + C. LE 16 ","","","","","2"
"No","2010","Berlin","Couple + C. GT 16 ","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"No","2010","Baden-Württemberg","1-pers.-HH","","","","","2"
"No","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"No","2010","Bavaria","Single parent ","","","","","2"
"No","2010","Bavaria","Couple + C. LE 16 ","","","","","2"
"No","2010","Bavaria","Couple + C. GT 16 ","","","","","2"
"No","2010","Bavaria","Couple + C. LE and GT 16","","","","","2"
"No","2010","Berlin","1-pers.-HH","","","","","2"
"No","2010","Berlin","(Married) couple without C. ","","","","","2"
"No","2010","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"No","2010","Baden-Württemberg","Single parent ","","","","","2"
"No","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"No","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"No","2010","Bavaria","1-pers.-HH","","","","","2"
"No","2010","Bavaria","(Married) couple without C. ","","","","","2"
"No","2010","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2010","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2010","Saxony-Anhalt","Single parent ","","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2010","Thuringia","1-pers.-HH","","","","","2"
"No","2010","Thuringia","(Married) couple without C. ","","","","","2"
"No","2010","Thuringia","Single parent ","","","","","2"
"No","2010","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","2010","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2010","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2010","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","2010","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","2010","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","2010","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Hamburg","1-pers.-HH","","","","","1"
"Yes","2010","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","2010","Hamburg","Single parent ","","","","","1"
"Yes","2010","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Lower Saxony","1-pers.-HH","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","2010","Baden-Württemberg","Single parent ","","","","","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Bavaria","1-pers.-HH","","","","","1"
"Yes","2010","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","2010","Bavaria","Single parent ","","","","","1"
"Yes","2010","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Hesse","(Married) couple without C. ","","","","","1"
"Yes","2010","Hesse","Single parent ","","","","","1"
"Yes","2010","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Berlin","1-pers.-HH","","","","","1"
"Yes","2010","Berlin","(Married) couple without C. ","","","","","1"
"Yes","2010","Berlin","Single parent ","","","","","1"
"Yes","2010","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Brandenburg","1-pers.-HH","","","","","1"
"Yes","2010","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","2010","Brandenburg","Single parent ","","","","","1"
"Yes","2010","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Saxony","1-pers.-HH","","","","","1"
"Yes","2010","Saxony","(Married) couple without C. ","","","","","1"
"Yes","2010","Saxony","Single parent ","","","","","1"
"Yes","2010","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","2010","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Thuringia","1-pers.-HH","","","","","1"
"Yes","2010","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","2010","Thuringia","Single parent ","","","","","1"
"Yes","2010","Thuringia","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Thuringia","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Lower Saxony","(Married) couple without C. ","","","","","1"
"Yes","2010","Lower Saxony","Single parent ","","","","","1"
"Yes","2010","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Bremen","1-pers.-HH","","","","","1"
"Yes","2010","Bremen","(Married) couple without C. ","","","","","1"
"Yes","2010","Bremen","Single parent ","","","","","1"
"Yes","2010","Bremen","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Bremen","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Yes","2010","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Yes","2010","North Rhine-Westphalia","Single parent ","","","","","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Hesse","1-pers.-HH","","","","","1"
"No","2011","Schleswig-Holstein","1-pers.-HH","21","","","","2"
"No","2011","Schleswig-Holstein","(Married) couple without C. ","62","0.42325075616169","0.336288732665978","0.510212779657403","2"
"No","2011","Schleswig-Holstein","Single parent ","10","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. LE 16 ","32","0.385852537657801","0.277122449614819","0.494582625700783","2"
"No","2011","Schleswig-Holstein","Couple + C. GT 16 ","16","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. LE and GT 16","13","","","","2"
"No","2011","Hamburg","1-pers.-HH","13","","","","2"
"No","2011","Hamburg","(Married) couple without C. ","31","0.627057536321842","0.503662781660964","0.750452290982719","2"
"No","2011","Hamburg","Single parent ","4","","","","2"
"No","2011","Hamburg","Couple + C. LE 16 ","11","","","","2"
"No","2011","Hamburg","Couple + C. GT 16 ","15","","","","2"
"No","2011","Hamburg","Couple + C. LE and GT 16","5","","","","2"
"No","2011","Lower Saxony","1-pers.-HH","44","0.370015682937617","0.284691827679928","0.455339538195307","2"
"No","2011","Lower Saxony","(Married) couple without C. ","137","0.434153013422631","0.380183748920878","0.488122277924383","2"
"No","2011","Lower Saxony","Single parent ","35","0.477989521177195","0.35263731785719","0.603341724497201","2"
"No","2011","Lower Saxony","Couple + C. LE 16 ","103","0.447627287083108","0.38192036328477","0.513334210881445","2"
"No","2011","Lower Saxony","Couple + C. GT 16 ","82","0.450114298401745","0.375979406692321","0.524249190111168","2"
"No","2011","Lower Saxony","Couple + C. LE and GT 16","38","0.485683293834965","0.380052446466765","0.591314141203165","2"
"No","2011","Bremen","1-pers.-HH","4","","","","2"
"No","2011","Bremen","(Married) couple without C. ","6","","","","2"
"No","2011","Bremen","Single parent ","6","","","","2"
"No","2011","Bremen","Couple + C. LE 16 ","6","","","","2"
"No","2011","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","2011","Bremen","Couple + C. LE and GT 16","6","","","","2"
"No","2011","North Rhine-Westphalia","1-pers.-HH","102","0.403087286155988","0.34141359822538","0.464760974086596","2"
"No","2011","North Rhine-Westphalia","(Married) couple without C. ","293","0.433192245384847","0.395671719382118","0.470712771387577","2"
"No","2011","North Rhine-Westphalia","Single parent ","59","0.476995889735832","0.393662621022252","0.560329158449413","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE 16 ","222","0.441541493362572","0.397484039365243","0.485598947359902","2"
"No","2011","North Rhine-Westphalia","Couple + C. GT 16 ","219","0.502251971900397","0.457001066935046","0.547502876865748","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","92","0.601880775735021","0.526733005398808","0.677028546071234","2"
"No","2011","Hesse","1-pers.-HH","51","0.515259302958283","0.415803555372681","0.614715050543886","2"
"No","2011","Hesse","(Married) couple without C. ","107","0.384565621292008","0.325317536806957","0.443813705777059","2"
"No","2011","Hesse","Single parent ","29","","","","2"
"No","2011","Hesse","Couple + C. LE 16 ","66","0.3133476954456","0.246325156923749","0.380370233967451","2"
"No","2011","Hesse","Couple + C. GT 16 ","54","0.414982655024767","0.332173571046967","0.497791739002566","2"
"No","2011","Hesse","Couple + C. LE and GT 16","21","","","","2"
"No","2011","Berlin","Couple + C. LE and GT 16","4","","","","2"
"No","2011","Brandenburg","1-pers.-HH","32","0.502013563971552","0.369873890608323","0.63415323733478","2"
"No","2011","Brandenburg","(Married) couple without C. ","73","0.466481736990625","0.387944754691606","0.545018719289644","2"
"No","2011","Brandenburg","Single parent ","10","","","","2"
"No","2011","Brandenburg","Couple + C. LE 16 ","33","0.487221189934559","0.374846265153707","0.599596114715411","2"
"No","2011","Brandenburg","Couple + C. GT 16 ","42","0.575976239360536","0.469658330616519","0.682294148104552","2"
"No","2011","Brandenburg","Couple + C. LE and GT 16","22","","","","2"
"No","2011","Mecklenburg-Western Pomerania","1-pers.-HH","16","","","","2"
"No","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","38","0.405656407229746","0.302478568301098","0.508834246158393","2"
"No","2011","Mecklenburg-Western Pomerania","Single parent ","8","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","26","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","20","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","10","","","","2"
"No","2011","Saxony","1-pers.-HH","50","0.484605602147229","0.385150679056988","0.584060525237471","2"
"No","2011","Saxony","(Married) couple without C. ","135","0.583132638971613","0.522379257951232","0.643886019991995","2"
"No","2011","Saxony","Single parent ","27","","","","2"
"No","2011","Saxony","Couple + C. LE 16 ","99","0.47513227788201","0.404124897494781","0.546139658269238","2"
"No","2011","Saxony","Couple + C. GT 16 ","75","0.59165715276904","0.509048379540796","0.674265925997285","2"
"No","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","33","0.469367208020788","0.365097016856618","0.573637399184958","2"
"No","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","68","0.418339609733502","0.345044887130768","0.491634332336237","2"
"No","2011","Rhineland-Palatinate,Saarland","Single parent ","27","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","72","0.454889442703134","0.372696645612697","0.53708223979357","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","57","0.430143919515948","0.341561618899054","0.518726220132842","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","29","","","","2"
"No","2011","Baden-Württemberg","1-pers.-HH","74","0.39630769821182","0.322780553126461","0.46983484329718","2"
"No","2011","Berlin","Single parent ","15","","","","2"
"No","2011","Berlin","Couple + C. LE 16 ","34","0.466152944231705","0.344879962848161","0.587425925615248","2"
"No","2011","Berlin","Couple + C. GT 16 ","28","","","","2"
"No","2011","Baden-Württemberg","(Married) couple without C. ","185","0.429938769528018","0.381483617305427","0.47839392175061","2"
"No","2011","Baden-Württemberg","Single parent ","34","0.600905051502024","0.490074753193151","0.711735349810898","2"
"No","2011","Baden-Württemberg","Couple + C. LE 16 ","134","0.368759160945797","0.315051505093181","0.422466816798413","2"
"No","2011","Baden-Württemberg","Couple + C. GT 16 ","134","0.475721916633537","0.415364916225762","0.536078917041313","2"
"No","2011","Baden-Württemberg","Couple + C. LE and GT 16","56","0.423278913648682","0.334132614257666","0.512425213039697","2"
"No","2011","Bavaria","Single parent ","69","0.530242487496379","0.442398634276658","0.6180863407161","2"
"No","2011","Bavaria","Couple + C. LE 16 ","180","0.428832103440221","0.378607187927947","0.479057018952496","2"
"No","2011","Bavaria","Couple + C. GT 16 ","148","0.504682597487953","0.449902341162553","0.559462853813354","2"
"No","2011","Bavaria","Couple + C. LE and GT 16","87","0.530761966183775","0.455743163120818","0.605780769246733","2"
"No","2011","Berlin","1-pers.-HH","49","0.480778307187828","0.384289191747772","0.577267422627883","2"
"No","2011","Berlin","(Married) couple without C. ","51","0.381916331706337","0.298716932059786","0.465115731352888","2"
"No","2011","Bavaria","1-pers.-HH","108","0.50550307300768","0.442898112287669","0.568108033727692","2"
"No","2011","Bavaria","(Married) couple without C. ","232","0.482104331133477","0.438393618348345","0.525815043918609","2"
"No","2011","Saxony","Couple + C. LE and GT 16","23","","","","2"
"No","2011","Saxony-Anhalt","1-pers.-HH","35","0.598126590261264","0.480730973876261","0.715522206646268","2"
"No","2011","Saxony-Anhalt","(Married) couple without C. ","53","0.377393387223931","0.295012535432144","0.459774239015718","2"
"No","2011","Saxony-Anhalt","Single parent ","20","","","","2"
"No","2011","Saxony-Anhalt","Couple + C. LE 16 ","46","0.440207024727234","0.34480147729475","0.535612572159719","2"
"No","2011","Saxony-Anhalt","Couple + C. GT 16 ","39","0.475909680647517","0.369739155239054","0.58208020605598","2"
"No","2011","Saxony-Anhalt","Couple + C. LE and GT 16","8","","","","2"
"No","2011","Thuringia","1-pers.-HH","32","0.608443131241728","0.478258825654268","0.738627436829189","2"
"No","2011","Thuringia","(Married) couple without C. ","72","0.62799294534792","0.545538495971315","0.710447394724526","2"
"No","2011","Thuringia","Single parent ","8","","","","2"
"No","2011","Thuringia","Couple + C. LE 16 ","47","0.596378442278644","0.500218047801948","0.69253883675534","2"
"No","2011","Thuringia","Couple + C. GT 16 ","61","0.594987396634561","0.502405864118054","0.687568929151068","2"
"No","2011","Thuringia","Couple + C. LE and GT 16","11","","","","2"
"Yes","2011","Schleswig-Holstein","1-pers.-HH","26","","","","1"
"Yes","2011","Schleswig-Holstein","(Married) couple without C. ","62","0.57674924383831","0.489787220342597","0.663711267334022","1"
"Yes","2011","Schleswig-Holstein","Single parent ","7","","","","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE 16 ","45","0.614147462342199","0.505417374299217","0.722877550385181","1"
"Yes","2011","Schleswig-Holstein","Couple + C. GT 16 ","21","","","","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE and GT 16","16","","","","1"
"Yes","2011","Hamburg","1-pers.-HH","20","","","","1"
"Yes","2011","Hamburg","(Married) couple without C. ","28","","","","1"
"Yes","2011","Hamburg","Single parent ","1","","","","1"
"Yes","2011","Hamburg","Couple + C. LE 16 ","16","","","","1"
"Yes","2011","Hamburg","Couple + C. GT 16 ","15","","","","1"
"Yes","2011","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Yes","2011","Lower Saxony","1-pers.-HH","79","0.629984317062383","0.544660461804693","0.715308172320072","1"
"Yes","2011","Baden-Württemberg","(Married) couple without C. ","216","0.570061230471982","0.52160607824939","0.618516382694573","1"
"Yes","2011","Baden-Württemberg","Single parent ","41","0.399094948497975","0.288264650189102","0.509925246806849","1"
"Yes","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","106","0.581660390266498","0.508365667663763","0.654955112869232","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Single parent ","21","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","69","0.545110557296866","0.46291776020643","0.627303354387303","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","63","0.569856080484052","0.481273779867158","0.658438381100946","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","22","","","","1"
"Yes","2011","Baden-Württemberg","1-pers.-HH","96","0.60369230178818","0.53016515670282","0.677219446873539","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE 16 ","176","0.631240839054203","0.577533183201587","0.684948494906819","1"
"Yes","2011","Baden-Württemberg","Couple + C. GT 16 ","129","0.524278083366463","0.463921082958687","0.584635083774238","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE and GT 16","62","0.576721086351318","0.487574786960303","0.665867385742334","1"
"Yes","2011","Bavaria","1-pers.-HH","137","0.49449692699232","0.431891966272308","0.557101887712331","1"
"Yes","2011","Bavaria","(Married) couple without C. ","270","0.517895668866523","0.474184956081391","0.561606381651655","1"
"Yes","2011","Hesse","Couple + C. GT 16 ","82","0.585017344975233","0.502208260997434","0.667826428953032","1"
"Yes","2011","Hesse","Couple + C. LE and GT 16","46","0.647078810092061","0.532651906459865","0.761505713724257","1"
"Yes","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","55","0.530632791979212","0.426362600815042","0.634902983143382","1"
"Yes","2011","Bavaria","Single parent ","55","0.469757512503621","0.3819136592839","0.557601365723342","1"
"Yes","2011","Bavaria","Couple + C. LE 16 ","193","0.571167896559779","0.520942981047504","0.621392812072053","1"
"Yes","2011","Bavaria","Couple + C. GT 16 ","172","0.495317402512046","0.440537146186646","0.550097658837447","1"
"Yes","2011","Bavaria","Couple + C. LE and GT 16","83","0.469238033816225","0.394219230753267","0.544256836879182","1"
"Yes","2011","Berlin","1-pers.-HH","54","0.519221692812172","0.422732577372117","0.615710808252228","1"
"Yes","2011","Berlin","(Married) couple without C. ","80","0.618083668293663","0.534884268647112","0.701283067940214","1"
"Yes","2011","Berlin","Single parent ","14","","","","1"
"Yes","2011","Hesse","(Married) couple without C. ","152","0.615434378707992","0.556186294222941","0.674682463193043","1"
"Yes","2011","Hesse","Single parent ","27","","","","1"
"Yes","2011","Hesse","Couple + C. LE 16 ","118","0.6866523045544","0.619629766032549","0.753674843076251","1"
"Yes","2011","Berlin","Couple + C. LE 16 ","31","0.533847055768295","0.412574074384752","0.655120037151839","1"
"Yes","2011","Berlin","Couple + C. GT 16 ","39","0.461479999849568","0.342111963338822","0.580848036360315","1"
"Yes","2011","Berlin","Couple + C. LE and GT 16","5","","","","1"
"Yes","2011","Brandenburg","1-pers.-HH","23","","","","1"
"Yes","2011","Brandenburg","(Married) couple without C. ","82","0.533518263009375","0.454981280710356","0.612055245308394","1"
"Yes","2011","Lower Saxony","(Married) couple without C. ","187","0.565846986577369","0.511877722075617","0.619816251079122","1"
"Yes","2011","Lower Saxony","Single parent ","26","","","","1"
"Yes","2011","Lower Saxony","Couple + C. LE 16 ","117","0.552372712916892","0.486665789118555","0.61807963671523","1"
"Yes","2011","Lower Saxony","Couple + C. GT 16 ","91","0.549885701598255","0.475750809888832","0.624020593307679","1"
"Yes","2011","Lower Saxony","Couple + C. LE and GT 16","48","0.514316706165035","0.408685858796834","0.619947553533235","1"
"Yes","2011","Bremen","1-pers.-HH","7","","","","1"
"Yes","2011","Bremen","(Married) couple without C. ","15","","","","1"
"Yes","2011","Bremen","Single parent ","1","","","","1"
"Yes","2011","Bremen","Couple + C. LE 16 ","6","","","","1"
"Yes","2011","Bremen","Couple + C. GT 16 ","5","","","","1"
"Yes","2011","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2011","North Rhine-Westphalia","1-pers.-HH","141","0.596912713844012","0.535239025913404","0.65858640177462","1"
"Yes","2011","North Rhine-Westphalia","(Married) couple without C. ","377","0.566807754615153","0.529287228612423","0.604328280617883","1"
"Yes","2011","North Rhine-Westphalia","Single parent ","79","0.523004110264168","0.439670841550587","0.606337378977748","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE 16 ","266","0.558458506637428","0.514401052640098","0.602515960634758","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. GT 16 ","250","0.497748028099603","0.452497123134252","0.542998933064954","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","71","0.398119224264979","0.322971453928766","0.473266994601192","1"
"Yes","2011","Hesse","1-pers.-HH","46","0.484740697041717","0.385284949456114","0.58419644462732","1"
"Yes","2011","Brandenburg","Single parent ","13","","","","1"
"Yes","2011","Brandenburg","Couple + C. LE 16 ","43","0.512778810065441","0.400403885284589","0.625153734846294","1"
"Yes","2011","Brandenburg","Couple + C. GT 16 ","41","0.424023760639464","0.317705851895448","0.530341669383481","1"
"Yes","2011","Brandenburg","Couple + C. LE and GT 16","8","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","1-pers.-HH","22","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","49","0.594343592770255","0.491165753841607","0.697521431698902","1"
"Yes","2011","Mecklenburg-Western Pomerania","Single parent ","8","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","19","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","30","0.52667784299515","0.38828487273569","0.66507081325461","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","11","","","","1"
"Yes","2011","Saxony","1-pers.-HH","47","0.515394397852771","0.415939474762529","0.614849320943012","1"
"Yes","2011","Saxony","(Married) couple without C. ","118","0.416867361028387","0.356113980008005","0.477620742048768","1"
"Yes","2011","Saxony","Single parent ","24","","","","1"
"Yes","2011","Saxony","Couple + C. LE 16 ","91","0.52486772211799","0.453860341730762","0.595875102505219","1"
"Yes","2011","Saxony","Couple + C. GT 16 ","61","0.40834284723096","0.325734074002715","0.490951620459204","1"
"Yes","2011","Saxony","Couple + C. LE and GT 16","15","","","","1"
