"plb0050","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2012","1-pers.-HH","no migration background","","","",""
"No","2012","1-pers.-HH","direct migration background","","","",""
"No","2012","1-pers.-HH","indirect migration background","","","",""
"No","2012","(Married) couple without C. ","no migration background","","","",""
"No","2012","(Married) couple without C. ","direct migration background","","","",""
"No","2012","(Married) couple without C. ","indirect migration background","","","",""
"No","2012","Single parent ","no migration background","","","",""
"No","2012","Single parent ","direct migration background","","","",""
"No","2012","Single parent ","indirect migration background","","","",""
"No","2012","Couple + C. LE 16 ","no migration background","","","",""
"No","2012","Couple + C. LE 16 ","direct migration background","","","",""
"No","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2012","Couple + C. GT 16 ","no migration background","","","",""
"No","2012","Couple + C. GT 16 ","direct migration background","","","",""
"No","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2012","Couple + C. LE and GT 16","no migration background","","","",""
"No","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2013","1-pers.-HH","no migration background","","","",""
"Yes","2013","1-pers.-HH","direct migration background","","","",""
"Yes","2013","1-pers.-HH","indirect migration background","","","",""
"Yes","2013","(Married) couple without C. ","no migration background","","","",""
"Yes","2013","(Married) couple without C. ","direct migration background","","","",""
"Yes","2013","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2013","Single parent ","no migration background","","","",""
"Yes","2013","Single parent ","direct migration background","","","",""
"Yes","2013","Single parent ","indirect migration background","","","",""
"Yes","2013","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2013","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2013","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2013","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2013","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2013","1-pers.-HH","no migration background","","","",""
"No","2013","1-pers.-HH","direct migration background","","","",""
"No","2013","1-pers.-HH","indirect migration background","","","",""
"No","2013","(Married) couple without C. ","no migration background","","","",""
"No","2013","(Married) couple without C. ","direct migration background","","","",""
"No","2013","(Married) couple without C. ","indirect migration background","","","",""
"No","2013","Single parent ","no migration background","","","",""
"No","2013","Single parent ","direct migration background","","","",""
"No","2013","Single parent ","indirect migration background","","","",""
"No","2013","Couple + C. LE 16 ","no migration background","","","",""
"No","2013","Couple + C. LE 16 ","direct migration background","","","",""
"No","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2013","Couple + C. GT 16 ","no migration background","","","",""
"No","2013","Couple + C. GT 16 ","direct migration background","","","",""
"No","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2013","Couple + C. LE and GT 16","no migration background","","","",""
"No","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2014","1-pers.-HH","no migration background","","","",""
"Yes","2014","1-pers.-HH","direct migration background","","","",""
"Yes","2014","1-pers.-HH","indirect migration background","","","",""
"Yes","2014","(Married) couple without C. ","no migration background","","","",""
"Yes","2014","(Married) couple without C. ","direct migration background","","","",""
"Yes","2014","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2014","Single parent ","no migration background","","","",""
"Yes","2014","Single parent ","direct migration background","","","",""
"Yes","2014","Single parent ","indirect migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2014","1-pers.-HH","no migration background","","","",""
"No","2014","1-pers.-HH","direct migration background","","","",""
"No","2014","1-pers.-HH","indirect migration background","","","",""
"No","2014","(Married) couple without C. ","no migration background","","","",""
"No","2014","(Married) couple without C. ","direct migration background","","","",""
"No","2014","(Married) couple without C. ","indirect migration background","","","",""
"No","2014","Single parent ","no migration background","","","",""
"No","2014","Single parent ","direct migration background","","","",""
"No","2014","Single parent ","indirect migration background","","","",""
"No","2014","Couple + C. LE 16 ","no migration background","","","",""
"No","2014","Couple + C. LE 16 ","direct migration background","","","",""
"No","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2014","Couple + C. GT 16 ","no migration background","","","",""
"No","2014","Couple + C. GT 16 ","direct migration background","","","",""
"No","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2014","Couple + C. LE and GT 16","no migration background","","","",""
"No","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2015","1-pers.-HH","no migration background","","","",""
"Yes","2015","1-pers.-HH","direct migration background","","","",""
"Yes","2015","1-pers.-HH","indirect migration background","","","",""
"Yes","2015","(Married) couple without C. ","no migration background","","","",""
"Yes","2015","(Married) couple without C. ","direct migration background","","","",""
"Yes","2015","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2015","Single parent ","no migration background","","","",""
"Yes","2015","Single parent ","direct migration background","","","",""
"Yes","2015","Single parent ","indirect migration background","","","",""
"Yes","2015","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2015","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2015","1-pers.-HH","no migration background","","","",""
"No","2015","1-pers.-HH","direct migration background","","","",""
"No","2015","1-pers.-HH","indirect migration background","","","",""
"No","2015","(Married) couple without C. ","no migration background","","","",""
"No","2015","(Married) couple without C. ","direct migration background","","","",""
"No","2015","(Married) couple without C. ","indirect migration background","","","",""
"No","2015","Single parent ","no migration background","","","",""
"No","2015","Single parent ","direct migration background","","","",""
"No","2015","Single parent ","indirect migration background","","","",""
"No","2015","Couple + C. LE 16 ","no migration background","","","",""
"No","2015","Couple + C. LE 16 ","direct migration background","","","",""
"No","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2015","Couple + C. GT 16 ","no migration background","","","",""
"No","2015","Couple + C. GT 16 ","direct migration background","","","",""
"No","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2015","Couple + C. LE and GT 16","no migration background","","","",""
"No","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2016","1-pers.-HH","no migration background","677","0.588977179796975","0.560626491115755","0.617327868478194"
"Yes","2016","1-pers.-HH","direct migration background","123","0.440324739675202","0.378540621987813","0.502108857362591"
"Yes","2016","1-pers.-HH","indirect migration background","65","0.670611273126571","0.579846093942379","0.761376452310764"
"Yes","2016","(Married) couple without C. ","no migration background","1425","0.560163042516293","0.540878591367825","0.579447493664762"
"Yes","2016","(Married) couple without C. ","direct migration background","234","0.410568966242241","0.369604927596785","0.451533004887697"
"Yes","2016","(Married) couple without C. ","indirect migration background","85","0.627019256545988","0.546625127352064","0.707413385739912"
"Yes","2016","Single parent ","no migration background","525","0.51595770571826","0.485599826195385","0.546315585241135"
"Yes","2016","Single parent ","direct migration background","78","0.448906223504906","0.374138493257965","0.523673953751847"
"Yes","2016","Single parent ","indirect migration background","58","0.503966640542561","0.418019238794154","0.589914042290968"
"Yes","2016","Couple + C. LE 16 ","no migration background","1599","0.589409936121676","0.571458957637647","0.607360914605704"
"Yes","2016","Couple + C. LE 16 ","direct migration background","495","0.480693406050931","0.451087017741064","0.510299794360798"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","174","0.498722120027593","0.444611843284034","0.552832396771152"
"Yes","2016","Couple + C. GT 16 ","no migration background","705","0.486425561572182","0.459704214304804","0.51314690883956"
"Yes","2016","Couple + C. GT 16 ","direct migration background","133","0.431750224176067","0.37696427511255","0.486536173239584"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","67","0.628553565203793","0.542812787215305","0.71429434319228"
"Yes","2016","Couple + C. LE and GT 16","no migration background","525","0.57133401179076","0.540158401430207","0.602509622151313"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","140","0.368868715252816","0.316731730876739","0.421005699628893"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","49","0.345033412696707","0.263315631828543","0.426751193564872"
"No","2016","1-pers.-HH","no migration background","480","0.411022820203025","0.382672131521806","0.439373508884245"
"No","2016","1-pers.-HH","direct migration background","125","0.559675260324798","0.497891142637409","0.621459378012187"
"No","2016","1-pers.-HH","indirect migration background","38","0.329388726873429","0.238623547689236","0.420153906057621"
"No","2016","(Married) couple without C. ","no migration background","1120","0.439836957483707","0.420552506335238","0.459121408632175"
"No","2016","(Married) couple without C. ","direct migration background","320","0.589431033757759","0.548466995112303","0.630395072403215"
"No","2016","(Married) couple without C. ","indirect migration background","54","0.372980743454012","0.292586614260088","0.453374872647937"
"No","2016","Single parent ","no migration background","516","0.48404229428174","0.453684414758865","0.514400173804615"
"No","2016","Single parent ","direct migration background","92","0.551093776495094","0.476326046248153","0.625861506742035"
"No","2016","Single parent ","indirect migration background","72","0.496033359457439","0.410085957709032","0.581980761205846"
"No","2016","Couple + C. LE 16 ","no migration background","1286","0.410590063878324","0.392639085394296","0.428541042362353"
"No","2016","Couple + C. LE 16 ","direct migration background","599","0.519306593949069","0.489700205639202","0.548912982258936"
"No","2016","Couple + C. LE 16 ","indirect migration background","154","0.501277879972407","0.447167603228848","0.555388156715967"
"No","2016","Couple + C. GT 16 ","no migration background","639","0.513574438427818","0.48685309116044","0.540295785695196"
"No","2016","Couple + C. GT 16 ","direct migration background","181","0.568249775823933","0.513463826760416","0.62303572488745"
"No","2016","Couple + C. GT 16 ","indirect migration background","55","0.371446434796207","0.28570565680772","0.457187212784695"
"No","2016","Couple + C. LE and GT 16","no migration background","443","0.42866598820924","0.397490377848687","0.459841598569793"
"No","2016","Couple + C. LE and GT 16","direct migration background","189","0.631131284747184","0.578994300371107","0.683268269123261"
"No","2016","Couple + C. LE and GT 16","indirect migration background","81","0.654966587303293","0.573248806435128","0.736684368171457"
"Yes","2017","1-pers.-HH","no migration background","","","",""
"Yes","2017","1-pers.-HH","direct migration background","","","",""
"Yes","2017","1-pers.-HH","indirect migration background","","","",""
"Yes","2017","(Married) couple without C. ","no migration background","","","",""
"Yes","2017","(Married) couple without C. ","direct migration background","","","",""
"Yes","2017","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2017","Single parent ","no migration background","","","",""
"Yes","2017","Single parent ","direct migration background","","","",""
"Yes","2017","Single parent ","indirect migration background","","","",""
"Yes","2017","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2017","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2017","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2017","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2017","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2017","1-pers.-HH","no migration background","","","",""
"No","2017","1-pers.-HH","direct migration background","","","",""
"No","2017","1-pers.-HH","indirect migration background","","","",""
"No","2017","(Married) couple without C. ","no migration background","","","",""
"No","2017","(Married) couple without C. ","direct migration background","","","",""
"No","2017","(Married) couple without C. ","indirect migration background","","","",""
"No","2017","Single parent ","no migration background","","","",""
"No","2017","Single parent ","direct migration background","","","",""
"No","2017","Single parent ","indirect migration background","","","",""
"No","2017","Couple + C. LE 16 ","no migration background","","","",""
"No","2017","Couple + C. LE 16 ","direct migration background","","","",""
"No","2017","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2017","Couple + C. GT 16 ","no migration background","","","",""
"No","2017","Couple + C. GT 16 ","direct migration background","","","",""
"No","2017","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2017","Couple + C. LE and GT 16","no migration background","","","",""
"No","2017","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2017","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2018","1-pers.-HH","no migration background","","","",""
"Yes","2018","1-pers.-HH","direct migration background","","","",""
"Yes","2018","1-pers.-HH","indirect migration background","","","",""
"Yes","2018","(Married) couple without C. ","no migration background","","","",""
"Yes","2018","(Married) couple without C. ","direct migration background","","","",""
"Yes","2018","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2018","Single parent ","no migration background","","","",""
"Yes","2018","Single parent ","direct migration background","","","",""
"Yes","2018","Single parent ","indirect migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2018","1-pers.-HH","no migration background","","","",""
"No","2018","1-pers.-HH","direct migration background","","","",""
"No","2018","1-pers.-HH","indirect migration background","","","",""
"No","2018","(Married) couple without C. ","no migration background","","","",""
"No","2018","(Married) couple without C. ","direct migration background","","","",""
"No","2018","(Married) couple without C. ","indirect migration background","","","",""
"No","2018","Single parent ","no migration background","","","",""
"No","2018","Single parent ","direct migration background","","","",""
"No","2018","Single parent ","indirect migration background","","","",""
"No","2018","Couple + C. LE 16 ","no migration background","","","",""
"No","2018","Couple + C. LE 16 ","direct migration background","","","",""
"No","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2018","Couple + C. GT 16 ","no migration background","","","",""
"No","2018","Couple + C. GT 16 ","direct migration background","","","",""
"No","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2018","Couple + C. LE and GT 16","no migration background","","","",""
"No","2018","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2019","1-pers.-HH","no migration background","887","0.573875251115827","0.55027765972249","0.597472842509165"
"Yes","2019","1-pers.-HH","direct migration background","120","0.548072245759593","0.484168908040046","0.61197558347914"
"Yes","2019","1-pers.-HH","indirect migration background","95","0.647050604374331","0.573461091414506","0.720640117334157"
"Yes","2019","(Married) couple without C. ","no migration background","1640","0.531938899669642","0.515459720898526","0.548418078440759"
"Yes","2019","(Married) couple without C. ","direct migration background","219","0.502648126977513","0.459339239893132","0.545957014061895"
"Yes","2019","(Married) couple without C. ","indirect migration background","92","0.517505082217247","0.449268359229676","0.585741805204817"
"Yes","2019","Single parent ","no migration background","522","0.522079493068882","0.491866093667164","0.552292892470601"
"Yes","2019","Single parent ","direct migration background","66","0.428466538437523","0.346786144962868","0.510146931912178"
"Yes","2019","Single parent ","indirect migration background","49","0.360871865446457","0.271929318879255","0.449814412013659"
"Yes","2019","Couple + C. LE 16 ","no migration background","1465","0.5613064445953","0.543396619431815","0.579216269758784"
"Yes","2019","Couple + C. LE 16 ","direct migration background","406","0.512878479855245","0.478709022742575","0.547047936967914"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","159","0.511643861348374","0.45653051777811","0.566757204918637"
"Yes","2019","Couple + C. GT 16 ","no migration background","813","0.543111769457072","0.519054247882793","0.567169291031352"
"Yes","2019","Couple + C. GT 16 ","direct migration background","136","0.468014360273423","0.410084136635207","0.525944583911639"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","74","0.635266835856203","0.557977304187403","0.712556367525003"
"Yes","2019","Couple + C. LE and GT 16","no migration background","571","0.578685232895513","0.549331870276003","0.608038595515022"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","112","0.394609834093289","0.337765058806695","0.451454609379882"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","62","0.367067905035759","0.29214729675623","0.441988513315288"
"No","2019","1-pers.-HH","no migration background","800","0.426124748884173","0.402527157490836","0.44972234027751"
"No","2019","1-pers.-HH","direct migration background","113","0.451927754240407","0.38802441652086","0.515831091959954"
"No","2019","1-pers.-HH","indirect migration background","67","0.352949395625669","0.279359882665843","0.426538908585494"
"No","2019","(Married) couple without C. ","no migration background","1882","0.468061100330358","0.451581921559241","0.484540279101474"
"No","2019","(Married) couple without C. ","direct migration background","293","0.497351873022487","0.454042985938105","0.540660760106868"
"No","2019","(Married) couple without C. ","indirect migration background","114","0.482494917782754","0.414258194795183","0.550731640770324"
"No","2019","Single parent ","no migration background","528","0.477920506931117","0.447707107529399","0.508133906332836"
"No","2019","Single parent ","direct migration background","75","0.571533461562477","0.489853068087822","0.653213855037132"
"No","2019","Single parent ","indirect migration background","63","0.639128134553543","0.550185587986341","0.728070681120745"
"No","2019","Couple + C. LE 16 ","no migration background","1484","0.4386935554047","0.420783730241216","0.456603380568185"
"No","2019","Couple + C. LE 16 ","direct migration background","416","0.487121520144755","0.452952063032086","0.521290977257425"
"No","2019","Couple + C. LE 16 ","indirect migration background","157","0.488356138651626","0.433242795081363","0.54346948222189"
"No","2019","Couple + C. GT 16 ","no migration background","834","0.456888230542928","0.432830708968648","0.480945752117207"
"No","2019","Couple + C. GT 16 ","direct migration background","149","0.531985639726577","0.474055416088361","0.589915863364793"
"No","2019","Couple + C. GT 16 ","indirect migration background","75","0.364733164143797","0.287443632474996","0.442022695812597"
"No","2019","Couple + C. LE and GT 16","no migration background","516","0.421314767104487","0.391961404484978","0.450668129723997"
"No","2019","Couple + C. LE and GT 16","direct migration background","172","0.605390165906711","0.548545390620118","0.662234941193305"
"No","2019","Couple + C. LE and GT 16","indirect migration background","97","0.632932094964241","0.558011486684712","0.70785270324377"
