"plb0050","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2006","Bremen","Full Time","18","","","","2"
"No","2006","Berlin","Part Time","82","0.611336026447588","0.531162487003226","0.691509565891949","2"
"No","2006","Berlin","Not Working","8","","","","2"
"No","2006","Brandenburg","Full Time","155","0.491359687553303","0.437665024130525","0.545054350976081","2"
"No","2006","Schleswig-Holstein","Full Time","105","0.454396084826891","0.390186755972524","0.518605413681257","2"
"No","2006","Schleswig-Holstein","Part Time","73","0.649288311142973","0.565297618828563","0.733279003457384","2"
"No","2006","Hamburg","Part Time","28","","","","2"
"No","2006","Brandenburg","Part Time","79","0.576427657373528","0.494283459429187","0.65857185531787","2"
"No","2006","Brandenburg","Not Working","8","","","","2"
"No","2006","Bremen","Part Time","13","","","","2"
"No","2006","Bremen","Not Working","","","","","2"
"No","2006","North Rhine-Westphalia","Part Time","469","0.564876321657569","0.530755403604219","0.598997239710919","2"
"No","2006","North Rhine-Westphalia","Not Working","27","","","","2"
"No","2006","Bavaria","Part Time","351","0.573301644865556","0.533922719776242","0.612680569954871","2"
"No","2006","Bavaria","Not Working","16","","","","2"
"No","2006","Berlin","Full Time","119","0.452971741033292","0.395778852374009","0.510164629692575","2"
"No","2006","North Rhine-Westphalia","Full Time","636","0.413652064955484","0.38970696210941","0.437597167801558","2"
"No","2006","Hesse","Full Time","235","0.372797554955985","0.333845745535864","0.411749364376105","2"
"No","2006","Hesse","Part Time","160","0.638238269084462","0.582255083753536","0.694221454415388","2"
"No","2006","Hesse","Not Working","4","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","Full Time","207","0.484182418522052","0.438905408167539","0.529459428876565","2"
"No","2006","Rhineland-Palatinate,Saarland","Part Time","163","0.695819958062783","0.639130588295663","0.752509327829903","2"
"No","2006","Baden-Württemberg","Part Time","266","0.564249811788581","0.520210744384085","0.608288879193077","2"
"No","2006","Baden-Württemberg","Not Working","11","","","","2"
"No","2006","Bavaria","Full Time","523","0.463385093451297","0.435159642108555","0.491610544794039","2"
"No","2006","Mecklenburg-Western Pomerania","Full Time","99","0.527620968330544","0.45843159098439","0.596810345676698","2"
"No","2006","Mecklenburg-Western Pomerania","Part Time","40","0.617383867656826","0.50433188222217","0.730435853091481","2"
"No","2006","Mecklenburg-Western Pomerania","Not Working","4","","","","2"
"No","2006","Saxony","Full Time","319","0.50124430505881","0.461663327756428","0.540825282361191","2"
"No","2006","Rhineland-Palatinate,Saarland","Not Working","6","","","","2"
"No","2006","Baden-Württemberg","Full Time","454","0.410535216602604","0.38092106473049","0.440149368474718","2"
"No","2006","Saxony","Part Time","130","0.591118893427767","0.523983672448153","0.658254114407381","2"
"No","2006","Saxony","Not Working","11","","","","2"
"No","2006","Saxony-Anhalt","Full Time","165","0.560221196130626","0.506340126815232","0.614102265446021","2"
"No","2006","Saxony-Anhalt","Part Time","76","0.700040604896548","0.618052600022008","0.782028609771089","2"
"No","2006","Saxony-Anhalt","Not Working","9","","","","2"
"No","2006","Thuringia","Full Time","185","0.623259169066819","0.571752399032804","0.674765939100835","2"
"No","2006","Thuringia","Part Time","80","0.649069272799346","0.567027953045841","0.731110592552852","2"
"No","2006","Thuringia","Not Working","11","","","","2"
"Yes","2006","Schleswig-Holstein","Full Time","126","0.545603915173109","0.481394586318743","0.609813244027476","1"
"Yes","2006","Schleswig-Holstein","Part Time","51","0.350711688857027","0.266720996542616","0.434702381171437","1"
"Yes","2006","Schleswig-Holstein","Not Working","2","","","","1"
"Yes","2006","Hamburg","Full Time","53","0.474844220349767","0.381097842847487","0.568590597852046","1"
"Yes","2006","Hesse","Not Working","7","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Full Time","261","0.515817581477948","0.470540571123435","0.561094591832461","1"
"Yes","2006","Hamburg","Part Time","15","","","","1"
"Yes","2006","Hamburg","Not Working","1","","","","1"
"Yes","2006","Lower Saxony","Full Time","377","0.578617950038129","0.54153207744189","0.615703822634368","1"
"Yes","2006","Lower Saxony","Part Time","164","0.421016618286694","0.370912163157097","0.471121073416291","1"
"Yes","2006","Lower Saxony","Not Working","4","","","","1"
"Yes","2006","Bremen","Full Time","30","0.588420669561476","0.449201765571955","0.727639573550998","1"
"Yes","2006","Bremen","Part Time","15","","","","1"
"Yes","2006","Bremen","Not Working","","","","","1"
"Yes","2006","North Rhine-Westphalia","Full Time","989","0.586347935044516","0.562402832198442","0.61029303789059","1"
"Yes","2006","North Rhine-Westphalia","Part Time","342","0.435123678342431","0.401002760289081","0.469244596395781","1"
"Yes","2006","North Rhine-Westphalia","Not Working","15","","","","1"
"Yes","2006","Hesse","Full Time","357","0.627202445044015","0.588250635623895","0.666154254464136","1"
"Yes","2006","Hesse","Part Time","123","0.361761730915538","0.305778545584612","0.417744916246464","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Part Time","90","0.304180041937217","0.247490672170097","0.360869411704337","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Not Working","3","","","","1"
"Yes","2006","Baden-Württemberg","Full Time","606","0.589464783397396","0.559850631525282","0.61907893526951","1"
"Yes","2006","Baden-Württemberg","Part Time","221","0.435750188211419","0.391711120806923","0.479789255615915","1"
"Yes","2006","Baden-Württemberg","Not Working","4","","","","1"
"Yes","2006","Bavaria","Full Time","676","0.536614906548703","0.508389455205961","0.564840357891446","1"
"Yes","2006","Bavaria","Part Time","255","0.426698355134443","0.387319430045129","0.466077280223758","1"
"Yes","2006","Bavaria","Not Working","9","","","","1"
"Yes","2006","Berlin","Full Time","172","0.547028258966708","0.489835370307425","0.604221147625991","1"
"Yes","2006","Berlin","Part Time","60","0.388663973552412","0.308490434108051","0.468837512996773","1"
"Yes","2006","Berlin","Not Working","2","","","","1"
"Yes","2006","Brandenburg","Full Time","178","0.508640312446697","0.454945649023919","0.562334975869475","1"
"Yes","2006","Brandenburg","Part Time","60","0.423572342626472","0.34142814468213","0.505716540570813","1"
"Yes","2006","Brandenburg","Not Working","2","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Full Time","101","0.472379031669456","0.403189654323302","0.54156840901561","1"
"Yes","2006","Mecklenburg-Western Pomerania","Part Time","31","0.382616132343175","0.269564146908519","0.49566811777783","1"
"Yes","2006","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2006","Saxony","Full Time","294","0.49875569494119","0.459174717638809","0.538336672243572","1"
"Yes","2006","Saxony","Part Time","76","0.408881106572233","0.341745885592619","0.476016327551847","1"
"Yes","2006","Saxony","Not Working","5","","","","1"
"Yes","2006","Saxony-Anhalt","Full Time","161","0.439778803869374","0.385897734553979","0.493659873184768","1"
"Yes","2006","Saxony-Anhalt","Part Time","44","0.299959395103452","0.217971390228911","0.381947399977992","1"
"Yes","2006","Saxony-Anhalt","Not Working","1","","","","1"
"Yes","2006","Thuringia","Full Time","155","0.376740830933181","0.325234060899165","0.428247600967196","1"
"Yes","2006","Thuringia","Part Time","50","0.350930727200654","0.268889407447148","0.432972046954159","1"
"Yes","2006","Thuringia","Not Working","1","","","","1"
"No","2007","Schleswig-Holstein","Full Time","","","","","2"
"No","2007","Schleswig-Holstein","Part Time","","","","","2"
"No","2007","Schleswig-Holstein","Not Working","","","","","2"
"No","2007","Hamburg","Part Time","","","","","2"
"No","2007","Hamburg","Not Working","","","","","2"
"No","2007","Lower Saxony","Full Time","","","","","2"
"No","2007","Lower Saxony","Part Time","","","","","2"
"No","2007","Lower Saxony","Not Working","","","","","2"
"No","2007","Bremen","Full Time","","","","","2"
"No","2007","Berlin","Part Time","","","","","2"
"No","2007","Brandenburg","Not Working","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2007","Saxony","Full Time","","","","","2"
"No","2007","Hamburg","Full Time","","","","","2"
"No","2007","Berlin","Not Working","","","","","2"
"No","2007","Brandenburg","Full Time","","","","","2"
"No","2007","Brandenburg","Part Time","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2007","Bremen","Part Time","","","","","2"
"No","2007","Bremen","Not Working","","","","","2"
"No","2007","North Rhine-Westphalia","Full Time","","","","","2"
"No","2007","North Rhine-Westphalia","Part Time","","","","","2"
"No","2007","North Rhine-Westphalia","Not Working","","","","","2"
"No","2007","Bavaria","Part Time","","","","","2"
"No","2007","Bavaria","Not Working","","","","","2"
"No","2007","Berlin","Full Time","","","","","2"
"No","2007","Hesse","Full Time","","","","","2"
"No","2007","Hesse","Part Time","","","","","2"
"No","2007","Hesse","Not Working","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2007","Baden-Württemberg","Part Time","","","","","2"
"No","2007","Baden-Württemberg","Not Working","","","","","2"
"No","2007","Bavaria","Full Time","","","","","2"
"No","2007","Saxony","Part Time","","","","","2"
"No","2007","Saxony","Not Working","","","","","2"
"No","2007","Saxony-Anhalt","Full Time","","","","","2"
"No","2007","Saxony-Anhalt","Part Time","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2007","Baden-Württemberg","Full Time","","","","","2"
"No","2007","Saxony-Anhalt","Not Working","","","","","2"
"No","2007","Thuringia","Full Time","","","","","2"
"No","2007","Thuringia","Part Time","","","","","2"
"No","2007","Thuringia","Not Working","","","","","2"
"Yes","2007","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2007","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2007","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2007","Hamburg","Full Time","","","","","1"
"Yes","2007","Hesse","Not Working","","","","","1"
"Yes","2007","Hamburg","Part Time","","","","","1"
"Yes","2007","Hamburg","Not Working","","","","","1"
"Yes","2007","Lower Saxony","Full Time","","","","","1"
"Yes","2007","Lower Saxony","Part Time","","","","","1"
"Yes","2007","Lower Saxony","Not Working","","","","","1"
"Yes","2007","Bremen","Full Time","","","","","1"
"Yes","2007","Bremen","Part Time","","","","","1"
"Yes","2007","Bremen","Not Working","","","","","1"
"Yes","2007","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2007","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2007","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2007","Hesse","Full Time","","","","","1"
"Yes","2007","Hesse","Part Time","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2007","Baden-Württemberg","Full Time","","","","","1"
"Yes","2007","Baden-Württemberg","Part Time","","","","","1"
"Yes","2007","Baden-Württemberg","Not Working","","","","","1"
"Yes","2007","Bavaria","Full Time","","","","","1"
"Yes","2007","Bavaria","Part Time","","","","","1"
"Yes","2007","Bavaria","Not Working","","","","","1"
"Yes","2007","Berlin","Full Time","","","","","1"
"Yes","2007","Berlin","Part Time","","","","","1"
"Yes","2007","Berlin","Not Working","","","","","1"
"Yes","2007","Brandenburg","Full Time","","","","","1"
"Yes","2007","Brandenburg","Part Time","","","","","1"
"Yes","2007","Brandenburg","Not Working","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2007","Saxony","Full Time","","","","","1"
"Yes","2007","Saxony","Part Time","","","","","1"
"Yes","2007","Saxony","Not Working","","","","","1"
"Yes","2007","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2007","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2007","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2007","Thuringia","Full Time","","","","","1"
"Yes","2007","Thuringia","Part Time","","","","","1"
"Yes","2007","Thuringia","Not Working","","","","","1"
"No","2008","Schleswig-Holstein","Full Time","","","","","2"
"No","2008","Schleswig-Holstein","Part Time","","","","","2"
"No","2008","Schleswig-Holstein","Not Working","","","","","2"
"No","2008","Hamburg","Full Time","","","","","2"
"No","2008","Hamburg","Part Time","","","","","2"
"No","2008","Hamburg","Not Working","","","","","2"
"No","2008","Lower Saxony","Full Time","","","","","2"
"No","2008","Lower Saxony","Part Time","","","","","2"
"No","2008","Lower Saxony","Not Working","","","","","2"
"No","2008","Bremen","Full Time","","","","","2"
"No","2008","Bremen","Part Time","","","","","2"
"No","2008","North Rhine-Westphalia","Part Time","","","","","2"
"No","2008","Berlin","Part Time","","","","","2"
"No","2008","Berlin","Not Working","","","","","2"
"No","2008","Brandenburg","Full Time","","","","","2"
"No","2008","Brandenburg","Part Time","","","","","2"
"No","2008","Brandenburg","Not Working","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2008","Saxony","Full Time","","","","","2"
"No","2008","Bremen","Not Working","","","","","2"
"No","2008","North Rhine-Westphalia","Full Time","","","","","2"
"No","2008","North Rhine-Westphalia","Not Working","","","","","2"
"No","2008","Hesse","Full Time","","","","","2"
"No","2008","Hesse","Part Time","","","","","2"
"No","2008","Hesse","Not Working","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2008","Baden-Württemberg","Part Time","","","","","2"
"No","2008","Baden-Württemberg","Not Working","","","","","2"
"No","2008","Bavaria","Part Time","","","","","2"
"No","2008","Bavaria","Not Working","","","","","2"
"No","2008","Berlin","Full Time","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2008","Baden-Württemberg","Full Time","","","","","2"
"No","2008","Bavaria","Full Time","","","","","2"
"No","2008","Saxony","Part Time","","","","","2"
"No","2008","Saxony","Not Working","","","","","2"
"No","2008","Saxony-Anhalt","Full Time","","","","","2"
"No","2008","Saxony-Anhalt","Part Time","","","","","2"
"No","2008","Saxony-Anhalt","Not Working","","","","","2"
"No","2008","Thuringia","Full Time","","","","","2"
"No","2008","Thuringia","Part Time","","","","","2"
"No","2008","Thuringia","Not Working","","","","","2"
"Yes","2008","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2008","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2008","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2008","Hamburg","Full Time","","","","","1"
"Yes","2008","Hesse","Not Working","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2008","Baden-Württemberg","Full Time","","","","","1"
"Yes","2008","Baden-Württemberg","Part Time","","","","","1"
"Yes","2008","Hamburg","Part Time","","","","","1"
"Yes","2008","Hamburg","Not Working","","","","","1"
"Yes","2008","Lower Saxony","Full Time","","","","","1"
"Yes","2008","Lower Saxony","Part Time","","","","","1"
"Yes","2008","Lower Saxony","Not Working","","","","","1"
"Yes","2008","Bremen","Full Time","","","","","1"
"Yes","2008","Bremen","Part Time","","","","","1"
"Yes","2008","Bremen","Not Working","","","","","1"
"Yes","2008","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2008","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2008","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2008","Hesse","Full Time","","","","","1"
"Yes","2008","Hesse","Part Time","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2008","Baden-Württemberg","Not Working","","","","","1"
"Yes","2008","Bavaria","Full Time","","","","","1"
"Yes","2008","Bavaria","Part Time","","","","","1"
"Yes","2008","Bavaria","Not Working","","","","","1"
"Yes","2008","Berlin","Full Time","","","","","1"
"Yes","2008","Berlin","Part Time","","","","","1"
"Yes","2008","Berlin","Not Working","","","","","1"
"Yes","2008","Brandenburg","Full Time","","","","","1"
"Yes","2008","Brandenburg","Part Time","","","","","1"
"Yes","2008","Brandenburg","Not Working","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2008","Saxony","Full Time","","","","","1"
"Yes","2008","Saxony","Part Time","","","","","1"
"Yes","2008","Saxony","Not Working","","","","","1"
"Yes","2008","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2008","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2008","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2008","Thuringia","Full Time","","","","","1"
"Yes","2008","Thuringia","Part Time","","","","","1"
"Yes","2008","Thuringia","Not Working","","","","","1"
"No","2009","Schleswig-Holstein","Full Time","","","","","2"
"No","2009","Schleswig-Holstein","Part Time","","","","","2"
"No","2009","Hamburg","Part Time","","","","","2"
"No","2009","Hamburg","Not Working","","","","","2"
"No","2009","Lower Saxony","Full Time","","","","","2"
"No","2009","Lower Saxony","Part Time","","","","","2"
"No","2009","Lower Saxony","Not Working","","","","","2"
"No","2009","Bremen","Full Time","","","","","2"
"No","2009","North Rhine-Westphalia","Part Time","","","","","2"
"No","2009","Schleswig-Holstein","Not Working","","","","","2"
"No","2009","Hamburg","Full Time","","","","","2"
"No","2009","Bremen","Part Time","","","","","2"
"No","2009","Bremen","Not Working","","","","","2"
"No","2009","North Rhine-Westphalia","Full Time","","","","","2"
"No","2009","North Rhine-Westphalia","Not Working","","","","","2"
"No","2009","Hesse","Full Time","","","","","2"
"No","2009","Hesse","Part Time","","","","","2"
"No","2009","Hesse","Not Working","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2009","Berlin","Part Time","","","","","2"
"No","2009","Berlin","Not Working","","","","","2"
"No","2009","Brandenburg","Full Time","","","","","2"
"No","2009","Brandenburg","Part Time","","","","","2"
"No","2009","Brandenburg","Not Working","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2009","Saxony","Full Time","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2009","Baden-Württemberg","Full Time","","","","","2"
"No","2009","Baden-Württemberg","Part Time","","","","","2"
"No","2009","Baden-Württemberg","Not Working","","","","","2"
"No","2009","Bavaria","Part Time","","","","","2"
"No","2009","Bavaria","Not Working","","","","","2"
"No","2009","Berlin","Full Time","","","","","2"
"No","2009","Bavaria","Full Time","","","","","2"
"No","2009","Saxony","Part Time","","","","","2"
"No","2009","Saxony","Not Working","","","","","2"
"No","2009","Saxony-Anhalt","Full Time","","","","","2"
"No","2009","Saxony-Anhalt","Part Time","","","","","2"
"No","2009","Saxony-Anhalt","Not Working","","","","","2"
"No","2009","Thuringia","Full Time","","","","","2"
"No","2009","Thuringia","Part Time","","","","","2"
"No","2009","Thuringia","Not Working","","","","","2"
"Yes","2009","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2009","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2009","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2009","Hamburg","Full Time","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2009","Baden-Württemberg","Full Time","","","","","1"
"Yes","2009","Hesse","Not Working","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2009","Baden-Württemberg","Part Time","","","","","1"
"Yes","2009","Baden-Württemberg","Not Working","","","","","1"
"Yes","2009","Bavaria","Full Time","","","","","1"
"Yes","2009","Bavaria","Part Time","","","","","1"
"Yes","2009","Bavaria","Not Working","","","","","1"
"Yes","2009","Hamburg","Part Time","","","","","1"
"Yes","2009","Hamburg","Not Working","","","","","1"
"Yes","2009","Lower Saxony","Full Time","","","","","1"
"Yes","2009","Lower Saxony","Part Time","","","","","1"
"Yes","2009","Lower Saxony","Not Working","","","","","1"
"Yes","2009","Bremen","Full Time","","","","","1"
"Yes","2009","Bremen","Part Time","","","","","1"
"Yes","2009","Bremen","Not Working","","","","","1"
"Yes","2009","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2009","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2009","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2009","Hesse","Full Time","","","","","1"
"Yes","2009","Hesse","Part Time","","","","","1"
"Yes","2009","Berlin","Full Time","","","","","1"
"Yes","2009","Berlin","Part Time","","","","","1"
"Yes","2009","Berlin","Not Working","","","","","1"
"Yes","2009","Brandenburg","Full Time","","","","","1"
"Yes","2009","Brandenburg","Part Time","","","","","1"
"Yes","2009","Brandenburg","Not Working","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2009","Saxony","Full Time","","","","","1"
"Yes","2009","Saxony","Part Time","","","","","1"
"Yes","2009","Saxony","Not Working","","","","","1"
"Yes","2009","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2009","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2009","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2009","Thuringia","Full Time","","","","","1"
"Yes","2009","Thuringia","Part Time","","","","","1"
"Yes","2009","Thuringia","Not Working","","","","","1"
"No","2010","Schleswig-Holstein","Full Time","","","","","2"
"No","2010","Schleswig-Holstein","Part Time","","","","","2"
"No","2010","Schleswig-Holstein","Not Working","","","","","2"
"No","2010","Hamburg","Full Time","","","","","2"
"No","2010","Hamburg","Part Time","","","","","2"
"No","2010","Hamburg","Not Working","","","","","2"
"No","2010","Lower Saxony","Full Time","","","","","2"
"No","2010","Lower Saxony","Part Time","","","","","2"
"No","2010","Lower Saxony","Not Working","","","","","2"
"No","2010","Bremen","Full Time","","","","","2"
"No","2010","Bremen","Part Time","","","","","2"
"No","2010","Bremen","Not Working","","","","","2"
"No","2010","North Rhine-Westphalia","Full Time","","","","","2"
"No","2010","North Rhine-Westphalia","Part Time","","","","","2"
"No","2010","North Rhine-Westphalia","Not Working","","","","","2"
"No","2010","Hesse","Full Time","","","","","2"
"No","2010","Hesse","Part Time","","","","","2"
"No","2010","Hesse","Not Working","","","","","2"
"No","2010","Berlin","Part Time","","","","","2"
"No","2010","Berlin","Not Working","","","","","2"
"No","2010","Brandenburg","Full Time","","","","","2"
"No","2010","Brandenburg","Part Time","","","","","2"
"No","2010","Brandenburg","Not Working","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2010","Saxony","Full Time","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"No","2010","Baden-Württemberg","Full Time","","","","","2"
"No","2010","Baden-Württemberg","Part Time","","","","","2"
"No","2010","Bavaria","Part Time","","","","","2"
"No","2010","Bavaria","Not Working","","","","","2"
"No","2010","Berlin","Full Time","","","","","2"
"No","2010","Baden-Württemberg","Not Working","","","","","2"
"No","2010","Bavaria","Full Time","","","","","2"
"No","2010","Saxony","Part Time","","","","","2"
"No","2010","Saxony","Not Working","","","","","2"
"No","2010","Saxony-Anhalt","Full Time","","","","","2"
"No","2010","Saxony-Anhalt","Part Time","","","","","2"
"No","2010","Saxony-Anhalt","Not Working","","","","","2"
"No","2010","Thuringia","Full Time","","","","","2"
"No","2010","Thuringia","Part Time","","","","","2"
"No","2010","Thuringia","Not Working","","","","","2"
"Yes","2010","Schleswig-Holstein","Full Time","","","","","1"
"Yes","2010","Schleswig-Holstein","Part Time","","","","","1"
"Yes","2010","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2010","Hamburg","Full Time","","","","","1"
"Yes","2010","Hamburg","Part Time","","","","","1"
"Yes","2010","Hamburg","Not Working","","","","","1"
"Yes","2010","Lower Saxony","Full Time","","","","","1"
"Yes","2010","Lower Saxony","Part Time","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Yes","2010","Baden-Württemberg","Full Time","","","","","1"
"Yes","2010","Hesse","Not Working","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Yes","2010","Baden-Württemberg","Part Time","","","","","1"
"Yes","2010","Baden-Württemberg","Not Working","","","","","1"
"Yes","2010","Bavaria","Full Time","","","","","1"
"Yes","2010","Bavaria","Part Time","","","","","1"
"Yes","2010","Bavaria","Not Working","","","","","1"
"Yes","2010","Lower Saxony","Not Working","","","","","1"
"Yes","2010","Bremen","Full Time","","","","","1"
"Yes","2010","Bremen","Part Time","","","","","1"
"Yes","2010","Bremen","Not Working","","","","","1"
"Yes","2010","North Rhine-Westphalia","Full Time","","","","","1"
"Yes","2010","North Rhine-Westphalia","Part Time","","","","","1"
"Yes","2010","North Rhine-Westphalia","Not Working","","","","","1"
"Yes","2010","Hesse","Full Time","","","","","1"
"Yes","2010","Hesse","Part Time","","","","","1"
"Yes","2010","Berlin","Full Time","","","","","1"
"Yes","2010","Berlin","Part Time","","","","","1"
"Yes","2010","Berlin","Not Working","","","","","1"
"Yes","2010","Brandenburg","Full Time","","","","","1"
"Yes","2010","Brandenburg","Part Time","","","","","1"
"Yes","2010","Brandenburg","Not Working","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2010","Saxony","Full Time","","","","","1"
"Yes","2010","Saxony","Part Time","","","","","1"
"Yes","2010","Saxony","Not Working","","","","","1"
"Yes","2010","Saxony-Anhalt","Full Time","","","","","1"
"Yes","2010","Saxony-Anhalt","Part Time","","","","","1"
"Yes","2010","Saxony-Anhalt","Not Working","","","","","1"
"Yes","2010","Thuringia","Full Time","","","","","1"
"Yes","2010","Thuringia","Part Time","","","","","1"
"Yes","2010","Thuringia","Not Working","","","","","1"
"No","2011","Schleswig-Holstein","Full Time","80","0.37259568588889","0.305587824922227","0.439603546855552","2"
"No","2011","Schleswig-Holstein","Part Time","67","0.582669090469315","0.49480596015899","0.67053222077964","2"
"No","2011","Schleswig-Holstein","Not Working","8","","","","2"
"No","2011","Hamburg","Full Time","50","0.502434881729585","0.407251744918825","0.597618018540344","2"
"No","2011","Hamburg","Part Time","32","0.532044676768326","0.404724177683874","0.659365175852779","2"
"No","2011","Hamburg","Not Working","","","","","2"
"No","2011","Lower Saxony","Full Time","249","0.36914645023346","0.331759354686771","0.406533545780148","2"
"No","2011","Lower Saxony","Part Time","193","0.543383628400552","0.49200014956537","0.594767107235734","2"
"No","2011","Lower Saxony","Not Working","11","","","","2"
"No","2011","Bremen","Full Time","14","","","","2"
"No","2011","Bremen","Part Time","16","","","","2"
"No","2011","Bremen","Not Working","","","","","2"
