"plb0050","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2015","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No","2015","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","2015","(3a) lower tertiary education","in school","","","",""
"No","2015","(3a) lower tertiary education","inadequately","","","",""
"No","2015","(3a) lower tertiary education","general elemantary","","","",""
"No","2015","(3a) lower tertiary education","middle vocational","","","",""
"No","2015","(3a) lower tertiary education","vocational + Abi","","","",""
"No","2015","(3a) lower tertiary education","higher vocational","","","",""
"No","2015","(3a) lower tertiary education","higher education","","","",""
"No","2015","(3b) higher tertiary education","in school","","","",""
"No","2015","(3b) higher tertiary education","inadequately","","","",""
"No","2015","(3b) higher tertiary education","general elemantary","","","",""
"No","2015","(3b) higher tertiary education","middle vocational","","","",""
"No","2015","(3b) higher tertiary education","vocational + Abi","","","",""
"No","2015","(3b) higher tertiary education","higher vocational","","","",""
"No","2015","(3b) higher tertiary education","higher education","","","",""
"Yes","2016","(0) in school","in school","13","","",""
"Yes","2016","(0) in school","inadequately","","","",""
"Yes","2016","(0) in school","general elemantary","","","",""
"Yes","2016","(0) in school","middle vocational","","","",""
"Yes","2016","(0) in school","vocational + Abi","","","",""
"Yes","2016","(0) in school","higher vocational","","","",""
"Yes","2016","(0) in school","higher education","","","",""
"Yes","2016","(1a) inadequately completed","in school","","","",""
"Yes","2016","(1a) inadequately completed","inadequately","53","0.51741367564933","0.431183416199202","0.603643935099458"
"Yes","2016","(1a) inadequately completed","general elemantary","","","",""
"Yes","2016","(1a) inadequately completed","middle vocational","21","","",""
"Yes","2016","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2016","(1a) inadequately completed","higher vocational","","","",""
"Yes","2016","(1a) inadequately completed","higher education","","","",""
"Yes","2016","(1b) general elementary school","in school","","","",""
"Yes","2016","(1b) general elementary school","inadequately","7","","",""
"Yes","2016","(1b) general elementary school","general elemantary","272","0.40118102665156","0.366242453725376","0.436119599577745"
"Yes","2016","(1b) general elementary school","middle vocational","","","",""
"Yes","2016","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2016","(1b) general elementary school","higher vocational","","","",""
"Yes","2016","(1b) general elementary school","higher education","","","",""
"Yes","2016","(1c) basic vocational qualification","in school","","","",""
"Yes","2016","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2016","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2016","(1c) basic vocational qualification","middle vocational","1013","0.478605442132418","0.45769800313027","0.499512881134566"
"Yes","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2016","(1c) basic vocational qualification","higher vocational","82","0.568319348162256","0.489317522042052","0.647321174282461"
"Yes","2016","(1c) basic vocational qualification","higher education","","","",""
"Yes","2016","(2b) intermediate general qualification","in school","","","",""
"Yes","2016","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2016","(2b) intermediate general qualification","general elemantary","187","0.492032903124956","0.442415886038276","0.541649920211637"
"Yes","2016","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2016","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2016","(2b) intermediate general qualification","higher education","","","",""
"Yes","2016","(2a) intermediate vocational","in school","","","",""
"Yes","2016","(2a) intermediate vocational","inadequately","","","",""
"Yes","2016","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2016","(2a) intermediate vocational","middle vocational","1606","0.51379667859699","0.49639772752575","0.531195629668229"
"Yes","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2016","(2a) intermediate vocational","higher vocational","208","0.536862721232858","0.487935771962212","0.585789670503505"
"Yes","2016","(2a) intermediate vocational","higher education","","","",""
"Yes","2016","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2016","(2c_gen) general maturity certificate","middle vocational","282","0.477079992612818","0.438799946866317","0.51536003835932"
"Yes","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2016","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","vocational + Abi","747","0.53976952922686","0.514177178328101","0.565361880125619"
"Yes","2016","(2c_voc) vocational maturity certificate","higher vocational","194","0.627516125410935","0.57262449351303","0.682407757308841"
"Yes","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2016","(3a) lower tertiary education","in school","","","",""
"Yes","2016","(3a) lower tertiary education","inadequately","","","",""
"Yes","2016","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2016","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2016","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2016","(3a) lower tertiary education","higher education","744","0.686234436532954","0.659239080927162","0.713229792138747"
"Yes","2016","(3b) higher tertiary education","in school","","","",""
"Yes","2016","(3b) higher tertiary education","inadequately","","","",""
"Yes","2016","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2016","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2016","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2016","(3b) higher tertiary education","higher education","1677","0.637444338725982","0.61904338949709","0.655845287954873"
"No","2016","(0) in school","in school","39","0.816853249990376","0.711725335739707","0.921981164241046"
"No","2016","(0) in school","inadequately","","","",""
"No","2016","(0) in school","general elemantary","","","",""
"No","2016","(0) in school","middle vocational","","","",""
"No","2016","(0) in school","vocational + Abi","","","",""
"No","2016","(0) in school","higher vocational","","","",""
"No","2016","(0) in school","higher education","","","",""
"No","2016","(1a) inadequately completed","in school","","","",""
"No","2016","(1a) inadequately completed","inadequately","76","0.48258632435067","0.396356064900542","0.568816583800798"
"No","2016","(1a) inadequately completed","general elemantary","","","",""
"No","2016","(1a) inadequately completed","middle vocational","36","0.712293507356461","0.594772640189292","0.82981437452363"
"No","2016","(1a) inadequately completed","vocational + Abi","","","",""
"No","2016","(1a) inadequately completed","higher vocational","4","","",""
"No","2016","(1a) inadequately completed","higher education","","","",""
"No","2016","(1b) general elementary school","in school","","","",""
"No","2016","(1b) general elementary school","inadequately","11","","",""
"No","2016","(1b) general elementary school","general elemantary","484","0.59881897334844","0.563880400422255","0.633757546274624"
"No","2016","(1b) general elementary school","middle vocational","","","",""
"No","2016","(1b) general elementary school","vocational + Abi","","","",""
"No","2016","(1b) general elementary school","higher vocational","","","",""
"No","2016","(1b) general elementary school","higher education","","","",""
"No","2016","(1c) basic vocational qualification","in school","","","",""
"No","2016","(1c) basic vocational qualification","inadequately","","","",""
"No","2016","(1c) basic vocational qualification","general elemantary","","","",""
"No","2016","(1c) basic vocational qualification","middle vocational","1180","0.521394557867582","0.500487118865434","0.54230199686973"
"No","2016","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","2016","(1c) basic vocational qualification","higher vocational","69","0.431680651837744","0.352678825717539","0.510682477957948"
"No","2016","(1c) basic vocational qualification","higher education","","","",""
"No","2016","(2b) intermediate general qualification","in school","","","",""
"No","2016","(2b) intermediate general qualification","inadequately","","","",""
"No","2016","(2b) intermediate general qualification","general elemantary","203","0.507967096875044","0.458350079788364","0.557584113961724"
"No","2016","(2b) intermediate general qualification","middle vocational","","","",""
"No","2016","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","2016","(2b) intermediate general qualification","higher vocational","","","",""
"No","2016","(2b) intermediate general qualification","higher education","","","",""
"No","2016","(2a) intermediate vocational","in school","","","",""
"No","2016","(2a) intermediate vocational","inadequately","","","",""
"No","2016","(2a) intermediate vocational","general elemantary","","","",""
"No","2016","(2a) intermediate vocational","middle vocational","1564","0.48620332140301","0.468804370331771","0.50360227247425"
"No","2016","(2a) intermediate vocational","vocational + Abi","","","",""
"No","2016","(2a) intermediate vocational","higher vocational","191","0.463137278767142","0.414210329496495","0.512064228037788"
"No","2016","(2a) intermediate vocational","higher education","","","",""
"No","2016","(2c_gen) general maturity certificate","in school","","","",""
"No","2016","(2c_gen) general maturity certificate","inadequately","","","",""
"No","2016","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","2016","(2c_gen) general maturity certificate","middle vocational","372","0.522920007387182","0.48463996164068","0.561200053133683"
"No","2016","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","2016","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","2016","(2c_gen) general maturity certificate","higher education","","","",""
"No","2016","(2c_voc) vocational maturity certificate","in school","","","",""
"No","2016","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","2016","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","2016","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","2016","(2c_voc) vocational maturity certificate","vocational + Abi","710","0.46023047077314","0.434638119874381","0.485822821671899"
"No","2016","(2c_voc) vocational maturity certificate","higher vocational","104","0.372483874589064","0.317592242691159","0.42737550648697"
"No","2016","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","2016","(3a) lower tertiary education","in school","","","",""
"No","2016","(3a) lower tertiary education","inadequately","","","",""
"No","2016","(3a) lower tertiary education","general elemantary","","","",""
"No","2016","(3a) lower tertiary education","middle vocational","","","",""
"No","2016","(3a) lower tertiary education","vocational + Abi","","","",""
"No","2016","(3a) lower tertiary education","higher vocational","","","",""
"No","2016","(3a) lower tertiary education","higher education","391","0.313765563467046","0.286770207861253","0.340760919072838"
"No","2016","(3b) higher tertiary education","in school","","","",""
"No","2016","(3b) higher tertiary education","inadequately","","","",""
"No","2016","(3b) higher tertiary education","general elemantary","","","",""
"No","2016","(3b) higher tertiary education","middle vocational","","","",""
"No","2016","(3b) higher tertiary education","vocational + Abi","","","",""
"No","2016","(3b) higher tertiary education","higher vocational","","","",""
"No","2016","(3b) higher tertiary education","higher education","945","0.362555661274018","0.344154712045127","0.38095661050291"
"Yes","2017","(0) in school","in school","","","",""
"Yes","2017","(0) in school","inadequately","","","",""
"Yes","2017","(0) in school","general elemantary","","","",""
"Yes","2017","(0) in school","middle vocational","","","",""
"Yes","2017","(0) in school","vocational + Abi","","","",""
"Yes","2017","(0) in school","higher vocational","","","",""
"Yes","2017","(0) in school","higher education","","","",""
"Yes","2017","(1a) inadequately completed","in school","","","",""
"Yes","2017","(1a) inadequately completed","inadequately","","","",""
"Yes","2017","(1a) inadequately completed","general elemantary","","","",""
"Yes","2017","(1a) inadequately completed","middle vocational","","","",""
"Yes","2017","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2017","(1a) inadequately completed","higher vocational","","","",""
"Yes","2017","(1a) inadequately completed","higher education","","","",""
"Yes","2017","(1b) general elementary school","in school","","","",""
"Yes","2017","(1b) general elementary school","inadequately","","","",""
"Yes","2017","(1b) general elementary school","general elemantary","","","",""
"Yes","2017","(1b) general elementary school","middle vocational","","","",""
"Yes","2017","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2017","(1b) general elementary school","higher vocational","","","",""
"Yes","2017","(1b) general elementary school","higher education","","","",""
"Yes","2017","(1c) basic vocational qualification","in school","","","",""
"Yes","2017","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2017","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2017","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2017","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2017","(1c) basic vocational qualification","higher education","","","",""
"Yes","2017","(2b) intermediate general qualification","in school","","","",""
"Yes","2017","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2017","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2017","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2017","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2017","(2b) intermediate general qualification","higher education","","","",""
"Yes","2017","(2a) intermediate vocational","in school","","","",""
"Yes","2017","(2a) intermediate vocational","inadequately","","","",""
"Yes","2017","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2017","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2017","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2017","(2a) intermediate vocational","higher education","","","",""
"Yes","2017","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2017","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2017","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2017","(3a) lower tertiary education","in school","","","",""
"Yes","2017","(3a) lower tertiary education","inadequately","","","",""
"Yes","2017","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2017","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2017","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2017","(3a) lower tertiary education","higher education","","","",""
"Yes","2017","(3b) higher tertiary education","in school","","","",""
"Yes","2017","(3b) higher tertiary education","inadequately","","","",""
"Yes","2017","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2017","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2017","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2017","(3b) higher tertiary education","higher education","","","",""
"No","2017","(0) in school","in school","","","",""
"No","2017","(0) in school","inadequately","","","",""
"No","2017","(0) in school","general elemantary","","","",""
"No","2017","(0) in school","middle vocational","","","",""
"No","2017","(0) in school","vocational + Abi","","","",""
"No","2017","(0) in school","higher vocational","","","",""
"No","2017","(0) in school","higher education","","","",""
"No","2017","(1a) inadequately completed","in school","","","",""
"No","2017","(1a) inadequately completed","inadequately","","","",""
"No","2017","(1a) inadequately completed","general elemantary","","","",""
"No","2017","(1a) inadequately completed","middle vocational","","","",""
"No","2017","(1a) inadequately completed","vocational + Abi","","","",""
"No","2017","(1a) inadequately completed","higher vocational","","","",""
"No","2017","(1a) inadequately completed","higher education","","","",""
"No","2017","(1b) general elementary school","in school","","","",""
"No","2017","(1b) general elementary school","inadequately","","","",""
"No","2017","(1b) general elementary school","general elemantary","","","",""
"No","2017","(1b) general elementary school","middle vocational","","","",""
"No","2017","(1b) general elementary school","vocational + Abi","","","",""
"No","2017","(1b) general elementary school","higher vocational","","","",""
"No","2017","(1b) general elementary school","higher education","","","",""
"No","2017","(1c) basic vocational qualification","in school","","","",""
"No","2017","(1c) basic vocational qualification","inadequately","","","",""
"No","2017","(1c) basic vocational qualification","general elemantary","","","",""
"No","2017","(1c) basic vocational qualification","middle vocational","","","",""
"No","2017","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","2017","(1c) basic vocational qualification","higher vocational","","","",""
"No","2017","(1c) basic vocational qualification","higher education","","","",""
"No","2017","(2b) intermediate general qualification","in school","","","",""
"No","2017","(2b) intermediate general qualification","inadequately","","","",""
"No","2017","(2b) intermediate general qualification","general elemantary","","","",""
"No","2017","(2b) intermediate general qualification","middle vocational","","","",""
"No","2017","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","2017","(2b) intermediate general qualification","higher vocational","","","",""
"No","2017","(2b) intermediate general qualification","higher education","","","",""
"No","2017","(2a) intermediate vocational","in school","","","",""
"No","2017","(2a) intermediate vocational","inadequately","","","",""
"No","2017","(2a) intermediate vocational","general elemantary","","","",""
"No","2017","(2a) intermediate vocational","middle vocational","","","",""
"No","2017","(2a) intermediate vocational","vocational + Abi","","","",""
"No","2017","(2a) intermediate vocational","higher vocational","","","",""
"No","2017","(2a) intermediate vocational","higher education","","","",""
"No","2017","(2c_gen) general maturity certificate","in school","","","",""
"No","2017","(2c_gen) general maturity certificate","inadequately","","","",""
"No","2017","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","2017","(2c_gen) general maturity certificate","middle vocational","","","",""
"No","2017","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","2017","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","2017","(2c_gen) general maturity certificate","higher education","","","",""
"No","2017","(2c_voc) vocational maturity certificate","in school","","","",""
"No","2017","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","2017","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","2017","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","2017","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"No","2017","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No","2017","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","2017","(3a) lower tertiary education","in school","","","",""
"No","2017","(3a) lower tertiary education","inadequately","","","",""
"No","2017","(3a) lower tertiary education","general elemantary","","","",""
"No","2017","(3a) lower tertiary education","middle vocational","","","",""
"No","2017","(3a) lower tertiary education","vocational + Abi","","","",""
"No","2017","(3a) lower tertiary education","higher vocational","","","",""
"No","2017","(3a) lower tertiary education","higher education","","","",""
"No","2017","(3b) higher tertiary education","in school","","","",""
"No","2017","(3b) higher tertiary education","inadequately","","","",""
"No","2017","(3b) higher tertiary education","general elemantary","","","",""
"No","2017","(3b) higher tertiary education","middle vocational","","","",""
"No","2017","(3b) higher tertiary education","vocational + Abi","","","",""
"No","2017","(3b) higher tertiary education","higher vocational","","","",""
"No","2017","(3b) higher tertiary education","higher education","","","",""
"Yes","2018","(0) in school","in school","","","",""
"Yes","2018","(0) in school","inadequately","","","",""
"Yes","2018","(0) in school","general elemantary","","","",""
"Yes","2018","(0) in school","middle vocational","","","",""
"Yes","2018","(0) in school","vocational + Abi","","","",""
"Yes","2018","(0) in school","higher vocational","","","",""
"Yes","2018","(0) in school","higher education","","","",""
"Yes","2018","(1a) inadequately completed","in school","","","",""
"Yes","2018","(1a) inadequately completed","inadequately","","","",""
"Yes","2018","(1a) inadequately completed","general elemantary","","","",""
"Yes","2018","(1a) inadequately completed","middle vocational","","","",""
"Yes","2018","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2018","(1a) inadequately completed","higher vocational","","","",""
"Yes","2018","(1a) inadequately completed","higher education","","","",""
"Yes","2018","(1b) general elementary school","in school","","","",""
"Yes","2018","(1b) general elementary school","inadequately","","","",""
"Yes","2018","(1b) general elementary school","general elemantary","","","",""
"Yes","2018","(1b) general elementary school","middle vocational","","","",""
"Yes","2018","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2018","(1b) general elementary school","higher vocational","","","",""
"Yes","2018","(1b) general elementary school","higher education","","","",""
"Yes","2018","(1c) basic vocational qualification","in school","","","",""
"Yes","2018","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2018","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2018","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2018","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2018","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2018","(1c) basic vocational qualification","higher education","","","",""
"Yes","2018","(2b) intermediate general qualification","in school","","","",""
"Yes","2018","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2018","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2018","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2018","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2018","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2018","(2b) intermediate general qualification","higher education","","","",""
"Yes","2018","(2a) intermediate vocational","in school","","","",""
"Yes","2018","(2a) intermediate vocational","inadequately","","","",""
"Yes","2018","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2018","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2018","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2018","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2018","(2a) intermediate vocational","higher education","","","",""
"Yes","2018","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2018","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2018","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2018","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2018","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2018","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2018","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2018","(3a) lower tertiary education","in school","","","",""
"Yes","2018","(3a) lower tertiary education","inadequately","","","",""
"Yes","2018","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2018","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2018","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2018","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2018","(3a) lower tertiary education","higher education","","","",""
"Yes","2018","(3b) higher tertiary education","in school","","","",""
"Yes","2018","(3b) higher tertiary education","inadequately","","","",""
"Yes","2018","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2018","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2018","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2018","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2018","(3b) higher tertiary education","higher education","","","",""
"No","2018","(0) in school","in school","","","",""
"No","2018","(0) in school","inadequately","","","",""
"No","2018","(0) in school","general elemantary","","","",""
"No","2018","(0) in school","middle vocational","","","",""
"No","2018","(0) in school","vocational + Abi","","","",""
"No","2018","(0) in school","higher vocational","","","",""
"No","2018","(0) in school","higher education","","","",""
"No","2018","(1a) inadequately completed","in school","","","",""
"No","2018","(1a) inadequately completed","inadequately","","","",""
"No","2018","(1a) inadequately completed","general elemantary","","","",""
"No","2018","(1a) inadequately completed","middle vocational","","","",""
"No","2018","(1a) inadequately completed","vocational + Abi","","","",""
"No","2018","(1a) inadequately completed","higher vocational","","","",""
"No","2018","(1a) inadequately completed","higher education","","","",""
"No","2018","(1b) general elementary school","in school","","","",""
"No","2018","(1b) general elementary school","inadequately","","","",""
"No","2018","(1b) general elementary school","general elemantary","","","",""
"No","2018","(1b) general elementary school","middle vocational","","","",""
"No","2018","(1b) general elementary school","vocational + Abi","","","",""
"No","2018","(1b) general elementary school","higher vocational","","","",""
"No","2018","(1b) general elementary school","higher education","","","",""
"No","2018","(1c) basic vocational qualification","in school","","","",""
"No","2018","(1c) basic vocational qualification","inadequately","","","",""
"No","2018","(1c) basic vocational qualification","general elemantary","","","",""
"No","2018","(1c) basic vocational qualification","middle vocational","","","",""
"No","2018","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","2018","(1c) basic vocational qualification","higher vocational","","","",""
"No","2018","(1c) basic vocational qualification","higher education","","","",""
"No","2018","(2b) intermediate general qualification","in school","","","",""
"No","2018","(2b) intermediate general qualification","inadequately","","","",""
"No","2018","(2b) intermediate general qualification","general elemantary","","","",""
"No","2018","(2b) intermediate general qualification","middle vocational","","","",""
"No","2018","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","2018","(2b) intermediate general qualification","higher vocational","","","",""
"No","2018","(2b) intermediate general qualification","higher education","","","",""
"No","2018","(2a) intermediate vocational","in school","","","",""
"No","2018","(2a) intermediate vocational","inadequately","","","",""
"No","2018","(2a) intermediate vocational","general elemantary","","","",""
"No","2018","(2a) intermediate vocational","middle vocational","","","",""
"No","2018","(2a) intermediate vocational","vocational + Abi","","","",""
"No","2018","(2a) intermediate vocational","higher vocational","","","",""
"No","2018","(2a) intermediate vocational","higher education","","","",""
"No","2018","(2c_gen) general maturity certificate","in school","","","",""
"No","2018","(2c_gen) general maturity certificate","inadequately","","","",""
"No","2018","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","2018","(2c_gen) general maturity certificate","middle vocational","","","",""
"No","2018","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","2018","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","2018","(2c_gen) general maturity certificate","higher education","","","",""
"No","2018","(2c_voc) vocational maturity certificate","in school","","","",""
"No","2018","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","2018","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","2018","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","2018","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"No","2018","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"No","2018","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","2018","(3a) lower tertiary education","in school","","","",""
"No","2018","(3a) lower tertiary education","inadequately","","","",""
"No","2018","(3a) lower tertiary education","general elemantary","","","",""
"No","2018","(3a) lower tertiary education","middle vocational","","","",""
"No","2018","(3a) lower tertiary education","vocational + Abi","","","",""
"No","2018","(3a) lower tertiary education","higher vocational","","","",""
"No","2018","(3a) lower tertiary education","higher education","","","",""
"No","2018","(3b) higher tertiary education","in school","","","",""
"No","2018","(3b) higher tertiary education","inadequately","","","",""
"No","2018","(3b) higher tertiary education","general elemantary","","","",""
"No","2018","(3b) higher tertiary education","middle vocational","","","",""
"No","2018","(3b) higher tertiary education","vocational + Abi","","","",""
"No","2018","(3b) higher tertiary education","higher vocational","","","",""
"No","2018","(3b) higher tertiary education","higher education","","","",""
"Yes","2019","(0) in school","in school","23","","",""
"Yes","2019","(0) in school","inadequately","","","",""
"Yes","2019","(0) in school","general elemantary","","","",""
"Yes","2019","(0) in school","middle vocational","","","",""
"Yes","2019","(0) in school","vocational + Abi","","","",""
"Yes","2019","(0) in school","higher vocational","","","",""
"Yes","2019","(0) in school","higher education","","","",""
"Yes","2019","(1a) inadequately completed","in school","","","",""
"Yes","2019","(1a) inadequately completed","inadequately","53","0.50079049889486","0.413486873236495","0.588094124553225"
"Yes","2019","(1a) inadequately completed","general elemantary","","","",""
"Yes","2019","(1a) inadequately completed","middle vocational","14","","",""
"Yes","2019","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2019","(1a) inadequately completed","higher vocational","","","",""
"Yes","2019","(1a) inadequately completed","higher education","","","",""
"Yes","2019","(1b) general elementary school","in school","","","",""
"Yes","2019","(1b) general elementary school","inadequately","11","","",""
"Yes","2019","(1b) general elementary school","general elemantary","257","0.389594714818529","0.353155455318021","0.426033974319037"
