"plb0050","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2018","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","Employed","1-pers.-HH","","","","","1"
"Yes","2018","Employed","(Married) couple without C. ","","","","","1"
"Yes","2018","Not Employed","Single parent ","","","","","1"
"Yes","2018","Employed","Single parent ","","","","","1"
"Yes","2018","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2018","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2018","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","Not Employed","Couple + C. LE 16 ","","","","","1"
"No","2019","Not Employed","1-pers.-HH","47","0.638269268201983","0.526502269920914","0.750036266483052","2"
"No","2019","Not Employed","(Married) couple without C. ","110","0.664169439500862","0.58676254867223","0.741576330329494","2"
"No","2019","Not Employed","Single parent ","47","0.69096788520895","0.581935808528979","0.799999961888921","2"
"No","2019","Not Employed","Couple + C. LE 16 ","77","0.550569001650724","0.463712924985686","0.637425078315762","2"
"No","2019","Not Employed","Couple + C. GT 16 ","48","0.578763300496445","0.470565933942886","0.686960667050005","2"
"No","2019","Not Employed","Couple + C. LE and GT 16","48","0.656133045140389","0.544859929658202","0.767406160622576","2"
"No","2019","Employed","1-pers.-HH","933","0.416702708501486","0.395155044379422","0.43825037262355","2"
"No","2019","Employed","(Married) couple without C. ","2179","0.464927942650919","0.44965530425818","0.480200581043658","2"
"No","2019","Employed","Single parent ","619","0.490911783197401","0.463019198407426","0.518804367987376","2"
"No","2019","Employed","Couple + C. LE 16 ","1980","0.44917300877729","0.433682699034087","0.464663318520492","2"
"No","2019","Employed","Couple + C. GT 16 ","1010","0.457130047987419","0.43530313418768","0.478956961787158","2"
"No","2019","Employed","Couple + C. LE and GT 16","737","0.488231380015382","0.462591184400231","0.513871575630533","2"
"Yes","2019","Not Employed","1-pers.-HH","24","","","","1"
"Yes","2019","Not Employed","(Married) couple without C. ","33","0.335830560499138","0.258423669670506","0.41323745132777","1"
"Yes","2019","Not Employed","Couple + C. GT 16 ","32","0.421236699503555","0.313039332949995","0.529434066057114","1"
"Yes","2019","Not Employed","Couple + C. LE and GT 16","22","","","","1"
"Yes","2019","Employed","1-pers.-HH","1078","0.583297291498514","0.56174962737645","0.604844955620578","1"
"Yes","2019","Employed","(Married) couple without C. ","1918","0.535072057349081","0.519799418956342","0.55034469574182","1"
"Yes","2019","Not Employed","Single parent ","22","","","","1"
"Yes","2019","Employed","Single parent ","615","0.509088216802599","0.481195632012624","0.536980801592574","1"
"Yes","2019","Employed","Couple + C. LE 16 ","1981","0.55082699122271","0.535336681479508","0.566317300965913","1"
"Yes","2019","Employed","Couple + C. LE and GT 16","723","0.511768619984618","0.486128424369467","0.537408815599769","1"
"Yes","2019","Not Employed","Couple + C. LE 16 ","49","0.449430998349276","0.362574921684238","0.536287075014314","1"
"Yes","2019","Employed","Couple + C. GT 16 ","991","0.542869952012581","0.521043038212842","0.56469686581232","1"
