"pli0081","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1995","Single parent ","Urban Area","98","0.247352750616746","0.205989557120312","0.28871594411318","4"
"Rarely","1995","Couple + C. GT 16 ","Urban Area","363","0.270608023120568","0.248708584539673","0.292507461701463","4"
"Rarely","1995","Single parent ","Rural Area","41","0.238199902643746","0.177945500950685","0.298454304336807","4"
"Rarely","1995","Couple + C. GT 16 ","Rural Area","181","0.215657142991094","0.188891397497033","0.242422888485155","4"
"Rarely","1995","Couple + C. LE 16 ","Rural Area","199","0.187668006210547","0.164646758856217","0.210689253564878","4"
"Rarely","1995","Couple + C. LE and GT 16","Rural Area","113","0.237022173580936","0.197599617828542","0.276444729333329","4"
"Rarely","1995","Couple + C. LE 16 ","Urban Area","320","0.183979485500517","0.167173829848101","0.200785141152933","4"
"Rarely","1995","Couple + C. LE and GT 16","Urban Area","183","0.267288927974572","0.236545774096291","0.298032081852852","4"
"Daily","1996","1-pers.-HH","Urban Area","","","","","1"
"Daily","1996","1-pers.-HH","Rural Area","","","","","1"
"Daily","1996","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1996","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1996","Single parent ","Rural Area","","","","","1"
"Daily","1996","Single parent ","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1996","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","1996","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Min 1x per month","1996","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","1996","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","1996","Single parent ","Rural Area","","","","","3"
"Min 1x per month","1996","Single parent ","Urban Area","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per week","1996","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","1996","Single parent ","Urban Area","","","","","2"
"Min 1x per week","1996","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","1996","Single parent ","Rural Area","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Never","1996","1-pers.-HH","Urban Area","","","","","5"
"Never","1996","(Married) couple without C. ","Urban Area","","","","","5"
"Never","1996","1-pers.-HH","Rural Area","","","","","5"
"Never","1996","(Married) couple without C. ","Rural Area","","","","","5"
"Never","1996","Single parent ","Urban Area","","","","","5"
"Never","1996","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","1996","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","1996","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","1996","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","1996","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","1996","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Never","1996","Single parent ","Rural Area","","","","","5"
"Rarely","1996","1-pers.-HH","Urban Area","","","","","4"
"Rarely","1996","1-pers.-HH","Rural Area","","","","","4"
"Rarely","1996","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","1996","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","1996","Single parent ","Urban Area","","","","","4"
"Rarely","1996","Single parent ","Rural Area","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","1997","1-pers.-HH","Urban Area","","","","","1"
"Daily","1997","1-pers.-HH","Rural Area","","","","","1"
"Daily","1997","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1997","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1997","Single parent ","Urban Area","","","","","1"
"Daily","1997","Single parent ","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1997","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1997","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1997","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","1997","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","1997","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","1997","Single parent ","Urban Area","","","","","3"
"Min 1x per month","1997","Single parent ","Rural Area","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","1997","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","1997","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","1997","Single parent ","Urban Area","","","","","2"
"Min 1x per week","1997","Single parent ","Rural Area","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Never","1997","1-pers.-HH","Rural Area","","","","","5"
"Never","1997","1-pers.-HH","Urban Area","","","","","5"
"Never","1997","(Married) couple without C. ","Urban Area","","","","","5"
"Never","1997","(Married) couple without C. ","Rural Area","","","","","5"
"Never","1997","Single parent ","Urban Area","","","","","5"
"Never","1997","Single parent ","Rural Area","","","","","5"
"Never","1997","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","1997","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","1997","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","1997","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","1997","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","1997","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","1997","1-pers.-HH","Rural Area","","","","","4"
"Rarely","1997","1-pers.-HH","Urban Area","","","","","4"
"Rarely","1997","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","1997","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","1997","Single parent ","Urban Area","","","","","4"
"Rarely","1997","Single parent ","Rural Area","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Daily","1998","1-pers.-HH","Urban Area","140","0.0976484071497129","0.0813035827186419","0.113993231580784","1"
"Daily","1998","1-pers.-HH","Rural Area","64","0.124116290290319","0.0948928541778552","0.153339726402784","1"
"Daily","1998","(Married) couple without C. ","Urban Area","213","0.0648517342939121","0.0557138212058851","0.0739896473819391","1"
"Daily","1998","(Married) couple without C. ","Rural Area","129","0.0858028023586543","0.0709667947986434","0.100638809918665","1"
"Daily","1998","Single parent ","Urban Area","55","0.103799416065363","0.0765425688823584","0.131056263248367","1"
"Daily","1998","Single parent ","Rural Area","23","","","","1"
"Daily","1998","Couple + C. LE 16 ","Urban Area","206","0.0822608252370351","0.0703113372892427","0.0942103131848276","1"
"Daily","1998","Couple + C. LE 16 ","Rural Area","82","0.0742252587118794","0.0585038670104477","0.0899466504133112","1"
"Daily","1998","Couple + C. GT 16 ","Urban Area","154","0.0820065840147814","0.0686250478625294","0.0953881201670333","1"
"Daily","1998","Couple + C. GT 16 ","Rural Area","58","0.0577031571771811","0.0428203141704052","0.0725860001839569","1"
"Daily","1998","Couple + C. LE and GT 16","Urban Area","54","0.0571565723411587","0.0402935553115456","0.0740195893707718","1"
"Daily","1998","Couple + C. LE and GT 16","Rural Area","21","","","","1"
"Min 1x per month","1998","1-pers.-HH","Rural Area","122","0.27133429239684","0.231923953476727","0.310744631316954","3"
"Min 1x per month","1998","1-pers.-HH","Urban Area","287","0.229427907820366","0.206275852898893","0.252579962741839","3"
"Min 1x per month","1998","(Married) couple without C. ","Rural Area","415","0.313469394830161","0.288895505900328","0.338043283759994","3"
"Min 1x per month","1998","(Married) couple without C. ","Urban Area","809","0.296486397493852","0.279539717626867","0.313433077360837","3"
"Min 1x per month","1998","Single parent ","Urban Area","129","0.284920801670449","0.244582769876605","0.325258833464294","3"
"Min 1x per month","1998","Single parent ","Rural Area","59","0.233813294892442","0.178874064113475","0.288752525671409","3"
"Min 1x per month","1998","Couple + C. LE 16 ","Urban Area","559","0.303270279143082","0.283279016575264","0.3232615417109","3"
"Min 1x per month","1998","Couple + C. LE 16 ","Rural Area","353","0.369315445454318","0.340370862408923","0.398260028499713","3"
"Min 1x per month","1998","Couple + C. GT 16 ","Urban Area","500","0.318539929640129","0.29581701827342","0.341262841006838","3"
"Min 1x per month","1998","Couple + C. GT 16 ","Rural Area","325","0.322087393383139","0.29226338840824","0.351911398358039","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","Rural Area","190","0.376430410092085","0.334667799988872","0.418193020195298","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","Urban Area","226","0.299777513988403","0.266496239061099","0.333058788915706","3"
"Min 1x per week","1998","1-pers.-HH","Urban Area","521","0.394014608893262","0.367108739912463","0.42092047787406","2"
"Min 1x per week","1998","1-pers.-HH","Rural Area","206","0.392803259638497","0.349517412769187","0.436089106507808","2"
"Min 1x per week","1998","(Married) couple without C. ","Rural Area","603","0.406615533358349","0.380595584638921","0.432635482077776","2"
"Min 1x per week","1998","(Married) couple without C. ","Urban Area","1239","0.424734048386127","0.406392378910144","0.443075717862111","2"
"Min 1x per week","1998","Single parent ","Urban Area","191","0.3599865309904","0.317090882717298","0.402882179263503","2"
"Min 1x per week","1998","Single parent ","Rural Area","80","0.380142326583878","0.317133734913031","0.443150918254724","2"
"Min 1x per week","1998","Couple + C. LE 16 ","Urban Area","966","0.442540150415671","0.420939030615541","0.464141270215801","2"
"Min 1x per week","1998","Couple + C. LE 16 ","Rural Area","459","0.388328130348992","0.35909864662024","0.417557614077745","2"
"Min 1x per week","1998","Couple + C. GT 16 ","Urban Area","571","0.331683328058643","0.308721059260941","0.354645596856345","2"
"Min 1x per week","1998","Couple + C. GT 16 ","Rural Area","346","0.385354413639507","0.354292028719227","0.416416798559788","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","Urban Area","254","0.342605503159807","0.308131429854132","0.377079576465483","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","Rural Area","176","0.353753361942553","0.312538651232656","0.394968072652449","2"
"Never","1998","1-pers.-HH","Rural Area","14","","","","5"
"Never","1998","1-pers.-HH","Urban Area","60","0.0526787248018658","0.0403781316071938","0.0649793179965377","5"
"Never","1998","(Married) couple without C. ","Urban Area","37","0.0167699941416846","0.0120052453708574","0.0215347429125119","5"
"Never","1998","(Married) couple without C. ","Rural Area","7","","","","5"
"Never","1998","Single parent ","Urban Area","11","","","","5"
"Never","1998","Single parent ","Rural Area","10","","","","5"
"Never","1998","Couple + C. LE 16 ","Urban Area","19","","","","5"
"Never","1998","Couple + C. LE 16 ","Rural Area","2","","","","5"
"Never","1998","Couple + C. GT 16 ","Urban Area","43","0.0234434865717042","0.0160640769367724","0.030822896206636","5"
"Never","1998","Couple + C. GT 16 ","Rural Area","15","","","","5"
"Never","1998","Couple + C. LE and GT 16","Urban Area","18","","","","5"
"Never","1998","Couple + C. LE and GT 16","Rural Area","2","","","","5"
"Rarely","1998","(Married) couple without C. ","Urban Area","492","0.197157825684424","0.182395047696686","0.211920603672161","4"
"Rarely","1998","1-pers.-HH","Urban Area","259","0.226230351334793","0.203192548147831","0.249268154521756","4"
"Rarely","1998","1-pers.-HH","Rural Area","83","0.181222177327942","0.1470806953247","0.215363659331183","4"
"Rarely","1998","(Married) couple without C. ","Rural Area","215","0.18507068258514","0.16449874721113","0.20564261795915","4"
"Rarely","1998","Single parent ","Urban Area","95","0.231171853434258","0.19349647116752","0.268847235700996","4"
"Rarely","1998","Single parent ","Rural Area","56","0.254617420131864","0.198069798474618","0.311165041789109","4"
"Rarely","1998","Couple + C. LE 16 ","Urban Area","281","0.165213096692448","0.149061956808118","0.181364236576778","4"
"Rarely","1998","Couple + C. LE 16 ","Rural Area","172","0.162203747402545","0.14009510306858","0.18431239173651","4"
"Rarely","1998","Couple + C. GT 16 ","Urban Area","347","0.244326671714742","0.223370385845088","0.265282957584397","4"
"Rarely","1998","Couple + C. GT 16 ","Rural Area","199","0.217119461074477","0.190805309649938","0.243433612499016","4"
"Rarely","1998","Couple + C. LE and GT 16","Urban Area","176","0.280023608734883","0.247406996289772","0.312640221179995","4"
"Rarely","1998","Couple + C. LE and GT 16","Rural Area","128","0.228913451916808","0.192698322622678","0.265128581210938","4"
"Daily","1999","1-pers.-HH","Urban Area","","","","","1"
"Daily","1999","1-pers.-HH","Rural Area","","","","","1"
"Daily","1999","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","1999","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","1999","Single parent ","Urban Area","","","","","1"
"Daily","1999","Single parent ","Rural Area","","","","","1"
"Daily","1999","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","1999","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","1999","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","1999","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","1999","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","1999","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","1999","Single parent ","Urban Area","","","","","3"
"Min 1x per month","1999","Single parent ","Rural Area","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","1999","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","1999","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","1999","Single parent ","Rural Area","","","","","2"
"Min 1x per week","1999","Single parent ","Urban Area","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Never","1999","1-pers.-HH","Urban Area","","","","","5"
"Never","1999","1-pers.-HH","Rural Area","","","","","5"
"Never","1999","(Married) couple without C. ","Urban Area","","","","","5"
"Never","1999","(Married) couple without C. ","Rural Area","","","","","5"
"Never","1999","Single parent ","Urban Area","","","","","5"
"Never","1999","Single parent ","Rural Area","","","","","5"
"Never","1999","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","1999","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","1999","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","1999","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","1999","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","1999","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","1999","1-pers.-HH","Rural Area","","","","","4"
"Rarely","1999","1-pers.-HH","Urban Area","","","","","4"
"Rarely","1999","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","1999","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","1999","Single parent ","Urban Area","","","","","4"
"Rarely","1999","Single parent ","Rural Area","","","","","4"
"Rarely","1999","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","1999","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","1999","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","1999","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2000","1-pers.-HH","Urban Area","","","","","1"
"Daily","2000","1-pers.-HH","Rural Area","","","","","1"
"Daily","2000","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2000","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2000","Single parent ","Rural Area","","","","","1"
"Daily","2000","Single parent ","Urban Area","","","","","1"
"Daily","2000","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2000","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2000","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2000","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Min 1x per month","2000","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2000","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2000","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2000","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","2000","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2000","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2000","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2000","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2000","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2000","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2000","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2000","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2000","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","2000","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Never","2000","1-pers.-HH","Urban Area","","","","","5"
"Never","2000","1-pers.-HH","Rural Area","","","","","5"
"Never","2000","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2000","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2000","Single parent ","Urban Area","","","","","5"
"Never","2000","Single parent ","Rural Area","","","","","5"
"Never","2000","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2000","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2000","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2000","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2000","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2000","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2000","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2000","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2000","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2000","Single parent ","Urban Area","","","","","4"
"Rarely","2000","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2000","Single parent ","Rural Area","","","","","4"
"Rarely","2000","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2000","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2000","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2000","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2000","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","2000","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2001","1-pers.-HH","Urban Area","","","","","1"
"Daily","2001","1-pers.-HH","Rural Area","","","","","1"
"Daily","2001","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2001","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2001","Single parent ","Urban Area","","","","","1"
"Daily","2001","Single parent ","Rural Area","","","","","1"
"Daily","2001","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2001","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2001","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2001","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2001","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2001","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2001","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2001","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2001","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2001","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2001","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2001","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2001","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2001","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2001","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2001","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2001","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2001","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per week","2001","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2001","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2001","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2001","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2001","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2001","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2001","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2001","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2001","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2001","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2001","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","2001","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Never","2001","1-pers.-HH","Urban Area","","","","","5"
"Never","2001","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2001","1-pers.-HH","Rural Area","","","","","5"
"Never","2001","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2001","Single parent ","Rural Area","","","","","5"
"Never","2001","Single parent ","Urban Area","","","","","5"
"Never","2001","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2001","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2001","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2001","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2001","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2001","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2001","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2001","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2001","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2001","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2001","Single parent ","Urban Area","","","","","4"
"Rarely","2001","Single parent ","Rural Area","","","","","4"
"Rarely","2001","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2001","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2001","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2001","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2001","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","2001","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2002","1-pers.-HH","Urban Area","","","","","1"
"Daily","2002","1-pers.-HH","Rural Area","","","","","1"
"Daily","2002","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2002","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2002","Single parent ","Rural Area","","","","","1"
"Daily","2002","Single parent ","Urban Area","","","","","1"
"Daily","2002","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2002","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2002","Couple + C. LE 16 ","Rural Area","","","","","1"
