"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"7","2008","Full Time","1-pers.-HH","136","0.125991388365146","0.105957923333509","0.146024853396783","7"
"7","2008","Full Time","Single parent ","49","0.137647240785866","0.10113308436223","0.174161397209502","7"
"7","2008","Full Time","Couple + C. LE 16 ","236","0.125188004164616","0.108828861386504","0.141547146942727","7"
"7","2008","Full Time","Couple + C. GT 16 ","201","0.129410623952284","0.112602843928492","0.146218403976076","7"
"7","2008","Full Time","Couple + C. LE and GT 16","70","0.12684762446123","0.0985143776117985","0.155180871310662","7"
"7","2008","Part Time","1-pers.-HH","72","0.151896675044104","0.118917414834068","0.184875935254141","7"
"7","2008","Part Time","(Married) couple without C. ","120","0.125169160407379","0.105424572203529","0.144913748611228","7"
"7","2008","Part Time","Single parent ","29","","","","7"
"7","2008","Part Time","Couple + C. LE 16 ","91","0.0861126585496148","0.0698423844778596","0.10238293262137","7"
"7","2008","Part Time","Couple + C. GT 16 ","93","0.107906441462988","0.0876924215831209","0.128120461342854","7"
"7","2008","Part Time","Couple + C. LE and GT 16","40","0.12367613516906","0.0906626266405203","0.156689643697599","7"
"7","2008","Not Working","1-pers.-HH","103","0.0601275368057059","0.0482545796716727","0.0720004939397391","7"
"7","2008","Not Working","(Married) couple without C. ","273","0.0720540424835731","0.0636653905169103","0.0804426944502359","7"
"7","2008","Not Working","Single parent ","36","0.0961077486441967","0.0664344368708276","0.125781060417566","7"
"7","2008","Not Working","Couple + C. LE 16 ","34","0.0744095525789511","0.0513371046171891","0.0974820005407132","7"
"7","2008","Not Working","Couple + C. GT 16 ","109","0.131956370440793","0.110181275324474","0.153731465557112","7"
"7","2008","Not Working","Couple + C. LE and GT 16","39","0.133986638715699","0.0956949657053111","0.172278311726087","7"
"8","2008","Not Working","(Married) couple without C. ","206","0.0554140507477459","0.0479918559489908","0.062836245546501","8"
"8","2008","Part Time","Single parent ","30","0.0812541499294534","0.0532625308742878","0.109245768984619","8"
"8","2008","Part Time","Couple + C. LE 16 ","62","0.0613394466987762","0.047422651063083","0.0752562423344694","8"
"8","2008","Not Working","Couple + C. LE 16 ","33","0.0696055044543756","0.0472324512472454","0.0919785576615058","8"
"8","2008","Not Working","Single parent ","37","0.0809696672987323","0.0535062493502427","0.108433085247222","8"
"8","2008","Part Time","Couple + C. GT 16 ","56","0.0775623838192282","0.0601355745516664","0.0949891930867901","8"
"8","2008","Full Time","1-pers.-HH","95","0.0732959282010449","0.0575619608114285","0.0890298955906612","8"
"8","2008","Full Time","(Married) couple without C. ","204","0.0809998067569164","0.0699429222601858","0.092056691253647","8"
"8","2008","Full Time","Single parent ","23","","","","8"
"8","2008","Full Time","Couple + C. LE 16 ","156","0.10446936152842","0.0893491970732048","0.119589525983635","8"
"8","2008","Full Time","Couple + C. GT 16 ","131","0.0721440159921266","0.0591883676313087","0.0850996643529445","8"
"8","2008","Full Time","Couple + C. LE and GT 16","63","0.121299424079242","0.0935048526987303","0.149093995459754","8"
"8","2008","Part Time","1-pers.-HH","28","","","","8"
"8","2008","Part Time","(Married) couple without C. ","78","0.045027140744292","0.0326542816223549","0.057399999866229","8"
"8","2008","Part Time","Couple + C. LE and GT 16","26","","","","8"
"8","2008","Not Working","1-pers.-HH","77","0.0490275209372858","0.0382432281081546","0.059811813766417","8"
"8","2008","Not Working","Couple + C. GT 16 ","55","0.0455466063132965","0.0321319522454246","0.0589612603811683","8"
"8","2008","Not Working","Couple + C. LE and GT 16","35","0.105857358535012","0.0712733580183285","0.140441359051696","8"
"9","2008","Full Time","1-pers.-HH","23","","","","9"
"9","2008","Full Time","(Married) couple without C. ","42","0.0241025791120458","0.0178872114516759","0.0303179467724157","9"
"9","2008","Full Time","Single parent ","9","","","","9"
"9","2008","Full Time","Couple + C. LE 16 ","42","0.023607357089158","0.016102235129622","0.031112479048694","9"
"9","2008","Full Time","Couple + C. GT 16 ","36","0.0289751383881163","0.020575769745727","0.0373745070305056","9"
"9","2008","Full Time","Couple + C. LE and GT 16","13","","","","9"
"9","2008","Part Time","1-pers.-HH","11","","","","9"
"9","2008","Part Time","(Married) couple without C. ","25","","","","9"
"9","2008","Part Time","Single parent ","8","","","","9"
"9","2008","Part Time","Couple + C. LE 16 ","15","","","","9"
"9","2008","Part Time","Couple + C. GT 16 ","23","","","","9"
"9","2008","Part Time","Couple + C. LE and GT 16","7","","","","9"
"9","2008","Not Working","1-pers.-HH","18","","","","9"
"9","2008","Not Working","(Married) couple without C. ","46","0.0131344886572425","0.00944099608886753","0.0168279812256174","9"
"9","2008","Not Working","Single parent ","8","","","","9"
"9","2008","Not Working","Couple + C. LE 16 ","14","","","","9"
"9","2008","Not Working","Couple + C. GT 16 ","20","","","","9"
"9","2008","Not Working","Couple + C. LE and GT 16","13","","","","9"
"0 Not at all Willing to take risks","2009","Full Time","Couple + C. LE and GT 16","20","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","1-pers.-HH","44","0.0382509166983444","0.0263153218237736","0.0501865115729153","0"
"0 Not at all Willing to take risks","2009","Full Time","(Married) couple without C. ","107","0.0601017366385604","0.050156532236323","0.0700469410407977","0"
"0 Not at all Willing to take risks","2009","Full Time","Single parent ","18","","","","0"
"0 Not at all Willing to take risks","2009","Full Time","Couple + C. LE 16 ","58","0.0313988061246843","0.0222864620513241","0.0405111501980445","0"
"0 Not at all Willing to take risks","2009","Full Time","Couple + C. GT 16 ","110","0.0664051183222699","0.053576087931633","0.0792341487129067","0"
"0 Not at all Willing to take risks","2009","Part Time","1-pers.-HH","23","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","(Married) couple without C. ","96","0.113161749955718","0.0943725275379719","0.131950972373464","0"
"0 Not at all Willing to take risks","2009","Part Time","Single parent ","19","","","","0"
"0 Not at all Willing to take risks","2009","Part Time","Couple + C. LE 16 ","57","0.0496038976693597","0.0362726368964788","0.0629351584422405","0"
"0 Not at all Willing to take risks","2009","Part Time","Couple + C. GT 16 ","71","0.0802762962765758","0.0622517922800097","0.0983008002731419","0"
"0 Not at all Willing to take risks","2009","Part Time","Couple + C. LE and GT 16","15","","","","0"
"0 Not at all Willing to take risks","2009","Not Working","1-pers.-HH","276","0.210864949254166","0.189940717197733","0.231789181310599","0"
"0 Not at all Willing to take risks","2009","Not Working","(Married) couple without C. ","500","0.173335406351661","0.160543702170385","0.186127110532938","0"
"0 Not at all Willing to take risks","2009","Not Working","Single parent ","21","","","","0"
"0 Not at all Willing to take risks","2009","Not Working","Couple + C. LE 16 ","44","0.0948332082443017","0.0669457013590652","0.122720715129538","0"
"0 Not at all Willing to take risks","2009","Not Working","Couple + C. GT 16 ","91","0.11649421015326","0.0947210264782929","0.138267393828227","0"
"0 Not at all Willing to take risks","2009","Not Working","Couple + C. LE and GT 16","22","","","","0"
"1","2009","Not Working","1-pers.-HH","179","0.126614412186877","0.109556878201472","0.143671946172281","1"
"1","2009","Not Working","(Married) couple without C. ","346","0.111648794164908","0.101006396959756","0.12229119137006","1"
"1","2009","Part Time","(Married) couple without C. ","87","0.0696911790452458","0.0545890127795085","0.0847933453109831","1"
"1","2009","Part Time","Single parent ","25","","","","1"
"1","2009","Part Time","Couple + C. GT 16 ","49","0.0617139085825311","0.0457514370805664","0.0776763800844957","1"
"1","2009","Part Time","Couple + C. LE and GT 16","33","0.0816968907902554","0.0543725162079069","0.109021265372604","1"
"1","2009","Part Time","Couple + C. LE 16 ","87","0.0890657139560501","0.0715769224600239","0.106554505452076","1"
"1","2009","Full Time","1-pers.-HH","43","0.0425045596643336","0.0299506681053832","0.0550584512232839","1"
"1","2009","Full Time","(Married) couple without C. ","120","0.0428932819151946","0.0344150635092432","0.0513715003211459","1"
"1","2009","Full Time","Single parent ","14","","","","1"
"1","2009","Full Time","Couple + C. LE 16 ","65","0.0473316815945138","0.036236156223541","0.0584272069654867","1"
"1","2009","Full Time","Couple + C. GT 16 ","84","0.0512057621322516","0.0398488762483052","0.0625626480161978","1"
"1","2009","Full Time","Couple + C. LE and GT 16","21","","","","1"
"1","2009","Part Time","1-pers.-HH","30","0.0701953488767972","0.0463242848106887","0.0940664129429058","1"
"1","2009","Not Working","Single parent ","27","","","","1"
"1","2009","Not Working","Couple + C. LE 16 ","34","0.108521083949993","0.0789152184092293","0.138126949490757","1"
"1","2009","Not Working","Couple + C. GT 16 ","72","0.0906193651901775","0.0711366974395488","0.110102032940806","1"
"1","2009","Not Working","Couple + C. LE and GT 16","17","","","","1"
"10 Very willing to take risks","2009","Part Time","(Married) couple without C. ","1","","","","10"
"10 Very willing to take risks","2009","Part Time","Single parent ","1","","","","10"
"10 Very willing to take risks","2009","Part Time","Couple + C. LE 16 ","1","","","","10"
"10 Very willing to take risks","2009","Part Time","Couple + C. GT 16 ","7","","","","10"
"10 Very willing to take risks","2009","Part Time","Couple + C. LE and GT 16","1","","","","10"
"10 Very willing to take risks","2009","Not Working","1-pers.-HH","5","","","","10"
"10 Very willing to take risks","2009","Not Working","(Married) couple without C. ","7","","","","10"
"10 Very willing to take risks","2009","Not Working","Single parent ","4","","","","10"
"10 Very willing to take risks","2009","Not Working","Couple + C. LE 16 ","1","","","","10"
"10 Very willing to take risks","2009","Not Working","Couple + C. GT 16 ","2","","","","10"
"10 Very willing to take risks","2009","Not Working","Couple + C. LE and GT 16","2","","","","10"
"10 Very willing to take risks","2009","Full Time","1-pers.-HH","2","","","","10"
"10 Very willing to take risks","2009","Full Time","(Married) couple without C. ","8","","","","10"
"10 Very willing to take risks","2009","Full Time","Single parent ","1","","","","10"
"10 Very willing to take risks","2009","Full Time","Couple + C. LE 16 ","5","","","","10"
"10 Very willing to take risks","2009","Full Time","Couple + C. GT 16 ","4","","","","10"
"10 Very willing to take risks","2009","Full Time","Couple + C. LE and GT 16","5","","","","10"
"10 Very willing to take risks","2009","Part Time","1-pers.-HH","4","","","","10"
"2","2009","Not Working","(Married) couple without C. ","591","0.174415425979057","0.161592317131238","0.187238534826876","2"
"2","2009","Part Time","Single parent ","47","0.162773760164186","0.123763173333365","0.201784346995006","2"
"2","2009","Part Time","(Married) couple without C. ","173","0.124144630602843","0.10458696841336","0.143702292792326","2"
"2","2009","Not Working","Single parent ","47","0.150334490593321","0.109341464869718","0.191327516316924","2"
"2","2009","Full Time","1-pers.-HH","111","0.107806016533031","0.088506634657021","0.12710539840904","2"
"2","2009","Full Time","(Married) couple without C. ","314","0.12420073089202","0.110400252405832","0.138001209378207","2"
"2","2009","Full Time","Single parent ","37","0.083854818443341","0.0551033424044464","0.112606294482236","2"
"2","2009","Full Time","Couple + C. LE and GT 16","53","0.101548443877794","0.0748312209684599","0.128265666787127","2"
"2","2009","Part Time","1-pers.-HH","66","0.1633365769877","0.128795261830597","0.197877892144802","2"
"2","2009","Part Time","Couple + C. LE 16 ","170","0.167767774615896","0.144825443940589","0.190710105291203","2"
"2","2009","Part Time","Couple + C. GT 16 ","113","0.12426538582036","0.10238261492835","0.146148156712369","2"
"2","2009","Part Time","Couple + C. LE and GT 16","65","0.136517682101714","0.102266495963087","0.17076886824034","2"
"2","2009","Not Working","1-pers.-HH","252","0.163575529444769","0.144602171697905","0.182548887191633","2"
"2","2009","Not Working","Couple + C. LE 16 ","72","0.148693515317731","0.114828276082419","0.182558754553044","2"
"2","2009","Not Working","Couple + C. GT 16 ","104","0.104145611486178","0.0834153745645838","0.124875848407772","2"
"2","2009","Not Working","Couple + C. LE and GT 16","31","0.0965112799183996","0.0632073852314623","0.129815174605337","2"
"2","2009","Full Time","Couple + C. LE 16 ","166","0.125355849550532","0.108054138986859","0.142657560114205","2"
"2","2009","Full Time","Couple + C. GT 16 ","174","0.120352681961635","0.103587973585786","0.137117390337484","2"
"3","2009","Full Time","1-pers.-HH","177","0.183350563873424","0.159270856040967","0.207430271705882","3"
"3","2009","Full Time","(Married) couple without C. ","372","0.167785351076168","0.152149393697172","0.183421308455164","3"
"3","2009","Part Time","Single parent ","50","0.0976859167249438","0.0663123629069396","0.129059470542948","3"
"3","2009","Part Time","Couple + C. LE 16 ","189","0.158996015216398","0.136544112806269","0.181447917626527","3"
"3","2009","Full Time","Single parent ","62","0.15842209284792","0.12054566452491","0.19629852117093","3"
"3","2009","Full Time","Couple + C. LE 16 ","232","0.157275767730467","0.138252956850822","0.176298578610112","3"
"3","2009","Full Time","Couple + C. GT 16 ","236","0.151292065670612","0.132829118250083","0.16975501309114","3"
"3","2009","Full Time","Couple + C. LE and GT 16","83","0.154709567929444","0.122722906890472","0.186696228968416","3"
"3","2009","Part Time","1-pers.-HH","51","0.0914609900042001","0.0645263303938933","0.118395649614507","3"
"3","2009","Part Time","(Married) couple without C. ","201","0.205499925553856","0.181534255417227","0.229465595690486","3"
"3","2009","Part Time","Couple + C. GT 16 ","119","0.10816325208499","0.0875605814799094","0.128765922690071","3"
"3","2009","Part Time","Couple + C. LE and GT 16","55","0.143041234293832","0.108113933375253","0.177968535212411","3"
"3","2009","Not Working","1-pers.-HH","221","0.142011957563759","0.124106940561499","0.15991697456602","3"
"3","2009","Not Working","(Married) couple without C. ","560","0.153910065009231","0.141715624687635","0.166104505330827","3"
"3","2009","Not Working","Single parent ","45","0.134488450304485","0.0953561305302763","0.173620770078694","3"
"3","2009","Not Working","Couple + C. LE 16 ","83","0.18066749292255","0.144046065793299","0.217288920051801","3"
"3","2009","Not Working","Couple + C. GT 16 ","124","0.144668940721127","0.120795234914077","0.168542646528177","3"
"3","2009","Not Working","Couple + C. LE and GT 16","49","0.158660597053587","0.117454187363456","0.199867006743718","3"
"4","2009","Full Time","1-pers.-HH","140","0.15493188094925","0.132414985536182","0.177448776362318","4"
"4","2009","Full Time","Single parent ","41","0.0936811453427189","0.0634551517238723","0.123907138961566","4"
"4","2009","Full Time","Couple + C. LE 16 ","156","0.105858465298532","0.0897828733575774","0.121934057239487","4"
"4","2009","Full Time","Couple + C. GT 16 ","166","0.122998840547145","0.106076344629143","0.139921336465148","4"
"4","2009","Full Time","Couple + C. LE and GT 16","65","0.140650234711049","0.10989900008193","0.171401469340167","4"
"4","2009","Part Time","Single parent ","52","0.137024657641638","0.100686121687951","0.173363193595325","4"
"4","2009","Part Time","Couple + C. LE 16 ","106","0.116732938932951","0.0970176236617498","0.136448254204152","4"
"4","2009","Part Time","Couple + C. GT 16 ","113","0.13659071180719","0.113810387032381","0.159371036581999","4"
"4","2009","Part Time","Couple + C. LE and GT 16","54","0.134016570734648","0.10003147638023","0.168001665089066","4"
"4","2009","Not Working","(Married) couple without C. ","352","0.0937935726900767","0.0839416679037365","0.103645477476417","4"
"4","2009","Full Time","(Married) couple without C. ","289","0.12365544124898","0.109881004714012","0.137429877783948","4"
"4","2009","Not Working","Couple + C. LE 16 ","48","0.0904847394134748","0.0631787556324919","0.117790723194458","4"
"4","2009","Not Working","Couple + C. GT 16 ","90","0.121409568443195","0.0992436996594702","0.143575437226921","4"
"4","2009","Not Working","Couple + C. LE and GT 16","36","0.113023973014077","0.0773143023169679","0.148733643711187","4"
"4","2009","Not Working","Single parent ","25","","","","4"
"4","2009","Part Time","1-pers.-HH","53","0.13274924995934","0.101045536597547","0.164452963321134","4"
"4","2009","Part Time","(Married) couple without C. ","128","0.109695155243044","0.0911598448249783","0.12823046566111","4"
"4","2009","Not Working","1-pers.-HH","132","0.0832231005500693","0.0690545494831119","0.0973916516170267","4"
"5","2009","Full Time","1-pers.-HH","220","0.213296003988083","0.18780486196629","0.238787146009877","5"
"5","2009","Full Time","(Married) couple without C. ","463","0.229255621429465","0.211666467115026","0.246844775743905","5"
"5","2009","Full Time","Single parent ","78","0.268639625604191","0.222660073875145","0.314619177333237","5"
"5","2009","Full Time","Couple + C. LE 16 ","336","0.253513219665448","0.230782540698294","0.276243898632602","5"
"5","2009","Full Time","Couple + C. GT 16 ","290","0.205682928715565","0.18485673529821","0.22650912213292","5"
"5","2009","Full Time","Couple + C. LE and GT 16","103","0.217134423392175","0.180666143158306","0.253602703626043","5"
"5","2009","Part Time","(Married) couple without C. ","225","0.206625619987973","0.182611429976334","0.230639809999612","5"
"5","2009","Part Time","Single parent ","79","0.231348965773089","0.186786700577462","0.275911230968716","5"
"5","2009","Part Time","Couple + C. LE 16 ","227","0.218218560194789","0.192858544391565","0.243578575998012","5"
"5","2009","Part Time","Couple + C. GT 16 ","178","0.215543021734434","0.188266278344997","0.242819765123871","5"
"5","2009","Part Time","Couple + C. LE and GT 16","86","0.281325233246248","0.236468774891946","0.32618169160055","5"
"5","2009","Not Working","1-pers.-HH","241","0.165130337893335","0.146084747592078","0.184175928194592","5"
"5","2009","Not Working","(Married) couple without C. ","595","0.166825719514284","0.154227199555695","0.179424239472873","5"
"5","2009","Not Working","Single parent ","55","0.237333949578622","0.188535749221402","0.286132149935842","5"
"5","2009","Not Working","Couple + C. LE 16 ","85","0.239038187878937","0.198442468847305","0.279633906910569","5"
"5","2009","Not Working","Couple + C. GT 16 ","169","0.196744397210889","0.169764323351937","0.223724471069842","5"
"5","2009","Not Working","Couple + C. LE and GT 16","71","0.252596150620835","0.20359168602134","0.301600615220331","5"
"5","2009","Part Time","1-pers.-HH","97","0.202890142745476","0.165314076181683","0.240466209309269","5"
"6","2009","Not Working","Couple + C. LE 16 ","30","0.0713878858778345","0.0468806350616026","0.0958951366940663","6"
"6","2009","Not Working","Single parent ","32","0.118235306696242","0.0812007961728019","0.155269817219683","6"
"6","2009","Part Time","Single parent ","31","0.0962145604625724","0.0650528032187608","0.127376317706384","6"
"6","2009","Part Time","Couple + C. LE 16 ","86","0.104119443821765","0.0853672547038373","0.122871632939693","6"
"6","2009","Part Time","Couple + C. GT 16 ","83","0.0918486963118865","0.0726904138198293","0.111006978803944","6"
"6","2009","Not Working","(Married) couple without C. ","194","0.0528000592956804","0.045242907709157","0.0603572108822038","6"
"6","2009","Not Working","1-pers.-HH","75","0.0478601384289777","0.0369102671963048","0.0588100096616507","6"
"6","2009","Full Time","1-pers.-HH","115","0.115023876424671","0.0951696929173899","0.134878059931951","6"
"6","2009","Full Time","(Married) couple without C. ","251","0.118513689409769","0.104989170527614","0.132038208291925","6"
"6","2009","Not Working","Couple + C. GT 16 ","88","0.107593145274593","0.0865631673800981","0.128623123169088","6"
"6","2009","Part Time","Couple + C. LE and GT 16","37","0.117464354330169","0.0853444964946169","0.14958421216572","6"
"6","2009","Not Working","Couple + C. LE and GT 16","36","0.0961033065454792","0.0628623751847956","0.129344237906163","6"
"6","2009","Full Time","Single parent ","38","0.104319717217188","0.0726113637749588","0.136028070659417","6"
"6","2009","Full Time","Couple + C. LE 16 ","166","0.125088233840385","0.107802357525449","0.14237411015532","6"
"6","2009","Full Time","Couple + C. GT 16 ","165","0.133861069818353","0.116316822098117","0.151405317538588","6"
"6","2009","Full Time","Couple + C. LE and GT 16","57","0.117612766574708","0.0891180602139967","0.146107472935418","6"
"6","2009","Part Time","1-pers.-HH","44","0.0980247003732021","0.0702412079113819","0.125808192835022","6"
"6","2009","Part Time","(Married) couple without C. ","84","0.0881931656775709","0.0713739531142272","0.105012378240915","6"
"7","2009","Full Time","(Married) couple without C. ","181","0.0845096948159531","0.0728708488415455","0.0961485407903606","7"
"7","2009","Full Time","1-pers.-HH","84","0.0911058505148373","0.0731988831424982","0.109012817887176","7"
"7","2009","Part Time","(Married) couple without C. ","66","0.0469376917703659","0.0343930494384833","0.0594823341022485","7"
"7","2009","Full Time","Single parent ","39","0.109389848232353","0.0770121244704072","0.141767571994298","7"
"7","2009","Full Time","Couple + C. LE 16 ","163","0.108328640999716","0.0920890495844535","0.124568232414978","7"
"7","2009","Full Time","Couple + C. GT 16 ","135","0.0904708671364925","0.0756907965176706","0.105250937755314","7"
"7","2009","Full Time","Couple + C. LE and GT 16","55","0.102110383931085","0.075327719862536","0.128893047999634","7"
"7","2009","Part Time","1-pers.-HH","49","0.118577419169386","0.08836991557684","0.148784922761932","7"
"7","2009","Part Time","Single parent ","19","","","","7"
"7","2009","Part Time","Couple + C. LE 16 ","67","0.0654284139021247","0.0502456624784485","0.0806111653258008","7"
"7","2009","Part Time","Couple + C. GT 16 ","98","0.116759155174856","0.0954568788749949","0.138061431474717","7"
"7","2009","Part Time","Couple + C. LE and GT 16","26","","","","7"
"7","2009","Not Working","1-pers.-HH","48","0.0344152159047209","0.0250645590654246","0.0437658727440171","7"
"7","2009","Not Working","(Married) couple without C. ","138","0.0376185281902599","0.0311887702413347","0.044048286139185","7"
"7","2009","Not Working","Single parent ","20","","","","7"
"7","2009","Not Working","Couple + C. LE 16 ","12","","","","7"
"7","2009","Not Working","Couple + C. GT 16 ","64","0.0757355015437548","0.0577793627145434","0.0936916403729663","7"
"7","2009","Not Working","Couple + C. LE and GT 16","26","","","","7"
"8","2009","Part Time","Single parent ","19","","","","8"
"8","2009","Part Time","Couple + C. LE 16 ","26","","","","8"
"8","2009","Part Time","(Married) couple without C. ","27","","","","8"
"8","2009","Full Time","1-pers.-HH","51","0.0492235396504322","0.0357612823896746","0.0626857969111898","8"
"8","2009","Full Time","(Married) couple without C. ","79","0.0413203677181171","0.0329922161870266","0.0496485192492077","8"
"8","2009","Full Time","Couple + C. GT 16 ","71","0.0461167113071957","0.0353100731463656","0.0569233494680259","8"
"8","2009","Full Time","Couple + C. LE and GT 16","26","","","","8"
"8","2009","Part Time","1-pers.-HH","21","","","","8"
"8","2009","Not Working","(Married) couple without C. ","66","0.0232337884542501","0.0181431128067486","0.0283244641017516","8"
"8","2009","Not Working","Single parent ","14","","","","8"
"8","2009","Not Working","Couple + C. LE 16 ","14","","","","8"
"8","2009","Part Time","Couple + C. GT 16 ","33","0.0444004833554649","0.0307366430105356","0.0580643237003942","8"
"8","2009","Part Time","Couple + C. LE and GT 16","13","","","","8"
"8","2009","Not Working","1-pers.-HH","28","","","","8"
"8","2009","Full Time","Single parent ","25","","","","8"
"8","2009","Full Time","Couple + C. LE 16 ","50","0.0317564594550861","0.0225940565619851","0.0409188623481871","8"
"8","2009","Not Working","Couple + C. GT 16 ","23","","","","8"
"8","2009","Not Working","Couple + C. LE and GT 16","7","","","","8"
"9","2009","Full Time","1-pers.-HH","5","","","","9"
"9","2009","Full Time","(Married) couple without C. ","10","","","","9"
"9","2009","Full Time","Single parent ","4","","","","9"
"9","2009","Full Time","Couple + C. LE 16 ","10","","","","9"
"9","2009","Full Time","Couple + C. LE and GT 16","3","","","","9"
"9","2009","Part Time","1-pers.-HH","2","","","","9"
"9","2009","Part Time","(Married) couple without C. ","4","","","","9"
"9","2009","Part Time","Single parent ","2","","","","9"
"9","2009","Part Time","Couple + C. LE 16 ","3","","","","9"
"9","2009","Full Time","Couple + C. GT 16 ","12","","","","9"
"9","2009","Part Time","Couple + C. GT 16 ","9","","","","9"
"9","2009","Not Working","(Married) couple without C. ","15","","","","9"
"9","2009","Not Working","Couple + C. GT 16 ","7","","","","9"
"9","2009","Part Time","Couple + C. LE and GT 16","1","","","","9"
"9","2009","Not Working","1-pers.-HH","3","","","","9"
"9","2009","Not Working","Single parent ","2","","","","9"
"9","2009","Not Working","Couple + C. LE 16 ","1","","","","9"
"9","2009","Not Working","Couple + C. LE and GT 16","5","","","","9"
"0 Not at all Willing to take risks","2010","Full Time","1-pers.-HH","20","","","","0"
"0 Not at all Willing to take risks","2010","Full Time","(Married) couple without C. ","73","0.0409701713772403","0.0324720115276819","0.0494683312267987","0"
"0 Not at all Willing to take risks","2010","Full Time","Single parent ","30","0.0390081870025536","0.0240546859991895","0.0539616880059176","0"
"0 Not at all Willing to take risks","2010","Full Time","Couple + C. LE 16 ","102","0.0299266049371387","0.0242794292763631","0.0355737805979143","0"
"0 Not at all Willing to take risks","2010","Full Time","Couple + C. GT 16 ","41","0.046185274511244","0.0348883531623484","0.0574821958601396","0"
"0 Not at all Willing to take risks","2010","Full Time","Couple + C. LE and GT 16","17","","","","0"
"0 Not at all Willing to take risks","2010","Part Time","1-pers.-HH","11","","","","0"
"0 Not at all Willing to take risks","2010","Part Time","(Married) couple without C. ","59","0.0592041776350202","0.0449832107936688","0.0734251444763717","0"
"0 Not at all Willing to take risks","2010","Part Time","Single parent ","52","0.0430258331026126","0.0300263848976116","0.0560252813076136","0"
"0 Not at all Willing to take risks","2010","Part Time","Couple + C. LE 16 ","144","0.0510613385684793","0.0424721006236558","0.0596505765133028","0"
"0 Not at all Willing to take risks","2010","Part Time","Couple + C. GT 16 ","28","","","","0"
"0 Not at all Willing to take risks","2010","Part Time","Couple + C. LE and GT 16","24","","","","0"
"0 Not at all Willing to take risks","2010","Not Working","1-pers.-HH","167","0.129653486668661","0.111981248532722","0.1473257248046","0"
"0 Not at all Willing to take risks","2010","Not Working","(Married) couple without C. ","316","0.12071684043561","0.109377226271988","0.132056454599232","0"
"0 Not at all Willing to take risks","2010","Not Working","Single parent ","61","0.0893796465830825","0.0681694994204953","0.11058979374567","0"
"0 Not at all Willing to take risks","2010","Not Working","Couple + C. LE 16 ","143","0.0894286752229684","0.0760166709396194","0.102840679506317","0"
"0 Not at all Willing to take risks","2010","Not Working","Couple + C. GT 16 ","42","0.0665504971775011","0.0487483794221012","0.0843526149329011","0"
"0 Not at all Willing to take risks","2010","Not Working","Couple + C. LE and GT 16","23","","","","0"
"1","2010","Not Working","(Married) couple without C. ","248","0.0801918745673091","0.0707390026434841","0.0896447464911341","1"
"1","2010","Full Time","1-pers.-HH","36","0.0425783967691848","0.0296159675337707","0.0555408260045989","1"
"1","2010","Full Time","(Married) couple without C. ","93","0.0397574827488761","0.031380746269613","0.0481342192281391","1"
"1","2010","Part Time","Single parent ","47","0.0439181809107909","0.0307907461644635","0.0570456156571184","1"
"1","2010","Part Time","Couple + C. LE 16 ","126","0.0678452070881341","0.0580324043065373","0.077658009869731","1"
"1","2010","Part Time","Couple + C. GT 16 ","38","0.0469607494344102","0.0323010184531353","0.0616204804156852","1"
"1","2010","Part Time","Couple + C. LE and GT 16","20","","","","1"
"1","2010","Not Working","1-pers.-HH","134","0.100730715132606","0.0848971323657612","0.11656429789945","1"
"1","2010","Full Time","Single parent ","18","","","","1"
"1","2010","Full Time","Couple + C. LE 16 ","98","0.0294823428408274","0.0238759568941684","0.0350887287874864","1"
"1","2010","Full Time","Couple + C. GT 16 ","53","0.0493243533103473","0.0376690598346901","0.0609796467860044","1"
"1","2010","Full Time","Couple + C. LE and GT 16","12","","","","1"
"1","2010","Part Time","1-pers.-HH","20","","","","1"
"1","2010","Part Time","(Married) couple without C. ","72","0.0787659925989449","0.0625344568307411","0.0949975283671488","1"
"1","2010","Not Working","Single parent ","36","0.0603951708236073","0.0426847281796778","0.0781056134675367","1"
"1","2010","Not Working","Couple + C. LE 16 ","93","0.055051892985839","0.0443320503968796","0.0657717355747984","1"
"1","2010","Not Working","Couple + C. GT 16 ","50","0.057957557417051","0.0412681516045723","0.0746469632295298","1"
"1","2010","Not Working","Couple + C. LE and GT 16","26","","","","1"
"10 Very willing to take risks","2010","Full Time","1-pers.-HH","7","","","","10"
"10 Very willing to take risks","2010","Full Time","(Married) couple without C. ","22","","","","10"
"10 Very willing to take risks","2010","Full Time","Couple + C. LE and GT 16","11","","","","10"
"10 Very willing to take risks","2010","Part Time","(Married) couple without C. ","2","","","","10"
"10 Very willing to take risks","2010","Part Time","Single parent ","18","","","","10"
"10 Very willing to take risks","2010","Part Time","Couple + C. LE 16 ","37","0.00998903666874296","0.00610868334885601","0.0138693899886299","10"
"10 Very willing to take risks","2010","Not Working","1-pers.-HH","13","","","","10"
"10 Very willing to take risks","2010","Not Working","(Married) couple without C. ","16","","","","10"
"10 Very willing to take risks","2010","Not Working","Single parent ","24","","","","10"
"10 Very willing to take risks","2010","Not Working","Couple + C. LE 16 ","36","0.0266346872449349","0.0190670547475882","0.0342023197422816","10"
