"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6","2005","Full Time","Couple + C. LE and GT 16","","","","","6"
"6","2005","Part Time","Couple + C. LE and GT 16","","","","","6"
"6","2005","Full Time","Single parent ","","","","","6"
"6","2005","Full Time","Couple + C. LE 16 ","","","","","6"
"6","2005","Part Time","1-pers.-HH","","","","","6"
"6","2005","Part Time","(Married) couple without C. ","","","","","6"
"6","2005","Not Working","(Married) couple without C. ","","","","","6"
"6","2005","Not Working","Single parent ","","","","","6"
"6","2005","Not Working","Couple + C. LE 16 ","","","","","6"
"6","2005","Not Working","Couple + C. GT 16 ","","","","","6"
"6","2005","Not Working","Couple + C. LE and GT 16","","","","","6"
"7","2005","Full Time","(Married) couple without C. ","","","","","7"
"7","2005","Part Time","Single parent ","","","","","7"
"7","2005","Part Time","Couple + C. LE 16 ","","","","","7"
"7","2005","Full Time","1-pers.-HH","","","","","7"
"7","2005","Not Working","(Married) couple without C. ","","","","","7"
"7","2005","Part Time","(Married) couple without C. ","","","","","7"
"7","2005","Not Working","1-pers.-HH","","","","","7"
"7","2005","Not Working","Single parent ","","","","","7"
"7","2005","Part Time","Couple + C. GT 16 ","","","","","7"
"7","2005","Part Time","Couple + C. LE and GT 16","","","","","7"
"7","2005","Full Time","Couple + C. LE and GT 16","","","","","7"
"7","2005","Part Time","1-pers.-HH","","","","","7"
"7","2005","Not Working","Couple + C. LE 16 ","","","","","7"
"7","2005","Not Working","Couple + C. GT 16 ","","","","","7"
"7","2005","Not Working","Couple + C. LE and GT 16","","","","","7"
"7","2005","Full Time","Couple + C. GT 16 ","","","","","7"
"7","2005","Full Time","Single parent ","","","","","7"
"7","2005","Full Time","Couple + C. LE 16 ","","","","","7"
"8","2005","Part Time","Single parent ","","","","","8"
"8","2005","Part Time","Couple + C. LE 16 ","","","","","8"
"8","2005","Full Time","1-pers.-HH","","","","","8"
"8","2005","Full Time","(Married) couple without C. ","","","","","8"
"8","2005","Full Time","Single parent ","","","","","8"
"8","2005","Full Time","Couple + C. LE 16 ","","","","","8"
"8","2005","Full Time","Couple + C. GT 16 ","","","","","8"
"8","2005","Full Time","Couple + C. LE and GT 16","","","","","8"
"8","2005","Part Time","1-pers.-HH","","","","","8"
"8","2005","Part Time","(Married) couple without C. ","","","","","8"
"8","2005","Part Time","Couple + C. GT 16 ","","","","","8"
"8","2005","Part Time","Couple + C. LE and GT 16","","","","","8"
"8","2005","Not Working","1-pers.-HH","","","","","8"
"8","2005","Not Working","(Married) couple without C. ","","","","","8"
"8","2005","Not Working","Single parent ","","","","","8"
"8","2005","Not Working","Couple + C. LE 16 ","","","","","8"
"8","2005","Not Working","Couple + C. GT 16 ","","","","","8"
"8","2005","Not Working","Couple + C. LE and GT 16","","","","","8"
"9","2005","Part Time","(Married) couple without C. ","","","","","9"
"9","2005","Part Time","Single parent ","","","","","9"
"9","2005","Part Time","Couple + C. LE 16 ","","","","","9"
"9","2005","Part Time","Couple + C. GT 16 ","","","","","9"
"9","2005","Full Time","1-pers.-HH","","","","","9"
"9","2005","Full Time","(Married) couple without C. ","","","","","9"
"9","2005","Full Time","Single parent ","","","","","9"
"9","2005","Full Time","Couple + C. LE 16 ","","","","","9"
"9","2005","Full Time","Couple + C. GT 16 ","","","","","9"
"9","2005","Full Time","Couple + C. LE and GT 16","","","","","9"
"9","2005","Part Time","1-pers.-HH","","","","","9"
"9","2005","Part Time","Couple + C. LE and GT 16","","","","","9"
"9","2005","Not Working","1-pers.-HH","","","","","9"
"9","2005","Not Working","(Married) couple without C. ","","","","","9"
"9","2005","Not Working","Single parent ","","","","","9"
"9","2005","Not Working","Couple + C. LE 16 ","","","","","9"
"9","2005","Not Working","Couple + C. GT 16 ","","","","","9"
"9","2005","Not Working","Couple + C. LE and GT 16","","","","","9"
"0 Not at all Willing to take risks","2006","Full Time","1-pers.-HH","27","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","(Married) couple without C. ","51","0.024650793027505","0.0186606204453006","0.0306409656097094","0"
"0 Not at all Willing to take risks","2006","Full Time","Single parent ","12","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","Couple + C. LE 16 ","40","0.0232835825851523","0.0164431261969756","0.030124038973329","0"
"0 Not at all Willing to take risks","2006","Full Time","Couple + C. GT 16 ","26","","","","0"
"0 Not at all Willing to take risks","2006","Full Time","Couple + C. LE and GT 16","22","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","1-pers.-HH","12","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","(Married) couple without C. ","48","0.0401989020622945","0.0294507827251293","0.0509470213994597","0"
"0 Not at all Willing to take risks","2006","Part Time","Single parent ","7","","","","0"
"0 Not at all Willing to take risks","2006","Part Time","Couple + C. LE 16 ","38","0.0332759927716291","0.0234733230737985","0.0430786624694597","0"
"0 Not at all Willing to take risks","2006","Part Time","Couple + C. GT 16 ","47","0.0597645207490987","0.0448621625971102","0.0746668789010871","0"
"0 Not at all Willing to take risks","2006","Part Time","Couple + C. LE and GT 16","17","","","","0"
"0 Not at all Willing to take risks","2006","Not Working","1-pers.-HH","199","0.133809443314267","0.117529849886814","0.150089036741719","0"
"0 Not at all Willing to take risks","2006","Not Working","(Married) couple without C. ","337","0.0916572073408095","0.0827041814405055","0.100610233241113","0"
"0 Not at all Willing to take risks","2006","Not Working","Single parent ","31","0.091065179475085","0.0630108461322534","0.119119512817917","0"
"0 Not at all Willing to take risks","2006","Not Working","Couple + C. LE 16 ","40","0.0688240551626329","0.0507304472956055","0.0869176630296604","0"
"0 Not at all Willing to take risks","2006","Not Working","Couple + C. GT 16 ","66","0.0711642633035204","0.0555688000824036","0.0867597265246372","0"
"0 Not at all Willing to take risks","2006","Not Working","Couple + C. LE and GT 16","14","","","","0"
"1","2006","Full Time","(Married) couple without C. ","65","0.0236834781007731","0.0178091002156178","0.0295578559859285","1"
"1","2006","Part Time","(Married) couple without C. ","56","0.0416940311548457","0.0307563866783323","0.0526316756313591","1"
"1","2006","Full Time","1-pers.-HH","25","","","","1"
"1","2006","Full Time","Single parent ","8","","","","1"
"1","2006","Full Time","Couple + C. LE 16 ","34","0.0184243667469307","0.0123243068213914","0.02452442667247","1"
"1","2006","Part Time","1-pers.-HH","17","","","","1"
"1","2006","Full Time","Couple + C. GT 16 ","28","","","","1"
"1","2006","Full Time","Couple + C. LE and GT 16","11","","","","1"
"1","2006","Part Time","Single parent ","13","","","","1"
"1","2006","Part Time","Couple + C. LE 16 ","42","0.0311642894330188","0.0216674019985","0.0406611768675377","1"
"1","2006","Part Time","Couple + C. GT 16 ","29","","","","1"
"1","2006","Part Time","Couple + C. LE and GT 16","16","","","","1"
"1","2006","Not Working","1-pers.-HH","152","0.0929148872031058","0.0790326288718684","0.106797145534343","1"
"1","2006","Not Working","(Married) couple without C. ","216","0.0600657502669479","0.0526930965925245","0.0674384039413713","1"
"1","2006","Not Working","Single parent ","22","","","","1"
"1","2006","Not Working","Couple + C. LE 16 ","43","0.05141782758279","0.0356332300962576","0.0672024250693225","1"
"1","2006","Not Working","Couple + C. GT 16 ","32","0.0350176663196062","0.0238669922167184","0.046168340422494","1"
"1","2006","Not Working","Couple + C. LE and GT 16","15","","","","1"
"10 Very willing to take risks","2006","Full Time","1-pers.-HH","19","","","","10"
"10 Very willing to take risks","2006","Part Time","(Married) couple without C. ","16","","","","10"
"10 Very willing to take risks","2006","Full Time","Couple + C. GT 16 ","30","0.0244834670238539","0.0169969894696587","0.031969944578049","10"
"10 Very willing to take risks","2006","Part Time","Couple + C. LE 16 ","9","","","","10"
"10 Very willing to take risks","2006","Part Time","Couple + C. GT 16 ","7","","","","10"
"10 Very willing to take risks","2006","Full Time","(Married) couple without C. ","34","0.0123196602978817","0.00805826923609524","0.0165810513596682","10"
"10 Very willing to take risks","2006","Full Time","Single parent ","2","","","","10"
"10 Very willing to take risks","2006","Full Time","Couple + C. LE 16 ","32","0.0173076596829342","0.011391990339628","0.0232233290262405","10"
"10 Very willing to take risks","2006","Full Time","Couple + C. LE and GT 16","8","","","","10"
"10 Very willing to take risks","2006","Part Time","Couple + C. LE and GT 16","4","","","","10"
"10 Very willing to take risks","2006","Part Time","Single parent ","7","","","","10"
"10 Very willing to take risks","2006","Part Time","1-pers.-HH","8","","","","10"
"10 Very willing to take risks","2006","Not Working","1-pers.-HH","29","","","","10"
"10 Very willing to take risks","2006","Not Working","(Married) couple without C. ","31","0.00880042821600132","0.00590245679375776","0.0116983996382449","10"
"10 Very willing to take risks","2006","Not Working","Single parent ","5","","","","10"
"10 Very willing to take risks","2006","Not Working","Couple + C. LE 16 ","17","","","","10"
"10 Very willing to take risks","2006","Not Working","Couple + C. GT 16 ","13","","","","10"
"10 Very willing to take risks","2006","Not Working","Couple + C. LE and GT 16","11","","","","10"
"2","2006","Full Time","1-pers.-HH","74","0.0562935615859386","0.0430696333031715","0.0695174898687057","2"
"2","2006","Full Time","(Married) couple without C. ","184","0.0823461644178697","0.0717266428968871","0.0929656859388523","2"
"2","2006","Full Time","Couple + C. LE and GT 16","33","0.0418873661769503","0.0260157120778802","0.0577590202760204","2"
"2","2006","Part Time","1-pers.-HH","38","0.0766003418239611","0.0529552957318999","0.100245387916022","2"
"2","2006","Part Time","(Married) couple without C. ","108","0.0779142878786872","0.0632477042824039","0.0925808714749704","2"
"2","2006","Part Time","Single parent ","26","","","","2"
"2","2006","Part Time","Couple + C. LE 16 ","152","0.113486318916683","0.0961505909859174","0.130822046847448","2"
"2","2006","Part Time","Couple + C. GT 16 ","56","0.052560914355133","0.038532064636421","0.066589764073845","2"
"2","2006","Part Time","Couple + C. LE and GT 16","40","0.0885993612849703","0.0625746864547811","0.11462403611516","2"
"2","2006","Not Working","1-pers.-HH","205","0.118244377167832","0.102804003083385","0.133684751252278","2"
"2","2006","Not Working","(Married) couple without C. ","457","0.118047553200912","0.108035740350835","0.12805936605099","2"
"2","2006","Not Working","Single parent ","42","0.0990363146293016","0.0699084741735008","0.128164155085102","2"
"2","2006","Full Time","Single parent ","24","","","","2"
"2","2006","Not Working","Couple + C. LE 16 ","84","0.100205810974203","0.0787444521230434","0.121667169825362","2"
"2","2006","Full Time","Couple + C. LE 16 ","131","0.074710451477173","0.0627841594074894","0.0866367435468565","2"
"2","2006","Full Time","Couple + C. GT 16 ","126","0.0734177841225778","0.0607830424215636","0.086052525823592","2"
"2","2006","Not Working","Couple + C. GT 16 ","78","0.0890272036467217","0.0717524480394351","0.106301959254008","2"
"2","2006","Not Working","Couple + C. LE and GT 16","31","0.050436375456023","0.0293558277802253","0.0715169231318208","2"
"3","2006","Part Time","Single parent ","47","0.118958018354299","0.0868691150683642","0.151046921640235","3"
"3","2006","Part Time","(Married) couple without C. ","155","0.128282655985411","0.109984531500558","0.146580780470263","3"
"3","2006","Part Time","Couple + C. LE 16 ","174","0.137993705715601","0.119143657562801","0.156843753868401","3"
"3","2006","Full Time","1-pers.-HH","129","0.120223949706367","0.101564697860396","0.138883201552337","3"
"3","2006","Full Time","(Married) couple without C. ","309","0.113416384795274","0.101166230182235","0.125666539408313","3"
"3","2006","Full Time","Single parent ","42","0.110721880194202","0.0787056320457686","0.142738128342635","3"
"3","2006","Full Time","Couple + C. LE 16 ","206","0.107734462366616","0.0936707389727344","0.121798185760498","3"
"3","2006","Full Time","Couple + C. GT 16 ","176","0.101751633556343","0.087106522664407","0.11639674444828","3"
"3","2006","Full Time","Couple + C. LE and GT 16","67","0.108890074344288","0.0842108123959635","0.133569336292613","3"
"3","2006","Part Time","1-pers.-HH","49","0.0995863314757889","0.0729637071966583","0.126208955754919","3"
"3","2006","Part Time","Couple + C. GT 16 ","123","0.121703361570947","0.101149811002251","0.142256912139644","3"
"3","2006","Part Time","Couple + C. LE and GT 16","53","0.0988200075232852","0.0714897600686372","0.126150254977933","3"
"3","2006","Not Working","1-pers.-HH","230","0.134907898462464","0.118571989213058","0.151243807711869","3"
"3","2006","Not Working","(Married) couple without C. ","514","0.123426879728932","0.113220761552155","0.133632997905708","3"
"3","2006","Not Working","Single parent ","35","0.0783965209114367","0.0521858669863807","0.104607174836493","3"
"3","2006","Not Working","Couple + C. LE 16 ","106","0.137989325362732","0.113339250739317","0.162639399986146","3"
"3","2006","Not Working","Couple + C. GT 16 ","128","0.113376435483951","0.0941442395017296","0.132608631466172","3"
"3","2006","Not Working","Couple + C. LE and GT 16","47","0.0787987194461895","0.0528458867619487","0.10475155213043","3"
"4","2006","Full Time","Couple + C. LE and GT 16","62","0.113586458275812","0.0884471195270925","0.138725797024531","4"
"4","2006","Part Time","Single parent ","34","0.0791761882656144","0.052412542201637","0.105939834329592","4"
"4","2006","Part Time","Couple + C. LE 16 ","126","0.0998068029914671","0.083424477809102","0.116189128173832","4"
