"plh0204_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1","2018","35-65 y.","West Germany","897","0.0684883928607425","0.0641683776395688","0.0728084080819163","1"
"1","2018","35-65 y.","East Germany","215","0.0590060429313986","0.0511352000625711","0.066876885800226","1"
"1","2018","66 and older","West Germany","314","0.0814854381781004","0.0728143785093464","0.0901564978468544","1"
"1","2018","66 and older","East Germany","101","0.0901778978652571","0.0743620997194228","0.105993696011091","1"
"1","2018","16-34 y.","East Germany","70","0.0363237893944194","0.026547767043438","0.0460998117454009","1"
"10 Very willing to take risks","2018","66 and older","East Germany","5","","","","10"
"10 Very willing to take risks","2018","66 and older","West Germany","27","","","","10"
"10 Very willing to take risks","2018","16-34 y.","West Germany","293","0.0221279554820991","0.0186518167867944","0.0256040941774038","10"
"10 Very willing to take risks","2018","16-34 y.","East Germany","60","0.0307953604289077","0.0217681943979169","0.0398225264598985","10"
"10 Very willing to take risks","2018","35-65 y.","West Germany","246","0.0162566992335558","0.0140937828348374","0.0184196156322742","10"
"10 Very willing to take risks","2018","35-65 y.","East Germany","65","0.0111026499274107","0.00760264617895307","0.0146026536758684","10"
"2","2018","16-34 y.","East Germany","126","0.0775954686588372","0.0636163453285918","0.0915745919890826","2"
"2","2018","35-65 y.","West Germany","1737","0.131903056573316","0.126115514019119","0.137690599127513","2"
"2","2018","16-34 y.","West Germany","573","0.097255516729785","0.0902534703890415","0.104257563070529","2"
"2","2018","66 and older","West Germany","585","0.159880940201575","0.148264905124184","0.171496975278967","2"
"2","2018","66 and older","East Germany","189","0.169104452996597","0.148407159596454","0.189801746396741","2"
"2","2018","35-65 y.","East Germany","453","0.127557437092788","0.116414468806823","0.138700405378754","2"
"3","2018","35-65 y.","West Germany","1779","0.150082219809535","0.14397370355803","0.156190736061041","3"
"3","2018","35-65 y.","East Germany","538","0.16392236442634","0.151556570983466","0.176288157869214","3"
"3","2018","66 and older","East Germany","208","0.150489300133833","0.130746895157435","0.170231705110231","3"
"3","2018","66 and older","West Germany","560","0.13691475346563","0.126019405120232","0.147810101811029","3"
"3","2018","16-34 y.","West Germany","719","0.130353551261079","0.122397121488174","0.138309981033983","3"
"3","2018","16-34 y.","East Germany","153","0.150022730649098","0.131363951204674","0.168681510093522","3"
"4","2018","16-34 y.","East Germany","126","0.0879078348361133","0.0731121798147346","0.102703489857492","4"
"4","2018","16-34 y.","West Germany","567","0.112225787386333","0.104766745777767","0.119684828994899","4"
"4","2018","35-65 y.","West Germany","1121","0.0915125792683931","0.0865810398237486","0.0964441187130376","4"
"4","2018","66 and older","East Germany","108","0.0802463188013196","0.0652456319414543","0.0952470056611849","4"
"4","2018","35-65 y.","East Germany","323","0.0949316434277176","0.0851406722998347","0.1047226145556","4"
"4","2018","66 and older","West Germany","325","0.0871104763333051","0.0781726182403395","0.0960483344262707","4"
"5","2018","66 and older","East Germany","262","0.201867780146682","0.179704514917155","0.224031045376208","5"
"5","2018","66 and older","West Germany","708","0.19511848700154","0.182558061983588","0.207678912019493","5"
"5","2018","16-34 y.","West Germany","1098","0.153731672614028","0.145208109995163","0.162255235232893","5"
"5","2018","16-34 y.","East Germany","266","0.191392997108993","0.170837271441288","0.211948722776698","5"
"5","2018","35-65 y.","West Germany","2317","0.181824705200471","0.175227920946078","0.188421489454863","5"
"5","2018","35-65 y.","East Germany","660","0.213585748996686","0.199896128677325","0.227275369316047","5"
"6","2018","66 and older","East Germany","119","0.0806914598905853","0.0656528652859067","0.0957300544952639","6"
"6","2018","16-34 y.","West Germany","688","0.115634060987951","0.108077149611102","0.1231909723648","6"
"6","2018","16-34 y.","East Germany","151","0.142115346110106","0.123870677457931","0.160360014762281","6"
"6","2018","35-65 y.","West Germany","1119","0.100654662582625","0.0955087447614417","0.105800580403809","6"
"6","2018","35-65 y.","East Germany","320","0.0992452888906859","0.0892582256279159","0.109232352153456","6"
"6","2018","66 and older","West Germany","327","0.0841569536188002","0.0753577234415787","0.0929561837960217","6"
"7","2018","66 and older","East Germany","93","0.0593705361848335","0.0463221262227015","0.0724189461469655","7"
"7","2018","16-34 y.","West Germany","820","0.131848659716599","0.123853612810829","0.139843706622368","7"
"7","2018","16-34 y.","East Germany","157","0.130257154883803","0.112669931951872","0.147844377815734","7"
"7","2018","66 and older","West Germany","331","0.0792312657014253","0.0706704976938395","0.0877920337090111","7"
"7","2018","35-65 y.","West Germany","1304","0.105809902445","0.100548994058869","0.111070810831132","7"
"7","2018","35-65 y.","East Germany","358","0.0945488997059197","0.0847756201922987","0.104322179219541","7"
"8","2018","66 and older","East Germany","77","0.0725122068437331","0.0581928839919458","0.0868315296955204","8"
"8","2018","16-34 y.","West Germany","699","0.120235575581102","0.112549845507989","0.127921305654214","8"
"8","2018","16-34 y.","East Germany","154","0.114878999992966","0.0982171704213823","0.13154082956455","8"
"8","2018","35-65 y.","West Germany","981","0.0792724914591714","0.0746517734300505","0.0838932094882923","8"
"8","2018","35-65 y.","East Germany","236","0.0751148899087641","0.0663107590082466","0.0839190208092817","8"
"8","2018","66 and older","West Germany","257","0.0656865371578622","0.0578346574710468","0.0735384168446776","8"
"9","2018","16-34 y.","West Germany","264","0.0449407199077029","0.040044954343089","0.0498364854723168","9"
"9","2018","66 and older","East Germany","9","","","","9"
"9","2018","35-65 y.","East Germany","72","0.0218846188731825","0.0169975988585214","0.0267716388878436","9"
"9","2018","66 and older","West Germany","44","0.0122604612658596","0.00877256328647379","0.0157483592452453","9"
"9","2018","35-65 y.","West Germany","282","0.0205251040374921","0.0181000468067726","0.0229501612682115","9"
"9","2018","16-34 y.","East Germany","52","0.0240428825155753","0.0160388346474395","0.0320469303837112","9"
"0 Not at all Willing to take risks","2019","35-65 y.","West Germany","892","0.0374061010399825","0.034198766130689","0.040613435949276","0"
"0 Not at all Willing to take risks","2019","66 and older","East Germany","51","0.0602607414230757","0.0473988116153493","0.073122671230802","0"
"0 Not at all Willing to take risks","2019","16-34 y.","West Germany","470","0.0224199402497093","0.0186996007313055","0.0261402797681132","0"
"0 Not at all Willing to take risks","2019","16-34 y.","East Germany","52","0.0120422291847796","0.00589134912055825","0.0181931092490009","0"
"0 Not at all Willing to take risks","2019","66 and older","West Germany","233","0.0646118212172401","0.0569423317082079","0.0722813107262723","0"
"0 Not at all Willing to take risks","2019","35-65 y.","East Germany","119","0.0251591911269956","0.0200002372175754","0.0303181450364157","0"
"1","2019","66 and older","West Germany","217","0.0607375909387582","0.0532862097735433","0.0681889721039732","1"
"1","2019","16-34 y.","East Germany","52","0.0226819753389518","0.014285964025728","0.0310779866521755","1"
"1","2019","35-65 y.","West Germany","612","0.0406130678748158","0.0372766431159207","0.0439494926337109","1"
"1","2019","35-65 y.","East Germany","134","0.0409196771557033","0.0343937826382865","0.0474455716731201","1"
"1","2019","66 and older","East Germany","61","0.0630816890398218","0.0499419199088474","0.0762214581707963","1"
"1","2019","16-34 y.","West Germany","210","0.0192440624241236","0.0157916868575799","0.0226964379906673","1"
"10 Very willing to take risks","2019","16-34 y.","West Germany","296","0.0395079670136286","0.0346126772087375","0.0444032568185196","10"
"10 Very willing to take risks","2019","16-34 y.","East Germany","40","0.031232234678933","0.021423206246669","0.0410412631111969","10"
"10 Very willing to take risks","2019","35-65 y.","West Germany","377","0.0207028260621831","0.0182961169357709","0.0231095351885952","10"
"10 Very willing to take risks","2019","35-65 y.","East Germany","87","0.01692078708734","0.0126721366843605","0.0211694374903195","10"
"10 Very willing to take risks","2019","66 and older","West Germany","71","0.0105928304168671","0.00739902786049504","0.0137866329732392","10"
"10 Very willing to take risks","2019","66 and older","East Germany","17","","","","10"
"2","2019","66 and older","East Germany","176","0.147999573909881","0.12880690580843","0.167192242011332","2"
"2","2019","35-65 y.","West Germany","1165","0.0915150242936532","0.0866413487664712","0.0963886998208351","2"
"2","2019","16-34 y.","West Germany","416","0.0708979382649086","0.064448265245532","0.0773476112842852","2"
"2","2019","16-34 y.","East Germany","80","0.063717502523351","0.0499439030850917","0.0774911019616103","2"
"2","2019","35-65 y.","East Germany","340","0.0983393394405781","0.088530182923384","0.108148495957772","2"
"2","2019","66 and older","West Germany","367","0.109405472249105","0.0996673760264487","0.119143568471761","2"
"3","2019","66 and older","East Germany","152","0.121229428278462","0.103588274102169","0.138870582454754","3"
"3","2019","35-65 y.","East Germany","381","0.116527576968649","0.105958007027256","0.127097146910041","3"
"3","2019","16-34 y.","West Germany","555","0.105569796543154","0.0978477528758952","0.113291840210412","3"
"3","2019","16-34 y.","East Germany","116","0.0940586565789471","0.0775973596272561","0.110519953530638","3"
"3","2019","35-65 y.","West Germany","1595","0.135908655892464","0.130116304190751","0.141701007594177","3"
"3","2019","66 and older","West Germany","471","0.125933251151321","0.115582853502749","0.136283648799893","3"
"4","2019","66 and older","East Germany","115","0.0797499593257713","0.065107859198173","0.0943920594533697","4"
"4","2019","35-65 y.","West Germany","1183","0.0979982379891591","0.0929729105568418","0.103023565421477","4"
"4","2019","66 and older","West Germany","371","0.0965087734121255","0.087296646856751","0.1057208999675","4"
"4","2019","16-34 y.","East Germany","126","0.107378245916366","0.0899197626930408","0.124836729139691","4"
"4","2019","16-34 y.","West Germany","506","0.0875630865769344","0.0804599341042748","0.0946662390495941","4"
"4","2019","35-65 y.","East Germany","295","0.0882146710709732","0.0788721697159887","0.0975571724259578","4"
"5","2019","66 and older","East Germany","271","0.212587706384034","0.190474313435141","0.234701099332926","5"
"5","2019","16-34 y.","West Germany","910","0.163720623545754","0.154422044845015","0.173019202246493","5"
"5","2019","16-34 y.","East Germany","231","0.192661107013003","0.170420860997934","0.214901353028072","5"
"5","2019","35-65 y.","West Germany","2304","0.181708122429318","0.175190445518103","0.188225799340532","5"
"5","2019","66 and older","West Germany","802","0.196512809112299","0.184116299012132","0.208909319212466","5"
"5","2019","35-65 y.","East Germany","657","0.201539351924927","0.188324778532602","0.214753925317251","5"
"6","2019","66 and older","East Germany","152","0.1114758812685","0.0944656474905197","0.12848611504648","6"
"6","2019","16-34 y.","East Germany","152","0.151381174160643","0.131169285855268","0.171593062466018","6"
"6","2019","66 and older","West Germany","421","0.0989164737244972","0.0896025781224812","0.108230369326513","6"
"6","2019","16-34 y.","West Germany","697","0.141968138266451","0.133197396309316","0.150738880223586","6"
"6","2019","35-65 y.","West Germany","1547","0.126092149430521","0.120481303003136","0.131702995857906","6"
"6","2019","35-65 y.","East Germany","450","0.133554303123394","0.122348420286796","0.144760185959993","6"
"7","2019","16-34 y.","West Germany","887","0.15940691097938","0.150208015943771","0.16860580601499","7"
"7","2019","16-34 y.","East Germany","161","0.154891566462269","0.134489003457291","0.175294129467248","7"
"7","2019","66 and older","East Germany","158","0.0986588432946492","0.0825413378592302","0.114776348730068","7"
"7","2019","35-65 y.","East Germany","493","0.129857793979899","0.118784531674801","0.140931056284998","7"
"7","2019","35-65 y.","West Germany","1823","0.14045851057584","0.134585524255276","0.146331496896404","7"
"7","2019","66 and older","West Germany","479","0.126173285757811","0.1158144512917","0.136532120223923","7"
"8","2019","66 and older","East Germany","142","0.0849610866092828","0.0698910250819233","0.100031148136642","8"
"8","2019","16-34 y.","East Germany","140","0.133030634995061","0.113879596389516","0.152181673600607","8"
"8","2019","66 and older","West Germany","391","0.0845653419110114","0.0758852483231515","0.0932454354988712","8"
"8","2019","16-34 y.","West Germany","739","0.132308637695672","0.123794004987088","0.140823270404256","8"
"8","2019","35-65 y.","West Germany","1407","0.0987100997521994","0.0936685438727283","0.103751655631671","8"
"8","2019","35-65 y.","East Germany","445","0.115365369902626","0.104841725622815","0.125889014182437","8"
"9","2019","16-34 y.","West Germany","397","0.0573928984402848","0.0515479105537386","0.0632378863268309","9"
"9","2019","66 and older","East Germany","20","","","","9"
"9","2019","35-65 y.","West Germany","541","0.0288872046598648","0.0260562094473967","0.0317181998723329","9"
"9","2019","66 and older","West Germany","124","0.0260423501089643","0.0210738574674134","0.0310108427505152","9"
"9","2019","35-65 y.","East Germany","139","0.0336019382189147","0.0276657638469968","0.0395381125908326","9"
"9","2019","16-34 y.","East Germany","58","0.0369246731476956","0.0262905157985425","0.0475588304968486","9"
