"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"6","2008","Other degree","West Germany","70","0.0847448919944457","0.0664888268182483","0.103000957170643"
"6","2008","Other degree","East Germany","3","","",""
"6","2008","no degree/no degree yet","West Germany","42","0.073619527892194","0.0494370781488899","0.097801977635498"
"6","2008","no degree/no degree yet","East Germany","12","","",""
"7","2008","lower secondary degree","West Germany","434","0.0787660562599904","0.0714487619100595","0.0860833506099213"
"7","2008","lower secondary degree","East Germany","99","0.0883138926444569","0.0727995381894393","0.103828247099475"
"7","2008","secondary school degree","West Germany","385","0.0992774671175847","0.0895803171336556","0.108974617101514"
"7","2008","secondary school degree","East Germany","234","0.116841478608713","0.103122026703322","0.130560930514104"
"7","2008","college entrance qualification","West Germany","566","0.144988167663084","0.13410554934523","0.155870785980938"
"7","2008","college entrance qualification","East Germany","132","0.134132240842389","0.114146793259272","0.154117688425506"
"7","2008","Other degree","West Germany","74","0.090203148871495","0.071424584140517","0.108981713602473"
"7","2008","Other degree","East Germany","5","","",""
"7","2008","no degree/no degree yet","West Germany","48","0.0975564540449648","0.0700808588714937","0.125032049218436"
"7","2008","no degree/no degree yet","East Germany","21","","",""
"8","2008","lower secondary degree","West Germany","341","0.0649765271000814","0.0582809885706016","0.0716720656295611"
"8","2008","lower secondary degree","East Germany","83","0.0592719263799237","0.046361127952194","0.0721827248076533"
"8","2008","secondary school degree","West Germany","266","0.0693004838961125","0.0610648670645651","0.0775361007276599"
"8","2008","secondary school degree","East Germany","149","0.0675209677369599","0.0568043491478772","0.0782375863260426"
"8","2008","college entrance qualification","West Germany","321","0.070704608481225","0.0627817516696768","0.0786274652927731"
"8","2008","college entrance qualification","East Germany","92","0.0951594034965514","0.0779512845768803","0.112367522416222"
"8","2008","Other degree","West Germany","67","0.063336949562101","0.0473708219040151","0.0793030772201869"
"8","2008","Other degree","East Germany","2","","",""
"8","2008","no degree/no degree yet","West Germany","43","0.0853935956726614","0.0595151103409728","0.11127208100435"
"8","2008","no degree/no degree yet","East Germany","10","","",""
"9","2008","lower secondary degree","West Germany","94","0.0191528241040098","0.015429652169443","0.0228759960385767"
"9","2008","lower secondary degree","East Germany","12","","",""
"9","2008","secondary school degree","West Germany","72","0.021109748341484","0.0164481829084321","0.025771313774536"
"9","2008","secondary school degree","East Germany","43","0.0206339017668998","0.0145625957976329","0.0267052077361666"
"9","2008","college entrance qualification","West Germany","82","0.0260247448719621","0.021103802756896","0.0309456869870281"
"9","2008","college entrance qualification","East Germany","17","","",""
"9","2008","Other degree","West Germany","23","","",""
"9","2008","Other degree","East Germany","2","","",""
"9","2008","no degree/no degree yet","West Germany","16","","",""
"9","2008","no degree/no degree yet","East Germany","7","","",""
"10 Very willing to take risks","2008","lower secondary degree","West Germany","83","0.0169474597289512","0.0134412597780977","0.0204536596798046"
"10 Very willing to take risks","2008","lower secondary degree","East Germany","11","","",""
"10 Very willing to take risks","2008","secondary school degree","West Germany","41","0.0121341944352365","0.00858379099120595","0.015684597879267"
"10 Very willing to take risks","2008","secondary school degree","East Germany","16","","",""
"10 Very willing to take risks","2008","college entrance qualification","West Germany","25","","",""
"10 Very willing to take risks","2008","college entrance qualification","East Germany","7","","",""
"10 Very willing to take risks","2008","Other degree","West Germany","16","","",""
"10 Very willing to take risks","2008","Other degree","East Germany","4","","",""
"10 Very willing to take risks","2008","no degree/no degree yet","West Germany","6","","",""
"10 Very willing to take risks","2008","no degree/no degree yet","East Germany","2","","",""
"0 Not at all Willing to take risks","2009","lower secondary degree","West Germany","659","0.144192835491411","0.134189238236986","0.154196432745836"
"0 Not at all Willing to take risks","2009","lower secondary degree","East Germany","152","0.136440638818842","0.117019466652062","0.155861810985622"
"0 Not at all Willing to take risks","2009","secondary school degree","West Germany","243","0.0732257590227453","0.0644757510020419","0.0819757670434486"
"0 Not at all Willing to take risks","2009","secondary school degree","East Germany","124","0.0670482379418815","0.0561171010059948","0.0779793748777681"
"0 Not at all Willing to take risks","2009","college entrance qualification","West Germany","188","0.0443192734321786","0.0377860971790669","0.0508524496852902"
"0 Not at all Willing to take risks","2009","college entrance qualification","East Germany","37","0.0430819319887978","0.0309949350337099","0.0551689289438856"
"0 Not at all Willing to take risks","2009","Other degree","West Germany","133","0.19698586942877","0.16870970975129","0.225262029106251"
"0 Not at all Willing to take risks","2009","Other degree","East Germany","5","","",""
"0 Not at all Willing to take risks","2009","no degree/no degree yet","West Germany","47","0.144616294556394","0.110695800712878","0.178536788399911"
"0 Not at all Willing to take risks","2009","no degree/no degree yet","East Germany","2","","",""
"1","2009","lower secondary degree","West Germany","465","0.099575617104154","0.0910486119521389","0.108102622256169"
"1","2009","lower secondary degree","East Germany","109","0.100438309158715","0.0834315077465333","0.117445110570897"
"1","2009","secondary school degree","West Germany","249","0.0690254888698915","0.0605109099768294","0.0775400677629535"
"1","2009","secondary school degree","East Germany","122","0.0545497319179599","0.0446241104010811","0.0644753534348386"
"1","2009","college entrance qualification","West Germany","221","0.0617215858098984","0.0540822421832835","0.0693609294365134"
"1","2009","college entrance qualification","East Germany","65","0.0596251607860458","0.0455290685836927","0.073721252988399"
"1","2009","Other degree","West Germany","62","0.0754074023215238","0.0566348427545538","0.0941799618884938"
"1","2009","Other degree","East Germany","5","","",""
"1","2009","no degree/no degree yet","West Germany","23","","",""
"1","2009","no degree/no degree yet","East Germany","5","","",""
"2","2009","lower secondary degree","West Germany","726","0.145763287976522","0.135714594641787","0.155811981311256"
"2","2009","lower secondary degree","East Germany","188","0.147446471087192","0.127386260510614","0.16750668166377"
"2","2009","secondary school degree","West Germany","515","0.153833793816579","0.141715450652805","0.165952136980352"
"2","2009","secondary school degree","East Germany","300","0.155331827724512","0.139500572629069","0.171163082819955"
"2","2009","college entrance qualification","West Germany","542","0.129084015124308","0.118440232200937","0.139727798047678"
"2","2009","college entrance qualification","East Germany","171","0.129108058071418","0.109146600018238","0.149069516124599"
"2","2009","Other degree","West Germany","96","0.121291344668542","0.0980811569791294","0.144501532357954"
"2","2009","Other degree","East Germany","5","","",""
"2","2009","no degree/no degree yet","West Germany","38","0.0926449590973296","0.0646826784461021","0.120607239748557"
"2","2009","no degree/no degree yet","East Germany","6","","",""
"3","2009","lower secondary degree","West Germany","740","0.141345031607514","0.131424247108829","0.151265816106199"
"3","2009","lower secondary degree","East Germany","181","0.149741636036655","0.129553128640831","0.16993014343248"
"3","2009","secondary school degree","West Germany","588","0.161976486339718","0.149601531519645","0.17435144115979"
"3","2009","secondary school degree","East Germany","321","0.158572611660033","0.142607775450068","0.174537447869997"
"3","2009","college entrance qualification","West Germany","668","0.173030938050388","0.1610227312843","0.185039144816476"
"3","2009","college entrance qualification","East Germany","193","0.167220940172708","0.145006075165482","0.189435805179935"
"3","2009","Other degree","West Germany","131","0.15029794545978","0.124891076302719","0.17570481461684"
"3","2009","Other degree","East Germany","10","","",""
"3","2009","no degree/no degree yet","West Germany","50","0.126420747033508","0.0943703512461689","0.158471142820846"
"3","2009","no degree/no degree yet","East Germany","14","","",""
"4","2009","lower secondary degree","West Germany","485","0.101412397809417","0.0928158885459005","0.110008907072934"
"4","2009","lower secondary degree","East Germany","134","0.122703741989638","0.104140257047762","0.141267226931514"
"4","2009","secondary school degree","West Germany","371","0.106814878214286","0.0964401638681836","0.117189592560389"
"4","2009","secondary school degree","East Germany","237","0.115675548825741","0.101696788565117","0.129654309086364"
"4","2009","college entrance qualification","West Germany","510","0.132465999070567","0.121704640382256","0.143227357758878"
"4","2009","college entrance qualification","East Germany","133","0.124756915735829","0.105085749495531","0.144428081976126"
"4","2009","Other degree","West Germany","92","0.118247090343082","0.0952903629480498","0.141203817738115"
"4","2009","Other degree","East Germany","4","","",""
"4","2009","no degree/no degree yet","West Germany","54","0.111417870370271","0.081072022297354","0.141763718443187"
"4","2009","no degree/no degree yet","East Germany","10","","",""
"5","2009","lower secondary degree","West Germany","929","0.214177618304922","0.202494853378903","0.225860383230941"
"5","2009","lower secondary degree","East Germany","262","0.195861897736197","0.173407688388316","0.218316107084077"
"5","2009","secondary school degree","West Germany","716","0.210541637111022","0.196847863443696","0.224235410778349"
"5","2009","secondary school degree","East Germany","485","0.247637271879062","0.228771972677184","0.266502571080941"
"5","2009","college entrance qualification","West Germany","676","0.181555740589725","0.169318846783611","0.193792634395838"
"5","2009","college entrance qualification","East Germany","220","0.198761449981952","0.175005059985979","0.222517839977925"
"5","2009","Other degree","West Germany","135","0.175931518791202","0.148861112583759","0.203001924998644"
"5","2009","Other degree","East Germany","11","","",""
"5","2009","no degree/no degree yet","West Germany","89","0.210975539002868","0.171626479973165","0.25032459803257"
"5","2009","no degree/no degree yet","East Germany","13","","",""
"6","2009","lower secondary degree","West Germany","299","0.0619222982840808","0.0550588978379315","0.0687856987302302"
"6","2009","lower secondary degree","East Germany","73","0.0595335923872098","0.0461457633850365","0.0729214213893831"
"6","2009","secondary school degree","West Germany","317","0.103560325193991","0.0933262932000868","0.113794357187895"
"6","2009","secondary school degree","East Germany","176","0.0832674637692828","0.0711920770864997","0.0953428504520658"
"6","2009","college entrance qualification","West Germany","490","0.142337689216593","0.131246202499635","0.153429175933552"
"6","2009","college entrance qualification","East Germany","124","0.115551018762866","0.0965202324706658","0.134581805055066"
"6","2009","Other degree","West Germany","41","0.0549578255514373","0.0387553393378872","0.0711603117649875"
"6","2009","Other degree","East Germany","3","","",""
"6","2009","no degree/no degree yet","West Germany","54","0.115127451149371","0.0843450232275173","0.145909879071225"
"6","2009","no degree/no degree yet","East Germany","10","","",""
"7","2009","lower secondary degree","West Germany","265","0.0543562595288866","0.0478999408822235","0.0608125781755497"
"7","2009","lower secondary degree","East Germany","57","0.0420852455313637","0.030725049334846","0.0534454417278815"
"7","2009","secondary school degree","West Germany","243","0.073020335999802","0.0642816416436494","0.0817590303559546"
"7","2009","secondary school degree","East Germany","160","0.0721828923153324","0.0608721688703452","0.0834936157603196"
"7","2009","college entrance qualification","West Germany","357","0.0922235151690158","0.0830384562789756","0.101408574059056"
"7","2009","college entrance qualification","East Germany","109","0.122535356271636","0.103015394090076","0.142055318453196"
"7","2009","Other degree","West Germany","40","0.0509753847193369","0.0353381379598898","0.0666126314787841"
"7","2009","Other degree","East Germany","1","","",""
"7","2009","no degree/no degree yet","West Germany","39","0.0972295571557792","0.0686562253221463","0.125802888989412"
"7","2009","no degree/no degree yet","East Germany","8","","",""
"8","2009","lower secondary degree","West Germany","124","0.0275693817703218","0.0229066629707935","0.0322321005698501"
"8","2009","lower secondary degree","East Germany","36","0.0406501984571857","0.0294770055213478","0.0518233913930236"
"8","2009","secondary school degree","West Germany","126","0.0365355571639927","0.0302337480212629","0.0428373663067224"
"8","2009","secondary school degree","East Germany","69","0.0369286299151095","0.0286862450458175","0.0451710147844015"
"8","2009","college entrance qualification","West Germany","133","0.0361386564800508","0.0302139760788193","0.0420633368812823"
"8","2009","college entrance qualification","East Germany","30","0.0375065475933103","0.0261959412644139","0.0488171539222067"
"8","2009","Other degree","West Germany","21","","",""
"8","2009","Other degree","East Germany","1","","",""
"8","2009","no degree/no degree yet","West Germany","15","","",""
"8","2009","no degree/no degree yet","East Germany","6","","",""
"9","2009","lower secondary degree","West Germany","22","","",""
"9","2009","lower secondary degree","East Germany","7","","",""
"9","2009","secondary school degree","West Germany","23","","",""
"9","2009","secondary school degree","East Germany","9","","",""
"9","2009","college entrance qualification","West Germany","17","","",""
"9","2009","college entrance qualification","East Germany","2","","",""
"9","2009","Other degree","West Germany","6","","",""
"9","2009","Other degree","East Germany","","","",""
"9","2009","no degree/no degree yet","West Germany","4","","",""
"9","2009","no degree/no degree yet","East Germany","","","",""
"10 Very willing to take risks","2009","lower secondary degree","West Germany","23","","",""
"10 Very willing to take risks","2009","lower secondary degree","East Germany","1","","",""
"10 Very willing to take risks","2009","secondary school degree","West Germany","14","","",""
"10 Very willing to take risks","2009","secondary school degree","East Germany","8","","",""
"10 Very willing to take risks","2009","college entrance qualification","West Germany","10","","",""
"10 Very willing to take risks","2009","college entrance qualification","East Germany","","","",""
"10 Very willing to take risks","2009","Other degree","West Germany","3","","",""
"10 Very willing to take risks","2009","Other degree","East Germany","1","","",""
"10 Very willing to take risks","2009","no degree/no degree yet","West Germany","","","",""
"10 Very willing to take risks","2009","no degree/no degree yet","East Germany","","","",""
"0 Not at all Willing to take risks","2010","lower secondary degree","West Germany","492","0.103859181375334","0.0958951190335119","0.111823243717155"
"0 Not at all Willing to take risks","2010","lower secondary degree","East Germany","99","0.080480987078272","0.0651972412798453","0.0957647328766987"
"0 Not at all Willing to take risks","2010","secondary school degree","West Germany","265","0.0511476939446318","0.0449699750224603","0.0573254128668034"
"0 Not at all Willing to take risks","2010","secondary school degree","East Germany","118","0.0413415654343824","0.03364332543475","0.0490398054340148"
"0 Not at all Willing to take risks","2010","college entrance qualification","West Germany","163","0.0271660820741494","0.0228389396429081","0.0314932245053906"
"0 Not at all Willing to take risks","2010","college entrance qualification","East Germany","31","0.0296114767416253","0.0206840547642031","0.0385388987190474"
"0 Not at all Willing to take risks","2010","Other degree","West Germany","143","0.112564340448797","0.0964621081848767","0.128666572712718"
"0 Not at all Willing to take risks","2010","Other degree","East Germany","7","","",""
"0 Not at all Willing to take risks","2010","no degree/no degree yet","West Germany","46","0.0749937302577106","0.0553416575595118","0.0946458029559093"
"0 Not at all Willing to take risks","2010","no degree/no degree yet","East Germany","3","","",""
"1","2010","lower secondary degree","West Germany","393","0.0765679925001898","0.0696265430421555","0.0835094419582241"
"1","2010","lower secondary degree","East Germany","59","0.0439180693485363","0.0324055074785061","0.0554306312185665"
"1","2010","secondary school degree","West Germany","248","0.0553244188758953","0.0489135693678572","0.0617352683839334"
"1","2010","secondary school degree","East Germany","123","0.0430476910954812","0.0351992009465083","0.0508961812444541"
"1","2010","college entrance qualification","West Germany","204","0.0392391676587848","0.0340710085857032","0.0444073267318664"
"1","2010","college entrance qualification","East Germany","54","0.0435938889461825","0.0328402071295689","0.0543475707627961"
"1","2010","Other degree","West Germany","101","0.105682893410059","0.0900202395649631","0.121345547255155"
"1","2010","Other degree","East Germany","5","","",""
"1","2010","no degree/no degree yet","West Germany","31","0.0432382409930356","0.0280621661791002","0.0584143158069711"
"1","2010","no degree/no degree yet","East Germany","1","","",""
"2","2010","lower secondary degree","West Germany","708","0.140226257946893","0.131162029665303","0.149290486228482"
"2","2010","lower secondary degree","East Germany","141","0.111482285652047","0.0937999846427359","0.129164586661359"
"2","2010","secondary school degree","West Germany","603","0.127564079948894","0.118209015655319","0.136919144242469"
"2","2010","secondary school degree","East Germany","288","0.109243470589162","0.0971808049315908","0.121306136246734"
"2","2010","college entrance qualification","West Germany","675","0.124142978325517","0.115365979856611","0.132919976794424"
"2","2010","college entrance qualification","East Germany","156","0.116872953372389","0.0999532865592447","0.133792620185533"
"2","2010","Other degree","West Germany","197","0.130879747378133","0.113696968849957","0.148062525906309"
"2","2010","Other degree","East Germany","9","","",""
"2","2010","no degree/no degree yet","West Germany","66","0.103528043893266","0.0807969202661799","0.126259167520351"
"2","2010","no degree/no degree yet","East Germany","3","","",""
"3","2010","lower secondary degree","West Germany","801","0.141950833595999","0.132840188394919","0.15106147879708"
"3","2010","lower secondary degree","East Germany","190","0.169386731277488","0.148312976222752","0.190460486332223"
"3","2010","secondary school degree","West Germany","743","0.15643066149783","0.14624387648102","0.166617446514639"
"3","2010","secondary school degree","East Germany","376","0.173050700132058","0.158422457298196","0.187678942965919"
"3","2010","college entrance qualification","West Germany","861","0.169109904058425","0.159132337188541","0.179087470928309"
"3","2010","college entrance qualification","East Germany","240","0.184019209838266","0.16361147736447","0.204426942312062"
"3","2010","Other degree","West Germany","195","0.124832166095527","0.107992783663349","0.141671548527706"
"3","2010","Other degree","East Germany","15","","",""
"3","2010","no degree/no degree yet","West Germany","77","0.129764996700638","0.104691171171421","0.154838822229855"
"3","2010","no degree/no degree yet","East Germany","9","","",""
"4","2010","lower secondary degree","West Germany","500","0.0896333493471066","0.0821762993294579","0.0970903993647553"
"4","2010","lower secondary degree","East Germany","109","0.0865309881342221","0.0707354093860455","0.102326566882399"
"4","2010","secondary school degree","West Germany","502","0.102924649222911","0.0944036609703715","0.11144563747545"
"4","2010","secondary school degree","East Germany","239","0.101828438867089","0.0901339772815428","0.113522900452634"
"4","2010","college entrance qualification","West Germany","620","0.109550742104577","0.101237305593385","0.117864178615768"
"4","2010","college entrance qualification","East Germany","149","0.105074690996264","0.0889249463339889","0.121224435658538"
"4","2010","Other degree","West Germany","133","0.0836493658567731","0.0695441608652032","0.0977545708483431"
"4","2010","Other degree","East Germany","9","","",""
"4","2010","no degree/no degree yet","West Germany","57","0.0924563117599643","0.0708427869788875","0.114069836541041"
"4","2010","no degree/no degree yet","East Germany","7","","",""
"5","2010","lower secondary degree","West Germany","1195","0.204113921899566","0.193592223680533","0.214635620118599"
"5","2010","lower secondary degree","East Germany","294","0.257860916898222","0.233283388030913","0.28243844576553"
"5","2010","secondary school degree","West Germany","1054","0.205079536615274","0.19375712838785","0.216401944842699"
"5","2010","secondary school degree","East Germany","591","0.245006017406468","0.228374718865528","0.261637315947408"
"5","2010","college entrance qualification","West Germany","998","0.179646420264513","0.169428131841461","0.189864708687564"
"5","2010","college entrance qualification","East Germany","271","0.174286740188387","0.15430791222312","0.194265568153654"
"5","2010","Other degree","West Germany","310","0.186472774786815","0.16662960740733","0.2063159421663"
"5","2010","Other degree","East Germany","24","","",""
"5","2010","no degree/no degree yet","West Germany","125","0.156158478676933","0.129072983742441","0.183243973611424"
"5","2010","no degree/no degree yet","East Germany","20","","",""
"6","2010","lower secondary degree","West Germany","489","0.0832443511319713","0.076032807139614","0.0904558951243286"
"6","2010","lower secondary degree","East Germany","103","0.0846322055170005","0.0689946650874382","0.100269745946563"
"6","2010","secondary school degree","West Germany","518","0.107359078745228","0.0986780020884732","0.116040155401983"
"6","2010","secondary school degree","East Germany","292","0.111879663832879","0.0996903987292959","0.124068928936463"
"6","2010","college entrance qualification","West Germany","682","0.115571975219511","0.1070620479168","0.124081902522221"
"6","2010","college entrance qualification","East Germany","166","0.107822862223287","0.0914884249482274","0.124157299498348"
"6","2010","Other degree","West Germany","141","0.100795675580936","0.085457723494615","0.116133627667256"
"6","2010","Other degree","East Germany","10","","",""
"6","2010","no degree/no degree yet","West Germany","81","0.112734730248453","0.0891365153481135","0.136332945148793"
"6","2010","no degree/no degree yet","East Germany","12","","",""
"7","2010","lower secondary degree","West Germany","480","0.0743412649608398","0.0674932531803141","0.0811892767413655"
"7","2010","lower secondary degree","East Germany","105","0.0756853481436514","0.0608253543833362","0.0905453419039665"
"7","2010","secondary school degree","West Germany","514","0.108636524446443","0.0999102040259961","0.11736284486689"
"7","2010","secondary school degree","East Germany","276","0.0886887638471602","0.077695321523952","0.0996822061703683"
"7","2010","college entrance qualification","West Germany","703","0.137388471284319","0.128225188084163","0.146551754484474"
"7","2010","college entrance qualification","East Germany","179","0.138588945322635","0.120392241782885","0.156785648862385"
"7","2010","Other degree","West Germany","110","0.0613552544354969","0.0491289912377138","0.0735815176332799"
"7","2010","Other degree","East Germany","7","","",""
"7","2010","no degree/no degree yet","West Germany","96","0.164482301780717","0.136821742314625","0.192142861246809"
"7","2010","no degree/no degree yet","East Germany","13","","",""
"8","2010","lower secondary degree","West Germany","412","0.0611530802862349","0.054898032452907","0.0674081281195628"
"8","2010","lower secondary degree","East Germany","88","0.0690577351764789","0.0548124764535629","0.0833029938993948"
"8","2010","secondary school degree","West Germany","311","0.061604681643577","0.0548622650617445","0.0683470982254096"
"8","2010","secondary school degree","East Germany","191","0.0616358666215909","0.0523361761889382","0.0709355570542436"
"8","2010","college entrance qualification","West Germany","405","0.0728687347595017","0.0659502727223953","0.0797871967966081"
"8","2010","college entrance qualification","East Germany","104","0.0791099967010062","0.0648951308083022","0.0933248625937102"
"8","2010","Other degree","West Germany","84","0.0556407725004681","0.0439623973303676","0.0673191476705687"
"8","2010","Other degree","East Germany","9","","",""
"8","2010","no degree/no degree yet","West Germany","63","0.0882409099855238","0.0670768694034375","0.10940495056761"
"8","2010","no degree/no degree yet","East Germany","14","","",""
"9","2010","lower secondary degree","West Germany","78","0.013285011875553","0.0102961839682335","0.0162738397828726"
"9","2010","lower secondary degree","East Germany","14","","",""
"9","2010","secondary school degree","West Germany","70","0.0103912666981583","0.00754757956894414","0.0132349538273724"
"9","2010","secondary school degree","East Germany","46","0.0139405320607057","0.00940678520497248","0.018474278916439"
"9","2010","college entrance qualification","West Germany","71","0.0177159425945709","0.0142046338804097","0.021227251308732"
"9","2010","college entrance qualification","East Germany","26","","",""
"9","2010","Other degree","West Germany","27","","",""
"9","2010","Other degree","East Germany","3","","",""
"9","2010","no degree/no degree yet","West Germany","13","","",""
"9","2010","no degree/no degree yet","East Germany","1","","",""
"10 Very willing to take risks","2010","lower secondary degree","West Germany","89","0.0116247550803132","0.00882656695578591","0.0144229432048405"
"10 Very willing to take risks","2010","lower secondary degree","East Germany","15","","",""
"10 Very willing to take risks","2010","secondary school degree","West Germany","57","0.0135374083611579","0.0102968198927875","0.0167779968295284"
"10 Very willing to take risks","2010","secondary school degree","East Germany","29","","",""
"10 Very willing to take risks","2010","college entrance qualification","West Germany","40","0.00759958165613268","0.00528801380033339","0.00991114951193198"
"10 Very willing to take risks","2010","college entrance qualification","East Germany","9","","",""
"10 Very willing to take risks","2010","Other degree","West Germany","39","0.021280533104708","0.0139279896774114","0.0286330765320046"
"10 Very willing to take risks","2010","Other degree","East Germany","3","","",""
"10 Very willing to take risks","2010","no degree/no degree yet","West Germany","35","0.02640068325948","0.0144382023081125","0.0383631642108474"
"10 Very willing to take risks","2010","no degree/no degree yet","East Germany","3","","",""
"0 Not at all Willing to take risks","2011","lower secondary degree","West Germany","435","0.0864566916199613","0.0789926655221296","0.0939207177177931"
"0 Not at all Willing to take risks","2011","lower secondary degree","East Germany","83","0.0606463038688231","0.0475142086502029","0.0737783990874434"
"0 Not at all Willing to take risks","2011","secondary school degree","West Germany","147","0.0406577431323992","0.0344964347133064","0.046819051551492"
"0 Not at all Willing to take risks","2011","secondary school degree","East Germany","74","0.0283256473923818","0.0214198229034187","0.0352314718813449"
"0 Not at all Willing to take risks","2011","college entrance qualification","West Germany","100","0.0208540658156027","0.0166659732112648","0.0250421584199407"
"0 Not at all Willing to take risks","2011","college entrance qualification","East Germany","16","","",""
"0 Not at all Willing to take risks","2011","Other degree","West Germany","104","0.0945544020967068","0.0770061234509603","0.112102680742453"
"0 Not at all Willing to take risks","2011","Other degree","East Germany","5","","",""
"0 Not at all Willing to take risks","2011","no degree/no degree yet","West Germany","31","0.0766093682783924","0.0532730955961945","0.0999456409605904"
"0 Not at all Willing to take risks","2011","no degree/no degree yet","East Germany","4","","",""
"1","2011","lower secondary degree","West Germany","356","0.0718273367057451","0.0649697936833518","0.0786848797281384"
"1","2011","lower secondary degree","East Germany","79","0.0611661387711208","0.0479815318849171","0.0743507456573245"
"1","2011","secondary school degree","West Germany","185","0.0487023241915863","0.0419872998808152","0.0554173485023573"
"1","2011","secondary school degree","East Germany","75","0.0358632206658136","0.0281228953505196","0.0436035459811077"
"1","2011","college entrance qualification","West Germany","172","0.0298023650397918","0.0248186561713702","0.0347860739082133"
"1","2011","college entrance qualification","East Germany","24","","",""
"1","2011","Other degree","West Germany","89","0.0773985641952792","0.0613721641268157","0.0934249642637426"
"1","2011","Other degree","East Germany","7","","",""
"1","2011","no degree/no degree yet","West Germany","33","0.065926633712412","0.0441536091212064","0.0876996583036175"
"1","2011","no degree/no degree yet","East Germany","3","","",""
"2","2011","lower secondary degree","West Germany","671","0.127908933885627","0.119038586447255","0.136779281324"
"2","2011","lower secondary degree","East Germany","151","0.123539595410184","0.105435096135907","0.141644094684462"
"2","2011","secondary school degree","West Germany","420","0.103944696594836","0.0944236848020116","0.11346570838766"
"2","2011","secondary school degree","East Germany","202","0.0956571613845125","0.0834140855117395","0.107900237257285"
"2","2011","college entrance qualification","West Germany","431","0.090671072388638","0.0822553369704632","0.0990868078068129"
"2","2011","college entrance qualification","East Germany","105","0.0801754208251206","0.0647395799456397","0.0956112617046015"
"2","2011","Other degree","West Germany","138","0.124077080790953","0.104305509123714","0.143848652458191"
"2","2011","Other degree","East Germany","11","","",""
"2","2011","no degree/no degree yet","West Germany","45","0.117862260786576","0.089570928279018","0.146153593294134"
"2","2011","no degree/no degree yet","East Germany","5","","",""
"3","2011","lower secondary degree","West Germany","695","0.126756596806648","0.117920464408802","0.135592729204494"
"3","2011","lower secondary degree","East Germany","171","0.130857797103515","0.112302731179165","0.149412863027865"
"3","2011","secondary school degree","West Germany","524","0.127165243932782","0.116771673632868","0.137558814232696"
"3","2011","secondary school degree","East Germany","310","0.131127857580621","0.117077393667491","0.14517832149375"
"3","2011","college entrance qualification","West Germany","678","0.155167121309414","0.144555482761433","0.165778759857396"
"3","2011","college entrance qualification","East Germany","189","0.145710238736213","0.125656063790516","0.16576441368191"
"3","2011","Other degree","West Germany","131","0.124068159581045","0.104297198037868","0.143839121124222"
"3","2011","Other degree","East Germany","7","","",""
"3","2011","no degree/no degree yet","West Germany","37","0.0841336171656892","0.0597780269788006","0.108489207352578"
"3","2011","no degree/no degree yet","East Germany","2","","",""
"4","2011","lower secondary degree","West Germany","563","0.0960100862571263","0.0881857141737644","0.103834458340488"
"4","2011","lower secondary degree","East Germany","138","0.102296342127236","0.085623339073878","0.118969345180593"
"4","2011","secondary school degree","West Germany","439","0.102843903746785","0.0933676253577736","0.112320182135796"
"4","2011","secondary school degree","East Germany","247","0.123555302640103","0.109857269966767","0.137253335313439"
"4","2011","college entrance qualification","West Germany","484","0.109010625602497","0.0998764812233829","0.118144769981611"
"4","2011","college entrance qualification","East Germany","148","0.125817367941737","0.106966621647194","0.14466811423628"
"4","2011","Other degree","West Germany","89","0.0687616698111365","0.0535853631464833","0.0839379764757897"
"4","2011","Other degree","East Germany","5","","",""
"4","2011","no degree/no degree yet","West Germany","43","0.0859586147990749","0.0613648252585006","0.110552404339649"
"4","2011","no degree/no degree yet","East Germany","6","","",""
"5","2011","lower secondary degree","West Germany","1280","0.235962506800588","0.224685648880364","0.247239364720813"
"5","2011","lower secondary degree","East Germany","339","0.268812574534723","0.244420068160318","0.293205080909127"
"5","2011","secondary school degree","West Germany","915","0.229873931326634","0.216747692504182","0.243000170149086"
"5","2011","secondary school degree","East Germany","578","0.239001160081603","0.221248753076284","0.256753567086921"
"5","2011","college entrance qualification","West Germany","859","0.195128843376803","0.183513792649559","0.206743894104047"
"5","2011","college entrance qualification","East Germany","251","0.219321542678087","0.195801727355896","0.242841358000278"
"5","2011","Other degree","West Germany","225","0.23104962636433","0.205770372219699","0.256328880508961"
"5","2011","Other degree","East Germany","14","","",""
"5","2011","no degree/no degree yet","West Germany","90","0.153714171000378","0.122068573050744","0.185359768950012"
"5","2011","no degree/no degree yet","East Germany","16","","",""
"6","2011","lower secondary degree","West Germany","494","0.0863723282973826","0.0789116002730145","0.0938330563217507"
"6","2011","lower secondary degree","East Germany","121","0.095431141942118","0.0792658647383138","0.111596419145922"
"6","2011","secondary school degree","West Germany","457","0.116807854305654","0.106787613697132","0.126828094914176"
"6","2011","secondary school degree","East Germany","264","0.133732021323026","0.119564003990445","0.147900038655607"
"6","2011","college entrance qualification","West Germany","639","0.143283622292229","0.133014956855693","0.153552287728766"
"6","2011","college entrance qualification","East Germany","177","0.133336695179602","0.114014466782107","0.152658923577098"
"6","2011","Other degree","West Germany","80","0.0747617396180132","0.0589882074598103","0.0905352717762161"
"6","2011","Other degree","East Germany","9","","",""
"6","2011","no degree/no degree yet","West Germany","71","0.127592639527911","0.0983194334802896","0.156865845575533"
"6","2011","no degree/no degree yet","East Germany","9","","",""
