"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"7","2007","lower secondary degree","West Germany","","","",""
"7","2007","lower secondary degree","East Germany","","","",""
"7","2007","secondary school degree","West Germany","","","",""
"7","2007","secondary school degree","East Germany","","","",""
"7","2007","college entrance qualification","West Germany","","","",""
"7","2007","college entrance qualification","East Germany","","","",""
"7","2007","Other degree","West Germany","","","",""
"7","2007","Other degree","East Germany","","","",""
"7","2007","no degree/no degree yet","West Germany","","","",""
"7","2007","no degree/no degree yet","East Germany","","","",""
"8","2007","lower secondary degree","West Germany","","","",""
"8","2007","lower secondary degree","East Germany","","","",""
"8","2007","secondary school degree","West Germany","","","",""
"8","2007","secondary school degree","East Germany","","","",""
"8","2007","college entrance qualification","West Germany","","","",""
"8","2007","college entrance qualification","East Germany","","","",""
"8","2007","Other degree","West Germany","","","",""
"8","2007","Other degree","East Germany","","","",""
"8","2007","no degree/no degree yet","West Germany","","","",""
"8","2007","no degree/no degree yet","East Germany","","","",""
"9","2007","lower secondary degree","West Germany","","","",""
"9","2007","lower secondary degree","East Germany","","","",""
"9","2007","secondary school degree","West Germany","","","",""
"9","2007","secondary school degree","East Germany","","","",""
"9","2007","college entrance qualification","West Germany","","","",""
"9","2007","college entrance qualification","East Germany","","","",""
"9","2007","Other degree","West Germany","","","",""
"9","2007","Other degree","East Germany","","","",""
"9","2007","no degree/no degree yet","West Germany","","","",""
"9","2007","no degree/no degree yet","East Germany","","","",""
"10 Very willing to take risks","2007","lower secondary degree","West Germany","","","",""
"10 Very willing to take risks","2007","lower secondary degree","East Germany","","","",""
"10 Very willing to take risks","2007","secondary school degree","West Germany","","","",""
"10 Very willing to take risks","2007","secondary school degree","East Germany","","","",""
"10 Very willing to take risks","2007","college entrance qualification","West Germany","","","",""
"10 Very willing to take risks","2007","college entrance qualification","East Germany","","","",""
"10 Very willing to take risks","2007","Other degree","West Germany","","","",""
"10 Very willing to take risks","2007","Other degree","East Germany","","","",""
"10 Very willing to take risks","2007","no degree/no degree yet","West Germany","","","",""
"10 Very willing to take risks","2007","no degree/no degree yet","East Germany","","","",""
"0 Not at all Willing to take risks","2008","lower secondary degree","West Germany","372","0.0792535345637747","0.0719155742375774","0.086591494889972"
"0 Not at all Willing to take risks","2008","lower secondary degree","East Germany","89","0.0700283903719974","0.0560753630555115","0.0839814176884833"
"0 Not at all Willing to take risks","2008","secondary school degree","West Germany","124","0.0352010757319479","0.0292249513494212","0.0411772001144745"
"0 Not at all Willing to take risks","2008","secondary school degree","East Germany","66","0.0354662747363318","0.0275670330214877","0.0433655164511759"
"0 Not at all Willing to take risks","2008","college entrance qualification","West Germany","73","0.0176024227129776","0.0135378872330667","0.0216669581928884"
"0 Not at all Willing to take risks","2008","college entrance qualification","East Germany","23","","",""
"0 Not at all Willing to take risks","2008","Other degree","West Germany","73","0.0714580511470961","0.0545728717257365","0.0883432305684557"
"0 Not at all Willing to take risks","2008","Other degree","East Germany","3","","",""
"0 Not at all Willing to take risks","2008","no degree/no degree yet","West Germany","31","0.0857449815346025","0.0598182890802896","0.111671673988916"
"0 Not at all Willing to take risks","2008","no degree/no degree yet","East Germany","2","","",""
"1","2008","lower secondary degree","West Germany","389","0.0765932632828821","0.0693690956491825","0.0838174309165818"
"1","2008","lower secondary degree","East Germany","81","0.0639292207708794","0.0505540117771447","0.0773044297646141"
"1","2008","secondary school degree","West Germany","178","0.0464844900336251","0.0396573128960731","0.0533116671711772"
"1","2008","secondary school degree","East Germany","85","0.0322634006737184","0.0247167792964761","0.0398100220509608"
"1","2008","college entrance qualification","West Germany","143","0.0392750117937028","0.0332710383878873","0.0452789851995183"
"1","2008","college entrance qualification","East Germany","40","0.0414781932129777","0.0297850190452942","0.0531713673806613"
"1","2008","Other degree","West Germany","79","0.0779244574685857","0.0603533361765371","0.0954955787606342"
"1","2008","Other degree","East Germany","7","","",""
"1","2008","no degree/no degree yet","West Germany","22","","",""
"1","2008","no degree/no degree yet","East Germany","5","","",""
"2","2008","lower secondary degree","West Germany","698","0.132981040173934","0.123757340170342","0.142204740177526"
"2","2008","lower secondary degree","East Germany","213","0.149059953901723","0.129587239256229","0.168532668547216"
"2","2008","secondary school degree","West Germany","437","0.116245468605538","0.105851602976534","0.126639334234542"
"2","2008","secondary school degree","East Germany","254","0.116879712457258","0.103158313062632","0.130601111851885"
"2","2008","college entrance qualification","West Germany","447","0.11753444761884","0.107580106471166","0.127488788766514"
"2","2008","college entrance qualification","East Germany","105","0.0803766886148285","0.0644328993581914","0.0963204778714656"
"2","2008","Other degree","West Germany","129","0.152656671509883","0.129080844657239","0.176232498362526"
"2","2008","Other degree","East Germany","8","","",""
"2","2008","no degree/no degree yet","West Germany","32","0.100515149963061","0.0726717816069396","0.128358518319183"
"2","2008","no degree/no degree yet","East Germany","5","","",""
"3","2008","lower secondary degree","West Germany","771","0.141477594426604","0.132010522876591","0.150944665976617"
"3","2008","lower secondary degree","East Germany","182","0.145707586770552","0.126417202249815","0.164997971291288"
"3","2008","secondary school degree","West Germany","587","0.161103977025824","0.149182489369119","0.173025464682529"
"3","2008","secondary school degree","East Germany","314","0.14732917300613","0.132191678959892","0.162466667052367"
"3","2008","college entrance qualification","West Germany","619","0.153621450108937","0.142476213089927","0.164766687127947"
"3","2008","college entrance qualification","East Germany","193","0.157190807270715","0.135845632819554","0.178535981721875"
"3","2008","Other degree","West Germany","111","0.109054066660461","0.088621358165152","0.12948677515577"
"3","2008","Other degree","East Germany","5","","",""
"3","2008","no degree/no degree yet","West Germany","67","0.152280126451061","0.119009813902504","0.185550438999619"
"3","2008","no degree/no degree yet","East Germany","11","","",""
"4","2008","lower secondary degree","West Germany","530","0.102100422531339","0.0938756544182142","0.110325190644463"
"4","2008","lower secondary degree","East Germany","134","0.105420791281176","0.0886300811883861","0.122211501373967"
"4","2008","secondary school degree","West Germany","418","0.109912304126674","0.0997693885704731","0.120055219682876"
"4","2008","secondary school degree","East Germany","248","0.129296801559087","0.114966746191958","0.143626856926216"
"4","2008","college entrance qualification","West Germany","502","0.123546763383952","0.113375822846975","0.133717703920929"
"4","2008","college entrance qualification","East Germany","155","0.136533613103224","0.116398039122703","0.156669187083744"
"4","2008","Other degree","West Germany","95","0.099942011932963","0.0802817807238841","0.119602243142042"
"4","2008","Other degree","East Germany","5","","",""
"4","2008","no degree/no degree yet","West Germany","51","0.106291405738062","0.0777512639373344","0.134831547538789"
"4","2008","no degree/no degree yet","East Germany","12","","",""
"5","2008","lower secondary degree","West Germany","1032","0.199448680039714","0.188594271056366","0.210303089023063"
"5","2008","lower secondary degree","East Germany","258","0.213592493251414","0.191183964422563","0.236001022080265"
"5","2008","secondary school degree","West Germany","757","0.208081544614049","0.194917775132431","0.221245314095666"
"5","2008","secondary school degree","East Germany","463","0.221810533814138","0.204066487393224","0.239554580235052"
"5","2008","college entrance qualification","West Germany","739","0.181676657793072","0.169758940198594","0.193594375387551"
