"plh0204_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"4","2009","16-34 y.","Rural Area","165","0.119951991768707","0.102607560690174","0.137296422847241"
"4","2009","35-65 y.","Urban Area","771","0.123214414471245","0.115179382365444","0.131249446577046"
"4","2009","35-65 y.","Rural Area","401","0.115469759972095","0.104800902253706","0.126138617690484"
"4","2009","66 and older","Urban Area","266","0.089551759287481","0.0788719741299876","0.100231544444974"
"4","2009","66 and older","Rural Area","145","0.0831471863578691","0.0688616769896852","0.0974326957260529"
"5","2009","16-34 y.","Urban Area","598","0.249014249655928","0.232534022212842","0.265494477099014"
"5","2009","16-34 y.","Rural Area","321","0.228215097071919","0.205811205103778","0.25061898904006"
"5","2009","35-65 y.","Urban Area","1291","0.208889768503175","0.198952037386757","0.218827499619593"
"5","2009","35-65 y.","Rural Area","746","0.223487095142172","0.209580269379016","0.237393920905328"
"5","2009","66 and older","Urban Area","477","0.159351732062517","0.145662364643363","0.17304109948167"
"5","2009","66 and older","Rural Area","231","0.157689109311856","0.138832691239447","0.176545527384265"
"6","2009","16-34 y.","Urban Area","376","0.153139276686563","0.139415155505195","0.166863397867931"
"6","2009","16-34 y.","Rural Area","164","0.114555537879616","0.0975538573083195","0.131557218450912"
"6","2009","35-65 y.","Urban Area","596","0.0928043412842233","0.0857110991543139","0.0998975834141327"
"6","2009","35-65 y.","Rural Area","288","0.0837099079194057","0.0744643659010295","0.0929554499377819"
"6","2009","66 and older","Urban Area","148","0.0503598042136793","0.0421804430421074","0.0585391653852513"
"6","2009","66 and older","Rural Area","82","0.0593260601761846","0.0471034362089402","0.071548684143429"
"7","2009","16-34 y.","Urban Area","319","0.122187934597088","0.109706911477896","0.13466895771628"
"7","2009","16-34 y.","Rural Area","147","0.127513735316477","0.109707958387394","0.14531951224556"
"7","2009","35-65 y.","Urban Area","466","0.0662836475004149","0.0602020056769851","0.0723652893238447"
"7","2009","35-65 y.","Rural Area","230","0.0596383069164163","0.0517326572170052","0.0675439566158274"
"7","2009","66 and older","Urban Area","110","0.0388286312507934","0.0316030252244514","0.0460542372771355"
"7","2009","66 and older","Rural Area","52","0.0331007234889716","0.0238445496746943","0.0423568973032488"
"8","2009","16-34 y.","Urban Area","145","0.0534084415621495","0.0448396117115221","0.061977271412777"
"8","2009","16-34 y.","Rural Area","74","0.0655382700887069","0.0523274009154285","0.0787491392619852"
"8","2009","35-65 y.","Urban Area","211","0.0323957801594015","0.0280676206741591","0.0367239396446438"
"8","2009","35-65 y.","Rural Area","93","0.0310636234468046","0.0252719890831752","0.0368552578104339"
"8","2009","66 and older","Urban Area","50","0.0184316073800555","0.0134007765630903","0.0234624381970206"
"8","2009","66 and older","Rural Area","28","","",""
"9","2009","16-34 y.","Urban Area","25","","",""
"9","2009","16-34 y.","Rural Area","14","","",""
"9","2009","35-65 y.","Urban Area","32","0.00671376887056114","0.00471744703214197","0.00871009070898031"
"9","2009","35-65 y.","Rural Area","13","","",""
"9","2009","66 and older","Urban Area","13","","",""
"9","2009","66 and older","Rural Area","3","","",""
"10 Very willing to take risks","2009","16-34 y.","Urban Area","13","","",""
"10 Very willing to take risks","2009","16-34 y.","Rural Area","8","","",""
"10 Very willing to take risks","2009","35-65 y.","Urban Area","24","","",""
"10 Very willing to take risks","2009","35-65 y.","Rural Area","9","","",""
"10 Very willing to take risks","2009","66 and older","Urban Area","6","","",""
"10 Very willing to take risks","2009","66 and older","Rural Area","3","","",""
"0 Not at all Willing to take risks","2010","16-34 y.","Urban Area","170","0.026755905980459","0.0219416620440089","0.031570149916909"
"0 Not at all Willing to take risks","2010","16-34 y.","Rural Area","87","0.0237059285807412","0.017415715365857","0.0299961417956253"
"0 Not at all Willing to take risks","2010","35-65 y.","Urban Area","452","0.0562598125917294","0.0514386709209385","0.0610809542625204"
"0 Not at all Willing to take risks","2010","35-65 y.","Rural Area","245","0.0515965092869381","0.0452025430324024","0.0579904755414739"
"0 Not at all Willing to take risks","2010","66 and older","Urban Area","291","0.129329409014969","0.116608322804506","0.142050495225433"
"0 Not at all Willing to take risks","2010","66 and older","Rural Area","147","0.131233611856437","0.113405821099624","0.14906140261325"
"1","2010","16-34 y.","Urban Area","156","0.0358120153144304","0.0302682784087128","0.0413557522201481"
"1","2010","16-34 y.","Rural Area","76","0.0420864911427429","0.0337845229857357","0.05038845929975"
"1","2010","35-65 y.","Urban Area","448","0.0594679375588769","0.0545196746150591","0.0644162005026946"
"1","2010","35-65 y.","Rural Area","243","0.0579342514664496","0.0511816376250721","0.064686865307827"
"1","2010","66 and older","Urban Area","199","0.0799386531368723","0.0696576517472585","0.0902196545264861"
"1","2010","66 and older","Rural Area","119","0.0884753170652531","0.0734812736946113","0.103469360435895"
"2","2010","16-34 y.","Urban Area","396","0.0772001333758257","0.0692372535795475","0.085163013172104"
"2","2010","16-34 y.","Rural Area","215","0.0810909304572499","0.0698041788967852","0.0923776820177147"
"2","2010","35-65 y.","Urban Area","1126","0.137494929030829","0.130289684945199","0.144700173116458"
"2","2010","35-65 y.","Rural Area","540","0.112541363866188","0.103406675105579","0.121676052626798"
"2","2010","66 and older","Urban Area","415","0.168912717771063","0.154708964988817","0.18311647055331"
"2","2010","66 and older","Rural Area","196","0.149876887026756","0.13103034287587","0.168723431177643"
"3","2010","16-34 y.","Urban Area","560","0.123133225501652","0.113330162171878","0.132936288831426"
"3","2010","16-34 y.","Rural Area","284","0.131513318191323","0.117539567068831","0.145487069313815"
"3","2010","35-65 y.","Urban Area","1344","0.162736148663265","0.155012940938949","0.170459356387581"
"3","2010","35-65 y.","Rural Area","707","0.171977825944412","0.161070436533983","0.182885215354841"
"3","2010","66 and older","Urban Area","407","0.140168328973936","0.127007589909636","0.153329068038237"
"3","2010","66 and older","Rural Area","265","0.188968573990531","0.168298733915387","0.209638414065675"
"4","2010","16-34 y.","Urban Area","431","0.099239696433099","0.090319904871189","0.108159487995009"
"4","2010","16-34 y.","Rural Area","185","0.0795584354210631","0.0683695253655222","0.0907473454766041"
"4","2010","35-65 y.","Urban Area","918","0.106113278632856","0.0996693512440134","0.112557206021699"
"4","2010","35-65 y.","Rural Area","453","0.0957997086107022","0.0872926774630306","0.104306739758374"
"4","2010","66 and older","Urban Area","255","0.0963176993183176","0.0851333802043778","0.107502018432257"
"4","2010","66 and older","Rural Area","123","0.074694996873143","0.0608142864498292","0.0885757072964567"
"5","2010","16-34 y.","Urban Area","896","0.206310746077305","0.194238347987839","0.218383144166771"
"5","2010","16-34 y.","Rural Area","510","0.210464923828888","0.193610180918257","0.227319666739518"
"5","2010","35-65 y.","Urban Area","1721","0.187527604122324","0.179360625134053","0.195694583110596"
"5","2010","35-65 y.","Rural Area","1039","0.230075991436511","0.217910681166735","0.242241301706287"
"5","2010","66 and older","Urban Area","547","0.199800976853163","0.184642819059245","0.214959134647081"
"5","2010","66 and older","Rural Area","260","0.187987418771298","0.167358842571085","0.20861599497151"
"6","2010","16-34 y.","Urban Area","519","0.125954180278075","0.116055420933473","0.135852939622678"
"6","2010","16-34 y.","Rural Area","258","0.122810892429683","0.109239899833768","0.136381885025599"
"6","2010","35-65 y.","Urban Area","994","0.106586150838332","0.100129589845517","0.113042711831147"
"6","2010","35-65 y.","Rural Area","467","0.0975139188440923","0.0889392537042215","0.106088583983963"
"6","2010","66 and older","Urban Area","221","0.0728059587280599","0.0629563860260457","0.0826555314300741"
"6","2010","66 and older","Rural Area","105","0.0712287002557418","0.057648524664765","0.0848088758467185"
"7","2010","16-34 y.","Urban Area","592","0.162297030305356","0.151296650321926","0.173297410288787"
"7","2010","16-34 y.","Rural Area","307","0.17151631911044","0.155930082751725","0.187102555469154"
"7","2010","35-65 y.","Urban Area","929","0.0967633117665044","0.090577728246993","0.102948895286016"
"7","2010","35-65 y.","Rural Area","488","0.094212415027909","0.0857687526861057","0.102656077369712"
"7","2010","66 and older","Urban Area","178","0.057190373913546","0.0483875485998887","0.0659931992272034"
"7","2010","66 and older","Rural Area","78","0.0498562850360941","0.0383647488360864","0.0613478212361019"
"8","2010","16-34 y.","Urban Area","389","0.0945036715040175","0.0857764688553937","0.103230874152641"
"8","2010","16-34 y.","Rural Area","211","0.0879316078866293","0.0762222584990086","0.09964095727425"
"8","2010","35-65 y.","Urban Area","611","0.0635440258895202","0.0584400857292276","0.0686479660498128"
"8","2010","35-65 y.","Rural Area","304","0.0649584280047405","0.0578348723647954","0.0720819836446856"
"8","2010","66 and older","Urban Area","125","0.0379424519250328","0.0306995628576957","0.0451853409923699"
"8","2010","66 and older","Rural Area","74","0.048995224606527","0.0375981941839853","0.0603922550290688"
"9","2010","16-34 y.","Urban Area","100","0.0252460875275584","0.0205660222752005","0.0299261527799164"
"9","2010","16-34 y.","Rural Area","66","0.0290175294185904","0.0220771619368618","0.0359578969003189"
"9","2010","35-65 y.","Urban Area","120","0.0129909137833744","0.0106216961622232","0.0153601314045257"
"9","2010","35-65 y.","Rural Area","59","0.0111695162151952","0.00813183838049454","0.0142071940498959"
"9","2010","66 and older","Urban Area","21","","",""
"9","2010","66 and older","Rural Area","7","","",""
"10 Very willing to take risks","2010","16-34 y.","Urban Area","107","0.0235473077022213","0.019023505516466","0.0280711098879765"
"10 Very willing to take risks","2010","16-34 y.","Rural Area","48","0.0203036235326494","0.0144721396211882","0.0261351074441106"
"10 Very willing to take risks","2010","35-65 y.","Urban Area","112","0.0105158871223885","0.00838160464349691","0.0126501696012801"
"10 Very willing to take risks","2010","35-65 y.","Rural Area","53","0.0122200712968616","0.00904443632459122","0.015395706269132"
"10 Very willing to take risks","2010","66 and older","Urban Area","14","","",""
"10 Very willing to take risks","2010","66 and older","Rural Area","4","","",""
"0 Not at all Willing to take risks","2011","16-34 y.","Urban Area","57","0.0173799759733021","0.0126294361180224","0.0221305158285817"
"0 Not at all Willing to take risks","2011","16-34 y.","Rural Area","25","","",""
"0 Not at all Willing to take risks","2011","35-65 y.","Urban Area","311","0.0452855041645464","0.0405055127287648","0.0500654956003281"
"0 Not at all Willing to take risks","2011","35-65 y.","Rural Area","164","0.0364061561667894","0.0306484136670713","0.0421638986665076"
"0 Not at all Willing to take risks","2011","66 and older","Urban Area","309","0.103902123183933","0.0936214193283296","0.114182827039536"
"0 Not at all Willing to take risks","2011","66 and older","Rural Area","156","0.105004715258343","0.0907952050550037","0.119214225461682"
"1","2011","16-34 y.","Urban Area","92","0.0277986575075741","0.0218225886236616","0.0337747263914865"
"1","2011","16-34 y.","Rural Area","32","0.0181255123924042","0.0111098270522132","0.0251411977325953"
"1","2011","35-65 y.","Urban Area","348","0.044526300311946","0.0397846619186645","0.0492679387052274"
"1","2011","35-65 y.","Rural Area","169","0.0470586660164756","0.0405488201709074","0.0535685118620438"
"1","2011","66 and older","Urban Area","261","0.0864509746453345","0.0769824178168884","0.0959195314737806"
"1","2011","66 and older","Rural Area","147","0.0931880853130832","0.0797138807343598","0.106662289891807"
"2","2011","16-34 y.","Urban Area","193","0.0665087122502522","0.0574509695605345","0.0755664549399698"
"2","2011","16-34 y.","Rural Area","100","0.0785002934448636","0.0643560341636417","0.0926445527260855"
"2","2011","35-65 y.","Urban Area","806","0.111024718810687","0.103802586506291","0.118246851115082"
"2","2011","35-65 y.","Rural Area","444","0.111473389405328","0.101798664193644","0.121148114617012"
"2","2011","66 and older","Urban Area","432","0.133424940938697","0.121968373493205","0.144881508384189"
"2","2011","66 and older","Rural Area","247","0.140795648679203","0.124674084214558","0.156917213143848"
"3","2011","16-34 y.","Urban Area","329","0.110756617753903","0.0993483228661155","0.12216491264169"
"3","2011","16-34 y.","Rural Area","151","0.106390083843805","0.0901749128267974","0.122605254860813"
"3","2011","35-65 y.","Urban Area","1008","0.136775624400766","0.128876536306177","0.144674712495356"
"3","2011","35-65 y.","Rural Area","596","0.145545892683244","0.134705071921977","0.156386713444511"
"3","2011","66 and older","Urban Area","459","0.133256301580415","0.121805862564842","0.144706740595987"
"3","2011","66 and older","Rural Area","248","0.133554756902899","0.117787193891031","0.149322319914766"
"4","2011","16-34 y.","Urban Area","282","0.096435475804386","0.0857048864680233","0.107166065140749"
"4","2011","16-34 y.","Rural Area","121","0.0749332040115061","0.0610873207416456","0.0887790872813665"
"4","2011","35-65 y.","Urban Area","805","0.109246271469113","0.102075053999264","0.116417488938962"
"4","2011","35-65 y.","Rural Area","447","0.103742478636167","0.0943687466348969","0.113116210637437"
"4","2011","66 and older","Urban Area","347","0.0938660743617921","0.0840399232912858","0.103692225432298"
"4","2011","66 and older","Rural Area","199","0.110856362492652","0.0963040970347762","0.125408627950527"
"5","2011","16-34 y.","Urban Area","606","0.196749924851483","0.182298580484484","0.211201269218482"
"5","2011","16-34 y.","Rural Area","303","0.203673060913493","0.182493865026056","0.224852256800929"
"5","2011","35-65 y.","Urban Area","1598","0.22607997195733","0.216464074026713","0.235695869887947"
"5","2011","35-65 y.","Rural Area","991","0.245954437489272","0.232715780143121","0.259193094835423"
"5","2011","66 and older","Urban Area","791","0.235633582732544","0.221334693361148","0.249932472103939"
"5","2011","66 and older","Rural Area","406","0.211337260798631","0.192413910351876","0.230260611245386"
"6","2011","16-34 y.","Urban Area","424","0.136814853334054","0.124322502309673","0.149307204358436"
"6","2011","16-34 y.","Rural Area","200","0.126043521845783","0.108589233918036","0.14349780977353"
"6","2011","35-65 y.","Urban Area","843","0.118822804547404","0.11138418613832","0.126261422956487"
"6","2011","35-65 y.","Rural Area","464","0.112308580676947","0.102602245227354","0.12201491612654"
"6","2011","66 and older","Urban Area","290","0.0813778526639549","0.0721658409268978","0.090589864401012"
"6","2011","66 and older","Rural Area","162","0.0853751697476445","0.0724227288996942","0.0983276105955947"
"7","2011","16-34 y.","Urban Area","470","0.180620944944932","0.16663628020499","0.194605609684873"
"7","2011","16-34 y.","Rural Area","215","0.186544197531446","0.166058308246971","0.20703008681592"
"7","2011","35-65 y.","Urban Area","860","0.110188582819846","0.102990314316767","0.117386851322925"
"7","2011","35-65 y.","Rural Area","453","0.11215550029356","0.10245494581972","0.1218560547674"
"7","2011","66 and older","Urban Area","284","0.0740090003755259","0.0651887976790576","0.0828292030719941"
"7","2011","66 and older","Rural Area","115","0.0657615345539851","0.0542726153425275","0.0772504537654427"
"8","2011","16-34 y.","Urban Area","338","0.124785176819633","0.112771819166466","0.136798534472799"
"8","2011","16-34 y.","Rural Area","160","0.129472505053581","0.111817128287313","0.14712788181985"
"8","2011","35-65 y.","Urban Area","489","0.0683321593171482","0.0625318135754223","0.0741325050588742"
"8","2011","35-65 y.","Rural Area","258","0.0671956646788536","0.0594993339671716","0.0748919953905356"
"8","2011","66 and older","Urban Area","173","0.0471610895938057","0.0400188474353021","0.0543033317523094"
"8","2011","66 and older","Rural Area","87","0.0422038818861294","0.0328847154195662","0.0515230483526926"
"9","2011","16-34 y.","Urban Area","81","0.029019825830031","0.0229177421759849","0.0351219094840771"
"9","2011","16-34 y.","Rural Area","47","0.0343210444690673","0.0247470405763234","0.0438950483618111"
"9","2011","35-65 y.","Urban Area","120","0.0175460393753846","0.0145277810287201","0.020564297722049"
"9","2011","35-65 y.","Rural Area","48","0.0108020878495081","0.00762438514177189","0.0139797905572444"
"9","2011","66 and older","Urban Area","17","","",""
"9","2011","66 and older","Rural Area","12","","",""
"10 Very willing to take risks","2011","16-34 y.","Urban Area","35","0.0131298349304504","0.00899188512711763","0.0172677847337832"
"10 Very willing to take risks","2011","16-34 y.","Rural Area","35","0.0229027491781282","0.0150357397205445","0.0307697586357118"
"10 Very willing to take risks","2011","35-65 y.","Urban Area","81","0.0121720228258296","0.00965125529227098","0.0146927903593883"
"10 Very willing to take risks","2011","35-65 y.","Rural Area","31","0.00735714610385563","0.00473009200311703","0.00998420020459422"
"10 Very willing to take risks","2011","66 and older","Urban Area","21","","",""
"10 Very willing to take risks","2011","66 and older","Rural Area","9","","",""
"0 Not at all Willing to take risks","2012","16-34 y.","Urban Area","83","0.013140498381592","0.00967502714013047","0.0166059696230536"
"0 Not at all Willing to take risks","2012","16-34 y.","Rural Area","38","0.0122287067824244","0.00763509866691633","0.0168223148979325"
"0 Not at all Willing to take risks","2012","35-65 y.","Urban Area","305","0.0355138086722881","0.0319166830928663","0.0391109342517099"
"0 Not at all Willing to take risks","2012","35-65 y.","Rural Area","183","0.034447383029751","0.0297996967407073","0.0390950693187947"
"0 Not at all Willing to take risks","2012","66 and older","Urban Area","226","0.0770778239576652","0.0680941935296547","0.0860614543856756"
"0 Not at all Willing to take risks","2012","66 and older","Rural Area","147","0.0884852295956733","0.0755333771046486","0.101437082086698"
"1","2012","16-34 y.","Urban Area","113","0.0246709549059489","0.019950354105384","0.0293915557065138"
"1","2012","16-34 y.","Rural Area","51","0.0183333587619879","0.0127262560522035","0.0239404614717723"
"1","2012","35-65 y.","Urban Area","360","0.0352102298263245","0.031627948062429","0.0387925115902201"
"1","2012","35-65 y.","Rural Area","194","0.0356785067035124","0.0309515135380844","0.0404054998689403"
"1","2012","66 and older","Urban Area","193","0.0662387311944561","0.0578619235174093","0.0746155388715029"
"1","2012","66 and older","Rural Area","106","0.0629168149687756","0.0518432596274529","0.0739903703100983"
"2","2012","16-34 y.","Urban Area","290","0.0617916941811417","0.0544644037630522","0.0691189845992312"
"2","2012","16-34 y.","Rural Area","136","0.063701807826783","0.0534943299447551","0.0739092857088108"
"2","2012","35-65 y.","Urban Area","967","0.0968483305763143","0.091100084105495","0.102596577047134"
"2","2012","35-65 y.","Rural Area","573","0.0922626022368948","0.0848875741186279","0.0996376303551618"
"2","2012","66 and older","Urban Area","401","0.125144025072182","0.113999079422635","0.136288970721728"
"2","2012","66 and older","Rural Area","207","0.117010330752219","0.102351323556704","0.131669337947734"
"3","2012","16-34 y.","Urban Area","464","0.109373315561731","0.0998753135443093","0.118871317579152"
"3","2012","16-34 y.","Rural Area","185","0.0773953005365326","0.0662266525499219","0.0885639485231433"
"3","2012","35-65 y.","Urban Area","1357","0.126720660650404","0.120255054082241","0.133186267218566"
"3","2012","35-65 y.","Rural Area","799","0.123848707863911","0.115453991841154","0.132243423886669"
"3","2012","66 and older","Urban Area","439","0.130458265140439","0.119113758092031","0.141802772188847"
"3","2012","66 and older","Rural Area","246","0.133734603654856","0.118212090948452","0.14925711636126"
"4","2012","16-34 y.","Urban Area","384","0.088257430436402","0.0796248531940594","0.0968900076787445"
"4","2012","16-34 y.","Rural Area","206","0.085586453673994","0.0738939014677244","0.0972790058802637"
"4","2012","35-65 y.","Urban Area","1047","0.10259849648773","0.0967009297785165","0.108496063196943"
"4","2012","35-65 y.","Rural Area","627","0.111703128676734","0.103675589172107","0.119730668181361"
"4","2012","66 and older","Urban Area","352","0.104911633225025","0.0945899768993269","0.115233289550723"
"4","2012","66 and older","Rural Area","220","0.117405585623193","0.102725127443753","0.132086043802633"
"5","2012","16-34 y.","Urban Area","780","0.184359204376467","0.172558427484701","0.196159981268234"
"5","2012","16-34 y.","Rural Area","483","0.213175706634655","0.196058093293053","0.230293319976258"
"5","2012","35-65 y.","Urban Area","2340","0.240907266036366","0.232595729198979","0.249218802873752"
"5","2012","35-65 y.","Rural Area","1395","0.242558193247185","0.231634906684263","0.253481479810107"
"5","2012","66 and older","Urban Area","822","0.227405823806009","0.213287565594581","0.241524082017438"
"5","2012","66 and older","Rural Area","452","0.242004426473112","0.222471845521937","0.261537007424288"
"6","2012","16-34 y.","Urban Area","565","0.135651176440643","0.125230761280496","0.146071591600789"
"6","2012","16-34 y.","Rural Area","268","0.128073884593979","0.114106804929219","0.14204096425874"
"6","2012","35-65 y.","Urban Area","1226","0.115204414593464","0.10899908288822","0.121409746298708"
"6","2012","35-65 y.","Rural Area","711","0.113773770963342","0.105681617830179","0.121865924096505"
"6","2012","66 and older","Urban Area","381","0.104549331697138","0.094243428066099","0.114855235328177"
"6","2012","66 and older","Rural Area","200","0.108001920955287","0.0938468404769446","0.122157001433629"
"7","2012","16-34 y.","Urban Area","695","0.178063602388312","0.166421393128573","0.18970581164805"
"7","2012","16-34 y.","Rural Area","372","0.182437563119478","0.166295721849799","0.198579404389158"
"7","2012","35-65 y.","Urban Area","1368","0.13349714323515","0.126886709549285","0.140107576921015"
"7","2012","35-65 y.","Rural Area","754","0.130435196904339","0.121852592563182","0.139017801245496"
"7","2012","66 and older","Urban Area","318","0.0903265510014362","0.0806714885463834","0.099981613456489"
"7","2012","66 and older","Rural Area","134","0.0612657619371151","0.0503288455532665","0.0722026783209637"
"8","2012","16-34 y.","Urban Area","520","0.146080398506473","0.135332261814834","0.156828535198112"
"8","2012","16-34 y.","Rural Area","289","0.132214196863441","0.118056885215866","0.146371508511017"
"8","2012","35-65 y.","Urban Area","846","0.0829635380521824","0.0776025368873095","0.0883245392170554"
"8","2012","35-65 y.","Rural Area","474","0.080088122278767","0.0731709612584037","0.0870052832991303"
"8","2012","66 and older","Urban Area","199","0.0594047518353071","0.05144285405955","0.0673666496110642"
"8","2012","66 and older","Rural Area","102","0.055428526694333","0.0449933760370365","0.0658636773516296"
"9","2012","16-34 y.","Urban Area","164","0.0418998422822065","0.0358025029243445","0.0479971816400686"
"9","2012","16-34 y.","Rural Area","96","0.0516310569902165","0.0423823792752605","0.0608797347051724"
"9","2012","35-65 y.","Urban Area","213","0.0190810159159905","0.0164219672609454","0.0217400645710356"
"9","2012","35-65 y.","Rural Area","120","0.0184729369545413","0.0150413909159511","0.0219044829931315"
"9","2012","66 and older","Urban Area","28","","",""
"9","2012","66 and older","Rural Area","22","","",""
"10 Very willing to take risks","2012","16-34 y.","Urban Area","90","0.0167118825390842","0.012810829995504","0.0206129350826645"
"10 Very willing to take risks","2012","16-34 y.","Rural Area","75","0.0352219642165075","0.0275172600860659","0.0429266683469491"
"10 Very willing to take risks","2012","35-65 y.","Urban Area","140","0.011455095953787","0.00938682928135426","0.0135233626262197"
"10 Very willing to take risks","2012","35-65 y.","Rural Area","85","0.0167314511410225","0.0134627621881617","0.0200001400938834"
"10 Very willing to take risks","2012","66 and older","Urban Area","27","","",""
"10 Very willing to take risks","2012","66 and older","Rural Area","11","","",""
"0 Not at all Willing to take risks","2013","16-34 y.","Urban Area","183","0.0322111065372317","0.0269116341695924","0.0375105789048709"
"0 Not at all Willing to take risks","2013","16-34 y.","Rural Area","65","0.0196170049676143","0.0127767661954426","0.026457243739786"
"0 Not at all Willing to take risks","2013","35-65 y.","Urban Area","528","0.0549222143536673","0.0500851137173716","0.059759314989963"
"0 Not at all Willing to take risks","2013","35-65 y.","Rural Area","266","0.0525614118116442","0.0460018865735171","0.0591209370497714"
"0 Not at all Willing to take risks","2013","66 and older","Urban Area","286","0.0996078591588327","0.0894178974750557","0.10979782084261"
"0 Not at all Willing to take risks","2013","66 and older","Rural Area","141","0.0922753010422939","0.0787233803390981","0.10582722174549"
"1","2013","16-34 y.","Urban Area","176","0.0357243425424139","0.0301534828920645","0.0412952021927633"
"1","2013","16-34 y.","Rural Area","51","0.0233966965863059","0.0159409113096173","0.0308524818629945"
"1","2013","35-65 y.","Urban Area","554","0.0637200971950602","0.058534265812506","0.0689059285776144"
"1","2013","35-65 y.","Rural Area","297","0.0556638938950288","0.0489246146626738","0.0624031731273838"
"1","2013","66 and older","Urban Area","258","0.0811942969618156","0.0719006856673883","0.0904879082562429"
"1","2013","66 and older","Rural Area","144","0.0795971390960336","0.0669229918229058","0.0922712863691613"
"2","2013","16-34 y.","Urban Area","358","0.0751033809614436","0.0671926642372758","0.0830140976856115"
"2","2013","16-34 y.","Rural Area","149","0.0911048699940375","0.0769115265881894","0.105298213399886"
"2","2013","35-65 y.","Urban Area","1096","0.123493479801149","0.116508310835521","0.130478648766777"
"2","2013","35-65 y.","Rural Area","587","0.12849441015887","0.118657910801436","0.138330909516305"
"2","2013","66 and older","Urban Area","425","0.134102415570483","0.122507663552264","0.145697167588701"
"2","2013","66 and older","Rural Area","249","0.135771566454235","0.11973173760858","0.151811395299889"
"3","2013","16-34 y.","Urban Area","532","0.129805185185016","0.119717447998551","0.139892922371481"
"3","2013","16-34 y.","Rural Area","189","0.12308311391654","0.10687861970336","0.139287608129721"
"3","2013","35-65 y.","Urban Area","1193","0.145961553358855","0.138465455018641","0.153457651699069"
"3","2013","35-65 y.","Rural Area","617","0.139658564291714","0.129469540687688","0.14984758789574"
"3","2013","66 and older","Urban Area","434","0.130539799741345","0.119076590371177","0.142003009111513"
"3","2013","66 and older","Rural Area","229","0.130061325787718","0.11431064073096","0.145812010844476"
"4","2013","16-34 y.","Urban Area","341","0.0865260452761961","0.0780876278532365","0.0949644626991558"
"4","2013","16-34 y.","Rural Area","142","0.0961028250472219","0.0815654960971174","0.110640153997326"
"4","2013","35-65 y.","Urban Area","727","0.0912127469302432","0.0851000029447579","0.0973254909157285"
"4","2013","35-65 y.","Rural Area","395","0.0882325293954211","0.079895337965516","0.0965697208253263"
"4","2013","66 and older","Urban Area","300","0.0914626445186448","0.081654131529264","0.101271157508026"
"4","2013","66 and older","Rural Area","164","0.0881403474718245","0.0748654119877456","0.101415282955903"
"5","2013","16-34 y.","Urban Area","780","0.17613355090201","0.164699794193136","0.187567307610883"
"5","2013","16-34 y.","Rural Area","295","0.189720640652973","0.170381743431859","0.209059537874088"
"5","2013","35-65 y.","Urban Area","1649","0.197221692825825","0.188773720522141","0.20566966512951"
"5","2013","35-65 y.","Rural Area","848","0.203371531806206","0.19154012593654","0.215202937675872"
"5","2013","66 and older","Urban Area","668","0.193773373270395","0.180324511848019","0.20722223469277"
"5","2013","66 and older","Rural Area","345","0.193969175296103","0.175454196241297","0.212484154350909"
"6","2013","16-34 y.","Urban Area","498","0.129857793472803","0.119768317278923","0.139947269666683"
"6","2013","16-34 y.","Rural Area","180","0.124051476362924","0.10779234697447","0.140310605751377"
"6","2013","35-65 y.","Urban Area","781","0.0987700135070239","0.0924355811998683","0.105104445814179"
"6","2013","35-65 y.","Rural Area","432","0.102335496437389","0.093426402497541","0.111244590377237"
"6","2013","66 and older","Urban Area","329","0.0884248389568692","0.0787644796383725","0.0980851982753659"
"6","2013","66 and older","Rural Area","151","0.0905548700971303","0.0771171621839233","0.103992578010337"
"7","2013","16-34 y.","Urban Area","618","0.157212214668739","0.146286703830218","0.16813772550726"
"7","2013","16-34 y.","Rural Area","239","0.17391440315506","0.155218892745227","0.192609913564892"
"7","2013","35-65 y.","Urban Area","921","0.108728376560176","0.102119101633377","0.115337651486976"
"7","2013","35-65 y.","Rural Area","497","0.113480336106017","0.104157074829797","0.122803597382236"
"7","2013","66 and older","Urban Area","294","0.0819715086868317","0.0726374732728728","0.0913055441007907"
"7","2013","66 and older","Rural Area","174","0.105424522543765","0.0910444738729282","0.119804571214602"
"8","2013","16-34 y.","Urban Area","470","0.109155255192135","0.0997955357949183","0.118514974589352"
"8","2013","16-34 y.","Rural Area","156","0.0926708821923936","0.078368410433756","0.106973353951031"
"8","2013","35-65 y.","Urban Area","702","0.0790321993450135","0.0733042181536419","0.0847601805363851"
"8","2013","35-65 y.","Rural Area","337","0.0738650569722959","0.0661769394113643","0.0815531745332275"
"8","2013","66 and older","Urban Area","248","0.0730209272190007","0.0641683741953792","0.0818734802426222"
"8","2013","66 and older","Rural Area","113","0.0574077750963762","0.0465152561387949","0.0683002940539575"
"9","2013","16-34 y.","Urban Area","171","0.0435390528453892","0.037413961037019","0.0496641446537595"
"9","2013","16-34 y.","Rural Area","59","0.0400893542274835","0.030413552500281","0.049765155954686"
"9","2013","35-65 y.","Urban Area","218","0.0225704021259742","0.0194169247656398","0.0257238794863087"
"9","2013","35-65 y.","Rural Area","101","0.0255121105831223","0.0208773769518007","0.0301468442144439"
"9","2013","66 and older","Urban Area","50","0.0188915814743078","0.0142592187411221","0.0235239442074936"
"9","2013","66 and older","Rural Area","30","0.0220073567996925","0.0151377358178727","0.0288769777815124"
