"plh0204_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2016","35-65 y.","(3a) lower tertiary education","9","","",""
"10 Very willing to take risks","2016","35-65 y.","(3b) higher tertiary education","63","0.00736741210903889","0.00427569290048821","0.0104591313175896"
"10 Very willing to take risks","2016","66 and older","(0) in school","","","",""
"10 Very willing to take risks","2016","66 and older","(1a) inadequately completed","1","","",""
"10 Very willing to take risks","2016","66 and older","(1b) general elementary school","6","","",""
"10 Very willing to take risks","2016","66 and older","(1c) basic vocational qualification","17","","",""
"10 Very willing to take risks","2016","66 and older","(2b) intermediate general qualification","1","","",""
"10 Very willing to take risks","2016","66 and older","(2a) intermediate vocational","8","","",""
"10 Very willing to take risks","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2016","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"10 Very willing to take risks","2016","66 and older","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2016","66 and older","(3b) higher tertiary education","5","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(0) in school","4","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(1a) inadequately completed","355","0.144273837123264","0.125397389834542","0.163150284411987"
"0 Not at all Willing to take risks","2017","16-34 y.","(1b) general elementary school","200","0.0927008675366222","0.0762233509540564","0.109178384119188"
"0 Not at all Willing to take risks","2017","16-34 y.","(1c) basic vocational qualification","25","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(2b) intermediate general qualification","10","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(2a) intermediate vocational","12","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(2c_gen) general maturity certificate","130","0.0212974855201116","0.0139371028881701","0.0286578681520532"
"0 Not at all Willing to take risks","2017","16-34 y.","(2c_voc) vocational maturity certificate","23","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(3a) lower tertiary education","3","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","(3b) higher tertiary education","133","0.0323088663489874","0.0227701405156803","0.0418475921822945"
"0 Not at all Willing to take risks","2017","35-65 y.","(0) in school","","","",""
"0 Not at all Willing to take risks","2017","35-65 y.","(1a) inadequately completed","351","0.117772694533862","0.0993184258859534","0.13622696318177"
"0 Not at all Willing to take risks","2017","35-65 y.","(1b) general elementary school","210","0.0759281107518977","0.0615732694540344","0.0902829520497611"
"0 Not at all Willing to take risks","2017","35-65 y.","(1c) basic vocational qualification","153","0.0454041059544608","0.0378555247656357","0.0529526871432859"
"0 Not at all Willing to take risks","2017","35-65 y.","(2b) intermediate general qualification","8","","",""
"0 Not at all Willing to take risks","2017","35-65 y.","(2a) intermediate vocational","147","0.0319939512942414","0.0267690576656172","0.0372188449228656"
"0 Not at all Willing to take risks","2017","35-65 y.","(2c_gen) general maturity certificate","114","0.0621620536167823","0.0444393529091579","0.0798847543244066"
"0 Not at all Willing to take risks","2017","35-65 y.","(2c_voc) vocational maturity certificate","95","0.0287534554906186","0.0213152366453459","0.0361916743358914"
"0 Not at all Willing to take risks","2017","35-65 y.","(3a) lower tertiary education","25","","",""
"0 Not at all Willing to take risks","2017","35-65 y.","(3b) higher tertiary education","187","0.018608445426294","0.0139949436280659","0.0232219472245221"
"0 Not at all Willing to take risks","2017","66 and older","(0) in school","","","",""
"0 Not at all Willing to take risks","2017","66 and older","(1a) inadequately completed","22","","",""
"0 Not at all Willing to take risks","2017","66 and older","(1b) general elementary school","68","0.122609723317646","0.0952235623553357","0.149995884279956"
"0 Not at all Willing to take risks","2017","66 and older","(1c) basic vocational qualification","99","0.0560710159406287","0.0456660857584495","0.0664759461228078"
"0 Not at all Willing to take risks","2017","66 and older","(2b) intermediate general qualification","3","","",""
"0 Not at all Willing to take risks","2017","66 and older","(2a) intermediate vocational","37","0.0467198116060193","0.0327286684649157","0.0607109547471229"
"0 Not at all Willing to take risks","2017","66 and older","(2c_gen) general maturity certificate","2","","",""
"0 Not at all Willing to take risks","2017","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"0 Not at all Willing to take risks","2017","66 and older","(3a) lower tertiary education","11","","",""
"0 Not at all Willing to take risks","2017","66 and older","(3b) higher tertiary education","18","","",""
"1","2017","16-34 y.","(0) in school","12","","",""
"1","2017","16-34 y.","(1a) inadequately completed","58","0.0468885350252132","0.0355315189079597","0.0582455511424667"
"1","2017","16-34 y.","(1b) general elementary school","38","0.0331148590377119","0.0229483111956981","0.0432814068797257"
"1","2017","16-34 y.","(1c) basic vocational qualification","17","","",""
"1","2017","16-34 y.","(2b) intermediate general qualification","19","","",""
"1","2017","16-34 y.","(2a) intermediate vocational","29","","",""
"1","2017","16-34 y.","(2c_gen) general maturity certificate","42","0.0259621157747469","0.0178549539963001","0.0340692775531938"
"1","2017","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"1","2017","16-34 y.","(3a) lower tertiary education","8","","",""
"1","2017","16-34 y.","(3b) higher tertiary education","43","0.0243985503165395","0.0160755606531658","0.0327215399799132"
"1","2017","35-65 y.","(0) in school","2","","",""
"1","2017","35-65 y.","(1a) inadequately completed","62","0.081081437123052","0.0654541527062835","0.0967087215398204"
"1","2017","35-65 y.","(1b) general elementary school","77","0.0729947743552988","0.0588976284280213","0.0870919202825764"
"1","2017","35-65 y.","(1c) basic vocational qualification","123","0.0407911602467726","0.0336190393666216","0.0479632811269236"
"1","2017","35-65 y.","(2b) intermediate general qualification","15","","",""
"1","2017","35-65 y.","(2a) intermediate vocational","199","0.0410136673672379","0.0351255699141685","0.0469017648203074"
"1","2017","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"1","2017","35-65 y.","(2c_voc) vocational maturity certificate","96","0.0464377457599969","0.0370714195983717","0.0558040719216222"
"1","2017","35-65 y.","(3a) lower tertiary education","40","0.0209792263958934","0.0132361983066532","0.0287222544851335"
"1","2017","35-65 y.","(3b) higher tertiary education","157","0.0454563327522028","0.0383450231354259","0.0525676423689796"
"1","2017","66 and older","(0) in school","","","",""
"1","2017","66 and older","(1a) inadequately completed","9","","",""
"1","2017","66 and older","(1b) general elementary school","62","0.105137363081471","0.0795262166331029","0.130748509529839"
"1","2017","66 and older","(1c) basic vocational qualification","130","0.0835969446637749","0.0710788346558514","0.0961150546716985"
"1","2017","66 and older","(2b) intermediate general qualification","8","","",""
"1","2017","66 and older","(2a) intermediate vocational","52","0.0793325371015808","0.0614153658774138","0.0972497083257478"
"1","2017","66 and older","(2c_gen) general maturity certificate","5","","",""
"1","2017","66 and older","(2c_voc) vocational maturity certificate","14","","",""
"1","2017","66 and older","(3a) lower tertiary education","23","","",""
"1","2017","66 and older","(3b) higher tertiary education","33","0.0486236214674607","0.0337009534172579","0.0635462895176634"
"2","2017","16-34 y.","(0) in school","23","","",""
"2","2017","16-34 y.","(1a) inadequately completed","93","0.110527665461345","0.0936830622935878","0.127372268629102"
"2","2017","16-34 y.","(1b) general elementary school","75","0.0650585321772289","0.0510459248510636","0.0790711395033943"
"2","2017","16-34 y.","(1c) basic vocational qualification","32","0.0374694351734671","0.0208566644886745","0.0540822058582597"
"2","2017","16-34 y.","(2b) intermediate general qualification","36","0.0866468150654581","0.0618645403343881","0.111429089796528"
"2","2017","16-34 y.","(2a) intermediate vocational","63","0.0543871303659363","0.03965274058797","0.0691215201439027"
"2","2017","16-34 y.","(2c_gen) general maturity certificate","115","0.0861897831563165","0.0718821837258357","0.100497382586797"
"2","2017","16-34 y.","(2c_voc) vocational maturity certificate","44","0.0721950975877252","0.0522834164937332","0.0921067786817172"
"2","2017","16-34 y.","(3a) lower tertiary education","22","","",""
"2","2017","16-34 y.","(3b) higher tertiary education","116","0.109960082984943","0.0930835436037351","0.126836622366151"
"2","2017","35-65 y.","(0) in school","1","","",""
"2","2017","35-65 y.","(1a) inadequately completed","99","0.0968589847445216","0.0799260582021415","0.113791911286902"
"2","2017","35-65 y.","(1b) general elementary school","136","0.129308957400201","0.11112490968315","0.147493005117252"
"2","2017","35-65 y.","(1c) basic vocational qualification","333","0.120286370108671","0.108491671296264","0.132081068921078"
"2","2017","35-65 y.","(2b) intermediate general qualification","26","","",""
"2","2017","35-65 y.","(2a) intermediate vocational","567","0.120453219897197","0.110789526188403","0.130116913605991"
"2","2017","35-65 y.","(2c_gen) general maturity certificate","78","0.159107797959806","0.132259347779113","0.185956248140498"
"2","2017","35-65 y.","(2c_voc) vocational maturity certificate","218","0.110908383913105","0.096931362436001","0.12488540539021"
"2","2017","35-65 y.","(3a) lower tertiary education","139","0.106673960684216","0.0899955619207798","0.123352359447653"
"2","2017","35-65 y.","(3b) higher tertiary education","368","0.103821474606264","0.093408007429245","0.114234941783283"
"2","2017","66 and older","(0) in school","","","",""
"2","2017","66 and older","(1a) inadequately completed","12","","",""
"2","2017","66 and older","(1b) general elementary school","86","0.170733932130632","0.139315886909171","0.202151977352092"
"2","2017","66 and older","(1c) basic vocational qualification","273","0.148075291009431","0.132011716141331","0.164138865877532"
"2","2017","66 and older","(2b) intermediate general qualification","18","","",""
"2","2017","66 and older","(2a) intermediate vocational","99","0.126796916603335","0.104736975361322","0.148856857845349"
"2","2017","66 and older","(2c_gen) general maturity certificate","5","","",""
"2","2017","66 and older","(2c_voc) vocational maturity certificate","29","","",""
"2","2017","66 and older","(3a) lower tertiary education","46","0.108015576158713","0.0801892435924777","0.135841908724948"
"2","2017","66 and older","(3b) higher tertiary education","86","0.113675312593969","0.0916523294190048","0.135698295768933"
"3","2017","16-34 y.","(0) in school","42","0.0869038117939595","0.0602476802558364","0.113559943332083"
"3","2017","16-34 y.","(1a) inadequately completed","69","0.0380134919181142","0.0277401335808591","0.0482868502553693"
"3","2017","16-34 y.","(1b) general elementary school","60","0.0761899582082164","0.0611164334935591","0.0912634829228738"
"3","2017","16-34 y.","(1c) basic vocational qualification","37","0.0768977992512029","0.0535912444156186","0.100204354086787"
"3","2017","16-34 y.","(2b) intermediate general qualification","49","0.100888819004251","0.0743565916633571","0.127421046345145"
"3","2017","16-34 y.","(2a) intermediate vocational","98","0.107763423452033","0.0876167616479613","0.127910085256104"
"3","2017","16-34 y.","(2c_gen) general maturity certificate","142","0.120463864244952","0.103869290066901","0.137058438423004"
"3","2017","16-34 y.","(2c_voc) vocational maturity certificate","84","0.16101575622661","0.132738528260423","0.189292984192797"
"3","2017","16-34 y.","(3a) lower tertiary education","48","0.158225167229477","0.113519368492395","0.202930965966559"
"3","2017","16-34 y.","(3b) higher tertiary education","158","0.177792164943368","0.15716648662878","0.198417843257956"
"3","2017","35-65 y.","(0) in school","","","",""
"3","2017","35-65 y.","(1a) inadequately completed","92","0.124320151972616","0.105430335909213","0.143209968036019"
"3","2017","35-65 y.","(1b) general elementary school","111","0.134948776763031","0.116432672932719","0.153464880593342"
"3","2017","35-65 y.","(1c) basic vocational qualification","360","0.125822374419664","0.113797327853704","0.137847420985624"
"3","2017","35-65 y.","(2b) intermediate general qualification","27","","",""
"3","2017","35-65 y.","(2a) intermediate vocational","661","0.161395409946969","0.150472743153","0.172318076740937"
"3","2017","35-65 y.","(2c_gen) general maturity certificate","72","0.0913291274127731","0.0701839524149771","0.112474302410569"
"3","2017","35-65 y.","(2c_voc) vocational maturity certificate","288","0.158280122657991","0.142033759114866","0.174526486201116"
"3","2017","35-65 y.","(3a) lower tertiary education","185","0.147952951226085","0.12877007383904","0.16713582861313"
"3","2017","35-65 y.","(3b) higher tertiary education","436","0.150154647654278","0.137959309950625","0.162349985357932"
"3","2017","66 and older","(0) in school","","","",""
"3","2017","66 and older","(1a) inadequately completed","13","","",""
"3","2017","66 and older","(1b) general elementary school","86","0.1701708794487","0.138794036147951","0.201547722749449"
"3","2017","66 and older","(1c) basic vocational qualification","260","0.139241312194663","0.123583717095291","0.154898907294035"
"3","2017","66 and older","(2b) intermediate general qualification","10","","",""
"3","2017","66 and older","(2a) intermediate vocational","113","0.11953249127917","0.0980248874915317","0.141040095066809"
"3","2017","66 and older","(2c_gen) general maturity certificate","7","","",""
"3","2017","66 and older","(2c_voc) vocational maturity certificate","26","","",""
"3","2017","66 and older","(3a) lower tertiary education","67","0.145355758081359","0.113758969196665","0.176952546966054"
"3","2017","66 and older","(3b) higher tertiary education","97","0.129645193551484","0.106338910233319","0.152951476869649"
"4","2017","16-34 y.","(0) in school","37","0.118096929738201","0.0875583260683266","0.148635533408076"
"4","2017","16-34 y.","(1a) inadequately completed","65","0.059699226906506","0.0469707390243439","0.0724277147886681"
"4","2017","16-34 y.","(1b) general elementary school","70","0.0528479828646812","0.0401364284075442","0.0655595373218183"
"4","2017","16-34 y.","(1c) basic vocational qualification","33","0.0729656512355461","0.0502145000206003","0.0957168024504919"
"4","2017","16-34 y.","(2b) intermediate general qualification","43","0.118168541250401","0.0897311847363502","0.146605897764451"
"4","2017","16-34 y.","(2a) intermediate vocational","72","0.0786609239469423","0.0611698425035078","0.0961520053903768"
"4","2017","16-34 y.","(2c_gen) general maturity certificate","102","0.0767235212609946","0.0631547343185996","0.0902923082033895"
"4","2017","16-34 y.","(2c_voc) vocational maturity certificate","55","0.0770664354896667","0.0565480304377737","0.0975848405415597"
"4","2017","16-34 y.","(3a) lower tertiary education","38","0.156039695912384","0.111586123687875","0.200493268136893"
"4","2017","16-34 y.","(3b) higher tertiary education","114","0.132092787998398","0.113827045648455","0.15035853034834"
"4","2017","35-65 y.","(0) in school","1","","",""
"4","2017","35-65 y.","(1a) inadequately completed","69","0.0929758671824471","0.0763502098474452","0.109601524517449"
"4","2017","35-65 y.","(1b) general elementary school","89","0.0682242491188531","0.0545605181245603","0.0818879801131458"
"4","2017","35-65 y.","(1c) basic vocational qualification","258","0.0937355309496855","0.0831676579909716","0.104303403908399"
"4","2017","35-65 y.","(2b) intermediate general qualification","27","","",""
"4","2017","35-65 y.","(2a) intermediate vocational","406","0.0887382748702601","0.0802955714481722","0.097180978292348"
"4","2017","35-65 y.","(2c_gen) general maturity certificate","35","0.058521383398695","0.0412921542034021","0.075750612593988"
"4","2017","35-65 y.","(2c_voc) vocational maturity certificate","163","0.0834799119602854","0.0711681227386906","0.0957917011818801"
"4","2017","35-65 y.","(3a) lower tertiary education","148","0.109080812145574","0.0922380434672288","0.12592358082392"
"4","2017","35-65 y.","(3b) higher tertiary education","310","0.0960577822485289","0.0859979415772458","0.106117622919812"
"4","2017","66 and older","(0) in school","","","",""
"4","2017","66 and older","(1a) inadequately completed","3","","",""
"4","2017","66 and older","(1b) general elementary school","46","0.0943865490413199","0.0699748066888545","0.118798291393785"
"4","2017","66 and older","(1c) basic vocational qualification","206","0.100596108952967","0.0869920573887138","0.114200160517221"
"4","2017","66 and older","(2b) intermediate general qualification","12","","",""
"4","2017","66 and older","(2a) intermediate vocational","100","0.109253348775333","0.0885716193211491","0.129935078229517"
"4","2017","66 and older","(2c_gen) general maturity certificate","7","","",""
"4","2017","66 and older","(2c_voc) vocational maturity certificate","16","","",""
"4","2017","66 and older","(3a) lower tertiary education","48","0.111249369558873","0.0830608100655654","0.139437929052181"
"4","2017","66 and older","(3b) higher tertiary education","67","0.0868524116884439","0.0673131533609534","0.106391670015934"
"5","2017","16-34 y.","(0) in school","72","0.176249461775112","0.140193158306656","0.212305765243569"
"5","2017","16-34 y.","(1a) inadequately completed","207","0.157975191141564","0.138381513812355","0.177568868470772"
"5","2017","16-34 y.","(1b) general elementary school","202","0.216924618194512","0.193507641881426","0.240341594507598"
"5","2017","16-34 y.","(1c) basic vocational qualification","80","0.185780723681125","0.151758143398946","0.219803303963304"
"5","2017","16-34 y.","(2b) intermediate general qualification","87","0.170656281227346","0.137514647729794","0.203797914724898"
"5","2017","16-34 y.","(2a) intermediate vocational","156","0.1654598525844","0.14131651380196","0.189603191366841"
"5","2017","16-34 y.","(2c_gen) general maturity certificate","264","0.180328786931758","0.160728463130834","0.199929110732681"
"5","2017","16-34 y.","(2c_voc) vocational maturity certificate","127","0.176118466864888","0.146812194941481","0.205424738788296"
"5","2017","16-34 y.","(3a) lower tertiary education","25","","",""
"5","2017","16-34 y.","(3b) higher tertiary education","205","0.125018133077422","0.107175984300028","0.142860281854816"
"5","2017","35-65 y.","(0) in school","1","","",""
"5","2017","35-65 y.","(1a) inadequately completed","183","0.1677232897897","0.146333089940392","0.189113489639008"
"5","2017","35-65 y.","(1b) general elementary school","245","0.158135996042422","0.138362632165018","0.177909359919827"
"5","2017","35-65 y.","(1c) basic vocational qualification","576","0.200792731309076","0.186267880126777","0.215317582491375"
"5","2017","35-65 y.","(2b) intermediate general qualification","62","0.275428641110751","0.220272617112105","0.330584665109396"
"5","2017","35-65 y.","(2a) intermediate vocational","840","0.194280322434461","0.182533757846377","0.206026887022545"
"5","2017","35-65 y.","(2c_gen) general maturity certificate","133","0.179488830410477","0.151320293593529","0.207657367227424"
"5","2017","35-65 y.","(2c_voc) vocational maturity certificate","392","0.230752105680353","0.211999346309816","0.249504865050889"
"5","2017","35-65 y.","(3a) lower tertiary education","246","0.165138083923937","0.145077152555468","0.185199015292406"
"5","2017","35-65 y.","(3b) higher tertiary education","585","0.192077959862551","0.178629331746335","0.205526587978766"
"5","2017","66 and older","(0) in school","","","",""
"5","2017","66 and older","(1a) inadequately completed","13","","",""
"5","2017","66 and older","(1b) general elementary school","94","0.157603725650063","0.127179905143871","0.188027546156255"
"5","2017","66 and older","(1c) basic vocational qualification","403","0.207613793840874","0.189269675107098","0.225957912574651"
"5","2017","66 and older","(2b) intermediate general qualification","15","","",""
"5","2017","66 and older","(2a) intermediate vocational","195","0.214628957301291","0.187409843912957","0.241848070689625"
"5","2017","66 and older","(2c_gen) general maturity certificate","13","","",""
"5","2017","66 and older","(2c_voc) vocational maturity certificate","45","0.205494160788641","0.151230813660626","0.259757507916655"
"5","2017","66 and older","(3a) lower tertiary education","101","0.197808344992975","0.162097879010777","0.233518810975174"
"5","2017","66 and older","(3b) higher tertiary education","160","0.211847682233271","0.183496995557803","0.240198368908739"
"6","2017","16-34 y.","(0) in school","55","0.123305525987947","0.0921930302915059","0.154418021684389"
"6","2017","16-34 y.","(1a) inadequately completed","92","0.0733272528741648","0.0593231605200442","0.0873313452282855"
"6","2017","16-34 y.","(1b) general elementary school","121","0.0984520005591589","0.0815249492720031","0.115379051846315"
"6","2017","16-34 y.","(1c) basic vocational qualification","63","0.126512040881372","0.0974322938185882","0.155591787944157"
"6","2017","16-34 y.","(2b) intermediate general qualification","49","0.113663552304183","0.0857023779055124","0.141624726702853"
"6","2017","16-34 y.","(2a) intermediate vocational","114","0.140826426377702","0.11822634882127","0.163426503934134"
"6","2017","16-34 y.","(2c_gen) general maturity certificate","190","0.16649274833251","0.147501075222256","0.185484421442765"
"6","2017","16-34 y.","(2c_voc) vocational maturity certificate","80","0.114760262332259","0.0902384841728569","0.139282040491661"
"6","2017","16-34 y.","(3a) lower tertiary education","33","0.109874956544538","0.0715657659228287","0.148184147166247"
"6","2017","16-34 y.","(3b) higher tertiary education","167","0.143090087127793","0.124200020797382","0.161980153458204"
"6","2017","35-65 y.","(0) in school","1","","",""
"6","2017","35-65 y.","(1a) inadequately completed","62","0.0535232157601576","0.0406374459944044","0.0664089855259109"
"6","2017","35-65 y.","(1b) general elementary school","104","0.0886901385912404","0.0732832507600012","0.10409702642248"
"6","2017","35-65 y.","(1c) basic vocational qualification","325","0.110394509907481","0.0990318384303712","0.12175718138459"
"6","2017","35-65 y.","(2b) intermediate general qualification","25","","",""
"6","2017","35-65 y.","(2a) intermediate vocational","493","0.110441868761739","0.101135965827514","0.119747771695964"
"6","2017","35-65 y.","(2c_gen) general maturity certificate","62","0.105124161552916","0.0826110258194807","0.127637297286351"
"6","2017","35-65 y.","(2c_voc) vocational maturity certificate","232","0.115278997936938","0.101064306023436","0.129493689850441"
"6","2017","35-65 y.","(3a) lower tertiary education","179","0.155216852049722","0.135652647136634","0.17478105696281"
"6","2017","35-65 y.","(3b) higher tertiary education","419","0.127452940737467","0.116068181535818","0.138837699939115"
"6","2017","66 and older","(0) in school","","","",""
"6","2017","66 and older","(1a) inadequately completed","7","","",""
"6","2017","66 and older","(1b) general elementary school","35","0.0490956013431212","0.0310545429712923","0.0671366597149502"
"6","2017","66 and older","(1c) basic vocational qualification","185","0.102988182565471","0.0892416528108598","0.116734712320083"
"6","2017","66 and older","(2b) intermediate general qualification","6","","",""
"6","2017","66 and older","(2a) intermediate vocational","101","0.116904727434973","0.0956031290924837","0.138206325777462"
"6","2017","66 and older","(2c_gen) general maturity certificate","9","","",""
"6","2017","66 and older","(2c_voc) vocational maturity certificate","24","","",""
"6","2017","66 and older","(3a) lower tertiary education","73","0.134846033612889","0.10422640402891","0.165465663196867"
"6","2017","66 and older","(3b) higher tertiary education","112","0.127532150808288","0.104388535421029","0.150675766195548"
"7","2017","16-34 y.","(0) in school","75","0.181008584645465","0.144574429279815","0.217442740011114"
"7","2017","16-34 y.","(1a) inadequately completed","114","0.11049107899667","0.0936489176074883","0.127333240385852"
"7","2017","16-34 y.","(1b) general elementary school","142","0.125673385485853","0.106839795263885","0.144506975707821"
"7","2017","16-34 y.","(1c) basic vocational qualification","90","0.205247586779884","0.169916972380921","0.240578201178847"
"7","2017","16-34 y.","(2b) intermediate general qualification","78","0.127431181354563","0.0980558218143789","0.156806540894748"
"7","2017","16-34 y.","(2a) intermediate vocational","166","0.198268461179835","0.172364349903988","0.224172572455683"
"7","2017","16-34 y.","(2c_gen) general maturity certificate","215","0.159794961178141","0.141114609194697","0.178475313161585"
"7","2017","16-34 y.","(2c_voc) vocational maturity certificate","117","0.198779370833473","0.168075900900688","0.229482840766259"
"7","2017","16-34 y.","(3a) lower tertiary education","45","0.226719783139664","0.175428771271201","0.278010795008127"
"7","2017","16-34 y.","(3b) higher tertiary education","164","0.128532764179216","0.11047792680233","0.146587601556102"
"7","2017","35-65 y.","(0) in school","","","",""
"7","2017","35-65 y.","(1a) inadequately completed","66","0.108776132461508","0.0909505185338525","0.126601746389164"
"7","2017","35-65 y.","(1b) general elementary school","121","0.0999438119156809","0.0836899343175131","0.116197689513849"
"7","2017","35-65 y.","(1c) basic vocational qualification","368","0.124465733220622","0.112496413709542","0.136435052731703"
"7","2017","35-65 y.","(2b) intermediate general qualification","31","0.149029632920437","0.1050611627577","0.192998103083174"
"7","2017","35-65 y.","(2a) intermediate vocational","530","0.129254285238532","0.119293980495796","0.139214589981268"
"7","2017","35-65 y.","(2c_gen) general maturity certificate","67","0.121889829840148","0.0978759924743279","0.145903667205968"
"7","2017","35-65 y.","(2c_voc) vocational maturity certificate","220","0.104123181251908","0.0905288749729164","0.117717487530899"
"7","2017","35-65 y.","(3a) lower tertiary education","209","0.164674700134161","0.144636375662715","0.184713024605608"
"7","2017","35-65 y.","(3b) higher tertiary education","429","0.154299705610991","0.141967371588348","0.166632039633635"
"7","2017","66 and older","(0) in school","","","",""
"7","2017","66 and older","(1a) inadequately completed","8","","",""
"7","2017","66 and older","(1b) general elementary school","39","0.0641050219905606","0.0436532059929536","0.0845568379881675"
"7","2017","66 and older","(1c) basic vocational qualification","166","0.0810772179312993","0.0687322710539822","0.0934221648086165"
"7","2017","66 and older","(2b) intermediate general qualification","3","","",""
"7","2017","66 and older","(2a) intermediate vocational","103","0.108326891648613","0.0877223314001106","0.128931451897116"
"7","2017","66 and older","(2c_gen) general maturity certificate","6","","",""
"7","2017","66 and older","(2c_voc) vocational maturity certificate","24","","",""
"7","2017","66 and older","(3a) lower tertiary education","47","0.0940407305506162","0.0678741799109877","0.120207281190245"
"7","2017","66 and older","(3b) higher tertiary education","114","0.129102818258811","0.105838091865731","0.152367544651891"
"8","2017","16-34 y.","(0) in school","68","0.145955702183158","0.11254618673487","0.179365217631447"
"8","2017","16-34 y.","(1a) inadequately completed","90","0.121146249727818","0.103616635624705","0.13867586383093"
"8","2017","16-34 y.","(1b) general elementary school","121","0.119847858352513","0.101394788564337","0.13830092814069"
"8","2017","16-34 y.","(1c) basic vocational qualification","67","0.139655219083588","0.109332992972987","0.169977445194189"
"8","2017","16-34 y.","(2b) intermediate general qualification","77","0.183710552085829","0.149596395863145","0.217824708308514"
"8","2017","16-34 y.","(2a) intermediate vocational","130","0.149656283236732","0.12647848777724","0.172834078696223"
"8","2017","16-34 y.","(2c_gen) general maturity certificate","166","0.123713802801365","0.106927968263473","0.140499637339257"
"8","2017","16-34 y.","(2c_voc) vocational maturity certificate","64","0.101335891766475","0.0781188924906751","0.124552891042275"
"8","2017","16-34 y.","(3a) lower tertiary education","21","","",""
"8","2017","16-34 y.","(3b) higher tertiary education","122","0.0892107190739152","0.0738334717048087","0.104587966443022"
"8","2017","35-65 y.","(0) in school","","","",""
"8","2017","35-65 y.","(1a) inadequately completed","67","0.0945177777824826","0.0777690817652282","0.111266473799737"
"8","2017","35-65 y.","(1b) general elementary school","98","0.0959057529175751","0.079947938817045","0.111863567018105"
"8","2017","35-65 y.","(1c) basic vocational qualification","260","0.0904734346689878","0.0800724077983724","0.100874461539603"
"8","2017","35-65 y.","(2b) intermediate general qualification","20","","",""
"8","2017","35-65 y.","(2a) intermediate vocational","357","0.0821526424756785","0.0739999609466811","0.0903053240046759"
"8","2017","35-65 y.","(2c_gen) general maturity certificate","67","0.119207689177229","0.0954232881928733","0.142992090161586"
"8","2017","35-65 y.","(2c_voc) vocational maturity certificate","144","0.0675216689925554","0.056353032786012","0.0786903051990989"
"8","2017","35-65 y.","(3a) lower tertiary education","112","0.0816402714028266","0.0668465041486164","0.0964340386570369"
"8","2017","35-65 y.","(3b) higher tertiary education","289","0.0868438318178314","0.0772300003006022","0.0964576633350607"
"8","2017","66 and older","(0) in school","","","",""
"8","2017","66 and older","(1a) inadequately completed","7","","",""
"8","2017","66 and older","(1b) general elementary school","29","","",""
"8","2017","66 and older","(1c) basic vocational qualification","127","0.0669357001126469","0.0556329275488278","0.078238472676466"
"8","2017","66 and older","(2b) intermediate general qualification","5","","",""
"8","2017","66 and older","(2a) intermediate vocational","58","0.0571626310193621","0.0417716297764988","0.0725536322622255"
"8","2017","66 and older","(2c_gen) general maturity certificate","7","","",""
"8","2017","66 and older","(2c_voc) vocational maturity certificate","18","","",""
"8","2017","66 and older","(3a) lower tertiary education","52","0.111399807600383","0.0831945828590878","0.139605032341678"
"8","2017","66 and older","(3b) higher tertiary education","84","0.0886994807584704","0.068973527806511","0.10842543371043"
"9","2017","16-34 y.","(0) in school","16","","",""
"9","2017","16-34 y.","(1a) inadequately completed","42","0.0292838861021472","0.0202261526288092","0.0383416195754852"
"9","2017","16-34 y.","(1b) general elementary school","60","0.0455773659794563","0.033727332245121","0.0574273997137915"
"9","2017","16-34 y.","(1c) basic vocational qualification","38","0.0473279791931983","0.0287530606291268","0.0659028977572699"
"9","2017","16-34 y.","(2b) intermediate general qualification","27","","",""
"9","2017","16-34 y.","(2a) intermediate vocational","42","0.0485544385135836","0.0345896669709859","0.0625192100561813"
"9","2017","16-34 y.","(2c_gen) general maturity certificate","48","0.0225698790619109","0.0149977440454818","0.03014201407834"
"9","2017","16-34 y.","(2c_voc) vocational maturity certificate","16","","",""
"9","2017","16-34 y.","(3a) lower tertiary education","8","","",""
"9","2017","16-34 y.","(3b) higher tertiary education","37","0.0162471040926078","0.00942698248046831","0.0230672257047473"
"9","2017","35-65 y.","(0) in school","","","",""
"9","2017","35-65 y.","(1a) inadequately completed","32","0.0311784951785524","0.0212282508401535","0.0411287395169514"
"9","2017","35-65 y.","(1b) general elementary school","36","0.0343785971820821","0.0245046287065631","0.044252565657601"
"9","2017","35-65 y.","(1c) basic vocational qualification","101","0.0283019210885508","0.0222890538469398","0.0343147883301618"
"9","2017","35-65 y.","(2b) intermediate general qualification","5","","",""
"9","2017","35-65 y.","(2a) intermediate vocational","100","0.0254264106646629","0.0207527806841265","0.0301000406451993"
