"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"3","2008","16-34 y.","Couple + C. LE and GT 16","45","0.157523534123051","0.120944080388386","0.194102987857717","3"
"3","2008","35-65 y.","1-pers.-HH","173","0.139483822063343","0.120130278073642","0.158837366053044","3"
"3","2008","35-65 y.","(Married) couple without C. ","541","0.153928807969861","0.141912809105202","0.16594480683452","3"
"3","2008","35-65 y.","Single parent ","78","0.132037475435918","0.104486740566879","0.159588210304957","3"
"3","2008","35-65 y.","Couple + C. GT 16 ","346","0.155733325836731","0.139948062941267","0.171518588732196","3"
"3","2008","35-65 y.","Couple + C. LE and GT 16","148","0.15505836655812","0.130463334941693","0.179653398174547","3"
"3","2008","66 and older","1-pers.-HH","151","0.123344023737696","0.104831295069138","0.141856752406254","3"
"4","2008","35-65 y.","Couple + C. LE and GT 16","96","0.110663199414829","0.0893464406345899","0.131979958195068","4"
"4","2008","66 and older","Couple + C. LE 16 ","","","","","4"
"4","2008","35-65 y.","1-pers.-HH","137","0.10755982006368","0.0902523473490526","0.124867292778308","4"
"4","2008","16-34 y.","Single parent ","48","0.0983161974485298","0.0705274823022176","0.126104912594842","4"
"4","2008","35-65 y.","Couple + C. GT 16 ","249","0.126021377567204","0.11157384330856","0.140468911825848","4"
"4","2008","16-34 y.","(Married) couple without C. ","97","0.123053547518988","0.100458998182917","0.14564809685506","4"
"4","2008","66 and older","Single parent ","8","","","","4"
"4","2008","16-34 y.","Couple + C. LE and GT 16","41","0.115589681768341","0.0834847288326602","0.147694634704021","4"
"4","2008","35-65 y.","Couple + C. LE 16 ","263","0.113803363457986","0.100930699407987","0.126676027507985","4"
"4","2008","16-34 y.","Couple + C. LE 16 ","100","0.0956908233375405","0.0761324911801672","0.115249155494914","4"
"4","2008","16-34 y.","Couple + C. GT 16 ","123","0.0893142242712649","0.0728666562630544","0.105761792279475","4"
"4","2008","16-34 y.","1-pers.-HH","73","0.12128533493491","0.0952933251327391","0.147277344737082","4"
"4","2008","66 and older","Couple + C. GT 16 ","18","","","","4"
"4","2008","66 and older","Couple + C. LE and GT 16","1","","","","4"
"4","2008","35-65 y.","(Married) couple without C. ","416","0.130748650769039","0.119523614155341","0.141973687382736","4"
"4","2008","35-65 y.","Single parent ","62","0.0934054390962865","0.0697229834817317","0.117087894710841","4"
"4","2008","66 and older","1-pers.-HH","118","0.0874373411212811","0.0715344311842162","0.103340251058346","4"
"4","2008","66 and older","(Married) couple without C. ","297","0.109725834743335","0.0981304675818176","0.121321201904853","4"
"5","2008","66 and older","Single parent ","11","","","","5"
"5","2008","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5","2008","66 and older","(Married) couple without C. ","544","0.190704313222489","0.176129532029662","0.205279094415317","5"
"5","2008","66 and older","Couple + C. LE 16 ","","","","","5"
"5","2008","66 and older","Couple + C. GT 16 ","40","0.210720358660014","0.151633453262465","0.269807264057563","5"
"5","2008","16-34 y.","1-pers.-HH","123","0.220700457396171","0.187681328909899","0.253719585882442","5"
"5","2008","16-34 y.","(Married) couple without C. ","165","0.213549488045377","0.185362086425528","0.241736889665226","5"
"5","2008","16-34 y.","Single parent ","88","0.186187748145456","0.14985765947143","0.222517836819481","5"
"5","2008","16-34 y.","Couple + C. LE and GT 16","72","0.163782691074806","0.126622393689318","0.200942988460294","5"
"5","2008","35-65 y.","Single parent ","135","0.241229627782116","0.206411565332231","0.276047690232001","5"
"5","2008","35-65 y.","Couple + C. LE 16 ","462","0.203510707035913","0.187191109652258","0.219830304419568","5"
"5","2008","16-34 y.","Couple + C. LE 16 ","173","0.199928833616151","0.173337493274872","0.226520173957429","5"
"5","2008","16-34 y.","Couple + C. GT 16 ","249","0.232874665496408","0.208499286118225","0.257250044874591","5"
"5","2008","35-65 y.","Couple + C. GT 16 ","395","0.201947332810656","0.184470768710796","0.219423896910517","5"
"5","2008","35-65 y.","Couple + C. LE and GT 16","158","0.198501480764711","0.171398337205804","0.225604624323618","5"
"5","2008","66 and older","1-pers.-HH","220","0.178160686587367","0.15661818289309","0.199703190281643","5"
"5","2008","35-65 y.","1-pers.-HH","257","0.204850813782087","0.182305191813579","0.227396435750595","5"
"5","2008","35-65 y.","(Married) couple without C. ","690","0.203310209874985","0.189909719484007","0.216710700265963","5"
"6","2008","16-34 y.","Single parent ","57","0.122757859548009","0.0921302435842845","0.153385475511733","6"
"6","2008","66 and older","Couple + C. LE 16 ","","","","","6"
"6","2008","16-34 y.","(Married) couple without C. ","96","0.114136883838195","0.0922659970804252","0.136007770595965","6"
"6","2008","66 and older","Single parent ","4","","","","6"
"6","2008","35-65 y.","(Married) couple without C. ","344","0.0805670016258757","0.0715047708950354","0.089629232356716","6"
"6","2008","35-65 y.","Couple + C. LE 16 ","268","0.109713964515252","0.0970455702045486","0.122382358825955","6"
"6","2008","35-65 y.","Couple + C. GT 16 ","197","0.0953728221352647","0.0825858314389656","0.108159812831564","6"
"6","2008","35-65 y.","Couple + C. LE and GT 16","85","0.101095965236002","0.0806121898790334","0.121579740592971","6"
"6","2008","16-34 y.","1-pers.-HH","76","0.115925604782873","0.090437011324362","0.141414198241384","6"
"6","2008","16-34 y.","Couple + C. LE 16 ","91","0.109164292511763","0.0884305684989625","0.129898016524564","6"
"6","2008","16-34 y.","Couple + C. GT 16 ","156","0.152158849841981","0.131444898441083","0.172872801242878","6"
"6","2008","16-34 y.","Couple + C. LE and GT 16","48","0.12364345094462","0.0905903979146767","0.156696503974563","6"
"6","2008","35-65 y.","1-pers.-HH","141","0.127768619262233","0.109119985538963","0.146417252985502","6"
"6","2008","35-65 y.","Single parent ","58","0.110903335255873","0.0853480408619389","0.136458629649807","6"
"6","2008","66 and older","1-pers.-HH","86","0.0766733809285714","0.0616938999365604","0.0916528619205825","6"
"6","2008","66 and older","Couple + C. GT 16 ","14","","","","6"
"6","2008","66 and older","Couple + C. LE and GT 16","","","","","6"
"6","2008","66 and older","(Married) couple without C. ","265","0.090059628559286","0.0794392568926921","0.10068000022588","6"
"7","2008","16-34 y.","(Married) couple without C. ","100","0.13732259543561","0.113648941787152","0.160996249084068","7"
"7","2008","16-34 y.","1-pers.-HH","108","0.182450117366752","0.151700410310014","0.21319982442349","7"
"7","2008","16-34 y.","Single parent ","60","0.130225811422881","0.098814896243531","0.161636726602231","7"
"7","2008","16-34 y.","Couple + C. LE 16 ","90","0.0961230596868937","0.0765252900066346","0.115720829367153","7"
"7","2008","16-34 y.","Couple + C. GT 16 ","177","0.166369179855033","0.144891843530837","0.187846516179229","7"
"7","2008","16-34 y.","Couple + C. LE and GT 16","61","0.143898617332419","0.10865532169993","0.179141912964907","7"
"7","2008","35-65 y.","1-pers.-HH","129","0.0957813014643894","0.0793415149576776","0.112221087971101","7"
"7","2008","35-65 y.","(Married) couple without C. ","373","0.104801236458976","0.0946026633934686","0.114999809524483","7"
"7","2008","35-65 y.","Single parent ","54","0.0936716845854257","0.0699589831187052","0.117384386052146","7"
"7","2008","35-65 y.","Couple + C. LE 16 ","271","0.107098917844311","0.094564041513101","0.119633794175521","7"
"7","2008","35-65 y.","Couple + C. GT 16 ","212","0.099163218623584","0.0861519519202878","0.11217448532688","7"
"7","2008","35-65 y.","Couple + C. LE and GT 16","88","0.11967752375279","0.0976221906997787","0.141732856805802","7"
"7","2008","66 and older","1-pers.-HH","74","0.0571091999981359","0.0440450692431884","0.0701733307530834","7"
"7","2008","66 and older","(Married) couple without C. ","216","0.0751812184663126","0.0653986888070726","0.0849637481255526","7"
"7","2008","66 and older","Single parent ","","","","","7"
"7","2008","66 and older","Couple + C. LE 16 ","","","","","7"
"7","2008","66 and older","Couple + C. GT 16 ","14","","","","7"
"7","2008","66 and older","Couple + C. LE and GT 16","","","","","7"
"8","2008","66 and older","(Married) couple without C. ","180","0.0603892774873144","0.0515519271564572","0.0692266278181715","8"
"8","2008","35-65 y.","Single parent ","36","0.049417439944693","0.0317786358436607","0.0670562440457254","8"
"8","2008","35-65 y.","Couple + C. LE 16 ","188","0.0851266549032977","0.0738146623945861","0.0964386474120093","8"
"8","2008","66 and older","Couple + C. LE 16 ","2","","","","8"
"8","2008","66 and older","Single parent ","5","","","","8"
"8","2008","35-65 y.","Couple + C. GT 16 ","125","0.0578155281049433","0.0476551133535992","0.0679759428562875","8"
"8","2008","16-34 y.","1-pers.-HH","42","0.0650807585102921","0.0454414980022392","0.084720019018345","8"
"8","2008","16-34 y.","(Married) couple without C. ","66","0.0626453551351457","0.0459780079459688","0.0793127023243226","8"
"8","2008","16-34 y.","Single parent ","49","0.101597510388491","0.0734003222152645","0.129794698561717","8"
"8","2008","16-34 y.","Couple + C. LE 16 ","61","0.0797098953288396","0.0617022595370117","0.0977175311206676","8"
"8","2008","16-34 y.","Couple + C. GT 16 ","105","0.0836620492184477","0.0676940984602234","0.0996299999766719","8"
"8","2008","16-34 y.","Couple + C. LE and GT 16","60","0.153938989179711","0.117701277993675","0.190176700365746","8"
"8","2008","35-65 y.","1-pers.-HH","99","0.0716144898932507","0.0572104706558345","0.0860185091306669","8"
"8","2008","35-65 y.","(Married) couple without C. ","242","0.063621673922834","0.0554947780814804","0.0717485697641875","8"
"8","2008","35-65 y.","Couple + C. LE and GT 16","64","0.0686043598302705","0.0514280689489193","0.0857806507116216","8"
"8","2008","66 and older","1-pers.-HH","59","0.0482743584866","0.0362070359197259","0.0603416810534741","8"
"8","2008","66 and older","Couple + C. GT 16 ","12","","","","8"
"8","2008","66 and older","Couple + C. LE and GT 16","","","","","8"
"9","2008","16-34 y.","1-pers.-HH","17","","","","9"
"9","2008","16-34 y.","(Married) couple without C. ","22","","","","9"
"9","2008","16-34 y.","Single parent ","15","","","","9"
"9","2008","16-34 y.","Couple + C. LE 16 ","22","","","","9"
"9","2008","16-34 y.","Couple + C. GT 16 ","43","0.0439847946371889","0.0321587154393472","0.0558108738350306","9"
"9","2008","16-34 y.","Couple + C. LE and GT 16","16","","","","9"
"9","2008","35-65 y.","1-pers.-HH","26","","","","9"
"9","2008","35-65 y.","(Married) couple without C. ","51","0.0178057631433701","0.0134024917043572","0.022209034582383","9"
"9","2008","35-65 y.","Single parent ","10","","","","9"
"9","2008","35-65 y.","Couple + C. LE 16 ","49","0.0197108160035103","0.0140763177967979","0.0253453142102227","9"
"9","2008","35-65 y.","Couple + C. GT 16 ","35","0.0191295901743677","0.0131663834343497","0.0250927969143857","9"
"9","2008","35-65 y.","Couple + C. LE and GT 16","17","","","","9"
"9","2008","66 and older","1-pers.-HH","9","","","","9"
"9","2008","66 and older","(Married) couple without C. ","40","0.0161512512505996","0.0114745952248554","0.0208279072763438","9"
"9","2008","66 and older","Single parent ","","","","","9"
"9","2008","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2008","66 and older","Couple + C. GT 16 ","1","","","","9"
"9","2008","66 and older","Couple + C. LE and GT 16","","","","","9"
"0 Not at all Willing to take risks","2009","16-34 y.","Couple + C. LE and GT 16","10","","","","0"
"0 Not at all Willing to take risks","2009","16-34 y.","1-pers.-HH","15","","","","0"
"0 Not at all Willing to take risks","2009","16-34 y.","(Married) couple without C. ","18","","","","0"
"0 Not at all Willing to take risks","2009","16-34 y.","Single parent ","10","","","","0"
"0 Not at all Willing to take risks","2009","16-34 y.","Couple + C. LE 16 ","42","0.0405140061276079","0.0264782632840435","0.0545497489711724","0"
"0 Not at all Willing to take risks","2009","16-34 y.","Couple + C. GT 16 ","57","0.046762238059303","0.034141285847886","0.0593831902707201","0"
"0 Not at all Willing to take risks","2009","35-65 y.","1-pers.-HH","91","0.0810375029367067","0.0654074099140337","0.0966675959593798","0"
"0 Not at all Willing to take risks","2009","35-65 y.","(Married) couple without C. ","290","0.110524310698248","0.099692936709614","0.121355684686883","0"
"0 Not at all Willing to take risks","2009","35-65 y.","Single parent ","36","0.0825979831787828","0.0591403159082308","0.106055650449335","0"
"0 Not at all Willing to take risks","2009","35-65 y.","Couple + C. LE 16 ","117","0.0504330957061942","0.0410443524125777","0.0598218389998107","0"
"0 Not at all Willing to take risks","2009","35-65 y.","Couple + C. GT 16 ","183","0.103304963317509","0.0896268621502263","0.116983064484791","0"
"0 Not at all Willing to take risks","2009","35-65 y.","Couple + C. LE and GT 16","46","0.0494714723727646","0.0345008255139945","0.0644421192315347","0"
"0 Not at all Willing to take risks","2009","66 and older","1-pers.-HH","237","0.217813550624155","0.194182562798026","0.241444538450284","0"
"0 Not at all Willing to take risks","2009","66 and older","(Married) couple without C. ","395","0.169598805556849","0.155411862157146","0.183785748956552","0"
"0 Not at all Willing to take risks","2009","66 and older","Single parent ","12","","","","0"
"0 Not at all Willing to take risks","2009","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Not at all Willing to take risks","2009","66 and older","Couple + C. GT 16 ","32","0.158106817906414","0.10435845348167","0.211855182331158","0"
"0 Not at all Willing to take risks","2009","66 and older","Couple + C. LE and GT 16","1","","","","0"
"1","2009","66 and older","1-pers.-HH","163","0.14953267363367","0.129116180305403","0.169949166961937","1"
"1","2009","66 and older","(Married) couple without C. ","279","0.112464537153528","0.100520968330727","0.124408105976328","1"
"1","2009","35-65 y.","(Married) couple without C. ","237","0.0677295901943004","0.0590490295282922","0.0764101508603086","1"
"1","2009","35-65 y.","Single parent ","42","0.0910913458796005","0.0665714323833686","0.115611259375832","1"
"1","2009","35-65 y.","Couple + C. GT 16 ","147","0.0787759894090647","0.0666693838686675","0.0908825949494619","1"
"1","2009","35-65 y.","Couple + C. LE and GT 16","56","0.0633530151201684","0.0465358733924931","0.0801701568478437","1"
"1","2009","35-65 y.","Couple + C. LE 16 ","140","0.0801557128389951","0.0685061061097462","0.091805319568244","1"
"1","2009","16-34 y.","1-pers.-HH","23","","","","1"
"1","2009","16-34 y.","(Married) couple without C. ","37","0.0364899530324679","0.0230075141539701","0.0499723919109657","1"
"1","2009","16-34 y.","Single parent ","13","","","","1"
"1","2009","16-34 y.","Couple + C. LE 16 ","45","0.0490012806674006","0.0336336409749076","0.0643689203598936","1"
"1","2009","16-34 y.","Couple + C. GT 16 ","36","0.032046192334213","0.0215178646708085","0.0425745199976174","1"
"1","2009","16-34 y.","Couple + C. LE and GT 16","15","","","","1"
"1","2009","35-65 y.","1-pers.-HH","66","0.0514864533817517","0.0388292458570252","0.0641436609064782","1"
"1","2009","66 and older","Single parent ","11","","","","1"
"1","2009","66 and older","Couple + C. LE 16 ","1","","","","1"
"1","2009","66 and older","Couple + C. GT 16 ","22","","","","1"
"1","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2009","35-65 y.","(Married) couple without C. ","7","","","","10"
"10 Very willing to take risks","2009","35-65 y.","Single parent ","3","","","","10"
"10 Very willing to take risks","2009","35-65 y.","Couple + C. LE 16 ","6","","","","10"
"10 Very willing to take risks","2009","35-65 y.","Couple + C. GT 16 ","8","","","","10"
"10 Very willing to take risks","2009","35-65 y.","Couple + C. LE and GT 16","4","","","","10"
"10 Very willing to take risks","2009","66 and older","1-pers.-HH","3","","","","10"
"10 Very willing to take risks","2009","66 and older","(Married) couple without C. ","6","","","","10"
"10 Very willing to take risks","2009","66 and older","Single parent ","","","","","10"
"10 Very willing to take risks","2009","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2009","66 and older","Couple + C. GT 16 ","","","","","10"
"10 Very willing to take risks","2009","66 and older","Couple + C. LE and GT 16","","","","","10"
"10 Very willing to take risks","2009","16-34 y.","1-pers.-HH","4","","","","10"
"10 Very willing to take risks","2009","16-34 y.","(Married) couple without C. ","3","","","","10"
"10 Very willing to take risks","2009","16-34 y.","Single parent ","3","","","","10"
"10 Very willing to take risks","2009","16-34 y.","Couple + C. LE 16 ","1","","","","10"
"10 Very willing to take risks","2009","16-34 y.","Couple + C. GT 16 ","5","","","","10"
"10 Very willing to take risks","2009","16-34 y.","Couple + C. LE and GT 16","4","","","","10"
"10 Very willing to take risks","2009","35-65 y.","1-pers.-HH","4","","","","10"
"2","2009","66 and older","(Married) couple without C. ","450","0.16546613021069","0.151418275803188","0.179513984618193","2"
"2","2009","35-65 y.","Single parent ","81","0.177745961158461","0.145168057600019","0.210323864716903","2"
"2","2009","35-65 y.","(Married) couple without C. ","549","0.154395871526433","0.141913733183822","0.166878009869044","2"
"2","2009","66 and older","Single parent ","15","","","","2"
"2","2009","16-34 y.","1-pers.-HH","60","0.1019205930654","0.0766130340134736","0.127228152117326","2"
"2","2009","16-34 y.","(Married) couple without C. ","79","0.075086124147977","0.0561372166731808","0.0940350316227731","2"
"2","2009","16-34 y.","Single parent ","35","0.0786136164464097","0.0523045857808656","0.104922647111954","2"
"2","2009","16-34 y.","Couple + C. LE and GT 16","18","","","","2"
"2","2009","35-65 y.","1-pers.-HH","155","0.129718960985146","0.110474704567008","0.148963217403284","2"
"2","2009","35-65 y.","Couple + C. LE 16 ","300","0.144377799061621","0.129298606146947","0.159456991976296","2"
"2","2009","35-65 y.","Couple + C. GT 16 ","281","0.142763050165407","0.127041289343578","0.158484810987235","2"
"2","2009","35-65 y.","Couple + C. LE and GT 16","131","0.152103707174552","0.127311120631579","0.176896293717524","2"
"2","2009","66 and older","1-pers.-HH","214","0.179990373050239","0.157995654994448","0.201985091106029","2"
"2","2009","66 and older","Couple + C. LE 16 ","1","","","","2"
"2","2009","66 and older","Couple + C. GT 16 ","26","","","","2"
"2","2009","66 and older","Couple + C. LE and GT 16","","","","","2"
"2","2009","16-34 y.","Couple + C. LE 16 ","107","0.144188865490401","0.11918147838708","0.169196252593723","2"
"2","2009","16-34 y.","Couple + C. GT 16 ","84","0.0788771585922573","0.0627640897144372","0.0949902274700774","2"
"3","2009","16-34 y.","1-pers.-HH","74","0.122167503732996","0.0947741253956182","0.149560882070374","3"
"3","2009","16-34 y.","(Married) couple without C. ","140","0.20660224732669","0.177490606272721","0.23571388838066","3"
"3","2009","35-65 y.","Single parent ","97","0.133911546795367","0.104890679147355","0.162932414443379","3"
"3","2009","35-65 y.","Couple + C. LE 16 ","381","0.169925500388832","0.15381256441581","0.186038436361853","3"
"3","2009","16-34 y.","Single parent ","53","0.12343342389276","0.0912787650707423","0.155588082714778","3"
"3","2009","16-34 y.","Couple + C. LE 16 ","122","0.140127959695396","0.115416818550621","0.164839100840171","3"
"3","2009","16-34 y.","Couple + C. GT 16 ","131","0.0954591896843553","0.0778934349905267","0.113024944378184","3"
"3","2009","16-34 y.","Couple + C. LE and GT 16","46","0.16005411841314","0.122744550837087","0.197363685989192","3"
"3","2009","35-65 y.","1-pers.-HH","204","0.174783725428966","0.153031483161152","0.196535967696781","3"
"3","2009","35-65 y.","(Married) couple without C. ","544","0.171132359856266","0.158121791625682","0.18414292808685","3"
"3","2009","35-65 y.","Couple + C. GT 16 ","318","0.161515135785844","0.144976599827269","0.178053671744419","3"
"3","2009","35-65 y.","Couple + C. LE and GT 16","141","0.147179708323351","0.122721012181611","0.17163840446509","3"
"3","2009","66 and older","1-pers.-HH","171","0.133620563981006","0.114141189660619","0.153099938301393","3"
"3","2009","66 and older","(Married) couple without C. ","449","0.150065451461783","0.136564432106133","0.163566470817433","3"
"3","2009","66 and older","Single parent ","7","","","","3"
"3","2009","66 and older","Couple + C. LE 16 ","1","","","","3"
"3","2009","66 and older","Couple + C. GT 16 ","30","0.196330877199699","0.137812213156404","0.254849541242994","3"
"3","2009","66 and older","Couple + C. LE and GT 16","","","","","3"
"4","2009","16-34 y.","1-pers.-HH","67","0.135703356455819","0.10705573121208","0.164350981699559","4"
"4","2009","16-34 y.","Single parent ","40","0.0799977147629468","0.0534780330113859","0.106517396514508","4"
"4","2009","16-34 y.","Couple + C. LE 16 ","88","0.113654145980774","0.0910593856779333","0.136248906283615","4"
"4","2009","16-34 y.","Couple + C. GT 16 ","129","0.14100025194097","0.120196085412865","0.161804418469074","4"
"4","2009","16-34 y.","Couple + C. LE and GT 16","57","0.141066262402664","0.10564593698923","0.176486587816098","4"
"4","2009","35-65 y.","Single parent ","71","0.125617916237799","0.0973758366447541","0.153859995830843","4"
"4","2009","35-65 y.","Couple + C. LE 16 ","221","0.105151971316164","0.0919915370951922","0.118312405537136","4"
"4","2009","35-65 y.","Couple + C. GT 16 ","223","0.118953262846937","0.104404351824479","0.133502173869396","4"
"4","2009","35-65 y.","Couple + C. LE and GT 16","98","0.126791423125526","0.103820179662666","0.149762666588386","4"
"4","2009","66 and older","(Married) couple without C. ","282","0.0935995170564677","0.0825884266881719","0.104610607424764","4"
"4","2009","16-34 y.","(Married) couple without C. ","110","0.106814966404949","0.0846053807217527","0.129024552088145","4"
"4","2009","66 and older","Couple + C. LE 16 ","1","","","","4"
"4","2009","66 and older","Couple + C. GT 16 ","17","","","","4"
"4","2009","66 and older","Couple + C. LE and GT 16","","","","","4"
"4","2009","66 and older","Single parent ","7","","","","4"
"4","2009","35-65 y.","1-pers.-HH","160","0.141912700031809","0.12192577368162","0.161899626381997","4"
"4","2009","35-65 y.","(Married) couple without C. ","377","0.116996748314896","0.105893356896127","0.128100139733666","4"
"4","2009","66 and older","1-pers.-HH","98","0.0794398530532265","0.06395776311748","0.094921942988973","4"
"5","2009","16-34 y.","1-pers.-HH","105","0.182995830326451","0.150651761507104","0.215339899145799","5"
"5","2009","16-34 y.","(Married) couple without C. ","159","0.221788286151767","0.191915765610459","0.251660806693075","5"
"5","2009","16-34 y.","Single parent ","105","0.319974088231317","0.274375100648547","0.365573075814086","5"
"5","2009","16-34 y.","Couple + C. LE 16 ","189","0.267042294062234","0.235547195565496","0.298537392558972","5"
"5","2009","16-34 y.","Couple + C. GT 16 ","245","0.237619886769132","0.212176727837662","0.263063045700602","5"
"5","2009","16-34 y.","Couple + C. LE and GT 16","93","0.276893821883562","0.231361604025544","0.322426039741581","5"
"5","2009","35-65 y.","(Married) couple without C. ","649","0.20861539129911","0.194579028792659","0.22265175380556","5"
"5","2009","35-65 y.","Single parent ","101","0.191572787394802","0.15803706807441","0.225108506715193","5"
"5","2009","35-65 y.","Couple + C. LE 16 ","459","0.227287285191618","0.20930754274243","0.245267027640806","5"
"5","2009","35-65 y.","Couple + C. GT 16 ","361","0.191398229421989","0.173718356599531","0.209078102244447","5"
"5","2009","35-65 y.","Couple + C. LE and GT 16","166","0.230415119014565","0.201343827910294","0.259486410118837","5"
"5","2009","66 and older","1-pers.-HH","189","0.153474060978463","0.132838232344815","0.174109889612111","5"
"5","2009","66 and older","(Married) couple without C. ","475","0.168790891016254","0.154630895734396","0.182950886298112","5"
"5","2009","66 and older","Single parent ","6","","","","5"
"5","2009","66 and older","Couple + C. LE 16 ","","","","","5"
"5","2009","66 and older","Couple + C. GT 16 ","31","0.120759294659383","0.0727554927782847","0.168763096540481","5"
"5","2009","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5","2009","35-65 y.","1-pers.-HH","264","0.222793913030331","0.198960326505094","0.246627499555568","5"
"6","2009","66 and older","Couple + C. LE 16 ","","","","","6"
"6","2009","66 and older","Single parent ","4","","","","6"
"6","2009","35-65 y.","Single parent ","40","0.0927984366987859","0.0680730848753364","0.117523788522235","6"
"6","2009","35-65 y.","Couple + C. LE 16 ","211","0.108285568229285","0.0949538829070467","0.121617253551524","6"
"6","2009","35-65 y.","Couple + C. GT 16 ","165","0.0942201997814281","0.0810913656738544","0.107349033889002","6"
"6","2009","66 and older","(Married) couple without C. ","167","0.0645787182130449","0.0552873046225442","0.0738701318035456","6"
"6","2009","66 and older","1-pers.-HH","44","0.0352791082495225","0.0247171626459355","0.0458410538531095","6"
"6","2009","16-34 y.","1-pers.-HH","89","0.162141363251017","0.131309895202732","0.192972831299301","6"
"6","2009","16-34 y.","(Married) couple without C. ","87","0.140430076186168","0.115448240043241","0.165411912329096","6"
"6","2009","66 and older","Couple + C. GT 16 ","9","","","","6"
"6","2009","35-65 y.","Couple + C. LE and GT 16","76","0.100489548003248","0.0797335259459229","0.121245570060574","6"
"6","2009","66 and older","Couple + C. LE and GT 16","","","","","6"
"6","2009","16-34 y.","Single parent ","57","0.121234213639207","0.0893273413271307","0.153141085951283","6"
"6","2009","16-34 y.","Couple + C. LE 16 ","71","0.112650304163605","0.0901428136934073","0.135157794633802","6"
"6","2009","16-34 y.","Couple + C. GT 16 ","162","0.152044118565797","0.130579889230849","0.173508347900745","6"
"6","2009","16-34 y.","Couple + C. LE and GT 16","54","0.134026673223212","0.0993602517569951","0.168693094689429","6"
"6","2009","35-65 y.","1-pers.-HH","101","0.0823459269772448","0.0666013787632595","0.09809047519123","6"
"6","2009","35-65 y.","(Married) couple without C. ","275","0.0791978553023205","0.0698690189598505","0.0885266916447904","6"
"7","2009","16-34 y.","(Married) couple without C. ","70","0.0978264322685011","0.0764651734986895","0.119187691038313","7"
"7","2009","16-34 y.","1-pers.-HH","79","0.139901715731574","0.110885051801054","0.168918379662094","7"
"7","2009","35-65 y.","(Married) couple without C. ","198","0.0561509619075878","0.0481982093192483","0.0641037144959272","7"
"7","2009","16-34 y.","Single parent ","46","0.129866405246121","0.0970057331044547","0.162727077387787","7"
"7","2009","16-34 y.","Couple + C. LE 16 ","59","0.0940879716129891","0.0733042386291553","0.114871704596823","7"
"7","2009","16-34 y.","Couple + C. GT 16 ","142","0.135312334067369","0.114864741464047","0.155759926670691","7"
"7","2009","16-34 y.","Couple + C. LE and GT 16","51","0.117805698859046","0.0850017285465858","0.150609669171505","7"
"7","2009","35-65 y.","1-pers.-HH","72","0.0695869681317729","0.0550132121586054","0.0841607241049404","7"
"7","2009","35-65 y.","Single parent ","32","0.044699825072911","0.0270904844014589","0.0623091657443631","7"
"7","2009","35-65 y.","Couple + C. LE 16 ","183","0.072655921637926","0.061519572808382","0.08379227046747","7"
"7","2009","35-65 y.","Couple + C. GT 16 ","146","0.0665102184612634","0.0553121838360245","0.0777082530865023","7"
"7","2009","35-65 y.","Couple + C. LE and GT 16","56","0.0767832346304135","0.0584023836883315","0.0951640855724955","7"
"7","2009","66 and older","1-pers.-HH","30","0.0299072526657535","0.020155578674673","0.039658926656834","7"
"7","2009","66 and older","(Married) couple without C. ","117","0.0400210652113823","0.0326112285908598","0.0474309018319047","7"
"7","2009","66 and older","Single parent ","","","","","7"
"7","2009","66 and older","Couple + C. LE 16 ","","","","","7"
"7","2009","66 and older","Couple + C. GT 16 ","9","","","","7"
"7","2009","66 and older","Couple + C. LE and GT 16","","","","","7"
"8","2009","35-65 y.","Single parent ","23","","","","8"
"8","2009","35-65 y.","Couple + C. LE 16 ","59","0.0263219407359572","0.0194535734364678","0.0331903080354466","8"
"8","2009","35-65 y.","(Married) couple without C. ","79","0.0280688453737305","0.0223630311355723","0.0337746596118888","8"
"8","2009","16-34 y.","1-pers.-HH","29","","","","8"
"8","2009","16-34 y.","(Married) couple without C. ","37","0.0659753390913933","0.0481259370742008","0.0838247411085858","8"
"8","2009","16-34 y.","Couple + C. GT 16 ","65","0.0597892228850922","0.0456160225536348","0.0739624232165496","8"
"8","2009","16-34 y.","Couple + C. LE and GT 16","18","","","","8"
"8","2009","35-65 y.","1-pers.-HH","50","0.0395006373115419","0.0283443359979483","0.0506569386251354","8"
"8","2009","66 and older","(Married) couple without C. ","56","0.0232779506845705","0.0175777345027043","0.0289781668664367","8"
"8","2009","66 and older","Single parent ","","","","","8"
"8","2009","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2009","35-65 y.","Couple + C. GT 16 ","62","0.0319117219092775","0.0240126615055245","0.0398107823130305","8"
"8","2009","35-65 y.","Couple + C. LE and GT 16","28","","","","8"
"8","2009","66 and older","1-pers.-HH","21","","","","8"
"8","2009","16-34 y.","Single parent ","35","0.080304490615965","0.0537384389288939","0.106870542303036","8"
"8","2009","16-34 y.","Couple + C. LE 16 ","31","0.0364422108339814","0.023102244620351","0.0497821770476118","8"
