"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"6","2007","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6","2007","1-pers.-HH","no migration background","","","","","6"
"6","2007","(Married) couple without C. ","no migration background","","","","","6"
"6","2007","(Married) couple without C. ","direct migration background","","","","","6"
"6","2007","(Married) couple without C. ","indirect migration background","","","","","6"
"6","2007","Single parent ","no migration background","","","","","6"
"6","2007","Single parent ","direct migration background","","","","","6"
"6","2007","Couple + C. LE 16 ","no migration background","","","","","6"
"6","2007","Couple + C. LE 16 ","direct migration background","","","","","6"
"6","2007","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6","2007","Couple + C. GT 16 ","no migration background","","","","","6"
"6","2007","Couple + C. GT 16 ","direct migration background","","","","","6"
"6","2007","Couple + C. LE and GT 16","no migration background","","","","","6"
"6","2007","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6","2007","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6","2007","Single parent ","indirect migration background","","","","","6"
"7","2007","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7","2007","Couple + C. GT 16 ","direct migration background","","","","","7"
"7","2007","1-pers.-HH","no migration background","","","","","7"
"7","2007","1-pers.-HH","direct migration background","","","","","7"
"7","2007","Single parent ","indirect migration background","","","","","7"
"7","2007","Couple + C. LE 16 ","no migration background","","","","","7"
"7","2007","Couple + C. LE 16 ","direct migration background","","","","","7"
"7","2007","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7","2007","Couple + C. GT 16 ","no migration background","","","","","7"
"7","2007","Couple + C. LE and GT 16","no migration background","","","","","7"
"7","2007","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7","2007","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7","2007","1-pers.-HH","indirect migration background","","","","","7"
"7","2007","(Married) couple without C. ","no migration background","","","","","7"
"7","2007","(Married) couple without C. ","direct migration background","","","","","7"
"7","2007","(Married) couple without C. ","indirect migration background","","","","","7"
"7","2007","Single parent ","no migration background","","","","","7"
"7","2007","Single parent ","direct migration background","","","","","7"
"8","2007","Couple + C. LE and GT 16","no migration background","","","","","8"
"8","2007","Couple + C. LE 16 ","no migration background","","","","","8"
"8","2007","Couple + C. LE 16 ","direct migration background","","","","","8"
"8","2007","Couple + C. GT 16 ","indirect migration background","","","","","8"
"8","2007","Single parent ","direct migration background","","","","","8"
"8","2007","Single parent ","indirect migration background","","","","","8"
"8","2007","1-pers.-HH","no migration background","","","","","8"
"8","2007","1-pers.-HH","direct migration background","","","","","8"
"8","2007","1-pers.-HH","indirect migration background","","","","","8"
"8","2007","Couple + C. LE 16 ","indirect migration background","","","","","8"
"8","2007","Couple + C. GT 16 ","no migration background","","","","","8"
"8","2007","Couple + C. GT 16 ","direct migration background","","","","","8"
"8","2007","(Married) couple without C. ","no migration background","","","","","8"
"8","2007","(Married) couple without C. ","direct migration background","","","","","8"
"8","2007","(Married) couple without C. ","indirect migration background","","","","","8"
"8","2007","Single parent ","no migration background","","","","","8"
"8","2007","Couple + C. LE and GT 16","direct migration background","","","","","8"
"8","2007","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"9","2007","Couple + C. GT 16 ","direct migration background","","","","","9"
"9","2007","1-pers.-HH","no migration background","","","","","9"
"9","2007","Couple + C. GT 16 ","indirect migration background","","","","","9"
"9","2007","1-pers.-HH","direct migration background","","","","","9"
"9","2007","1-pers.-HH","indirect migration background","","","","","9"
"9","2007","Single parent ","direct migration background","","","","","9"
"9","2007","Couple + C. LE 16 ","no migration background","","","","","9"
"9","2007","Couple + C. LE 16 ","direct migration background","","","","","9"
"9","2007","Couple + C. LE and GT 16","no migration background","","","","","9"
"9","2007","Couple + C. LE and GT 16","direct migration background","","","","","9"
"9","2007","Couple + C. LE and GT 16","indirect migration background","","","","","9"
"9","2007","(Married) couple without C. ","no migration background","","","","","9"
"9","2007","Single parent ","indirect migration background","","","","","9"
"9","2007","(Married) couple without C. ","direct migration background","","","","","9"
"9","2007","(Married) couple without C. ","indirect migration background","","","","","9"
"9","2007","Single parent ","no migration background","","","","","9"
"9","2007","Couple + C. LE 16 ","indirect migration background","","","","","9"
"9","2007","Couple + C. GT 16 ","no migration background","","","","","9"
"0 Not at all Willing to take risks","2008","1-pers.-HH","no migration background","174","0.0648225595940169","0.0556320454740738","0.0740130737139599","0"
"0 Not at all Willing to take risks","2008","1-pers.-HH","direct migration background","27","","","","0"
"0 Not at all Willing to take risks","2008","1-pers.-HH","indirect migration background","3","","","","0"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","no migration background","296","0.0502689602757666","0.0448858805667596","0.0556520399847736","0"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","direct migration background","60","0.104812856016299","0.080343978826167","0.12928173320643","0"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","indirect migration background","7","","","","0"
"0 Not at all Willing to take risks","2008","Single parent ","no migration background","37","0.0531877222661857","0.0384362676600809","0.0679391768722905","0"
"0 Not at all Willing to take risks","2008","Single parent ","direct migration background","7","","","","0"
"0 Not at all Willing to take risks","2008","Single parent ","indirect migration background","3","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","no migration background","65","0.0226360011955072","0.0169088004294003","0.0283632019616141","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","direct migration background","17","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","indirect migration background","6","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","no migration background","93","0.0356754825651033","0.0288837228862998","0.0424672422439069","0"
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","direct migration background","18","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","indirect migration background","4","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","no migration background","16","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","direct migration background","11","","","","0"
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","indirect migration background","3","","","","0"
"1","2008","Couple + C. GT 16 ","direct migration background","24","","","","1"
"1","2008","1-pers.-HH","direct migration background","22","","","","1"
"1","2008","Couple + C. LE 16 ","no migration background","109","0.0430271170256247","0.0352138021939703","0.050840431857279","1"
"1","2008","Couple + C. LE 16 ","direct migration background","26","","","","1"
"1","2008","1-pers.-HH","no migration background","207","0.0759275563816748","0.0660401489805855","0.0858149637827642","1"
"1","2008","Single parent ","indirect migration background","6","","","","1"
"1","2008","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"1","2008","Couple + C. GT 16 ","no migration background","115","0.0451211937922662","0.0375205532187305","0.0527218343658018","1"
"1","2008","1-pers.-HH","indirect migration background","5","","","","1"
"1","2008","(Married) couple without C. ","no migration background","348","0.0554668550453384","0.0498278054328168","0.0611059046578599","1"
"1","2008","(Married) couple without C. ","direct migration background","57","0.0688209789401932","0.04859885071473","0.0890431071656565","1"
"1","2008","(Married) couple without C. ","indirect migration background","7","","","","1"
"1","2008","Single parent ","no migration background","40","0.0382219376042831","0.0256184426007592","0.050825432607807","1"
"1","2008","Single parent ","direct migration background","9","","","","1"
"1","2008","Couple + C. GT 16 ","indirect migration background","6","","","","1"
"1","2008","Couple + C. LE and GT 16","no migration background","30","0.0405505188604286","0.0280991001386835","0.0530019375821737","1"
"1","2008","Couple + C. LE and GT 16","direct migration background","13","","","","1"
"1","2008","Couple + C. LE and GT 16","indirect migration background","2","","","","1"
"10 Very willing to take risks","2008","1-pers.-HH","no migration background","29","","","","10"
"10 Very willing to take risks","2008","1-pers.-HH","direct migration background","6","","","","10"
"10 Very willing to take risks","2008","(Married) couple without C. ","direct migration background","7","","","","10"
"10 Very willing to take risks","2008","Single parent ","direct migration background","3","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE 16 ","indirect migration background","4","","","","10"
"10 Very willing to take risks","2008","Couple + C. GT 16 ","direct migration background","4","","","","10"
"10 Very willing to take risks","2008","Couple + C. GT 16 ","indirect migration background","7","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE and GT 16","direct migration background","7","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE and GT 16","indirect migration background","3","","","","10"
"10 Very willing to take risks","2008","(Married) couple without C. ","indirect migration background","5","","","","10"
"10 Very willing to take risks","2008","Single parent ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE 16 ","no migration background","23","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE 16 ","direct migration background","6","","","","10"
"10 Very willing to take risks","2008","Couple + C. GT 16 ","no migration background","26","","","","10"
"10 Very willing to take risks","2008","Couple + C. LE and GT 16","no migration background","12","","","","10"
"10 Very willing to take risks","2008","1-pers.-HH","indirect migration background","2","","","","10"
"10 Very willing to take risks","2008","(Married) couple without C. ","no migration background","61","0.0112174486872295","0.00862280344826877","0.0138120939261903","10"
"10 Very willing to take risks","2008","Single parent ","no migration background","19","","","","10"
"2","2008","1-pers.-HH","direct migration background","25","","","","2"
"2","2008","(Married) couple without C. ","no migration background","841","0.131578812203075","0.123250850307431","0.139906774098719","2"
"2","2008","Single parent ","indirect migration background","10","","","","2"
"2","2008","Couple + C. LE 16 ","no migration background","318","0.11407718335783","0.101836329222919","0.12631803749274","2"
"2","2008","1-pers.-HH","no migration background","341","0.129064642902629","0.116549773816816","0.141579511988443","2"
"2","2008","Couple + C. GT 16 ","indirect migration background","21","","","","2"
"2","2008","1-pers.-HH","indirect migration background","8","","","","2"
"2","2008","Couple + C. LE and GT 16","no migration background","93","0.10559044532188","0.0861909648340779","0.124989925809683","2"
"2","2008","(Married) couple without C. ","direct migration background","75","0.11991877307848","0.0939677303832502","0.145869815773709","2"
"2","2008","(Married) couple without C. ","indirect migration background","8","","","","2"
"2","2008","Single parent ","no migration background","98","0.102524922395638","0.0825850151489822","0.122464829642294","2"
"2","2008","Single parent ","direct migration background","13","","","","2"
"2","2008","Couple + C. LE 16 ","direct migration background","49","0.143603575408135","0.110648408786437","0.176558742029834","2"
"2","2008","Couple + C. LE 16 ","indirect migration background","20","","","","2"
"2","2008","Couple + C. GT 16 ","no migration background","328","0.111555228255963","0.100027440802856","0.123083015709071","2"
"2","2008","Couple + C. GT 16 ","direct migration background","45","0.131336124803509","0.0948382042498526","0.167834045357166","2"
"2","2008","Couple + C. LE and GT 16","direct migration background","19","","","","2"
"2","2008","Couple + C. LE and GT 16","indirect migration background","5","","","","2"
"3","2008","Couple + C. LE and GT 16","no migration background","168","0.174881674169365","0.150902189724265","0.198861158614464","3"
"3","2008","Couple + C. GT 16 ","direct migration background","39","0.097539565678584","0.0654802213433021","0.129598910013866","3"
"3","2008","Couple + C. GT 16 ","indirect migration background","18","","","","3"
"3","2008","Couple + C. LE and GT 16","direct migration background","20","","","","3"
"3","2008","Couple + C. LE and GT 16","indirect migration background","6","","","","3"
"3","2008","Couple + C. LE 16 ","no migration background","431","0.167456869015519","0.153079837030758","0.18183390100028","3"
"3","2008","1-pers.-HH","no migration background","366","0.132212679060853","0.119569016084584","0.144856342037123","3"
"3","2008","1-pers.-HH","direct migration background","25","","","","3"
"3","2008","1-pers.-HH","indirect migration background","15","","","","3"
"3","2008","(Married) couple without C. ","no migration background","997","0.164017740477261","0.154895017520389","0.173140463434133","3"
"3","2008","(Married) couple without C. ","direct migration background","78","0.129218898419333","0.102423059394692","0.156014737443975","3"
"3","2008","(Married) couple without C. ","indirect migration background","17","","","","3"
"3","2008","Single parent ","no migration background","116","0.141081941068194","0.118199160781931","0.163964721354457","3"
"3","2008","Single parent ","direct migration background","16","","","","3"
"3","2008","Single parent ","indirect migration background","9","","","","3"
"3","2008","Couple + C. LE 16 ","direct migration background","57","0.136069463938494","0.103849636376564","0.168289291500424","3"
"3","2008","Couple + C. LE 16 ","indirect migration background","34","0.210982089350656","0.152188706121581","0.269775472579731","3"
"3","2008","Couple + C. GT 16 ","no migration background","452","0.145578181483713","0.132663904767693","0.158492458199733","3"
"4","2008","Couple + C. LE 16 ","indirect migration background","15","","","","4"
"4","2008","Couple + C. LE and GT 16","no migration background","119","0.122879520748978","0.102155264475393","0.143603777022563","4"
"4","2008","Single parent ","no migration background","98","0.0981141352741068","0.0785599920901628","0.117668278458051","4"
"4","2008","1-pers.-HH","indirect migration background","10","","","","4"
"4","2008","Couple + C. LE 16 ","direct migration background","40","0.0908607402904537","0.063851846052939","0.117869634527968","4"
"4","2008","1-pers.-HH","direct migration background","7","","","","4"
"4","2008","Couple + C. GT 16 ","indirect migration background","13","","","","4"
"4","2008","(Married) couple without C. ","indirect migration background","11","","","","4"
"4","2008","Couple + C. LE 16 ","no migration background","308","0.118596166069954","0.106147088387863","0.131045243752045","4"
"4","2008","(Married) couple without C. ","no migration background","733","0.122554906702171","0.114475939037935","0.130633874366408","4"
"4","2008","(Married) couple without C. ","direct migration background","66","0.121585183041996","0.0954792032050275","0.147691162878964","4"
"4","2008","1-pers.-HH","no migration background","311","0.109172990157118","0.0975321587655281","0.120813821548708","4"
"4","2008","Couple + C. LE and GT 16","direct migration background","15","","","","4"
"4","2008","Couple + C. LE and GT 16","indirect migration background","4","","","","4"
"4","2008","Single parent ","direct migration background","13","","","","4"
"4","2008","Single parent ","indirect migration background","7","","","","4"
"4","2008","Couple + C. GT 16 ","no migration background","346","0.117534864304374","0.10574203774804","0.129327690860709","4"
"4","2008","Couple + C. GT 16 ","direct migration background","31","0.0892537030625615","0.0584458119299035","0.12006159419522","4"
"5","2008","Couple + C. GT 16 ","indirect migration background","32","0.281873416822076","0.214439622411432","0.34930721123272","5"
"5","2008","Couple + C. LE and GT 16","indirect migration background","21","","","","5"
"5","2008","Couple + C. GT 16 ","direct migration background","57","0.184449598745301","0.142539913196275","0.226359284294326","5"
"5","2008","Couple + C. LE and GT 16","no migration background","193","0.199552321277124","0.174323065433803","0.224781577120444","5"
"5","2008","Couple + C. LE and GT 16","direct migration background","17","","","","5"
"5","2008","1-pers.-HH","no migration background","546","0.197788305054355","0.18291955342866","0.21265705668005","5"
"5","2008","1-pers.-HH","direct migration background","38","0.197878938021153","0.143208474905362","0.252549401136944","5"
"5","2008","1-pers.-HH","indirect migration background","16","","","","5"
"5","2008","(Married) couple without C. ","indirect migration background","22","","","","5"
"5","2008","Single parent ","indirect migration background","11","","","","5"
"5","2008","Couple + C. LE 16 ","no migration background","524","0.211606644563297","0.195879477050575","0.227333812076019","5"
"5","2008","(Married) couple without C. ","no migration background","1265","0.199416757732145","0.189572916142992","0.209260599321297","5"
"5","2008","(Married) couple without C. ","direct migration background","112","0.205790807393062","0.173496179438434","0.238085435347691","5"
"5","2008","Couple + C. LE 16 ","direct migration background","84","0.168205267595148","0.133054780991052","0.203355754199245","5"
"5","2008","Couple + C. LE 16 ","indirect migration background","27","","","","5"
"5","2008","Couple + C. GT 16 ","no migration background","595","0.213284869530209","0.198285446523298","0.22828429253712","5"
"5","2008","Single parent ","no migration background","203","0.211820466548683","0.18496122484688","0.238679708250485","5"
"5","2008","Single parent ","direct migration background","20","","","","5"
"6","2008","1-pers.-HH","indirect migration background","9","","","","6"
"6","2008","Couple + C. LE and GT 16","no migration background","108","0.106020690397335","0.08658640295654","0.125454977838131","6"
"6","2008","1-pers.-HH","direct migration background","25","","","","6"
"6","2008","Couple + C. GT 16 ","indirect migration background","23","","","","6"
"6","2008","Single parent ","direct migration background","12","","","","6"
"6","2008","Couple + C. LE 16 ","no migration background","294","0.113536461321041","0.101320926101177","0.125751996540904","6"
"6","2008","Couple + C. LE 16 ","direct migration background","46","0.114375364098738","0.0844668696465384","0.144283858550937","6"
"6","2008","Couple + C. LE 16 ","indirect migration background","19","","","","6"
"6","2008","1-pers.-HH","no migration background","269","0.101798420781306","0.0905111969996098","0.113085644563003","6"
"6","2008","(Married) couple without C. ","no migration background","646","0.0910427711041017","0.0839555660046803","0.0981299762035232","6"
"6","2008","(Married) couple without C. ","direct migration background","42","0.0624770013626752","0.0431439279946094","0.0818100747307409","6"
"6","2008","(Married) couple without C. ","indirect migration background","17","","","","6"
"6","2008","Single parent ","no migration background","97","0.10779304621147","0.0874073576529241","0.128178734770016","6"
"6","2008","Single parent ","indirect migration background","10","","","","6"
"6","2008","Couple + C. GT 16 ","no migration background","306","0.104020187312117","0.092841425415202","0.115198949209032","6"
"6","2008","Couple + C. LE and GT 16","direct migration background","17","","","","6"
"6","2008","Couple + C. LE and GT 16","indirect migration background","8","","","","6"
"6","2008","Couple + C. GT 16 ","direct migration background","38","0.152956736598923","0.114062321664448","0.191851151533398","6"
"7","2008","1-pers.-HH","direct migration background","18","","","","7"
"7","2008","1-pers.-HH","no migration background","281","0.0964071263338989","0.0853899404898178","0.10742431217798","7"
"7","2008","1-pers.-HH","indirect migration background","12","","","","7"
"7","2008","(Married) couple without C. ","no migration background","618","0.0940055265723013","0.0868156735798547","0.101195379564748","7"
"7","2008","(Married) couple without C. ","direct migration background","54","0.106876425633078","0.0821963445446801","0.131556506721476","7"
"7","2008","(Married) couple without C. ","indirect migration background","17","","","","7"
"7","2008","Single parent ","no migration background","95","0.11676400706137","0.0956539170461045","0.137874097076635","7"
"7","2008","Single parent ","direct migration background","9","","","","7"
"7","2008","Single parent ","indirect migration background","10","","","","7"
"7","2008","Couple + C. LE 16 ","no migration background","282","0.103200621848212","0.0914866765710851","0.114914567125338","7"
"7","2008","Couple + C. LE 16 ","direct migration background","56","0.108488572156214","0.079263276288889","0.137713868023539","7"
"7","2008","Couple + C. LE 16 ","indirect migration background","23","","","","7"
"7","2008","Couple + C. GT 16 ","no migration background","341","0.129577412995666","0.117279950506978","0.141874875484355","7"
"7","2008","Couple + C. GT 16 ","direct migration background","38","0.112881067409471","0.0786869325855438","0.147075202233397","7"
"7","2008","Couple + C. GT 16 ","indirect migration background","24","","","","7"
"7","2008","Couple + C. LE and GT 16","no migration background","114","0.108859368617543","0.0891979159343322","0.128520821300754","7"
"7","2008","Couple + C. LE and GT 16","direct migration background","20","","","","7"
"7","2008","Couple + C. LE and GT 16","indirect migration background","15","","","","7"
"8","2008","Couple + C. GT 16 ","direct migration background","26","","","","8"
"8","2008","Single parent ","indirect migration background","15","","","","8"
"8","2008","Couple + C. LE 16 ","no migration background","187","0.0791296251409802","0.0687356137245274","0.0895236365574329","8"
"8","2008","Couple + C. LE and GT 16","no migration background","88","0.0941663724766134","0.0757297350941557","0.112603009859071","8"
"8","2008","Couple + C. GT 16 ","indirect migration background","14","","","","8"
"8","2008","Couple + C. LE 16 ","direct migration background","38","0.0788067096044046","0.0534868995681025","0.104126519640707","8"
"8","2008","1-pers.-HH","no migration background","186","0.0638359837545902","0.0547108664158027","0.0729611010933777","8"
"8","2008","1-pers.-HH","direct migration background","8","","","","8"
"8","2008","1-pers.-HH","indirect migration background","6","","","","8"
"8","2008","(Married) couple without C. ","no migration background","427","0.0614903026689188","0.0555719172942103","0.0674086880436273","8"
"8","2008","(Married) couple without C. ","direct migration background","40","0.0558617618916588","0.0375164561689826","0.074207067614335","8"
"8","2008","(Married) couple without C. ","indirect migration background","21","","","","8"
"8","2008","Single parent ","no migration background","67","0.0686288847493641","0.0520096101484301","0.0852481593502981","8"
"8","2008","Single parent ","direct migration background","8","","","","8"
"8","2008","Couple + C. LE 16 ","indirect migration background","26","","","","8"
"8","2008","Couple + C. GT 16 ","no migration background","202","0.0697460654621084","0.0604189706350838","0.0790731602891329","8"
"8","2008","Couple + C. LE and GT 16","direct migration background","19","","","","8"
"8","2008","Couple + C. LE and GT 16","indirect migration background","17","","","","8"
"9","2008","1-pers.-HH","no migration background","47","0.01763030864538","0.0127178699563605","0.0225427473343995","9"
"9","2008","1-pers.-HH","direct migration background","3","","","","9"
"9","2008","1-pers.-HH","indirect migration background","2","","","","9"
"9","2008","(Married) couple without C. ","no migration background","97","0.0189399185316922","0.0155816346968912","0.0222982023664932","9"
"9","2008","(Married) couple without C. ","direct migration background","11","","","","9"
"9","2008","(Married) couple without C. ","indirect migration background","5","","","","9"
"9","2008","Single parent ","no migration background","19","","","","9"
"9","2008","Single parent ","direct migration background","3","","","","9"
"9","2008","Single parent ","indirect migration background","3","","","","9"
"9","2008","Couple + C. LE 16 ","no migration background","50","0.0163700997277573","0.0114840722155743","0.0212561272399402","9"
"9","2008","Couple + C. LE 16 ","direct migration background","16","","","","9"
"9","2008","Couple + C. LE 16 ","indirect migration background","5","","","","9"
"9","2008","Couple + C. GT 16 ","no migration background","61","0.0211006265334988","0.015838000878463","0.0263632521885345","9"
"9","2008","Couple + C. GT 16 ","direct migration background","9","","","","9"
"9","2008","Couple + C. GT 16 ","indirect migration background","9","","","","9"
"9","2008","Couple + C. LE and GT 16","no migration background","23","","","","9"
"9","2008","Couple + C. LE and GT 16","direct migration background","8","","","","9"
"9","2008","Couple + C. LE and GT 16","indirect migration background","2","","","","9"
"0 Not at all Willing to take risks","2009","(Married) couple without C. ","indirect migration background","6","","","","0"
"0 Not at all Willing to take risks","2009","1-pers.-HH","no migration background","309","0.126466904303104","0.113766551282359","0.139167257323848","0"
"0 Not at all Willing to take risks","2009","1-pers.-HH","direct migration background","32","0.161094940211505","0.107977573544666","0.214212306878343","0"
"0 Not at all Willing to take risks","2009","1-pers.-HH","indirect migration background","2","","","","0"
"0 Not at all Willing to take risks","2009","(Married) couple without C. ","no migration background","596","0.112807444556633","0.104809975800341","0.120804913312925","0"
"0 Not at all Willing to take risks","2009","(Married) couple without C. ","direct migration background","101","0.216458502844352","0.181230601980853","0.251686403707851","0"
"0 Not at all Willing to take risks","2009","Single parent ","no migration background","43","0.058244875274718","0.0423115324455166","0.0741782181039195","0"
"0 Not at all Willing to take risks","2009","Single parent ","direct migration background","12","","","","0"
"0 Not at all Willing to take risks","2009","Single parent ","indirect migration background","3","","","","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE 16 ","no migration background","109","0.0358876836216255","0.028362309848713","0.0434130573945379","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE 16 ","direct migration background","41","0.1111704113474","0.077559343507474","0.144781479187326","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE 16 ","indirect migration background","9","","","","0"
"0 Not at all Willing to take risks","2009","Couple + C. GT 16 ","no migration background","223","0.0725285701342996","0.0627036566807333","0.0823534835878659","0"
"0 Not at all Willing to take risks","2009","Couple + C. GT 16 ","direct migration background","40","0.141375888396675","0.10283936955675","0.1799124072366","0"
"0 Not at all Willing to take risks","2009","Couple + C. GT 16 ","indirect migration background","9","","","","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE and GT 16","no migration background","43","0.0373081017679184","0.0249813002947991","0.0496349032410377","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE and GT 16","direct migration background","9","","","","0"
"0 Not at all Willing to take risks","2009","Couple + C. LE and GT 16","indirect migration background","5","","","","0"
"1","2009","Couple + C. GT 16 ","no migration background","164","0.0629537602828183","0.0537531792527494","0.0721543413128872","1"
"1","2009","Couple + C. GT 16 ","direct migration background","33","0.0903093334022436","0.0586066185308356","0.122012048273652","1"
"1","2009","Single parent ","direct migration background","9","","","","1"
"1","2009","Single parent ","indirect migration background","6","","","","1"
"1","2009","Couple + C. LE 16 ","direct migration background","29","","","","1"
"1","2009","Couple + C. LE 16 ","indirect migration background","10","","","","1"
"1","2009","Couple + C. LE 16 ","no migration background","147","0.0637203529089216","0.0538386128883038","0.0736020929295394","1"
"1","2009","1-pers.-HH","no migration background","235","0.0887619686106359","0.0778947839119985","0.0996291533092733","1"
"1","2009","1-pers.-HH","direct migration background","15","","","","1"
"1","2009","1-pers.-HH","indirect migration background","2","","","","1"
"1","2009","(Married) couple without C. ","no migration background","498","0.0838496109019285","0.076842989714107","0.09085623208975","1"
"1","2009","(Married) couple without C. ","direct migration background","46","0.0668937804809376","0.0455226816982083","0.088264879263667","1"
"1","2009","(Married) couple without C. ","indirect migration background","9","","","","1"
"1","2009","Single parent ","no migration background","51","0.06301276713982","0.0464821085162004","0.0795434257634395","1"
"1","2009","Couple + C. GT 16 ","indirect migration background","8","","","","1"
"1","2009","Couple + C. LE and GT 16","no migration background","51","0.0525408578086703","0.0380286331934071","0.0670530824239334","1"
"1","2009","Couple + C. LE and GT 16","direct migration background","16","","","","1"
"1","2009","Couple + C. LE and GT 16","indirect migration background","4","","","","1"
"10 Very willing to take risks","2009","Single parent ","direct migration background","","","","","10"
"10 Very willing to take risks","2009","Single parent ","indirect migration background","","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE 16 ","no migration background","5","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE 16 ","direct migration background","1","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE 16 ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2009","Couple + C. GT 16 ","no migration background","12","","","","10"
"10 Very willing to take risks","2009","Couple + C. GT 16 ","direct migration background","","","","","10"
"10 Very willing to take risks","2009","Couple + C. GT 16 ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE and GT 16","no migration background","6","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE and GT 16","direct migration background","","","","","10"
"10 Very willing to take risks","2009","Couple + C. LE and GT 16","indirect migration background","2","","","","10"
"10 Very willing to take risks","2009","1-pers.-HH","no migration background","6","","","","10"
"10 Very willing to take risks","2009","1-pers.-HH","direct migration background","2","","","","10"
"10 Very willing to take risks","2009","1-pers.-HH","indirect migration background","3","","","","10"
"10 Very willing to take risks","2009","(Married) couple without C. ","no migration background","13","","","","10"
"10 Very willing to take risks","2009","(Married) couple without C. ","direct migration background","2","","","","10"
"10 Very willing to take risks","2009","(Married) couple without C. ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2009","Single parent ","no migration background","6","","","","10"
"2","2009","Couple + C. GT 16 ","direct migration background","47","0.117840856929002","0.0821789400981157","0.153502773759888","2"
"2","2009","Single parent ","indirect migration background","6","","","","2"
"2","2009","Single parent ","direct migration background","9","","","","2"
"2","2009","Couple + C. GT 16 ","indirect migration background","11","","","","2"
"2","2009","1-pers.-HH","no migration background","390","0.143970047233504","0.130555740861095","0.157384353605912","2"
"2","2009","1-pers.-HH","direct migration background","28","","","","2"
"2","2009","1-pers.-HH","indirect migration background","11","","","","2"
"2","2009","(Married) couple without C. ","indirect migration background","6","","","","2"
"2","2009","Single parent ","no migration background","116","0.145118753106026","0.121156717505748","0.169080788706304","2"
"2","2009","Couple + C. LE 16 ","no migration background","350","0.152834331351915","0.138276852069857","0.167391810633973","2"
"2","2009","Couple + C. LE 16 ","direct migration background","35","0.120415317078197","0.0856170074464907","0.155213626709903","2"
"2","2009","Couple + C. LE 16 ","indirect migration background","23","","","","2"
"2","2009","Couple + C. GT 16 ","no migration background","333","0.124967488292185","0.112440850479174","0.137494126105195","2"
"2","2009","Couple + C. LE and GT 16","no migration background","110","0.1096897734974","0.0893634460507606","0.130016100944039","2"
"2","2009","Couple + C. LE and GT 16","direct migration background","28","","","","2"
"2","2009","Couple + C. LE and GT 16","indirect migration background","11","","","","2"
"2","2009","(Married) couple without C. ","no migration background","1002","0.152257171321789","0.143174874985942","0.161339467657636","2"
"2","2009","(Married) couple without C. ","direct migration background","70","0.131050837955535","0.102184909904091","0.159916766006979","2"
"3","2009","1-pers.-HH","no migration background","416","0.157620212182659","0.143696738772865","0.171543685592453","3"
"3","2009","1-pers.-HH","direct migration background","25","","","","3"
"3","2009","Single parent ","indirect migration background","13","","","","3"
"3","2009","Couple + C. LE 16 ","no migration background","417","0.157729324522984","0.142983345620159","0.17247530342581","3"
"3","2009","1-pers.-HH","indirect migration background","8","","","","3"
"3","2009","(Married) couple without C. ","no migration background","1027","0.167458039618005","0.158018935120438","0.176897144115571","3"
