"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2011","(3a) lower tertiary education","238","0.145710693328881","0.129180525454289","0.162240861203472"
"7","2011","(3b) higher tertiary education","416","0.142936632879329","0.130061739690319","0.155811526068339"
"8","2011","(0) in school","45","0.164586365961017","0.123572474814606","0.205600257107428"
"8","2011","(1a) inadequately completed","10","","",""
"8","2011","(1b) general elementary school","99","0.0441507248241669","0.034339105860989","0.0539623437873448"
"8","2011","(1c) basic vocational qualification","332","0.0577140989946303","0.051548758939319","0.0638794390499417"
"8","2011","(2b) intermediate general qualification","60","0.120626686258978","0.0931311592564193","0.148122213261536"
"8","2011","(2a) intermediate vocational","339","0.0723526243865991","0.0651565501948728","0.0795486985783254"
"8","2011","(2c_gen) general maturity certificate","90","0.110171311891829","0.0895196407193056","0.130822983064353"
"8","2011","(2c_voc) vocational maturity certificate","136","0.0940332698485743","0.0796231737110166","0.108443365986132"
"8","2011","(3a) lower tertiary education","118","0.0808315791671336","0.0680608073249514","0.0936023510093158"
"8","2011","(3b) higher tertiary education","217","0.0858864205123907","0.0755795284834102","0.0961933125413713"
"9","2011","(0) in school","17","","",""
"9","2011","(1a) inadequately completed","4","","",""
"9","2011","(1b) general elementary school","19","","",""
"9","2011","(1c) basic vocational qualification","73","0.0123085155495964","0.00939351780523344","0.0152235132939594"
"9","2011","(2b) intermediate general qualification","19","","",""
"9","2011","(2a) intermediate vocational","82","0.0159481303255431","0.012468437471403","0.0194278231796833"
"9","2011","(2c_gen) general maturity certificate","16","","",""
"9","2011","(2c_voc) vocational maturity certificate","18","","",""
"9","2011","(3a) lower tertiary education","16","","",""
"9","2011","(3b) higher tertiary education","42","0.016281486077155","0.0116261843079821","0.0209367878463279"
"10 Very willing to take risks","2011","(0) in school","2","","",""
"10 Very willing to take risks","2011","(1a) inadequately completed","10","","",""
"10 Very willing to take risks","2011","(1b) general elementary school","22","","",""
"10 Very willing to take risks","2011","(1c) basic vocational qualification","51","0.0117919149527178","0.00893799952294926","0.0146458303824863"
"10 Very willing to take risks","2011","(2b) intermediate general qualification","11","","",""
"10 Very willing to take risks","2011","(2a) intermediate vocational","52","0.0108086369584711","0.00793651649863638","0.0136807574183058"
"10 Very willing to take risks","2011","(2c_gen) general maturity certificate","7","","",""
"10 Very willing to take risks","2011","(2c_voc) vocational maturity certificate","6","","",""
"10 Very willing to take risks","2011","(3a) lower tertiary education","17","","",""
"10 Very willing to take risks","2011","(3b) higher tertiary education","18","","",""
"0 Not at all Willing to take risks","2012","(0) in school","","","",""
"0 Not at all Willing to take risks","2012","(1a) inadequately completed","41","0.134628127353245","0.101906926014437","0.167349328692054"
"0 Not at all Willing to take risks","2012","(1b) general elementary school","183","0.0970900670567291","0.0847347198921714","0.109445414221287"
"0 Not at all Willing to take risks","2012","(1c) basic vocational qualification","330","0.0569128530697119","0.0512733456548887","0.0625523604845351"
"0 Not at all Willing to take risks","2012","(2b) intermediate general qualification","22","","",""
"0 Not at all Willing to take risks","2012","(2a) intermediate vocational","190","0.0262837456325916","0.0225320748293507","0.0300354164358325"
"0 Not at all Willing to take risks","2012","(2c_gen) general maturity certificate","26","","",""
"0 Not at all Willing to take risks","2012","(2c_voc) vocational maturity certificate","67","0.0283134583630373","0.0217709076190535","0.0348560091070212"
"0 Not at all Willing to take risks","2012","(3a) lower tertiary education","39","0.0174377155102735","0.0120037372613968","0.0228716937591501"
"0 Not at all Willing to take risks","2012","(3b) higher tertiary education","65","0.0198165001143105","0.015450845451933","0.0241821547766879"
"1","2012","(0) in school","8","","",""
"1","2012","(1a) inadequately completed","31","0.0743820608730397","0.0492278941499912","0.0995362275960881"
"1","2012","(1b) general elementary school","129","0.0699139595486853","0.0592728025813453","0.0805551165160253"
"1","2012","(1c) basic vocational qualification","272","0.045684466406338","0.0406018146437589","0.0507671181689172"
"1","2012","(2b) intermediate general qualification","33","0.0426738895425195","0.0283510726464544","0.0569967064385845"
"1","2012","(2a) intermediate vocational","227","0.0328209968932232","0.0286427490310307","0.0369992447554157"
"1","2012","(2c_gen) general maturity certificate","36","0.035317187655364","0.0243745167834367","0.0462598585272913"
"1","2012","(2c_voc) vocational maturity certificate","84","0.0344136265902046","0.0272233047289129","0.0416039484514962"
"1","2012","(3a) lower tertiary education","63","0.0258534528611413","0.0192652876515964","0.0324416180706862"
"1","2012","(3b) higher tertiary education","104","0.0254756608148217","0.0205400457405151","0.0304112758891283"
"2","2012","(0) in school","20","","",""
"2","2012","(1a) inadequately completed","45","0.141596642142389","0.108174665505067","0.17501861877971"
"2","2012","(1b) general elementary school","236","0.121182691642431","0.107564641305366","0.134800741979495"
"2","2012","(1c) basic vocational qualification","659","0.109220387399741","0.101627672882714","0.116813101916768"
"2","2012","(2b) intermediate general qualification","60","0.0792102353201769","0.060072600344268","0.0983478702960857"
"2","2012","(2a) intermediate vocational","635","0.0889816086158653","0.0823046515387163","0.0956585656930143"
"2","2012","(2c_gen) general maturity certificate","77","0.0641952802424803","0.0496647261606524","0.0787258343243081"
"2","2012","(2c_voc) vocational maturity certificate","258","0.0924673316390794","0.0810408416812244","0.103893821596934"
"2","2012","(3a) lower tertiary education","181","0.0801655356071738","0.0688924775175871","0.0914385936967604"
"2","2012","(3b) higher tertiary education","371","0.0831157838627363","0.0744684702743228","0.0917630974511499"
"3","2012","(0) in school","37","0.0651662420309872","0.0430165631935613","0.087315920868413"
"3","2012","(1a) inadequately completed","43","0.0712960883680406","0.0466282304068609","0.0959639463292203"
"3","2012","(1b) general elementary school","255","0.111574753950384","0.09843646674236","0.124713041158408"
"3","2012","(1c) basic vocational qualification","786","0.11738239163818","0.109547231974221","0.12521755130214"
"3","2012","(2b) intermediate general qualification","78","0.106747019044309","0.0848652470435235","0.128628791045095"
"3","2012","(2a) intermediate vocational","923","0.128214729572676","0.120374322538765","0.136055136606587"
"3","2012","(2c_gen) general maturity certificate","129","0.120694638158059","0.101381543935751","0.140007732380367"
"3","2012","(2c_voc) vocational maturity certificate","318","0.1315533413234","0.118220888305758","0.144885794341041"
"3","2012","(3a) lower tertiary education","320","0.140517286252607","0.126090270469239","0.154944302035976"
"3","2012","(3b) higher tertiary education","560","0.130705649798554","0.120146892276129","0.141264407320979"
"4","2012","(0) in school","46","0.0946553530079675","0.068384845652181","0.120925860363754"
"4","2012","(1a) inadequately completed","31","0.0668049233076945","0.0428689878867696","0.0907408587286193"
"4","2012","(1b) general elementary school","168","0.0702262834709687","0.0595631753681259","0.0808893915738114"
"4","2012","(1c) basic vocational qualification","631","0.101902660769715","0.0945386477603379","0.109266673779091"
"4","2012","(2b) intermediate general qualification","57","0.0526388645444889","0.0368144222891463","0.0684633067998315"
"4","2012","(2a) intermediate vocational","728","0.101906373783686","0.094811799066095","0.109000948501276"
"4","2012","(2c_gen) general maturity certificate","111","0.0934814676171915","0.0762235212675065","0.110739413966876"
"4","2012","(2c_voc) vocational maturity certificate","279","0.117923277279223","0.10520171357461","0.130644840983836"
"4","2012","(3a) lower tertiary education","261","0.120426288257052","0.106915215655408","0.133937360858696"
"4","2012","(3b) higher tertiary education","467","0.124182186914847","0.113851748650168","0.134512625179526"
"5","2012","(0) in school","79","0.141678225732293","0.110383905580073","0.172972545884514"
"5","2012","(1a) inadequately completed","90","0.195387426803079","0.157377094693349","0.233397758912809"
"5","2012","(1b) general elementary school","481","0.231749983256494","0.21414212709197","0.249357839421017"
"5","2012","(1c) basic vocational qualification","1654","0.256104847357667","0.24547994753745","0.266729747177884"
"5","2012","(2b) intermediate general qualification","173","0.258114939001511","0.227105617985902","0.289124260017119"
"5","2012","(2a) intermediate vocational","1716","0.244232217009205","0.234156857558433","0.254307576459978"
"5","2012","(2c_gen) general maturity certificate","194","0.173998189850985","0.151523129081049","0.196473250620921"
"5","2012","(2c_voc) vocational maturity certificate","540","0.219214477354522","0.202895684176247","0.235533270532797"
"5","2012","(3a) lower tertiary education","453","0.193110411891209","0.176723279680111","0.209497544102307"
"5","2012","(3b) higher tertiary education","764","0.199611365899718","0.187090761395206","0.21213197040423"
"6","2012","(0) in school","80","0.138418839273098","0.107427909912805","0.169409768633391"
"6","2012","(1a) inadequately completed","42","0.103377056835007","0.0741908970542185","0.132563216615795"
"6","2012","(1b) general elementary school","177","0.0719411308265916","0.0611585746424167","0.0827236870107666"
"6","2012","(1c) basic vocational qualification","733","0.108127334887727","0.100568075354407","0.115686594421046"
"6","2012","(2b) intermediate general qualification","72","0.092663385370186","0.0721160422554385","0.113210728484934"
"6","2012","(2a) intermediate vocational","812","0.113496786377962","0.106058090125423","0.120935482630502"
"6","2012","(2c_gen) general maturity certificate","169","0.145683854688832","0.124769087768354","0.16659862160931"
"6","2012","(2c_voc) vocational maturity certificate","311","0.131125277480438","0.117811253415983","0.144439301544892"
"6","2012","(3a) lower tertiary education","327","0.144960591905039","0.130345178660834","0.159576005149245"
"6","2012","(3b) higher tertiary education","548","0.136190659780093","0.125446689023356","0.146934630536829"
"7","2012","(0) in school","96","0.208324771620552","0.171880196900955","0.244769346340149"
"7","2012","(1a) inadequately completed","37","0.107535290723196","0.0778370322434235","0.137233549202968"
