"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2008","(3b) higher tertiary education","347","0.148860590619702","0.135050454007895","0.162670727231508"
"8","2008","(0) in school","45","0.13040526897138","0.095424519389918","0.165386018552842"
"8","2008","(1a) inadequately completed","8","","",""
"8","2008","(1b) general elementary school","93","0.0484284576975731","0.0378668344936153","0.058990080901531"
"8","2008","(1c) basic vocational qualification","341","0.0655696210462673","0.0588847775628904","0.0722544645296441"
"8","2008","(2b) intermediate general qualification","46","0.0952863920331904","0.0691288812514026","0.121443902814978"
"8","2008","(2a) intermediate vocational","316","0.0639391248506079","0.0569059660756511","0.0709722836255647"
"8","2008","(2c_gen) general maturity certificate","57","0.0775094351179838","0.0582043109424638","0.0968145592935037"
"8","2008","(2c_voc) vocational maturity certificate","111","0.0635598570300569","0.0509895671606023","0.0761301468995114"
"8","2008","(3a) lower tertiary education","120","0.0834657398201232","0.0700959167571438","0.0968355628831026"
"8","2008","(3b) higher tertiary education","240","0.0852168634664305","0.0743843408690502","0.0960493860638109"
"9","2008","(0) in school","19","","",""
"9","2008","(1a) inadequately completed","3","","",""
"9","2008","(1b) general elementary school","27","","",""
"9","2008","(1c) basic vocational qualification","89","0.0165402860050907","0.0130958650203687","0.0199847069898127"
"9","2008","(2b) intermediate general qualification","20","","",""
"9","2008","(2a) intermediate vocational","84","0.0207509418844414","0.0166528610590294","0.0248490227098533"
"9","2008","(2c_gen) general maturity certificate","20","","",""
"9","2008","(2c_voc) vocational maturity certificate","21","","",""
"9","2008","(3a) lower tertiary education","27","","",""
"9","2008","(3b) higher tertiary education","58","0.0217616358613709","0.0161008611528834","0.0274224105698585"
"10 Very willing to take risks","2008","(0) in school","5","","",""
"10 Very willing to take risks","2008","(1a) inadequately completed","3","","",""
"10 Very willing to take risks","2008","(1b) general elementary school","32","0.022499728374099","0.0152033607331851","0.0297960960150128"
"10 Very willing to take risks","2008","(1c) basic vocational qualification","72","0.0149706622624495","0.0116911329195061","0.0182501916053928"
"10 Very willing to take risks","2008","(2b) intermediate general qualification","9","","",""
"10 Very willing to take risks","2008","(2a) intermediate vocational","44","0.0104538296790753","0.00752987408652027","0.0133777852716303"
"10 Very willing to take risks","2008","(2c_gen) general maturity certificate","10","","",""
"10 Very willing to take risks","2008","(2c_voc) vocational maturity certificate","12","","",""
"10 Very willing to take risks","2008","(3a) lower tertiary education","11","","",""
"10 Very willing to take risks","2008","(3b) higher tertiary education","13","","",""
"0 Not at all Willing to take risks","2009","(0) in school","11","","",""
"0 Not at all Willing to take risks","2009","(1a) inadequately completed","37","0.244339477171891","0.180123358151472","0.30855559619231"
"0 Not at all Willing to take risks","2009","(1b) general elementary school","275","0.217676152844588","0.196067497908606","0.239284807780571"
"0 Not at all Willing to take risks","2009","(1c) basic vocational qualification","628","0.135754476080966","0.126086620896203","0.145422331265729"
"0 Not at all Willing to take risks","2009","(2b) intermediate general qualification","32","0.0847531664928382","0.0585199691164647","0.110986363869212"
"0 Not at all Willing to take risks","2009","(2a) intermediate vocational","303","0.072323552026225","0.0646526016212702","0.0799945024311799"
"0 Not at all Willing to take risks","2009","(2c_gen) general maturity certificate","35","0.0578626793104237","0.0404916829425194","0.075233675678328"
"0 Not at all Willing to take risks","2009","(2c_voc) vocational maturity certificate","67","0.0525524522072908","0.0405377161963056","0.064567188218276"
"0 Not at all Willing to take risks","2009","(3a) lower tertiary education","73","0.0434954809066668","0.0334476292375478","0.0535433325757859"
"0 Not at all Willing to take risks","2009","(3b) higher tertiary education","133","0.0478354388779572","0.0393915657374364","0.0562793120184779"
"1","2009","(0) in school","11","","",""
"1","2009","(1a) inadequately completed","17","","",""
"1","2009","(1b) general elementary school","164","0.128802116347191","0.111261335250459","0.146342897443922"
"1","2009","(1c) basic vocational qualification","438","0.0893874092178205","0.0813347468859394","0.0974400715497016"
"1","2009","(2b) intermediate general qualification","19","","",""
"1","2009","(2a) intermediate vocational","312","0.0682280479068777","0.0607610277224786","0.0756950680912769"
"1","2009","(2c_gen) general maturity certificate","29","","",""
"1","2009","(2c_voc) vocational maturity certificate","97","0.0598977724044627","0.0471206507923474","0.0726748940165781"
"1","2009","(3a) lower tertiary education","102","0.0761080989058422","0.0630453779210233","0.0891708198906612"
"1","2009","(3b) higher tertiary education","138","0.0596895789661513","0.0503162103973138","0.0690629475349888"
"2","2009","(0) in school","17","","",""
"2","2009","(1a) inadequately completed","27","","",""
"2","2009","(1b) general elementary school","216","0.141158761605864","0.122926548520705","0.159390974691023"
"2","2009","(1c) basic vocational qualification","737","0.146772405073109","0.136784161147171","0.156760648999048"
"2","2009","(2b) intermediate general qualification","43","0.116331209666139","0.0861318994545702","0.146530519877708"
"2","2009","(2a) intermediate vocational","667","0.157491115611961","0.146703478961579","0.168278752262342"
"2","2009","(2c_gen) general maturity certificate","79","0.0927982221420231","0.071211329577951","0.114385114706095"
"2","2009","(2c_voc) vocational maturity certificate","158","0.108826092382961","0.0920578361887499","0.125594348577172"
"2","2009","(3a) lower tertiary education","251","0.144158217773286","0.126855111375046","0.161461324171526"
"2","2009","(3b) higher tertiary education","397","0.148561425347981","0.13448992189332","0.162632928802642"
"3","2009","(0) in school","36","0.10403842500142","0.0701608456853043","0.137916004317536"
"3","2009","(1a) inadequately completed","28","","",""
"3","2009","(1b) general elementary school","191","0.117035144222584","0.100202246693064","0.133868041752104"
"3","2009","(1c) basic vocational qualification","786","0.150235675280155","0.140150806032518","0.160320544527792"
"3","2009","(2b) intermediate general qualification","69","0.151729108518291","0.117937732416572","0.185520484620009"
"3","2009","(2a) intermediate vocational","734","0.16046542753137","0.149595639698096","0.171335215364644"
"3","2009","(2c_gen) general maturity certificate","92","0.129370408573202","0.104401328464517","0.154339488681888"
"3","2009","(2c_voc) vocational maturity certificate","254","0.177802548491028","0.157215352179566","0.198389744802491"
"3","2009","(3a) lower tertiary education","271","0.189160832518327","0.169868239560929","0.208453425475725"
"3","2009","(3b) higher tertiary education","439","0.170102289584631","0.155236835676579","0.184967743492684"
"4","2009","(0) in school","45","0.12321078208004","0.0867401952471526","0.159681368912928"
"4","2009","(1a) inadequately completed","18","","",""
"4","2009","(1b) general elementary school","131","0.104549996117114","0.0885281813941336","0.120571810840095"
"4","2009","(1c) basic vocational qualification","518","0.104893054488264","0.096244464319905","0.113541644656623"
"4","2009","(2b) intermediate general qualification","38","0.0921293260505304","0.0648888254851623","0.119369826615898"
"4","2009","(2a) intermediate vocational","501","0.112199597550247","0.102852767328531","0.121546427771963"
"4","2009","(2c_gen) general maturity certificate","105","0.130903210383827","0.105808766400558","0.155997654367097"
"4","2009","(2c_voc) vocational maturity certificate","162","0.139678840297958","0.121013506349493","0.158344174246424"
"4","2009","(3a) lower tertiary education","209","0.122413297994881","0.10626722357828","0.138559372411483"
"4","2009","(3b) higher tertiary education","309","0.123100316022249","0.110101154129477","0.136099477915022"
"5","2009","(0) in school","78","0.258299347458867","0.209731732248192","0.306866962669542"
"5","2009","(1a) inadequately completed","24","","",""
"5","2009","(1b) general elementary school","240","0.170040629339087","0.150369296280363","0.189711962397811"
"5","2009","(1c) basic vocational qualification","974","0.212328052634299","0.20078526074614","0.223870844522458"
"5","2009","(2b) intermediate general qualification","97","0.249979163800964","0.209194891979923","0.290763435622004"
"5","2009","(2a) intermediate vocational","990","0.222325425657626","0.210011272464646","0.234639578850606"
"5","2009","(2c_gen) general maturity certificate","120","0.180244251948737","0.151645880479245","0.208842623418229"
"5","2009","(2c_voc) vocational maturity certificate","280","0.211499421959085","0.189510914446205","0.233487929471965"
"5","2009","(3a) lower tertiary education","292","0.178143242866051","0.159294153408819","0.196992332323283"
"5","2009","(3b) higher tertiary education","445","0.193634049862617","0.17800013413378","0.209267965591455"
"6","2009","(0) in school","53","0.149377640930562","0.109824407772848","0.188930874088277"
"6","2009","(1a) inadequately completed","11","","",""
"6","2009","(1b) general elementary school","66","0.0331819005253211","0.0238029976616218","0.0425608033890203"
"6","2009","(1c) basic vocational qualification","311","0.0682584700513776","0.0611404289793877","0.0753765111233675"
"6","2009","(2b) intermediate general qualification","55","0.128854107720247","0.0972968887478241","0.16041132669267"
"6","2009","(2a) intermediate vocational","384","0.0916876159538612","0.0831412006374069","0.100234031270316"
"6","2009","(2c_gen) general maturity certificate","104","0.169548195532633","0.141630976217307","0.197465414847958"
"6","2009","(2c_voc) vocational maturity certificate","140","0.115876669474308","0.0986423325288594","0.133111006419758"
"6","2009","(3a) lower tertiary education","186","0.120551595598274","0.104511782710119","0.136591408486429"
"6","2009","(3b) higher tertiary education","283","0.129079179294852","0.115813538110241","0.142344820479463"
"7","2009","(0) in school","40","0.154146139537617","0.114079327541056","0.194212951534178"
"7","2009","(1a) inadequately completed","6","","",""
"7","2009","(1b) general elementary school","67","0.0499247180008831","0.0385204912658096","0.0613289447359565"
"7","2009","(1c) basic vocational qualification","259","0.0522843627743627","0.046001473284906","0.0585672522638194"
"7","2009","(2b) intermediate general qualification","43","0.0787544712219589","0.053383946513801","0.104124995930117"
"7","2009","(2a) intermediate vocational","305","0.070757940055137","0.0631640718463498","0.0783518082639242"
"7","2009","(2c_gen) general maturity certificate","101","0.155730808072964","0.128753656301509","0.18270795984442"
"7","2009","(2c_voc) vocational maturity certificate","114","0.0889300269492729","0.0736036243148001","0.104256429583746"
"7","2009","(3a) lower tertiary education","136","0.0759590184306513","0.0629080445058363","0.0890099923554663"
"7","2009","(3b) higher tertiary education","211","0.0832589163453805","0.0723281770519617","0.0941896556387993"
"8","2009","(0) in school","18","","",""
"8","2009","(1a) inadequately completed","3","","",""
"8","2009","(1b) general elementary school","35","0.0262712939979514","0.0178962182752754","0.0346463697206275"
"8","2009","(1c) basic vocational qualification","132","0.0315109086017368","0.0265801661595413","0.0364416510439323"
"8","2009","(2b) intermediate general qualification","28","","",""
"8","2009","(2a) intermediate vocational","144","0.0333100472386623","0.0279957937971473","0.0386243006801773"
"8","2009","(2c_gen) general maturity certificate","21","","",""
"8","2009","(2c_voc) vocational maturity certificate","44","0.0347414050183704","0.0248812060249977","0.0446016040117432"
"8","2009","(3a) lower tertiary education","52","0.0391251254049198","0.0295736838283793","0.0486765669814603"
"8","2009","(3b) higher tertiary education","85","0.0350153133004688","0.0277425403263665","0.0422880862745711"
"9","2009","(0) in school","3","","",""
"9","2009","(1a) inadequately completed","1","","",""
"9","2009","(1b) general elementary school","7","","",""
"9","2009","(1c) basic vocational qualification","21","","",""
"9","2009","(2b) intermediate general qualification","4","","",""
"9","2009","(2a) intermediate vocational","23","","",""
"9","2009","(2c_gen) general maturity certificate","4","","",""
"9","2009","(2c_voc) vocational maturity certificate","8","","",""
"9","2009","(3a) lower tertiary education","9","","",""
"9","2009","(3b) higher tertiary education","10","","",""
"10 Very willing to take risks","2009","(0) in school","","","",""
"10 Very willing to take risks","2009","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2009","(1b) general elementary school","9","","",""
"10 Very willing to take risks","2009","(1c) basic vocational qualification","18","","",""
"10 Very willing to take risks","2009","(2b) intermediate general qualification","5","","",""
"10 Very willing to take risks","2009","(2a) intermediate vocational","17","","",""
"10 Very willing to take risks","2009","(2c_gen) general maturity certificate","4","","",""
"10 Very willing to take risks","2009","(2c_voc) vocational maturity certificate","1","","",""
"10 Very willing to take risks","2009","(3a) lower tertiary education","2","","",""
"10 Very willing to take risks","2009","(3b) higher tertiary education","4","","",""
"0 Not at all Willing to take risks","2010","(0) in school","7","","",""
"0 Not at all Willing to take risks","2010","(1a) inadequately completed","42","0.126390076425784","0.0918240719336599","0.160956080917908"
"0 Not at all Willing to take risks","2010","(1b) general elementary school","221","0.135078610446997","0.119636029291778","0.150521191602215"
"0 Not at all Willing to take risks","2010","(1c) basic vocational qualification","462","0.0961453528109076","0.0884395814871989","0.103851124134616"
"0 Not at all Willing to take risks","2010","(2b) intermediate general qualification","28","","",""
"0 Not at all Willing to take risks","2010","(2a) intermediate vocational","332","0.052225621948477","0.0466738067921826","0.0577774371047714"
"0 Not at all Willing to take risks","2010","(2c_gen) general maturity certificate","29","","",""
"0 Not at all Willing to take risks","2010","(2c_voc) vocational maturity certificate","92","0.0373448855229738","0.0293396266381619","0.0453501444077858"
"0 Not at all Willing to take risks","2010","(3a) lower tertiary education","61","0.0277232537199665","0.0204269091147779","0.035019598325155"
"0 Not at all Willing to take risks","2010","(3b) higher tertiary education","95","0.0361953532321452","0.0299474814726586","0.0424432249916317"
"1","2010","(0) in school","8","","",""
"1","2010","(1a) inadequately completed","24","","",""
"1","2010","(1b) general elementary school","164","0.117469874026715","0.10292311305594","0.13201663499749"
"1","2010","(1c) basic vocational qualification","346","0.0654841726909846","0.0590177487526986","0.0719505966292707"
"1","2010","(2b) intermediate general qualification","28","","",""
"1","2010","(2a) intermediate vocational","318","0.0549257021175892","0.0492402960236518","0.0606111082115266"
"1","2010","(2c_gen) general maturity certificate","40","0.0550456440942035","0.0403002212887583","0.0697910668996486"
"1","2010","(2c_voc) vocational maturity certificate","101","0.0414260843990587","0.033012632811581","0.0498395359865364"
"1","2010","(3a) lower tertiary education","49","0.0219693413696943","0.0154549620774863","0.0284837206619024"
"1","2010","(3b) higher tertiary education","143","0.0515216399897329","0.0441269539102942","0.0589163260691716"
"2","2010","(0) in school","25","","",""
"2","2010","(1a) inadequately completed","43","0.18500129357172","0.144608884429836","0.225393702713604"
"2","2010","(1b) general elementary school","245","0.141946582198511","0.126179261019808","0.157713903377214"
"2","2010","(1c) basic vocational qualification","697","0.132820743913799","0.123949386742483","0.141692101085115"
"2","2010","(2b) intermediate general qualification","50","0.0886206790687037","0.0663757286282702","0.110865629509137"
"2","2010","(2a) intermediate vocational","771","0.128618980392607","0.120264926259923","0.136973034525291"
"2","2010","(2c_gen) general maturity certificate","87","0.0947113178398472","0.075779826786727","0.113642808892967"
"2","2010","(2c_voc) vocational maturity certificate","261","0.119133537888525","0.105456359515239","0.132810716261812"
"2","2010","(3a) lower tertiary education","230","0.123731386464276","0.109097932149985","0.138364840778567"
"2","2010","(3b) higher tertiary education","441","0.132022436532352","0.12069871161513","0.143346161449575"
"3","2010","(0) in school","38","0.113894333495624","0.083403178250484","0.144385488740764"
"3","2010","(1a) inadequately completed","47","0.145192116921387","0.108545010236465","0.181839223606309"
"3","2010","(1b) general elementary school","267","0.133474258497966","0.118109427976544","0.148839089019388"
"3","2010","(1c) basic vocational qualification","821","0.148347287140944","0.139056045784123","0.157638528497765"
"3","2010","(2b) intermediate general qualification","80","0.115142720154038","0.0901583056023641","0.140127134705712"
"3","2010","(2a) intermediate vocational","921","0.162059207465085","0.152863519461709","0.171254895468461"
"3","2010","(2c_gen) general maturity certificate","134","0.168048310659551","0.143873868302719","0.192222753016383"
"3","2010","(2c_voc) vocational maturity certificate","336","0.16442796530904","0.14877832921119","0.180077601406891"
"3","2010","(3a) lower tertiary education","313","0.167054647705049","0.150476888610907","0.18363240679919"
"3","2010","(3b) higher tertiary education","558","0.174113845986633","0.161428920037579","0.186798771935688"
"4","2010","(0) in school","43","0.119289557800631","0.0881797125590431","0.150399403042219"
"4","2010","(1a) inadequately completed","21","","",""
"4","2010","(1b) general elementary school","143","0.0716553356766113","0.0600028877254304","0.0833077836277922"
"4","2010","(1c) basic vocational qualification","520","0.096941623671354","0.0892074178058415","0.104675829536867"
"4","2010","(2b) intermediate general qualification","42","0.0826760711301899","0.0611201990865046","0.104231943173875"
"4","2010","(2a) intermediate vocational","614","0.100010724360067","0.0925241583272991","0.107497290392835"
"4","2010","(2c_gen) general maturity certificate","94","0.0802281204189773","0.062665322349773","0.0977909184881815"
"4","2010","(2c_voc) vocational maturity certificate","238","0.0956541198549697","0.0832363508748185","0.108071888835121"
"4","2010","(3a) lower tertiary education","242","0.124890422375941","0.110198315670125","0.139582529081758"
"4","2010","(3b) higher tertiary education","377","0.113770993599499","0.103149148957963","0.124392838241036"
"5","2010","(0) in school","71","0.168729302000083","0.132783634352664","0.204674969647501"
"5","2010","(1a) inadequately completed","73","0.155937741375953","0.118198186362164","0.193677296389742"
"5","2010","(1b) general elementary school","350","0.170317851467734","0.153334467072006","0.187301235863461"
"5","2010","(1c) basic vocational qualification","1261","0.217530239381911","0.20674583235659","0.228314646407231"
"5","2010","(2b) intermediate general qualification","152","0.239719609056186","0.206303721900132","0.27313549621224"
"5","2010","(2a) intermediate vocational","1364","0.21750437802822","0.207209631322385","0.227799124734055"
"5","2010","(2c_gen) general maturity certificate","168","0.177676267811821","0.152963211491532","0.202389324132111"
"5","2010","(2c_voc) vocational maturity certificate","449","0.227198357741013","0.209507004020901","0.244889711461125"
"5","2010","(3a) lower tertiary education","391","0.192153223164548","0.174643607101937","0.209662839227159"
"5","2010","(3b) higher tertiary education","609","0.152418793480769","0.140395564775565","0.164442022185972"
"6","2010","(0) in school","65","0.14397286624893","0.11027796760294","0.177667764894919"
"6","2010","(1a) inadequately completed","28","","",""
"6","2010","(1b) general elementary school","137","0.0666399381530876","0.0553723703285688","0.0779075059776063"
"6","2010","(1c) basic vocational qualification","505","0.0877691151796886","0.0803726210593352","0.095165609300042"
"6","2010","(2b) intermediate general qualification","62","0.110473939066538","0.0859368195357554","0.135011058597321"
"6","2010","(2a) intermediate vocational","675","0.106225940957437","0.0985369407600661","0.113914941154807"
"6","2010","(2c_gen) general maturity certificate","105","0.110444635413256","0.0901795172769621","0.13070975354955"
"6","2010","(2c_voc) vocational maturity certificate","230","0.101312173023644","0.0885724584323461","0.114051887614942"
"6","2010","(3a) lower tertiary education","242","0.133907404944024","0.118772742197735","0.149042067690312"
"6","2010","(3b) higher tertiary education","455","0.119840176981325","0.108976091344327","0.130704262618323"
"7","2010","(0) in school","77","0.193639902083238","0.155713468544997","0.23156633562148"
"7","2010","(1a) inadequately completed","31","0.127101274881481","0.092452267505873","0.161750282257089"
"7","2010","(1b) general elementary school","134","0.0742942155266547","0.062446018408859","0.0861424126444503"
"7","2010","(1c) basic vocational qualification","485","0.07216945455369","0.0654052969992928","0.0789336121080872"
"7","2010","(2b) intermediate general qualification","95","0.17959062207153","0.149545674118505","0.209635570024555"
"7","2010","(2a) intermediate vocational","612","0.0955353033752254","0.08819999359491","0.102870613155541"
"7","2010","(2c_gen) general maturity certificate","134","0.179703849769282","0.154880844325688","0.204526855212875"
"7","2010","(2c_voc) vocational maturity certificate","264","0.122312989202033","0.108479536824668","0.136146441579398"
"7","2010","(3a) lower tertiary education","237","0.0993263726374456","0.0860339451724336","0.112618800102458"
"7","2010","(3b) higher tertiary education","423","0.125910114508578","0.114812757796308","0.137007471220849"
"8","2010","(0) in school","54","0.145176067446989","0.111364452551669","0.178987682342309"
"8","2010","(1a) inadequately completed","23","","",""
"8","2010","(1b) general elementary school","137","0.0520710108058109","0.0420335424743221","0.0621084791372997"
"8","2010","(1c) basic vocational qualification","377","0.0603853779622717","0.0541588857658956","0.0666118701586478"
"8","2010","(2b) intermediate general qualification","62","0.0883797507419242","0.0661621228666889","0.110597378617159"
"8","2010","(2a) intermediate vocational","399","0.0599917503455312","0.0540658778179108","0.0659176228731516"
"8","2010","(2c_gen) general maturity certificate","91","0.0771006425543947","0.0598543199401772","0.0943469651686123"
"8","2010","(2c_voc) vocational maturity certificate","133","0.0588007818753329","0.0488683228275738","0.0687332409230921"
"8","2010","(3a) lower tertiary education","145","0.0825992451664582","0.0703656001613511","0.0948328901715652"
"8","2010","(3b) higher tertiary education","262","0.0760521929678067","0.0671849056735364","0.084919480262077"
"9","2010","(0) in school","12","","",""
"9","2010","(1a) inadequately completed","2","","",""
"9","2010","(1b) general elementary school","34","0.0156899521635429","0.0100754009140165","0.0213045034130693"
"9","2010","(1c) basic vocational qualification","72","0.012313079174073","0.00943040433278711","0.0151957540153588"
"9","2010","(2b) intermediate general qualification","15","","",""
"9","2010","(2a) intermediate vocational","94","0.0107775332465734","0.00820093102348457","0.0133541354696623"
"9","2010","(2c_gen) general maturity certificate","22","","",""
"9","2010","(2c_voc) vocational maturity certificate","32","0.0211453861344991","0.0150711543502253","0.027219617918773"
"9","2010","(3a) lower tertiary education","20","","",""
"9","2010","(3b) higher tertiary education","46","0.0132144535724029","0.00939459587854556","0.0170343112662602"
"10 Very willing to take risks","2010","(0) in school","17","","",""
"10 Very willing to take risks","2010","(1a) inadequately completed","21","","",""
"10 Very willing to take risks","2010","(1b) general elementary school","50","0.0213623710363704","0.0148299530835232","0.0278947889892175"
"10 Very willing to take risks","2010","(1c) basic vocational qualification","76","0.0100935535203765","0.0074806595197291","0.0127064475210239"
"10 Very willing to take risks","2010","(2b) intermediate general qualification","13","","",""
"10 Very willing to take risks","2010","(2a) intermediate vocational","69","0.012124857763188","0.00939380518700412","0.0148559103393719"
"10 Very willing to take risks","2010","(2c_gen) general maturity certificate","15","","",""
"10 Very willing to take risks","2010","(2c_voc) vocational maturity certificate","19","","",""
"10 Very willing to take risks","2010","(3a) lower tertiary education","15","","",""
"10 Very willing to take risks","2010","(3b) higher tertiary education","24","","",""
"0 Not at all Willing to take risks","2011","(0) in school","4","","",""
"0 Not at all Willing to take risks","2011","(1a) inadequately completed","31","0.128526927199332","0.0870408725313213","0.170012981867343"
"0 Not at all Willing to take risks","2011","(1b) general elementary school","207","0.131773812880544","0.115618772644111","0.147928853116977"
"0 Not at all Willing to take risks","2011","(1c) basic vocational qualification","387","0.0729631086042192","0.0660872822214534","0.0798389349869851"
"0 Not at all Willing to take risks","2011","(2b) intermediate general qualification","19","","",""
"0 Not at all Willing to take risks","2011","(2a) intermediate vocational","184","0.0363178484081252","0.0311214314500447","0.0415142653662057"
"0 Not at all Willing to take risks","2011","(2c_gen) general maturity certificate","20","","",""
"0 Not at all Willing to take risks","2011","(2c_voc) vocational maturity certificate","44","0.0300011156534183","0.0215789398148049","0.0384232914920318"
"0 Not at all Willing to take risks","2011","(3a) lower tertiary education","40","0.0219389835259906","0.0150758840732463","0.028802082978735"
"0 Not at all Willing to take risks","2011","(3b) higher tertiary education","64","0.0207920491296469","0.0155433520763914","0.0260407461829025"
"1","2011","(0) in school","8","","",""
"1","2011","(1a) inadequately completed","28","","",""
"1","2011","(1b) general elementary school","146","0.10029802340555","0.0859506443674241","0.114645402443676"
"1","2011","(1c) basic vocational qualification","351","0.0668388551831029","0.0602362161658844","0.0734414942003213"
"1","2011","(2b) intermediate general qualification","27","","",""
"1","2011","(2a) intermediate vocational","214","0.0473994770249082","0.0414972051466497","0.0533017489031667"
"1","2011","(2c_gen) general maturity certificate","33","0.0292861080127666","0.0181650990289081","0.040407116996625"
"1","2011","(2c_voc) vocational maturity certificate","65","0.0363773084038766","0.0271337588325761","0.045620857975177"
"1","2011","(3a) lower tertiary education","42","0.0167090895121818","0.0107036268419076","0.022714552182456"
"1","2011","(3b) higher tertiary education","115","0.0346183135872298","0.0278936915962748","0.0413429355781848"
"2","2011","(0) in school","16","","",""
"2","2011","(1a) inadequately completed","33","0.161223754038178","0.115639414923136","0.20680809315322"
"2","2011","(1b) general elementary school","254","0.166669199884868","0.148869468862649","0.184468930907086"
"2","2011","(1c) basic vocational qualification","640","0.117046333164274","0.108547239947207","0.12554542638134"
"2","2011","(2b) intermediate general qualification","35","0.0740925853479499","0.0519807463273293","0.0962044243685705"
"2","2011","(2a) intermediate vocational","517","0.104009008828235","0.0955296243411334","0.112488393315336"
"2","2011","(2c_gen) general maturity certificate","69","0.069934675733327","0.0531129422307663","0.0867564092358878"
"2","2011","(2c_voc) vocational maturity certificate","168","0.108560356625232","0.0932017581376525","0.123918955112812"
"2","2011","(3a) lower tertiary education","166","0.0851685827416017","0.0720906435932874","0.098246521889916"
"2","2011","(3b) higher tertiary education","290","0.0942051919297995","0.0834599121567626","0.104950471702836"
"3","2011","(0) in school","21","","",""
"3","2011","(1a) inadequately completed","18","","",""
"3","2011","(1b) general elementary school","215","0.129599819357134","0.113558549983847","0.145641088730422"
"3","2011","(1c) basic vocational qualification","714","0.126162264163612","0.117384076444155","0.134940451883068"
"3","2011","(2b) intermediate general qualification","54","0.0966294790184869","0.07168689265316","0.121572065383814"
"3","2011","(2a) intermediate vocational","678","0.129845705894789","0.120509101498233","0.139182310291344"
"3","2011","(2c_gen) general maturity certificate","119","0.129813213173181","0.107644860016929","0.151981566329433"
"3","2011","(2c_voc) vocational maturity certificate","229","0.141154539726684","0.12396457752462","0.158344501928747"
"3","2011","(3a) lower tertiary education","283","0.166262525000776","0.148818732422001","0.18370631757955"
"3","2011","(3b) higher tertiary education","418","0.15063673703487","0.137479109718872","0.163794364350868"
"4","2011","(0) in school","27","","",""
"4","2011","(1a) inadequately completed","21","","",""
"4","2011","(1b) general elementary school","140","0.0746008577337016","0.0620517310312849","0.0871499844361183"
"4","2011","(1c) basic vocational qualification","587","0.0999677179059109","0.0920375266514889","0.107897909160333"
"4","2011","(2b) intermediate general qualification","46","0.0720653212447397","0.0502342234746878","0.0938964190147916"
"4","2011","(2a) intermediate vocational","566","0.111812767970726","0.103059403938771","0.120566132002681"
"4","2011","(2c_gen) general maturity certificate","94","0.107548176855028","0.0871137878775775","0.127982565832479"
"4","2011","(2c_voc) vocational maturity certificate","168","0.103960576083757","0.0888921503414225","0.119029001826092"
"4","2011","(3a) lower tertiary education","209","0.131768083036722","0.115920900732522","0.147615265340922"
"4","2011","(3b) higher tertiary education","308","0.0986455723246915","0.0876769523125391","0.109614192336844"
"5","2011","(0) in school","58","0.17704188130185","0.134822667476533","0.219261095127166"
"5","2011","(1a) inadequately completed","48","0.158919532870737","0.113599992124714","0.20423907361676"
"5","2011","(1b) general elementary school","343","0.182292762119881","0.163852772123329","0.200732752116432"
"5","2011","(1c) basic vocational qualification","1355","0.255193600362465","0.243667528622669","0.266719672102262"
"5","2011","(2b) intermediate general qualification","117","0.231416631797531","0.195812821063741","0.267020442531322"
"5","2011","(2a) intermediate vocational","1229","0.232600882846552","0.220865605583731","0.244336160109373"
"5","2011","(2c_gen) general maturity certificate","152","0.173923811892123","0.148922815714035","0.198924808070212"
"5","2011","(2c_voc) vocational maturity certificate","341","0.22597919404819","0.205331073380603","0.246627314715777"
"5","2011","(3a) lower tertiary education","368","0.19187832473912","0.173429003050244","0.210327646427996"
"5","2011","(3b) higher tertiary education","569","0.220946385805151","0.205685051036238","0.236207720574064"
"6","2011","(0) in school","55","0.14653046488035","0.107415653311075","0.185645276449626"
"6","2011","(1a) inadequately completed","24","","",""
"6","2011","(1b) general elementary school","124","0.0740071871476262","0.0615040842783207","0.0865102900169317"
"6","2011","(1c) basic vocational qualification","511","0.0880947768392979","0.0806014502641274","0.0955881034144684"
"6","2011","(2b) intermediate general qualification","71","0.13634729971586","0.107377429689943","0.165317169741776"
"6","2011","(2a) intermediate vocational","571","0.122209696279191","0.113112129547346","0.131307263011035"
"6","2011","(2c_gen) general maturity certificate","138","0.145797794897499","0.122520979563669","0.169074610231329"
"6","2011","(2c_voc) vocational maturity certificate","202","0.131064245436433","0.114403058617643","0.147725432255223"
"6","2011","(3a) lower tertiary education","253","0.137827510566684","0.121676708184543","0.153978312948825"
"6","2011","(3b) higher tertiary education","382","0.126410343209053","0.114186424821867","0.13863426159624"
"7","2011","(0) in school","61","0.202392848837189","0.157952713969532","0.246832983704846"
"7","2011","(1a) inadequately completed","23","","",""
"7","2011","(1b) general elementary school","115","0.0753152803621175","0.0627110759895143","0.0879194847347207"
"7","2011","(1c) basic vocational qualification","495","0.0919188142801739","0.0842806450800237","0.0995569834803242"
"7","2011","(2b) intermediate general qualification","80","0.140643549116959","0.111294077448783","0.169993020785135"
"7","2011","(2a) intermediate vocational","547","0.116695221076861","0.107777397969776","0.125613044183947"
"7","2011","(2c_gen) general maturity certificate","145","0.171193793968845","0.146348837232858","0.196038750704832"
"7","2011","(2c_voc) vocational maturity certificate","199","0.110759647447232","0.0952654049804729","0.126253889913992"
