"plh0204_h","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"4","2019","Not Employed","932","0.0892437563304214","0.0839203856722765","0.0945671269885662","4"
"4","2019","Employed","1671","0.0970701049715281","0.0928154790210172","0.101324730922039","4"
"5","2019","Not Employed","1990","0.195097904112692","0.187698537628537","0.202497270596847","5"
"5","2019","Employed","3196","0.178927919637814","0.17341957230117","0.184436266974458","5"
"6","2019","Employed","2396","0.135652394946282","0.130731437967807","0.140573351924757","6"
"6","2019","Not Employed","1034","0.104688981739834","0.0989724297256159","0.110405533754052","6"
"7","2019","Not Employed","1183","0.119807186791518","0.113743635558968","0.125870738024069","7"
"7","2019","Employed","2835","0.149849718913","0.144720308647706","0.154979129178293","7"
"8","2019","Not Employed","998","0.0834625441978105","0.0782981709170675","0.0886269174785535","8"
"8","2019","Employed","2277","0.116417214607535","0.111808032747366","0.121026396467703","8"
"9","2019","Not Employed","396","0.0239327289738193","0.0210788687820292","0.0267865891656095","9"
"9","2019","Employed","886","0.0391968858458092","0.0364079751877791","0.0419857965038393","9"
