"plh0204_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2011","Employed","East Germany","31","0.0104197567026922","0.00672718174588906","0.0141123316594954"
"0 Not at all Willing to take risks","2012","Not Employed","West Germany","486","0.0796566742082039","0.0734842874553594","0.0858290609610483"
"0 Not at all Willing to take risks","2012","Not Employed","East Germany","118","0.0538204526358552","0.0447940965553852","0.0628468087163251"
"0 Not at all Willing to take risks","2012","Employed","West Germany","328","0.022870752535475","0.0204011634576681","0.025340341613282"
"0 Not at all Willing to take risks","2012","Employed","East Germany","50","0.00944124411681145","0.00636446063695392","0.012518027596669"
"1","2012","Not Employed","West Germany","392","0.060031383148935","0.0546162023179781","0.0654465639798919"
"1","2012","Not Employed","East Germany","105","0.0413227971316129","0.0333615140486772","0.0492840802145487"
"1","2012","Employed","West Germany","445","0.0321620840937927","0.0292474645715399","0.0350767036160455"
"1","2012","Employed","East Germany","75","0.0165474212884117","0.0124887481744677","0.0206060944023556"
"2","2012","Not Employed","West Germany","830","0.120495191012762","0.113074043259424","0.1279163387661"
"2","2012","Not Employed","East Germany","218","0.0907395387546997","0.0792502155189635","0.102228861990436"
"2","2012","Employed","West Germany","1229","0.0832392823130361","0.0786757553227803","0.0878028093032918"
"2","2012","Employed","East Germany","297","0.0745883929268272","0.0662295666924035","0.0829472191612509"
"3","2012","Not Employed","West Germany","950","0.124024715295905","0.116510785072728","0.131538645519082"
"3","2012","Not Employed","East Germany","303","0.132917056034574","0.119337902788933","0.146496209280215"
"3","2012","Employed","West Germany","1767","0.118334006239914","0.112998012750528","0.1236699997293"
"3","2012","Employed","East Germany","470","0.117314549299855","0.107076407902556","0.127552690697153"
"4","2012","Not Employed","West Germany","712","0.0942859703124391","0.0876242530420314","0.100947687582847"
"4","2012","Not Employed","East Germany","289","0.127654712301991","0.114306759993316","0.141002664610666"
"4","2012","Employed","West Germany","1418","0.100679772813123","0.0957088530156715","0.105650692610575"
"4","2012","Employed","East Germany","417","0.11383019923368","0.103725359686115","0.123935038781245"
"5","2012","Not Employed","West Germany","1701","0.229526186991162","0.219939640690632","0.239112733291693"
"5","2012","Not Employed","East Germany","613","0.258009468699436","0.240508220867616","0.275510716531256"
"5","2012","Employed","West Germany","3043","0.219205576968479","0.212371142040881","0.226040011896078"
"5","2012","Employed","East Germany","915","0.243250455978431","0.229600064193718","0.256900847763145"
"6","2012","Not Employed","West Germany","792","0.101806817447824","0.0949133072919347","0.108700327603713"
"6","2012","Not Employed","East Germany","278","0.110841644764798","0.0982844379025734","0.123398851627023"
"6","2012","Employed","West Germany","1763","0.123183453553488","0.117754213827128","0.128612693279849"
"6","2012","Employed","East Germany","518","0.133767656166526","0.122937494053181","0.144597818279872"
"7","2012","Not Employed","West Germany","751","0.0940221201914872","0.0873687616279315","0.100675478755043"
"7","2012","Not Employed","East Germany","239","0.0935739165049267","0.0819247296431331","0.10522310336672"
"7","2012","Employed","West Germany","2103","0.153541134983617","0.147585559079585","0.159496710887648"
"7","2012","Employed","East Germany","548","0.153702712652547","0.142227930705801","0.165177494599292"
"8","2012","Not Employed","West Germany","547","0.0723990542709431","0.0664914125368759","0.0783066960050104"
"8","2012","Not Employed","East Germany","165","0.0598140856508799","0.0503285771993554","0.0692995941024044"
"8","2012","Employed","West Germany","1361","0.102884056450066","0.0978651767157124","0.107902936184419"
"8","2012","Employed","East Germany","357","0.101744777054988","0.0921264810442553","0.11136307306572"
"9","2012","Not Employed","West Germany","135","0.0136836853977626","0.011035326977855","0.0163320438176703"
"9","2012","Not Employed","East Germany","38","0.0173370860054409","0.0121162224201338","0.0225579495907481"
"9","2012","Employed","West Germany","379","0.0279980060169747","0.02527276076841","0.0307232512655393"
"9","2012","Employed","East Germany","91","0.0238081596965177","0.0189578139106033","0.028658505482432"
"10 Very willing to take risks","2012","Not Employed","West Germany","96","0.0100682017225768","0.00779234088088286","0.0123440625642707"
"10 Very willing to take risks","2012","Not Employed","East Germany","35","0.0139692415157856","0.00927480300074186","0.0186636800308294"
"10 Very willing to take risks","2012","Employed","West Germany","240","0.0159018740320341","0.0138352959511418","0.0179684521129263"
"10 Very willing to take risks","2012","Employed","East Germany","57","0.0120044315854058","0.00853953322399075","0.0154693299468209"
"0 Not at all Willing to take risks","2013","Not Employed","West Germany","954","0.0996543079113531","0.0937986656676575","0.105509950155049"
"0 Not at all Willing to take risks","2013","Not Employed","East Germany","137","0.0619533648846325","0.051981311772161","0.071925417997104"
"0 Not at all Willing to take risks","2013","Employed","West Germany","311","0.0341515482930885","0.0303951674636398","0.0379079291225372"
"0 Not at all Willing to take risks","2013","Employed","East Germany","67","0.0243046341769815","0.018389981232278","0.030219287121685"
"1","2013","Not Employed","West Germany","728","0.0770257893996007","0.0718134256810346","0.0822381531181669"
"1","2013","Not Employed","East Germany","153","0.0630790246426289","0.0530228250621233","0.0731352242231346"
"1","2013","Employed","West Germany","474","0.0485466643772792","0.0441015456352899","0.0529917831192686"
"1","2013","Employed","East Germany","125","0.04209996222096","0.0343868695502604","0.0498130548916596"
"2","2013","Not Employed","West Germany","1223","0.126497537769791","0.119999309638525","0.132995765901057"
"2","2013","Not Employed","East Germany","268","0.112639359385566","0.0995615475327956","0.125717171238337"
"2","2013","Employed","West Germany","1080","0.111807923108509","0.105290143664903","0.118325702552116"
"2","2013","Employed","East Germany","293","0.110675776200044","0.098625862118594","0.122725690281493"
"3","2013","Not Employed","West Germany","1214","0.125193664184322","0.118724189969564","0.13166313839908"
"3","2013","Not Employed","East Germany","306","0.141273580176496","0.126865775694688","0.155681384658304"
"3","2013","Employed","West Germany","1301","0.145303910660523","0.138015137531245","0.1525926837898"
"3","2013","Employed","East Germany","373","0.137072059049236","0.12386246914355","0.150281648954921"
"4","2013","Not Employed","West Germany","773","0.0837550498281796","0.0783396173061148","0.0891704823502445"
"4","2013","Not Employed","East Germany","210","0.0969691191482366","0.0847283715016189","0.109209866794854"
"4","2013","Employed","West Germany","831","0.0940615448092745","0.0880239310920515","0.100099158526497"
"4","2013","Employed","East Germany","255","0.0897150153600488","0.0787388950559878","0.10069113566411"
"5","2013","Not Employed","West Germany","1930","0.187591948855872","0.179960340795547","0.195223556916198"
"5","2013","Not Employed","East Germany","441","0.199274619481917","0.182750903942439","0.215798335021396"
"5","2013","Employed","West Germany","1668","0.191224300017924","0.183090462180532","0.199358137855316"
"5","2013","Employed","East Germany","546","0.21990936749771","0.204001132521617","0.235817602473804"
"6","2013","Not Employed","West Germany","881","0.087132831554815","0.0816194689185204","0.0926461941911096"
"6","2013","Not Employed","East Germany","232","0.110610478620239","0.0976361749585561","0.123584782281922"
"6","2013","Employed","West Germany","961","0.113513114279363","0.10695212845013","0.120074100108595"
"6","2013","Employed","East Germany","297","0.114614169950295","0.102378914490659","0.126849425409931"
"7","2013","Not Employed","West Germany","992","0.0951004329224253","0.0893656987919642","0.100835167052886"
"7","2013","Not Employed","East Germany","239","0.10886068182491","0.0959767550979109","0.121744608551909"
"7","2013","Employed","West Germany","1158","0.131822802748934","0.124825842917487","0.138819762580381"
"7","2013","Employed","East Germany","354","0.133398332215484","0.120339252849417","0.146457411581551"
"8","2013","Not Employed","West Germany","809","0.0734501623586148","0.0683503684805972","0.0785499562366324"
"8","2013","Not Employed","East Germany","181","0.0699070359837553","0.0593591957689051","0.0804548761986056"
"8","2013","Employed","West Germany","822","0.0870971806568202","0.0812650902800378","0.0929292710336026"
"8","2013","Employed","East Germany","214","0.0918164843849954","0.0807253813881554","0.102907587381835"
"9","2013","Not Employed","West Germany","289","0.0275027400919388","0.0243056562428197","0.030699823941058"
"9","2013","Not Employed","East Germany","47","0.0224669298153187","0.0163366893297421","0.0285971703008954"
"9","2013","Employed","West Germany","238","0.0280098085897462","0.0245971257051555","0.0314224914743369"
"9","2013","Employed","East Germany","55","0.0236630383222186","0.017825056746257","0.0295010198981801"
"10 Very willing to take risks","2013","Not Employed","West Germany","259","0.0170955351230871","0.0145614636799596","0.0196296065662146"
"10 Very willing to take risks","2013","Not Employed","East Germany","31","0.0129658060362991","0.00828623787262331","0.0176453741999749"
"10 Very willing to take risks","2013","Employed","West Germany","136","0.0144612024585391","0.0119920438464834","0.0169303610705949"
"10 Very willing to take risks","2013","Employed","East Germany","25","","",""
"0 Not at all Willing to take risks","2014","Not Employed","West Germany","698","0.107194984187692","0.100039295931071","0.114350672444314"
"0 Not at all Willing to take risks","2014","Not Employed","East Germany","142","0.0631945301623165","0.0528978103222216","0.0734912500024115"
"0 Not at all Willing to take risks","2014","Employed","West Germany","602","0.0353350486803261","0.0323043668549986","0.0383657305056536"
"0 Not at all Willing to take risks","2014","Employed","East Germany","83","0.0147170676458069","0.010695970171753","0.0187381651198608"
"1","2014","Not Employed","West Germany","460","0.0725305283385358","0.0665312902054677","0.0785297664716039"
"1","2014","Not Employed","East Germany","117","0.0574952455091652","0.0476439763760794","0.0673465146422509"
"1","2014","Employed","West Germany","545","0.033969760081184","0.0309961032500425","0.0369434169123255"
"1","2014","Employed","East Germany","110","0.0366656852301816","0.0303898447514122","0.0429415257089511"
"2","2014","Not Employed","West Germany","775","0.112815008938534","0.105497278575103","0.120132739301965"
"2","2014","Not Employed","East Germany","219","0.0951996322350564","0.082779435865358","0.107619828604755"
"2","2014","Employed","West Germany","1320","0.0879479125680234","0.0832987810017755","0.0925970441342713"
"2","2014","Employed","East Germany","317","0.0786338158101263","0.069645583519223","0.0876220481010296"
"3","2014","Not Employed","West Germany","846","0.120900263980257","0.113359444084164","0.128441083876349"
"3","2014","Not Employed","East Germany","268","0.127712978319528","0.113588199215159","0.141837757423898"
"3","2014","Employed","West Germany","1705","0.116490720677092","0.11122448281327","0.121756958540914"
"3","2014","Employed","East Germany","389","0.116172026732594","0.105471919441782","0.126872134023406"
"4","2014","Not Employed","West Germany","594","0.0873036087444017","0.0807743311447155","0.0938328863440879"
"4","2014","Not Employed","East Germany","202","0.102258823144819","0.0894366862095892","0.115080960080049"
"4","2014","Employed","West Germany","1350","0.0979525433084351","0.0930730828917173","0.102832003725153"
"4","2014","Employed","East Germany","320","0.0887043396373604","0.0792102011452946","0.0981984781294261"
"5","2014","Not Employed","West Germany","1458","0.19839938860197","0.189175053884806","0.207623723319133"
"5","2014","Not Employed","East Germany","484","0.223834329558572","0.20619528710743","0.241473372009714"
"5","2014","Employed","West Germany","2769","0.198365816551083","0.191819895260858","0.204911737841309"
"5","2014","Employed","East Germany","758","0.229658217669694","0.215612750144435","0.243703685194952"
"6","2014","Not Employed","West Germany","707","0.092233954921493","0.0855409945820941","0.0989269152608918"
"6","2014","Not Employed","East Germany","250","0.128313362653837","0.114160295079327","0.142466430228346"
"6","2014","Employed","West Germany","1781","0.129925858446343","0.124406670594696","0.135445046297989"
"6","2014","Employed","East Germany","509","0.146580124166873","0.134769512310018","0.158390736023728"
"7","2014","Not Employed","West Germany","784","0.103501295535523","0.096455442261251","0.110547148809796"
"7","2014","Not Employed","East Germany","218","0.0935897362757429","0.0812640541912478","0.105915418360238"
"7","2014","Employed","West Germany","2091","0.153137335873619","0.147225855056986","0.159048816690251"
"7","2014","Employed","East Germany","478","0.137273097293574","0.125781434737249","0.148764759849899"
"8","2014","Not Employed","West Germany","589","0.073001336660351","0.0669841867864469","0.079018486534255"
"8","2014","Not Employed","East Germany","180","0.0791869491091976","0.0677595609046326","0.0906143373137625"
"8","2014","Employed","West Germany","1436","0.104043257483234","0.0990313881562229","0.109055126810244"
"8","2014","Employed","East Germany","334","0.10761302750921","0.0972648823171926","0.117961172701228"
"9","2014","Not Employed","West Germany","155","0.0183262061252309","0.0152237492662473","0.0214286629842146"
"9","2014","Not Employed","East Germany","33","0.00927824607386865","0.00522088894880707","0.0133356031989302"
"9","2014","Employed","West Germany","387","0.0236315990110243","0.0211381375517883","0.0261250604702604"
"9","2014","Employed","East Germany","79","0.0200306795884192","0.0153521696141626","0.0247091895626758"
"10 Very willing to take risks","2014","Not Employed","West Germany","114","0.0137934239660112","0.0110956481412435","0.0164911997907789"
"10 Very willing to take risks","2014","Not Employed","East Germany","32","0.0199361669578964","0.0140207895924617","0.0258515443233312"
"10 Very willing to take risks","2014","Employed","West Germany","270","0.0192001473196368","0.0169475076694903","0.0214527869697833"
"10 Very willing to take risks","2014","Employed","East Germany","68","0.0239519187161606","0.0188461723313681","0.029057665100953"
"0 Not at all Willing to take risks","2015","Not Employed","West Germany","615","0.0815793608299491","0.0756036229860451","0.0875550986738531"
"0 Not at all Willing to take risks","2015","Not Employed","East Germany","135","0.0612995628514447","0.0512598573434664","0.071339268359423"
"0 Not at all Willing to take risks","2015","Employed","West Germany","419","0.0306848860844921","0.0277643991242468","0.0336053730447374"
"0 Not at all Willing to take risks","2015","Employed","East Germany","75","0.0165046306405931","0.0121196903778528","0.0208895709033335"
"1","2015","Not Employed","West Germany","542","0.0695609561491038","0.0640069378697935","0.075114974428414"
"1","2015","Not Employed","East Germany","115","0.0555050418441821","0.0459221891049137","0.0650878945834505"
"1","2015","Employed","West Germany","514","0.0334308421995606","0.0303868001528261","0.0364748842462952"
"1","2015","Employed","East Germany","101","0.0263645970609197","0.0208503862625712","0.0318788078592682"
"2","2015","Not Employed","West Germany","937","0.113564574567733","0.106637887602646","0.120491261532819"
"2","2015","Not Employed","East Germany","235","0.104144553207646","0.091360574900593","0.116928531514699"
"2","2015","Employed","West Germany","1192","0.0790052644479768","0.0744373589449617","0.0835731699509919"
"2","2015","Employed","East Germany","265","0.0799576231162327","0.0706227489069562","0.0892924973255093"
"3","2015","Not Employed","West Germany","903","0.12342337172614","0.116242548809565","0.130604194642715"
"3","2015","Not Employed","East Germany","275","0.146355193154167","0.131561675814234","0.161148710494101"
"3","2015","Employed","West Germany","1662","0.127099333774327","0.121458873158842","0.132739794389812"
"3","2015","Employed","East Germany","375","0.116706336323026","0.105656028093633","0.12775664455242"
"4","2015","Not Employed","West Germany","691","0.0941887615225305","0.0878120177649192","0.100565505280142"
"4","2015","Not Employed","East Germany","225","0.108783086974973","0.0957513839499874","0.121814789999959"
"4","2015","Employed","West Germany","1310","0.097914825924008","0.0928820392498817","0.102947612598134"
"4","2015","Employed","East Germany","330","0.0961878046086227","0.0860399620299745","0.106335647187271"
"5","2015","Not Employed","West Germany","1494","0.192897958628707","0.184283884419525","0.20151203283789"
"5","2015","Not Employed","East Germany","452","0.206619544678256","0.189674012049636","0.223565077306877"
"5","2015","Employed","West Germany","2452","0.18531217204752","0.178732441502114","0.191891902592927"
"5","2015","Employed","East Germany","635","0.199803587646891","0.186041809330082","0.213565365963701"
"6","2015","Not Employed","West Germany","829","0.0998231650449315","0.0932789109366568","0.106367419153206"
"6","2015","Not Employed","East Germany","235","0.110688555068366","0.0975572746733624","0.12381983546337"
"6","2015","Employed","West Germany","1725","0.141140932628724","0.135245061726222","0.147036803531226"
"6","2015","Employed","East Germany","436","0.134990247622382","0.123229462488474","0.14675103275629"
"7","2015","Not Employed","West Germany","924","0.108090913796716","0.101312384796131","0.114869442797301"
"7","2015","Not Employed","East Germany","234","0.0917322027819761","0.0796513763535878","0.103813029210364"
"7","2015","Employed","West Germany","2001","0.153529309191289","0.147424640037308","0.15963397834527"
"7","2015","Employed","East Germany","512","0.16067070967475","0.148031813035728","0.173309606313771"
"8","2015","Not Employed","West Germany","724","0.0806295453429793","0.0746856254597882","0.0865734652261704"
"8","2015","Not Employed","East Germany","205","0.0875982001560173","0.0757658930461635","0.099430507265871"
"8","2015","Employed","West Germany","1369","0.101862890677557","0.0967408875382181","0.106984893816895"
"8","2015","Employed","East Germany","363","0.113846771024401","0.102915028666737","0.124778513382065"
"9","2015","Not Employed","West Germany","199","0.0183396741863029","0.0154104204154139","0.021268927957192"
"9","2015","Not Employed","East Germany","51","0.0165179747810708","0.0111835157020885","0.0218524338600531"
"9","2015","Employed","West Germany","460","0.0322347228377928","0.0292437841547277","0.0352256615208578"
"9","2015","Employed","East Germany","91","0.0365480115981954","0.0300896622646105","0.0430063609317803"
"10 Very willing to take risks","2015","Not Employed","West Germany","202","0.0179017182049069","0.0150070059216058","0.020796430488208"
"10 Very willing to take risks","2015","Not Employed","East Germany","31","0.0107560845018991","0.00643883078786907","0.0150733382159292"
"10 Very willing to take risks","2015","Employed","West Germany","292","0.0177848201867527","0.0155466733183959","0.0200229670551095"
"10 Very willing to take risks","2015","Employed","East Germany","60","0.0184196806839864","0.0137918380108773","0.0230475233570954"
"0 Not at all Willing to take risks","2016","Not Employed","West Germany","1324","0.0805341043330483","0.075132185431363","0.0859360232347336"
"0 Not at all Willing to take risks","2016","Not Employed","East Germany","248","0.0682077985541374","0.0585655730951906","0.0778500240130843"
"0 Not at all Willing to take risks","2016","Employed","West Germany","394","0.0282770329703541","0.025426682663094","0.0311273832776141"
"0 Not at all Willing to take risks","2016","Employed","East Germany","70","0.0172708985519245","0.0127278471238174","0.0218139499800316"
"1","2016","Not Employed","West Germany","599","0.0800371270753342","0.0746504464538026","0.0854238076968658"
"1","2016","Not Employed","East Germany","129","0.0472239009684029","0.0391109829595416","0.0553368189772642"
"1","2016","Employed","West Germany","521","0.0358628617348985","0.0326654249865587","0.0390602984832382"
"1","2016","Employed","East Germany","96","0.0315153238403266","0.0254230342077141","0.0376076134729391"
"2","2016","Not Employed","West Germany","919","0.12016523928625","0.113710476051606","0.126620002520894"
"2","2016","Not Employed","East Germany","267","0.107307801014549","0.0954701032491367","0.119145498779962"
"2","2016","Employed","West Germany","1233","0.0897791196146539","0.0848635805346546","0.0946946586946531"
"2","2016","Employed","East Germany","259","0.0787905770030485","0.069395732326393","0.088185421679704"
"3","2016","Not Employed","West Germany","883","0.113780274515385","0.107476589187934","0.120083959842836"
"3","2016","Not Employed","East Germany","262","0.123324739845048","0.110748662213375","0.13590081747672"
"3","2016","Employed","West Germany","1519","0.120279694858285","0.114686260420037","0.125873129296532"
"3","2016","Employed","East Germany","387","0.111772928977078","0.100785309854252","0.122760548099904"
"4","2016","Not Employed","West Germany","676","0.0887871785230458","0.0831407300495081","0.0944336269965836"
"4","2016","Not Employed","East Germany","202","0.0908848124114568","0.0798908095851806","0.101878815237733"
"4","2016","Employed","West Germany","1188","0.0973500199874193","0.0922527481394902","0.102447291835348"
"4","2016","Employed","East Germany","277","0.0905273909068044","0.0805214463565509","0.100533335457058"
"5","2016","Not Employed","West Germany","1781","0.180993962556505","0.173350926180969","0.18863699893204"
"5","2016","Not Employed","East Germany","522","0.213418711572315","0.197747997646529","0.2290894254981"
"5","2016","Employed","West Germany","2292","0.173324098335488","0.166815204338418","0.179832992332557"
"5","2016","Employed","East Germany","619","0.19440558616833","0.180605370577486","0.208205801759174"
"6","2016","Not Employed","West Germany","938","0.107897999417477","0.101739083379452","0.114056915455502"
"6","2016","Not Employed","East Germany","265","0.119444417322722","0.107040409094472","0.131848425550971"
"6","2016","Employed","West Germany","1644","0.13234289427125","0.126516035887791","0.13816975265471"
"6","2016","Employed","East Germany","441","0.147977415199078","0.135595251252541","0.160359579145615"
"7","2016","Not Employed","West Germany","995","0.105714202685082","0.0996104747569358","0.111817930613228"
"7","2016","Not Employed","East Germany","305","0.116958875072789","0.104667292970336","0.129250457175242"
"7","2016","Employed","West Germany","1962","0.156289441215892","0.150045315384087","0.162533567047696"
"7","2016","Employed","East Germany","502","0.160341661834579","0.147546441442185","0.173136882226974"
"8","2016","Not Employed","West Germany","872","0.084162036832356","0.0786506896431525","0.0896733840215595"
"8","2016","Not Employed","East Germany","243","0.0789415533484252","0.0686282650341449","0.0892548416627054"
"8","2016","Employed","West Germany","1470","0.113901549051246","0.108438741651945","0.119364356450547"
"8","2016","Employed","East Germany","360","0.11610451010678","0.104933349846823","0.127275670366738"
"9","2016","Not Employed","West Germany","263","0.0195721855528758","0.0168222798305472","0.0223220912752044"
"9","2016","Not Employed","East Germany","64","0.0195309788058066","0.0142382496231844","0.0248237079884288"
"9","2016","Employed","West Germany","449","0.0348846735734702","0.0317295452808816","0.0380398018660589"
"9","2016","Employed","East Germany","99","0.0317203227961621","0.0256088978087975","0.0378317477835268"
"10 Very willing to take risks","2016","Not Employed","West Germany","498","0.0183556892226408","0.0156909620176883","0.0210204164275933"
"10 Very willing to take risks","2016","Not Employed","East Germany","119","0.0147564110843485","0.0101446912937352","0.0193681308749617"
"10 Very willing to take risks","2016","Employed","West Germany","320","0.0177086143870438","0.01544072147687","0.0199765072972175"
"10 Very willing to take risks","2016","Employed","East Germany","49","0.0195733846158881","0.014742643216871","0.0244041260149052"
"0 Not at all Willing to take risks","2017","Not Employed","West Germany","1781","0.0674520017962751","0.0627731863531081","0.0721308172394421"
"0 Not at all Willing to take risks","2017","Not Employed","East Germany","272","0.0616605855596539","0.0525943176321978","0.0707268534871099"
"0 Not at all Willing to take risks","2017","Employed","West Germany","462","0.026073849751087","0.0234941954427534","0.0286535040594206"
"0 Not at all Willing to take risks","2017","Employed","East Germany","95","0.0198199685188878","0.0152920166191667","0.0243479204186088"
"1","2017","Not Employed","West Germany","606","0.0722570187802292","0.0674269117488902","0.0770871258115683"
"1","2017","Not Employed","East Germany","154","0.0690453527060715","0.059489350622943","0.0786013547892"
"1","2017","Employed","West Germany","583","0.0374201079022858","0.0343477852075292","0.0404924305970424"
"1","2017","Employed","East Germany","139","0.0357751862082806","0.0297415724903791","0.0418087999261821"
"2","2017","Not Employed","West Germany","1109","0.133086299621275","0.126749681947092","0.139422917295458"
"2","2017","Not Employed","East Germany","281","0.121793304236418","0.109466377185979","0.134120231286858"
"2","2017","Employed","West Germany","1581","0.104133092652321","0.0991887102830872","0.109077475021554"
"2","2017","Employed","East Germany","366","0.0917659233038865","0.0823873448712595","0.101144501736514"
"3","2017","Not Employed","West Germany","1089","0.136302876040896","0.129902048254202","0.14270370382759"
"3","2017","Not Employed","East Germany","300","0.137100757284575","0.124136587260522","0.150064927308628"
"3","2017","Employed","West Germany","1933","0.137262596726065","0.131691876633602","0.142833316818529"
"3","2017","Employed","East Germany","480","0.14069682234477","0.129401132669491","0.151992512020049"
"4","2017","Not Employed","West Germany","808","0.0940266323100994","0.0885817806472391","0.0994714839729596"
"4","2017","Not Employed","East Germany","254","0.102858707402022","0.0914089653751004","0.114308449428943"
"4","2017","Employed","West Germany","1329","0.0916407125471563","0.086970152308647","0.0963112727856657"
"4","2017","Employed","East Germany","325","0.081865962398186","0.0729595637718035","0.0907723610245686"
"5","2017","Not Employed","West Germany","1979","0.194545594005296","0.187160873265876","0.201930314744715"
"5","2017","Not Employed","East Germany","556","0.222795243749104","0.207110933304266","0.238479554193942"
"5","2017","Employed","West Germany","2639","0.178092857544597","0.171899437333322","0.184286277755872"
"5","2017","Employed","East Germany","742","0.206978645803641","0.1938172299716","0.220140061635682"
"6","2017","Not Employed","West Germany","994","0.099751475607242","0.0941610641975086","0.105341887016975"
"6","2017","Not Employed","East Germany","255","0.0979111804306049","0.0867094390744094","0.1091129217868"
"6","2017","Employed","West Germany","1809","0.12363409996131","0.118305565367264","0.128962634555356"
"6","2017","Employed","East Germany","469","0.124491608447844","0.113766601189295","0.135216615706392"
"7","2017","Not Employed","West Germany","1082","0.0960581967928261","0.0905610118716176","0.101555381714035"
"7","2017","Not Employed","East Germany","257","0.0965500356266993","0.0854180402031562","0.107682031050242"
"7","2017","Employed","West Germany","2075","0.149888436183696","0.144109898566877","0.155666973800514"
"7","2017","Employed","East Germany","488","0.137124317144939","0.125949800334641","0.148298833955237"
"8","2017","Not Employed","West Germany","806","0.0725426275990074","0.0677037290578261","0.0773815261401886"
"8","2017","Not Employed","East Germany","206","0.0563471218280673","0.047655781608698","0.0650384620474367"
"8","2017","Employed","West Germany","1477","0.104135892739064","0.0991914516213879","0.10908033385674"
"8","2017","Employed","East Germany","373","0.112756473570135","0.102481290665522","0.123031656474749"
"9","2017","Not Employed","West Germany","260","0.017959543795286","0.0154820348218851","0.0204370527686869"
"9","2017","Not Employed","East Germany","63","0.0157961554212879","0.0110965329137399","0.0204957779288358"
"9","2017","Employed","West Germany","462","0.0301162045729974","0.0273495439463584","0.0328828651996364"
"9","2017","Employed","East Germany","96","0.0268380039158752","0.0215879341400107","0.0320880736917397"
"10 Very willing to take risks","2017","Not Employed","West Germany","524","0.0160177336515681","0.0136756787803169","0.0183597885228193"
"10 Very willing to take risks","2017","Not Employed","East Germany","106","0.018141555755496","0.0131111102221009","0.023172001288891"
"10 Very willing to take risks","2017","Employed","West Germany","309","0.0176021494194211","0.0154734101487702","0.019730888690072"
"10 Very willing to take risks","2017","Employed","East Germany","67","0.0218870883435551","0.0171338905092457","0.0266402861778645"
"0 Not at all Willing to take risks","2018","Not Employed","West Germany","1853","0.0983047699987205","0.0923023498499622","0.104307190147479"
"0 Not at all Willing to take risks","2018","Not Employed","East Germany","263","0.0824826807993828","0.0717312165396813","0.0932341450590842"
"0 Not at all Willing to take risks","2018","Employed","West Germany","687","0.0368866288077531","0.0338064108909642","0.039966846724542"
"0 Not at all Willing to take risks","2018","Employed","East Germany","121","0.0245440577174572","0.0194860946391989","0.0296020207957155"
"1","2018","Not Employed","West Germany","715","0.0785305358346185","0.0731071692135878","0.0839539024556492"
"1","2018","Not Employed","East Germany","204","0.0790649712851122","0.0685190226640162","0.0896109199062081"
"1","2018","Employed","West Germany","809","0.0565527105491813","0.0527779119342208","0.0603275091641418"
"1","2018","Employed","East Germany","182","0.0518848829147477","0.0446346893784116","0.0591350764510837"
"2","2018","Not Employed","West Germany","1081","0.14496570855604","0.137867747420843","0.152063669691238"
"2","2018","Not Employed","East Germany","342","0.153253008278101","0.139174377103387","0.167331639452815"
"2","2018","Employed","West Germany","1814","0.12282100935167","0.117457010261081","0.128185008442259"
"2","2018","Employed","East Germany","426","0.111911331613197","0.101605955667798","0.122216707558596"
"3","2018","Not Employed","West Germany","1012","0.134288402245832","0.127414314355478","0.141162490136186"
"3","2018","Not Employed","East Germany","347","0.140602676695472","0.127017262340047","0.154188091050897"
"3","2018","Employed","West Germany","2046","0.146248188914508","0.140473623291048","0.152022754537967"
"3","2018","Employed","East Germany","552","0.16725082199126","0.155051382411134","0.179450261571387"
"4","2018","Not Employed","West Germany","644","0.0856585021678494","0.0800162997477079","0.0913007045879909"
"4","2018","Not Employed","East Germany","187","0.0839139506454419","0.0730780674459714","0.0947498338449124"
"4","2018","Employed","West Germany","1369","0.100618441789751","0.0957023607144291","0.105534522865074"
"4","2018","Employed","East Germany","370","0.0931232858749153","0.0836237603314983","0.102622811418332"
"5","2018","Not Employed","West Germany","1623","0.195061750230301","0.187073042174657","0.203050458285945"
"5","2018","Not Employed","East Germany","493","0.206311487322248","0.190496609226738","0.222126365417758"
"5","2018","Employed","West Germany","2500","0.169433723861947","0.163303231884184","0.175564215839709"
"5","2018","Employed","East Germany","695","0.2056067665628","0.192395784180094","0.218817748945506"
"6","2018","Not Employed","West Germany","694","0.0894083436498915","0.0836557980838024","0.0951608892159805"
"6","2018","Not Employed","East Germany","216","0.0954314727291674","0.0839487296986638","0.106914215759671"
"6","2018","Employed","West Germany","1440","0.105905224265225","0.100876489561315","0.110933958969135"
"6","2018","Employed","East Germany","374","0.108900679151072","0.0987176498341841","0.119083708467959"
"7","2018","Not Employed","West Germany","726","0.080736972404718","0.0752445322209266","0.0862294125885094"
"7","2018","Not Employed","East Germany","184","0.0645963689861933","0.0549894821419874","0.0742032558303991"
"7","2018","Employed","West Germany","1729","0.118714895419519","0.113428993800019","0.12400079703902"
"7","2018","Employed","East Germany","424","0.110207433255974","0.0999710043571972","0.120443862154752"
"8","2018","Not Employed","West Germany","616","0.0639190511553883","0.0589875280475558","0.0688505742632207"
"8","2018","Not Employed","East Germany","156","0.0613958148805501","0.0520139381270734","0.0707776916340268"
"8","2018","Employed","West Germany","1321","0.0974402059691656","0.0925938496448823","0.102286562293449"
