"plh0204_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"2","2012","Employed","Male","535","0.0569515375923101","0.0520923708361383","0.0618107043484819"
"2","2012","Employed","Female","991","0.10982560349538","0.103413054287071","0.11623815270369"
"3","2012","Not Employed","Male","429","0.104992490676214","0.0952905667347123","0.114694414617715"
"3","2012","Not Employed","Female","824","0.14048650271811","0.131662990473547","0.149310014962674"
"3","2012","Employed","Male","906","0.0978786874647462","0.0916482490028889","0.104109125926603"
"3","2012","Employed","Female","1331","0.14107656117475","0.133937419150901","0.148215703198598"
"4","2012","Not Employed","Male","400","0.0996969221138295","0.0902149068583492","0.10917893736931"
"4","2012","Not Employed","Female","601","0.101618250354142","0.0939461520573257","0.109290348650958"
"4","2012","Employed","Male","821","0.090799506152438","0.0847751082930774","0.0968239040117985"
"4","2012","Employed","Female","1014","0.11657279396356","0.109991286929141","0.123154300997979"
"5","2012","Not Employed","Male","932","0.252409270582142","0.238660938573117","0.266157602591167"
"5","2012","Not Employed","Female","1382","0.222843001228521","0.212276000868115","0.233410001588927"
"5","2012","Employed","Male","1803","0.220460847621725","0.2117687064039","0.229152988839551"
"5","2012","Employed","Female","2155","0.226437530143425","0.217854052852601","0.235021007434249"
"6","2012","Not Employed","Male","485","0.120351766231473","0.110053925788765","0.130649606674181"
"6","2012","Not Employed","Female","585","0.0916894139647477","0.0843615967468381","0.0990172311826572"
"6","2012","Employed","Male","1203","0.130991758341285","0.123917579997522","0.138065936685048"
"6","2012","Employed","Female","1078","0.11816969949576","0.111549258237559","0.124790140753962"
"7","2012","Not Employed","Male","456","0.112998092035272","0.102978195452021","0.123017988618523"
"7","2012","Not Employed","Female","534","0.0804259187022019","0.0735205127019202","0.0873313247024837"
"7","2012","Employed","Male","1562","0.178180229679388","0.170156798710589","0.186203660648186"
"7","2012","Employed","Female","1089","0.125763358389381","0.118962982360419","0.132563734418342"
"8","2012","Not Employed","Male","327","0.0873629915666621","0.0784262706959749","0.0962997124373492"
"8","2012","Not Employed","Female","385","0.0575843292809412","0.0516691045705056","0.0634995539913767"
"8","2012","Employed","Male","1132","0.135931260518719","0.128745447874681","0.143117073162758"
"8","2012","Employed","Female","586","0.0651392766961747","0.0600782773044224","0.070200276087927"
"9","2012","Not Employed","Male","96","0.0240051228268933","0.0191607100356274","0.0288495356181591"
"9","2012","Not Employed","Female","77","0.0075925659336322","0.00538843630755685","0.00979669555970755"
"9","2012","Employed","Male","315","0.036019118829436","0.0321121241200904","0.0399261135387816"
"9","2012","Employed","Female","155","0.0174289032599155","0.0147450523654112","0.0201127541544197"
"10 Very willing to take risks","2012","Not Employed","Male","63","0.0150031413266992","0.0111556829537808","0.0188505996996177"
"10 Very willing to take risks","2012","Not Employed","Female","68","0.00787677915909483","0.00563209633464177","0.0101214619835479"
"10 Very willing to take risks","2012","Employed","Male","187","0.0185872587320854","0.0157553738896148","0.0214191435745561"
"10 Very willing to take risks","2012","Employed","Female","110","0.0114659771573693","0.00928252988383248","0.013649424430906"
"0 Not at all Willing to take risks","2013","Not Employed","Male","378","0.0648398656495618","0.058357407864952","0.0713223234341715"
"0 Not at all Willing to take risks","2013","Not Employed","Female","713","0.115864862943279","0.108231731092001","0.123497994794557"
"0 Not at all Willing to take risks","2013","Employed","Male","117","0.0226579712035316","0.0187876593992365","0.0265282830078267"
"0 Not at all Willing to take risks","2013","Employed","Female","261","0.0430248596139781","0.0378494086384922","0.0482003105894641"
"1","2013","Not Employed","Male","276","0.0528959539629053","0.0470036421010687","0.0587882658247419"
"1","2013","Not Employed","Female","605","0.092087664759793","0.0851917759361033","0.0989835535834828"
"1","2013","Employed","Male","173","0.0266662274180504","0.0224761326813805","0.0308563221547203"
"1","2013","Employed","Female","426","0.0702402315094031","0.0637221996009727","0.0767582634178335"
"2","2013","Not Employed","Male","597","0.112352587793169","0.104039020101207","0.120666155485132"
"2","2013","Not Employed","Female","894","0.133542191345557","0.125429769570333","0.141654613120781"
"2","2013","Employed","Male","523","0.0872058648535591","0.0798679710208637","0.0945437586862546"
"2","2013","Employed","Female","850","0.138587644127629","0.129775005848271","0.147400282406987"
"3","2013","Not Employed","Male","632","0.121047322150525","0.112460430328622","0.129634213972429"
"3","2013","Not Employed","Female","888","0.133584459014451","0.125470951406893","0.14169796662201"
"3","2013","Employed","Male","721","0.130627165182143","0.121862568409484","0.139391761954803"
"3","2013","Employed","Female","953","0.158329834927425","0.149018960146892","0.167640709707959"
"4","2013","Not Employed","Male","420","0.0810602006515792","0.0738752627395694","0.0882451385635891"
"4","2013","Not Employed","Female","563","0.0900763082076508","0.0832485939338218","0.0969040224814798"
"4","2013","Employed","Male","517","0.0906039905635846","0.083138431395085","0.0980695497320843"
"4","2013","Employed","Female","569","0.0961904325014065","0.0886700047050876","0.103710860297725"
"5","2013","Not Employed","Male","1083","0.192968301347933","0.18257953603854","0.203357066657326"
"5","2013","Not Employed","Female","1288","0.186929116608947","0.177631529752616","0.196226703465277"
"5","2013","Employed","Male","1048","0.189511442215693","0.17931841182618","0.199704472605206"
"5","2013","Employed","Female","1166","0.204317820360204","0.194033843771722","0.214601796948685"
"6","2013","Not Employed","Male","573","0.104705864919165","0.0966456981851347","0.112766031653196"
"6","2013","Not Employed","Female","540","0.0803471480846777","0.0738643162378923","0.0868299799314631"
"6","2013","Employed","Male","695","0.125683655950782","0.117062095894715","0.134305216006849"
"6","2013","Employed","Female","563","0.100476485676951","0.0928085825307072","0.108144388823195"
"7","2013","Not Employed","Male","656","0.117599058647169","0.109118771542876","0.126079345751461"
"7","2013","Not Employed","Female","575","0.0812942828370822","0.0747767117838407","0.0878118538903237"
"7","2013","Employed","Male","919","0.161197038026269","0.151633454327558","0.17076062172498"
"7","2013","Employed","Female","593","0.0999358519380643","0.0922863082189948","0.107585395657134"
"8","2013","Not Employed","Male","555","0.0889621567900612","0.0814675903837174","0.096456723196405"
"8","2013","Not Employed","Female","435","0.0598390652529576","0.0541823923805417","0.0654957381253735"
"8","2013","Employed","Male","657","0.1097108583365","0.101582506358639","0.117839210314361"
"8","2013","Employed","Female","379","0.0639179431600966","0.0576790651201806","0.0701568212000127"
"9","2013","Not Employed","Male","196","0.0395500736702522","0.034419255029448","0.0446808923110564"
"9","2013","Not Employed","Female","140","0.0162144103435302","0.0132023173831953","0.0192265033038652"
"9","2013","Employed","Male","207","0.0396295352899391","0.0345556453308119","0.0447034252490663"
"9","2013","Employed","Female","86","0.0134558857034321","0.0105172040625876","0.0163945673442766"
"10 Very willing to take risks","2013","Not Employed","Male","177","0.0240186144176783","0.0199880079802019","0.0280492208551547"
"10 Very willing to take risks","2013","Not Employed","Female","113","0.0102204906020746","0.00782180867003389","0.0126191725341153"
"10 Very willing to take risks","2013","Employed","Male","102","0.0165062509599481","0.0131924823436527","0.0198200195762435"
"10 Very willing to take risks","2013","Employed","Female","59","0.0115230104814096","0.0088009084448015","0.0142451125180178"
"0 Not at all Willing to take risks","2014","Not Employed","Male","251","0.0688013821738427","0.0607429931595893","0.076859771188096"
"0 Not at all Willing to take risks","2014","Not Employed","Female","589","0.12111615546185","0.112520954059589","0.12971135686411"
"0 Not at all Willing to take risks","2014","Employed","Male","251","0.0246205136860719","0.0213478134251764","0.0278932139469673"
"0 Not at all Willing to take risks","2014","Employed","Female","434","0.039721644922502","0.0357062698902735","0.0437370199547306"
"1","2014","Not Employed","Male","172","0.048958657295894","0.0420888756453289","0.0558284389464592"
"1","2014","Not Employed","Female","405","0.0850109409922895","0.0776635248065369","0.092358357178042"
"1","2014","Employed","Male","220","0.019981392637463","0.0170260971875154","0.0229366880874107"
"1","2014","Employed","Female","435","0.0504574487533409","0.0459572282773326","0.0549576692293491"
"2","2014","Not Employed","Male","330","0.0910813403205157","0.08192112458143","0.100241556059601"
"2","2014","Not Employed","Female","664","0.123089942985776","0.114434723428335","0.131745162543217"
"2","2014","Employed","Male","594","0.0628615970154225","0.0577357523618319","0.0679874416690131"
"2","2014","Employed","Female","1043","0.112375144597201","0.105881869675189","0.118868419519213"
"3","2014","Not Employed","Male","425","0.121231044120592","0.110839675240757","0.131622413000427"
"3","2014","Not Employed","Female","689","0.122892906755807","0.114243645840525","0.131542167671089"
"3","2014","Employed","Male","877","0.103540483590401","0.0971063317914723","0.109974635389329"
"3","2014","Employed","Female","1217","0.130732071992712","0.123801296480498","0.137662847504926"
"4","2014","Not Employed","Male","314","0.0855229023923624","0.0766194976143857","0.0944263071703391"
"4","2014","Not Employed","Female","482","0.0935301637843275","0.0858593435643308","0.101200984004324"
"4","2014","Employed","Male","728","0.0864140777613927","0.0804802106446651","0.0923479448781202"
"4","2014","Employed","Female","942","0.107384025811039","0.101018766513077","0.113749285109001"
"5","2014","Not Employed","Male","799","0.210597287479169","0.197616406145516","0.223578168812821"
"5","2014","Not Employed","Female","1143","0.197738199049305","0.187245369387928","0.208231028710682"
"5","2014","Employed","Male","1595","0.191360466751104","0.18305288807341","0.199668045428798"
"5","2014","Employed","Female","1932","0.217502970715639","0.209021173655767","0.225984767775511"
"6","2014","Not Employed","Male","455","0.115049980069479","0.104891443891458","0.1252085162475"
"6","2014","Not Employed","Female","502","0.0872222054650078","0.0797888424326309","0.0946555684973846"
"6","2014","Employed","Male","1215","0.14419694723521","0.136778110459307","0.151615784011112"
"6","2014","Employed","Female","1075","0.120156025283476","0.113471208005965","0.126840842560987"
"7","2014","Not Employed","Male","486","0.124048373634772","0.113553817254748","0.134542930014796"
"7","2014","Not Employed","Female","516","0.0850642523963136","0.0777147468613084","0.0924137579313188"
"7","2014","Employed","Male","1519","0.180614998230559","0.172490589239033","0.188739407222085"
"7","2014","Employed","Female","1050","0.116909891738002","0.110303838473514","0.123515945002489"
"8","2014","Not Employed","Male","388","0.0919564020808467","0.0827567199511269","0.101156084210567"
"8","2014","Not Employed","Female","381","0.0610264002350825","0.0547200970570024","0.0673327034131625"
"8","2014","Employed","Male","1119","0.137002046598407","0.129740330301474","0.144263762895339"
"8","2014","Employed","Female","651","0.0688009637789028","0.0635970217286001","0.0740049058292055"
"9","2014","Not Employed","Male","98","0.0215544753119501","0.0169310319757665","0.0261779186481338"
"9","2014","Not Employed","Female","90","0.0129697708682585","0.00998905446818115","0.0159504872683358"
"9","2014","Employed","Male","283","0.0268511635049665","0.0234373322057261","0.030264994804207"
"9","2014","Employed","Female","183","0.0187537914115498","0.0159647981285031","0.0215427846945965"
"10 Very willing to take risks","2014","Not Employed","Male","72","0.021198155120577","0.016612251653917","0.025784058587237"
"10 Very willing to take risks","2014","Not Employed","Female","74","0.0103390620059835","0.00767421019882443","0.0130039138131425"
"10 Very willing to take risks","2014","Employed","Male","212","0.022556312989003","0.0194204953658525","0.0256921306121534"
"10 Very willing to take risks","2014","Employed","Female","126","0.017206020995636","0.014532488915299","0.019879553075973"
"0 Not at all Willing to take risks","2015","Not Employed","Male","220","0.0478347413536414","0.04145590083851","0.0542135818687728"
"0 Not at all Willing to take risks","2015","Not Employed","Female","530","0.100720506972081","0.0930753493062224","0.10836566463794"
"0 Not at all Willing to take risks","2015","Employed","Male","154","0.0199173499360931","0.0168688558227775","0.0229658440494088"
"0 Not at all Willing to take risks","2015","Employed","Female","340","0.0374143632878634","0.0333964871156203","0.0414322394601066"
"1","2015","Not Employed","Male","192","0.0461974534152655","0.0399233435379222","0.0524715632926088"
"1","2015","Not Employed","Female","465","0.0828086390627943","0.0758078345455666","0.089809443580022"
"1","2015","Employed","Male","213","0.022294789065313","0.019073394793399","0.0255161833372271"
"1","2015","Employed","Female","402","0.0431394588049943","0.0388379645311927","0.0474409530787959"
"2","2015","Not Employed","Male","402","0.0972120396780499","0.0883574840584087","0.106066595297691"
"2","2015","Not Employed","Female","770","0.122974596277573","0.114632140002507","0.13131705255264"
"2","2015","Employed","Male","522","0.0556211333840822","0.0506204278687647","0.0606218388993997"
"2","2015","Employed","Female","935","0.105103701462934","0.0986105872604873","0.11159681566538"
"3","2015","Not Employed","Male","435","0.11378211467493","0.10429091480613","0.123273314543731"
"3","2015","Not Employed","Female","743","0.13835821817553","0.129587280903924","0.147129155447137"
"3","2015","Employed","Male","840","0.107602972926557","0.100841685072353","0.114364260780761"
"3","2015","Employed","Female","1197","0.144812166266903","0.137361571173303","0.152262761360503"
"4","2015","Not Employed","Male","374","0.0945120015957899","0.0857682322471227","0.103255770944457"
"4","2015","Not Employed","Female","542","0.09875061185711","0.0911722988534214","0.106328924860799"
"4","2015","Employed","Male","739","0.0855794279077701","0.0794756894399799","0.0916831663755604"
"4","2015","Employed","Female","901","0.110875633704867","0.104228154404341","0.117523113005394"
"5","2015","Not Employed","Male","836","0.217408329451433","0.205079564769518","0.229737094133348"
"5","2015","Not Employed","Female","1110","0.178662437426374","0.168931434132159","0.188393440720589"
"5","2015","Employed","Male","1427","0.185054260140147","0.176580969097377","0.193527551182918"
"5","2015","Employed","Female","1660","0.190838048179132","0.182518343899213","0.199157752459052"
"6","2015","Not Employed","Male","515","0.117385088194868","0.107764404001449","0.127005772388287"
"6","2015","Not Employed","Female","549","0.0899639173527736","0.0826954367655302","0.0972323979400171"
"6","2015","Employed","Male","1123","0.145154147315779","0.137468209573468","0.152840085058089"
"6","2015","Employed","Female","1038","0.134496184202346","0.127272692885375","0.141719675519318"
"7","2015","Not Employed","Male","590","0.121471327004508","0.111707305632014","0.131235348377002"
"7","2015","Not Employed","Female","568","0.0924606029159643","0.0851020697120895","0.0998191361198391"
"7","2015","Employed","Male","1431","0.183835505685427","0.175383850325348","0.192287161045506"
"7","2015","Employed","Female","1082","0.12273497345527","0.115787814202268","0.129682132708272"
"8","2015","Not Employed","Male","479","0.0998314607987868","0.0908714302285634","0.10879149136901"
"8","2015","Not Employed","Female","450","0.0682311766217691","0.0618260802649587","0.0746362729785795"
"8","2015","Employed","Male","1052","0.130632108891098","0.123279101536613","0.137985116245583"
"8","2015","Employed","Female","680","0.0745129143722926","0.0689531211916108","0.0800727075529743"
"9","2015","Not Employed","Male","131","0.0246386538239276","0.0200051969914705","0.0292721106563847"
"9","2015","Not Employed","Female","119","0.012918930949934","0.0100503319040651","0.0157875299958028"
"9","2015","Employed","Male","352","0.0444573358709827","0.0399602105359366","0.0489544612060289"
"9","2015","Employed","Female","199","0.0203336332103349","0.017345470293201","0.0233217961274688"
"10 Very willing to take risks","2015","Not Employed","Male","126","0.0197267900087999","0.015570406232522","0.0238831737850777"
"10 Very willing to take risks","2015","Not Employed","Female","107","0.0141503623880958","0.0111500306822014","0.0171506940939902"
"10 Very willing to take risks","2015","Employed","Male","216","0.0198509688767508","0.0168074559898489","0.0228944817636526"
"10 Very willing to take risks","2015","Employed","Female","136","0.015738923053062","0.0131038033901417","0.0183740427159822"
"0 Not at all Willing to take risks","2016","Not Employed","Male","740","0.0583476660450054","0.0524102087385861","0.0642851233514247"
"0 Not at all Willing to take risks","2016","Not Employed","Female","832","0.0936862810255165","0.0865400523430216","0.100832509708011"
"0 Not at all Willing to take risks","2016","Employed","Male","159","0.0164778775791924","0.0136492674916651","0.0193064876667196"
"0 Not at all Willing to take risks","2016","Employed","Female","305","0.0371882687457173","0.0331344994487785","0.0412420380426561"
"1","2016","Not Employed","Male","269","0.056463304850367","0.0506166695208353","0.0623099401798986"
"1","2016","Not Employed","Female","459","0.0878168612532187","0.0808757403636936","0.0947579821427439"
"1","2016","Employed","Male","196","0.0238237592025406","0.0204353204082694","0.0272121979968118"
"1","2016","Employed","Female","421","0.0474940420435669","0.0429374643617524","0.0520506197253814"
"2","2016","Not Employed","Male","462","0.106056045431848","0.0982565533325809","0.113855537531115"
"2","2016","Not Employed","Female","724","0.126952316410778","0.118787640887067","0.13511699193449"
"2","2016","Employed","Male","543","0.0636596374669842","0.0582348923660766","0.0690843825678919"
"2","2016","Employed","Female","949","0.114439508989501","0.107619538882089","0.121259479096912"
"3","2016","Not Employed","Male","493","0.107023206809646","0.0991924717932743","0.114853941826018"
"3","2016","Not Employed","Female","652","0.121964340100291","0.113938839246172","0.12998984095441"
"3","2016","Employed","Male","801","0.105000703945766","0.0981892811954471","0.111812126696085"
"3","2016","Employed","Female","1105","0.133938339147447","0.126641878853762","0.141234799441132"
"4","2016","Not Employed","Male","386","0.0879974638028029","0.080821560750381","0.0951733668552248"
"4","2016","Not Employed","Female","492","0.0900522653298295","0.0830319733018112","0.0970725573578479"
"4","2016","Employed","Male","646","0.0899236548577233","0.0835673272691656","0.096279982446281"
"4","2016","Employed","Female","819","0.102997321912047","0.0964856097051839","0.10950903411891"
"5","2016","Not Employed","Male","1097","0.18727782548898","0.177395533183094","0.197160117794865"
"5","2016","Not Employed","Female","1206","0.186359921485315","0.176810170245225","0.195909672725405"
"5","2016","Employed","Male","1326","0.169176914218022","0.160846718394901","0.177507110041142"
"5","2016","Employed","Female","1585","0.185659548917229","0.177329510360384","0.193989587474075"
"6","2016","Not Employed","Male","625","0.126993169633481","0.118558997424084","0.135427341842878"
"6","2016","Not Employed","Female","578","0.096872917598019","0.0896189559384019","0.104126879257636"
"6","2016","Employed","Male","1071","0.14268511661351","0.13491388411524","0.150456349111781"
"6","2016","Employed","Female","1014","0.126740577423615","0.119613444757275","0.133867710089955"
"7","2016","Not Employed","Male","710","0.124069464569184","0.115718997856868","0.132419931281499"
"7","2016","Not Employed","Female","590","0.0951620928297581","0.0879656642684347","0.102358521391082"
"7","2016","Employed","Male","1378","0.185817035405703","0.177174639597435","0.194459431213971"
"7","2016","Employed","Female","1086","0.12532382582946","0.118230893237282","0.132416758421638"
"8","2016","Not Employed","Male","618","0.097885166062195","0.0903579771634015","0.105412354960989"
"8","2016","Not Employed","Female","497","0.0719910546322673","0.0656521388461602","0.0783299704183743"
"8","2016","Employed","Male","1100","0.140856269968227","0.133126770214826","0.148585769721629"
"8","2016","Employed","Female","730","0.0850822136445027","0.0791050411722325","0.0910593861167729"
"9","2016","Not Employed","Male","169","0.0220474962878665","0.0183280183890543","0.0257669741866787"
"9","2016","Not Employed","Female","158","0.0176597650106839","0.014429612266422","0.0208899177549457"
"9","2016","Employed","Male","339","0.0430281290779641","0.0385193786044107","0.0475368795515176"
"9","2016","Employed","Female","209","0.0247651475161645","0.0214357900389316","0.0280945049933973"
"10 Very willing to take risks","2016","Not Employed","Male","418","0.0258391910186244","0.0218203738858922","0.0298580081513566"
"10 Very willing to take risks","2016","Not Employed","Female","199","0.0114821843243225","0.008869396518256","0.0140949721303891"
"10 Very willing to take risks","2016","Employed","Male","222","0.0195509016643671","0.0164746185280177","0.0226271848007166"
"10 Very willing to take risks","2016","Employed","Female","147","0.016371205830749","0.0136526308659244","0.0190897807955735"
"0 Not at all Willing to take risks","2017","Not Employed","Male","972","0.0486134171517787","0.0434289521469043","0.0537978821566532"
"0 Not at all Willing to take risks","2017","Not Employed","Female","1081","0.0799407879412059","0.0736466750944135","0.0862349007879983"
"0 Not at all Willing to take risks","2017","Employed","Male","200","0.0164928748819591","0.013851765660999","0.0191339841029192"
"0 Not at all Willing to take risks","2017","Employed","Female","357","0.034491189114405","0.0307954337272574","0.0381869445015525"
"1","2017","Not Employed","Male","257","0.0541436519553579","0.0486881624408197","0.059599141469896"
"1","2017","Not Employed","Female","503","0.0850163438209995","0.0785434228596061","0.0914892647823929"
"1","2017","Employed","Male","220","0.0221691791107571","0.0191159732237233","0.0252223849977908"
"1","2017","Employed","Female","502","0.0537815111595966","0.0492129101683955","0.0583501121507976"
"2","2017","Not Employed","Male","543","0.1035527061974","0.0962077287261932","0.110897683668606"
"2","2017","Not Employed","Female","847","0.15195950852355","0.143628172357547","0.160290844689553"
"2","2017","Employed","Male","671","0.0729850616834764","0.0675910761167203","0.0783790472502326"
"2","2017","Employed","Female","1276","0.134337642359209","0.127431362994932","0.141243921723486"
"3","2017","Not Employed","Male","583","0.128461004039996","0.120394665795453","0.136527342284539"
"3","2017","Not Employed","Female","806","0.142524409377473","0.134411101963288","0.150637716791659"
"3","2017","Employed","Male","1026","0.121225190173701","0.114456811307582","0.127993569039819"
"3","2017","Employed","Female","1387","0.156308849826945","0.148954326245477","0.163663373408413"
"4","2017","Not Employed","Male","460","0.0895282756018644","0.0826455460862092","0.0964110051175197"
"4","2017","Not Employed","Female","602","0.100265134936857","0.09329446258022","0.107235807293493"
"4","2017","Employed","Male","719","0.0846233942359693","0.0788518165065522","0.0903949719653864"
"4","2017","Employed","Female","935","0.0959538517708341","0.0899890293223254","0.101918674219343"
"5","2017","Not Employed","Male","1262","0.213336128879746","0.203460286068494","0.223211971690997"
"5","2017","Not Employed","Female","1273","0.189252712448074","0.180161826017468","0.19834359887868"
"5","2017","Employed","Male","1581","0.175310580439133","0.167425634877958","0.183195526000309"
"5","2017","Employed","Female","1800","0.191483328791887","0.18351474785167","0.199451909732103"
"6","2017","Not Employed","Male","656","0.120575048506143","0.11272494332663","0.128425153685655"
"6","2017","Not Employed","Female","593","0.0833193628295548","0.0769054297731706","0.089733295885939"
"6","2017","Employed","Male","1225","0.135547842228249","0.128449348391239","0.142646336065259"
"6","2017","Employed","Female","1053","0.110700468939795","0.104346138780017","0.117054799099574"
"7","2017","Not Employed","Male","739","0.112724244812152","0.105100201834616","0.120348287789688"
"7","2017","Not Employed","Female","600","0.083533152742846","0.0771117451107486","0.0899545603749433"
"7","2017","Employed","Male","1494","0.173122477230912","0.165276505370078","0.180968449091745"
"7","2017","Employed","Female","1069","0.119518419251924","0.112948673357955","0.126088165145892"
"8","2017","Not Employed","Male","565","0.0844913484462375","0.07778656572699","0.091196131165485"
"8","2017","Not Employed","Female","447","0.0582875081373508","0.0528501325370644","0.0637248837376373"
"8","2017","Employed","Male","1192","0.136617710552748","0.129495669159584","0.143739751945911"
"8","2017","Employed","Female","658","0.0711133818910503","0.0659082944013671","0.0763184693807335"
"9","2017","Not Employed","Male","189","0.0228738341867179","0.0192697729031807","0.0264778954702552"
"9","2017","Not Employed","Female","134","0.013530416712907","0.0108491509709411","0.0162116824548729"
"9","2017","Employed","Male","357","0.0393101635619715","0.0352802711890641","0.0433400559348788"
"9","2017","Employed","Female","201","0.0187304814230661","0.0159848664249203","0.0214760964212119"
"10 Very willing to take risks","2017","Not Employed","Male","384","0.0217003402226075","0.0181878381922217","0.0252128422529933"
"10 Very willing to take risks","2017","Not Employed","Female","246","0.0123706625291823","0.00980537591722499","0.0149359491411396"
"10 Very willing to take risks","2017","Employed","Male","248","0.0225955259011243","0.0195137730086584","0.0256772787935902"
"10 Very willing to take risks","2017","Employed","Female","128","0.0135808754712879","0.0112368321184637","0.015924918824112"
"0 Not at all Willing to take risks","2018","Not Employed","Male","974","0.0701187291947537","0.0634032667951685","0.076834191594339"
"0 Not at all Willing to take risks","2018","Not Employed","Female","1142","0.114825607652673","0.107022184980176","0.12262903032517"
"0 Not at all Willing to take risks","2018","Employed","Male","345","0.0214929609342807","0.0184705478142661","0.0245153740542952"
"0 Not at all Willing to take risks","2018","Employed","Female","463","0.0494765209485982","0.0450294422360047","0.0539235996611917"
"1","2018","Not Employed","Male","339","0.0593153145254318","0.0531030404338736","0.06552758861699"
"1","2018","Not Employed","Female","580","0.093320271242667","0.0862004960101424","0.100440046475192"
"1","2018","Employed","Male","341","0.0382544463011744","0.034256888262212","0.0422520043401369"
"1","2018","Employed","Female","650","0.0750698957318189","0.0696663207910072","0.0804734706726305"
"2","2018","Not Employed","Male","550","0.129673183741802","0.120838084691374","0.13850828279223"
"2","2018","Not Employed","Female","873","0.159185597321243","0.150230850921903","0.168140343720583"
"2","2018","Employed","Male","860","0.0956765456073726","0.0895461519271113","0.101806939287634"
"2","2018","Employed","Female","1380","0.148875302465068","0.141575657461518","0.156174947468619"
"3","2018","Not Employed","Male","590","0.133124973249387","0.124190824767757","0.142059121731017"
"3","2018","Not Employed","Female","769","0.137141020757152","0.128721159515178","0.145560881999126"
"3","2018","Employed","Male","1122","0.136928981002613","0.12976433596019","0.144093626045036"
"3","2018","Employed","Female","1476","0.163979806448008","0.156387086461328","0.171572526434688"
"4","2018","Not Employed","Male","360","0.0851940655672786","0.0778520667222876","0.0925360644122697"
"4","2018","Not Employed","Female","471","0.0854684315301798","0.0786253210454248","0.0923115420149348"
"4","2018","Employed","Male","790","0.0938477924567958","0.0877701334325787","0.099925451481013"
"4","2018","Employed","Female","949","0.105422204423786","0.0991246936530385","0.111719715194534"
"5","2018","Not Employed","Male","1004","0.201531579889637","0.190981747005861","0.212081412773413"
"5","2018","Not Employed","Female","1112","0.193642932003339","0.183970941585358","0.203314922421321"
"5","2018","Employed","Male","1532","0.173579864696857","0.165686287841257","0.181473441552456"
"5","2018","Employed","Female","1663","0.177705496263519","0.169866545456653","0.185544447070386"
"6","2018","Not Employed","Male","469","0.102786897110663","0.0948002989282603","0.110773495293066"
"6","2018","Not Employed","Female","441","0.0811034678269209","0.074421500425697","0.0877854352281448"
"6","2018","Employed","Male","1011","0.120464549323013","0.113680640088914","0.127248458557112"
"6","2018","Employed","Female","803","0.0909165826879848","0.0850211289635289","0.0968120364124408"
"7","2018","Not Employed","Male","486","0.0978919613641833","0.0900766201335343","0.105707302594832"
"7","2018","Not Employed","Female","424","0.0626529961565327","0.0567213879938644","0.068584604319201"
"7","2018","Employed","Male","1280","0.142521315219525","0.135235547832762","0.149807082606288"
"7","2018","Employed","Female","873","0.0894469646368989","0.0835946287740014","0.0952993004997965"
"8","2018","Not Employed","Male","431","0.0763249169064372","0.0693419829019329","0.0833078509109414"
"8","2018","Not Employed","Female","341","0.0536917800561737","0.0481745443056814","0.059209015806666"
"8","2018","Employed","Male","1025","0.122407415685274","0.115576576501949","0.129238254868598"
"8","2018","Employed","Female","607","0.0692298348023699","0.0640243439236287","0.0744353256811111"
"9","2018","Not Employed","Male","135","0.0235203120873511","0.0195346699634942","0.0275059542112081"
"9","2018","Not Employed","Female","103","0.0104728654256052","0.00798115281845325","0.0129645780327572"
"9","2018","Employed","Male","315","0.0351375334763343","0.0313000893378883","0.0389749776147803"
"9","2018","Employed","Female","170","0.0185199449149655","0.0157552042536696","0.0212846855762614"
"10 Very willing to take risks","2018","Not Employed","Male","216","0.0205180663630747","0.0167897600748869","0.0242463726512625"
"10 Very willing to take risks","2018","Not Employed","Female","156","0.00849503002751335","0.00624866028337263","0.0107413997716541"
"10 Very willing to take risks","2018","Employed","Male","223","0.0196885952967611","0.0167931649781808","0.0225840256153414"
"10 Very willing to take risks","2018","Employed","Female","101","0.0113574466769819","0.00918447623830748","0.0135304171156563"
"0 Not at all Willing to take risks","2019","Not Employed","Male","512","0.0531958667363949","0.046993230807485","0.0593985026653049"
"0 Not at all Willing to take risks","2019","Not Employed","Female","732","0.0760786257884509","0.0693612269413444","0.0827960246355573"
"0 Not at all Willing to take risks","2019","Employed","Male","296","0.0157643757577562","0.0132723894751525","0.0182563620403599"
"0 Not at all Willing to take risks","2019","Employed","Female","279","0.0327818230450487","0.0291026190151936","0.0364610270749037"
"1","2019","Not Employed","Male","252","0.0399405680725152","0.0345284974976095","0.045352638647421"
"1","2019","Not Employed","Female","440","0.0772674258834966","0.0705021042748556","0.0840327474921375"
"1","2019","Employed","Male","205","0.0178367595325862","0.0151888232236243","0.0204846958415482"
"1","2019","Employed","Female","389","0.0424754577593778","0.0383085000993129","0.0466424154194427"
"2","2019","Not Employed","Male","412","0.0953825165884485","0.0872640473376584","0.103500985839239"
"2","2019","Not Employed","Female","637","0.118300413285668","0.110117541468062","0.126483285103275"
"2","2019","Employed","Male","569","0.0642276863754606","0.0593230823177512","0.0691322904331699"
"2","2019","Employed","Female","929","0.106952239195038","0.100566555827958","0.113337922562119"
"3","2019","Not Employed","Male","481","0.125304593235367","0.116154633315642","0.134454553155092"
"3","2019","Not Employed","Female","696","0.135638741531635","0.126963295329294","0.144314187733975"
"3","2019","Employed","Male","860","0.101570489416756","0.0955270594306014","0.107613919402911"
