"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2006","Single parent ","higher vocational","2","","",""
"0 Not at all Willing to take risks","2006","Single parent ","higher education","3","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","in school","","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","inadequately","2","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","general elemantary","18","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","middle vocational","60","0.0368070264417365","0.0283496309779855","0.0452644219054875"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","vocational + Abi","9","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","higher vocational","10","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","higher education","18","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","in school","4","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","inadequately","8","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","general elemantary","23","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","middle vocational","81","0.0507933434818672","0.0407441267315997","0.0608425602321346"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","vocational + Abi","5","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","higher vocational","4","","",""
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","higher education","10","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","in school","2","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","inadequately","2","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","general elemantary","9","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","middle vocational","26","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","higher vocational","2","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","higher education","6","","",""
"1","2006","1-pers.-HH","in school","1","","",""
"1","2006","1-pers.-HH","inadequately","1","","",""
"1","2006","1-pers.-HH","general elemantary","61","0.123239834064134","0.0940753607694835","0.152404307358784"
"1","2006","1-pers.-HH","middle vocational","97","0.0545444406474643","0.0437905599117999","0.0652983213831286"
"1","2006","1-pers.-HH","vocational + Abi","5","","",""
"1","2006","1-pers.-HH","higher vocational","6","","",""
"1","2006","1-pers.-HH","higher education","20","","",""
"1","2006","(Married) couple without C. ","in school","","","",""
"1","2006","(Married) couple without C. ","inadequately","7","","",""
"1","2006","(Married) couple without C. ","general elemantary","57","0.0760819683450178","0.0569794853106823","0.0951844513793534"
"1","2006","(Married) couple without C. ","middle vocational","199","0.049578692847346","0.042972757250132","0.0561846284445601"
"1","2006","(Married) couple without C. ","vocational + Abi","9","","",""
"1","2006","(Married) couple without C. ","higher vocational","24","","",""
"1","2006","(Married) couple without C. ","higher education","38","0.0158448586151013","0.0101713610681043","0.0215183561620982"
"1","2006","Single parent ","in school","","","",""
"1","2006","Single parent ","inadequately","1","","",""
"1","2006","Single parent ","general elemantary","11","","",""
"1","2006","Single parent ","middle vocational","25","","",""
"1","2006","Single parent ","vocational + Abi","","","",""
"1","2006","Single parent ","higher vocational","2","","",""
"1","2006","Single parent ","higher education","4","","",""
"1","2006","Couple + C. LE 16 ","in school","","","",""
"1","2006","Couple + C. LE 16 ","inadequately","1","","",""
"1","2006","Couple + C. LE 16 ","general elemantary","7","","",""
"1","2006","Couple + C. LE 16 ","middle vocational","72","0.0344518158757361","0.0262594818123769","0.0426441499390953"
"1","2006","Couple + C. LE 16 ","vocational + Abi","14","","",""
"1","2006","Couple + C. LE 16 ","higher vocational","8","","",""
"1","2006","Couple + C. LE 16 ","higher education","16","","",""
"1","2006","Couple + C. GT 16 ","in school","","","",""
"1","2006","Couple + C. GT 16 ","inadequately","4","","",""
"1","2006","Couple + C. GT 16 ","general elemantary","16","","",""
"1","2006","Couple + C. GT 16 ","middle vocational","57","0.0338965026871243","0.0256144555431276","0.042178549831121"
"1","2006","Couple + C. GT 16 ","vocational + Abi","1","","",""
"1","2006","Couple + C. GT 16 ","higher vocational","7","","",""
"1","2006","Couple + C. GT 16 ","higher education","4","","",""
"1","2006","Couple + C. LE and GT 16","in school","","","",""
"1","2006","Couple + C. LE and GT 16","inadequately","5","","",""
"1","2006","Couple + C. LE and GT 16","general elemantary","8","","",""
"1","2006","Couple + C. LE and GT 16","middle vocational","20","","",""
"1","2006","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"1","2006","Couple + C. LE and GT 16","higher vocational","2","","",""
"1","2006","Couple + C. LE and GT 16","higher education","3","","",""
"2","2006","1-pers.-HH","in school","","","",""
"2","2006","1-pers.-HH","inadequately","5","","",""
"2","2006","1-pers.-HH","general elemantary","63","0.10986694073529","0.0821210187184813","0.137612862752099"
"2","2006","1-pers.-HH","middle vocational","161","0.0919153112255286","0.0782340379704846","0.105596584480572"
"2","2006","1-pers.-HH","vocational + Abi","16","","",""
"2","2006","1-pers.-HH","higher vocational","28","","",""
"2","2006","1-pers.-HH","higher education","41","0.0600344598319996","0.0417443270680004","0.0783245925959988"
"2","2006","(Married) couple without C. ","in school","2","","",""
"2","2006","(Married) couple without C. ","inadequately","21","","",""
"2","2006","(Married) couple without C. ","general elemantary","106","0.148266880610842","0.12266298346495","0.173870777756733"
"2","2006","(Married) couple without C. ","middle vocational","425","0.10611233839035","0.0967398884147369","0.115484788365963"
"2","2006","(Married) couple without C. ","vocational + Abi","23","","",""
"2","2006","(Married) couple without C. ","higher vocational","48","0.0824529424150391","0.0609919073538881","0.10391397747619"
"2","2006","(Married) couple without C. ","higher education","121","0.0640164497426783","0.0528951689742693","0.0751377305110874"
"2","2006","Single parent ","in school","4","","",""
"2","2006","Single parent ","inadequately","3","","",""
"2","2006","Single parent ","general elemantary","22","","",""
"2","2006","Single parent ","middle vocational","38","0.0590257279544973","0.0399606497568971","0.0780908061520975"
"2","2006","Single parent ","vocational + Abi","3","","",""
"2","2006","Single parent ","higher vocational","8","","",""
"2","2006","Single parent ","higher education","12","","",""
"2","2006","Couple + C. LE 16 ","in school","","","",""
"2","2006","Couple + C. LE 16 ","inadequately","2","","",""
"2","2006","Couple + C. LE 16 ","general elemantary","33","0.121211960304985","0.082137273991846","0.160286646618123"
"2","2006","Couple + C. LE 16 ","middle vocational","170","0.0878796931742279","0.0751626850919645","0.100596701256491"
"2","2006","Couple + C. LE 16 ","vocational + Abi","39","0.0868004617309956","0.0578776001921382","0.115723323269853"
"2","2006","Couple + C. LE 16 ","higher vocational","38","0.0982302281453861","0.068990255097137","0.127470201193635"
"2","2006","Couple + C. LE 16 ","higher education","84","0.0946312540944926","0.0757887650755616","0.113473743113424"
"2","2006","Couple + C. GT 16 ","in school","6","","",""
"2","2006","Couple + C. GT 16 ","inadequately","3","","",""
"2","2006","Couple + C. GT 16 ","general elemantary","34","0.0718286481160849","0.047564425113238","0.0960928711189318"
"2","2006","Couple + C. GT 16 ","middle vocational","126","0.0675075907862477","0.0560248018409687","0.0789903797315268"
"2","2006","Couple + C. GT 16 ","vocational + Abi","16","","",""
"2","2006","Couple + C. GT 16 ","higher vocational","22","","",""
"2","2006","Couple + C. GT 16 ","higher education","48","0.0734889053099883","0.0535665085505872","0.0934113020693895"
"2","2006","Couple + C. LE and GT 16","in school","5","","",""
"2","2006","Couple + C. LE and GT 16","inadequately","2","","",""
"2","2006","Couple + C. LE and GT 16","general elemantary","17","","",""
"2","2006","Couple + C. LE and GT 16","middle vocational","42","0.0547457323693672","0.0366934286398742","0.0727980360988602"
"2","2006","Couple + C. LE and GT 16","vocational + Abi","8","","",""
"2","2006","Couple + C. LE and GT 16","higher vocational","5","","",""
"2","2006","Couple + C. LE and GT 16","higher education","17","","",""
"3","2006","1-pers.-HH","in school","1","","",""
"3","2006","1-pers.-HH","inadequately","4","","",""
"3","2006","1-pers.-HH","general elemantary","66","0.130747601294913","0.100836803704573","0.160658398885252"
"3","2006","1-pers.-HH","middle vocational","227","0.133361283372678","0.117262118941674","0.149460447803681"
"3","2006","1-pers.-HH","vocational + Abi","20","","",""
"3","2006","1-pers.-HH","higher vocational","21","","",""
"3","2006","1-pers.-HH","higher education","62","0.104689908956162","0.08111772949287","0.128262088419454"
"3","2006","(Married) couple without C. ","in school","","","",""
"3","2006","(Married) couple without C. ","inadequately","3","","",""
"3","2006","(Married) couple without C. ","general elemantary","90","0.10061644806252","0.0789424418988779","0.122290454226162"
"3","2006","(Married) couple without C. ","middle vocational","554","0.131971817419396","0.12167184103833","0.142271793800462"
"3","2006","(Married) couple without C. ","vocational + Abi","48","0.130714727614758","0.0958938059095215","0.165535649319995"
"3","2006","(Married) couple without C. ","higher vocational","72","0.0899909647698096","0.0676626617455482","0.112319267794071"
"3","2006","(Married) couple without C. ","higher education","208","0.116942740553035","0.102342635836965","0.131542845269106"
"3","2006","Single parent ","in school","4","","",""
"3","2006","Single parent ","inadequately","1","","",""
"3","2006","Single parent ","general elemantary","18","","",""
"3","2006","Single parent ","middle vocational","70","0.117846329079886","0.0917632299079445","0.143929428251828"
"3","2006","Single parent ","vocational + Abi","6","","",""
"3","2006","Single parent ","higher vocational","5","","",""
"3","2006","Single parent ","higher education","14","","",""
"3","2006","Couple + C. LE 16 ","in school","","","",""
"3","2006","Couple + C. LE 16 ","inadequately","3","","",""
"3","2006","Couple + C. LE 16 ","general elemantary","38","0.113015888347328","0.0751098527777376","0.150921923916918"
"3","2006","Couple + C. LE 16 ","middle vocational","226","0.131800160541327","0.116605799586457","0.146994521496197"
"3","2006","Couple + C. LE 16 ","vocational + Abi","42","0.0963441496790504","0.066032358141286","0.126655941216815"
"3","2006","Couple + C. LE 16 ","higher vocational","48","0.0981741988804965","0.0689416579709106","0.127406739790082"
"3","2006","Couple + C. LE 16 ","higher education","127","0.125092788960874","0.103796429943209","0.14638914797854"
"3","2006","Couple + C. GT 16 ","in school","11","","",""
"3","2006","Couple + C. GT 16 ","inadequately","5","","",""
"3","2006","Couple + C. GT 16 ","general elemantary","49","0.0915180387260197","0.0644214282043937","0.118614649247646"
"3","2006","Couple + C. GT 16 ","middle vocational","222","0.110944802854466","0.0965711792080527","0.125318426500879"
"3","2006","Couple + C. GT 16 ","vocational + Abi","23","","",""
"3","2006","Couple + C. GT 16 ","higher vocational","18","","",""
"3","2006","Couple + C. GT 16 ","higher education","89","0.157528288891399","0.129714360963604","0.185342216819194"
"3","2006","Couple + C. LE and GT 16","in school","14","","",""
"3","2006","Couple + C. LE and GT 16","inadequately","4","","",""
"3","2006","Couple + C. LE and GT 16","general elemantary","27","","",""
"3","2006","Couple + C. LE and GT 16","middle vocational","68","0.11315151807355","0.0880130921963313","0.138289943950769"
"3","2006","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"3","2006","Couple + C. LE and GT 16","higher vocational","8","","",""
"3","2006","Couple + C. LE and GT 16","higher education","33","0.130903318737557","0.0896659540305456","0.172140683444568"
"4","2006","1-pers.-HH","in school","","","",""
"4","2006","1-pers.-HH","inadequately","4","","",""
"4","2006","1-pers.-HH","general elemantary","46","0.0973289483231574","0.0710308737314259","0.123627022914889"
"4","2006","1-pers.-HH","middle vocational","159","0.0922435659376389","0.0785403620617026","0.105946769813575"
"4","2006","1-pers.-HH","vocational + Abi","14","","",""
"4","2006","1-pers.-HH","higher vocational","23","","",""
"4","2006","1-pers.-HH","higher education","77","0.129167846954227","0.103344946191445","0.15499074771701"
"4","2006","(Married) couple without C. ","in school","","","",""
"4","2006","(Married) couple without C. ","inadequately","4","","",""
"4","2006","(Married) couple without C. ","general elemantary","65","0.0751629038363986","0.0561667084895668","0.0941590991832305"
"4","2006","(Married) couple without C. ","middle vocational","474","0.112211394118814","0.102606292152105","0.121816496085522"
"4","2006","(Married) couple without C. ","vocational + Abi","40","0.126063753701896","0.0917765684476465","0.160350938956145"
"4","2006","(Married) couple without C. ","higher vocational","66","0.0900514278712194","0.0677163671733053","0.112386488569134"
"4","2006","(Married) couple without C. ","higher education","213","0.130686417283104","0.115372779754429","0.146000054811778"
"4","2006","Single parent ","in school","3","","",""
"4","2006","Single parent ","inadequately","4","","",""
"4","2006","Single parent ","general elemantary","13","","",""
"4","2006","Single parent ","middle vocational","57","0.0884640015439586","0.0654919785274209","0.111436024560496"
"4","2006","Single parent ","vocational + Abi","4","","",""
"4","2006","Single parent ","higher vocational","4","","",""
"4","2006","Single parent ","higher education","10","","",""
"4","2006","Couple + C. LE 16 ","in school","","","",""
"4","2006","Couple + C. LE 16 ","inadequately","","","",""
"4","2006","Couple + C. LE 16 ","general elemantary","24","","",""
"4","2006","Couple + C. LE 16 ","middle vocational","180","0.101192987958591","0.0876466141780662","0.114739361739116"
"4","2006","Couple + C. LE 16 ","vocational + Abi","46","0.160802560221821","0.123064814499712","0.198540305943929"
"4","2006","Couple + C. LE 16 ","higher vocational","49","0.155343392936034","0.119756256771428","0.19093052910064"
"4","2006","Couple + C. LE 16 ","higher education","102","0.0912042620994562","0.0726711252868405","0.109737398912072"
"4","2006","Couple + C. GT 16 ","in school","13","","",""
"4","2006","Couple + C. GT 16 ","inadequately","2","","",""
"4","2006","Couple + C. GT 16 ","general elemantary","42","0.108007623381939","0.0788393152733225","0.137175931490556"
"4","2006","Couple + C. GT 16 ","middle vocational","203","0.107992527444864","0.0937879105733832","0.122197144316344"
"4","2006","Couple + C. GT 16 ","vocational + Abi","16","","",""
"4","2006","Couple + C. GT 16 ","higher vocational","25","","",""
"4","2006","Couple + C. GT 16 ","higher education","75","0.135796240709614","0.109641083606089","0.161951397813139"
"4","2006","Couple + C. LE and GT 16","in school","14","","",""
"4","2006","Couple + C. LE and GT 16","inadequately","2","","",""
"4","2006","Couple + C. LE and GT 16","general elemantary","13","","",""
"4","2006","Couple + C. LE and GT 16","middle vocational","59","0.106022910575991","0.0815916301167757","0.130454191035206"
"4","2006","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"4","2006","Couple + C. LE and GT 16","higher vocational","14","","",""
"4","2006","Couple + C. LE and GT 16","higher education","32","0.136399368540955","0.0944385274549366","0.178360209626974"
"5","2006","1-pers.-HH","in school","2","","",""
"5","2006","1-pers.-HH","inadequately","2","","",""
"5","2006","1-pers.-HH","general elemantary","75","0.158842667503226","0.126411664276797","0.191273670729655"
"5","2006","1-pers.-HH","middle vocational","398","0.223560877142431","0.203831152814926","0.243290601469935"
"5","2006","1-pers.-HH","vocational + Abi","51","0.297630889202662","0.232447206740382","0.362814571664942"
"5","2006","1-pers.-HH","higher vocational","64","0.289388782752703","0.230526439982013","0.348251125523394"
"5","2006","1-pers.-HH","higher education","147","0.212070387623369","0.180596940284658","0.243543834962079"
"5","2006","(Married) couple without C. ","in school","","","",""
"5","2006","(Married) couple without C. ","inadequately","10","","",""
"5","2006","(Married) couple without C. ","general elemantary","186","0.263486931858515","0.231747291615282","0.295226572101747"
"5","2006","(Married) couple without C. ","middle vocational","1020","0.253404093921547","0.240167436387216","0.266640751455877"
"5","2006","(Married) couple without C. ","vocational + Abi","84","0.202133586742053","0.160649534397358","0.243617639086747"
"5","2006","(Married) couple without C. ","higher vocational","145","0.238129363986846","0.204895525486939","0.271363202486752"
"5","2006","(Married) couple without C. ","higher education","423","0.212346418693311","0.193765593357557","0.230927244029065"
"5","2006","Single parent ","in school","12","","",""
"5","2006","Single parent ","inadequately","3","","",""
"5","2006","Single parent ","general elemantary","45","0.197648855150132","0.143916453401653","0.25138125689861"
"5","2006","Single parent ","middle vocational","162","0.272280051212277","0.236270385281804","0.30828971714275"
"5","2006","Single parent ","vocational + Abi","13","","",""
"5","2006","Single parent ","higher vocational","14","","",""
"5","2006","Single parent ","higher education","42","0.331169813263013","0.255601755276798","0.406737871249227"
"5","2006","Couple + C. LE 16 ","in school","","","",""
"5","2006","Couple + C. LE 16 ","inadequately","6","","",""
"5","2006","Couple + C. LE 16 ","general elemantary","57","0.263295817944166","0.210566853508016","0.316024782380315"
"5","2006","Couple + C. LE 16 ","middle vocational","460","0.23589134874641","0.216821458911697","0.254961238581122"
"5","2006","Couple + C. LE 16 ","vocational + Abi","75","0.19596134201147","0.15518379785208","0.23673888617086"
"5","2006","Couple + C. LE 16 ","higher vocational","101","0.236297281748006","0.194562505828298","0.278032057667713"
"5","2006","Couple + C. LE 16 ","higher education","176","0.199680161025966","0.173946150492079","0.225414171559853"
"5","2006","Couple + C. GT 16 ","in school","32","0.159062807560824","0.105781496125123","0.212344118996525"
"5","2006","Couple + C. GT 16 ","inadequately","8","","",""
"5","2006","Couple + C. GT 16 ","general elemantary","115","0.293032180308011","0.250260043857663","0.335804316758358"
"5","2006","Couple + C. GT 16 ","middle vocational","461","0.267640271118052","0.247378081113757","0.287902461122346"
"5","2006","Couple + C. GT 16 ","vocational + Abi","38","0.198525862696572","0.138207887760643","0.258843837632501"
"5","2006","Couple + C. GT 16 ","higher vocational","54","0.278361539414648","0.217598512735232","0.339124566094065"
"5","2006","Couple + C. GT 16 ","higher education","150","0.192677879400581","0.162565523218616","0.222790235582547"
"5","2006","Couple + C. LE and GT 16","in school","22","","",""
"5","2006","Couple + C. LE and GT 16","inadequately","5","","",""
"5","2006","Couple + C. LE and GT 16","general elemantary","39","0.155814217409339","0.107559388259481","0.204069046559197"
"5","2006","Couple + C. LE and GT 16","middle vocational","164","0.277084326607723","0.241567596581984","0.312601056633461"
"5","2006","Couple + C. LE and GT 16","vocational + Abi","8","","",""
"5","2006","Couple + C. LE and GT 16","higher vocational","26","","",""
"5","2006","Couple + C. LE and GT 16","higher education","66","0.215302757109589","0.165050289959136","0.265555224260041"
"6","2006","1-pers.-HH","in school","","","",""
"6","2006","1-pers.-HH","inadequately","2","","",""
"6","2006","1-pers.-HH","general elemantary","27","","",""
"6","2006","1-pers.-HH","middle vocational","164","0.103802619979715","0.0893590216581242","0.118246218301305"
"6","2006","1-pers.-HH","vocational + Abi","28","","",""
"6","2006","1-pers.-HH","higher vocational","28","","",""
"6","2006","1-pers.-HH","higher education","89","0.135618383008722","0.109256730555188","0.161980035462256"
"6","2006","(Married) couple without C. ","in school","","","",""
"6","2006","(Married) couple without C. ","inadequately","6","","",""
"6","2006","(Married) couple without C. ","general elemantary","58","0.0872446337532305","0.0669126951052881","0.107576572401173"
"6","2006","(Married) couple without C. ","middle vocational","439","0.101852018922989","0.0926477883998668","0.111056249446112"
"6","2006","(Married) couple without C. ","vocational + Abi","53","0.157045028813286","0.119460325573193","0.194629732053379"
"6","2006","(Married) couple without C. ","higher vocational","92","0.148838888290214","0.121067505366678","0.17661027121375"
"6","2006","(Married) couple without C. ","higher education","279","0.142793865914174","0.126898434652813","0.158689297175535"
"6","2006","Single parent ","in school","6","","",""
"6","2006","Single parent ","inadequately","2","","",""
"6","2006","Single parent ","general elemantary","20","","",""
"6","2006","Single parent ","middle vocational","73","0.122546622385568","0.0960194024375019","0.149073842333634"
"6","2006","Single parent ","vocational + Abi","7","","",""
"6","2006","Single parent ","higher vocational","8","","",""
"6","2006","Single parent ","higher education","21","","",""
"6","2006","Couple + C. LE 16 ","in school","","","",""
"6","2006","Couple + C. LE 16 ","inadequately","3","","",""
"6","2006","Couple + C. LE 16 ","general elemantary","19","","",""
"6","2006","Couple + C. LE 16 ","middle vocational","233","0.115278104374356","0.100933406026853","0.12962280272186"
"6","2006","Couple + C. LE 16 ","vocational + Abi","52","0.1207446918568","0.0872721323441023","0.154217251369498"
"6","2006","Couple + C. LE 16 ","higher vocational","46","0.149774714607048","0.114716256338343","0.184833172875752"
"6","2006","Couple + C. LE 16 ","higher education","123","0.150428662861439","0.127415651737589","0.17344167398529"
"6","2006","Couple + C. GT 16 ","in school","31","0.187337129329609","0.130494266436317","0.244179992222902"
"6","2006","Couple + C. GT 16 ","inadequately","1","","",""
"6","2006","Couple + C. GT 16 ","general elemantary","44","0.105497234209693","0.0766293573940998","0.134365111025287"
"6","2006","Couple + C. GT 16 ","middle vocational","235","0.124009828491109","0.108925496038401","0.139094160943817"
"6","2006","Couple + C. GT 16 ","vocational + Abi","21","","",""
"6","2006","Couple + C. GT 16 ","higher vocational","30","0.101907103635133","0.0608925671543329","0.142921640115933"
"6","2006","Couple + C. GT 16 ","higher education","92","0.119875008383869","0.0950755677255772","0.144674449042161"
"6","2006","Couple + C. LE and GT 16","in school","21","","",""
"6","2006","Couple + C. LE and GT 16","inadequately","3","","",""
"6","2006","Couple + C. LE and GT 16","general elemantary","32","0.143326124855347","0.0967043647837524","0.189947884926942"
"6","2006","Couple + C. LE and GT 16","middle vocational","78","0.0883099398164728","0.0657928853752945","0.110826994257651"
"6","2006","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"6","2006","Couple + C. LE and GT 16","higher vocational","17","","",""
"6","2006","Couple + C. LE and GT 16","higher education","29","","",""
"7","2006","1-pers.-HH","in school","1","","",""
"7","2006","1-pers.-HH","inadequately","","","",""
"7","2006","1-pers.-HH","general elemantary","28","","",""
"7","2006","1-pers.-HH","middle vocational","188","0.10556981039045","0.0910181515236489","0.120121469257252"
"7","2006","1-pers.-HH","vocational + Abi","30","0.161504194552154","0.109040419254944","0.213967969849364"
"7","2006","1-pers.-HH","higher vocational","26","","",""
"7","2006","1-pers.-HH","higher education","104","0.146059412773491","0.118867535522649","0.173251290024332"
"7","2006","(Married) couple without C. ","in school","1","","",""
"7","2006","(Married) couple without C. ","inadequately","5","","",""
"7","2006","(Married) couple without C. ","general elemantary","50","0.0713415309807187","0.0527963337912389","0.0898867281701985"
"7","2006","(Married) couple without C. ","middle vocational","401","0.0909034170456267","0.082155113691021","0.0996517204002324"
"7","2006","(Married) couple without C. ","vocational + Abi","51","0.141934959269391","0.105885261046539","0.177984657492244"
"7","2006","(Married) couple without C. ","higher vocational","85","0.124236397145119","0.0984997907039776","0.149973003586261"
"7","2006","(Married) couple without C. ","higher education","283","0.152948898964143","0.136595693715744","0.169302104212543"
"7","2006","Single parent ","in school","11","","",""
"7","2006","Single parent ","inadequately","1","","",""
"7","2006","Single parent ","general elemantary","30","0.152903350497203","0.104342996236996","0.20146370475741"
"7","2006","Single parent ","middle vocational","71","0.130915305260059","0.103628335938149","0.15820227458197"
"7","2006","Single parent ","vocational + Abi","7","","",""
"7","2006","Single parent ","higher vocational","9","","",""
"7","2006","Single parent ","higher education","24","","",""
"7","2006","Couple + C. LE 16 ","in school","","","",""
"7","2006","Couple + C. LE 16 ","inadequately","5","","",""
"7","2006","Couple + C. LE 16 ","general elemantary","33","0.114008319681551","0.0759575200077431","0.15205911935536"
"7","2006","Couple + C. LE 16 ","middle vocational","243","0.120409351360683","0.105791449926434","0.135027252794932"
"7","2006","Couple + C. LE 16 ","vocational + Abi","47","0.138826500928705","0.103306013529802","0.174346988327607"
"7","2006","Couple + C. LE 16 ","higher vocational","51","0.112997926002103","0.0818947950521949","0.144101056952011"
"7","2006","Couple + C. LE 16 ","higher education","157","0.171206122583091","0.146957273153351","0.195454972012832"
"7","2006","Couple + C. GT 16 ","in school","37","0.203605021633891","0.14494161184449","0.262268431423292"
"7","2006","Couple + C. GT 16 ","inadequately","6","","",""
"7","2006","Couple + C. GT 16 ","general elemantary","54","0.0993725844048093","0.0712594456294951","0.127485723180124"
"7","2006","Couple + C. GT 16 ","middle vocational","249","0.123672981998325","0.108606254190821","0.13873970980583"
"7","2006","Couple + C. GT 16 ","vocational + Abi","22","","",""
"7","2006","Couple + C. GT 16 ","higher vocational","29","","",""
"7","2006","Couple + C. GT 16 ","higher education","103","0.190577875440619","0.160591141949897","0.220564608931341"
"7","2006","Couple + C. LE and GT 16","in school","24","","",""
"7","2006","Couple + C. LE and GT 16","inadequately","","","",""
"7","2006","Couple + C. LE and GT 16","general elemantary","30","0.136321956920969","0.090668142466414","0.181975771375525"
"7","2006","Couple + C. LE and GT 16","middle vocational","72","0.127326810771822","0.100874176904629","0.153779444639015"
"7","2006","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"7","2006","Couple + C. LE and GT 16","higher vocational","12","","",""
"7","2006","Couple + C. LE and GT 16","higher education","37","0.162276122438275","0.11719867793542","0.20735356694113"
"8","2006","1-pers.-HH","in school","","","",""
"8","2006","1-pers.-HH","inadequately","2","","",""
"8","2006","1-pers.-HH","general elemantary","24","","",""
"8","2006","1-pers.-HH","middle vocational","155","0.0869924196673421","0.0736465368699716","0.100338302464713"
"8","2006","1-pers.-HH","vocational + Abi","10","","",""
"8","2006","1-pers.-HH","higher vocational","10","","",""
"8","2006","1-pers.-HH","higher education","68","0.109764511405479","0.0856962891141941","0.133832733696763"
"8","2006","(Married) couple without C. ","in school","1","","",""
"8","2006","(Married) couple without C. ","inadequately","2","","",""
"8","2006","(Married) couple without C. ","general elemantary","26","","",""
"8","2006","(Married) couple without C. ","middle vocational","265","0.0594310858981167","0.0522360848667068","0.0666260869295266"
"8","2006","(Married) couple without C. ","vocational + Abi","30","0.0906696308488849","0.0610084380235808","0.120330823674189"
"8","2006","(Married) couple without C. ","higher vocational","56","0.102760301056019","0.0790683767813441","0.126452225330693"
"8","2006","(Married) couple without C. ","higher education","198","0.116186256385983","0.101627219071679","0.130745293700287"
"8","2006","Single parent ","in school","14","","",""
"8","2006","Single parent ","inadequately","1","","",""
"8","2006","Single parent ","general elemantary","21","","",""
"8","2006","Single parent ","middle vocational","49","0.084768210572238","0.0622356215110712","0.107300799633405"
"8","2006","Single parent ","vocational + Abi","4","","",""
"8","2006","Single parent ","higher vocational","1","","",""
"8","2006","Single parent ","higher education","11","","",""
"8","2006","Couple + C. LE 16 ","in school","","","",""
"8","2006","Couple + C. LE 16 ","inadequately","2","","",""
"8","2006","Couple + C. LE 16 ","general elemantary","25","","",""
"8","2006","Couple + C. LE 16 ","middle vocational","187","0.0929946019981069","0.0799494715919731","0.106039732404241"
"8","2006","Couple + C. LE 16 ","vocational + Abi","30","0.0888244270098358","0.0595987459323942","0.118050108087277"
"8","2006","Couple + C. LE 16 ","higher vocational","35","0.0851884744649117","0.0577624544065478","0.112614494523276"
"8","2006","Couple + C. LE 16 ","higher education","100","0.0961536469128147","0.0771761727262962","0.115131121099333"
"8","2006","Couple + C. GT 16 ","in school","32","0.201883257591406","0.143405304015189","0.260361211167623"
"8","2006","Couple + C. GT 16 ","inadequately","3","","",""
"8","2006","Couple + C. GT 16 ","general elemantary","39","0.0771301368236356","0.0520583235028405","0.102201950144431"
"8","2006","Couple + C. GT 16 ","middle vocational","151","0.0815548311492747","0.0690291922060528","0.0940804700924965"
"8","2006","Couple + C. GT 16 ","vocational + Abi","19","","",""
"8","2006","Couple + C. GT 16 ","higher vocational","12","","",""
"8","2006","Couple + C. GT 16 ","higher education","60","0.0846698176619884","0.0634149410799654","0.105924694244011"
"8","2006","Couple + C. LE and GT 16","in school","23","","",""
"8","2006","Couple + C. LE and GT 16","inadequately","3","","",""
"8","2006","Couple + C. LE and GT 16","general elemantary","28","","",""
"8","2006","Couple + C. LE and GT 16","middle vocational","59","0.0994848926984479","0.0757325066648187","0.123237278732077"
"8","2006","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"8","2006","Couple + C. LE and GT 16","higher vocational","10","","",""
"8","2006","Couple + C. LE and GT 16","higher education","29","","",""
"9","2006","1-pers.-HH","in school","","","",""
"9","2006","1-pers.-HH","inadequately","","","",""
"9","2006","1-pers.-HH","general elemantary","3","","",""
"9","2006","1-pers.-HH","middle vocational","25","","",""
"9","2006","1-pers.-HH","vocational + Abi","3","","",""
"9","2006","1-pers.-HH","higher vocational","4","","",""
"9","2006","1-pers.-HH","higher education","18","","",""
"9","2006","(Married) couple without C. ","in school","1","","",""
