"plh0204_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"9","2006","Full Time","higher education","65","0.0259144929842249","0.0196000331550541","0.0322289528133957","9"
"9","2006","Part Time","general elemantary","11","","","","9"
"9","2006","Part Time","middle vocational","58","0.0208166354084986","0.0153591814662976","0.0262740893506997","9"
"9","2006","Part Time","vocational + Abi","5","","","","9"
"9","2006","Part Time","higher vocational","5","","","","9"
"9","2006","Part Time","higher education","16","","","","9"
"9","2006","Not Working","in school","15","","","","9"
"9","2006","Not Working","middle vocational","54","0.0120118884242692","0.00882046406022418","0.0152033127883142","9"
"9","2006","Not Working","vocational + Abi","5","","","","9"
"9","2006","Not Working","higher vocational","5","","","","9"
"9","2006","Not Working","higher education","25","","","","9"
"9","2006","Not Working","inadequately","1","","","","9"
"9","2006","Not Working","general elemantary","18","","","","9"
"9","2006","Part Time","in school","4","","","","9"
"9","2006","Part Time","inadequately","2","","","","9"
"0 Not at all Willing to take risks","2007","Full Time","inadequately","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","higher education","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","general elemantary","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","middle vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","vocational + Abi","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","higher vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","general elemantary","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","middle vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","general elemantary","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","higher education","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","in school","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","inadequately","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","in school","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","inadequately","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","vocational + Abi","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","middle vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","vocational + Abi","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","higher vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","higher vocational","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","higher education","","","","","0"
"1","2007","Full Time","in school","","","","","1"
"1","2007","Full Time","inadequately","","","","","1"
"1","2007","Full Time","general elemantary","","","","","1"
"1","2007","Full Time","middle vocational","","","","","1"
"1","2007","Full Time","vocational + Abi","","","","","1"
"1","2007","Full Time","higher vocational","","","","","1"
"1","2007","Full Time","higher education","","","","","1"
"1","2007","Not Working","inadequately","","","","","1"
"1","2007","Not Working","general elemantary","","","","","1"
"1","2007","Not Working","middle vocational","","","","","1"
"1","2007","Not Working","vocational + Abi","","","","","1"
"1","2007","Not Working","higher vocational","","","","","1"
"1","2007","Part Time","in school","","","","","1"
"1","2007","Part Time","inadequately","","","","","1"
"1","2007","Part Time","general elemantary","","","","","1"
"1","2007","Not Working","in school","","","","","1"
"1","2007","Not Working","higher education","","","","","1"
"1","2007","Part Time","higher education","","","","","1"
"1","2007","Part Time","middle vocational","","","","","1"
"1","2007","Part Time","vocational + Abi","","","","","1"
"1","2007","Part Time","higher vocational","","","","","1"
"10 Very willing to take risks","2007","Full Time","vocational + Abi","","","","","10"
"10 Very willing to take risks","2007","Full Time","higher vocational","","","","","10"
"10 Very willing to take risks","2007","Full Time","middle vocational","","","","","10"
"10 Very willing to take risks","2007","Full Time","in school","","","","","10"
"10 Very willing to take risks","2007","Full Time","inadequately","","","","","10"
"10 Very willing to take risks","2007","Part Time","inadequately","","","","","10"
"10 Very willing to take risks","2007","Full Time","general elemantary","","","","","10"
"10 Very willing to take risks","2007","Part Time","vocational + Abi","","","","","10"
"10 Very willing to take risks","2007","Full Time","higher education","","","","","10"
"10 Very willing to take risks","2007","Part Time","in school","","","","","10"
"10 Very willing to take risks","2007","Part Time","general elemantary","","","","","10"
"10 Very willing to take risks","2007","Part Time","middle vocational","","","","","10"
"10 Very willing to take risks","2007","Part Time","higher vocational","","","","","10"
"10 Very willing to take risks","2007","Part Time","higher education","","","","","10"
"10 Very willing to take risks","2007","Not Working","in school","","","","","10"
"10 Very willing to take risks","2007","Not Working","vocational + Abi","","","","","10"
"10 Very willing to take risks","2007","Not Working","higher vocational","","","","","10"
"10 Very willing to take risks","2007","Not Working","inadequately","","","","","10"
"10 Very willing to take risks","2007","Not Working","general elemantary","","","","","10"
"10 Very willing to take risks","2007","Not Working","middle vocational","","","","","10"
"10 Very willing to take risks","2007","Not Working","higher education","","","","","10"
"2","2007","Full Time","higher education","","","","","2"
"2","2007","Part Time","in school","","","","","2"
"2","2007","Part Time","inadequately","","","","","2"
"2","2007","Full Time","middle vocational","","","","","2"
"2","2007","Full Time","vocational + Abi","","","","","2"
"2","2007","Full Time","higher vocational","","","","","2"
"2","2007","Not Working","vocational + Abi","","","","","2"
"2","2007","Not Working","higher vocational","","","","","2"
"2","2007","Part Time","general elemantary","","","","","2"
"2","2007","Part Time","middle vocational","","","","","2"
"2","2007","Part Time","vocational + Abi","","","","","2"
"2","2007","Part Time","higher vocational","","","","","2"
"2","2007","Part Time","higher education","","","","","2"
"2","2007","Not Working","inadequately","","","","","2"
"2","2007","Not Working","general elemantary","","","","","2"
"2","2007","Not Working","middle vocational","","","","","2"
"2","2007","Full Time","in school","","","","","2"
"2","2007","Full Time","inadequately","","","","","2"
"2","2007","Full Time","general elemantary","","","","","2"
"2","2007","Not Working","in school","","","","","2"
"2","2007","Not Working","higher education","","","","","2"
"3","2007","Not Working","higher education","","","","","3"
"3","2007","Part Time","vocational + Abi","","","","","3"
"3","2007","Part Time","higher vocational","","","","","3"
"3","2007","Part Time","higher education","","","","","3"
"3","2007","Not Working","in school","","","","","3"
"3","2007","Not Working","inadequately","","","","","3"
"3","2007","Not Working","general elemantary","","","","","3"
"3","2007","Not Working","vocational + Abi","","","","","3"
"3","2007","Not Working","higher vocational","","","","","3"
"3","2007","Not Working","middle vocational","","","","","3"
"3","2007","Part Time","general elemantary","","","","","3"
"3","2007","Full Time","inadequately","","","","","3"
"3","2007","Full Time","general elemantary","","","","","3"
"3","2007","Full Time","middle vocational","","","","","3"
"3","2007","Full Time","vocational + Abi","","","","","3"
"3","2007","Full Time","higher vocational","","","","","3"
"3","2007","Part Time","in school","","","","","3"
"3","2007","Full Time","in school","","","","","3"
"3","2007","Full Time","higher education","","","","","3"
"3","2007","Part Time","middle vocational","","","","","3"
"3","2007","Part Time","inadequately","","","","","3"
"4","2007","Part Time","vocational + Abi","","","","","4"
"4","2007","Part Time","higher vocational","","","","","4"
"4","2007","Full Time","in school","","","","","4"
"4","2007","Full Time","inadequately","","","","","4"
"4","2007","Full Time","general elemantary","","","","","4"
"4","2007","Full Time","middle vocational","","","","","4"
"4","2007","Full Time","vocational + Abi","","","","","4"
"4","2007","Full Time","higher vocational","","","","","4"
"4","2007","Full Time","higher education","","","","","4"
"4","2007","Part Time","in school","","","","","4"
"4","2007","Part Time","inadequately","","","","","4"
"4","2007","Part Time","general elemantary","","","","","4"
"4","2007","Part Time","middle vocational","","","","","4"
"4","2007","Part Time","higher education","","","","","4"
"4","2007","Not Working","in school","","","","","4"
"4","2007","Not Working","inadequately","","","","","4"
"4","2007","Not Working","general elemantary","","","","","4"
"4","2007","Not Working","middle vocational","","","","","4"
"4","2007","Not Working","vocational + Abi","","","","","4"
"4","2007","Not Working","higher vocational","","","","","4"
"4","2007","Not Working","higher education","","","","","4"
"5","2007","Full Time","general elemantary","","","","","5"
"5","2007","Not Working","in school","","","","","5"
"5","2007","Full Time","middle vocational","","","","","5"
"5","2007","Full Time","inadequately","","","","","5"
"5","2007","Full Time","higher education","","","","","5"
"5","2007","Part Time","in school","","","","","5"
"5","2007","Full Time","in school","","","","","5"
"5","2007","Part Time","higher vocational","","","","","5"
"5","2007","Part Time","higher education","","","","","5"
"5","2007","Not Working","inadequately","","","","","5"
"5","2007","Not Working","middle vocational","","","","","5"
"5","2007","Not Working","vocational + Abi","","","","","5"
"5","2007","Full Time","vocational + Abi","","","","","5"
"5","2007","Full Time","higher vocational","","","","","5"
"5","2007","Not Working","general elemantary","","","","","5"
"5","2007","Part Time","inadequately","","","","","5"
"5","2007","Part Time","general elemantary","","","","","5"
"5","2007","Part Time","middle vocational","","","","","5"
"5","2007","Part Time","vocational + Abi","","","","","5"
"5","2007","Not Working","higher vocational","","","","","5"
"5","2007","Not Working","higher education","","","","","5"
"6","2007","Full Time","in school","","","","","6"
"6","2007","Full Time","inadequately","","","","","6"
"6","2007","Full Time","general elemantary","","","","","6"
"6","2007","Full Time","middle vocational","","","","","6"
"6","2007","Full Time","vocational + Abi","","","","","6"
"6","2007","Full Time","higher vocational","","","","","6"
"6","2007","Not Working","in school","","","","","6"
"6","2007","Not Working","vocational + Abi","","","","","6"
"6","2007","Not Working","higher vocational","","","","","6"
"6","2007","Not Working","higher education","","","","","6"
"6","2007","Part Time","vocational + Abi","","","","","6"
"6","2007","Part Time","higher vocational","","","","","6"
"6","2007","Part Time","higher education","","","","","6"
"6","2007","Not Working","inadequately","","","","","6"
"6","2007","Not Working","general elemantary","","","","","6"
"6","2007","Not Working","middle vocational","","","","","6"
"6","2007","Full Time","higher education","","","","","6"
"6","2007","Part Time","in school","","","","","6"
"6","2007","Part Time","general elemantary","","","","","6"
"6","2007","Part Time","middle vocational","","","","","6"
"6","2007","Part Time","inadequately","","","","","6"
"7","2007","Full Time","middle vocational","","","","","7"
"7","2007","Part Time","vocational + Abi","","","","","7"
"7","2007","Part Time","higher education","","","","","7"
"7","2007","Not Working","inadequately","","","","","7"
"7","2007","Full Time","vocational + Abi","","","","","7"
"7","2007","Full Time","higher vocational","","","","","7"
"7","2007","Not Working","in school","","","","","7"
"7","2007","Not Working","general elemantary","","","","","7"
"7","2007","Not Working","middle vocational","","","","","7"
"7","2007","Not Working","vocational + Abi","","","","","7"
"7","2007","Not Working","higher vocational","","","","","7"
"7","2007","Not Working","higher education","","","","","7"
"7","2007","Full Time","general elemantary","","","","","7"
"7","2007","Full Time","higher education","","","","","7"
"7","2007","Part Time","in school","","","","","7"
"7","2007","Part Time","inadequately","","","","","7"
"7","2007","Part Time","general elemantary","","","","","7"
"7","2007","Part Time","middle vocational","","","","","7"
"7","2007","Part Time","higher vocational","","","","","7"
"7","2007","Full Time","in school","","","","","7"
"7","2007","Full Time","inadequately","","","","","7"
"8","2007","Full Time","general elemantary","","","","","8"
"8","2007","Not Working","vocational + Abi","","","","","8"
"8","2007","Full Time","higher education","","","","","8"
"8","2007","Part Time","in school","","","","","8"
"8","2007","Part Time","inadequately","","","","","8"
"8","2007","Part Time","higher vocational","","","","","8"
"8","2007","Part Time","higher education","","","","","8"
"8","2007","Not Working","in school","","","","","8"
"8","2007","Not Working","inadequately","","","","","8"
"8","2007","Not Working","general elemantary","","","","","8"
"8","2007","Not Working","middle vocational","","","","","8"
"8","2007","Not Working","higher vocational","","","","","8"
"8","2007","Not Working","higher education","","","","","8"
"8","2007","Full Time","in school","","","","","8"
"8","2007","Full Time","inadequately","","","","","8"
"8","2007","Full Time","middle vocational","","","","","8"
"8","2007","Full Time","vocational + Abi","","","","","8"
"8","2007","Full Time","higher vocational","","","","","8"
"8","2007","Part Time","general elemantary","","","","","8"
"8","2007","Part Time","middle vocational","","","","","8"
"8","2007","Part Time","vocational + Abi","","","","","8"
"9","2007","Full Time","vocational + Abi","","","","","9"
"9","2007","Full Time","higher vocational","","","","","9"
"9","2007","Full Time","in school","","","","","9"
"9","2007","Full Time","inadequately","","","","","9"
"9","2007","Full Time","general elemantary","","","","","9"
"9","2007","Full Time","higher education","","","","","9"
"9","2007","Part Time","in school","","","","","9"
"9","2007","Part Time","inadequately","","","","","9"
"9","2007","Part Time","general elemantary","","","","","9"
"9","2007","Part Time","middle vocational","","","","","9"
"9","2007","Part Time","vocational + Abi","","","","","9"
"9","2007","Part Time","higher vocational","","","","","9"
"9","2007","Not Working","higher vocational","","","","","9"
"9","2007","Not Working","higher education","","","","","9"
"9","2007","Full Time","middle vocational","","","","","9"
"9","2007","Part Time","higher education","","","","","9"
"9","2007","Not Working","in school","","","","","9"
"9","2007","Not Working","inadequately","","","","","9"
"9","2007","Not Working","general elemantary","","","","","9"
"9","2007","Not Working","middle vocational","","","","","9"
"9","2007","Not Working","vocational + Abi","","","","","9"
"0 Not at all Willing to take risks","2008","Part Time","vocational + Abi","8","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","higher vocational","10","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","higher education","17","","","","0"
"0 Not at all Willing to take risks","2008","Not Working","in school","2","","","","0"
"0 Not at all Willing to take risks","2008","Not Working","inadequately","19","","","","0"
"0 Not at all Willing to take risks","2008","Not Working","general elemantary","135","0.123913720341752","0.105287317354976","0.142540123328528","0"
"0 Not at all Willing to take risks","2008","Not Working","middle vocational","301","0.0859299497535698","0.0770863516479246","0.0947735478592149","0"
"0 Not at all Willing to take risks","2008","Not Working","vocational + Abi","18","","","","0"
"0 Not at all Willing to take risks","2008","Not Working","higher vocational","25","","","","0"
"0 Not at all Willing to take risks","2008","Not Working","higher education","34","0.0341614210148368","0.0236903908141541","0.0446324512155195","0"
"0 Not at all Willing to take risks","2008","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2008","Full Time","inadequately","4","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","in school","3","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","inadequately","4","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","general elemantary","19","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","middle vocational","95","0.039440346500945","0.0314857765668793","0.0473949164350106","0"
"0 Not at all Willing to take risks","2008","Full Time","higher education","25","","","","0"
"0 Not at all Willing to take risks","2008","Full Time","general elemantary","23","","","","0"
"0 Not at all Willing to take risks","2008","Full Time","higher vocational","11","","","","0"
"0 Not at all Willing to take risks","2008","Full Time","vocational + Abi","9","","","","0"
"0 Not at all Willing to take risks","2008","Full Time","middle vocational","98","0.0284474150947642","0.0230250481057811","0.0338697820837473","0"
"1","2008","Full Time","middle vocational","118","0.0337910439842054","0.0278975793600568","0.039684508608354","1"
"1","2008","Full Time","vocational + Abi","22","","","","1"
"1","2008","Part Time","higher education","27","","","","1"
"1","2008","Full Time","in school","","","","","1"
"1","2008","Full Time","inadequately","2","","","","1"
"1","2008","Full Time","general elemantary","16","","","","1"
"1","2008","Part Time","vocational + Abi","24","","","","1"
"1","2008","Part Time","higher vocational","12","","","","1"
"1","2008","Not Working","inadequately","22","","","","1"
"1","2008","Not Working","general elemantary","134","0.120495067507125","0.102091601151045","0.138898533863205","1"
"1","2008","Part Time","middle vocational","109","0.0463948201288598","0.0377986852468699","0.0549909550108497","1"
"1","2008","Not Working","higher vocational","36","0.0925327471737342","0.0659650935856574","0.119100400761811","1"
"1","2008","Not Working","middle vocational","328","0.0850711723516543","0.0762677437960853","0.0938746009072233","1"
"1","2008","Not Working","in school","5","","","","1"
"1","2008","Not Working","vocational + Abi","12","","","","1"
"1","2008","Part Time","inadequately","1","","","","1"
"1","2008","Part Time","general elemantary","26","","","","1"
"1","2008","Part Time","in school","","","","","1"
"1","2008","Not Working","higher education","57","0.0470222522635677","0.0348193743179036","0.0592251302092319","1"
"1","2008","Full Time","higher education","67","0.033062328482166","0.0254974981715778","0.0406271587927541","1"
"1","2008","Full Time","higher vocational","16","","","","1"
"10 Very willing to take risks","2008","Part Time","general elemantary","7","","","","10"
"10 Very willing to take risks","2008","Not Working","inadequately","3","","","","10"
"10 Very willing to take risks","2008","Full Time","middle vocational","59","0.0176860107695213","0.0133869413909782","0.0219850801480645","10"
"10 Very willing to take risks","2008","Part Time","in school","","","","","10"
"10 Very willing to take risks","2008","Part Time","inadequately","","","","","10"
"10 Very willing to take risks","2008","Full Time","vocational + Abi","6","","","","10"
"10 Very willing to take risks","2008","Full Time","higher vocational","7","","","","10"
"10 Very willing to take risks","2008","Not Working","general elemantary","18","","","","10"
"10 Very willing to take risks","2008","Not Working","middle vocational","35","0.00943981567113879","0.00638848573310414","0.0124911456091734","10"
"10 Very willing to take risks","2008","Not Working","vocational + Abi","2","","","","10"
"10 Very willing to take risks","2008","Not Working","higher vocational","6","","","","10"
"10 Very willing to take risks","2008","Not Working","higher education","3","","","","10"
"10 Very willing to take risks","2008","Full Time","in school","","","","","10"
"10 Very willing to take risks","2008","Full Time","inadequately","","","","","10"
"10 Very willing to take risks","2008","Full Time","general elemantary","14","","","","10"
"10 Very willing to take risks","2008","Full Time","higher education","11","","","","10"
"10 Very willing to take risks","2008","Part Time","middle vocational","28","","","","10"
"10 Very willing to take risks","2008","Part Time","vocational + Abi","2","","","","10"
"10 Very willing to take risks","2008","Part Time","higher vocational","","","","","10"
"10 Very willing to take risks","2008","Part Time","higher education","10","","","","10"
"10 Very willing to take risks","2008","Not Working","in school","5","","","","10"
"2","2008","Full Time","higher education","211","0.0989819678119625","0.0863468872511151","0.11161704837281","2"
"2","2008","Part Time","in school","","","","","2"
"2","2008","Part Time","inadequately","4","","","","2"
"2","2008","Part Time","general elemantary","39","0.0755514990240904","0.0499391541450238","0.101163843903157","2"
"2","2008","Not Working","general elemantary","210","0.179203920018011","0.157522523765912","0.200885316270109","2"
"2","2008","Not Working","middle vocational","570","0.147090041278654","0.135913428443594","0.158266654113715","2"
"2","2008","Not Working","vocational + Abi","36","0.165740313541417","0.1201898484846","0.211290778598234","2"
"2","2008","Not Working","higher vocational","60","0.121749282614879","0.091769225696593","0.151729339533165","2"
"2","2008","Full Time","middle vocational","390","0.10258397287769","0.0926877147476743","0.112480231007706","2"
"2","2008","Full Time","vocational + Abi","55","0.0971306447816289","0.0715046932351643","0.122756596328093","2"
"2","2008","Full Time","higher vocational","72","0.125045556791577","0.0999621389579379","0.150128974625216","2"
"2","2008","Part Time","middle vocational","297","0.126890998576667","0.113288026286277","0.140493970867057","2"
"2","2008","Part Time","vocational + Abi","52","0.134402004443844","0.097545755221634","0.171258253666055","2"
"2","2008","Part Time","higher vocational","46","0.171218906023562","0.128085867079019","0.214351944968104","2"
"2","2008","Part Time","higher education","110","0.120150111042753","0.0988370557490809","0.141463166336425","2"
"2","2008","Not Working","in school","14","","","","2"
"2","2008","Full Time","in school","","","","","2"
"2","2008","Full Time","general elemantary","35","0.0937043331271127","0.0659003731654234","0.121508293088802","2"
"2","2008","Not Working","inadequately","17","","","","2"
"2","2008","Full Time","inadequately","4","","","","2"
"2","2008","Not Working","higher education","121","0.104361173064215","0.0867371478180163","0.121985198310414","2"
"3","2008","Not Working","in school","43","0.16475221322739","0.121909679959378","0.207594746495401","3"
"3","2008","Not Working","inadequately","15","","","","3"
"3","2008","Not Working","middle vocational","582","0.142521777817037","0.131490669619482","0.153552886014592","3"
"3","2008","Not Working","vocational + Abi","43","0.132802235564227","0.0912312925711486","0.174373178557306","3"
"3","2008","Part Time","vocational + Abi","56","0.164861245166575","0.124766380795252","0.204956109537898","3"
"3","2008","Part Time","higher vocational","50","0.17766735439058","0.133900849675839","0.22143385910532","3"
"3","2008","Part Time","higher education","168","0.197115101817592","0.17103760353094","0.223192600104244","3"
"3","2008","Not Working","general elemantary","188","0.12643723798495","0.107649243949448","0.145225232020453","3"
"3","2008","Not Working","higher vocational","65","0.169322161654854","0.134937622725476","0.203706700584233","3"
"3","2008","Not Working","higher education","159","0.143705686446416","0.123483985625114","0.163927387267717","3"
"3","2008","Full Time","in school","","","","","3"
"3","2008","Full Time","general elemantary","43","0.114340525009729","0.0839788768563957","0.144702173163062","3"
"3","2008","Part Time","general elemantary","46","0.0978568874835115","0.0690617036834683","0.126652071283555","3"
"3","2008","Part Time","in school","6","","","","3"
"3","2008","Part Time","inadequately","3","","","","3"
"3","2008","Part Time","middle vocational","366","0.148149860601492","0.133631539548633","0.162668181654351","3"
"3","2008","Full Time","higher education","334","0.158915725750533","0.143447645145624","0.174383806355443","3"
"3","2008","Full Time","inadequately","6","","","","3"
"3","2008","Full Time","middle vocational","543","0.153925815625844","0.142155332188831","0.165696299062857","3"
"3","2008","Full Time","higher vocational","87","0.118709769198496","0.0941817448819504","0.143237793515041","3"
"3","2008","Full Time","vocational + Abi","82","0.170974192003618","0.138395119682349","0.203553264324888","3"
"4","2008","Part Time","vocational + Abi","48","0.161952405423604","0.122143688009889","0.201761122837318","4"
"4","2008","Part Time","higher vocational","47","0.146943628570709","0.106404115653334","0.187483141488085","4"
"4","2008","Not Working","general elemantary","106","0.0819500867614788","0.0664439463249177","0.0974562271980398","4"
"4","2008","Not Working","middle vocational","444","0.107863434400132","0.0980748526671279","0.117652016133137","4"
"4","2008","Full Time","in school","1","","","","4"
"4","2008","Full Time","vocational + Abi","72","0.145242813812065","0.114752765268293","0.175732862355838","4"
"4","2008","Part Time","inadequately","2","","","","4"
"4","2008","Part Time","general elemantary","33","0.0725404001483939","0.0474027943828535","0.0976780059139342","4"
"4","2008","Part Time","middle vocational","283","0.128891267160315","0.115197211035966","0.142585323284664","4"
"4","2008","Part Time","higher education","109","0.122088636726437","0.10062801552417","0.143549257928703","4"
"4","2008","Not Working","in school","34","0.154436929388239","0.112701928238477","0.196171930538","4"
"4","2008","Not Working","inadequately","8","","","","4"
"4","2008","Not Working","vocational + Abi","28","","","","4"
"4","2008","Not Working","higher vocational","51","0.103898088622882","0.0759229355307868","0.131873241714978","4"
"4","2008","Not Working","higher education","135","0.10707607410274","0.089251357905755","0.124900790299724","4"
"4","2008","Full Time","higher vocational","72","0.123084705702014","0.0981708624383881","0.14799854896564","4"
"4","2008","Full Time","middle vocational","386","0.106544479247495","0.0964812749241568","0.116607683570833","4"
"4","2008","Full Time","higher education","252","0.117337319049616","0.10372134561992","0.130953292479313","4"
"4","2008","Part Time","in school","9","","","","4"
"4","2008","Full Time","general elemantary","38","0.0992589261921489","0.0707305774178961","0.127787274966402","4"
"4","2008","Full Time","inadequately","7","","","","4"
"5","2008","Full Time","in school","","","","","5"
"5","2008","Full Time","inadequately","7","","","","5"
"5","2008","Full Time","general elemantary","84","0.185581307225721","0.148489085525856","0.222673528925586","5"
"5","2008","Full Time","middle vocational","758","0.221647690627716","0.208100349666953","0.235195031588479","5"
"5","2008","Full Time","vocational + Abi","82","0.159130877049664","0.127476713690305","0.190785040409024","5"
"5","2008","Full Time","higher vocational","159","0.225658255469461","0.193958799471534","0.257357711467389","5"
"5","2008","Full Time","higher education","387","0.18523343440338","0.168796927695614","0.201669941111146","5"
"5","2008","Part Time","in school","14","","","","5"
"5","2008","Part Time","inadequately","8","","","","5"
"5","2008","Part Time","general elemantary","97","0.259419190586579","0.216940246381676","0.301898134791483","5"
"5","2008","Part Time","middle vocational","488","0.206760552226778","0.19020970741751","0.223311397036047","5"
"5","2008","Part Time","vocational + Abi","53","0.17392056652821","0.132962776269766","0.214878356786654","5"
"5","2008","Part Time","higher vocational","55","0.151607356655788","0.110542258458947","0.19267245485263","5"
"5","2008","Part Time","higher education","162","0.186406356251116","0.160878551839717","0.211934160662516","5"
"5","2008","Not Working","in school","54","0.188007577624313","0.142882754540268","0.233132400708358","5"
"5","2008","Not Working","inadequately","22","","","","5"
"5","2008","Not Working","general elemantary","190","0.15613536830188","0.135615106575537","0.176655630028223","5"
"5","2008","Not Working","middle vocational","750","0.1956063058908","0.183089522583685","0.208123089197916","5"
"5","2008","Not Working","vocational + Abi","47","0.199225636501847","0.150297823901893","0.248153449101801","5"
"5","2008","Not Working","higher education","264","0.23958175930531","0.214976819218527","0.264186699392093","5"
"5","2008","Not Working","higher vocational","94","0.198532832397754","0.161960805688172","0.235104859107337","5"
"6","2008","Not Working","in school","35","0.0902517104840787","0.0571584016865946","0.123345019281563","6"
"6","2008","Not Working","general elemantary","85","0.0842977048839109","0.068591151895327","0.100004257872495","6"
"6","2008","Not Working","middle vocational","317","0.0812671400773149","0.072644920222959","0.0898893599316708","6"
"6","2008","Not Working","vocational + Abi","19","","","","6"
"6","2008","Not Working","higher vocational","52","0.118745525693981","0.0890870186437756","0.148404032744186","6"
"6","2008","Not Working","higher education","130","0.102451353944136","0.0849707262533949","0.119931981634878","6"
"6","2008","Full Time","in school","","","","","6"
"6","2008","Full Time","inadequately","2","","","","6"
"6","2008","Full Time","general elemantary","57","0.128576277978213","0.096639802946682","0.160512753009743","6"
"6","2008","Full Time","middle vocational","403","0.110020528553186","0.0998143959897639","0.120226661116607","6"
"6","2008","Full Time","vocational + Abi","67","0.148709652392739","0.117920492266921","0.179498812518556","6"
"6","2008","Full Time","higher vocational","90","0.16178924043149","0.133863075831633","0.189715405031347","6"
"6","2008","Part Time","in school","8","","","","6"
"6","2008","Part Time","vocational + Abi","34","0.0963987363596148","0.0645072891722861","0.128290183546944","6"
"6","2008","Part Time","higher vocational","27","","","","6"
"6","2008","Part Time","higher education","120","0.111758005450961","0.0911049503464462","0.132411060555475","6"
"6","2008","Not Working","inadequately","3","","","","6"
"6","2008","Part Time","inadequately","5","","","","6"
"6","2008","Part Time","general elemantary","39","0.0974352992501129","0.0686954973133948","0.126175101186831","6"
"6","2008","Full Time","higher education","272","0.116625193135611","0.10304512575278","0.130205260518441","6"
"6","2008","Part Time","middle vocational","226","0.0991988027052905","0.0869821601929234","0.111415445217658","6"
"7","2008","Part Time","vocational + Abi","23","","","","7"
"7","2008","Part Time","higher vocational","26","","","","7"
"7","2008","Part Time","in school","10","","","","7"
"7","2008","Part Time","inadequately","2","","","","7"
"7","2008","Not Working","higher education","129","0.110124871378237","0.0920790599258461","0.128170682830628","7"
"7","2008","Full Time","general elemantary","53","0.0978854295651029","0.069533557550002","0.126237301580204","7"
"7","2008","Part Time","general elemantary","50","0.135413017953638","0.102252523950988","0.168573511956288","7"
"7","2008","Full Time","higher education","334","0.160091046115558","0.144576722042591","0.175605370188524","7"
"7","2008","Part Time","higher education","103","0.141498980563158","0.118652127177873","0.164345833948444","7"
"7","2008","Not Working","in school","47","0.151274292780561","0.109891662481196","0.192656923079925","7"
"7","2008","Part Time","middle vocational","231","0.109152207932818","0.0964083127872525","0.121896103078384","7"
"7","2008","Full Time","vocational + Abi","59","0.126871417010086","0.0980702287127222","0.155672605307451","7"
"7","2008","Full Time","higher vocational","89","0.11410491833005","0.0899945865170056","0.138215250143095","7"
"7","2008","Not Working","higher vocational","37","0.07185870840947","0.0481811595457971","0.0955362572731429","7"
"7","2008","Not Working","inadequately","2","","","","7"
"7","2008","Not Working","middle vocational","276","0.075295935619705","0.0669695958365971","0.0836222754028129","7"
"7","2008","Full Time","in school","","","","","7"
"7","2008","Full Time","middle vocational","452","0.117942810864876","0.107422745076425","0.128462876653326","7"
"7","2008","Not Working","general elemantary","65","0.05182767212758","0.0392956732668852","0.0643596709882748","7"
"7","2008","Not Working","vocational + Abi","35","0.113888489949514","0.0749739218597621","0.152803058039265","7"
"7","2008","Full Time","inadequately","4","","","","7"
"8","2008","Not Working","general elemantary","53","0.0420413372198288","0.0306962587947672","0.0533864156448904","8"
"8","2008","Not Working","middle vocational","206","0.0550011289309745","0.0478071621831413","0.0621950956788076","8"
"8","2008","Not Working","vocational + Abi","13","","","","8"
"8","2008","Not Working","higher vocational","28","","","","8"
"8","2008","Full Time","inadequately","2","","","","8"
"8","2008","Full Time","general elemantary","45","0.0849483147560004","0.0583476762126239","0.111548953299377","8"
"8","2008","Full Time","middle vocational","318","0.0825476349247437","0.073571726223721","0.0915235436257664","8"
"8","2008","Full Time","vocational + Abi","50","0.0822156974725779","0.0584452644165784","0.105986130528577","8"
