"plh0204_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1","2016","Full Time","vocational + Abi","34","0.0282752508524657","0.017639157646758","0.0389113440581733","1"
"1","2016","Full Time","higher vocational","32","0.0475177800467864","0.0319021383220562","0.0631334217715166","1"
"1","2016","Full Time","higher education","82","0.0254103175882044","0.0194952537181064","0.0313253814583023","1"
"1","2016","Part Time","in school","","","","","1"
"1","2016","Not Working","middle vocational","309","0.0770754188280256","0.0694062280470209","0.0847446096090303","1"
"1","2016","Full Time","in school","","","","","1"
"1","2016","Full Time","inadequately","8","","","","1"
"1","2016","Part Time","inadequately","5","","","","1"
"1","2016","Part Time","general elemantary","25","","","","1"
"1","2016","Part Time","middle vocational","153","0.0459966042429819","0.038731890926018","0.0532613175599457","1"
"1","2016","Part Time","vocational + Abi","39","0.0477227450612169","0.0321188533661066","0.0633266367563273","1"
"1","2016","Part Time","higher vocational","12","","","","1"
"1","2016","Part Time","higher education","72","0.0340807502593107","0.0254227910826378","0.0427387094359837","1"
"1","2016","Not Working","in school","6","","","","1"
"1","2016","Not Working","vocational + Abi","40","0.0843134817984576","0.059610357789098","0.109016605807817","1"
"1","2016","Not Working","higher vocational","13","","","","1"
"1","2016","Not Working","higher education","76","0.0424354500076803","0.0341099115017768","0.0507609885135839","1"
"1","2016","Not Working","inadequately","96","0.0842101174465147","0.0710440184332114","0.097376216459818","1"
"1","2016","Not Working","general elemantary","158","0.108236732315308","0.0948075780793814","0.121665886551235","1"
"10 Very willing to take risks","2016","Full Time","in school","","","","","10"
"10 Very willing to take risks","2016","Full Time","inadequately","3","","","","10"
"10 Very willing to take risks","2016","Not Working","inadequately","175","0.0636568895623337","0.0520819887978149","0.0752317903268526","10"
"10 Very willing to take risks","2016","Not Working","general elemantary","129","0.0309220207936362","0.0234394672662658","0.0384045743210066","10"
"10 Very willing to take risks","2016","Not Working","middle vocational","142","0.0129680565552269","0.00971485073788775","0.0162212623725661","10"
"10 Very willing to take risks","2016","Full Time","general elemantary","46","0.0414526643847218","0.0259730056441566","0.056932323125287","10"
"10 Very willing to take risks","2016","Full Time","higher vocational","11","","","","10"
"10 Very willing to take risks","2016","Full Time","higher education","23","","","","10"
"10 Very willing to take risks","2016","Part Time","higher vocational","2","","","","10"
"10 Very willing to take risks","2016","Part Time","higher education","19","","","","10"
"10 Very willing to take risks","2016","Not Working","in school","11","","","","10"
"10 Very willing to take risks","2016","Not Working","vocational + Abi","24","","","","10"
"10 Very willing to take risks","2016","Full Time","middle vocational","114","0.0216752589435907","0.0171409143590078","0.0262096035281736","10"
"10 Very willing to take risks","2016","Full Time","vocational + Abi","19","","","","10"
"10 Very willing to take risks","2016","Part Time","inadequately","6","","","","10"
"10 Very willing to take risks","2016","Part Time","general elemantary","28","","","","10"
"10 Very willing to take risks","2016","Part Time","middle vocational","69","0.0247434329835995","0.0193561467071594","0.0301307192600396","10"
"10 Very willing to take risks","2016","Part Time","vocational + Abi","10","","","","10"
"10 Very willing to take risks","2016","Not Working","higher education","81","0.00908598518266092","0.00516705166985323","0.0130049186954686","10"
"10 Very willing to take risks","2016","Part Time","in school","3","","","","10"
"10 Very willing to take risks","2016","Not Working","higher vocational","5","","","","10"
"2","2016","Part Time","general elemantary","57","0.0919897243097301","0.0705184158294003","0.11346103279006","2"
"2","2016","Part Time","middle vocational","337","0.103719830829101","0.0931459739270485","0.114293687731153","2"
"2","2016","Part Time","vocational + Abi","102","0.124820328618159","0.100627882376595","0.149012774859723","2"
"2","2016","Not Working","inadequately","121","0.0848726657329097","0.0716596563020289","0.0980856751637906","2"
"2","2016","Not Working","general elemantary","186","0.138356969621689","0.123432436772474","0.153281502470903","2"
"2","2016","Not Working","middle vocational","538","0.124795925342804","0.115292867853573","0.134298982832034","2"
"2","2016","Not Working","higher vocational","45","0.106481189693658","0.0766606514940593","0.136301727893257","2"
"2","2016","Not Working","higher education","198","0.100106581303857","0.08771031918358","0.112502843424134","2"
"2","2016","Full Time","in school","","","","","2"
"2","2016","Full Time","inadequately","7","","","","2"
"2","2016","Full Time","middle vocational","340","0.0781457253144171","0.0697882595622406","0.0865031910665936","2"
"2","2016","Full Time","vocational + Abi","96","0.0907223247848421","0.0722928644269934","0.109151785142691","2"
"2","2016","Full Time","higher vocational","59","0.0871182606703336","0.0664185066797318","0.107818014660935","2"
"2","2016","Full Time","higher education","219","0.0801092890362691","0.0699056980228304","0.0903128800497078","2"
"2","2016","Part Time","in school","2","","","","2"
"2","2016","Part Time","inadequately","13","","","","2"
"2","2016","Part Time","higher vocational","35","0.115563246284222","0.0786404057503218","0.152486086818122","2"
"2","2016","Part Time","higher education","166","0.0962739744991438","0.082198488634016","0.110349460364272","2"
"2","2016","Not Working","in school","16","","","","2"
"2","2016","Full Time","general elemantary","44","0.0729521701487246","0.0527569517824017","0.0931473885150475","2"
"2","2016","Not Working","vocational + Abi","55","0.134245052916254","0.103935705028195","0.164554400804313","2"
"3","2016","Not Working","higher vocational","58","0.150481549847318","0.115915065138103","0.185048034556534","3"
"3","2016","Not Working","higher education","217","0.106920797956476","0.0941581737586352","0.119683422154317","3"
"3","2016","Part Time","inadequately","8","","","","3"
"3","2016","Part Time","middle vocational","381","0.121529799270569","0.11019834781909","0.132861250722048","3"
"3","2016","Part Time","vocational + Abi","86","0.14076171085946","0.115305861492565","0.166217560226356","3"
"3","2016","Part Time","higher vocational","44","0.143456651028469","0.102972329558546","0.183940972498392","3"
"3","2016","Part Time","higher education","252","0.133663216609513","0.117424942022712","0.149901491196315","3"
"3","2016","Not Working","in school","19","","","","3"
"3","2016","Not Working","vocational + Abi","52","0.141645558838614","0.110645339492678","0.172645778184551","3"
"3","2016","Full Time","in school","","","","","3"
"3","2016","Full Time","inadequately","7","","","","3"
"3","2016","Full Time","general elemantary","52","0.102184975408821","0.0786634581969095","0.125706492620733","3"
"3","2016","Full Time","middle vocational","428","0.112528460965628","0.102688366626917","0.122368555304338","3"
"3","2016","Full Time","vocational + Abi","112","0.104406173566615","0.0847849582120398","0.124027388921191","3"
"3","2016","Full Time","higher education","358","0.129900528687017","0.117263836728651","0.142537220645382","3"
"3","2016","Not Working","inadequately","89","0.0869830822868113","0.0736222390448234","0.100343925528799","3"
"3","2016","Not Working","general elemantary","185","0.116278056312322","0.102421885222559","0.130134227402084","3"
"3","2016","Full Time","higher vocational","67","0.107046116601669","0.0843525216221301","0.129739711581209","3"
"3","2016","Part Time","in school","3","","","","3"
"3","2016","Part Time","general elemantary","79","0.118965279573511","0.0949133403451029","0.143017218801919","3"
"3","2016","Not Working","middle vocational","494","0.116262137394668","0.107045141993094","0.125479132796243","3"
"4","2016","Part Time","higher vocational","36","0.115750223440966","0.0788014313261591","0.152699015555773","4"
"4","2016","Part Time","middle vocational","293","0.0997658235190326","0.0893726236481922","0.110159023389873","4"
"4","2016","Part Time","vocational + Abi","75","0.124927073840187","0.100725761274097","0.149128386406277","4"
"4","2016","Part Time","higher education","181","0.113054662089799","0.0979440096846517","0.128165314494947","4"
"4","2016","Not Working","in school","24","","","","4"
"4","2016","Full Time","middle vocational","315","0.079455457090224","0.0710342349320489","0.0878766792483991","4"
"4","2016","Full Time","vocational + Abi","85","0.0861364466143804","0.0681335899523959","0.104139303276365","4"
"4","2016","Full Time","higher vocational","61","0.101287081723923","0.0791413085436224","0.123432854904223","4"
"4","2016","Part Time","in school","3","","","","4"
"4","2016","Part Time","inadequately","11","","","","4"
"4","2016","Part Time","general elemantary","49","0.06875311300527","0.0499546617030218","0.0875515643075183","4"
"4","2016","Full Time","in school","","","","","4"
"4","2016","Full Time","inadequately","4","","","","4"
"4","2016","Full Time","general elemantary","49","0.0885300632714097","0.0664706002477874","0.110589526295032","4"
"4","2016","Full Time","higher education","275","0.113025623138277","0.101124512865691","0.124926733410862","4"
"4","2016","Not Working","inadequately","79","0.0863667912738229","0.0730488716184059","0.09968471092924","4"
"4","2016","Not Working","general elemantary","112","0.0713366264728543","0.0602110639599171","0.0824621889857915","4"
"4","2016","Not Working","middle vocational","377","0.0901724856528224","0.0819363205839593","0.0984086507216854","4"
"4","2016","Not Working","vocational + Abi","32","0.0866471518659261","0.0616364202468351","0.111657883485017","4"
"4","2016","Not Working","higher vocational","41","0.120791387867756","0.0892855428399037","0.152297232895607","4"
"4","2016","Not Working","higher education","173","0.100367621973471","0.0879570083834153","0.112778235563527","4"
"5","2016","Full Time","in school","","","","","5"
"5","2016","Full Time","inadequately","11","","","","5"
"5","2016","Part Time","general elemantary","116","0.14433932021455","0.118230539740097","0.170448100689004","5"
"5","2016","Part Time","middle vocational","605","0.190615183782941","0.176993308251012","0.20423705931487","5"
"5","2016","Part Time","vocational + Abi","138","0.162002843211132","0.135033454423127","0.188972231999136","5"
"5","2016","Part Time","higher vocational","56","0.173841299414692","0.130072960228047","0.217609638601337","5"
"5","2016","Full Time","vocational + Abi","168","0.201808664587761","0.176055495578257","0.227561833597265","5"
"5","2016","Not Working","inadequately","294","0.157108107137413","0.139855199548977","0.174361014725848","5"
"5","2016","Not Working","general elemantary","360","0.153875739866449","0.138278825539772","0.169472654193127","5"
"5","2016","Full Time","general elemantary","107","0.154524725212891","0.126455668331642","0.18259378209414","5"
"5","2016","Full Time","middle vocational","742","0.187594132524293","0.175438235667832","0.199750029380755","5"
"5","2016","Full Time","higher vocational","133","0.183907036302363","0.1554707868301","0.212343285774625","5"
"5","2016","Part Time","in school","12","","","","5"
"5","2016","Part Time","inadequately","17","","","","5"
"5","2016","Not Working","higher education","455","0.189104243003147","0.172931002355923","0.205277483650372","5"
"5","2016","Part Time","higher education","301","0.174017799122484","0.155926376045407","0.192109222199562","5"
"5","2016","Not Working","in school","44","0.132724897179251","0.093608953874207","0.171840840484295","5"
"5","2016","Not Working","higher vocational","86","0.211604257317236","0.17211658665837","0.251091927976101","5"
"5","2016","Not Working","middle vocational","885","0.200125697587764","0.188621117019157","0.211630278156372","5"
"5","2016","Full Time","higher education","438","0.159699627179247","0.145930300096608","0.173468954261886","5"
"5","2016","Not Working","vocational + Abi","84","0.16072770747063","0.128074430331321","0.193380984609938","5"
"6","2016","Full Time","in school","","","","","6"
"6","2016","Full Time","inadequately","10","","","","6"
"6","2016","Full Time","general elemantary","61","0.0776988570028791","0.0569104092014415","0.0984873048043167","6"
"6","2016","Full Time","middle vocational","482","0.126194277956342","0.115854335326545","0.136534220586139","6"
"6","2016","Full Time","vocational + Abi","124","0.128349702480577","0.10688742311197","0.149811981849184","6"
"6","2016","Full Time","higher vocational","88","0.13117378617849","0.106394242124921","0.155953330232059","6"
"6","2016","Full Time","higher education","423","0.162484921338504","0.148619076473112","0.176350766203896","6"
"6","2016","Part Time","in school","6","","","","6"
"6","2016","Part Time","middle vocational","411","0.132440481149966","0.120684993497489","0.144195968802442","6"
"6","2016","Part Time","vocational + Abi","90","0.164433904152099","0.137302354347665","0.191565453956533","6"
"6","2016","Part Time","higher vocational","25","","","","6"
"6","2016","Part Time","higher education","249","0.149417052063426","0.132405303013891","0.166428801112962","6"
"6","2016","Not Working","in school","33","0.197190617053276","0.151318528655915","0.243062705450638","6"
"6","2016","Not Working","inadequately","126","0.0995983096947089","0.0854005051064635","0.113796114282954","6"
"6","2016","Not Working","general elemantary","162","0.0721795865053291","0.0609935639042166","0.0833656091064416","6"
"6","2016","Not Working","middle vocational","497","0.106765258679645","0.0978853955938178","0.115645121765473","6"
"6","2016","Not Working","vocational + Abi","41","0.102647867399874","0.075665107339049","0.129630627460698","6"
"6","2016","Not Working","higher vocational","58","0.125822778900297","0.093759601400151","0.157885956400443","6"
"6","2016","Not Working","higher education","253","0.132503342312978","0.118500660522035","0.146506024103922","6"
"6","2016","Part Time","inadequately","11","","","","6"
"6","2016","Part Time","general elemantary","62","0.093382704140656","0.071766039043601","0.114999369237711","6"
"7","2016","Part Time","higher vocational","35","0.119245912997411","0.0818175414307025","0.156674284564119","7"
"7","2016","Part Time","middle vocational","427","0.126543639209056","0.115013849109045","0.138073429309067","7"
"7","2016","Not Working","in school","54","0.164108265490356","0.121407131084328","0.206809399896383","7"
"7","2016","Not Working","higher education","297","0.136687487199338","0.122499777435525","0.15087519696315","7"
"7","2016","Part Time","higher education","250","0.173432253228414","0.155364892720027","0.191499613736801","7"
"7","2016","Not Working","inadequately","126","0.0877709258649534","0.074355503376802","0.101186348353105","7"
"7","2016","Not Working","general elemantary","200","0.0891501104844152","0.0768326583376427","0.101467562631188","7"
"7","2016","Not Working","middle vocational","466","0.100853776246595","0.0921947365098672","0.109512815983322","7"
"7","2016","Not Working","vocational + Abi","56","0.110127555071703","0.0822957204799322","0.137959389663473","7"
"7","2016","Not Working","higher vocational","48","0.116750037424716","0.0857046196723318","0.147795455177101","7"
"7","2016","Part Time","vocational + Abi","76","0.101827675634359","0.0796915677438985","0.12396378352482","7"
"7","2016","Full Time","middle vocational","620","0.158223462331962","0.146859632920583","0.169587291743341","7"
"7","2016","Full Time","inadequately","5","","","","7"
"7","2016","Full Time","general elemantary","100","0.190810993005972","0.160296577347762","0.221325408664181","7"
"7","2016","Full Time","vocational + Abi","137","0.180614379282453","0.155929693703977","0.205299064860928","7"
"7","2016","Full Time","higher vocational","137","0.169016960206728","0.141508609701111","0.196525310712345","7"
"7","2016","Full Time","higher education","476","0.174350617300914","0.160089516086742","0.188611718515086","7"
"7","2016","Part Time","in school","21","","","","7"
"7","2016","Part Time","inadequately","16","","","","7"
"7","2016","Part Time","general elemantary","107","0.148040551371625","0.121656390878751","0.174424711864498","7"
"7","2016","Full Time","in school","1","","","","7"
"8","2016","Full Time","in school","","","","","8"
"8","2016","Full Time","higher education","292","0.105316372378802","0.0937784881233949","0.11685425663421","8"
"8","2016","Not Working","vocational + Abi","37","0.0620371832557829","0.0405910597413156","0.0834833067702501","8"
"8","2016","Not Working","higher vocational","33","0.0598573264809004","0.0369231726781282","0.0827914802836725","8"
"8","2016","Not Working","higher education","238","0.10978505548158","0.0968733696221214","0.122696741341038","8"
"8","2016","Full Time","middle vocational","516","0.137707711697518","0.126977773085499","0.148437650309537","8"
"8","2016","Full Time","vocational + Abi","102","0.0943974618544183","0.0756364506303676","0.113158473078469","8"
"8","2016","Full Time","higher vocational","98","0.118925260800362","0.0951652432367712","0.142685278363953","8"
"8","2016","Part Time","in school","16","","","","8"
"8","2016","Part Time","inadequately","12","","","","8"
"8","2016","Part Time","general elemantary","103","0.149381857014153","0.122899312008153","0.175864402020153","8"
"8","2016","Part Time","middle vocational","314","0.0956502201112905","0.0854504157778821","0.105850024444699","8"
"8","2016","Part Time","vocational + Abi","51","0.0723459593220816","0.053383761482432","0.0913081571617312","8"
"8","2016","Full Time","inadequately","10","","","","8"
"8","2016","Full Time","general elemantary","104","0.169866932218681","0.140705647469617","0.199028216967744","8"
"8","2016","Not Working","inadequately","119","0.087322857309697","0.0739384354780914","0.100707279141303","8"
"8","2016","Not Working","general elemantary","190","0.0716871761756658","0.0605364167142438","0.0828379356370878","8"
"8","2016","Not Working","middle vocational","397","0.078421907309148","0.0706916622869025","0.0861521523313934","8"
"8","2016","Part Time","higher vocational","33","0.0994625163315735","0.064897842298823","0.134027190364324","8"
"8","2016","Part Time","higher education","123","0.0708708763440739","0.058625772066222","0.0831159806219258","8"
"8","2016","Not Working","in school","53","0.194946039866671","0.149272058155043","0.2406200215783","8"
"9","2016","Part Time","inadequately","4","","","","9"
"9","2016","Part Time","general elemantary","33","0.0655495939831345","0.0471627749047855","0.0839364130614835","9"
"9","2016","Part Time","middle vocational","86","0.0219954443362917","0.0169089631337776","0.0270819255388057","9"
"9","2016","Part Time","in school","3","","","","9"
"9","2016","Full Time","in school","","","","","9"
"9","2016","Full Time","higher education","80","0.0282082235277618","0.0219849632467781","0.0344314838087454","9"
"9","2016","Part Time","vocational + Abi","23","","","","9"
"9","2016","Part Time","higher vocational","4","","","","9"
"9","2016","Part Time","higher education","42","0.0329523939509099","0.0244339952677041","0.0414707926341157","9"
"9","2016","Full Time","inadequately","6","","","","9"
"9","2016","Full Time","general elemantary","38","0.0491851326459463","0.0323915529234309","0.0659787123684617","9"
"9","2016","Full Time","middle vocational","160","0.0389666480569673","0.0329409604877574","0.0449923356261773","9"
"9","2016","Full Time","vocational + Abi","31","0.0454039424561686","0.0320452525220342","0.058762632390303","9"
"9","2016","Full Time","higher vocational","13","","","","9"
"9","2016","Not Working","in school","20","","","","9"
"9","2016","Not Working","inadequately","36","0.00982014857300279","0.00514502460507691","0.0144952725409287","9"
"9","2016","Not Working","general elemantary","52","0.0182090860368995","0.012429588085687","0.0239885839881121","9"
"9","2016","Not Working","middle vocational","116","0.0187021349452704","0.0148067129832533","0.0225975569072876","9"
"9","2016","Not Working","vocational + Abi","9","","","","9"
"9","2016","Not Working","higher vocational","7","","","","9"
"9","2016","Not Working","higher education","74","0.0247909390965194","0.018369102496015","0.0312127756970238","9"
"0 Not at all Willing to take risks","2017","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2017","Full Time","inadequately","3","","","","0"
"0 Not at all Willing to take risks","2017","Full Time","general elemantary","24","","","","0"
"0 Not at all Willing to take risks","2017","Full Time","middle vocational","117","0.0253000698317844","0.0207296533969382","0.0298704862666305","0"
"0 Not at all Willing to take risks","2017","Full Time","vocational + Abi","19","","","","0"
"0 Not at all Willing to take risks","2017","Full Time","higher vocational","11","","","","0"
"0 Not at all Willing to take risks","2017","Full Time","higher education","54","0.0151161765280109","0.0108327317779288","0.0193996212780931","0"
"0 Not at all Willing to take risks","2017","Part Time","in school","","","","","0"
"0 Not at all Willing to take risks","2017","Part Time","inadequately","24","","","","0"
"0 Not at all Willing to take risks","2017","Part Time","general elemantary","43","0.05341550034765","0.0375434056221866","0.0692875950731134","0"
"0 Not at all Willing to take risks","2017","Part Time","middle vocational","167","0.0388080656182141","0.0324770100576202","0.045139121178808","0"
"0 Not at all Willing to take risks","2017","Part Time","higher vocational","6","","","","0"
"0 Not at all Willing to take risks","2017","Part Time","higher education","47","0.0130803754734154","0.00797422237161564","0.0181865285752151","0"
"0 Not at all Willing to take risks","2017","Part Time","vocational + Abi","32","0.0246911637242686","0.0141466079828101","0.035235719465727","0"
"0 Not at all Willing to take risks","2017","Not Working","in school","4","","","","0"
"0 Not at all Willing to take risks","2017","Not Working","vocational + Abi","67","0.0685118238024957","0.0466299480281681","0.0903936995768232","0"
"0 Not at all Willing to take risks","2017","Not Working","higher vocational","16","","","","0"
"0 Not at all Willing to take risks","2017","Not Working","higher education","276","0.0358462174930868","0.0284773036003445","0.0432151313858291","0"
"0 Not at all Willing to take risks","2017","Not Working","inadequately","690","0.175939280950816","0.160202555206895","0.191676006694737","0"
"0 Not at all Willing to take risks","2017","Not Working","general elemantary","428","0.118004973256263","0.104854620595929","0.131155325916597","0"
"0 Not at all Willing to take risks","2017","Not Working","middle vocational","439","0.0582947587967575","0.0517264321703567","0.0648630854231584","0"
"1","2017","Part Time","higher vocational","12","","","","1"
"1","2017","Part Time","higher education","81","0.0384376127329942","0.0297976917295747","0.0470775337364137","1"
"1","2017","Full Time","vocational + Abi","47","0.0413065092343011","0.0290278302675832","0.0535851882010191","1"
"1","2017","Full Time","higher vocational","19","","","","1"
"1","2017","Full Time","in school","","","","","1"
"1","2017","Full Time","inadequately","6","","","","1"
"1","2017","Full Time","general elemantary","32","0.0407431960421383","0.0264217278933279","0.0550646641909486","1"
"1","2017","Full Time","middle vocational","145","0.028673154579026","0.0238160228807044","0.0335302862773477","1"
"1","2017","Full Time","higher education","101","0.0279601412380293","0.022172635865934","0.0337476466101247","1"
"1","2017","Part Time","in school","1","","","","1"
"1","2017","Part Time","inadequately","5","","","","1"
"1","2017","Part Time","general elemantary","43","0.0492221738854795","0.0339521112151918","0.0644922365557671","1"
"1","2017","Part Time","middle vocational","177","0.0541965526909853","0.0467749731603423","0.0616181322216282","1"
"1","2017","Part Time","vocational + Abi","43","0.0442912755398585","0.0303112393065097","0.0582713117732072","1"
"1","2017","Not Working","in school","13","","","","1"
"1","2017","Not Working","inadequately","110","0.0813143461130465","0.0700184570751016","0.0926102351509914","1"
"1","2017","Not Working","vocational + Abi","34","0.0933789596257914","0.0681760592409489","0.118581860010634","1"
"1","2017","Not Working","higher vocational","26","","","","1"
"1","2017","Not Working","higher education","122","0.0575772278949199","0.0483439284397476","0.0668105273500921","1"
"1","2017","Not Working","general elemantary","142","0.0838233727013506","0.0725273294706367","0.0951194159320644","1"
"1","2017","Not Working","middle vocational","275","0.0715673859517768","0.0643410979928588","0.0787936739106948","1"
"10 Very willing to take risks","2017","Full Time","in school","","","","","10"
"10 Very willing to take risks","2017","Full Time","inadequately","8","","","","10"
"10 Very willing to take risks","2017","Full Time","general elemantary","36","0.0328762771587725","0.0199588837901398","0.0457936705274052","10"
"10 Very willing to take risks","2017","Full Time","middle vocational","94","0.0199589274812485","0.0158884047543219","0.0240294502081751","10"
"10 Very willing to take risks","2017","Full Time","vocational + Abi","16","","","","10"
"10 Very willing to take risks","2017","Full Time","higher vocational","9","","","","10"
"10 Very willing to take risks","2017","Full Time","higher education","28","","","","10"
"10 Very willing to take risks","2017","Part Time","in school","4","","","","10"
"10 Very willing to take risks","2017","Part Time","inadequately","12","","","","10"
"10 Very willing to take risks","2017","Part Time","general elemantary","36","0.0371372990288641","0.0237895435825075","0.0504850544752207","10"
"10 Very willing to take risks","2017","Part Time","middle vocational","72","0.0147492584942276","0.0107976988027143","0.0187008181857409","10"
"10 Very willing to take risks","2017","Part Time","vocational + Abi","12","","","","10"
"10 Very willing to take risks","2017","Part Time","higher vocational","3","","","","10"
"10 Very willing to take risks","2017","Part Time","higher education","28","","","","10"
"10 Very willing to take risks","2017","Not Working","in school","20","","","","10"
"10 Very willing to take risks","2017","Not Working","inadequately","213","0.0520735712252243","0.0428913159876242","0.0612558264628243","10"
"10 Very willing to take risks","2017","Not Working","general elemantary","132","0.0238910464275576","0.0176663108088647","0.0301157820462504","10"
"10 Very willing to take risks","2017","Not Working","middle vocational","122","0.0107565357580487","0.00786472213129317","0.0136483493848042","10"
"10 Very willing to take risks","2017","Not Working","vocational + Abi","16","","","","10"
"10 Very willing to take risks","2017","Not Working","higher vocational","4","","","","10"
"10 Very willing to take risks","2017","Not Working","higher education","87","0.013039856225526","0.00854314634817862","0.0175365661028734","10"
"2","2017","Full Time","middle vocational","442","0.0929050765742511","0.0844560721731243","0.101354080975378","2"
"2","2017","Full Time","vocational + Abi","79","0.0775046155790323","0.0610059662424573","0.0940032649156073","2"
"2","2017","Full Time","higher vocational","73","0.0779523812892016","0.0593977522725907","0.0965070103058126","2"
"2","2017","Not Working","in school","20","","","","2"
"2","2017","Not Working","general elemantary","234","0.14352517895467","0.129233754279651","0.15781660362969","2"
"2","2017","Not Working","middle vocational","603","0.139780201922436","0.130059222115253","0.149501181729619","2"
"2","2017","Not Working","vocational + Abi","52","0.159937410283294","0.128187393240504","0.191687427326084","2"
"2","2017","Not Working","higher vocational","43","0.116314635230551","0.0857261565201308","0.146903113940971","2"
"2","2017","Not Working","higher education","217","0.10412356130561","0.0920173786098549","0.116229744001364","2"
"2","2017","Full Time","in school","","","","","2"
"2","2017","Full Time","inadequately","14","","","","2"
"2","2017","Full Time","general elemantary","52","0.081946817043874","0.0620770618879639","0.101816572199784","2"
"2","2017","Part Time","higher education","250","0.122365995256436","0.107638464812218","0.137093525700655","2"
"2","2017","Not Working","inadequately","174","0.141788912101828","0.127372022956612","0.156205801247044","2"
"2","2017","Full Time","higher education","310","0.0993288887987664","0.0888286156936823","0.109829161903851","2"
"2","2017","Part Time","in school","3","","","","2"
"2","2017","Part Time","inadequately","11","","","","2"
"2","2017","Part Time","general elemantary","82","0.119104430836054","0.096240701312501","0.141968160359606","2"
"2","2017","Part Time","middle vocational","442","0.116188233423503","0.10568383872487","0.126692628122136","2"
"2","2017","Part Time","higher vocational","58","0.204735546027569","0.160455795986855","0.249015296068284","2"
"2","2017","Part Time","vocational + Abi","107","0.123466979204114","0.101113456171886","0.145820502236343","2"
"3","2017","Not Working","inadequately","136","0.108972443309408","0.0960941807443132","0.121850705874503","3"
"3","2017","Part Time","higher vocational","42","0.108819327737148","0.0746458916761276","0.142992763798169","3"
"3","2017","Part Time","higher education","278","0.163990962005665","0.147350772122257","0.180631151889072","3"
"3","2017","Not Working","in school","35","0.0891892488878408","0.059286872416266","0.119091625359416","3"
"3","2017","Full Time","in school","","","","","3"
"3","2017","Full Time","inadequately","9","","","","3"
"3","2017","Not Working","general elemantary","197","0.149039672562","0.134523244150601","0.163556100973398","3"
"3","2017","Not Working","middle vocational","582","0.131486702222515","0.122013176359202","0.140960228085828","3"
"3","2017","Not Working","higher vocational","60","0.142017397286986","0.108712976808294","0.175321817765678","3"
"3","2017","Full Time","general elemantary","61","0.0971652932069346","0.0757091205039485","0.118621465909921","3"
"3","2017","Full Time","middle vocational","551","0.125133907139568","0.115504096653906","0.13476371762523","3"
"3","2017","Full Time","vocational + Abi","136","0.146779219652904","0.124943600685342","0.168614838620465","3"
"3","2017","Full Time","higher vocational","117","0.146813857968057","0.122319484862974","0.17130823107314","3"
"3","2017","Part Time","in school","7","","","","3"
"3","2017","Part Time","inadequately","16","","","","3"
"3","2017","Part Time","middle vocational","502","0.143305146154721","0.131819536823619","0.154790755485822","3"
"3","2017","Part Time","vocational + Abi","133","0.178133537205737","0.152134342092202","0.204132732319272","3"
"3","2017","Not Working","vocational + Abi","65","0.14378627710627","0.11339402226158","0.174178531950961","3"
"3","2017","Not Working","higher education","264","0.143626860343062","0.129725477263627","0.157528243422498","3"
"3","2017","Full Time","higher education","449","0.14967226948845","0.137148255817423","0.162196283159476","3"
"3","2017","Part Time","general elemantary","81","0.121574290810067","0.0985071220267325","0.144641459593402","3"
"4","2017","Part Time","vocational + Abi","70","0.0760362237103959","0.0580257900360079","0.0940466573847839","4"
"4","2017","Part Time","higher education","209","0.106564033071059","0.0926971173850402","0.120430948757077","4"
"4","2017","Part Time","middle vocational","321","0.0873620077416339","0.0781060653447539","0.0966179501385139","4"
"4","2017","Not Working","middle vocational","458","0.100247968326985","0.0918285575243597","0.10866737912961","4"
"4","2017","Not Working","vocational + Abi","29","","","","4"
"4","2017","Not Working","higher education","192","0.103493864875854","0.0914201033117769","0.115567626439932","4"
"4","2017","Not Working","general elemantary","165","0.085239857752777","0.0738575807385112","0.0966221347670428","4"
"4","2017","Full Time","vocational + Abi","94","0.0885849434816789","0.0710525760583622","0.106117310904995","4"
"4","2017","Full Time","higher vocational","62","0.081414030245053","0.0624875246321548","0.100340535857951","4"
"4","2017","Full Time","higher education","324","0.111223638814278","0.100186042985259","0.122261234643296","4"
"4","2017","Part Time","higher vocational","35","0.0829956792171248","0.0527219318655866","0.113269426568663","4"
"4","2017","Not Working","in school","34","0.137939536034333","0.101761197200506","0.17411787486816","4"
"4","2017","Not Working","inadequately","108","0.0717341796299395","0.0610693821917196","0.0823989770681593","4"
"4","2017","Not Working","higher vocational","45","0.110408479696651","0.0805072948556832","0.140309664537618","4"
"4","2017","Full Time","in school","","","","","4"
"4","2017","Full Time","inadequately","7","","","","4"
"4","2017","Full Time","general elemantary","40","0.067169041432172","0.0490356681724814","0.0853024146918625","4"
"4","2017","Full Time","middle vocational","369","0.0825413648132913","0.0745321763254459","0.0905505533011367","4"
"4","2017","Part Time","in school","4","","","","4"
"4","2017","Part Time","inadequately","16","","","","4"
"4","2017","Part Time","general elemantary","79","0.102419287277334","0.0810175744365163","0.123821000118151","4"
"5","2017","Full Time","in school","","","","","5"
"5","2017","Full Time","inadequately","24","","","","5"
"5","2017","Part Time","general elemantary","148","0.166067843890598","0.139799721219873","0.192335966561323","5"
"5","2017","Part Time","middle vocational","679","0.186924957604979","0.174145599840765","0.199704315369192","5"
