"ple0081_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","10","","",""
"Yes","2010","Thuringia","1-pers.-HH","31","0.248117400298238","0.170838471009737","0.325396329586738"
"Yes","2010","Thuringia","(Married) couple without C. ","51","0.178072148419849","0.13357791090916","0.222566385930538"
"Yes","2010","Thuringia","Single parent ","29","","",""
"Yes","2010","Thuringia","Couple + C. LE 16 ","28","","",""
"Yes","2010","Thuringia","Couple + C. GT 16 ","43","0.356985291878076","0.276165668585593","0.43780491517056"
"Yes","2010","Thuringia","Couple + C. LE and GT 16","15","","",""
"No","2010","Schleswig-Holstein","1-pers.-HH","57","0.617027214579543","0.514288297941454","0.719766131217632"
"No","2010","Schleswig-Holstein","(Married) couple without C. ","158","0.838944650671692","0.786814901043133","0.891074400300251"
"No","2010","Schleswig-Holstein","Single parent ","10","","",""
"No","2010","Schleswig-Holstein","Couple + C. LE 16 ","45","0.719757285736306","0.603164718960178","0.836349852512434"
"No","2010","Schleswig-Holstein","Couple + C. GT 16 ","52","0.790614807998857","0.690933538934144","0.890296077063571"
"No","2010","Schleswig-Holstein","Couple + C. LE and GT 16","28","","",""
"No","2010","Hamburg","1-pers.-HH","52","0.612618103482078","0.500093778444135","0.725142428520022"
"No","2010","Hamburg","(Married) couple without C. ","85","0.686035388096619","0.600465201585476","0.771605574607762"
"No","2010","Hamburg","Single parent ","8","","",""
"No","2010","Hamburg","Couple + C. LE 16 ","21","","",""
"No","2010","Hamburg","Couple + C. GT 16 ","23","","",""
"No","2010","Hamburg","Couple + C. LE and GT 16","13","","",""
"No","2010","Lower Saxony","1-pers.-HH","179","0.721783908046702","0.664971413200779","0.778596402892625"
"No","2010","Lower Saxony","(Married) couple without C. ","456","0.767117004407311","0.732866272828368","0.801367735986254"
"No","2010","Lower Saxony","Single parent ","30","0.484372613173456","0.359975579546194","0.608769646800718"
"No","2010","Lower Saxony","Couple + C. LE 16 ","172","0.65564830904105","0.596630239445641","0.714666378636459"
"No","2010","Lower Saxony","Couple + C. GT 16 ","180","0.751671038289821","0.697571613956972","0.805770462622669"
"No","2010","Lower Saxony","Couple + C. LE and GT 16","71","0.753015450045177","0.667632355655394","0.83839854443496"
"No","2010","Bremen","1-pers.-HH","15","","",""
"No","2010","Bremen","(Married) couple without C. ","36","0.78120933930031","0.663014839995039","0.899403838605582"
"No","2010","Bremen","Single parent ","6","","",""
"No","2010","Bremen","Couple + C. LE 16 ","9","","",""
"No","2010","Bremen","Couple + C. GT 16 ","8","","",""
"No","2010","Bremen","Couple + C. LE and GT 16","3","","",""
"No","2010","North Rhine-Westphalia","1-pers.-HH","348","0.713183659534498","0.673300711400654","0.753066607668342"
"No","2010","North Rhine-Westphalia","(Married) couple without C. ","951","0.740743697743152","0.716546701209072","0.764940694277233"
"No","2010","North Rhine-Westphalia","Single parent ","91","0.609178173744098","0.532610163021169","0.685746184467026"
"No","2010","North Rhine-Westphalia","Couple + C. LE 16 ","374","0.700575965610931","0.662368388522573","0.73878354269929"
"No","2010","North Rhine-Westphalia","Couple + C. GT 16 ","451","0.689719215009617","0.653364018032272","0.726074411986962"
"No","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","180","0.805675201176222","0.755405798592955","0.85594460375949"
"No","2010","Hesse","1-pers.-HH","130","0.752193911414795","0.688227798564283","0.816160024265307"
"No","2010","Hesse","(Married) couple without C. ","333","0.704829208885295","0.662498133839966","0.747160283930624"
"No","2010","Hesse","Single parent ","32","0.435809759500869","0.308196631306202","0.563422887695536"
"No","2010","Hesse","Couple + C. LE 16 ","143","0.77757967718951","0.716485787853001","0.838673566526019"
"No","2010","Hesse","Couple + C. GT 16 ","131","0.718216261302497","0.651564037005986","0.784868485599009"
"No","2010","Hesse","Couple + C. LE and GT 16","61","0.840102912781929","0.757155282968832","0.923050542595026"
"No","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","147","0.769613646093647","0.708605573907667","0.830621718279626"
"No","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","237","0.774265268818564","0.727500048512583","0.821030489124545"
"No","2010","Rhineland-Palatinate,Saarland","Single parent ","36","0.600843938027964","0.478943728289683","0.722744147766245"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","86","0.700648453458084","0.625586319096133","0.775710587820036"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","133","0.780367521328362","0.718676364550667","0.842058678106057"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","47","0.598853045443768","0.487928070242891","0.709778020644646"
"No","2010","Baden-Württemberg","1-pers.-HH","241","0.726864574783213","0.677659648982938","0.776069500583489"
"No","2010","Baden-Württemberg","(Married) couple without C. ","540","0.826291739947672","0.797121666082411","0.855461813812933"
"No","2010","Baden-Württemberg","Single parent ","81","0.643442154008441","0.557019650904314","0.729864657112569"
"No","2010","Baden-Württemberg","Couple + C. LE 16 ","244","0.75950076061474","0.713458667980169","0.805542853249312"
"No","2010","Baden-Württemberg","Couple + C. GT 16 ","273","0.764521856595057","0.720508525650506","0.808535187539608"
"No","2010","Baden-Württemberg","Couple + C. LE and GT 16","108","0.732644467551578","0.661341359920442","0.803947575182714"
"No","2010","Bavaria","1-pers.-HH","256","0.690483356127489","0.643186347937008","0.737780364317971"
"No","2010","Bavaria","(Married) couple without C. ","673","0.74085738463842","0.71184170391723","0.76987306535961"
"No","2010","Bavaria","Single parent ","87","0.724294279910946","0.647771126363942","0.80081743345795"
"No","2010","Bavaria","Couple + C. LE 16 ","291","0.674201068060887","0.628724513304428","0.719677622817346"
"No","2010","Bavaria","Couple + C. GT 16 ","321","0.688800643716324","0.644783714311873","0.732817573120774"
"No","2010","Bavaria","Couple + C. LE and GT 16","148","0.803694831810214","0.745506885410951","0.861882778209478"
"No","2010","Berlin","1-pers.-HH","106","0.577909392180202","0.504099157160921","0.651719627199482"
"No","2010","Berlin","(Married) couple without C. ","196","0.770934938907699","0.720339258077236","0.821530619738162"
"No","2010","Berlin","Single parent ","28","","",""
"No","2010","Berlin","Couple + C. LE 16 ","51","0.86897020839029","0.789922999494767","0.948017417285813"
"No","2010","Berlin","Couple + C. GT 16 ","61","0.723692183760539","0.626310089999256","0.821074277521821"
"No","2010","Berlin","Couple + C. LE and GT 16","10","","",""
"No","2010","Brandenburg","1-pers.-HH","80","0.691798999719638","0.608130468144782","0.775467531294493"
"No","2010","Brandenburg","(Married) couple without C. ","271","0.854132101974039","0.815458423108325","0.892805780839752"
"No","2010","Brandenburg","Single parent ","22","","",""
"No","2010","Brandenburg","Couple + C. LE 16 ","55","0.606729617822231","0.501002989431696","0.712456246212766"
"No","2010","Brandenburg","Couple + C. GT 16 ","81","0.637792898868269","0.549563364882462","0.726022432854076"
"No","2010","Brandenburg","Couple + C. LE and GT 16","21","","",""
"No","2010","Mecklenburg-Western Pomerania","1-pers.-HH","48","0.559190420570834","0.449009559257567","0.669371281884101"
"No","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","156","0.753295797585648","0.694426950989113","0.812164644182182"
"No","2010","Mecklenburg-Western Pomerania","Single parent ","10","","",""
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","31","0.689302858976378","0.550982046385533","0.827623671567223"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","41","0.800881808273824","0.69019323920329","0.911570377344359"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","",""
"No","2010","Saxony","1-pers.-HH","151","0.73262605101521","0.670346144790263","0.794905957240158"
"No","2010","Saxony","(Married) couple without C. ","405","0.813552276495945","0.779414568148569","0.847689984843321"
"No","2010","Saxony","Single parent ","41","0.745619371828729","0.638920773766412","0.852317969891045"
"No","2010","Saxony","Couple + C. LE 16 ","145","0.814904055525313","0.76053250142949","0.869275609621136"
"No","2010","Saxony","Couple + C. GT 16 ","168","0.804065505656214","0.750886235801421","0.857244775511008"
"No","2010","Saxony","Couple + C. LE and GT 16","49","0.928012849053085","0.86031754159114","0.99570815651503"
"No","2010","Saxony-Anhalt","1-pers.-HH","86","0.771296093452943","0.69583519570178","0.846756991204106"
"No","2010","Saxony-Anhalt","(Married) couple without C. ","217","0.788999979102646","0.741795100220491","0.836204857984801"
"No","2010","Saxony-Anhalt","Single parent ","13","","",""
"No","2010","Saxony-Anhalt","Couple + C. LE 16 ","62","0.647485801687296","0.552897269791365","0.742074333583227"
"No","2010","Saxony-Anhalt","Couple + C. GT 16 ","95","0.677815885886835","0.600953855632876","0.754677916140793"
"No","2010","Saxony-Anhalt","Couple + C. LE and GT 16","17","","",""
"No","2010","Thuringia","1-pers.-HH","89","0.751882599701762","0.674603670413262","0.829161528990263"
"No","2010","Thuringia","(Married) couple without C. ","233","0.821927851580151","0.777433614069462","0.86642208909084"
"No","2010","Thuringia","Single parent ","28","","",""
"No","2010","Thuringia","Couple + C. LE 16 ","80","0.832370013952134","0.761921752335777","0.90281827556849"
"No","2010","Thuringia","Couple + C. GT 16 ","92","0.643014708121924","0.56219508482944","0.723834331414407"
"No","2010","Thuringia","Couple + C. LE and GT 16","18","","",""
"Yes","2011","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes","2011","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes","2011","Schleswig-Holstein","Single parent ","","","",""
"Yes","2011","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes","2011","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes","2011","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes","2011","Hamburg","1-pers.-HH","","","",""
"Yes","2011","Hamburg","(Married) couple without C. ","","","",""
"Yes","2011","Hamburg","Single parent ","","","",""
"Yes","2011","Hamburg","Couple + C. LE 16 ","","","",""
"Yes","2011","Hamburg","Couple + C. GT 16 ","","","",""
"Yes","2011","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes","2011","Lower Saxony","1-pers.-HH","","","",""
"Yes","2011","Lower Saxony","(Married) couple without C. ","","","",""
"Yes","2011","Lower Saxony","Single parent ","","","",""
"Yes","2011","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes","2011","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes","2011","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2011","Bremen","1-pers.-HH","","","",""
"Yes","2011","Bremen","(Married) couple without C. ","","","",""
"Yes","2011","Bremen","Single parent ","","","",""
"Yes","2011","Bremen","Couple + C. LE 16 ","","","",""
"Yes","2011","Bremen","Couple + C. GT 16 ","","","",""
"Yes","2011","Bremen","Couple + C. LE and GT 16","","","",""
"Yes","2011","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes","2011","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes","2011","North Rhine-Westphalia","Single parent ","","","",""
"Yes","2011","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes","2011","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes","2011","Hesse","1-pers.-HH","","","",""
"Yes","2011","Hesse","(Married) couple without C. ","","","",""
"Yes","2011","Hesse","Single parent ","","","",""
"Yes","2011","Hesse","Couple + C. LE 16 ","","","",""
"Yes","2011","Hesse","Couple + C. GT 16 ","","","",""
"Yes","2011","Hesse","Couple + C. LE and GT 16","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes","2011","Baden-Württemberg","1-pers.-HH","","","",""
"Yes","2011","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes","2011","Baden-Württemberg","Single parent ","","","",""
"Yes","2011","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes","2011","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes","2011","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes","2011","Bavaria","1-pers.-HH","","","",""
"Yes","2011","Bavaria","(Married) couple without C. ","","","",""
"Yes","2011","Bavaria","Single parent ","","","",""
"Yes","2011","Bavaria","Couple + C. LE 16 ","","","",""
"Yes","2011","Bavaria","Couple + C. GT 16 ","","","",""
"Yes","2011","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes","2011","Berlin","1-pers.-HH","","","",""
"Yes","2011","Berlin","(Married) couple without C. ","","","",""
"Yes","2011","Berlin","Single parent ","","","",""
"Yes","2011","Berlin","Couple + C. LE 16 ","","","",""
"Yes","2011","Berlin","Couple + C. GT 16 ","","","",""
"Yes","2011","Berlin","Couple + C. LE and GT 16","","","",""
"Yes","2011","Brandenburg","1-pers.-HH","","","",""
"Yes","2011","Brandenburg","(Married) couple without C. ","","","",""
"Yes","2011","Brandenburg","Single parent ","","","",""
"Yes","2011","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes","2011","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes","2011","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes","2011","Saxony","1-pers.-HH","","","",""
"Yes","2011","Saxony","(Married) couple without C. ","","","",""
"Yes","2011","Saxony","Single parent ","","","",""
"Yes","2011","Saxony","Couple + C. LE 16 ","","","",""
"Yes","2011","Saxony","Couple + C. GT 16 ","","","",""
"Yes","2011","Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2011","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes","2011","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes","2011","Saxony-Anhalt","Single parent ","","","",""
"Yes","2011","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes","2011","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes","2011","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes","2011","Thuringia","1-pers.-HH","","","",""
"Yes","2011","Thuringia","(Married) couple without C. ","","","",""
"Yes","2011","Thuringia","Single parent ","","","",""
"Yes","2011","Thuringia","Couple + C. LE 16 ","","","",""
"Yes","2011","Thuringia","Couple + C. GT 16 ","","","",""
"Yes","2011","Thuringia","Couple + C. LE and GT 16","","","",""
"No","2011","Schleswig-Holstein","1-pers.-HH","","","",""
"No","2011","Schleswig-Holstein","(Married) couple without C. ","","","",""
"No","2011","Schleswig-Holstein","Single parent ","","","",""
"No","2011","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"No","2011","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"No","2011","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"No","2011","Hamburg","1-pers.-HH","","","",""
"No","2011","Hamburg","(Married) couple without C. ","","","",""
"No","2011","Hamburg","Single parent ","","","",""
"No","2011","Hamburg","Couple + C. LE 16 ","","","",""
"No","2011","Hamburg","Couple + C. GT 16 ","","","",""
"No","2011","Hamburg","Couple + C. LE and GT 16","","","",""
"No","2011","Lower Saxony","1-pers.-HH","","","",""
"No","2011","Lower Saxony","(Married) couple without C. ","","","",""
"No","2011","Lower Saxony","Single parent ","","","",""
"No","2011","Lower Saxony","Couple + C. LE 16 ","","","",""
"No","2011","Lower Saxony","Couple + C. GT 16 ","","","",""
"No","2011","Lower Saxony","Couple + C. LE and GT 16","","","",""
"No","2011","Bremen","1-pers.-HH","","","",""
"No","2011","Bremen","(Married) couple without C. ","","","",""
"No","2011","Bremen","Single parent ","","","",""
"No","2011","Bremen","Couple + C. LE 16 ","","","",""
"No","2011","Bremen","Couple + C. GT 16 ","","","",""
"No","2011","Bremen","Couple + C. LE and GT 16","","","",""
"No","2011","North Rhine-Westphalia","1-pers.-HH","","","",""
"No","2011","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"No","2011","North Rhine-Westphalia","Single parent ","","","",""
"No","2011","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"No","2011","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"No","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"No","2011","Hesse","1-pers.-HH","","","",""
"No","2011","Hesse","(Married) couple without C. ","","","",""
"No","2011","Hesse","Single parent ","","","",""
"No","2011","Hesse","Couple + C. LE 16 ","","","",""
"No","2011","Hesse","Couple + C. GT 16 ","","","",""
"No","2011","Hesse","Couple + C. LE and GT 16","","","",""
"No","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"No","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No","2011","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"No","2011","Baden-Württemberg","1-pers.-HH","","","",""
"No","2011","Baden-Württemberg","(Married) couple without C. ","","","",""
"No","2011","Baden-Württemberg","Single parent ","","","",""
"No","2011","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"No","2011","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"No","2011","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"No","2011","Bavaria","1-pers.-HH","","","",""
"No","2011","Bavaria","(Married) couple without C. ","","","",""
"No","2011","Bavaria","Single parent ","","","",""
"No","2011","Bavaria","Couple + C. LE 16 ","","","",""
"No","2011","Bavaria","Couple + C. GT 16 ","","","",""
"No","2011","Bavaria","Couple + C. LE and GT 16","","","",""
"No","2011","Berlin","1-pers.-HH","","","",""
"No","2011","Berlin","(Married) couple without C. ","","","",""
"No","2011","Berlin","Single parent ","","","",""
"No","2011","Berlin","Couple + C. LE 16 ","","","",""
"No","2011","Berlin","Couple + C. GT 16 ","","","",""
"No","2011","Berlin","Couple + C. LE and GT 16","","","",""
"No","2011","Brandenburg","1-pers.-HH","","","",""
"No","2011","Brandenburg","(Married) couple without C. ","","","",""
"No","2011","Brandenburg","Single parent ","","","",""
"No","2011","Brandenburg","Couple + C. LE 16 ","","","",""
"No","2011","Brandenburg","Couple + C. GT 16 ","","","",""
"No","2011","Brandenburg","Couple + C. LE and GT 16","","","",""
"No","2011","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"No","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No","2011","Mecklenburg-Western Pomerania","Single parent ","","","",""
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"No","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"No","2011","Saxony","1-pers.-HH","","","",""
"No","2011","Saxony","(Married) couple without C. ","","","",""
"No","2011","Saxony","Single parent ","","","",""
"No","2011","Saxony","Couple + C. LE 16 ","","","",""
"No","2011","Saxony","Couple + C. GT 16 ","","","",""
"No","2011","Saxony","Couple + C. LE and GT 16","","","",""
"No","2011","Saxony-Anhalt","1-pers.-HH","","","",""
"No","2011","Saxony-Anhalt","(Married) couple without C. ","","","",""
"No","2011","Saxony-Anhalt","Single parent ","","","",""
"No","2011","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"No","2011","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"No","2011","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"No","2011","Thuringia","1-pers.-HH","","","",""
"No","2011","Thuringia","(Married) couple without C. ","","","",""
"No","2011","Thuringia","Single parent ","","","",""
"No","2011","Thuringia","Couple + C. LE 16 ","","","",""
"No","2011","Thuringia","Couple + C. GT 16 ","","","",""
"No","2011","Thuringia","Couple + C. LE and GT 16","","","",""
"Yes","2012","Schleswig-Holstein","1-pers.-HH","37","0.29940463349541","0.218792551617927","0.380016715372894"
"Yes","2012","Schleswig-Holstein","(Married) couple without C. ","60","0.216715301208732","0.169539542859922","0.263891059557542"
"Yes","2012","Schleswig-Holstein","Single parent ","11","","",""
"Yes","2012","Schleswig-Holstein","Couple + C. LE 16 ","26","","",""
"Yes","2012","Schleswig-Holstein","Couple + C. GT 16 ","15","","",""
"Yes","2012","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Yes","2012","Hamburg","1-pers.-HH","27","","",""
"Yes","2012","Hamburg","(Married) couple without C. ","25","","",""
"Yes","2012","Hamburg","Single parent ","6","","",""
"Yes","2012","Hamburg","Couple + C. LE 16 ","17","","",""
"Yes","2012","Hamburg","Couple + C. GT 16 ","7","","",""
"Yes","2012","Hamburg","Couple + C. LE and GT 16","2","","",""
"Yes","2012","Lower Saxony","1-pers.-HH","85","0.30098709296407","0.248195395595686","0.353778790332454"
"Yes","2012","Lower Saxony","(Married) couple without C. ","178","0.247265454326134","0.216633602558464","0.277897306093803"
"Yes","2012","Lower Saxony","Single parent ","45","0.303884230535089","0.216737515701723","0.391030945368454"
"Yes","2012","Lower Saxony","Couple + C. LE 16 ","82","0.290249315628946","0.237275403228072","0.343223228029821"
"Yes","2012","Lower Saxony","Couple + C. GT 16 ","76","0.281682732147388","0.227319097845519","0.336046366449257"
"Yes","2012","Lower Saxony","Couple + C. LE and GT 16","35","0.3145770337311","0.231840325427045","0.397313742035156"
"Yes","2012","Bremen","1-pers.-HH","15","","",""
"Yes","2012","Bremen","(Married) couple without C. ","10","","",""
"Yes","2012","Bremen","Single parent ","4","","",""
"Yes","2012","Bremen","Couple + C. LE 16 ","3","","",""
"Yes","2012","Bremen","Couple + C. GT 16 ","4","","",""
"Yes","2012","Bremen","Couple + C. LE and GT 16","","","",""
"Yes","2012","North Rhine-Westphalia","1-pers.-HH","179","0.278934313024505","0.244615318364107","0.313253307684904"
"Yes","2012","North Rhine-Westphalia","(Married) couple without C. ","347","0.233910387403771","0.212870305051535","0.254950469756008"
"Yes","2012","North Rhine-Westphalia","Single parent ","94","0.382356624373646","0.320091714236537","0.444621534510754"
"Yes","2012","North Rhine-Westphalia","Couple + C. LE 16 ","190","0.308880976143834","0.272744959839883","0.345016992447785"
"Yes","2012","North Rhine-Westphalia","Couple + C. GT 16 ","162","0.281890946875448","0.247898977715776","0.31588291603512"
"Yes","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","64","0.302374695956889","0.242495259255872","0.362254132657905"
"Yes","2012","Hesse","1-pers.-HH","74","0.248637351813712","0.194181018652386","0.303093684975039"
"Yes","2012","Hesse","(Married) couple without C. ","107","0.223607850051926","0.188334249951854","0.258881450151997"
"Yes","2012","Hesse","Single parent ","37","0.59204847695501","0.489367576511516","0.694729377398503"
"Yes","2012","Hesse","Couple + C. LE 16 ","55","0.239927846284101","0.184858510310337","0.294997182257866"
"Yes","2012","Hesse","Couple + C. GT 16 ","52","0.241791772463515","0.182302787521422","0.301280757405608"
"Yes","2012","Hesse","Couple + C. LE and GT 16","18","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","62","0.257282499656204","0.20078865585363","0.313776343458779"
"Yes","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","96","0.229554802192325","0.190215205938198","0.268894398446453"
"Yes","2012","Rhineland-Palatinate,Saarland","Single parent ","31","0.313084279037212","0.213316247569054","0.41285231050537"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","71","0.426143564105411","0.350459270424151","0.50182785778667"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","51","0.237195053249474","0.174530633593227","0.299859472905721"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","25","","",""
"Yes","2012","Baden-Württemberg","1-pers.-HH","99","0.278444216763085","0.234296875360243","0.322591558165927"
"Yes","2012","Baden-Württemberg","(Married) couple without C. ","136","0.169904629767114","0.145148168785915","0.194661090748314"
"Yes","2012","Baden-Württemberg","Single parent ","52","0.366972866325816","0.288251071936194","0.445694660715439"
"Yes","2012","Baden-Württemberg","Couple + C. LE 16 ","87","0.244286119707242","0.201199293530842","0.287372945883642"
"Yes","2012","Baden-Württemberg","Couple + C. GT 16 ","88","0.234625727310025","0.191678311625707","0.277573142994343"
"Yes","2012","Baden-Württemberg","Couple + C. LE and GT 16","36","0.22864425402178","0.163161482420752","0.294127025622807"
"Yes","2012","Bavaria","1-pers.-HH","172","0.340942084411257","0.300812210757096","0.381071958065418"
"Yes","2012","Bavaria","(Married) couple without C. ","221","0.202923396374516","0.180159081109526","0.225687711639506"
"Yes","2012","Bavaria","Single parent ","53","0.270567185239662","0.20436760285854","0.336766767620784"
"Yes","2012","Bavaria","Couple + C. LE 16 ","130","0.282329707766387","0.243147862500108","0.321511553032667"
"Yes","2012","Bavaria","Couple + C. GT 16 ","127","0.305073269607827","0.264470449081343","0.345676090134311"
"Yes","2012","Bavaria","Couple + C. LE and GT 16","48","0.306446852867302","0.243945070236348","0.368948635498257"
"Yes","2012","Berlin","1-pers.-HH","76","0.346753327351632","0.285378395516156","0.408128259187107"
"Yes","2012","Berlin","(Married) couple without C. ","82","0.241979894509385","0.195630808635461","0.288328980383308"
"Yes","2012","Berlin","Single parent ","22","","",""
"Yes","2012","Berlin","Couple + C. LE 16 ","33","0.231186282152209","0.150928574571174","0.311443989733245"
"Yes","2012","Berlin","Couple + C. GT 16 ","17","","",""
"Yes","2012","Berlin","Couple + C. LE and GT 16","5","","",""
"Yes","2012","Brandenburg","1-pers.-HH","56","0.379987411025359","0.304062704308347","0.455912117742371"
"Yes","2012","Brandenburg","(Married) couple without C. ","91","0.206111996189136","0.167744327787028","0.244479664591244"
"Yes","2012","Brandenburg","Single parent ","17","","",""
"Yes","2012","Brandenburg","Couple + C. LE 16 ","36","0.421979673746953","0.321061008300955","0.52289833919295"
"Yes","2012","Brandenburg","Couple + C. GT 16 ","30","0.373009597580524","0.278695230681857","0.467323964479192"
"Yes","2012","Brandenburg","Couple + C. LE and GT 16","13","","",""
"Yes","2012","Mecklenburg-Western Pomerania","1-pers.-HH","39","0.404378349011295","0.309600103693062","0.499156594329529"
"Yes","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","52","0.216640661023662","0.163631052458722","0.269650269588601"
"Yes","2012","Mecklenburg-Western Pomerania","Single parent ","19","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","23","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","",""
"Yes","2012","Saxony","1-pers.-HH","68","0.290367978509874","0.235611300758163","0.345124656261585"
"Yes","2012","Saxony","(Married) couple without C. ","107","0.191391688804062","0.160070198595615","0.222713179012509"
"Yes","2012","Saxony","Single parent ","40","0.39094033456135","0.289563611774763","0.492317057347938"
"Yes","2012","Saxony","Couple + C. LE 16 ","53","0.230606333799882","0.173771213646414","0.28744145395335"
"Yes","2012","Saxony","Couple + C. GT 16 ","46","0.206992731255647","0.15084280053264","0.263142661978653"
