"ple0081_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","higher vocational","Male","193","0.232782409174386","0.204554359663549","0.261010458685223","1"
"Yes","2016","higher vocational","Female","88","0.158789204957121","0.12821713641913","0.189361273495112","1"
"Yes","2016","inadequately","Male","91","0.553761365622767","0.479254731178128","0.628268000067406","1"
"Yes","2016","vocational + Abi","Female","293","0.198189272874746","0.176265149678171","0.220113396071321","1"
"Yes","2016","higher education","Male","462","0.167680890763436","0.15415159707914","0.181210184447733","1"
"Yes","2016","in school","Male","19","","","","1"
"Yes","2016","inadequately","Female","96","0.338151370521543","0.277144743510918","0.399157997532168","1"
"No","2017","in school","Male","","","","","2"
"No","2017","in school","Female","","","","","2"
"No","2017","inadequately","Male","","","","","2"
"No","2017","inadequately","Female","","","","","2"
"No","2017","general elemantary","Male","","","","","2"
"No","2017","general elemantary","Female","","","","","2"
"No","2017","middle vocational","Male","","","","","2"
"No","2017","middle vocational","Female","","","","","2"
"No","2017","vocational + Abi","Male","","","","","2"
"No","2017","vocational + Abi","Female","","","","","2"
"No","2017","higher vocational","Male","","","","","2"
"No","2017","higher vocational","Female","","","","","2"
"No","2017","higher education","Male","","","","","2"
"No","2017","higher education","Female","","","","","2"
"Yes","2017","middle vocational","Female","","","","","1"
"Yes","2017","vocational + Abi","Male","","","","","1"
"Yes","2017","general elemantary","Male","","","","","1"
"Yes","2017","general elemantary","Female","","","","","1"
"Yes","2017","middle vocational","Male","","","","","1"
"Yes","2017","higher education","Female","","","","","1"
"Yes","2017","higher vocational","Male","","","","","1"
"Yes","2017","higher vocational","Female","","","","","1"
"Yes","2017","in school","Male","","","","","1"
"Yes","2017","in school","Female","","","","","1"
"Yes","2017","inadequately","Male","","","","","1"
"Yes","2017","inadequately","Female","","","","","1"
"Yes","2017","vocational + Abi","Female","","","","","1"
"Yes","2017","higher education","Male","","","","","1"
"No","2018","in school","Male","141","0.960884214095689","0.92996195769739","0.991806470493987","2"
"No","2018","in school","Female","161","0.8821201685975","0.835526939651047","0.928713397543954","2"
"No","2018","inadequately","Male","91","0.471307013892086","0.401952412709646","0.540661615074526","2"
"No","2018","inadequately","Female","155","0.594139802729216","0.53620679121351","0.652072814244922","2"
"No","2018","general elemantary","Male","557","0.549627318409647","0.519605151422714","0.57964948539658","2"
"No","2018","general elemantary","Female","1105","0.745501074762136","0.72421786221263","0.766784287311643","2"
"No","2018","middle vocational","Male","3508","0.692326929169189","0.679738969883488","0.70491488845489","2"
"No","2018","middle vocational","Female","4665","0.753993938458121","0.743378368140529","0.764609508775712","2"
"No","2018","vocational + Abi","Male","545","0.6686028027279","0.635799440379053","0.701406165076748","2"
"No","2018","vocational + Abi","Female","1020","0.79506494976889","0.773305806647465","0.816824092890316","2"
"No","2018","higher vocational","Male","699","0.785913592787649","0.758735059775397","0.813092125799901","2"
"No","2018","higher vocational","Female","470","0.806819917739982","0.774494789323381","0.839145046156583","2"
"No","2018","higher education","Male","2674","0.836150332212279","0.823197766699559","0.849102897724999","2"
"No","2018","higher education","Female","2757","0.860951798410254","0.848922418208454","0.872981178612054","2"
"Yes","2018","middle vocational","Female","1658","0.246006061541879","0.235390491224288","0.256621631859471","1"
"Yes","2018","vocational + Abi","Male","246","0.3313971972721","0.298593834923252","0.364200559620947","1"
"Yes","2018","vocational + Abi","Female","302","0.20493505023111","0.183175907109684","0.226694193352535","1"
"Yes","2018","higher education","Female","421","0.139048201589746","0.127018821387946","0.151077581791545","1"
"Yes","2018","higher vocational","Male","176","0.214086407212351","0.186907874200099","0.241264940224603","1"
"Yes","2018","in school","Male","10","","","","1"
"Yes","2018","general elemantary","Male","498","0.450372681590353","0.42035051460342","0.480394848577286","1"
"Yes","2018","general elemantary","Female","504","0.254498925237864","0.233215712688357","0.27578213778737","1"
"Yes","2018","middle vocational","Male","1656","0.307673070830811","0.29508511154511","0.320261030116512","1"
"Yes","2018","higher vocational","Female","103","0.193180082260018","0.160854953843417","0.225505210676619","1"
"Yes","2018","in school","Female","23","","","","1"
"Yes","2018","inadequately","Male","108","0.528692986107914","0.459338384925474","0.598047587290354","1"
"Yes","2018","higher education","Male","463","0.163849667787721","0.150897102275001","0.176802233300441","1"
"Yes","2018","inadequately","Female","121","0.405860197270784","0.347927185755078","0.46379320878649","1"
