"ple0081_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2011","Not Working","1-pers.-HH","","","",""
"No","2011","Not Working","(Married) couple without C. ","","","",""
"No","2011","Not Working","Single parent ","","","",""
"No","2011","Not Working","Couple + C. LE 16 ","","","",""
"No","2011","Not Working","Couple + C. GT 16 ","","","",""
"No","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2012","Full Time","1-pers.-HH","465","0.37684809921997","0.349372683963933","0.404323514476007"
"Yes","2012","Full Time","(Married) couple without C. ","712","0.291202638358964","0.273534534985216","0.308870741732712"
"Yes","2012","Full Time","Single parent ","174","0.39340971504846","0.345715485964484","0.441103944132436"
"Yes","2012","Full Time","Couple + C. LE 16 ","494","0.337964444311485","0.314177132381418","0.361751756241551"
"Yes","2012","Full Time","Couple + C. GT 16 ","401","0.308813801288601","0.284259673238876","0.333367929338326"
"Yes","2012","Full Time","Couple + C. LE and GT 16","143","0.357291538840904","0.313356768002568","0.40122630967924"
"Yes","2012","Part Time","1-pers.-HH","232","0.377020214929022","0.338841433549278","0.415198996308765"
"Yes","2012","Part Time","(Married) couple without C. ","344","0.250973308216326","0.22818841797739","0.273758198455262"
"Yes","2012","Part Time","Single parent ","180","0.427958916314421","0.3811386267996","0.474779205829241"
"Yes","2012","Part Time","Couple + C. LE 16 ","268","0.236129103892827","0.211189460641233","0.261068747144422"
"Yes","2012","Part Time","Couple + C. GT 16 ","217","0.261973900658529","0.232413963828744","0.291533837488314"
"Yes","2012","Part Time","Couple + C. LE and GT 16","89","0.228506998575728","0.185954208761515","0.271059788389941"
"Yes","2012","Not Working","1-pers.-HH","388","0.217177356658978","0.198398611819481","0.235956101498476"
"Yes","2012","Not Working","(Married) couple without C. ","598","0.147596991015687","0.136871109647242","0.158322872384132"
"Yes","2012","Not Working","Single parent ","130","0.323750992938022","0.276138599796553","0.37136338607949"
"Yes","2012","Not Working","Couple + C. LE 16 ","122","0.23031982139038","0.190708070882047","0.269931571898713"
"Yes","2012","Not Working","Couple + C. GT 16 ","150","0.210678624595373","0.181686605363783","0.239670643826963"
"Yes","2012","Not Working","Couple + C. LE and GT 16","49","0.200469218400112","0.151711917968621","0.249226518831603"
"No","2012","Full Time","1-pers.-HH","730","0.62315190078003","0.595676485523993","0.650627316036067"
"No","2012","Full Time","(Married) couple without C. ","1828","0.708797361641036","0.691129258267288","0.726465465014784"
"No","2012","Full Time","Single parent ","229","0.60659028495154","0.558896055867564","0.654284514035516"
"No","2012","Full Time","Couple + C. LE 16 ","1025","0.662035555688515","0.638248243758449","0.685822867618582"
"No","2012","Full Time","Couple + C. GT 16 ","959","0.691186198711399","0.666632070661674","0.715740326761124"
"No","2012","Full Time","Couple + C. LE and GT 16","314","0.642708461159096","0.59877369032076","0.686643231997432"
"No","2012","Part Time","1-pers.-HH","387","0.622979785070978","0.584801003691235","0.661158566450721"
"No","2012","Part Time","(Married) couple without C. ","1047","0.749026691783674","0.726241801544738","0.77181158202261"
"No","2012","Part Time","Single parent ","249","0.572041083685579","0.525220794170759","0.6188613732004"
"No","2012","Part Time","Couple + C. LE 16 ","846","0.763870896107173","0.738931252855578","0.788810539358767"
"No","2012","Part Time","Couple + C. GT 16 ","633","0.738026099341471","0.708466162511686","0.767586036171256"
"No","2012","Part Time","Couple + C. LE and GT 16","285","0.771493001424272","0.728940211610059","0.814045791238485"
"No","2012","Not Working","1-pers.-HH","1464","0.782822643341022","0.764043898501524","0.801601388180519"
"No","2012","Not Working","(Married) couple without C. ","3603","0.852403008984313","0.841677127615868","0.863128890352758"
"No","2012","Not Working","Single parent ","241","0.676249007061978","0.62863661392051","0.723861400203447"
"No","2012","Not Working","Couple + C. LE 16 ","312","0.76968017860962","0.730068428101287","0.809291929117953"
"No","2012","Not Working","Couple + C. GT 16 ","610","0.789321375404627","0.760329356173037","0.818313394636217"
"No","2012","Not Working","Couple + C. LE and GT 16","210","0.799530781599888","0.750773481168397","0.848288082031379"
"Yes","2013","Full Time","1-pers.-HH","","","",""
"Yes","2013","Full Time","(Married) couple without C. ","","","",""
"Yes","2013","Full Time","Single parent ","","","",""
"Yes","2013","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2013","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2013","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2013","Part Time","1-pers.-HH","","","",""
"Yes","2013","Part Time","(Married) couple without C. ","","","",""
"Yes","2013","Part Time","Single parent ","","","",""
"Yes","2013","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2013","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2013","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2013","Not Working","1-pers.-HH","","","",""
"Yes","2013","Not Working","(Married) couple without C. ","","","",""
"Yes","2013","Not Working","Single parent ","","","",""
"Yes","2013","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2013","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2013","Not Working","Couple + C. LE and GT 16","","","",""
"No","2013","Full Time","1-pers.-HH","","","",""
"No","2013","Full Time","(Married) couple without C. ","","","",""
"No","2013","Full Time","Single parent ","","","",""
"No","2013","Full Time","Couple + C. LE 16 ","","","",""
"No","2013","Full Time","Couple + C. GT 16 ","","","",""
"No","2013","Full Time","Couple + C. LE and GT 16","","","",""
"No","2013","Part Time","1-pers.-HH","","","",""
"No","2013","Part Time","(Married) couple without C. ","","","",""
"No","2013","Part Time","Single parent ","","","",""
"No","2013","Part Time","Couple + C. LE 16 ","","","",""
"No","2013","Part Time","Couple + C. GT 16 ","","","",""
"No","2013","Part Time","Couple + C. LE and GT 16","","","",""
"No","2013","Not Working","1-pers.-HH","","","",""
"No","2013","Not Working","(Married) couple without C. ","","","",""
"No","2013","Not Working","Single parent ","","","",""
"No","2013","Not Working","Couple + C. LE 16 ","","","",""
"No","2013","Not Working","Couple + C. GT 16 ","","","",""
"No","2013","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2014","Full Time","1-pers.-HH","443","0.38303245696706","0.35533086897778","0.41073404495634"
"Yes","2014","Full Time","(Married) couple without C. ","730","0.287942524931381","0.270308927353","0.305576122509763"
"Yes","2014","Full Time","Single parent ","324","0.421499169052535","0.387021703182879","0.455976634922191"
"Yes","2014","Full Time","Couple + C. LE 16 ","946","0.295411753015424","0.279557425020145","0.311266081010703"
"Yes","2014","Full Time","Couple + C. GT 16 ","395","0.299724199326882","0.275194560395643","0.324253838258121"
"Yes","2014","Full Time","Couple + C. LE and GT 16","273","0.284367069104177","0.255169396623994","0.313564741584361"
"Yes","2014","Part Time","1-pers.-HH","276","0.384005567794021","0.348627269881303","0.419383865706738"
"Yes","2014","Part Time","(Married) couple without C. ","371","0.258413713201352","0.23639926381669","0.280428162586015"
"Yes","2014","Part Time","Single parent ","374","0.439242190205964","0.407549264743623","0.470935115668304"
"Yes","2014","Part Time","Couple + C. LE 16 ","605","0.219592156763739","0.203253333323512","0.235930980203965"
"Yes","2014","Part Time","Couple + C. GT 16 ","225","0.228909968842156","0.201761891691265","0.256058045993047"
"Yes","2014","Part Time","Couple + C. LE and GT 16","179","0.273751239583023","0.241538331518812","0.305964147647235"
"Yes","2014","Not Working","1-pers.-HH","382","0.212706538968522","0.193539114493109","0.231873963443934"
"Yes","2014","Not Working","(Married) couple without C. ","593","0.151448849593809","0.140265123281296","0.162632575906322"
"Yes","2014","Not Working","Single parent ","276","0.395615205436625","0.359996997876304","0.431233412996945"
"Yes","2014","Not Working","Couple + C. LE 16 ","411","0.295636500203117","0.269956493182937","0.321316507223298"
"Yes","2014","Not Working","Couple + C. GT 16 ","184","0.196688962801457","0.169499014954191","0.223878910648723"
"Yes","2014","Not Working","Couple + C. LE and GT 16","137","0.215968068769079","0.182651449134524","0.249284688403634"
"No","2014","Full Time","1-pers.-HH","740","0.61696754303294","0.58926595504366","0.64466913102222"
"No","2014","Full Time","(Married) couple without C. ","1803","0.712057475068619","0.694423877490238","0.729691072647"
"No","2014","Full Time","Single parent ","464","0.578500830947465","0.544023365077809","0.612978296817121"
"No","2014","Full Time","Couple + C. LE 16 ","2235","0.704588246984576","0.688733918989297","0.720442574979855"
"No","2014","Full Time","Couple + C. GT 16 ","945","0.700275800673118","0.675746161741879","0.724805439604357"
"No","2014","Full Time","Couple + C. LE and GT 16","644","0.715632930895823","0.686435258415639","0.744830603376006"
"No","2014","Part Time","1-pers.-HH","450","0.615994432205979","0.580616134293262","0.651372730118697"
"No","2014","Part Time","(Married) couple without C. ","1148","0.741586286798648","0.719571837413985","0.76360073618331"
"No","2014","Part Time","Single parent ","568","0.560757809794036","0.529064884331696","0.592450735256377"
"No","2014","Part Time","Couple + C. LE 16 ","1861","0.780407843236261","0.764069019796035","0.796746666676488"
"No","2014","Part Time","Couple + C. GT 16 ","695","0.771090031157844","0.743941954006953","0.798238108308735"
"No","2014","Part Time","Couple + C. LE and GT 16","557","0.726248760416977","0.694035852352765","0.758461668481188"
"No","2014","Not Working","1-pers.-HH","1369","0.787293461031478","0.768126036556066","0.806460885506891"
"No","2014","Not Working","(Married) couple without C. ","3354","0.848551150406191","0.837367424093678","0.859734876718704"
"No","2014","Not Working","Single parent ","448","0.604384794563375","0.568766587003055","0.640003002123696"
"No","2014","Not Working","Couple + C. LE 16 ","802","0.704363499796883","0.678683492776702","0.730043506817063"
"No","2014","Not Working","Couple + C. GT 16 ","637","0.803311037198543","0.776121089351277","0.830500985045809"
"No","2014","Not Working","Couple + C. LE and GT 16","449","0.784031931230921","0.750715311596366","0.817348550865476"
"Yes","2015","Full Time","1-pers.-HH","","","",""
"Yes","2015","Full Time","(Married) couple without C. ","","","",""
"Yes","2015","Full Time","Single parent ","","","",""
"Yes","2015","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2015","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2015","Part Time","1-pers.-HH","","","",""
"Yes","2015","Part Time","(Married) couple without C. ","","","",""
"Yes","2015","Part Time","Single parent ","","","",""
"Yes","2015","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2015","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2015","Not Working","1-pers.-HH","","","",""
"Yes","2015","Not Working","(Married) couple without C. ","","","",""
"Yes","2015","Not Working","Single parent ","","","",""
"Yes","2015","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2015","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2015","Not Working","Couple + C. LE and GT 16","","","",""
"No","2015","Full Time","1-pers.-HH","","","",""
"No","2015","Full Time","(Married) couple without C. ","","","",""
"No","2015","Full Time","Single parent ","","","",""
"No","2015","Full Time","Couple + C. LE 16 ","","","",""
"No","2015","Full Time","Couple + C. GT 16 ","","","",""
"No","2015","Full Time","Couple + C. LE and GT 16","","","",""
"No","2015","Part Time","1-pers.-HH","","","",""
"No","2015","Part Time","(Married) couple without C. ","","","",""
"No","2015","Part Time","Single parent ","","","",""
"No","2015","Part Time","Couple + C. LE 16 ","","","",""
"No","2015","Part Time","Couple + C. GT 16 ","","","",""
"No","2015","Part Time","Couple + C. LE and GT 16","","","",""
"No","2015","Not Working","1-pers.-HH","","","",""
"No","2015","Not Working","(Married) couple without C. ","","","",""
"No","2015","Not Working","Single parent ","","","",""
"No","2015","Not Working","Couple + C. LE 16 ","","","",""
"No","2015","Not Working","Couple + C. GT 16 ","","","",""
"No","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2016","Full Time","1-pers.-HH","429","0.370082544261381","0.342213340580344","0.397951747942419"
"Yes","2016","Full Time","(Married) couple without C. ","687","0.271747362131138","0.254037895354212","0.289456828908063"
"Yes","2016","Full Time","Single parent ","259","0.387896888779224","0.351513016232664","0.424280761325785"
"Yes","2016","Full Time","Couple + C. LE 16 ","777","0.273970631851059","0.25710730111964","0.290833962582477"
"Yes","2016","Full Time","Couple + C. GT 16 ","323","0.296016064317031","0.269881016455054","0.322151112179007"
"Yes","2016","Full Time","Couple + C. LE and GT 16","220","0.244768664189906","0.215658544493294","0.273878783886518"
"Yes","2016","Part Time","1-pers.-HH","226","0.3457989449897","0.310284426394778","0.381313463584622"
"Yes","2016","Part Time","(Married) couple without C. ","349","0.235618879370849","0.213790333695255","0.257447425046443"
"Yes","2016","Part Time","Single parent ","334","0.364924167999617","0.332368804101195","0.397479531898038"
"Yes","2016","Part Time","Couple + C. LE 16 ","537","0.240480824492779","0.222646571032162","0.258315077953397"
"Yes","2016","Part Time","Couple + C. GT 16 ","184","0.214005381318437","0.186846106394407","0.241164656242466"
"Yes","2016","Part Time","Couple + C. LE and GT 16","179","0.217338692984354","0.187521972168515","0.247155413800193"
"Yes","2016","Not Working","1-pers.-HH","332","0.202704965692748","0.183289714447546","0.222120216937949"
"Yes","2016","Not Working","(Married) couple without C. ","498","0.149707825423344","0.137853828472835","0.161561822373853"
"Yes","2016","Not Working","Single parent ","217","0.402404137548592","0.363710414512349","0.441097860584835"
"Yes","2016","Not Working","Couple + C. LE 16 ","304","0.291593121561767","0.261833725836822","0.321352517286712"
"Yes","2016","Not Working","Couple + C. GT 16 ","155","0.202223907614392","0.17244791412348","0.231999901105304"
"Yes","2016","Not Working","Couple + C. LE and GT 16","106","0.169519212227435","0.13711371167024","0.201924712784631"
"No","2016","Full Time","1-pers.-HH","724","0.629917455738619","0.602048252057581","0.657786659419656"
"No","2016","Full Time","(Married) couple without C. ","1737","0.728252637868862","0.710543171091937","0.745962104645787"
"No","2016","Full Time","Single parent ","430","0.612103111220776","0.575719238674215","0.648486983767336"
"No","2016","Full Time","Couple + C. LE 16 ","1910","0.726029368148941","0.709166037417523","0.74289269888036"
"No","2016","Full Time","Couple + C. GT 16 ","849","0.703983935682969","0.677848887820993","0.730118983544946"
"No","2016","Full Time","Couple + C. LE and GT 16","618","0.755231335810094","0.726121216113482","0.784341455506706"
"No","2016","Part Time","1-pers.-HH","463","0.6542010550103","0.618686536415378","0.689715573605222"
"No","2016","Part Time","(Married) couple without C. ","1103","0.764381120629151","0.742552574953557","0.786209666304745"
"No","2016","Part Time","Single parent ","506","0.635075832000383","0.602520468101962","0.667631195898805"
"No","2016","Part Time","Couple + C. LE 16 ","1669","0.759519175507221","0.741684922046603","0.777353428967838"
"No","2016","Part Time","Couple + C. GT 16 ","692","0.785994618681563","0.758835343757534","0.813153893605593"
"No","2016","Part Time","Couple + C. LE and GT 16","556","0.782661307015646","0.752844586199807","0.812478027831484"
"No","2016","Not Working","1-pers.-HH","1315","0.797295034307252","0.777879783062051","0.816710285552454"
"No","2016","Not Working","(Married) couple without C. ","2982","0.850292174576656","0.838438177626147","0.862146171527165"
"No","2016","Not Working","Single parent ","400","0.597595862451408","0.558902139415165","0.636289585487651"
"No","2016","Not Working","Couple + C. LE 16 ","592","0.708406878438233","0.678647482713288","0.738166274163178"
"No","2016","Not Working","Couple + C. GT 16 ","544","0.797776092385608","0.768000098894696","0.82755208587652"
"No","2016","Not Working","Couple + C. LE and GT 16","409","0.830480787772565","0.798075287215369","0.86288628832976"
"Yes","2017","Full Time","1-pers.-HH","","","",""
"Yes","2017","Full Time","(Married) couple without C. ","","","",""
"Yes","2017","Full Time","Single parent ","","","",""
"Yes","2017","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2017","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2017","Part Time","1-pers.-HH","","","",""
"Yes","2017","Part Time","(Married) couple without C. ","","","",""
"Yes","2017","Part Time","Single parent ","","","",""
"Yes","2017","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2017","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2017","Not Working","1-pers.-HH","","","",""
"Yes","2017","Not Working","(Married) couple without C. ","","","",""
"Yes","2017","Not Working","Single parent ","","","",""
"Yes","2017","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2017","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2017","Not Working","Couple + C. LE and GT 16","","","",""
"No","2017","Full Time","1-pers.-HH","","","",""
"No","2017","Full Time","(Married) couple without C. ","","","",""
"No","2017","Full Time","Single parent ","","","",""
"No","2017","Full Time","Couple + C. LE 16 ","","","",""
"No","2017","Full Time","Couple + C. GT 16 ","","","",""
"No","2017","Full Time","Couple + C. LE and GT 16","","","",""
"No","2017","Part Time","1-pers.-HH","","","",""
"No","2017","Part Time","(Married) couple without C. ","","","",""
"No","2017","Part Time","Single parent ","","","",""
"No","2017","Part Time","Couple + C. LE 16 ","","","",""
"No","2017","Part Time","Couple + C. GT 16 ","","","",""
"No","2017","Part Time","Couple + C. LE and GT 16","","","",""
"No","2017","Not Working","1-pers.-HH","","","",""
"No","2017","Not Working","(Married) couple without C. ","","","",""
"No","2017","Not Working","Single parent ","","","",""
"No","2017","Not Working","Couple + C. LE 16 ","","","",""
"No","2017","Not Working","Couple + C. GT 16 ","","","",""
"No","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2018","Full Time","1-pers.-HH","500","0.366381741894359","0.341339163269165","0.391424320519552"
"Yes","2018","Full Time","(Married) couple without C. ","703","0.248845921073507","0.232622005180954","0.26506983696606"
"Yes","2018","Full Time","Single parent ","280","0.381467446233673","0.346182259248313","0.416752633219033"
"Yes","2018","Full Time","Couple + C. LE 16 ","701","0.262640477547174","0.245796206405062","0.279484748689285"
"Yes","2018","Full Time","Couple + C. GT 16 ","345","0.278401198914258","0.254092598505664","0.302709799322851"
"Yes","2018","Full Time","Couple + C. LE and GT 16","236","0.251828535251865","0.222968873104828","0.280688197398903"
"Yes","2018","Part Time","1-pers.-HH","304","0.313902922677344","0.283684314571669","0.344121530783018"
"Yes","2018","Part Time","(Married) couple without C. ","396","0.257097587229258","0.236105488657605","0.278089685800911"
"Yes","2018","Part Time","Single parent ","307","0.407063584648688","0.373760831334655","0.440366337962721"
"Yes","2018","Part Time","Couple + C. LE 16 ","500","0.221564661428337","0.203911276973075","0.239218045883599"
"Yes","2018","Part Time","Couple + C. GT 16 ","247","0.244928119982008","0.218406449369405","0.271449790594611"
"Yes","2018","Part Time","Couple + C. LE and GT 16","178","0.197527772968565","0.170092902173082","0.224962643764047"
"Yes","2018","Not Working","1-pers.-HH","404","0.197953857931419","0.179536178505","0.216371537357838"
"Yes","2018","Not Working","(Married) couple without C. ","501","0.13952239477494","0.128192882108034","0.150851907441845"
"Yes","2018","Not Working","Single parent ","222","0.328610944804843","0.292389983470568","0.364831906139117"
"Yes","2018","Not Working","Couple + C. LE 16 ","222","0.296351877017903","0.262377620331944","0.330326133703862"
"Yes","2018","Not Working","Couple + C. GT 16 ","137","0.207460996566785","0.177292969579422","0.237629023554148"
"Yes","2018","Not Working","Couple + C. LE and GT 16","108","0.220840844363792","0.184945163359177","0.256736525368407"
"No","2018","Full Time","1-pers.-HH","922","0.633618258105641","0.608575679480448","0.658660836730835"
"No","2018","Full Time","(Married) couple without C. ","2025","0.751154078926493","0.73493016303394","0.767377994819046"
"No","2018","Full Time","Single parent ","448","0.618532553766327","0.583247366780967","0.653817740751687"
"No","2018","Full Time","Couple + C. LE 16 ","1921","0.737359522452826","0.720515251310714","0.754203793594938"
"No","2018","Full Time","Couple + C. GT 16 ","961","0.721598801085742","0.697290200677149","0.745907401494336"
"No","2018","Full Time","Couple + C. LE and GT 16","633","0.748171464748135","0.719311802601098","0.777031126895172"
"No","2018","Part Time","1-pers.-HH","602","0.686097077322656","0.655878469216982","0.716315685428331"
"No","2018","Part Time","(Married) couple without C. ","1269","0.742902412770742","0.721910314199089","0.763894511342395"
"No","2018","Part Time","Single parent ","529","0.592936415351312","0.559633662037279","0.626239168665345"
"No","2018","Part Time","Couple + C. LE 16 ","1626","0.778435338571663","0.760781954116401","0.796088723026925"
"No","2018","Part Time","Couple + C. GT 16 ","763","0.755071880017992","0.728550209405389","0.781593550630594"
"No","2018","Part Time","Couple + C. LE and GT 16","631","0.802472227031435","0.775037356235953","0.829907097826918"
"No","2018","Not Working","1-pers.-HH","1394","0.802046142068581","0.783628462642162","0.820463821495"
"No","2018","Not Working","(Married) couple without C. ","3092","0.86047760522506","0.849148092558155","0.871807117891966"
"No","2018","Not Working","Single parent ","424","0.671389055195157","0.635168093860883","0.707610016529431"
"No","2018","Not Working","Couple + C. LE 16 ","472","0.703648122982097","0.669673866296138","0.737622379668056"
"No","2018","Not Working","Couple + C. GT 16 ","557","0.792539003433215","0.762370976445852","0.822707030420578"
"No","2018","Not Working","Couple + C. LE and GT 16","405","0.779159155636208","0.743263474631593","0.815054836640823"
